1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 43960.406),(2 147698.27),(3 307294.25),(4 513295.34),(5 781255.94),(6 1073925.1),(7 1401190.4),(8 1746136.6),(9 2104424.5),(10 2481033.8),(11 2856814),(12 3234835.3),(13 3645865.3),(14 4042797.3),(15 4463060.5),(16 4933485.5),(17 5417556),(18 5941976.5),(19 6420008),(20 6882434),(21 7330041.5),(22 7748696.5),(23 8123807.5),(24 8489161),(25 8805596),(26 9111160),(27 9414029),(28 9773456),(29 10067293),(30 10327469),(31 10534648),(32 10771159),(33 11012182),(34 11251568),(35 11475928),(36 11682355),(37 11830997),(38 11974717),(39 12042859),(40 12107512),(41 12138832),(42 12153423),(43 12164784),(44 12197544),(45 12210357),(46 12266967),(47 12343195),(48 12409912),(49 12420079),(50 12432768),(51 12452983),(52 12502283),(53 12605827),(54 12705152),(55 12833888),(56 13014443),(57 13185093),(58 13359380),(59 13487765),(60 13621772),(61 13760073),(62 13938573),(63 14098136),(64 14365925),(65 14657963),(66 14976672),(67 15291265),(68 15604963),(69 15868496),(70 16145351),(71 16469981),(72 16765531),(73 17074580),(74 17389830),(75 17705114),(76 18040552),(77 18434122),(78 18822322),(79 19280582),
(1 993.80945),(2 1375.6636),(3 1607.8197),(4 1726.7654),(5 1786.897),(6 1814.1461),(7 1888.8116),(8 1962.6176),(9 2027.3728),(10 2070.012),(11 2114.731),(12 2165.7715),(13 2263.0527),(14 2302.5745),(15 2347.1406),(16 2371.3508),(17 2417.922),(18 2472.8284),(19 2493.8872),(20 2543.9717),(21 2580.535),(22 2617.961),(23 2654.017),(24 2664.2932),(25 2675.402),(26 2702.3113),(27 2728.882),(28 2757.803),(29 2732.2903),(30 2769.1265),(31 2751.622),(32 2784.6377),(33 2801.1973),(34 2827.3562),(35 2815.5322),(36 2804.6318),(37 2790.7256),(38 2811.8235),(39 2830.6987),(40 2828.4324),(41 2813.5764),(42 2795.0916),(43 2777.4456),(44 2754.5652),(45 2747.3237),(46 2725.075),(47 2670.3247),(48 2646.4443),(49 2652.8706),(50 2659.9792),(51 2665.5613),(52 2622.59),(53 2613.601),(54 2594.9363),(55 2566.4897),(56 2561.083),(57 2571.3884),(58 2623.16),(59 2653.8147),(60 2644.3682),(61 2653.5342),(62 2640.9268),(63 2657.2175),(64 2665.407),(65 2714.7966),(66 2715.9148),(67 2712.6277),(68 2712.1086),(69 2737.3745),(70 2694.285),(71 2683.7964),(72 2739.0679),(73 2870.402),(74 2928.1345),(75 3021.985),(76 3151.5203),(77 3237.854),(78 3360.2754),(79 3440.4517),
(1 977.6711),(2 1400.8215),(3 1598.0477),(4 1698.6097),(5 1757.3589),(6 1802.0574),(7 1877.2333),(8 1940.5375),(9 2011.2992),(10 2044.895),(11 2081.8723),(12 2112.2463),(13 2212.0762),(14 2240.4602),(15 2286.9668),(16 2320.089),(17 2379.2595),(18 2422.5444),(19 2442.4277),(20 2497.1604),(21 2548.9014),(22 2572.6912),(23 2609.0828),(24 2646.5728),(25 2677.6116),(26 2720.0269),(27 2750.101),(28 2775.5718),(29 2751.7275),(30 2780.7644),(31 2801.4792),(32 2836.5244),(33 2863.8562),(34 2875.9382),(35 2830.9937),(36 2810.4028),(37 2799.24),(38 2815.638),(39 2812.6414),(40 2817.2803),(41 2796.6736),(42 2757.7446),(43 2753.5728),(44 2722.0032),(45 2705.9812),(46 2662.568),(47 2639.3079),(48 2631.0505),(49 2631.9211),(50 2626.8665),(51 2634.602),(52 2594.9194),(53 2603.7935),(54 2585.2942),(55 2576.5156),(56 2577.8022),(57 2589.1306),(58 2624.5105),(59 2628.0403),(60 2613.282),(61 2647.1816),(62 2652.9873),(63 2668.7534),(64 2656.4028),(65 2696.457),(66 2682.5928),(67 2695.4875),(68 2685.183),(69 2712.1208),(70 2712.25),(71 2700.473),(72 2725.662),(73 2859.3025),(74 2965.6736),(75 3053.725),(76 3137.763),(77 3235.1978),(78 3354.465),(79 3478.141),
(1 960.8166),(2 1352.9808),(3 1588.7386),(4 1707.9158),(5 1765.0945),(6 1824.2229),(7 1891.8987),(8 1931.7103),(9 1999.9567),(10 2028.4941),(11 2058.8047),(12 2089.801),(13 2175.3992),(14 2204.6016),(15 2252.3486),(16 2289.5576),(17 2317.2456),(18 2364.943),(19 2413.2197),(20 2461.9724),(21 2501.6304),(22 2543.6287),(23 2594.2656),(24 2598.311),(25 2632.3625),(26 2682.8586),(27 2728.9136),(28 2720.732),(29 2701.0237),(30 2718.3281),(31 2746.9158),(32 2767.8342),(33 2796.7246),(34 2828.752),(35 2796.7642),(36 2759.0164),(37 2770.4106),(38 2748.0378),(39 2751.0093),(40 2746.2202),(41 2743.4868),(42 2718.5085),(43 2709.7305),(44 2682.5452),(45 2646.8787),(46 2617.0454),(47 2613.0906),(48 2581.8225),(49 2577.98),(50 2565.0027),(51 2577.8994),(52 2560.4775),(53 2542.4692),(54 2524.4084),(55 2531.7212),(56 2553.8833),(57 2556.2446),(58 2579.3582),(59 2556.6836),(60 2548.5288),(61 2552.3274),(62 2565.1523),(63 2595.8713),(64 2604.6953),(65 2610.2517),(66 2595.3032),(67 2588.6682),(68 2579.3374),(69 2578.6902),(70 2591.943),(71 2579.7603),(72 2598.4739),(73 2738.2463),(74 2825.1287),(75 2970.452),(76 3067.7131),(77 3176.2034),(78 3291.729),(79 3344.1736),
(1 943.85693),(2 1324.6947),(3 1541.7081),(4 1654.7266),(5 1720.9677),(6 1760.4576),(7 1820.7137),(8 1876.0763),(9 1919.7731),(10 1972.1403),(11 2005.327),(12 2045.5466),(13 2138.686),(14 2167.2563),(15 2229.3682),(16 2246.4),(17 2256.5334),(18 2306.0205),(19 2329.804),(20 2365.693),(21 2396.6162),(22 2436.958),(23 2450.3286),(24 2461.9233),(25 2503.9204),(26 2527.9495),(27 2564.8743),(28 2593.6604),(29 2617.7893),(30 2613.2227),(31 2635.99),(32 2633.3118),(33 2655.2788),(34 2679.4426),(35 2641.297),(36 2630.1465),(37 2662.365),(38 2648.4827),(39 2654.9321),(40 2642.6968),(41 2624.9006),(42 2604.0974),(43 2587.67),(44 2591.5627),(45 2606.5903),(46 2618.687),(47 2602.0237),(48 2578.7715),(49 2578.9739),(50 2535.5742),(51 2525.3335),(52 2512.4126),(53 2504.9302),(54 2483.2192),(55 2442.6462),(56 2423.2083),(57 2431.8413),(58 2472.1787),(59 2477.1724),(60 2473.812),(61 2489.7703),(62 2495.0747),(63 2507.5076),(64 2518.4063),(65 2523.2988),(66 2484.1663),(67 2478.1199),(68 2499.907),(69 2480.05),(70 2512.5088),(71 2509.1086),(72 2533.5505),(73 2671.3162),(74 2758.4292),(75 2857.739),(76 2923.5806),(77 3019.1123),(78 3091.333),(79 3186.1099),
(1 908.4305),(2 1286.5247),(3 1505.4838),(4 1628.2933),(5 1695.0663),(6 1721.3578),(7 1787.7343),(8 1842.5697),(9 1895.0612),(10 1933.2489),(11 1983.338),(12 2014.1003),(13 2114.5164),(14 2151.7898),(15 2196.4678),(16 2230.2588),(17 2257.0662),(18 2312.216),(19 2338.0396),(20 2383.5984),(21 2408.93),(22 2446.1382),(23 2443.272),(24 2446.4998),(25 2490.1028),(26 2533.4417),(27 2605.4583),(28 2602.2139),(29 2641.8198),(30 2650.0417),(31 2664.608),(32 2678.0754),(33 2692.3564),(34 2685.3298),(35 2665.9958),(36 2643.7058),(37 2641.0002),(38 2635.905),(39 2651.075),(40 2632.3757),(41 2633.0012),(42 2626.5647),(43 2610.6663),(44 2605.2097),(45 2575.8516),(46 2576.4243),(47 2570.0515),(48 2535.7595),(49 2525.1807),(50 2506.7065),(51 2503.6917),(52 2491.9067),(53 2475.7344),(54 2467.2703),(55 2423.9988),(56 2391.9429),(57 2368.8687),(58 2387.1423),(59 2367.0413),(60 2376.3315),(61 2382.1528),(62 2348.3755),(63 2382.411),(64 2391.1792),(65 2381.6108),(66 2389.789),(67 2363.201),(68 2363.697),(69 2361.996),(70 2373.4788),(71 2371.6104),(72 2403.965),(73 2520.926),(74 2576.0955),(75 2671.547),(76 2732.7534),(77 2818.885),(78 2921.0933),(79 2991.6145),
(1 916.90204),(2 1294.4857),(3 1531.8632),(4 1631.5575),(5 1701.8856),(6 1754.8575),(7 1792.9088),(8 1875.8292),(9 1920.3218),(10 1991.0144),(11 2045.3009),(12 2079.5671),(13 2160.0188),(14 2192.5537),(15 2236.856),(16 2252.5022),(17 2296.4297),(18 2366.8845),(19 2370.075),(20 2403.8713),(21 2448.058),(22 2457.8816),(23 2487.1648),(24 2522.5789),(25 2573.8513),(26 2624.3804),(27 2667.1172),(28 2691.1238),(29 2681.037),(30 2710.5635),(31 2706.4211),(32 2705.2517),(33 2734.564),(34 2761.2612),(35 2772.26),(36 2755.3818),(37 2743.828),(38 2747.0999),(39 2724.0244),(40 2737.1833),(41 2728.4883),(42 2697.7266),(43 2688.8706),(44 2675.6353),(45 2649.5386),(46 2619.2695),(47 2620.1194),(48 2580.763),(49 2582.0186),(50 2591.3013),(51 2563.0771),(52 2569.2622),(53 2559.905),(54 2549.45),(55 2519.7937),(56 2473.015),(57 2452.7998),(58 2460.0593),(59 2445.5461),(60 2426.4177),(61 2419.1582),(62 2416.1553),(63 2411.5413),(64 2434.2913),(65 2434.305),(66 2454.3818),(67 2440.1394),(68 2434.897),(69 2437.9553),(70 2465.8198),(71 2497.563),(72 2502.715),(73 2639.8867),(74 2714.1104),(75 2786.2874),(76 2814.778),(77 2920.2798),(78 2978.0747),(79 3060.8748),
(1 905.9559),(2 1283.4116),(3 1501.6123),(4 1590.6649),(5 1642.8625),(6 1712.952),(7 1748.7783),(8 1818.1433),(9 1869.4783),(10 1925.8824),(11 1975.9144),(12 2009.4207),(13 2083.9045),(14 2122.7124),(15 2166.8665),(16 2220.316),(17 2248.571),(18 2294.897),(19 2316.9265),(20 2373.5437),(21 2420.4666),(22 2448.7676),(23 2471.8738),(24 2506.4666),(25 2540.358),(26 2594.2686),(27 2634.7834),(28 2663.6335),(29 2660.9258),(30 2693.709),(31 2684.2832),(32 2700.354),(33 2717.844),(34 2757.7888),(35 2759.9119),(36 2757.1863),(37 2742.714),(38 2727.8818),(39 2721.8022),(40 2710.37),(41 2711.788),(42 2674.337),(43 2680.8225),(44 2663.8955),(45 2607.1182),(46 2595.5315),(47 2571.137),(48 2548.0742),(49 2567.084),(50 2561.3865),(51 2554.8066),(52 2512.4214),(53 2493.5112),(54 2485.0283),(55 2441.062),(56 2434.9849),(57 2414.5388),(58 2459.2983),(59 2459.6125),(60 2455.8457),(61 2445.2336),(62 2449.1438),(63 2457.406),(64 2434.7642),(65 2434.791),(66 2438.0876),(67 2445.5012),(68 2435.0264),(69 2437.619),(70 2473.2878),(71 2477.8484),(72 2501.3196),(73 2663.5884),(74 2720.5833),(75 2809.651),(76 2893.3135),(77 3020.2349),(78 3085.6),(79 3165.8982),
(1 892.55817),(2 1249.004),(3 1470.3992),(4 1560.5708),(5 1590.7358),(6 1674.488),(7 1716.4103),(8 1789.2413),(9 1826.7455),(10 1913.3208),(11 1970.6165),(12 2002.458),(13 2068.5757),(14 2101.7156),(15 2149.3147),(16 2197.9763),(17 2222.2808),(18 2262.0408),(19 2279.138),(20 2329.7646),(21 2347.9358),(22 2386.958),(23 2421.8555),(24 2459.4614),(25 2483.4417),(26 2524.0945),(27 2559.3032),(28 2574.653),(29 2594.3572),(30 2621.0527),(31 2631.0586),(32 2653.7905),(33 2685.813),(34 2700.9128),(35 2698.1892),(36 2692.1392),(37 2664.2305),(38 2648.1855),(39 2647.4202),(40 2643.663),(41 2630.7917),(42 2594.0623),(43 2596.419),(44 2582.557),(45 2543.0654),(46 2544.693),(47 2504.2305),(48 2492.9324),(49 2465.1763),(50 2456.925),(51 2441.526),(52 2430.7864),(53 2420.4827),(54 2424.2966),(55 2410.2366),(56 2426.0896),(57 2398.1863),(58 2444.0925),(59 2457.5427),(60 2456.3872),(61 2443.853),(62 2462.5723),(63 2493.4763),(64 2485.708),(65 2505.5366),(66 2486.7292),(67 2515.4553),(68 2510.293),(69 2524.558),(70 2536.4502),(71 2562.9045),(72 2552.0352),(73 2662.3003),(74 2732.1396),(75 2830.0325),(76 2916.3528),(77 3043.562),(78 3130.7498),(79 3205.191),
(1 867.41614),(2 1207.3317),(3 1425.1287),(4 1510.4314),(5 1596.2178),(6 1665.119),(7 1718.1738),(8 1752.8201),(9 1811.8856),(10 1885.8014),(11 1956.5834),(12 2016.2054),(13 2096.4417),(14 2107.0693),(15 2156.371),(16 2208.032),(17 2241.249),(18 2296.8093),(19 2315.5588),(20 2364.8577),(21 2396.525),(22 2425.599),(23 2472.7927),(24 2485.9187),(25 2520.0818),(26 2558.874),(27 2590.3699),(28 2612.2893),(29 2622.1628),(30 2664.0127),(31 2677.6587),(32 2701.3113),(33 2716.3833),(34 2735.6426),(35 2745.327),(36 2735.8254),(37 2697.6113),(38 2680.4968),(39 2671.0642),(40 2655.598),(41 2631.6577),(42 2603.7188),(43 2615.0505),(44 2572.901),(45 2550.3586),(46 2519.3994),(47 2485.7798),(48 2439.9377),(49 2432.3386),(50 2390.5469),(51 2390.1108),(52 2355.9517),(53 2340.5322),(54 2335.3499),(55 2319.2168),(56 2299.7856),(57 2291.8062),(58 2334.7964),(59 2356.8472),(60 2350.5642),(61 2363.07),(62 2346.1958),(63 2369.7283),(64 2361.6816),(65 2355.6953),(66 2368.7913),(67 2371.9585),(68 2382.9756),(69 2404.5833),(70 2450.4412),(71 2453.0984),(72 2489.3186),(73 2588.1526),(74 2661.8223),(75 2748.1924),(76 2840.8726),(77 2956.9766),(78 3040.7925),(79 3100.5232),
(1 855.51227),(2 1169.3484),(3 1363.2238),(4 1464.2014),(5 1525.8313),(6 1587.183),(7 1641.4014),(8 1672.3843),(9 1750.7234),(10 1795.64),(11 1846.1666),(12 1876.174),(13 1973.0645),(14 1986.7827),(15 2061.086),(16 2108.3435),(17 2142.0378),(18 2164.5173),(19 2203.8086),(20 2269.1519),(21 2299.432),(22 2322.1477),(23 2357.8074),(24 2352.5789),(25 2384.0808),(26 2446.2483),(27 2473.8977),(28 2497.576),(29 2513.5833),(30 2518.2952),(31 2533.9792),(32 2539.3225),(33 2566.9204),(34 2555.6287),(35 2550.2178),(36 2539.5488),(37 2506.0251),(38 2479.8455),(39 2477.274),(40 2462.669),(41 2450.0522),(42 2434.2146),(43 2419.726),(44 2399.0469),(45 2363.0044),(46 2336.447),(47 2306.9465),(48 2276.786),(49 2271.763),(50 2269.4097),(51 2268.9207),(52 2236.3528),(53 2227.5789),(54 2229.8723),(55 2220.2878),(56 2235.346),(57 2224.075),(58 2257.1467),(59 2252.546),(60 2237.1318),(61 2258.6716),(62 2255.994),(63 2284.4807),(64 2267.3113),(65 2306.458),(66 2323.3694),(67 2315.0896),(68 2326.0723),(69 2313.13),(70 2326.2158),(71 2321.1235),(72 2351.383),(73 2461.7083),(74 2520.9546),(75 2611.43),(76 2692.659),(77 2781.5203),(78 2859.655),(79 2940.2925),
(1 839.42084),(2 1171.7965),(3 1391.371),(4 1489.8743),(5 1559.0314),(6 1590.5864),(7 1658.6432),(8 1689.0002),(9 1740.7867),(10 1791.1653),(11 1824.3953),(12 1878.9336),(13 1954.1593),(14 1995.604),(15 2049.5164),(16 2078.2576),(17 2107.843),(18 2126.2183),(19 2155.3384),(20 2193.8992),(21 2224.777),(22 2266.56),(23 2275.8364),(24 2268.7983),(25 2302.2405),(26 2316.0498),(27 2371.5327),(28 2396.9272),(29 2417.0896),(30 2447.4888),(31 2447.496),(32 2466.0337),(33 2470.103),(34 2474.1238),(35 2498.0693),(36 2481.112),(37 2461.6707),(38 2427.9045),(39 2419.0767),(40 2403.6943),(41 2415.0151),(42 2396.8503),(43 2385.8857),(44 2369.5415),(45 2362.3647),(46 2339.255),(47 2329.6394),(48 2284.0637),(49 2270.914),(50 2262.4758),(51 2248.0442),(52 2233.7788),(53 2254.313),(54 2242.7246),(55 2223.8398),(56 2225.6477),(57 2226.5732),(58 2240.4934),(59 2240.494),(60 2238.7043),(61 2250.7278),(62 2264.5479),(63 2267.6023),(64 2272.8276),(65 2308.4685),(66 2324.3706),(67 2312.2559),(68 2323.0063),(69 2323.2544),(70 2337.6636),(71 2341.9019),(72 2355.3296),(73 2455.3564),(74 2475.2722),(75 2558.5085),(76 2606.2146),(77 2692.297),(78 2765.291),(79 2831.961),
(1 818.5605),(2 1134.723),(3 1344.5704),(4 1437.9875),(5 1511.5349),(6 1551.867),(7 1600.0498),(8 1632.8746),(9 1690.4967),(10 1731.6956),(11 1774.6571),(12 1823.3901),(13 1903.2621),(14 1942.4838),(15 1956.9259),(16 1967.7445),(17 2013.1224),(18 2053.2922),(19 2094.3772),(20 2111.9888),(21 2146.3594),(22 2158.2805),(23 2176.6729),(24 2188.6812),(25 2209.279),(26 2225.107),(27 2267.925),(28 2275.3523),(29 2295.6829),(30 2322.4797),(31 2319.0789),(32 2324.153),(33 2351.964),(34 2375.511),(35 2384.7612),(36 2390.7239),(37 2360.5525),(38 2356.8599),(39 2330.776),(40 2301.0864),(41 2290.381),(42 2270.7737),(43 2265.8298),(44 2261.593),(45 2260.5903),(46 2244.657),(47 2205.4995),(48 2185.5156),(49 2195.983),(50 2184.0012),(51 2180.3677),(52 2164.8865),(53 2176.4116),(54 2169.1118),(55 2152.1877),(56 2130.6519),(57 2116.519),(58 2149.6946),(59 2121.7002),(60 2147.0183),(61 2151.6824),(62 2158.375),(63 2162.654),(64 2151.3203),(65 2176.6555),(66 2180.6804),(67 2194.0703),(68 2192.6802),(69 2184.1238),(70 2199.4048),(71 2200.5017),(72 2214.1863),(73 2290.8853),(74 2310.241),(75 2403.9),(76 2405.1316),(77 2477.8633),(78 2539.5645),(79 2627.0576),
(1 830.8973),(2 1149.61),(3 1358.5286),(4 1450.4808),(5 1527.9545),(6 1567.3096),(7 1624.6394),(8 1674.3333),(9 1722.11),(10 1760.6206),(11 1806.3661),(12 1829.6118),(13 1884.9905),(14 1904.4999),(15 1933.6707),(16 1965.5077),(17 1997.3536),(18 2035.491),(19 2056.6248),(20 2075.6577),(21 2114.7456),(22 2163.298),(23 2170.3926),(24 2175.7056),(25 2186.8435),(26 2223.473),(27 2258.1448),(28 2279.0244),(29 2305.3254),(30 2326.3687),(31 2335.555),(32 2344.7114),(33 2372.5745),(34 2378.2048),(35 2408.356),(36 2421.4753),(37 2413.0706),(38 2412.803),(39 2393.884),(40 2376.248),(41 2360.2563),(42 2342.3713),(43 2358.2866),(44 2350.1504),(45 2355.0925),(46 2321.9873),(47 2305.086),(48 2275.592),(49 2277.3174),(50 2264.829),(51 2252.3975),(52 2244.521),(53 2253.4539),(54 2217.587),(55 2199.4321),(56 2172.8997),(57 2158.7478),(58 2167.7463),(59 2153.8171),(60 2141.4495),(61 2155.6187),(62 2170.0579),(63 2177.2043),(64 2148.8088),(65 2168.028),(66 2154.2153),(67 2167.9844),(68 2160.9783),(69 2156.6074),(70 2160.252),(71 2181.0994),(72 2192.3472),(73 2287.3652),(74 2333.4827),(75 2396.0737),(76 2450.8862),(77 2521.1436),(78 2569.3987),(79 2643.6758),
(1 796.6859),(2 1107.3225),(3 1308.0809),(4 1411.4237),(5 1479.8375),(6 1529.4279),(7 1585.0834),(8 1616.6262),(9 1685.7211),(10 1718.5253),(11 1757.608),(12 1778.3563),(13 1826.1072),(14 1830.0515),(15 1879.9386),(16 1911.0641),(17 1924.9647),(18 1951.9048),(19 1969.782),(20 2004.7802),(21 2051.2175),(22 2091.206),(23 2099.7253),(24 2095.7754),(25 2122.1924),(26 2132.4946),(27 2186.6326),(28 2204.4424),(29 2216.333),(30 2252.3047),(31 2250.8787),(32 2263.4177),(33 2278.3047),(34 2292.1003),(35 2323.0752),(36 2322.706),(37 2305.202),(38 2279.9026),(39 2252.6907),(40 2252.5132),(41 2243.3),(42 2252.7556),(43 2247.4663),(44 2230.3557),(45 2207.3306),(46 2191.9343),(47 2170.6558),(48 2147.1643),(49 2160.0127),(50 2159.0854),(51 2140.388),(52 2116.0405),(53 2111.2002),(54 2081.4963),(55 2062.958),(56 2049.4832),(57 2029.2421),(58 2058.3684),(59 2061.1072),(60 2045.6627),(61 2049.8105),(62 2043.9637),(63 2063.6052),(64 2075.9636),(65 2087.2214),(66 2074.5645),(67 2060.6648),(68 2060.6697),(69 2048.8342),(70 2068.9536),(71 2081.512),(72 2083.9465),(73 2174.9097),(74 2216.7092),(75 2268.5522),(76 2326.7012),(77 2372.2256),(78 2435.4502),(79 2499.436),
(1 782.5076),(2 1083.866),(3 1293.682),(4 1386.294),(5 1447.6394),(6 1494.8485),(7 1534.3297),(8 1578.963),(9 1619.7756),(10 1677.273),(11 1704.5818),(12 1744.7476),(13 1805.9644),(14 1836.957),(15 1898.3528),(16 1921.1909),(17 1923.6904),(18 1946.1461),(19 1958.6272),(20 2006.8776),(21 2061.5476),(22 2087.8809),(23 2113.5798),(24 2106.7073),(25 2117.0632),(26 2130.4329),(27 2160.713),(28 2204.5552),(29 2212.013),(30 2233.6895),(31 2232.3533),(32 2224.525),(33 2248.8486),(34 2269.9614),(35 2284.068),(36 2295.0593),(37 2301.2334),(38 2275.7446),(39 2251.5818),(40 2232.0872),(41 2219.6309),(42 2206.0232),(43 2238.4578),(44 2232.7021),(45 2216.1155),(46 2220.2153),(47 2190.261),(48 2154.2693),(49 2145.2305),(50 2137.4783),(51 2123.0532),(52 2111.5095),(53 2080.1287),(54 2049.3093),(55 2039.5664),(56 2035.0133),(57 2020.4373),(58 2037.7125),(59 2009.96),(60 2002.0385),(61 2007.7666),(62 2009.9521),(63 2035.2854),(64 2051.15),(65 2072.8901),(66 2073.9316),(67 2063.1416),(68 2055.1191),(69 2051.6042),(70 2063.034),(71 2076.0208),(72 2084.7717),(73 2195.008),(74 2252.8113),(75 2324.5828),(76 2377.5051),(77 2457.2488),(78 2487.371),(79 2555.3784),
(1 791.4534),(2 1098.0873),(3 1308.6168),(4 1387.675),(5 1443.2648),(6 1479.2668),(7 1519.8489),(8 1583.4401),(9 1627.0931),(10 1699.3965),(11 1733.598),(12 1786.4042),(13 1861.9911),(14 1890.0227),(15 1946.061),(16 1972.0454),(17 1990.7932),(18 2013.1165),(19 2019.8115),(20 2061.8416),(21 2106.9143),(22 2147.1992),(23 2170.5095),(24 2163.4993),(25 2192.7253),(26 2214.1035),(27 2231.1624),(28 2287.8506),(29 2297.8633),(30 2314.111),(31 2323.7761),(32 2318.6243),(33 2334.2813),(34 2366.676),(35 2400.018),(36 2401.092),(37 2385.9458),(38 2375.6196),(39 2359.47),(40 2329.588),(41 2318.2583),(42 2299.7246),(43 2307.5984),(44 2314.955),(45 2283.2754),(46 2274.9456),(47 2247.0796),(48 2208.7705),(49 2178.7207),(50 2160.3682),(51 2145.0613),(52 2123.893),(53 2107.8792),(54 2085.0745),(55 2064.4978),(56 2056.1697),(57 2020.3716),(58 2038.4005),(59 2041.8381),(60 2033.963),(61 2035.9347),(62 2035.1208),(63 2046.8855),(64 2052.4722),(65 2061.9292),(66 2084.0112),(67 2104.0647),(68 2103.7441),(69 2102.1025),(70 2117.2915),(71 2124.7234),(72 2164.6057),(73 2274.8296),(74 2346.2407),(75 2415.364),(76 2473.1638),(77 2546.8584),(78 2614.575),(79 2673.1855),
