1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 162475.4),(2 219829.94),(3 204572.17),(4 459425.22),(5 647864.6),(6 740332.3),(7 1067885.5),(8 1342385.8),(9 1484606.5),(10 1882944.9),(11 2242201.5),(12 2464931.3),(13 2924699.8),(14 3360446.3),(15 3628804),(16 4125993.3),(17 4593215.5),(18 4853580),(19 5318245.5),(20 5754967.5),(21 5989396),(22 6428824),(23 6817549.5),(24 7036633.5),(25 7456931.5),(26 7846291.5),(27 8071112.5),(28 8586497),(29 9044455),(30 9328568),(31 9840908),(32 10282773),(33 10502262),(34 10982015),(35 11388491),(36 11583853),(37 11977357),(38 12363640),(39 12504488),(40 12901672),(41 13286977),(42 13429413),(43 13870021),(44 14316552),(45 14515421),(46 14949461),(47 15436869),(48 15710947),(49 16221421),(50 16692383),(51 16902688),(52 17333858),(53 17790670),(54 18020256),(55 18452952),(56 18916404),(57 19160934),(58 19735606),(59 20371642),(60 20780860),(61 21487446),(62 22212278),(63 22710082),(64 23492272),(65 24307514),(66 24863566),(67 25691920),(68 26542662),(69 27195190),(70 28078426),(71 28977432),(72 29676624),(73 30730582),(74 31748566),(75 32625326),(76 33795036),(77 34974636),(78 35979256),(79 37247932),
(1 438.16586),(2 612.66724),(3 694.2921),(4 741.02795),(5 783.56885),(6 818.4777),(7 850.6355),(8 896.4125),(9 926.0234),(10 972.606),(11 994.93604),(12 1037.6683),(13 1059.1906),(14 1096.082),(15 1129.0103),(16 1125.3452),(17 1126.4471),(18 1105.326),(19 1082.6625),(20 1072.1531),(21 1062.6003),(22 1045.4624),(23 1048.8145),(24 1037.7592),(25 1037.8636),(26 1033.6578),(27 1026.6243),(28 1018.78156),(29 1016.69965),(30 1010.2746),(31 1004.8824),(32 997.99963),(33 1009.9763),(34 1019.5477),(35 1020.97723),(36 1026.963),(37 1026.1047),(38 1034.9581),(39 1039.7972),(40 1039.6362),(41 1042.5668),(42 1040.2335),(43 1045.8378),(44 1050.8496),(45 1053.5967),(46 1059.3622),(47 1065.9427),(48 1062.7206),(49 1071.9526),(50 1074.5656),(51 1075.3668),(52 1075.3212),(53 1066.2495),(54 1057.87),(55 1062.3666),(56 1064.1869),(57 1070.5597),(58 1051.4077),(59 1051.9272),(60 1063.4388),(61 1074.2588),(62 1081.9402),(63 1093.405),(64 1095.2549),(65 1101.251),(66 1117.051),(67 1122.2278),(68 1122.4982),(69 1143.1333),(70 1146.4207),(71 1155.4247),(72 1163.034),(73 1159.726),(74 1156.7543),(75 1150.2189),(76 1150.828),(77 1135.7145),(78 1112.7175),(79 1100.9116),
(1 428.84753),(2 588.07043),(3 668.6467),(4 721.3398),(5 768.86017),(6 798.3897),(7 825.71747),(8 865.2687),(9 897.0758),(10 949.5537),(11 960.39905),(12 1001.3753),(13 1022.952),(14 1055.7538),(15 1092.3157),(16 1097.596),(17 1092.467),(18 1080.519),(19 1070.1653),(20 1052.5392),(21 1031.9967),(22 1028.2837),(23 1015.296),(24 1012.0165),(25 1018.8491),(26 1014.1653),(27 997.4296),(28 976.30457),(29 972.5925),(30 967.7274),(31 964.6051),(32 968.16016),(33 972.25903),(34 995.5209),(35 1006.16754),(36 1008.1148),(37 1021.73254),(38 1027.9977),(39 1038.027),(40 1033.635),(41 1035.983),(42 1037.7029),(43 1051.3062),(44 1051.8386),(45 1058.2003),(46 1063.1257),(47 1054.4338),(48 1051.47),(49 1067.7354),(50 1064.7002),(51 1060.105),(52 1061.8478),(53 1061.4438),(54 1066.0498),(55 1059.4288),(56 1055.4988),(57 1049.19),(58 1059.0796),(59 1063.5239),(60 1060.7404),(61 1071.2318),(62 1079.6642),(63 1107.9752),(64 1106.2532),(65 1107.9063),(66 1115.6729),(67 1123.9683),(68 1136.3518),(69 1154.9684),(70 1162.0052),(71 1169.2017),(72 1170.5328),(73 1174.3097),(74 1156.2759),(75 1156.4675),(76 1151.4254),(77 1132.7456),(78 1117.9006),(79 1106.893),
(1 419.9189),(2 583.1242),(3 667.0908),(4 709.3922),(5 744.88654),(6 789.6164),(7 812.32465),(8 852.149),(9 874.02747),(10 916.4716),(11 932.2282),(12 962.92804),(13 986.1609),(14 1028.1063),(15 1066.404),(16 1071.3506),(17 1065.2258),(18 1050.2969),(19 1022.86884),(20 1017.7076),(21 1007.8549),(22 1002.6174),(23 979.6059),(24 981.8053),(25 991.51117),(26 980.94867),(27 961.0894),(28 948.4293),(29 939.774),(30 944.73724),(31 939.4914),(32 932.5735),(33 954.4681),(34 963.24426),(35 956.8521),(36 963.8046),(37 976.21796),(38 981.4694),(39 987.81445),(40 980.2621),(41 971.4139),(42 977.7647),(43 974.1777),(44 973.005),(45 964.9492),(46 977.7843),(47 980.9245),(48 978.90875),(49 995.34674),(50 993.6949),(51 1000.84515),(52 1003.5353),(53 998.33136),(54 995.0979),(55 983.41626),(56 996.8312),(57 999.826),(58 1002.201),(59 1004.92126),(60 1018.7977),(61 1027.1903),(62 1034.1501),(63 1046.4851),(64 1048.092),(65 1053.9835),(66 1062.7382),(67 1074.5358),(68 1078.924),(69 1097.1064),(70 1089.4089),(71 1079.426),(72 1085.4684),(73 1078.8785),(74 1075.3013),(75 1072.9802),(76 1078.6885),(77 1058.3246),(78 1036.2909),(79 1024.9991),
(1 403.87305),(2 562.5848),(3 635.40405),(4 670.67267),(5 705.0741),(6 741.7445),(7 762.83167),(8 795.5204),(9 822.1091),(10 869.84296),(11 888.42944),(12 906.3348),(13 935.60834),(14 956.202),(15 991.7555),(16 991.16693),(17 981.27826),(18 967.51483),(19 947.0681),(20 936.40564),(21 928.1055),(22 929.6358),(23 920.64386),(24 918.23267),(25 921.6258),(26 923.37317),(27 920.9564),(28 903.04333),(29 902.4185),(30 898.6505),(31 904.8336),(32 898.4618),(33 924.4553),(34 926.14044),(35 929.6065),(36 930.54376),(37 933.095),(38 937.1954),(39 939.1706),(40 934.85254),(41 931.6215),(42 929.74036),(43 925.2626),(44 925.2351),(45 926.40063),(46 925.9619),(47 925.4647),(48 925.8999),(49 921.57306),(50 922.3469),(51 930.39215),(52 924.79865),(53 914.1146),(54 910.9667),(55 903.5031),(56 908.14685),(57 914.0793),(58 918.1856),(59 916.70715),(60 921.00757),(61 933.0282),(62 940.65265),(63 945.33167),(64 947.7699),(65 957.537),(66 961.7261),(67 975.3135),(68 976.9702),(69 995.101),(70 995.4457),(71 1000.59265),(72 995.87366),(73 1003.3048),(74 1003.6703),(75 1006.35223),(76 1008.96893),(77 993.5151),(78 977.0452),(79 953.5075),
(1 403.53934),(2 565.168),(3 634.49115),(4 688.107),(5 723.1919),(6 757.04755),(7 773.7262),(8 811.629),(9 842.1203),(10 873.2671),(11 886.8439),(12 916.1157),(13 952.38586),(14 986.59204),(15 1023.97986),(16 1031.0167),(17 1029.1752),(18 1006.3052),(19 992.2468),(20 983.4299),(21 967.9207),(22 958.65985),(23 951.2735),(24 961.98047),(25 958.01337),(26 960.7029),(27 957.44525),(28 948.6185),(29 929.58276),(30 922.88446),(31 919.7209),(32 916.575),(33 937.80225),(34 937.47186),(35 945.23145),(36 942.79645),(37 950.8069),(38 941.8876),(39 946.9712),(40 942.4136),(41 940.92755),(42 937.29694),(43 928.4526),(44 922.531),(45 916.4688),(46 923.1038),(47 924.18976),(48 924.54926),(49 925.9466),(50 918.80096),(51 931.6799),(52 919.5972),(53 919.8576),(54 915.0588),(55 919.0376),(56 923.14856),(57 924.65796),(58 928.1923),(59 930.8596),(60 946.39954),(61 943.6282),(62 949.74396),(63 956.0201),(64 965.7847),(65 974.44507),(66 997.1295),(67 1015.8881),(68 1019.8639),(69 1023.74084),(70 1034.5626),(71 1040.7594),(72 1046.0414),(73 1051.5736),(74 1042.9685),(75 1043.9697),(76 1034.8772),(77 1019.0009),(78 1001.2977),(79 995.6178),
(1 399.3857),(2 559.6038),(3 635.9148),(4 685.24927),(5 715.08594),(6 749.71686),(7 763.65283),(8 799.98785),(9 827.6691),(10 860.9355),(11 877.07544),(12 907.88153),(13 940.681),(14 973.1114),(15 992.0154),(16 993.0215),(17 988.43445),(18 964.98883),(19 956.85474),(20 949.6429),(21 941.8913),(22 943.03436),(23 941.8619),(24 937.9699),(25 931.28784),(26 927.8889),(27 916.61523),(28 913.6532),(29 898.08765),(30 892.5727),(31 885.4079),(32 891.22375),(33 901.79126),(34 901.54144),(35 911.39484),(36 907.77814),(37 902.00134),(38 901.8534),(39 908.80206),(40 904.5855),(41 902.1969),(42 901.4514),(43 897.1518),(44 894.1742),(45 888.81244),(46 890.3123),(47 902.04736),(48 907.77203),(49 903.9883),(50 904.5439),(51 912.71606),(52 902.90753),(53 898.1891),(54 889.63794),(55 900.7407),(56 902.60156),(57 907.82825),(58 916.35706),(59 914.3987),(60 923.26483),(61 928.90564),(62 937.82764),(63 952.0766),(64 964.2202),(65 976.67523),(66 980.9748),(67 985.1131),(68 989.83417),(69 997.59625),(70 1001.3526),(71 998.7196),(72 991.76886),(73 991.84674),(74 982.3311),(75 983.48694),(76 969.2911),(77 968.4827),(78 948.44495),(79 938.6242),
(1 394.1043),(2 545.8099),(3 620.62976),(4 676.1214),(5 709.81995),(6 748.7881),(7 782.1127),(8 820.6154),(9 853.28705),(10 880.8061),(11 897.79675),(12 931.3741),(13 960.4316),(14 988.725),(15 1001.70197),(16 997.2796),(17 1002.0553),(18 996.27673),(19 990.3991),(20 973.61273),(21 975.5039),(22 975.2308),(23 954.882),(24 963.7804),(25 957.57837),(26 953.2848),(27 954.2736),(28 945.7419),(29 923.9517),(30 914.199),(31 914.3163),(32 913.63196),(33 916.69977),(34 927.3218),(35 929.7885),(36 931.4551),(37 931.3873),(38 938.9972),(39 937.9269),(40 935.47876),(41 935.2931),(42 929.9468),(43 922.5889),(44 917.6822),(45 912.8355),(46 914.20905),(47 916.75684),(48 916.569),(49 907.3954),(50 914.46643),(51 921.0402),(52 913.373),(53 918.86743),(54 913.3352),(55 910.72174),(56 909.04254),(57 912.00946),(58 927.16345),(59 921.4814),(60 927.5325),(61 939.3248),(62 953.00696),(63 972.74475),(64 982.9317),(65 998.6399),(66 1000.45905),(67 1011.1373),(68 1013.00165),(69 1022.0061),(70 1019.746),(71 1024.1678),(72 1023.0003),(73 1017.8048),(74 1012.9325),(75 1013.229),(76 1000.23865),(77 1001.4828),(78 985.7722),(79 966.52606),
(1 388.71414),(2 545.10535),(3 621.7498),(4 673.77905),(5 701.9978),(6 737.171),(7 760.6807),(8 795.1727),(9 823.9932),(10 857.3387),(11 880.1835),(12 911.1728),(13 946.2364),(14 969.08185),(15 993.27673),(16 1000.08057),(17 1008.8257),(18 995.99603),(19 981.19867),(20 971.48975),(21 955.2933),(22 952.4706),(23 944.1401),(24 945.65497),(25 941.4628),(26 934.726),(27 941.34033),(28 925.3611),(29 908.9692),(30 903.76355),(31 901.48706),(32 897.4267),(33 905.32526),(34 915.991),(35 917.5571),(36 930.4186),(37 930.21643),(38 925.9725),(39 927.38617),(40 936.4924),(41 938.3763),(42 945.04974),(43 939.1159),(44 936.28455),(45 924.11664),(46 919.57996),(47 920.2947),(48 921.65485),(49 940.0446),(50 942.9154),(51 939.49695),(52 937.30646),(53 936.24786),(54 932.943),(55 931.1221),(56 933.3086),(57 939.47986),(58 944.75854),(59 947.61536),(60 943.69824),(61 950.4916),(62 960.35443),(63 968.2759),(64 973.652),(65 978.9779),(66 990.0566),(67 1004.3547),(68 1013.3038),(69 1023.3469),(70 1012.7696),(71 1015.56213),(72 1016.33777),(73 1010.4587),(74 1021.687),(75 1017.1029),(76 1000.48663),(77 988.5478),(78 984.5852),(79 970.94257),
(1 371.08908),(2 516.5256),(3 588.55255),(4 646.0103),(5 671.06744),(6 712.15686),(7 728.7447),(8 764.9691),(9 797.06586),(10 828.98755),(11 853.03705),(12 882.90234),(13 909.4661),(14 936.0362),(15 959.67145),(16 960.60345),(17 968.0526),(18 957.2),(19 938.14667),(20 929.46075),(21 924.8843),(22 917.1906),(23 913.68243),(24 913.3121),(25 911.3799),(26 894.9372),(27 892.24426),(28 882.68274),(29 877.9487),(30 869.7148),(31 853.73413),(32 856.2935),(33 859.00714),(34 877.223),(35 889.02795),(36 888.0896),(37 877.2384),(38 875.5601),(39 871.256),(40 876.7499),(41 878.0069),(42 883.8592),(43 881.4177),(44 886.35956),(45 886.9534),(46 881.7597),(47 882.44696),(48 892.04584),(49 895.9776),(50 895.17596),(51 896.80804),(52 902.35345),(53 894.64594),(54 895.1181),(55 900.7389),(56 906.9335),(57 916.2855),(58 916.46674),(59 919.65247),(60 921.6872),(61 931.2749),(62 942.12134),(63 943.8858),(64 949.37634),(65 951.0176),(66 959.9071),(67 976.3265),(68 975.24005),(69 989.1592),(70 991.6031),(71 997.5063),(72 999.92975),(73 997.9717),(74 1001.88086),(75 1006.0211),(76 993.3544),(77 987.314),(78 983.0961),(79 972.3015),
(1 376.33786),(2 526.4915),(3 589.9695),(4 644.4142),(5 681.4504),(6 721.92236),(7 751.0203),(8 794.20074),(9 832.93884),(10 876.9664),(11 899.6603),(12 937.9391),(13 972.29346),(14 1000.02325),(15 1031.1122),(16 1036.0868),(17 1038.7487),(18 1031.6334),(19 1004.8823),(20 1001.2258),(21 987.1411),(22 977.1924),(23 980.075),(24 970.6447),(25 970.51917),(26 962.2736),(27 958.03955),(28 936.14734),(29 930.2279),(30 907.2842),(31 898.01843),(32 903.23615),(33 910.27545),(34 910.7189),(35 922.37866),(36 928.0451),(37 933.77783),(38 920.435),(39 915.79724),(40 909.99713),(41 903.6541),(42 903.92786),(43 906.10504),(44 909.44934),(45 911.48175),(46 908.33594),(47 911.95514),(48 919.7134),(49 928.2488),(50 927.4756),(51 918.46423),(52 930.3889),(53 924.42004),(54 927.01526),(55 920.79156),(56 935.69385),(57 943.0533),(58 950.7262),(59 953.0409),(60 953.4747),(61 961.75684),(62 978.004),(63 996.1496),(64 1003.06586),(65 1010.7807),(66 1028.5332),(67 1040.5559),(68 1049.1031),(69 1057.9186),(70 1070.4061),(71 1077.613),(72 1083.9205),(73 1082.4872),(74 1085.1444),(75 1076.51),(76 1061.166),(77 1053.7738),(78 1037.1709),(79 1024.1637),
(1 363.43875),(2 503.2255),(3 575.47314),(4 619.0453),(5 657.332),(6 701.2691),(7 723.5886),(8 763.8699),(9 788.90814),(10 825.27856),(11 843.3671),(12 875.06476),(13 905.4486),(14 933.3653),(15 955.7318),(16 965.8698),(17 967.9101),(18 961.2298),(19 944.22253),(20 925.96344),(21 912.31287),(22 904.1861),(23 902.3392),(24 891.19476),(25 886.99634),(26 887.84973),(27 874.5538),(28 863.48804),(29 863.30774),(30 858.50073),(31 851.0426),(32 852.5243),(33 851.47046),(34 852.8521),(35 862.90326),(36 868.11896),(37 867.9587),(38 874.2634),(39 870.54425),(40 868.1472),(41 866.612),(42 874.5764),(43 882.9882),(44 878.2077),(45 878.7941),(46 879.5386),(47 882.5345),(48 874.2065),(49 881.60297),(50 883.7654),(51 890.01135),(52 893.70306),(53 897.6881),(54 893.1014),(55 898.34485),(56 905.8968),(57 906.2556),(58 916.05084),(59 920.6133),(60 924.0892),(61 927.9529),(62 933.72864),(63 956.1001),(64 957.22296),(65 958.1724),(66 971.3572),(67 983.08386),(68 994.7948),(69 1002.0754),(70 1001.37976),(71 1014.9008),(72 1019.6712),(73 1023.1613),(74 1017.10504),(75 1020.01575),(76 1004.53564),(77 1000.19806),(78 999.31354),(79 997.72217),
(1 357.25568),(2 502.6921),(3 579.8741),(4 627.0536),(5 665.0892),(6 692.35724),(7 704.768),(8 737.00555),(9 765.2529),(10 801.5575),(11 816.40063),(12 850.30664),(13 879.03864),(14 906.67883),(15 926.84424),(16 928.68646),(17 934.7759),(18 932.2028),(19 918.2661),(20 904.3632),(21 900.8817),(22 898.54364),(23 900.4565),(24 890.2306),(25 883.6317),(26 881.397),(27 875.5721),(28 865.06836),(29 852.1084),(30 851.47876),(31 834.7936),(32 830.46814),(33 823.24866),(34 828.74255),(35 843.3175),(36 847.808),(37 843.3243),(38 836.9805),(39 832.8202),(40 821.94244),(41 832.4933),(42 828.7552),(43 840.976),(44 842.9078),(45 837.4126),(46 839.51337),(47 847.5443),(48 840.086),(49 844.67584),(50 847.85376),(51 853.2041),(52 855.76013),(53 855.2217),(54 846.70496),(55 861.928),(56 867.14215),(57 878.4542),(58 890.5571),(59 892.4238),(60 898.5776),(61 907.61804),(62 919.9366),(63 929.5885),(64 933.96265),(65 934.50366),(66 938.6789),(67 948.2802),(68 961.71124),(69 967.3949),(70 974.9971),(71 972.1558),(72 973.1472),(73 970.1143),(74 967.9716),(75 966.71643),(76 948.051),(77 941.14355),(78 938.10724),(79 933.60974),
(1 353.1137),(2 497.8543),(3 565.00745),(4 612.08594),(5 641.8534),(6 684.3409),(7 704.5134),(8 736.8211),(9 767.3274),(10 800.0249),(11 816.43506),(12 836.116),(13 861.5175),(14 886.72363),(15 900.35504),(16 906.8331),(17 914.7967),(18 907.28296),(19 892.7002),(20 878.391),(21 866.0021),(22 856.38116),(23 870.10046),(24 865.6192),(25 854.9354),(26 858.2015),(27 856.1848),(28 839.9158),(29 831.06366),(30 824.96686),(31 817.6047),(32 808.46625),(33 811.57904),(34 805.95544),(35 816.3699),(36 823.5573),(37 828.5217),(38 821.54443),(39 823.40784),(40 820.9525),(41 810.4651),(42 809.48645),(43 811.3721),(44 813.0188),(45 814.4527),(46 817.80743),(47 815.0113),(48 808.4442),(49 812.25305),(50 823.3484),(51 826.6826),(52 823.0074),(53 823.57025),(54 820.5153),(55 832.49396),(56 835.4643),(57 839.16864),(58 841.2587),(59 845.1487),(60 854.98126),(61 865.9457),(62 875.9863),(63 877.38403),(64 878.5327),(65 886.1048),(66 898.5311),(67 901.1426),(68 910.24023),(69 918.5051),(70 916.37646),(71 917.0497),(72 912.8297),(73 912.41034),(74 900.1546),(75 889.7158),(76 883.71014),(77 875.09705),(78 866.1167),(79 862.408),
(1 344.3344),(2 479.55737),(3 540.7966),(4 590.1346),(5 629.1372),(6 664.5287),(7 696.4297),(8 730.81354),(9 761.03656),(10 789.7647),(11 806.9402),(12 834.59283),(13 864.8632),(14 885.9303),(15 903.31604),(16 902.22894),(17 906.6554),(18 901.21906),(19 880.3606),(20 864.7389),(21 851.58734),(22 838.2913),(23 837.9412),(24 848.6315),(25 840.1042),(26 849.5201),(27 839.70593),(28 831.9614),(29 832.18396),(30 825.57874),(31 819.8666),(32 816.80756),(33 821.0838),(34 826.7951),(35 833.5164),(36 844.07477),(37 837.3272),(38 834.5022),(39 830.8238),(40 829.7487),(41 825.8052),(42 829.4223),(43 838.858),(44 842.1064),(45 840.5942),(46 828.96484),(47 824.3),(48 821.2563),(49 816.4268),(50 820.533),(51 820.4454),(52 813.90466),(53 812.78015),(54 809.95074),(55 823.9566),(56 830.10693),(57 826.7865),(58 837.47675),(59 843.1196),(60 847.78064),(61 853.4808),(62 877.572),(63 895.9453),(64 894.2036),(65 900.4792),(66 910.87604),(67 926.93024),(68 928.16626),(69 937.3039),(70 944.04144),(71 943.72437),(72 940.3119),(73 940.60504),(74 930.15045),(75 925.77203),(76 918.9925),(77 913.44196),(78 898.78564),(79 890.0167),
(1 341.05927),(2 475.977),(3 545.2536),(4 589.10876),(5 620.3887),(6 658.8337),(7 683.2293),(8 710.2085),(9 742.951),(10 763.04236),(11 774.8836),(12 801.98035),(13 838.7651),(14 851.4963),(15 867.78766),(16 861.4908),(17 872.8263),(18 866.59937),(19 850.3108),(20 834.3608),(21 819.7688),(22 805.7421),(23 812.069),(24 814.98065),(25 805.42377),(26 811.2471),(27 799.22076),(28 801.4016),(29 801.1365),(30 797.0511),(31 795.84424),(32 790.82733),(33 790.3094),(34 802.4779),(35 811.7253),(36 820.9893),(37 812.5001),(38 804.35583),(39 805.8336),(40 808.85333),(41 807.53955),(42 805.7566),(43 806.7973),(44 806.2529),(45 812.0128),(46 804.893),(47 802.8188),(48 797.8953),(49 793.9608),(50 791.9671),(51 791.9793),(52 787.0968),(53 779.27515),(54 774.0287),(55 772.6545),(56 778.9691),(57 778.5562),(58 789.87427),(59 787.1449),(60 792.07806),(61 796.03217),(62 809.4295),(63 822.8747),(64 825.4228),(65 831.9424),(66 843.8892),(67 851.23804),(68 857.34155),(69 863.5198),(70 866.56165),(71 871.2676),(72 879.018),(73 868.7696),(74 857.89905),(75 861.19977),(76 854.53534),(77 838.3709),(78 829.4124),(79 820.6046),
(1 327.6521),(2 460.1),(3 532.50104),(4 572.405),(5 608.35767),(6 638.354),(7 654.49713),(8 673.33435),(9 691.9793),(10 710.09796),(11 724.222),(12 747.3499),(13 769.4302),(14 782.15784),(15 799.2977),(16 796.7621),(17 794.3763),(18 789.5868),(19 779.6279),(20 771.5497),(21 759.5603),(22 754.2641),(23 756.4399),(24 760.21155),(25 757.275),(26 760.49963),(27 753.77954),(28 750.20044),(29 748.62177),(30 751.66174),(31 750.516),(32 745.124),(33 746.09875),(34 748.43463),(35 765.29065),(36 769.766),(37 768.874),(38 763.8488),(39 763.7789),(40 756.7365),(41 759.59985),(42 757.43964),(43 761.3578),(44 780.32184),(45 782.5625),(46 773.074),(47 770.03217),(48 764.674),(49 770.21594),(50 759.25446),(51 760.14386),(52 761.0853),(53 758.06903),(54 763.5764),(55 761.53595),(56 774.0821),(57 777.6643),(58 780.69354),(59 787.66986),(60 786.8416),(61 797.2759),(62 811.3601),(63 827.64355),(64 826.77234),(65 835.1192),(66 833.47485),(67 835.87085),(68 837.2669),(69 840.85724),(70 841.7776),(71 847.7649),(72 848.9061),(73 850.9831),(74 841.76605),(75 843.0541),(76 832.57526),(77 830.19366),(78 820.67487),(79 812.9203),
(1 330.49506),(2 455.83145),(3 527.3499),(4 566.30896),(5 605.4373),(6 643.18005),(7 662.709),(8 685.9245),(9 712.3837),(10 732.2781),(11 747.27325),(12 772.72485),(13 794.3947),(14 810.1846),(15 827.52423),(16 828.5107),(17 824.5173),(18 822.5556),(19 810.2678),(20 802.2766),(21 789.9519),(22 781.4144),(23 781.0733),(24 781.3127),(25 779.36774),(26 779.4015),(27 769.5909),(28 763.45514),(29 766.81866),(30 767.0323),(31 767.94165),(32 762.16626),(33 772.5831),(34 771.3896),(35 784.55585),(36 789.72534),(37 787.8709),(38 778.74426),(39 780.5403),(40 774.7626),(41 775.24725),(42 780.0918),(43 784.51917),(44 789.9648),(45 785.78864),(46 785.7382),(47 782.33044),(48 780.16064),(49 779.2951),(50 773.9544),(51 771.6532),(52 774.99304),(53 770.5806),(54 771.7152),(55 779.7992),(56 786.92505),(57 791.7928),(58 805.3642),(59 802.1116),(60 811.7616),(61 817.5447),(62 822.4169),(63 841.1014),(64 841.08905),(65 849.42676),(66 854.56665),(67 861.4676),(68 868.4792),(69 877.34155),(70 874.7939),(71 875.12646),(72 879.4131),(73 874.1172),(74 869.2709),(75 870.49335),(76 854.35016),(77 856.63446),(78 856.44037),(79 856.1818),
