1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 98056.914),(2 323530.03),(3 610292.3),(4 854123.7),(5 1002939.2),(6 1070057.9),(7 1134065.5),(8 1186649.1),(9 1220423.4),(10 1249954.4),(11 1283589.5),(12 1315481.3),(13 1352231.1),(14 1379774),(15 1414648.6),(16 1438849.4),(17 1474313.4),(18 1506143.4),(19 1551018.5),(20 1603260.6),(21 1650251),(22 1666631.4),(23 1689059.9),(24 1718068.6),(25 1753065.6),(26 1799937),(27 1849451),(28 1886246.4),(29 1925324.6),(30 1955866.5),(31 1987278),(32 2006006.6),(33 2022189.5),(34 2031945),(35 2056109.4),(36 2074607.5),(37 2079557.9),(38 2069828),(39 2078795.6),(40 2087610.4),(41 2111053.3),(42 2120401),(43 2117172.5),(44 2110780.8),(45 2082666.4),(46 2060897.1),(47 2055558.5),(48 2059112.5),(49 2049713.6),(50 2011317.6),(51 1979815.6),(52 1952579.6),(53 1943070.6),(54 1954302.4),(55 1967828.6),(56 1998167),(57 2013881.4),(58 2012931.4),(59 1997388.6),(60 1968945.4),(61 1940936),(62 1911295.1),(63 1899197.4),(64 1884789.4),(65 1874194.4),(66 1846166.9),(67 1825708.6),(68 1818082.6),(69 1842196.4),(70 1884610.5),(71 1917628.1),(72 1956754.1),(73 2002031.5),(74 2038720.4),(75 2070034.5),(76 2083335.5),(77 2094060),(78 2083134.6),(79 2080429.4),
(1 25.487679),(2 31.928635),(3 34.78412),(4 36.666077),(5 37.948544),(6 39.109367),(7 40.12444),(8 41.026512),(9 41.410732),(10 41.83755),(11 42.350914),(12 42.62049),(13 43.143494),(14 43.315926),(15 43.259796),(16 43.412693),(17 43.363644),(18 43.359097),(19 43.8479),(20 43.896168),(21 44.042027),(22 43.774296),(23 43.57857),(24 43.493195),(25 43.47944),(26 43.79909),(27 43.86635),(28 44.034298),(29 43.919342),(30 43.9599),(31 43.941605),(32 44.12724),(33 44.05848),(34 43.908382),(35 44.15155),(36 44.354427),(37 44.639618),(38 44.733738),(39 44.3732),(40 44.353886),(41 44.941128),(42 44.933334),(43 44.99737),(44 45.312843),(45 44.815933),(46 44.627087),(47 44.94169),(48 44.959698),(49 45.233143),(50 45.433907),(51 45.52115),(52 45.382267),(53 45.672707),(54 45.560883),(55 45.320694),(56 45.372757),(57 45.24784),(58 45.16171),(59 45.30444),(60 45.18956),(61 45.636677),(62 45.68194),(63 45.37448),(64 45.369957),(65 45.241806),(66 45.812855),(67 45.608265),(68 45.496025),(69 45.387814),(70 45.455166),(71 45.290085),(72 45.25836),(73 45.277466),(74 45.254047),(75 44.86232),(76 45.036198),(77 44.750427),(78 45.162865),(79 45.13597),
(1 25.785866),(2 31.917294),(3 35.1303),(4 37.534515),(5 38.961502),(6 40.54041),(7 41.073414),(8 41.965717),(9 42.55122),(10 43.15152),(11 43.716766),(12 44.004726),(13 44.30472),(14 44.35423),(15 44.29288),(16 44.888874),(17 44.78671),(18 44.619225),(19 44.75836),(20 44.4785),(21 44.380554),(22 44.604626),(23 44.64687),(24 44.516422),(25 45.222755),(26 44.874218),(27 44.880386),(28 44.80977),(29 44.798435),(30 44.40654),(31 44.548355),(32 44.895596),(33 44.91268),(34 45.066902),(35 45.31592),(36 44.92269),(37 45.72696),(38 45.867714),(39 45.76104),(40 45.760418),(41 45.634937),(42 46.000977),(43 45.99528),(44 46.174946),(45 45.913277),(46 45.83964),(47 45.99603),(48 45.93602),(49 45.98988),(50 45.81185),(51 45.983967),(52 46.25993),(53 46.57316),(54 45.824276),(55 46.325424),(56 46.046337),(57 45.97935),(58 45.75272),(59 45.64834),(60 45.71876),(61 45.653133),(62 45.589527),(63 45.980335),(64 46.029663),(65 46.02281),(66 45.834328),(67 46.119614),(68 46.189926),(69 45.897606),(70 45.943527),(71 45.7053),(72 45.652435),(73 46.094772),(74 46.23819),(75 46.333973),(76 46.57556),(77 46.400116),(78 46.409554),(79 46.285248),
(1 25.718006),(2 31.409866),(3 34.662796),(4 37.162098),(5 38.41051),(6 39.281105),(7 40.29477),(8 41.036297),(9 41.46455),(10 42.179134),(11 42.263115),(12 42.533424),(13 43.1132),(14 43.323067),(15 43.126324),(16 43.8007),(17 43.79877),(18 43.909004),(19 43.790195),(20 43.910236),(21 43.7747),(22 43.62005),(23 43.466568),(24 43.492813),(25 43.7525),(26 43.590042),(27 43.167583),(28 43.375088),(29 43.65407),(30 43.690327),(31 43.651054),(32 43.812424),(33 43.16975),(34 43.4008),(35 43.759293),(36 43.921967),(37 44.10878),(38 44.15141),(39 44.42842),(40 44.52755),(41 44.59957),(42 44.76901),(43 45.21414),(44 45.511368),(45 44.850105),(46 44.916378),(47 45.00134),(48 44.814327),(49 44.763824),(50 44.70208),(51 44.9772),(52 45.01915),(53 45.292683),(54 44.893272),(55 44.533558),(56 44.621002),(57 44.713806),(58 44.633404),(59 44.734417),(60 44.76045),(61 44.326893),(62 44.726944),(63 44.69739),(64 44.734325),(65 44.50615),(66 44.405468),(67 44.580647),(68 44.761417),(69 44.86875),(70 44.908615),(71 45.28222),(72 44.939842),(73 45.284477),(74 45.52625),(75 45.16943),(76 45.349026),(77 44.57303),(78 44.837616),(79 44.75472),
(1 26.205147),(2 32.324154),(3 35.459774),(4 37.46344),(5 38.487267),(6 39.89271),(7 41.229595),(8 41.99615),(9 42.469086),(10 42.991615),(11 43.428604),(12 43.262955),(13 43.925148),(14 44.12719),(15 44.47147),(16 44.393948),(17 44.35623),(18 44.70111),(19 44.38707),(20 44.665115),(21 44.57447),(22 44.46644),(23 44.4401),(24 44.268547),(25 44.88337),(26 44.86404),(27 45.5657),(28 45.850903),(29 45.362434),(30 45.064728),(31 44.805317),(32 44.74363),(33 45.082184),(34 45.715282),(35 45.33163),(36 45.093224),(37 45.64465),(38 45.533726),(39 45.619415),(40 45.951614),(41 45.467785),(42 45.6147),(43 45.60485),(44 45.440437),(45 45.806416),(46 45.633728),(47 46.059887),(48 45.756935),(49 46.00833),(50 46.015163),(51 46.233875),(52 46.531544),(53 45.98042),(54 45.85966),(55 45.391033),(56 45.671787),(57 45.220886),(58 45.30452),(59 45.47018),(60 45.343903),(61 45.13746),(62 45.455082),(63 45.544506),(64 45.760365),(65 45.65962),(66 45.76952),(67 45.85299),(68 45.66979),(69 46.08298),(70 45.5359),(71 45.33524),(72 45.140713),(73 45.06882),(74 45.283337),(75 45.234642),(76 45.58166),(77 45.06331),(78 45.44839),(79 45.18345),
(1 25.830128),(2 31.767635),(3 34.953857),(4 37.00447),(5 38.17599),(6 39.45897),(7 40.222584),(8 41.15825),(9 41.779503),(10 42.29572),(11 42.674744),(12 43.16205),(13 44.04631),(14 44.06299),(15 44.054485),(16 43.957497),(17 44.12164),(18 44.398537),(19 44.006016),(20 44.033855),(21 44.179245),(22 44.055542),(23 43.908905),(24 44.13502),(25 44.6591),(26 44.463387),(27 43.92092),(28 44.048386),(29 44.445076),(30 44.511444),(31 44.46024),(32 44.550365),(33 44.364567),(34 44.601784),(35 44.538063),(36 44.626663),(37 44.838036),(38 44.85436),(39 44.78919),(40 44.67442),(41 44.548973),(42 44.34992),(43 44.57628),(44 44.4185),(45 44.879555),(46 44.80894),(47 44.780594),(48 44.82207),(49 44.767914),(50 44.84852),(51 44.621277),(52 44.882015),(53 44.61926),(54 44.555576),(55 44.64216),(56 44.570858),(57 44.97588),(58 44.94814),(59 45.456234),(60 44.87196),(61 44.87923),(62 44.84756),(63 44.71077),(64 44.78617),(65 44.550137),(66 44.452965),(67 44.17222),(68 44.504467),(69 44.05861),(70 43.91987),(71 44.283123),(72 43.962143),(73 44.17258),(74 44.25062),(75 44.477043),(76 44.494995),(77 44.185173),(78 44.56195),(79 44.338932),
(1 25.48226),(2 31.689394),(3 35.002056),(4 37.160866),(5 38.824276),(6 39.50959),(7 40.634113),(8 41.34772),(9 42.015877),(10 42.696934),(11 42.677055),(12 42.933464),(13 43.10917),(14 43.414303),(15 43.221817),(16 43.473557),(17 43.348293),(18 43.29719),(19 43.21766),(20 43.44076),(21 43.12718),(22 43.189884),(23 43.75165),(24 43.35845),(25 43.749847),(26 43.842052),(27 43.74561),(28 43.867573),(29 43.707047),(30 43.932064),(31 43.700607),(32 43.68845),(33 43.81729),(34 43.602592),(35 43.977028),(36 44.056316),(37 44.110382),(38 44.39908),(39 43.923695),(40 44.155903),(41 44.462093),(42 44.160915),(43 44.39711),(44 44.00774),(45 44.22297),(46 44.676212),(47 44.582684),(48 44.555702),(49 44.857124),(50 45.13848),(51 44.82822),(52 45.04267),(53 45.204983),(54 45.23825),(55 45.257355),(56 45.17243),(57 45.503086),(58 45.531273),(59 45.108932),(60 44.78364),(61 44.36041),(62 44.2709),(63 44.47099),(64 44.281784),(65 44.290768),(66 44.62852),(67 44.258007),(68 44.359264),(69 44.417362),(70 44.42369),(71 44.81556),(72 44.55486),(73 44.411694),(74 44.393864),(75 44.344135),(76 44.311653),(77 44.075195),(78 44.368244),(79 43.98604),
(1 25.430721),(2 31.411678),(3 34.520992),(4 36.601456),(5 37.77059),(6 39.258507),(7 39.974785),(8 40.81952),(9 41.460976),(10 42.158314),(11 41.79706),(12 42.793133),(13 43.24564),(14 43.504196),(15 43.640045),(16 43.768024),(17 43.573524),(18 43.788673),(19 43.680466),(20 44.15442),(21 43.939896),(22 44.05681),(23 44.22625),(24 44.539585),(25 44.83709),(26 44.55944),(27 44.58289),(28 44.80477),(29 44.46954),(30 44.784607),(31 44.729877),(32 44.46126),(33 44.0413),(34 43.629333),(35 44.007843),(36 44.042725),(37 44.54768),(38 44.859455),(39 44.449806),(40 44.747677),(41 44.56259),(42 44.480198),(43 44.532413),(44 44.551273),(45 44.30076),(46 44.477325),(47 44.485447),(48 44.252945),(49 43.84411),(50 44.29556),(51 44.14634),(52 44.27171),(53 44.343292),(54 44.405167),(55 44.87194),(56 44.941216),(57 44.996605),(58 45.145836),(59 44.72509),(60 44.329357),(61 44.476753),(62 44.547703),(63 44.930706),(64 44.809128),(65 44.635864),(66 45.13732),(67 44.93432),(68 44.74613),(69 44.58602),(70 44.415497),(71 44.71628),(72 44.437054),(73 45.06489),(74 44.612244),(75 44.98401),(76 45.299442),(77 45.07579),(78 45.645042),(79 45.595787),
(1 24.786867),(2 30.9127),(3 34.34923),(4 35.794823),(5 36.922398),(6 38.30038),(7 39.38696),(8 40.597736),(9 40.868294),(10 41.55749),(11 41.89491),(12 42.132374),(13 42.458942),(14 42.8757),(15 42.3749),(16 42.670364),(17 42.704712),(18 42.356064),(19 42.674267),(20 42.306168),(21 43.12359),(22 43.22758),(23 43.265415),(24 43.345516),(25 44.072247),(26 44.137486),(27 43.619102),(28 43.617805),(29 43.501312),(30 43.72678),(31 43.41057),(32 43.512608),(33 43.35869),(34 43.387547),(35 43.640106),(36 44.047943),(37 44.29571),(38 44.56128),(39 44.190475),(40 44.466595),(41 44.57573),(42 44.46516),(43 44.9412),(44 44.765224),(45 44.36142),(46 44.317757),(47 43.967785),(48 44.102978),(49 43.98889),(50 44.000725),(51 44.013218),(52 44.065804),(53 44.218056),(54 43.97737),(55 44.162918),(56 43.851875),(57 44.264584),(58 44.172443),(59 44.27702),(60 44.27837),(61 44.43163),(62 44.519985),(63 44.73805),(64 44.804234),(65 44.371773),(66 44.417652),(67 44.24747),(68 44.462837),(69 44.244812),(70 44.216656),(71 44.17443),(72 43.94738),(73 44.122494),(74 44.369537),(75 44.631863),(76 44.75167),(77 44.77836),(78 44.41493),(79 44.57433),
(1 25.244791),(2 31.51668),(3 34.9998),(4 36.78518),(5 38.073837),(6 39.08425),(7 39.976166),(8 40.87199),(9 41.643864),(10 42.04479),(11 42.622738),(12 42.884583),(13 43.363235),(14 43.620117),(15 42.889412),(16 43.085293),(17 43.19259),(18 43.30487),(19 43.515663),(20 43.354374),(21 43.346542),(22 43.73534),(23 43.852913),(24 44.057606),(25 44.29469),(26 44.220337),(27 44.17415),(28 44.217583),(29 44.49445),(30 44.688496),(31 44.113747),(32 44.658436),(33 44.180027),(34 44.131096),(35 44.110466),(36 44.532124),(37 44.420986),(38 44.888542),(39 44.168964),(40 44.0816),(41 44.383926),(42 44.272587),(43 44.703495),(44 44.58024),(45 44.23906),(46 44.264282),(47 44.55614),(48 44.48561),(49 44.57038),(50 44.735664),(51 44.585007),(52 44.713783),(53 44.773506),(54 44.81318),(55 44.96351),(56 44.675266),(57 44.65116),(58 44.920082),(59 44.760258),(60 44.791893),(61 45.036663),(62 44.86139),(63 44.886875),(64 44.74884),(65 44.8685),(66 45.25669),(67 45.541405),(68 45.897144),(69 45.384373),(70 45.071495),(71 45.098602),(72 45.405132),(73 45.3769),(74 45.220573),(75 45.49728),(76 45.277256),(77 45.29339),(78 44.87987),(79 45.292835),
(1 25.501509),(2 30.834017),(3 34.559887),(4 36.761913),(5 38.080868),(6 39.528122),(7 40.634083),(8 41.51579),(9 42.244015),(10 42.784653),(11 43.166855),(12 43.50558),(13 44.07209),(14 44.28012),(15 43.725407),(16 43.7402),(17 43.796227),(18 43.46103),(19 43.39593),(20 43.471466),(21 43.296135),(22 43.694862),(23 43.552467),(24 43.83843),(25 44.116028),(26 44.364895),(27 44.36057),(28 44.503395),(29 44.44555),(30 44.155384),(31 43.877052),(32 44.64061),(33 44.595337),(34 44.58076),(35 44.293835),(36 44.72852),(37 44.81667),(38 44.714867),(39 44.82793),(40 44.88259),(41 44.61344),(42 44.34095),(43 44.325886),(44 44.74826),(45 44.92005),(46 44.84951),(47 44.825386),(48 44.400223),(49 44.69175),(50 45.031467),(51 45.08066),(52 45.261337),(53 44.91513),(54 45.416393),(55 45.093884),(56 44.82644),(57 44.933548),(58 44.74232),(59 44.618324),(60 44.818424),(61 45.283863),(62 45.18566),(63 45.415703),(64 45.562622),(65 45.213875),(66 45.86092),(67 45.475945),(68 45.97774),(69 45.67371),(70 45.34426),(71 45.26273),(72 45.729774),(73 45.5724),(74 45.397804),(75 45.652813),(76 45.727806),(77 45.52312),(78 46.252274),(79 45.61032),
(1 25.220526),(2 30.97949),(3 34.841816),(4 37.186047),(5 38.47522),(6 39.53177),(7 40.32379),(8 41.190098),(9 41.721893),(10 42.45273),(11 42.75726),(12 43.35438),(13 43.79659),(14 43.76008),(15 43.51262),(16 43.692173),(17 43.554745),(18 43.530025),(19 43.452694),(20 43.863697),(21 43.46839),(22 43.893627),(23 43.830814),(24 43.6946),(25 43.824657),(26 44.014217),(27 43.84899),(28 43.98739),(29 43.966187),(30 44.2548),(31 44.283306),(32 44.09575),(33 44.7144),(34 44.60265),(35 44.170567),(36 44.469067),(37 44.382248),(38 44.566322),(39 44.532314),(40 44.82513),(41 44.844055),(42 44.78717),(43 44.56668),(44 44.084347),(45 44.102547),(46 43.834476),(47 43.69277),(48 44.098583),(49 44.055992),(50 43.977657),(51 43.717262),(52 43.90015),(53 43.886963),(54 44.16633),(55 43.799866),(56 43.740196),(57 43.683258),(58 43.428745),(59 43.660213),(60 43.67286),(61 43.49946),(62 43.767284),(63 44.00581),(64 44.16904),(65 43.816998),(66 44.154305),(67 44.161198),(68 44.482372),(69 44.2703),(70 44.063377),(71 44.23272),(72 44.200695),(73 44.078423),(74 43.94228),(75 43.688564),(76 43.684265),(77 43.740955),(78 43.943695),(79 44.03957),
(1 24.7172),(2 30.649803),(3 34.450848),(4 36.301285),(5 37.421516),(6 38.56776),(7 39.498997),(8 40.321056),(9 40.932632),(10 41.362553),(11 41.59945),(12 41.903736),(13 42.374973),(14 42.05553),(15 42.103462),(16 42.25065),(17 42.601814),(18 42.55671),(19 42.621628),(20 42.698597),(21 42.465103),(22 42.48319),(23 42.393402),(24 42.819847),(25 43.06487),(26 43.005066),(27 42.96402),(28 43.033665),(29 42.94035),(30 43.02282),(31 42.895443),(32 43.1224),(33 43.13336),(34 43.081665),(35 43.217815),(36 43.053967),(37 43.473995),(38 43.77304),(39 43.73),(40 43.814384),(41 43.337227),(42 42.79359),(43 42.95991),(44 42.862206),(45 43.08614),(46 43.121532),(47 43.21938),(48 43.04008),(49 42.991875),(50 43.385715),(51 43.788223),(52 43.738815),(53 43.51584),(54 43.426838),(55 43.228344),(56 43.366165),(57 43.434307),(58 43.08427),(59 42.935226),(60 42.4844),(61 43.129364),(62 43.20183),(63 43.47608),(64 43.507816),(65 43.239513),(66 43.546455),(67 43.547565),(68 43.664368),(69 43.49565),(70 43.615047),(71 43.51999),(72 43.711246),(73 43.736446),(74 44.02854),(75 44.279564),(76 44.262886),(77 44.053276),(78 44.408676),(79 44.045513),
(1 24.689844),(2 30.791653),(3 34.14854),(4 36.093147),(5 37.113045),(6 37.98732),(7 38.7324),(8 39.701702),(9 40.331142),(10 40.932083),(11 41.176952),(12 41.609303),(13 41.72323),(14 41.965782),(15 42.405563),(16 43.009773),(17 42.834152),(18 42.677753),(19 42.51641),(20 42.749878),(21 42.597897),(22 42.91747),(23 42.882015),(24 42.78309),(25 43.15334),(26 43.195183),(27 43.8425),(28 44.057938),(29 43.892345),(30 43.74098),(31 43.5754),(32 43.540867),(33 43.777428),(34 43.905228),(35 44.10191),(36 44.042297),(37 44.266243),(38 44.125595),(39 44.02529),(40 43.94284),(41 43.684994),(42 43.715298),(43 43.524807),(44 43.855766),(45 44.414204),(46 44.08338),(47 43.964603),(48 43.713013),(49 44.016373),(50 44.166004),(51 43.906807),(52 44.270535),(53 44.064568),(54 43.77088),(55 44.01524),(56 44.013515),(57 43.954155),(58 43.679184),(59 43.95735),(60 43.826725),(61 43.88725),(62 43.74356),(63 43.523647),(64 43.92665),(65 43.647343),(66 43.734936),(67 43.311737),(68 43.36602),(69 43.626816),(70 43.377346),(71 43.593513),(72 43.90554),(73 43.62529),(74 44.00156),(75 43.79201),(76 43.82075),(77 43.638847),(78 44.163746),(79 44.03627),
(1 25.100521),(2 30.895412),(3 33.99685),(4 36.1549),(5 37.208656),(6 38.252308),(7 39.465855),(8 40.52194),(9 40.867558),(10 41.731316),(11 41.81646),(12 42.43399),(13 42.47035),(14 42.40505),(15 42.922695),(16 43.023502),(17 42.747803),(18 42.538002),(19 42.54484),(20 43.072567),(21 42.742405),(22 42.91062),(23 42.530094),(24 42.5948),(25 42.756676),(26 42.902626),(27 42.78852),(28 42.74742),(29 43.120533),(30 43.021202),(31 42.72813),(32 42.75081),(33 42.90361),(34 43.09402),(35 43.204853),(36 43.480854),(37 43.651356),(38 44.322235),(39 44.521667),(40 44.5317),(41 44.42444),(42 43.906467),(43 43.839638),(44 44.2198),(45 44.25991),(46 44.390762),(47 45.055977),(48 44.410427),(49 44.528385),(50 44.25081),(51 44.079975),(52 44.026802),(53 43.85882),(54 43.940376),(55 43.691135),(56 43.600952),(57 43.7277),(58 43.548573),(59 43.677982),(60 43.88455),(61 43.831425),(62 43.6163),(63 43.553207),(64 43.77739),(65 43.667202),(66 43.69932),(67 43.214417),(68 42.923393),(69 43.13198),(70 43.4304),(71 43.543816),(72 43.694214),(73 44.121006),(74 44.547028),(75 44.533695),(76 44.862892),(77 44.381367),(78 44.792583),(79 44.422005),
(1 25.111647),(2 30.946188),(3 34.547222),(4 36.737427),(5 37.73039),(6 38.81804),(7 40.112602),(8 41.057777),(9 41.08851),(10 41.63137),(11 41.754795),(12 42.01204),(13 42.469765),(14 42.56784),(15 42.944847),(16 43.15753),(17 43.11767),(18 43.185623),(19 43.096134),(20 43.42837),(21 43.496025),(22 43.40508),(23 43.248936),(24 43.15761),(25 43.608963),(26 43.831043),(27 43.76956),(28 43.83572),(29 43.50491),(30 44.19167),(31 43.422054),(32 43.60671),(33 43.4223),(34 43.673077),(35 43.918236),(36 43.4708),(37 43.453636),(38 43.415768),(39 43.31708),(40 43.629295),(41 43.82808),(42 43.472305),(43 43.325527),(44 43.600388),(45 43.526535),(46 43.41848),(47 43.630764),(48 43.12518),(49 43.423046),(50 43.563988),(51 43.2728),(52 43.206417),(53 43.539288),(54 43.19317),(55 43.165806),(56 42.89102),(57 43.02587),(58 43.26498),(59 43.043816),(60 42.944263),(61 43.27623),(62 43.546917),(63 43.821938),(64 44.004482),(65 43.900528),(66 43.84361),(67 43.535755),(68 43.58231),(69 43.636032),(70 43.58332),(71 43.861767),(72 43.521347),(73 43.92068),(74 43.99135),(75 44.225693),(76 44.60501),(77 44.446583),(78 44.782837),(79 44.397736),
(1 24.752153),(2 30.912924),(3 33.84494),(4 35.949593),(5 37.57337),(6 38.419872),(7 39.349133),(8 40.3142),(9 41.274467),(10 41.850327),(11 42.231598),(12 42.47668),(13 42.14915),(14 42.099503),(15 41.86498),(16 41.93432),(17 42.50589),(18 42.182014),(19 42.239113),(20 42.08141),(21 41.896336),(22 41.922882),(23 42.39352),(24 42.606304),(25 42.68662),(26 42.5411),(27 42.19038),(28 42.154995),(29 42.171528),(30 42.445213),(31 42.295628),(32 42.434086),(33 42.427795),(34 42.634544),(35 42.62544),(36 42.80071),(37 42.83062),(38 42.863224),(39 42.90675),(40 42.561092),(41 42.68413),(42 42.779648),(43 42.82352),(44 42.795414),(45 42.682125),(46 42.957657),(47 43.077446),(48 43.23958),(49 43.812786),(50 43.401733),(51 43.357773),(52 43.277756),(53 43.77982),(54 43.195362),(55 43.390575),(56 43.160427),(57 43.163914),(58 43.150387),(59 43.073586),(60 43.379677),(61 43.568474),(62 43.731518),(63 43.671875),(64 43.659664),(65 43.188698),(66 43.737118),(67 43.578075),(68 43.79528),(69 44.008446),(70 43.743164),(71 43.729755),(72 43.797173),(73 43.838295),(74 43.72536),(75 43.45783),(76 43.971172),(77 43.986916),(78 43.73781),(79 44.030468),
(1 24.6802),(2 30.359566),(3 33.429733),(4 35.611977),(5 37.153877),(6 37.85856),(7 38.930603),(8 39.663387),(9 40.302334),(10 40.956898),(11 41.549374),(12 42.16675),(13 42.103474),(14 42.710438),(15 42.10446),(16 42.5377),(17 42.38545),(18 42.79601),(19 42.315872),(20 42.676872),(21 42.51873),(22 42.518562),(23 42.85867),(24 42.660404),(25 42.98167),(26 42.65438),(27 42.791298),(28 42.981556),(29 42.742916),(30 43.38627),(31 42.86497),(32 42.988064),(33 42.971416),(34 42.805466),(35 42.90693),(36 43.187584),(37 43.16685),(38 43.097923),(39 42.93932),(40 42.909485),(41 42.972065),(42 43.192955),(43 42.601128),(44 42.78322),(45 42.43602),(46 42.058453),(47 42.40156),(48 42.30537),(49 42.6915),(50 42.35769),(51 42.233),(52 42.500122),(53 42.55906),(54 42.24335),(55 42.655815),(56 42.46918),(57 42.803448),(58 42.783653),(59 42.357372),(60 42.2569),(61 42.890205),(62 42.856537),(63 42.878864),(64 42.88833),(65 42.674625),(66 42.88516),(67 43.14829),(68 43.103912),(69 43.03832),(70 43.04887),(71 43.276485),(72 43.09752),(73 43.420563),(74 43.56443),(75 43.14143),(76 43.2349),(77 43.236336),(78 43.44432),(79 43.38996),
