1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 7576.91),(2 21768.705),(3 45630.387),(4 70960.73),(5 101285.48),(6 136511.03),(7 175540.95),(8 225951.8),(9 283540.72),(10 340751.16),(11 406329.5),(12 473646.75),(13 564699.3),(14 656580.44),(15 763811),(16 865850.56),(17 975373.8),(18 1082824),(19 1205350.1),(20 1322107.9),(21 1444901),(22 1558679.9),(23 1671198.5),(24 1774918.9),(25 1886094),(26 1995419.9),(27 2123185),(28 2246086.8),(29 2354830.8),(30 2455114.8),(31 2521281.8),(32 2576751),(33 2657502.3),(34 2730145.3),(35 2812722),(36 2890453.8),(37 2971611.3),(38 3042280.8),(39 3128059),(40 3197452.8),(41 3285604.8),(42 3362763),(43 3464036.8),(44 3580076.3),(45 3699278.8),(46 3825633.3),(47 3978969.3),(48 4150686.8),(49 4361102),(50 4546998),(51 4787552),(52 4995018.5),(53 5295973.5),(54 5562700.5),(55 5843246.5),(56 6115394.5),(57 6396952.5),(58 6689878),(59 6991916),(60 7298752),(61 7667769.5),(62 8066513.5),(63 8469143),(64 8839437),(65 9209713),(66 9549711),(67 9873103),(68 10157612),(69 10467191),(70 10796734),(71 11149065),(72 11486380),(73 11827972),(74 12150493),(75 12474912),(76 12736947),(77 12977875),(78 13210663),(79 13426781),
(1 1942.4866),(2 2796.792),(3 3154.1716),(4 3448.992),(5 3595.182),(6 3848.9812),(7 4070.953),(8 4291.1445),(9 4532.182),(10 4685.639),(11 4912.342),(12 5098.9507),(13 5340.145),(14 5513.0425),(15 5711.307),(16 5958.905),(17 6201.6787),(18 6390.7476),(19 6587.886),(20 6776.602),(21 7039.9146),(22 7253.281),(23 7392.331),(24 7601.5024),(25 7682.9272),(26 7887.2373),(27 7991.3237),(28 8054.682),(29 8141.6646),(30 8237.44),(31 8221.783),(32 8243.002),(33 8300.267),(34 8339.897),(35 8357.514),(36 8335.264),(37 8298.209),(38 8285.136),(39 8230.543),(40 8224.996),(41 8183.249),(42 8195.758),(43 8188.8774),(44 8208.878),(45 8185.0854),(46 8253.039),(47 8272.043),(48 8307.19),(49 8416.736),(50 8450.111),(51 8475.695),(52 8570.48),(53 8632.722),(54 8664.605),(55 8795.712),(56 8911.381),(57 8852.747),(58 8878.704),(59 8866.293),(60 8949.119),(61 8964.913),(62 9026.271),(63 9064.922),(64 9122.73),(65 9152.473),(66 9202.2295),(67 9212.212),(68 9156.938),(69 9132.316),(70 9164.627),(71 9182.171),(72 9157.837),(73 9206.458),(74 9183.73),(75 9186.607),(76 9204.117),(77 9191.141),(78 9201.62),(79 9211.673),
(1 1932.522),(2 2735.7124),(3 3081.3508),(4 3331.0652),(5 3494.688),(6 3754.6206),(7 3941.9124),(8 4132.3906),(9 4308.483),(10 4466.7773),(11 4739.574),(12 4885.4897),(13 5096.9897),(14 5317.4707),(15 5532.954),(16 5687.166),(17 5945.8955),(18 6166.99),(19 6328.323),(20 6473.5044),(21 6677.254),(22 6898.705),(23 7035.352),(24 7182.787),(25 7290.4),(26 7450.371),(27 7593.795),(28 7655.2188),(29 7773.86),(30 7810.312),(31 7861.741),(32 7866.2856),(33 7822.477),(34 7866.798),(35 7926.4043),(36 7925.9043),(37 7877.9688),(38 7907.7046),(39 7929.5703),(40 7975.9834),(41 7942.447),(42 7919.497),(43 7935.3955),(44 7882.265),(45 7888.088),(46 7945.538),(47 8029.069),(48 8040.444),(49 8113.182),(50 8158.833),(51 8201.094),(52 8223.604),(53 8283.757),(54 8438.489),(55 8566.994),(56 8711.554),(57 8740.691),(58 8761.497),(59 8872.011),(60 8864.46),(61 8904.303),(62 8966.855),(63 9005.114),(64 9074.498),(65 9071.41),(66 9126.233),(67 9151.278),(68 9129.476),(69 9142.753),(70 9210.359),(71 9213.798),(72 9233.208),(73 9255.222),(74 9253.991),(75 9248.1875),(76 9248.953),(77 9298.045),(78 9291.06),(79 9334.169),
(1 1890.173),(2 2633.3616),(3 3019.4785),(4 3295.2556),(5 3438.705),(6 3671.092),(7 3818.7612),(8 4014.0579),(9 4241.7656),(10 4399.521),(11 4603.675),(12 4742.703),(13 5012.5063),(14 5103.6636),(15 5319.865),(16 5558.556),(17 5728.5327),(18 5893.9985),(19 6057.689),(20 6268.683),(21 6475.4033),(22 6647.7617),(23 6767.4575),(24 6953.244),(25 7111.5527),(26 7229.501),(27 7375.1997),(28 7525.417),(29 7684.2227),(30 7757.8413),(31 7817.327),(32 7872.2573),(33 7937.7627),(34 7887.1997),(35 7955.1387),(36 7929.344),(37 7923.167),(38 7889.1885),(39 7880.3457),(40 7850.006),(41 7885.1816),(42 7869.5703),(43 7822.1333),(44 7835.407),(45 7854.7603),(46 7917.169),(47 7987.1343),(48 8012.0127),(49 7995.5195),(50 8001.8774),(51 8040.7427),(52 8083.6953),(53 8209.459),(54 8275.549),(55 8414.351),(56 8440.168),(57 8501.773),(58 8515.28),(59 8610.082),(60 8619.754),(61 8659.324),(62 8671.495),(63 8784.054),(64 8793.739),(65 8835.498),(66 8842.338),(67 8893.21),(68 8855.224),(69 8828.888),(70 8847.018),(71 8881.558),(72 8839.104),(73 8819.638),(74 8738.126),(75 8841.088),(76 8845.338),(77 8826.126),(78 8857.593),(79 8904.243),
(1 1836.8375),(2 2617.454),(3 3000.898),(4 3208.455),(5 3365.9639),(6 3594.0261),(7 3765.5562),(8 3930.7405),(9 4172.46),(10 4307.654),(11 4614.6797),(12 4799.3623),(13 5031.911),(14 5172.201),(15 5443.993),(16 5653.413),(17 5855.3193),(18 6042.854),(19 6233.2456),(20 6365.276),(21 6523.8413),(22 6679.0103),(23 6839.3784),(24 6936.5996),(25 7081.9087),(26 7172.893),(27 7257.984),(28 7421.237),(29 7519.081),(30 7484.4976),(31 7549.921),(32 7615.117),(33 7582.4736),(34 7655.4946),(35 7715.2993),(36 7679.922),(37 7652.795),(38 7683.162),(39 7728.811),(40 7777.591),(41 7811.526),(42 7881.782),(43 7879.4727),(44 7923.311),(45 7946.698),(46 8071.6416),(47 8156.5244),(48 8243.204),(49 8256.301),(50 8254.904),(51 8342.742),(52 8401.746),(53 8576.166),(54 8642.47),(55 8749.531),(56 8805.809),(57 8889.075),(58 8968.92),(59 9034.638),(60 9076.764),(61 9180.034),(62 9249.278),(63 9316.373),(64 9322.871),(65 9357.27),(66 9350.995),(67 9435.964),(68 9415.038),(69 9449.384),(70 9533.746),(71 9554.4375),(72 9643.745),(73 9614.041),(74 9592.634),(75 9627.288),(76 9605.337),(77 9664.638),(78 9658.899),(79 9658.239),
(1 1844.5139),(2 2588.4182),(3 2976.7163),(4 3161.0508),(5 3380.8103),(6 3596.8723),(7 3769.8757),(8 3947.418),(9 4215.0586),(10 4324.352),(11 4582.889),(12 4845.5806),(13 5041.864),(14 5211.48),(15 5484.8564),(16 5679.0996),(17 5865.5337),(18 6009.5684),(19 6239.2773),(20 6457.085),(21 6676.847),(22 6852.1704),(23 7068.047),(24 7172.094),(25 7304.517),(26 7376.4595),(27 7499.24),(28 7605.2476),(29 7740.821),(30 7713.0107),(31 7727.443),(32 7745.6025),(33 7697.036),(34 7732.2593),(35 7777.4653),(36 7797.1807),(37 7750.2095),(38 7781.8),(39 7825.715),(40 7837.6265),(41 7900.5957),(42 7916.3306),(43 7942.8765),(44 7965.5864),(45 7954.682),(46 8000.5415),(47 8046.9663),(48 8099.726),(49 8150.435),(50 8168.6084),(51 8241.12),(52 8302.942),(53 8364.965),(54 8495.778),(55 8557.156),(56 8612.907),(57 8705.751),(58 8766.291),(59 8824.86),(60 8928.903),(61 9020.22),(62 9078.519),(63 9160.762),(64 9239.018),(65 9259.778),(66 9289.227),(67 9366.377),(68 9357.774),(69 9355.243),(70 9440.034),(71 9508.288),(72 9559.269),(73 9519.665),(74 9522.122),(75 9603.087),(76 9594.166),(77 9597.814),(78 9619.828),(79 9683.058),
(1 1820.3663),(2 2573.686),(3 2953.1853),(4 3185.3823),(5 3324.2947),(6 3612.4067),(7 3780.5234),(8 3988.4124),(9 4164.06),(10 4333.5283),(11 4571.937),(12 4758.98),(13 4997.5313),(14 5229.4683),(15 5425.146),(16 5604.655),(17 5801.972),(18 5982.9375),(19 6216.7197),(20 6442.392),(21 6625.1094),(22 6807.612),(23 6950.814),(24 7003.388),(25 7138.156),(26 7287.7637),(27 7361.43),(28 7507.0737),(29 7607.201),(30 7661.374),(31 7677.3677),(32 7652.2793),(33 7681.5225),(34 7749.7407),(35 7803.3633),(36 7834.8574),(37 7821.5405),(38 7808.17),(39 7808.3096),(40 7860.415),(41 7907.8184),(42 7973.858),(43 7997.788),(44 8090.601),(45 8141.3003),(46 8204.211),(47 8280.939),(48 8339.873),(49 8337.533),(50 8372.079),(51 8518.104),(52 8558.519),(53 8641.619),(54 8770.21),(55 8846.809),(56 8979.904),(57 9076.719),(58 9153.047),(59 9178.63),(60 9263.138),(61 9317.21),(62 9404.185),(63 9523.794),(64 9479.21),(65 9534.014),(66 9541.5625),(67 9585.389),(68 9635.712),(69 9640.401),(70 9730.449),(71 9797.73),(72 9875.343),(73 9855.779),(74 9861.304),(75 9930.237),(76 9940.39),(77 9961.418),(78 9974.97),(79 9996.416),
(1 1784.9243),(2 2513.9495),(3 2899.4275),(4 3075.9568),(5 3277.512),(6 3515.6895),(7 3680.606),(8 3855.4834),(9 4119.013),(10 4201.352),(11 4449.345),(12 4618.449),(13 4896.3125),(14 5021.4185),(15 5315.213),(16 5503.454),(17 5698.2617),(18 5875.468),(19 6048.0957),(20 6255.594),(21 6479.574),(22 6618.465),(23 6714.8486),(24 6842.0835),(25 6989.8154),(26 7095.2),(27 7212.6655),(28 7267.4043),(29 7376.2075),(30 7403.6377),(31 7468.112),(32 7455.3438),(33 7465.845),(34 7435.9746),(35 7512.574),(36 7504.902),(37 7501.0747),(38 7483.987),(39 7506.4937),(40 7582.752),(41 7619.3774),(42 7686.612),(43 7679.439),(44 7758.771),(45 7892.9546),(46 7940.244),(47 7985.9033),(48 8095.448),(49 8174.992),(50 8207.826),(51 8284.419),(52 8349.575),(53 8426.49),(54 8547.377),(55 8521.68),(56 8642.386),(57 8695.314),(58 8769.646),(59 8885.27),(60 8919.95),(61 8948.202),(62 8995.477),(63 9070.27),(64 9072.452),(65 9123.678),(66 9111.363),(67 9164.768),(68 9167.658),(69 9200.469),(70 9187.28),(71 9232.203),(72 9212.114),(73 9227.232),(74 9216.866),(75 9217.658),(76 9245.553),(77 9316.27),(78 9332.482),(79 9387.392),
(1 1721.083),(2 2458.339),(3 2826.2668),(4 2990.0303),(5 3149.0527),(6 3351.6729),(7 3531.8804),(8 3725.217),(9 3896.769),(10 3989.4043),(11 4233.1533),(12 4403.4424),(13 4653.3164),(14 4737.64),(15 5007.446),(16 5212.342),(17 5375.3247),(18 5512.345),(19 5683.867),(20 5858.5645),(21 6074.4136),(22 6210.1616),(23 6345.321),(24 6460.919),(25 6546.3467),(26 6672.9688),(27 6752.944),(28 6847.845),(29 6913.018),(30 6994.2363),(31 7018.6533),(32 7070.31),(33 7124.7236),(34 7127.463),(35 7231.3423),(36 7226.719),(37 7271.216),(38 7225.081),(39 7286.231),(40 7348.344),(41 7414.0527),(42 7492.5063),(43 7542.448),(44 7615.9004),(45 7703.5664),(46 7780.8765),(47 7828.7188),(48 7883.7188),(49 7903.3975),(50 7991.6885),(51 8096.462),(52 8135.7705),(53 8213.626),(54 8312.568),(55 8370.001),(56 8473.1455),(57 8533.727),(58 8594.241),(59 8680.952),(60 8757.495),(61 8823.251),(62 8860.349),(63 8962.047),(64 8958.923),(65 8947.4795),(66 8945.333),(67 8935.736),(68 8916.21),(69 8978.824),(70 8972.353),(71 9038.304),(72 9078.553),(73 9094.088),(74 9130.309),(75 9178.471),(76 9246.488),(77 9230.976),(78 9273.168),(79 9268.953),
(1 1699.7094),(2 2382.0398),(3 2764.7134),(4 2946.685),(5 3111.059),(6 3320.45),(7 3484.2517),(8 3696.0896),(9 3827.1716),(10 3983.881),(11 4193.073),(12 4378.397),(13 4600.1016),(14 4683.3066),(15 4920.6826),(16 5087.0977),(17 5313.784),(18 5486.5474),(19 5653.615),(20 5903.0464),(21 6109.162),(22 6221.423),(23 6467.1406),(24 6578.69),(25 6731.8984),(26 6892.299),(27 6944.7534),(28 7010.179),(29 7099.163),(30 7146.205),(31 7177.1353),(32 7224.831),(33 7247.0103),(34 7283.018),(35 7380.718),(36 7373.687),(37 7405.3174),(38 7397.416),(39 7436.4126),(40 7504.1836),(41 7578.7485),(42 7600.2573),(43 7708.0195),(44 7824.3115),(45 7873.6626),(46 7913.3193),(47 7939.7373),(48 8005.2773),(49 8017.799),(50 8084.75),(51 8206.583),(52 8264.437),(53 8329.684),(54 8396.869),(55 8583.211),(56 8644.695),(57 8741.251),(58 8790.645),(59 8869.661),(60 8932.614),(61 8949.894),(62 9038.097),(63 9091.145),(64 9113.71),(65 9062.716),(66 9112.4375),(67 9125.6455),(68 9120.234),(69 9180.526),(70 9168.959),(71 9218.896),(72 9277.429),(73 9231.354),(74 9272.818),(75 9303.821),(76 9297.691),(77 9366.018),(78 9396.923),(79 9433.567),
(1 1659.037),(2 2333.6338),(3 2731.0469),(4 2901.059),(5 3030.356),(6 3235.38),(7 3378.7737),(8 3596.1506),(9 3783.55),(10 3935.3457),(11 4182.192),(12 4306.157),(13 4454.468),(14 4619.5723),(15 4829.5645),(16 4935.69),(17 5096.2124),(18 5226.5244),(19 5347.517),(20 5553.065),(21 5698.6333),(22 5818.787),(23 5920.7324),(24 6061.54),(25 6162.753),(26 6218.24),(27 6313.514),(28 6350.685),(29 6419.3945),(30 6408.3037),(31 6443.9937),(32 6481.7227),(33 6535.7886),(34 6525.199),(35 6567.8315),(36 6613.2324),(37 6587.05),(38 6603.3833),(39 6640.0825),(40 6700.761),(41 6749.772),(42 6784.185),(43 6862.1816),(44 6929.463),(45 6993.8677),(46 7077.815),(47 7086.325),(48 7196.2393),(49 7256.8706),(50 7343.214),(51 7437.244),(52 7470.035),(53 7602.4443),(54 7647.345),(55 7742.0713),(56 7797.008),(57 7831.589),(58 7901.2705),(59 8019.4766),(60 8009.8945),(61 8057.4663),(62 8110.9585),(63 8148.1533),(64 8163.146),(65 8153.6836),(66 8203.431),(67 8246.088),(68 8256.146),(69 8265.265),(70 8261.926),(71 8331.857),(72 8327.937),(73 8298.979),(74 8261.735),(75 8275.143),(76 8269.402),(77 8252.989),(78 8317.398),(79 8311.797),
(1 1677.0687),(2 2347.4314),(3 2701.5728),(4 2859.4077),(5 3022.6133),(6 3217.331),(7 3383.6665),(8 3568.8682),(9 3722.4998),(10 3919.3271),(11 4050.7446),(12 4235.263),(13 4451.8716),(14 4598.752),(15 4791.753),(16 4946.937),(17 5148.9565),(18 5246.792),(19 5439.0557),(20 5605.8047),(21 5730.701),(22 5875.556),(23 6021.2437),(24 6115.6064),(25 6210.444),(26 6267.2607),(27 6353.5815),(28 6409.894),(29 6451.6143),(30 6503.1855),(31 6526.5605),(32 6487.117),(33 6498.975),(34 6524.4253),(35 6481.563),(36 6518.4233),(37 6543.183),(38 6540.9814),(39 6607.3677),(40 6618.86),(41 6625.033),(42 6689.033),(43 6787.8247),(44 6819.098),(45 6872.925),(46 6938.591),(47 6980.7827),(48 7022.825),(49 7062.386),(50 7168.61),(51 7241.8203),(52 7252.515),(53 7357.9155),(54 7426.555),(55 7502.761),(56 7595.613),(57 7661.7686),(58 7671.4214),(59 7767.4873),(60 7830.9814),(61 7870.88),(62 7949.0474),(63 8015.433),(64 8011.7046),(65 8091.985),(66 8096.614),(67 8180.075),(68 8148.0654),(69 8163.4297),(70 8143.456),(71 8152.2314),(72 8149.308),(73 8173.444),(74 8156.2266),(75 8195.566),(76 8202.173),(77 8213.061),(78 8238.757),(79 8266.627),
(1 1607.5537),(2 2220.2102),(3 2608.4573),(4 2787.2449),(5 2988.6348),(6 3219.9001),(7 3349.6033),(8 3528.66),(9 3714.9404),(10 3894.553),(11 4036.5078),(12 4218.692),(13 4422.2163),(14 4569.68),(15 4722.485),(16 4899.212),(17 5047.376),(18 5215.567),(19 5324.82),(20 5487.1377),(21 5652.377),(22 5762.8896),(23 5876.8164),(24 5982.797),(25 6089.206),(26 6179.608),(27 6267.722),(28 6292.556),(29 6278.222),(30 6349.2075),(31 6421.9614),(32 6384.7725),(33 6379.3066),(34 6358.294),(35 6358.436),(36 6359.3115),(37 6319.9824),(38 6378.724),(39 6400.1436),(40 6333.9844),(41 6435.915),(42 6475.6274),(43 6522.505),(44 6607.0796),(45 6633.6035),(46 6716.5938),(47 6725.2627),(48 6728.802),(49 6763.7456),(50 6853.205),(51 6928.6953),(52 6980.9424),(53 7105.3657),(54 7154.0835),(55 7186.3564),(56 7298.8096),(57 7277.25),(58 7316.632),(59 7375.016),(60 7410.2085),(61 7483.701),(62 7469.936),(63 7528.8257),(64 7518.4033),(65 7565.4414),(66 7544.68),(67 7579.3423),(68 7503.3115),(69 7496.243),(70 7516.544),(71 7533.695),(72 7562.0225),(73 7558.18),(74 7561.837),(75 7601.341),(76 7558.269),(77 7564.7373),(78 7581.798),(79 7579.0215),
(1 1612.2207),(2 2211.1736),(3 2581.1753),(4 2786.793),(5 2966.3403),(6 3202.5022),(7 3308.468),(8 3507.7231),(9 3617.407),(10 3793.746),(11 3999.7813),(12 4133.373),(13 4275.8433),(14 4434.862),(15 4626.644),(16 4733.8926),(17 4829.8774),(18 4999.6777),(19 5126.2114),(20 5242.141),(21 5371.3486),(22 5514.0806),(23 5590.5503),(24 5680.5996),(25 5819.5103),(26 5877.2324),(27 5980.303),(28 5986.9595),(29 6016.8906),(30 6047.0313),(31 6057.575),(32 6093.7407),(33 6085.0454),(34 6101.8877),(35 6068.685),(36 6084.256),(37 6113.186),(38 6196.433),(39 6219.8594),(40 6229.8384),(41 6237.789),(42 6318.238),(43 6419.6343),(44 6435.1357),(45 6480.6875),(46 6470.0034),(47 6507.0254),(48 6494.365),(49 6502.822),(50 6624.6904),(51 6673.5146),(52 6691.4756),(53 6721.766),(54 6803.7813),(55 6838.392),(56 6936.5835),(57 6909.4473),(58 6965.2188),(59 6967.738),(60 7053.844),(61 7102.524),(62 7159.0283),(63 7204.0313),(64 7184.097),(65 7240.6846),(66 7167.985),(67 7261.5723),(68 7207.422),(69 7175.1255),(70 7219.9893),(71 7198.5166),(72 7232.753),(73 7193.5986),(74 7158.6934),(75 7228.4307),(76 7248.061),(77 7262.2705),(78 7272.5107),(79 7278.519),
(1 1573.3008),(2 2187.5889),(3 2492.9136),(4 2687.7007),(5 2850.2056),(6 3067.9187),(7 3149.6118),(8 3298.1309),(9 3392.989),(10 3589.6006),(11 3785.7603),(12 3958.2708),(13 4076.8967),(14 4208.441),(15 4396.0923),(16 4545.094),(17 4650.9385),(18 4764.295),(19 4940.779),(20 5069.0415),(21 5145.311),(22 5284.0903),(23 5414.919),(24 5501.9478),(25 5588.0728),(26 5639.586),(27 5740.0313),(28 5744.9155),(29 5765.803),(30 5871.953),(31 5903.5825),(32 5901.602),(33 5930.8887),(34 5930.1426),(35 5903.0234),(36 5933.062),(37 5942.039),(38 5935.5566),(39 5955.906),(40 5975.886),(41 5982.059),(42 6013.1294),(43 6045.102),(44 6069.8037),(45 6065.8457),(46 6111.8037),(47 6175.955),(48 6241.5117),(49 6307.436),(50 6341.8345),(51 6441.775),(52 6464.2153),(53 6572.951),(54 6691.1465),(55 6761.109),(56 6792.5635),(57 6835.8374),(58 6906.861),(59 6946.1943),(60 6965.569),(61 7012.58),(62 7041.463),(63 7117.1816),(64 7103.1694),(65 7151.23),(66 7152.525),(67 7191.9395),(68 7207.181),(69 7164.2656),(70 7210.1377),(71 7252.77),(72 7252.7705),(73 7314.6543),(74 7296.113),(75 7271.416),(76 7275.907),(77 7286.1797),(78 7327.6655),(79 7396.032),
(1 1541.1426),(2 2162.771),(3 2493.642),(4 2633.6228),(5 2757.2285),(6 2987.8037),(7 3078.8298),(8 3243.8828),(9 3352.572),(10 3519.7842),(11 3674.3164),(12 3855.3467),(13 3986.321),(14 4121.791),(15 4303.6997),(16 4423.7827),(17 4594.7476),(18 4738.334),(19 4910.756),(20 5031.9175),(21 5143.996),(22 5250.377),(23 5345.22),(24 5429.3535),(25 5544.656),(26 5629.7554),(27 5713.055),(28 5798.6),(29 5787.9536),(30 5826.934),(31 5868.869),(32 5929.677),(33 5996.5967),(34 6027.0483),(35 6007.2783),(36 6078.061),(37 6111.025),(38 6108.451),(39 6148.1626),(40 6208.492),(41 6257.6216),(42 6321.842),(43 6372.542),(44 6382.691),(45 6388.495),(46 6454.3667),(47 6475.0093),(48 6478.3184),(49 6513.537),(50 6563.75),(51 6634.89),(52 6676.095),(53 6735.909),(54 6784.73),(55 6820.4688),(56 6887.6514),(57 6905.1846),(58 6972.2607),(59 7057.8374),(60 7063.3906),(61 7113.8433),(62 7148.2266),(63 7175.938),(64 7168.698),(65 7207.7515),(66 7248.2583),(67 7240.373),(68 7212.961),(69 7230.334),(70 7229.258),(71 7235.411),(72 7245.2485),(73 7242.3467),(74 7226.955),(75 7232.823),(76 7244.5454),(77 7256.713),(78 7275.28),(79 7323.571),
(1 1530.5463),(2 2084.6875),(3 2434.497),(4 2608.462),(5 2715.9749),(6 2961.1462),(7 3030.9177),(8 3208.0708),(9 3309.1636),(10 3508.3643),(11 3663.43),(12 3849.7031),(13 3968.22),(14 4137.538),(15 4290.691),(16 4397.429),(17 4559.93),(18 4649.6997),(19 4782.258),(20 4935.7515),(21 5057.497),(22 5122.8066),(23 5237.8516),(24 5363.6943),(25 5465.5996),(26 5530.495),(27 5565.9824),(28 5607.1626),(29 5661.5396),(30 5675.92),(31 5713.121),(32 5756.5903),(33 5763.268),(34 5769.024),(35 5777.3594),(36 5836.616),(37 5855.4707),(38 5857.048),(39 5891.742),(40 5959.982),(41 5995.0483),(42 6043.7417),(43 6091.3193),(44 6122.766),(45 6175.1763),(46 6231.4883),(47 6269.9033),(48 6289.54),(49 6369.3916),(50 6468.0205),(51 6528.289),(52 6533.7563),(53 6593.5645),(54 6686.689),(55 6709.7295),(56 6755.445),(57 6803.3027),(58 6832.9473),(59 6879.8853),(60 6958.9756),(61 6987.4404),(62 7042.5586),(63 7122.367),(64 7169.845),(65 7166.6084),(66 7118.879),(67 7106.158),(68 7099.815),(69 7114.269),(70 7130.715),(71 7148.8887),(72 7176.008),(73 7208.5576),(74 7237.2715),(75 7265.1743),(76 7231.1836),(77 7262.1743),(78 7302.79),(79 7327.0967),
(1 1484.6831),(2 2073.6592),(3 2410.0515),(4 2544.5068),(5 2687.8286),(6 2878.115),(7 2979.9731),(8 3115.585),(9 3259.8486),(10 3390.22),(11 3588.5),(12 3724.7507),(13 3832.4421),(14 3969.6077),(15 4121.864),(16 4266.2344),(17 4392.5645),(18 4524.799),(19 4669.1807),(20 4835.0425),(21 4955.9946),(22 5064.0244),(23 5120.4663),(24 5217.7583),(25 5366.3286),(26 5417.731),(27 5462.502),(28 5521.355),(29 5554.416),(30 5602.3574),(31 5662.96),(32 5674.398),(33 5701.7935),(34 5671.61),(35 5715.689),(36 5721.3813),(37 5723.4966),(38 5752.473),(39 5812.3657),(40 5811.5015),(41 5773.6157),(42 5813.3154),(43 5842.08),(44 5874.5703),(45 5937.5537),(46 6026.8555),(47 6085.226),(48 6083.557),(49 6180.8374),(50 6256.094),(51 6291.603),(52 6327.6016),(53 6429.674),(54 6462.261),(55 6571.613),(56 6620.7163),(57 6694.9937),(58 6764.868),(59 6821.714),(60 6880.3555),(61 6891.61),(62 6956.6646),(63 7088.205),(64 7149.8374),(65 7168.0063),(66 7164.1445),(67 7172.134),(68 7146.131),(69 7168.462),(70 7191.9087),(71 7239.043),(72 7258.791),(73 7302.067),(74 7342.5386),(75 7346.6133),(76 7380.624),(77 7382.514),(78 7449.378),(79 7491.6055),
