1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 76868.48),(2 94049.18),(3 59496.09),(4 155310.77),(5 189477.67),(6 177662.56),(7 288586.53),(8 335287.53),(9 333109.72),(10 447847),(11 516985.16),(12 523105.1),(13 637128.75),(14 733638),(15 754731.75),(16 895260.25),(17 1034139.2),(18 1060840.9),(19 1191611.5),(20 1342071),(21 1378674.9),(22 1520409),(23 1699419),(24 1739688.4),(25 1883056.4),(26 2050391),(27 2070666),(28 2165428.8),(29 2316615.5),(30 2386037),(31 2499383.8),(32 2661469.3),(33 2683064.8),(34 2794855.3),(35 2938288.3),(36 2954333),(37 3027799.8),(38 3174979),(39 3180323),(40 3280059.8),(41 3408339.3),(42 3422759.8),(43 3493558.8),(44 3590593),(45 3583102.8),(46 3633538),(47 3703838),(48 3664378.8),(49 3718100.8),(50 3791939.8),(51 3747732.3),(52 3788770),(53 3857529.3),(54 3825960.3),(55 3884529.8),(56 3976998.8),(57 3959526.3),(58 3985380.8),(59 4079953),(60 4089348.8),(61 4151066.8),(62 4240202.5),(63 4237106),(64 4321174.5),(65 4472502.5),(66 4542913.5),(67 4687810.5),(68 4954552.5),(69 5091730.5),(70 5292711.5),(71 5602012),(72 5747410),(73 5885100),(74 6171166.5),(75 6268314.5),(76 6463388.5),(77 6717905.5),(78 6844988),(79 7016463.5),
(1 880.6353),(2 1321.0498),(3 1499.6678),(4 1621.5034),(5 1684.5581),(6 1768.532),(7 1822.0278),(8 1898.021),(9 1921.5254),(10 1933.7498),(11 1955.9849),(12 1969.9633),(13 2016.9052),(14 2036.6906),(15 2027.138),(16 2063.561),(17 2086.26),(18 2113.7249),(19 2116.6892),(20 2135.9595),(21 2183.6873),(22 2186.369),(23 2183.8884),(24 2181.6438),(25 2184.0425),(26 2208.9194),(27 2218.1133),(28 2223.4006),(29 2213.099),(30 2201.7312),(31 2206.7075),(32 2212.0972),(33 2223.0237),(34 2241.6208),(35 2253.2288),(36 2257.6418),(37 2299.5564),(38 2300.7808),(39 2312.439),(40 2322.555),(41 2337.2063),(42 2352.9177),(43 2383.6206),(44 2388.6213),(45 2394.9333),(46 2407.8335),(47 2408.661),(48 2415.0667),(49 2390.9133),(50 2386.688),(51 2392.0867),(52 2372.7515),(53 2366.203),(54 2379.3088),(55 2393.609),(56 2396.953),(57 2400.0903),(58 2417.2087),(59 2405.1707),(60 2397.9807),(61 2417.068),(62 2426.476),(63 2417.9194),(64 2409.208),(65 2424.317),(66 2433.4119),(67 2441.5596),(68 2421.0603),(69 2406.456),(70 2412.6897),(71 2427.8044),(72 2425.5857),(73 2444.0608),(74 2455.3213),(75 2428.86),(76 2432.923),(77 2437.9326),(78 2420.314),(79 2399.3425),
(1 861.1121),(2 1284.9915),(3 1474.8735),(4 1573.9006),(5 1635.7588),(6 1691.1711),(7 1752.3701),(8 1791.6104),(9 1799.8474),(10 1806.0824),(11 1843.4478),(12 1867.3734),(13 1920.7562),(14 1952.0925),(15 1967.8015),(16 1995.7502),(17 2007.4283),(18 2049.6863),(19 2075.4104),(20 2074.6824),(21 2103.6853),(22 2131.8555),(23 2144.9424),(24 2151.978),(25 2129.9817),(26 2126.0315),(27 2135.653),(28 2151.798),(29 2162.8706),(30 2164.5994),(31 2182.1963),(32 2179.6406),(33 2181.7798),(34 2184.2507),(35 2171.8994),(36 2168.8618),(37 2195.9622),(38 2193.269),(39 2211.6099),(40 2233.397),(41 2225.0205),(42 2231.713),(43 2248.9402),(44 2259.8037),(45 2283.4841),(46 2282.6606),(47 2290.0151),(48 2288.403),(49 2296.7734),(50 2291.1025),(51 2280.3914),(52 2277.7922),(53 2272.3909),(54 2296.4146),(55 2314.2803),(56 2299.6975),(57 2307.7466),(58 2325.715),(59 2327.4756),(60 2327.1313),(61 2344.1184),(62 2348.411),(63 2367.4265),(64 2361.0745),(65 2370.1516),(66 2340.5334),(67 2334.196),(68 2323.543),(69 2320.6846),(70 2320.7483),(71 2296.655),(72 2306.7815),(73 2330.5313),(74 2349.0078),(75 2334.8645),(76 2330.5137),(77 2317.3804),(78 2333.9966),(79 2328.2422),
(1 834.67834),(2 1251.6144),(3 1458.0328),(4 1544.1604),(5 1615.9481),(6 1688.1508),(7 1738.7426),(8 1778.734),(9 1785.2211),(10 1802.205),(11 1838.6985),(12 1855.6565),(13 1907.5562),(14 1906.2799),(15 1929.3215),(16 1952.7112),(17 1987.0859),(18 2003.1622),(19 2014.2174),(20 2006.4623),(21 2032.3938),(22 2057.6873),(23 2053.2737),(24 2049.865),(25 2059.9885),(26 2076.3643),(27 2077.0234),(28 2113.2651),(29 2104.7725),(30 2105.3706),(31 2102.8096),(32 2112.0967),(33 2138.066),(34 2126.6519),(35 2141.3657),(36 2159.2485),(37 2189.4373),(38 2198.2456),(39 2197.6816),(40 2184.8933),(41 2193.249),(42 2204.8052),(43 2235.3625),(44 2235.9578),(45 2222.1768),(46 2245.9312),(47 2259.4607),(48 2259.0635),(49 2251.3352),(50 2247.0684),(51 2269.1914),(52 2277.457),(53 2290.5464),(54 2266.1606),(55 2253.151),(56 2245.832),(57 2234.3052),(58 2238.3845),(59 2220.8267),(60 2237.0068),(61 2223.4192),(62 2211.4482),(63 2203.9368),(64 2190.1768),(65 2180.6877),(66 2161.079),(67 2144.006),(68 2182.806),(69 2193.589),(70 2164.5308),(71 2180.1277),(72 2183.9705),(73 2223.6567),(74 2226.8296),(75 2242.2288),(76 2240.0764),(77 2245.716),(78 2257.3623),(79 2251.8398),
(1 834.4032),(2 1263.6041),(3 1442.148),(4 1520.6863),(5 1591.5659),(6 1644.95),(7 1704.0431),(8 1750.6417),(9 1771.549),(10 1777.2867),(11 1814.4967),(12 1814.5863),(13 1818.6454),(14 1848.0433),(15 1867.7426),(16 1904.5559),(17 1929.8883),(18 1950.8975),(19 1946.916),(20 1932.8207),(21 1956.5957),(22 1983.4467),(23 1978.4037),(24 1987.123),(25 2003.8855),(26 2035.7095),(27 2032.9728),(28 2060.5889),(29 2050.812),(30 2047.702),(31 2042.0381),(32 2060.486),(33 2067.8474),(34 2072.3936),(35 2100.309),(36 2116.7761),(37 2111.2815),(38 2117.5588),(39 2144.7202),(40 2150.398),(41 2144.808),(42 2159.2578),(43 2155.1143),(44 2144.9329),(45 2135.3633),(46 2134.4468),(47 2145.0686),(48 2137.9475),(49 2128.8665),(50 2126.3179),(51 2121.9714),(52 2144.9275),(53 2150.4805),(54 2152.5579),(55 2138.0146),(56 2149.2615),(57 2167.6462),(58 2170.9705),(59 2167.6914),(60 2142.7615),(61 2157.0178),(62 2139.0415),(63 2145.426),(64 2159.389),(65 2163.281),(66 2137.0059),(67 2154.1023),(68 2167.5095),(69 2168.7783),(70 2165.8115),(71 2177.1108),(72 2166.4338),(73 2198.6067),(74 2216.2483),(75 2246.4653),(76 2240.5957),(77 2225.9907),(78 2213.7427),(79 2228.2166),
(1 818.0827),(2 1211.267),(3 1403.044),(4 1472.1702),(5 1548.1884),(6 1610.5089),(7 1664.8796),(8 1718.3472),(9 1756.4624),(10 1761.6123),(11 1786.8334),(12 1797.8367),(13 1826.5438),(14 1840.8677),(15 1868.9036),(16 1915.1134),(17 1934.6859),(18 1943.4684),(19 1933.4023),(20 1953.0444),(21 1978.6969),(22 1998.4491),(23 2005.4879),(24 2027.4983),(25 2043.1866),(26 2066.8738),(27 2086.8982),(28 2084.4136),(29 2078.6382),(30 2072.0212),(31 2047.4333),(32 2039.8329),(33 2053.9702),(34 2050.4907),(35 2071.119),(36 2067.364),(37 2078.4421),(38 2067.7642),(39 2077.2446),(40 2065.344),(41 2063.0854),(42 2089.4954),(43 2117.6887),(44 2120.5461),(45 2119.4565),(46 2130.0425),(47 2144.5718),(48 2147.7708),(49 2131.9377),(50 2130.316),(51 2139.2554),(52 2152.2449),(53 2164.0676),(54 2159.5457),(55 2159.6619),(56 2170.4922),(57 2178.4138),(58 2184.5854),(59 2183.6143),(60 2173.3381),(61 2173.354),(62 2172.2185),(63 2197.4993),(64 2197.6528),(65 2187.7056),(66 2181.1516),(67 2216.7234),(68 2186.2344),(69 2186.0193),(70 2157.3645),(71 2158.7402),(72 2162.2578),(73 2178.4272),(74 2160.1506),(75 2191.7148),(76 2182.4766),(77 2186.1824),(78 2179.7305),(79 2201.3857),
(1 807.0551),(2 1190.1833),(3 1370.6785),(4 1431.77),(5 1501.4716),(6 1556.7189),(7 1613.2882),(8 1662.7736),(9 1698.5835),(10 1723.956),(11 1758.1683),(12 1753.0242),(13 1786.703),(14 1801.7767),(15 1836.9894),(16 1886.8706),(17 1901.8508),(18 1921.2539),(19 1913.236),(20 1922.1704),(21 1941.7982),(22 1974.9507),(23 1963.9824),(24 1985.0829),(25 1991.9808),(26 2037.5087),(27 2040.5841),(28 2045.392),(29 2045.6532),(30 2030.9543),(31 2026.9989),(32 2029.7214),(33 2025.9749),(34 2027.76),(35 2024.1803),(36 2026.7476),(37 2048.823),(38 2067.963),(39 2093.6992),(40 2093.2356),(41 2109.2903),(42 2122.2034),(43 2132.2065),(44 2130.3865),(45 2134.1567),(46 2140.006),(47 2147.3687),(48 2145.709),(49 2134.1448),(50 2109.792),(51 2121.3706),(52 2107.903),(53 2114.3232),(54 2134.9326),(55 2151.671),(56 2144.6685),(57 2151.1948),(58 2171.221),(59 2167.486),(60 2158.205),(61 2179.8716),(62 2170.7063),(63 2183.0266),(64 2177.7603),(65 2186.2834),(66 2180.092),(67 2172.093),(68 2177.9524),(69 2165.8335),(70 2155.0137),(71 2144.1487),(72 2148.0378),(73 2165.098),(74 2179.0957),(75 2207.2688),(76 2187.7178),(77 2191.7131),(78 2202.761),(79 2211.2974),
(1 797.23987),(2 1191.0051),(3 1391.4132),(4 1471.2036),(5 1537.204),(6 1580.8965),(7 1626.0593),(8 1645.6537),(9 1667.6136),(10 1703.98),(11 1740.0297),(12 1728.8785),(13 1768.8069),(14 1785.4324),(15 1796.3094),(16 1829.6252),(17 1856.0308),(18 1870.2604),(19 1861.8956),(20 1886.2363),(21 1895.3424),(22 1936.4957),(23 1932.4622),(24 1941.7578),(25 1962.6846),(26 1984.2285),(27 1994.824),(28 2015.4939),(29 2021.0919),(30 2005.4518),(31 1999.4349),(32 1991.0908),(33 2009.6133),(34 2024.78),(35 2031.8837),(36 2029.7058),(37 2054.7205),(38 2093.2983),(39 2113.7673),(40 2105.7998),(41 2081.552),(42 2085.2446),(43 2096.9026),(44 2097.2915),(45 2114.7234),(46 2101.5154),(47 2101.4014),(48 2091.764),(49 2072.875),(50 2052.4736),(51 2043.8949),(52 2032.7456),(53 2056.8958),(54 2054.1055),(55 2080.8425),(56 2079.9143),(57 2088.3442),(58 2107.821),(59 2079.7966),(60 2054.4102),(61 2057.8977),(62 2055.4658),(63 2079.1406),(64 2081.3977),(65 2090.717),(66 2086.0315),(67 2106.2368),(68 2113.308),(69 2113.9998),(70 2116.772),(71 2113.0044),(72 2115.9546),(73 2132.409),(74 2149.3953),(75 2162.607),(76 2188.3718),(77 2190.9324),(78 2170.9421),(79 2169.637),
(1 783.0163),(2 1175.0347),(3 1355.8766),(4 1431.6477),(5 1502.4806),(6 1560.5433),(7 1609.9182),(8 1644.4111),(9 1664.214),(10 1706.9438),(11 1748.6567),(12 1765.6677),(13 1785.036),(14 1784.6362),(15 1802.9054),(16 1817.9889),(17 1810.2904),(18 1834.1632),(19 1848.1528),(20 1862.0691),(21 1880.4095),(22 1901.4176),(23 1890.6884),(24 1895.0137),(25 1912.5586),(26 1943.7211),(27 1962.4692),(28 1952.7974),(29 1955.4988),(30 1965.511),(31 1981.6803),(32 1985.0837),(33 1984.2476),(34 1991.9784),(35 1996.8049),(36 2011.6367),(37 2025.83),(38 2029.1105),(39 2047.2218),(40 2042.4226),(41 2042.797),(42 2031.397),(43 2042.5117),(44 2045.1293),(45 2045.0115),(46 2033.1086),(47 2024.9619),(48 2023.0613),(49 2008.3633),(50 1981.679),(51 1977.5385),(52 1989.0345),(53 2019.8175),(54 2016.2867),(55 2028.5054),(56 2022.0743),(57 2033.5762),(58 2058.1716),(59 2046.7266),(60 2032.2556),(61 2026.6029),(62 2045.4806),(63 2061.5693),(64 2061.704),(65 2089.988),(66 2092.6885),(67 2091.1565),(68 2094.9087),(69 2108.6091),(70 2120.8293),(71 2138.1355),(72 2134.6714),(73 2174.6714),(74 2185.134),(75 2195.5105),(76 2215.8225),(77 2210.3267),(78 2178.245),(79 2179.0554),
(1 767.43134),(2 1135.8475),(3 1307.3445),(4 1380.241),(5 1446.5353),(6 1520.2666),(7 1567.5237),(8 1599.3079),(9 1634.8331),(10 1671.7698),(11 1699.3561),(12 1710.2915),(13 1739.8883),(14 1742.5876),(15 1756.1981),(16 1757.6498),(17 1763.4487),(18 1793.6821),(19 1802.7565),(20 1813.8468),(21 1831.776),(22 1833.2673),(23 1817.6941),(24 1820.2747),(25 1834.5062),(26 1886.8524),(27 1897.5995),(28 1907.3884),(29 1917.7411),(30 1924.1881),(31 1936.3099),(32 1935.5469),(33 1938.4115),(34 1928.6577),(35 1962.8281),(36 1982.1588),(37 1985.6836),(38 1974.2029),(39 1949.667),(40 1949.3213),(41 1965.3599),(42 1957.9086),(43 1986.0046),(44 1972.8363),(45 1966.0903),(46 1954.0404),(47 1942.9944),(48 1954.4872),(49 1939.7842),(50 1939.2863),(51 1952.1271),(52 1964.347),(53 1973.2927),(54 1972.5966),(55 1971.9363),(56 1962.9818),(57 1952.6736),(58 1991.0422),(59 2006.8236),(60 1999.8083),(61 1998.3353),(62 2008.1598),(63 2025.5822),(64 2012.1112),(65 2007.5214),(66 1994.8417),(67 1995.362),(68 2002.545),(69 2012.0048),(70 2029.1171),(71 2046.2014),(72 2037.3469),(73 2104.3018),(74 2117.8477),(75 2131.6155),(76 2152.1726),(77 2155.2725),(78 2147.73),(79 2159.097),
(1 761.36646),(2 1122.1003),(3 1285.2244),(4 1363.7627),(5 1412.9137),(6 1467.1433),(7 1517.0487),(8 1543.906),(9 1573.3564),(10 1589.3964),(11 1605.4652),(12 1624.6328),(13 1649.0503),(14 1652.2653),(15 1668.3749),(16 1694.4017),(17 1696.0072),(18 1709.2404),(19 1730.221),(20 1757.6367),(21 1782.3358),(22 1776.4601),(23 1759.4893),(24 1757.0061),(25 1780.8995),(26 1815.081),(27 1824.6211),(28 1839.2445),(29 1845.3501),(30 1854.0591),(31 1871.0184),(32 1889.5227),(33 1884.719),(34 1887.7659),(35 1935.122),(36 1960.7434),(37 1944.3555),(38 1942.5348),(39 1932.7206),(40 1948.0278),(41 1956.3533),(42 1956.1635),(43 1979.164),(44 1964.5264),(45 1960.9568),(46 1941.6464),(47 1927.5065),(48 1920.7595),(49 1904.7434),(50 1917.0127),(51 1948.2185),(52 1952.3577),(53 1947.3165),(54 1944.7195),(55 1951.7109),(56 1933.2473),(57 1931.6282),(58 1951.2325),(59 1964.2388),(60 1954.9764),(61 1945.7523),(62 1962.8295),(63 1986.803),(64 1972.7615),(65 1974.9646),(66 1967.6428),(67 1966.0339),(68 1961.8411),(69 1973.3042),(70 1985.2163),(71 1977.241),(72 1944.081),(73 1983.2347),(74 1997.2094),(75 2027.1547),(76 2057.1877),(77 2066.0605),(78 2068.9087),(79 2050.7334),
(1 756.3279),(2 1119.4053),(3 1286.2755),(4 1370.9742),(5 1410.3468),(6 1456.8406),(7 1504.3126),(8 1537.8555),(9 1580.6039),(10 1596.1614),(11 1607.6881),(12 1615.4312),(13 1660.8352),(14 1655.9172),(15 1663.6877),(16 1684.5165),(17 1678.5659),(18 1692.3374),(19 1694.1433),(20 1711.8687),(21 1748.7555),(22 1755.7207),(23 1736.8281),(24 1752.5461),(25 1770.3273),(26 1793.7312),(27 1815.5688),(28 1825.2058),(29 1826.096),(30 1826.0153),(31 1832.7828),(32 1844.5717),(33 1836.518),(34 1830.5801),(35 1851.0505),(36 1857.0027),(37 1865.4905),(38 1865.3456),(39 1874.5468),(40 1888.6775),(41 1895.551),(42 1906.2893),(43 1933.516),(44 1919.155),(45 1896.8274),(46 1900.7709),(47 1868.5721),(48 1877.4384),(49 1870.6746),(50 1875.0355),(51 1871.8538),(52 1866.9279),(53 1876.1503),(54 1897.6525),(55 1886.7548),(56 1893.786),(57 1880.831),(58 1898.594),(59 1897.5782),(60 1895.1583),(61 1905.4426),(62 1931.4341),(63 1954.646),(64 1946.4711),(65 1931.2981),(66 1929.0452),(67 1958.6284),(68 1954.0908),(69 1964.8206),(70 1972.9805),(71 1963.3643),(72 1946.4158),(73 1997.8021),(74 1993.0892),(75 2017.7832),(76 2030.065),(77 2037.7922),(78 2057.0842),(79 2073.3806),
(1 747.51294),(2 1112.4691),(3 1305.7567),(4 1376.1729),(5 1444.4124),(6 1499.4902),(7 1546.3285),(8 1585.2117),(9 1627.7689),(10 1651.0099),(11 1691.8018),(12 1701.079),(13 1722.548),(14 1730.0831),(15 1732.983),(16 1734.4631),(17 1723.2262),(18 1733.435),(19 1715.7834),(20 1740.2627),(21 1753.6608),(22 1759.085),(23 1762.8345),(24 1772.8367),(25 1798.251),(26 1813.9231),(27 1800.0963),(28 1785.1431),(29 1795.5282),(30 1791.5112),(31 1810.0173),(32 1827.5383),(33 1826.9423),(34 1828.7217),(35 1842.9512),(36 1866.7189),(37 1862.9891),(38 1863.8403),(39 1879.4624),(40 1908.4469),(41 1911.5496),(42 1919.7726),(43 1909.8206),(44 1905.6038),(45 1913.8442),(46 1912.4521),(47 1915.4784),(48 1932.9381),(49 1929.2452),(50 1926.5581),(51 1945.9369),(52 1944.9006),(53 1956.1141),(54 1951.7538),(55 1954.8123),(56 1950.4009),(57 1957.6428),(58 1964.3141),(59 1953.8479),(60 1960.4348),(61 1963.815),(62 1973.2126),(63 2005.0647),(64 2004.4998),(65 2006.6648),(66 1995.5009),(67 2004.25),(68 2014.7079),(69 2021.6696),(70 2020.4053),(71 2004.7589),(72 1987.8041),(73 2001.8367),(74 2013.2982),(75 2029.5428),(76 2030.8135),(77 2029.796),(78 2049.782),(79 2063.908),
(1 731.46234),(2 1081.2195),(3 1257.6422),(4 1331.9882),(5 1396.4507),(6 1450.6793),(7 1495.8895),(8 1542.6061),(9 1593.986),(10 1622.2163),(11 1625.7411),(12 1624.3223),(13 1651.8365),(14 1658.6641),(15 1674.8405),(16 1670.0289),(17 1669.1937),(18 1671.4768),(19 1670.317),(20 1678.6371),(21 1704.123),(22 1722.3932),(23 1726.0602),(24 1729.3944),(25 1734.0765),(26 1736.8152),(27 1737.7286),(28 1755.3018),(29 1751.7195),(30 1740.2117),(31 1739.021),(32 1736.8279),(33 1744.4441),(34 1766.255),(35 1792.8469),(36 1799.7546),(37 1806.6998),(38 1812.429),(39 1817.9913),(40 1830.5627),(41 1827.9589),(42 1836.805),(43 1846.0919),(44 1840.5087),(45 1838.6317),(46 1838.9479),(47 1842.8206),(48 1860.6481),(49 1862.8864),(50 1869.0806),(51 1877.5446),(52 1875.7094),(53 1882.2178),(54 1882.4438),(55 1886.3705),(56 1876.12),(57 1876.0133),(58 1906.4885),(59 1932.052),(60 1930.7455),(61 1924.9454),(62 1920.428),(63 1952.5232),(64 1966.9254),(65 1976.6097),(66 1955.6823),(67 1931.7533),(68 1916.2217),(69 1924.5948),(70 1932.6229),(71 1911.8604),(72 1930.3401),(73 1954.9795),(74 1955.1614),(75 1965.2985),(76 1965.9799),(77 1962.157),(78 1970.6647),(79 1968.667),
(1 721.63226),(2 1044.6521),(3 1214.2814),(4 1292.1793),(5 1363.0343),(6 1413.9153),(7 1457.8187),(8 1486.1289),(9 1503.9543),(10 1508.9904),(11 1527.7781),(12 1544.2819),(13 1558.7781),(14 1551.3351),(15 1578.9867),(16 1588.0261),(17 1566.0994),(18 1570.6367),(19 1596.5449),(20 1623.5386),(21 1631.2738),(22 1646.7607),(23 1640.2665),(24 1633.4014),(25 1646.4419),(26 1663.4468),(27 1684.7097),(28 1707.118),(29 1718.5054),(30 1718.0964),(31 1707.33),(32 1706.0514),(33 1731.5706),(34 1730.3262),(35 1746.324),(36 1756.6318),(37 1764.0289),(38 1766.0023),(39 1784.12),(40 1804.5139),(41 1789.0854),(42 1795.1705),(43 1791.652),(44 1806.1407),(45 1817.8812),(46 1822.3746),(47 1832.7183),(48 1839.2297),(49 1826.1753),(50 1839.7422),(51 1870.5292),(52 1876.6843),(53 1866.0166),(54 1841.8344),(55 1858.5745),(56 1872.7365),(57 1870.6425),(58 1883.5891),(59 1871.3217),(60 1878.372),(61 1890.9181),(62 1890.742),(63 1908.3148),(64 1901.2726),(65 1907.9578),(66 1911.7302),(67 1902.9374),(68 1891.6715),(69 1907.7483),(70 1885.8843),(71 1872.9988),(72 1871.1357),(73 1871.7069),(74 1887.3937),(75 1934.0101),(76 1929.6343),(77 1903.3744),(78 1914.7306),(79 1908.611),
(1 712.84546),(2 1041.1434),(3 1201.2832),(4 1280.8062),(5 1320.2231),(6 1363.5873),(7 1407.2859),(8 1418.01),(9 1439.29),(10 1464.0234),(11 1500.849),(12 1508.1469),(13 1531.6873),(14 1537.0367),(15 1552.2915),(16 1569.0144),(17 1566.9434),(18 1548.6501),(19 1551.6139),(20 1561.7799),(21 1582.6915),(22 1606.6572),(23 1617.306),(24 1616.7422),(25 1620.669),(26 1626.2181),(27 1646.133),(28 1668.5283),(29 1686.009),(30 1710.3239),(31 1711.5895),(32 1716.0762),(33 1706.1508),(34 1717.0452),(35 1707.1134),(36 1745.4857),(37 1763.1058),(38 1765.6857),(39 1777.7449),(40 1784.782),(41 1769.3486),(42 1762.155),(43 1761.9459),(44 1759.9218),(45 1778.6862),(46 1773.7603),(47 1773.6152),(48 1786.7725),(49 1771.7849),(50 1773.758),(51 1789.7),(52 1791.5958),(53 1788.1838),(54 1782.6226),(55 1805.5161),(56 1806.0327),(57 1809.1577),(58 1811.803),(59 1815.2108),(60 1816.494),(61 1826.4048),(62 1824.9594),(63 1825.6797),(64 1824.6672),(65 1825.4384),(66 1827.7981),(67 1840.5626),(68 1830.433),(69 1833.9949),(70 1833.4285),(71 1826.9797),(72 1836.901),(73 1850.3038),(74 1851.4956),(75 1874.9191),(76 1872.49),(77 1884.4749),(78 1905.9193),(79 1897.5908),
(1 683.8079),(2 1013.31744),(3 1171.5442),(4 1242.475),(5 1291.4067),(6 1340.6975),(7 1382.6123),(8 1410.4999),(9 1445.5128),(10 1473.2),(11 1494.1681),(12 1511.2944),(13 1536.4133),(14 1554.3787),(15 1564.7148),(16 1601.5754),(17 1595.0684),(18 1567.5509),(19 1572.1625),(20 1585.934),(21 1603.0469),(22 1606.594),(23 1606.8319),(24 1612.525),(25 1630.2565),(26 1635.3107),(27 1654.6118),(28 1683.1102),(29 1695.3594),(30 1709.0168),(31 1710.1688),(32 1700.9758),(33 1705.819),(34 1708.2892),(35 1714.6267),(36 1726.4089),(37 1728.6869),(38 1733.2181),(39 1752.293),(40 1746.7229),(41 1737.3597),(42 1746.3762),(43 1752.2397),(44 1749.6346),(45 1761.3986),(46 1753.9213),(47 1764.9174),(48 1756.0096),(49 1762.727),(50 1770.6256),(51 1763.2958),(52 1748.2228),(53 1759.3744),(54 1763.5892),(55 1783.3228),(56 1784.1387),(57 1771.0289),(58 1801.0669),(59 1808.4489),(60 1839.8359),(61 1839.6635),(62 1827.2515),(63 1804.157),(64 1789.7638),(65 1782.4526),(66 1784.8226),(67 1806.0133),(68 1808.1256),(69 1786.3306),(70 1776.7697),(71 1764.7423),(72 1767.3967),(73 1809.0421),(74 1811.7744),(75 1813.5792),(76 1825.9711),(77 1837.1051),(78 1845.3636),(79 1844.5839),
