1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 241143.3),(2 797311.7),(3 1565499.1),(4 2482456.8),(5 3547232.8),(6 4565589),(7 5519220.5),(8 6338905.5),(9 6974606.5),(10 7430843.5),(11 7863196.5),(12 8208728),(13 8455673),(14 8348529.5),(15 8032759.5),(16 7968920),(17 8159429.5),(18 7907617.5),(19 7399996.5),(20 7130688.5),(21 7088966.5),(22 7278935.5),(23 7601120),(24 7868096),(25 8400692),(26 8808971),(27 9072301),(28 9424925),(29 9639621),(30 9632455),(31 9598157),(32 9536704),(33 9465681),(34 9526344),(35 9575504),(36 9346929),(37 9292525),(38 9462811),(39 9719731),(40 9719693),(41 9844804),(42 10212411),(43 10596291),(44 11027269),(45 11429881),(46 11672509),(47 11851204),(48 11941477),(49 12036479),(50 12051923),(51 11844893),(52 11444304),(53 10948449),(54 10431696),(55 9846453),(56 9166908),(57 8584295),(58 8101682.5),(59 7953189.5),(60 7922650.5),(61 8033942.5),(62 8117508),(63 7989794.5),(64 8001716),(65 8309319.5),(66 8610626),(67 8825893),(68 8861380),(69 9035886),(70 9073899),(71 8958543),(72 8989535),(73 9206873),(74 9506874),(75 9657632),(76 9600233),(77 9480003),(78 9260565),(79 9158085),
(1 19002.104),(2 39426.863),(3 46207.992),(4 48868.203),(5 51693.242),(6 53062.277),(7 53910.563),(8 51162.516),(9 50154.59),(10 49608.477),(11 49752.5),(12 50343.22),(13 52526.074),(14 53040.344),(15 52390.023),(16 50335.297),(17 49517.96),(18 48629.664),(19 48670.723),(20 48929.285),(21 49140.676),(22 49586.336),(23 51207.832),(24 52180.117),(25 52597.047),(26 52404.465),(27 53621.465),(28 53617.492),(29 53908.938),(30 54187.3),(31 56314.688),(32 57383.01),(33 57945.547),(34 56182.52),(35 54200.84),(36 52262.23),(37 52256.266),(38 51384.29),(39 52154.313),(40 52766.414),(41 54833.887),(42 54734.613),(43 53902.99),(44 54211.31),(45 55350.035),(46 55151.863),(47 56000.29),(48 56448.16),(49 55659.164),(50 53724.047),(51 55218.227),(52 55910.44),(53 56896.258),(54 56197.945),(55 55724.96),(56 54724.582),(57 54381.06),(58 53143.84),(59 55930.418),(60 57765.195),(61 57468.473),(62 52964.254),(63 52375.824),(64 54481.32),(65 57317.414),(66 57172.805),(67 57466.863),(68 58180.563),(69 56539.527),(70 54582.37),(71 56184.145),(72 56038.824),(73 55832.414),(74 56145.6),(75 57213.223),(76 56754.36),(77 58416.25),(78 59435.9),(79 60722.047),
(1 18356.826),(2 37467.984),(3 43779.816),(4 45182.06),(5 46376.84),(6 47152.9),(7 47132.504),(8 44687.332),(9 44088.992),(10 45256.47),(11 45904.52),(12 47374.402),(13 49727.688),(14 48698.69),(15 47070.64),(16 47119.91),(17 48070.656),(18 45567.17),(19 44242.016),(20 43842.105),(21 45107.695),(22 45693.695),(23 47503.785),(24 48744.793),(25 50075.35),(26 49457.785),(27 49630.15),(28 49829.69),(29 51192.113),(30 51318.33),(31 51725.223),(32 52467.46),(33 52452.066),(34 50419.457),(35 49596.004),(36 49035.996),(37 50272.254),(38 50032.33),(39 49495.836),(40 48029.555),(41 48789.527),(42 49062.875),(43 49499.19),(44 49730.492),(45 50794.273),(46 50319.28),(47 51203.1),(48 51012.098),(49 50691.3),(50 49996.766),(51 50927.133),(52 50313.37),(53 50348.082),(54 49097.266),(55 50026.05),(56 50147.54),(57 49752.703),(58 48158.414),(59 49813.547),(60 51026.137),(61 50718.742),(62 47375.14),(63 47067.047),(64 49005.066),(65 50552.17),(66 50387.008),(67 51843.39),(68 52656.832),(69 50528.707),(70 48177.207),(71 49122.023),(72 49153.97),(73 50082.594),(74 50058.402),(75 49328.043),(76 47925.055),(77 50097.86),(78 52615.06),(79 53301.707),
(1 17162.621),(2 34622.203),(3 40561.3),(4 42910.477),(5 45224.547),(6 45483.19),(7 45362.86),(8 42927.566),(9 42876.19),(10 43492.64),(11 43316.844),(12 43439.055),(13 44537.5),(14 44139.156),(15 43836.055),(16 43604.45),(17 43744.88),(18 41776.1),(19 41357.426),(20 42126.93),(21 43684.465),(22 44210.664),(23 44641.137),(24 45502.957),(25 46216.84),(26 45494.76),(27 44974.69),(28 44992.137),(29 46340.668),(30 45128.594),(31 45946.625),(32 46875.11),(33 47248.285),(34 46270.895),(35 45757.656),(36 44899.523),(37 46674.14),(38 45936.375),(39 45806.215),(40 45958.668),(41 46166.008),(42 45151.387),(43 46191.992),(44 47009.55),(45 47546.652),(46 46801.105),(47 47108.637),(48 47511.293),(49 47525.3),(50 46873.574),(51 46301.758),(52 45470.066),(53 45485.86),(54 44585.43),(55 45895.508),(56 45997.258),(57 45402.51),(58 44357.06),(59 45589.76),(60 45117.023),(61 44859.03),(62 43682.305),(63 45028.17),(64 45255.848),(65 46272.715),(66 45945.832),(67 46294.406),(68 46326.926),(69 44658.703),(70 44341.848),(71 45981.81),(72 45959.316),(73 46823.918),(74 46932.395),(75 46557.367),(76 45497.156),(77 47320.582),(78 48604.477),(79 47908.664),
(1 15578.665),(2 31200.36),(3 36509.867),(4 39161.55),(5 40557.8),(6 41824.2),(7 42641.816),(8 40002.98),(9 40109.223),(10 40738.81),(11 40486.008),(12 39526.848),(13 40622.71),(14 41294.152),(15 41102.813),(16 40336.23),(17 40882.043),(18 39858.61),(19 39276.54),(20 39964.55),(21 41371.875),(22 40240.383),(23 40138.168),(24 40881.027),(25 41712.46),(26 41339.18),(27 41624.15),(28 41233.605),(29 41638.563),(30 40780.17),(31 41624.004),(32 42261.406),(33 41907.816),(34 41169.684),(35 41420.93),(36 40771.984),(37 40563.7),(38 41278.414),(39 43003.09),(40 43625.87),(41 43260.21),(42 41316.68),(43 40449.74),(44 40621.742),(45 41338.3),(46 40802.484),(47 42007.234),(48 42980.27),(49 43903.24),(50 42698.21),(51 41953.055),(52 42139.457),(53 42531.523),(54 41288.324),(55 41746.07),(56 41835.516),(57 41532.094),(58 40505.21),(59 42229.9),(60 42898.598),(61 43274.82),(62 41938.754),(63 42661.918),(64 42931.32),(65 43611.32),(66 43677.125),(67 43991.68),(68 42538.67),(69 41013.293),(70 40836.46),(71 42991.207),(72 42792.055),(73 42430.863),(74 41693.332),(75 41431.504),(76 41793.67),(77 42983.453),(78 43565.16),(79 43970.61),
(1 13500.804),(2 27303.24),(3 32622.057),(4 35546.016),(5 37667.83),(6 38579.684),(7 38493.105),(8 36494.184),(9 36886.17),(10 38004.332),(11 37746.21),(12 37529.797),(13 38343.395),(14 37651.18),(15 37563.65),(16 37333.727),(17 38071.168),(18 37629),(19 37572.72),(20 37796.813),(21 38960.016),(22 38310.793),(23 37819.754),(24 37701.676),(25 38351.92),(26 38133.582),(27 38387.75),(28 38143.805),(29 38972.527),(30 38335.066),(31 38806.574),(32 38282.13),(33 38356.17),(34 37848.957),(35 38638.008),(36 38861.32),(37 39449.65),(38 38871.86),(39 39509.094),(40 39813.914),(41 39221.047),(42 36929.605),(43 36673.348),(44 37735.82),(45 39384.563),(46 39119.477),(47 40349.805),(48 41622.008),(49 41881.457),(50 40276.273),(51 39427.543),(52 39165.457),(53 38614.52),(54 36813.605),(55 38036.68),(56 38265.11),(57 37894.395),(58 37897.707),(59 38795.15),(60 38139.977),(61 38483.383),(62 38155.445),(63 38926.953),(64 39106.816),(65 39256.008),(66 38903.29),(67 39501.18),(68 38798.383),(69 37854.605),(70 38372.383),(71 39198.457),(72 38413.992),(73 37821.35),(74 37979.332),(75 38410.668),(76 37531.1),(77 38659.098),(78 39352.035),(79 39364.65),
(1 12704.536),(2 25287.217),(3 29700.543),(4 30856.68),(5 32486.93),(6 33661.723),(7 34282.336),(8 33961.227),(9 34221.395),(10 34433.082),(11 35303.113),(12 35914.508),(13 36182.035),(14 34051.95),(15 33571.586),(16 33423.375),(17 33487.375),(18 32815.313),(19 33632.45),(20 34645.52),(21 36104.01),(22 35685.75),(23 35489.023),(24 34752.633),(25 35061.332),(26 34704.125),(27 34819.67),(28 34939.785),(29 36507.45),(30 36168.32),(31 35588.387),(32 34478.754),(33 35475.96),(34 34740.844),(35 34743.242),(36 34672.066),(37 35673.125),(38 35307.613),(39 36225.926),(40 36399.246),(41 36210.11),(42 34776.63),(43 34772.402),(44 34657.977),(45 35819.875),(46 35961.617),(47 38584.86),(48 40025.273),(49 39588.82),(50 37824.05),(51 37065.79),(52 37132.234),(53 37006.785),(54 35199.176),(55 35381.992),(56 35964.957),(57 35854.344),(58 35076.305),(59 35369.3),(60 35434.543),(61 36630.188),(62 36489.547),(63 37132.32),(64 37418.313),(65 38264.883),(66 38025.7),(67 38343.543),(68 37495.227),(69 36867.484),(70 36866.55),(71 38144.03),(72 37378.14),(73 36549.703),(74 36164.99),(75 36535.215),(76 35588.28),(77 35394.203),(78 35796.55),(79 36655.297),
(1 12419.399),(2 25147.36),(3 28979.242),(4 30825.818),(5 32367.23),(6 32534.59),(7 32878.3),(8 31907.426),(9 32820.223),(10 33025.996),(11 32523.2),(12 32811.31),(13 33568.277),(14 32223.219),(15 31936.666),(16 32204.264),(17 31939.877),(18 31738.805),(19 32476.639),(20 33016.434),(21 33000.44),(22 31880.012),(23 33223.668),(24 33049.367),(25 32806.082),(26 32633.06),(27 32347.518),(28 31961.494),(29 33337.156),(30 33320.6),(31 33660.63),(32 33146.387),(33 32124.725),(34 31674.232),(35 32301.95),(36 31950.678),(37 32425.611),(38 32488.146),(39 32750.414),(40 33057.22),(41 32787.03),(42 31821.166),(43 32275.012),(44 32539.098),(45 33146.637),(46 33844.992),(47 35644.063),(48 35334.805),(49 35786.594),(50 35580.613),(51 34778.336),(52 34310.93),(53 33459.887),(54 32063.762),(55 31955.584),(56 32839.844),(57 32753.426),(58 31314.703),(59 31438.23),(60 32686.354),(61 34878.137),(62 35506.848),(63 35955.54),(64 35512.168),(65 35802.84),(66 35636.71),(67 36436.516),(68 35686.086),(69 35494.19),(70 35649.305),(71 36225.04),(72 35139.6),(73 34744.418),(74 34369.395),(75 35258.223),(76 34830.844),(77 35192.633),(78 34799.934),(79 34535.77),
(1 11252.002),(2 22548.682),(3 26514.035),(4 28731.988),(5 29867.004),(6 30108.09),(7 30362.063),(8 29719.613),(9 30172.342),(10 30821.953),(11 31274.285),(12 31125.807),(13 31427.322),(14 30480.541),(15 30062.637),(16 29439.018),(17 30237.541),(18 30773.684),(19 31111.234),(20 31025.232),(21 31463.518),(22 31388.072),(23 31038.813),(24 30594.922),(25 30512.74),(26 30180.879),(27 29984.465),(28 30958.78),(29 32478.75),(30 32465.852),(31 32238.926),(32 30637.916),(33 30172.012),(34 30320.604),(35 31094.672),(36 30851.432),(37 31207.613),(38 31128.45),(39 30989.408),(40 30766.637),(41 30847.273),(42 29860.215),(43 30069.64),(44 30497.479),(45 31440.53),(46 32147.572),(47 33247.473),(48 32611.557),(49 32887.793),(50 32455.848),(51 31781.262),(52 31732.994),(53 31319.809),(54 30513.283),(55 31204.84),(56 31522.453),(57 31004.459),(58 30607.078),(59 31138.953),(60 31776.324),(61 33132.434),(62 33624.77),(63 34133.63),(64 33962.95),(65 34009.445),(66 33397.22),(67 33555.977),(68 32546.354),(69 32304.959),(70 32683.5),(71 33142.08),(72 32618.51),(73 32942.094),(74 32649.11),(75 33270.855),(76 32455.34),(77 33122.617),(78 33231.504),(79 33677.535),
(1 10645.308),(2 21593.773),(3 25474.836),(4 26478.137),(5 27053.695),(6 27427.605),(7 28136.76),(8 27763.092),(9 28220.99),(10 28041.172),(11 27970.645),(12 28327.771),(13 28703.28),(14 28015.469),(15 27989.55),(16 27742.357),(17 28304.137),(18 28503.568),(19 29172.361),(20 28590.676),(21 27606.336),(22 27231.418),(23 27576.389),(24 27227.994),(25 27042.758),(26 26792.707),(27 27392.55),(28 28268.81),(29 28894.455),(30 28112.576),(31 27263.889),(32 26569.03),(33 26965.184),(34 26624.773),(35 27878.152),(36 27771.03),(37 28463.848),(38 28546.445),(39 28219.51),(40 27326.135),(41 27269.76),(42 27547.697),(43 28120.434),(44 28335.22),(45 28628.316),(46 28960.781),(47 29487.229),(48 28557.555),(49 28447.105),(50 28830.922),(51 28874.842),(52 29133.992),(53 29661.697),(54 28972.975),(55 29050.734),(56 28459.121),(57 28310.578),(58 27585.674),(59 28064.863),(60 28596.846),(61 30002.646),(62 30701.104),(63 31226.842),(64 31268.19),(65 30582.045),(66 29783.658),(67 30212.139),(68 29854.502),(69 29936.707),(70 30679.25),(71 31341.342),(72 31232.674),(73 31219.047),(74 30395.281),(75 30648.135),(76 30045.756),(77 30336.006),(78 30062.06),(79 30047.938),
(1 9937.664),(2 19747.31),(3 23155.357),(4 24495.117),(5 25605.4),(6 26441.854),(7 26675.951),(8 26240.688),(9 26379.318),(10 26180.97),(11 26351.52),(12 26685.94),(13 26902.957),(14 26687.86),(15 26850.195),(16 26896.764),(17 27693.209),(18 27891.914),(19 27625.213),(20 26481.645),(21 26462.324),(22 26778.34),(23 26986.797),(24 26521.264),(25 26279.707),(26 25523.727),(27 26008.904),(28 26716.701),(29 27346.879),(30 27485.396),(31 27383.752),(32 25926.813),(33 25834.535),(34 26039.313),(35 26736.006),(36 26370.236),(37 27122.408),(38 27032.664),(39 27006.264),(40 26423.336),(41 25660.06),(42 25448.285),(43 26509.25),(44 27583.727),(45 28313.078),(46 28030.402),(47 28396.928),(48 27209.063),(49 26855.773),(50 26472.666),(51 25893.227),(52 25769.682),(53 26223.47),(54 25990.574),(55 26205.5),(56 26559.97),(57 26973.096),(58 25978.178),(59 26284.916),(60 26721.514),(61 27928.72),(62 29134.738),(63 29745.281),(64 28735.52),(65 27649.574),(66 26848.379),(67 27258.854),(68 27174.23),(69 27713.53),(70 28538.91),(71 29528.244),(72 29169.117),(73 29163.264),(74 27909.482),(75 28416.322),(76 28484.201),(77 28675.518),(78 28359.443),(79 27885.457),
(1 9175.729),(2 17952.283),(3 20978.322),(4 22496.824),(5 23817.664),(6 24023.414),(7 24175.457),(8 23538.822),(9 23871.4),(10 23330.78),(11 23390.156),(12 23730.252),(13 24279.45),(14 24324.398),(15 24337.242),(16 24468.717),(17 25161.355),(18 25100.293),(19 25046.215),(20 24289.436),(21 24070.584),(22 24080.486),(23 24371.313),(24 24377.283),(25 24293.305),(26 23865.092),(27 24089.033),(28 23905.742),(29 24059.395),(30 23912.838),(31 24232.564),(32 24084.629),(33 24396.021),(34 24181.852),(35 24884.652),(36 24299.545),(37 24718.984),(38 24727.316),(39 24185.924),(40 23511.865),(41 23464.27),(42 23928.13),(43 24902.78),(44 25664.363),(45 26045.838),(46 26084.941),(47 26655.566),(48 25641.838),(49 25310.928),(50 24306.266),(51 23710.508),(52 23838.164),(53 24731.152),(54 25079.342),(55 25525.857),(56 25370.07),(57 24966.814),(58 24592.635),(59 25254.77),(60 25124.371),(61 26476.998),(62 27768.479),(63 28524.773),(64 27114.021),(65 26044.95),(66 25675.584),(67 25984.521),(68 25585.727),(69 26478.293),(70 27107.37),(71 27415.62),(72 26355.516),(73 25646.57),(74 24505.621),(75 25205.877),(76 25568.201),(77 25883.506),(78 25747.4),(79 25573.645),
(1 8704.615),(2 16943.08),(3 19771.668),(4 20782.291),(5 21261.984),(6 22017.03),(7 22540.85),(8 21926.594),(9 21664.574),(10 20730.549),(11 21070.996),(12 21601.05),(13 21835.586),(14 21462.826),(15 22018.207),(16 22123.623),(17 22455.744),(18 22548.266),(19 22728.639),(20 22291.646),(21 22399.643),(22 22166.822),(23 22322.309),(24 22334.947),(25 22471.73),(26 22175.172),(27 21967.271),(28 21287.715),(29 21903.813),(30 22298.7),(31 22334.703),(32 21924.082),(33 22155.248),(34 22210.074),(35 23541.342),(36 22924.22),(37 23128.18),(38 22914.793),(39 22133.707),(40 21586.91),(41 21739.043),(42 22054.498),(43 23005.117),(44 23257.797),(45 23827.479),(46 23970.564),(47 24398.32),(48 23346.535),(49 23577.39),(50 22814.105),(51 22437.568),(52 22125.256),(53 22769.006),(54 23034.244),(55 23361.3),(56 23345.006),(57 23273.555),(58 22402.766),(59 22646.88),(60 22479.895),(61 23357.695),(62 24102.346),(63 25020.998),(64 24491.16),(65 24080.88),(66 24179.459),(67 24043.744),(68 23269.14),(69 24344.23),(70 24842.361),(71 25224.625),(72 23893.346),(73 23313.408),(74 22341.838),(75 22628.936),(76 22938.723),(77 23647.762),(78 23425.775),(79 23362.738),
(1 7769.992),(2 15121.888),(3 17498.469),(4 18200.893),(5 19046.764),(6 19440.422),(7 19927.627),(8 20015.025),(9 20313.082),(10 20353.488),(11 20842.28),(12 20809.451),(13 20825.91),(14 20157.611),(15 20160.31),(16 20594.014),(17 21295.676),(18 20598.816),(19 20307.105),(20 19766.709),(21 19788.041),(22 19849.172),(23 20398.89),(24 20574.574),(25 20985.34),(26 20574.102),(27 20173.262),(28 19913.266),(29 20334.629),(30 20139.541),(31 20855.51),(32 20642.178),(33 20833.732),(34 20576.814),(35 20879.621),(36 20689.348),(37 20961.441),(38 20094),(39 19793.19),(40 20338.582),(41 20724.44),(42 20778.506),(43 21073.771),(44 21260.377),(45 21665.422),(46 21825.979),(47 21790.758),(48 21114.78),(49 21674.799),(50 21605.861),(51 21785.715),(52 21497.025),(53 21644.564),(54 21698.877),(55 21987.877),(56 21789.691),(57 21814.213),(58 21320.424),(59 21229.688),(60 20795.445),(61 21403.818),(62 21785.639),(63 22177.207),(64 21924.543),(65 21986.902),(66 21832.732),(67 21511.3),(68 21120.324),(69 22296.21),(70 22171.938),(71 21819.045),(72 21244.28),(73 21366.64),(74 20941.775),(75 21043.514),(76 21621.268),(77 22495.563),(78 22108.328),(79 22086.705),
(1 7594.655),(2 14915.462),(3 17331.129),(4 17588.953),(5 18269.545),(6 19060.188),(7 19330.883),(8 18916.465),(9 19261.098),(10 19550.082),(11 19939.965),(12 19693.182),(13 19576.043),(14 19618.502),(15 19929.752),(16 19616.998),(17 19783.854),(18 19306.498),(19 19097.73),(20 18529.895),(21 18546.479),(22 18823.133),(23 19783.795),(24 20098.76),(25 20211.709),(26 19659.795),(27 19582.588),(28 19033.38),(29 19508.363),(30 19295.918),(31 20064.076),(32 19533.006),(33 19710.693),(34 19971.021),(35 20645.82),(36 20586.33),(37 20940.969),(38 20261.424),(39 19578.395),(40 19530.764),(41 20439.686),(42 20492.404),(43 20480.232),(44 20138.98),(45 20270.629),(46 20763.945),(47 21138.602),(48 20832.678),(49 21355.941),(50 21496.998),(51 21600.813),(52 20996.719),(53 21153.813),(54 21181.37),(55 21713.906),(56 21570.553),(57 21106.076),(58 20291.168),(59 20447.246),(60 20166.541),(61 20755.648),(62 21323.277),(63 21938.258),(64 21729.166),(65 21801.031),(66 21247.725),(67 20780.082),(68 20406.836),(69 21209.084),(70 21353.691),(71 21661.715),(72 21079.205),(73 20835.813),(74 20496.238),(75 20860.963),(76 20691.844),(77 21521.27),(78 21384.75),(79 21813.807),
(1 7801.0996),(2 14931.424),(3 16926.62),(4 16955.23),(5 17904.928),(6 18296.094),(7 18563.072),(8 17978.764),(9 18423.229),(10 18320.217),(11 18484.752),(12 18463.951),(13 18513.758),(14 18511.543),(15 18991.086),(16 19159.598),(17 19400.553),(18 18587.516),(19 18389.852),(20 17964.996),(21 18203.951),(22 18020.352),(23 18127.457),(24 18272.34),(25 18600.393),(26 18041.84),(27 18093.078),(28 18088.578),(29 18746.303),(30 18559.086),(31 18631.135),(32 18192.264),(33 19044.895),(34 19641.76),(35 19888.45),(36 19228.287),(37 19307.375),(38 18727.049),(39 18886.537),(40 18763.203),(41 19267.951),(42 19685.828),(43 19738.014),(44 19323.727),(45 19249.002),(46 19367.898),(47 19824.668),(48 19693.227),(49 20281.639),(50 19897.314),(51 19486.814),(52 19214.465),(53 19665.127),(54 19292.277),(55 19886.063),(56 19456.256),(57 19589.033),(58 18961.375),(59 18611.75),(60 18388.973),(61 19118.473),(62 19370.4),(63 19902.377),(64 19451.174),(65 19487.758),(66 19321.16),(67 19054.281),(68 18812.951),(69 19305.504),(70 19166.236),(71 19072.486),(72 18695.627),(73 18937.668),(74 18992.87),(75 19317.531),(76 19528.867),(77 20510.498),(78 19913),(79 19710.355),
(1 7461.3794),(2 14355.771),(3 16445.484),(4 16592.617),(5 17294.463),(6 17752.402),(7 18037.008),(8 17400.809),(9 17534.92),(10 17258.527),(11 17349.229),(12 17896.146),(13 18106.723),(14 17570.477),(15 17796.105),(16 18058.963),(17 18531.06),(18 18231.887),(19 18031.31),(20 17334.295),(21 17065.393),(22 16917.57),(23 17223.26),(24 17257.97),(25 17754.873),(26 17706.664),(27 18064.691),(28 17898.254),(29 17986.344),(30 17825.951),(31 18188.693),(32 18396.92),(33 18836.727),(34 18937.73),(35 18615.209),(36 18040.639),(37 18364.332),(38 18079.168),(39 18041.504),(40 17984.633),(41 18153.69),(42 18116.104),(43 18634.162),(44 18625.352),(45 18739.871),(46 18562.605),(47 19032.719),(48 18775.213),(49 18708.252),(50 18279.086),(51 18187.373),(52 18017.969),(53 18162.469),(54 18183.348),(55 18526.24),(56 18278.033),(57 18778.72),(58 18556.582),(59 18621.607),(60 18366.928),(61 18957.135),(62 19245.398),(63 19624.152),(64 18921.316),(65 18644.691),(66 18129.46),(67 18034.166),(68 18115.596),(69 18721.36),(70 18790.39),(71 18825),(72 18548.695),(73 18636.922),(74 18539.93),(75 18711.13),(76 18581.443),(77 18966.994),(78 18673.01),(79 18514.684),
(1 6891.326),(2 13544.911),(3 15739.351),(4 16010.606),(5 16300.078),(6 16601.383),(7 16905.35),(8 16425.322),(9 16527.494),(10 16198.348),(11 16532.742),(12 16914.69),(13 17019.012),(14 16525.547),(15 16881.203),(16 17261.46),(17 17449.447),(18 17190.879),(19 17380.512),(20 16551.25),(21 16339.001),(22 16370.268),(23 16598.053),(24 16569.457),(25 16803.49),(26 16825.078),(27 17328.889),(28 17265.291),(29 17456.605),(30 17327.182),(31 17649.238),(32 17487.34),(33 17527.836),(34 17381.58),(35 16983.354),(36 16815.559),(37 16842.582),(38 16669.355),(39 16812.428),(40 16680.334),(41 16743.379),(42 16818.918),(43 17353.814),(44 17268.518),(45 17087.814),(46 16591.822),(47 16792.07),(48 16858.021),(49 16988.914),(50 16736.48),(51 16963.303),(52 16855.3),(53 16681.027),(54 16508.107),(55 17113.516),(56 17265.809),(57 17806.049),(58 17667.03),(59 17590.092),(60 17078.36),(61 17148.65),(62 17199.828),(63 17625.86),(64 17101.107),(65 16955.178),(66 16650.523),(67 17071.934),(68 17315.104),(69 17491.639),(70 17214.041),(71 17015.752),(72 16640.387),(73 16954.035),(74 16960.938),(75 17230.855),(76 17072.896),(77 17297.154),(78 16985.707),(79 16920.13),
(1 6348.9634),(2 11994.1455),(3 13578.654),(4 14300.252),(5 15122.819),(6 15497.437),(7 15530.738),(8 15075.532),(9 15323.845),(10 15149.766),(11 15313.351),(12 15241.38),(13 15397.83),(14 15116.849),(15 15478.514),(16 15612.791),(17 15578.496),(18 15543.87),(19 15295.036),(20 14781.691),(21 15004.859),(22 15170.779),(23 15786.278),(24 15590.751),(25 15612.938),(26 15805.739),(27 15832.322),(28 15477.158),(29 15779.529),(30 15672.194),(31 16117.599),(32 15701.085),(33 15730.233),(34 15444.438),(35 15264.289),(36 15353.426),(37 15813.544),(38 15503.754),(39 15371.409),(40 15078.1045),(41 14957.045),(42 15148.848),(43 15974.343),(44 15938.246),(45 15781.404),(46 15439.944),(47 15725.045),(48 15886.745),(49 16135.995),(50 15946.993),(51 16030.867),(52 15966.391),(53 15769.996),(54 15489.409),(55 15805.835),(56 15498.478),(57 15571.539),(58 15537.965),(59 15717.108),(60 15474.614),(61 16077.487),(62 16429.986),(63 16961.393),(64 16276.397),(65 15633.319),(66 15364.922),(67 15660.512),(68 15749.857),(69 15997.687),(70 15798.234),(71 15969.986),(72 15530.806),(73 15790.243),(74 15611.432),(75 16166.421),(76 16630.045),(77 16860.121),(78 15927.433),(79 15867.001),
