1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 150216.56),(2 351625.4),(3 668817.3),(4 1105470.9),(5 1681877.6),(6 2458973.3),(7 3404882),(8 4995461.5),(9 6446648),(10 8088216.5),(11 9964053),(12 12087388),(13 14534379),(14 17646838),(15 20877764),(16 25103184),(17 29062944),(18 33424310),(19 39044316),(20 45574548),(21 51423092),(22 57581180),(23 66247860),(24 73546330),(25 82170570),(26 92526340),(27 102047784),(28 113503400),(29 126283240),(30 140291820),(31 156236720),(32 173664930),(33 192215760),(34 209161810),(35 228090510),(36 248512400),(37 269005380),(38 292841860),(39 311942560),(40 330158530),(41 347391460),(42 364830240),(43 382575740),(44 402556060),(45 421474400),(46 438410900),(47 452797100),(48 465058560),(49 475317340),(50 483931230),(51 488784480),(52 493249300),(53 493713250),(54 496453760),(55 497481470),(56 498741540),(57 497231740),(58 492036960),(59 482907100),(60 472705820),(61 462806940),(62 451392900),(63 438299870),(64 422220960),(65 402410270),(66 380823550),(67 359888400),(68 337136030),(69 315743940),(70 296671600),(71 277393860),(72 259281870),(73 241688450),(74 226701700),(75 211530510),(76 196838190),(77 182248400),(78 168376370),(79 156235060),
(1 1873.6276),(2 2106.0156),(3 2153.767),(4 2313.877),(5 2378.2524),(6 2406.9976),(7 2461.837),(8 2515.2417),(9 2491.0315),(10 2593.8733),(11 2732.634),(12 2787.9075),(13 2834.1143),(14 2848.741),(15 2857.7969),(16 2859.9575),(17 2910.403),(18 2949.7568),(19 2930.832),(20 3017.1604),(21 3004.834),(22 3051.104),(23 3057.1602),(24 3125.9524),(25 3164.5896),(26 3204.5522),(27 3175.3857),(28 3192.3948),(29 3214.044),(30 3207.2642),(31 3197.4302),(32 3232.6045),(33 3238.8616),(34 3188.9766),(35 3190.488),(36 3204.8433),(37 3182.07),(38 3179.044),(39 3195.6775),(40 3182.4995),(41 3189.2014),(42 3192.764),(43 3191.6555),(44 3242.4985),(45 3235.5613),(46 3222.2004),(47 3222.5317),(48 3229.225),(49 3121.6182),(50 3178.536),(51 3146.5388),(52 3129.1975),(53 3062.5923),(54 3032.4504),(55 3000.2534),(56 3049.6565),(57 2997.9585),(58 2935.226),(59 2833.1746),(60 2807.19),(61 2789.031),(62 2814.4236),(63 2805.779),(64 2801.086),(65 2715.3528),(66 2691.7698),(67 2701.3147),(68 2669.7302),(69 2655.0725),(70 2636.3406),(71 2650.2026),(72 2627.4063),(73 2599.3906),(74 2613.2798),(75 2642.6265),(76 2638.4941),(77 2655.1626),(78 2635.4443),(79 2587.0078),
(1 1861.7682),(2 2086.143),(3 2105.1758),(4 2263.5483),(5 2343.719),(6 2382.9526),(7 2442.5022),(8 2486.2434),(9 2456.9521),(10 2588.809),(11 2731.2695),(12 2762.369),(13 2789.12),(14 2784.8486),(15 2808.6084),(16 2828.2998),(17 2917.695),(18 2923.7651),(19 2938.0178),(20 2999.9233),(21 3015.2139),(22 3072.5916),(23 3060.9006),(24 3119.0286),(25 3138.3293),(26 3202.655),(27 3188.3772),(28 3231.5442),(29 3179.6829),(30 3177.4485),(31 3224.1719),(32 3251.2227),(33 3263.6094),(34 3220.537),(35 3173.781),(36 3204.7065),(37 3190.5215),(38 3172.0562),(39 3238.6162),(40 3252.033),(41 3201.5593),(42 3216.8494),(43 3271.7737),(44 3256.746),(45 3213.324),(46 3221.4602),(47 3240.8782),(48 3285.8193),(49 3227.6929),(50 3245.5264),(51 3235.6772),(52 3206.8772),(53 3108.0042),(54 3089.2495),(55 3051.349),(56 3136.9248),(57 3090.501),(58 3028.7434),(59 2954.0613),(60 2916.238),(61 2892.2944),(62 2908.6995),(63 2869.9866),(64 2882.8643),(65 2770.9011),(66 2756.7183),(67 2784.2727),(68 2710.754),(69 2698.589),(70 2676.8977),(71 2717.1575),(72 2696.4116),(73 2691.056),(74 2672.762),(75 2668.7363),(76 2683.3691),(77 2664.8557),(78 2674.547),(79 2632.1907),
(1 1797.3086),(2 2020.0549),(3 2007.6588),(4 2224.4988),(5 2256.069),(6 2293.8228),(7 2326.977),(8 2424.0496),(9 2399.4531),(10 2528.734),(11 2661.314),(12 2662.4338),(13 2739.1401),(14 2758.4148),(15 2780.7295),(16 2803.6572),(17 2838.4404),(18 2845.8323),(19 2871.9172),(20 2933.4685),(21 2963.5815),(22 3002.3752),(23 3025.7964),(24 3079.4055),(25 3103.0579),(26 3111.2524),(27 3123.592),(28 3159.241),(29 3145.853),(30 3169.245),(31 3220.5654),(32 3195.7617),(33 3265.6035),(34 3164.9197),(35 3150.3997),(36 3123.759),(37 3111.636),(38 3107.1375),(39 3123.0469),(40 3148.3945),(41 3091.9954),(42 3134.6106),(43 3124.6526),(44 3112.017),(45 3119.2817),(46 3106.435),(47 3108.2737),(48 3101.8184),(49 3065.15),(50 3063.3535),(51 3015.0762),(52 3000.615),(53 2929.743),(54 2885.2354),(55 2856.1946),(56 2892.7925),(57 2857.2317),(58 2782.1228),(59 2720.6353),(60 2706.3777),(61 2684.8289),(62 2704.5938),(63 2705.3455),(64 2696.1887),(65 2608.4763),(66 2614.524),(67 2630.7146),(68 2628.9749),(69 2555.4233),(70 2553.343),(71 2619.1343),(72 2585.4788),(73 2548.233),(74 2548.725),(75 2568.5808),(76 2560.4019),(77 2594.7004),(78 2582.7725),(79 2550.2344),
(1 1797.1193),(2 1997.8196),(3 2004.0125),(4 2206.1704),(5 2221.3242),(6 2280.7583),(7 2308.2463),(8 2353.9146),(9 2353.232),(10 2487.5305),(11 2623.0176),(12 2619.7976),(13 2651.3901),(14 2672.5571),(15 2691.545),(16 2730.9026),(17 2807.8203),(18 2836.1082),(19 2864.2463),(20 2920.3867),(21 2934.0012),(22 2968.2402),(23 3019.2817),(24 3071.0505),(25 3089.03),(26 3096.9956),(27 3129.355),(28 3138.7363),(29 3110.8193),(30 3134.9324),(31 3199.8813),(32 3175.2131),(33 3192.2864),(34 3112.648),(35 3150.7478),(36 3104.7393),(37 3103.5132),(38 3100.6553),(39 3134.5679),(40 3124.7422),(41 3098.8757),(42 3098.0686),(43 3099.1663),(44 3069.5415),(45 3111.267),(46 3041.0764),(47 3060.4714),(48 3068.737),(49 3043.1572),(50 3062.0842),(51 3052.8066),(52 2989.8413),(53 2878.6838),(54 2889.9373),(55 2862.0022),(56 2879.3499),(57 2871.5225),(58 2812.0178),(59 2729.0706),(60 2742.6536),(61 2710.3738),(62 2698.8992),(63 2664.2393),(64 2671.61),(65 2589.922),(66 2571.937),(67 2598.5793),(68 2579.82),(69 2515.9226),(70 2509.7761),(71 2540.2556),(72 2556.272),(73 2484.4539),(74 2479.6184),(75 2474.0906),(76 2479.4666),(77 2516.6624),(78 2505.099),(79 2504.0718),
(1 1749.9924),(2 1958.9177),(3 1969.1821),(4 2130.1543),(5 2159.1482),(6 2247.7595),(7 2284.307),(8 2322.6748),(9 2351.2517),(10 2474.0044),(11 2560.9773),(12 2615.3562),(13 2643.165),(14 2664.8105),(15 2660.768),(16 2674.8086),(17 2702.445),(18 2740.8228),(19 2773.5999),(20 2818.8804),(21 2851.853),(22 2856.192),(23 2889.7275),(24 2905.2214),(25 2983.4507),(26 2931.557),(27 2972.7493),(28 2978.4875),(29 2987.561),(30 2994.6394),(31 3039.692),(32 3047.569),(33 3036.7097),(34 2999.8257),(35 3055.0986),(36 3021.8635),(37 3014.193),(38 3002.8608),(39 3049.295),(40 3060.176),(41 3049.758),(42 3031.4165),(43 3032.5442),(44 3050.5837),(45 3094.9575),(46 3065.7927),(47 3098.9216),(48 3121.9675),(49 3103.5889),(50 3125.221),(51 3094.4453),(52 3086.6887),(53 2972.768),(54 2928.3005),(55 2906.742),(56 2938.8633),(57 2897.003),(58 2853.201),(59 2806.1658),(60 2752.0696),(61 2729.9443),(62 2729.6292),(63 2683.2644),(64 2706.3552),(65 2611.9321),(66 2605.0132),(67 2602.4507),(68 2591.7102),(69 2543.9077),(70 2541.6084),(71 2568.7935),(72 2546.717),(73 2487.5857),(74 2500.6345),(75 2487.4841),(76 2495.7615),(77 2479.3481),(78 2496.842),(79 2491.516),
(1 1705.3903),(2 1882.5273),(3 1876.225),(4 2051.17),(5 2067.6492),(6 2157.5647),(7 2165.2388),(8 2197.5127),(9 2240.8071),(10 2338.3418),(11 2422.4321),(12 2446.1204),(13 2476.291),(14 2499.6042),(15 2523.8352),(16 2574.2332),(17 2615.5576),(18 2640.201),(19 2664.156),(20 2688.1409),(21 2725.5283),(22 2745.5085),(23 2769.2761),(24 2813.4746),(25 2796.2888),(26 2805.3425),(27 2808.0908),(28 2798.6377),(29 2857.747),(30 2847.5776),(31 2866.1938),(32 2871.369),(33 2844.7385),(34 2831.6501),(35 2916.8914),(36 2885.0793),(37 2817.9604),(38 2857.8643),(39 2888.9868),(40 2849.0833),(41 2832.2178),(42 2825.1536),(43 2815.514),(44 2829.2979),(45 2845.9534),(46 2808.7078),(47 2782.8157),(48 2813.9492),(49 2801.668),(50 2799.365),(51 2763.921),(52 2706.7966),(53 2682.9988),(54 2702.486),(55 2649.1082),(56 2625.8381),(57 2622.398),(58 2617.249),(59 2563.9255),(60 2570.405),(61 2489.3374),(62 2473.459),(63 2474.191),(64 2481.3892),(65 2415.9524),(66 2415.8484),(67 2368.0867),(68 2407.6555),(69 2343.0315),(70 2339.691),(71 2364.6511),(72 2378.6533),(73 2359.895),(74 2398.5618),(75 2351.063),(76 2362.1814),(77 2404.1748),(78 2416.3525),(79 2378.1824),
(1 1685.2312),(2 1859.4166),(3 1837.7023),(4 2005.2211),(5 2030.9823),(6 2130.3496),(7 2143.7083),(8 2162.2437),(9 2206.4746),(10 2328.1487),(11 2414.1045),(12 2437.7095),(13 2460.2273),(14 2457.6902),(15 2490.3035),(16 2522.7905),(17 2590.2747),(18 2591.7734),(19 2629.6372),(20 2693.2273),(21 2703.5535),(22 2704.5986),(23 2752.5193),(24 2767.1563),(25 2788.2715),(26 2829.4395),(27 2817.1658),(28 2821.341),(29 2844.9475),(30 2841.9995),(31 2833.3135),(32 2872.1113),(33 2846.8909),(34 2858.1504),(35 2864.5552),(36 2841.285),(37 2840.9182),(38 2876.223),(39 2880.8262),(40 2878.9343),(41 2844.197),(42 2840.0725),(43 2843.821),(44 2847.5054),(45 2852.5725),(46 2805.9456),(47 2788.8193),(48 2806.4006),(49 2762.2654),(50 2748.4321),(51 2755.34),(52 2714.369),(53 2618.642),(54 2610.0962),(55 2585.8494),(56 2558.9238),(57 2556.0513),(58 2523.9744),(59 2498.8345),(60 2483.58),(61 2420.9126),(62 2391.2273),(63 2376.3784),(64 2379.7554),(65 2356.4468),(66 2345.684),(67 2334.5269),(68 2334.035),(69 2288.5244),(70 2295.1152),(71 2291.9438),(72 2304.3723),(73 2318.687),(74 2305.1553),(75 2266.4124),(76 2257.7097),(77 2330.529),(78 2311.2507),(79 2331.771),
(1 1693.4666),(2 1811.9656),(3 1808.5771),(4 1971.164),(5 1986.1342),(6 2094.353),(7 2129.9001),(8 2131.6604),(9 2190.975),(10 2292.3381),(11 2380.6306),(12 2381.6453),(13 2398.8958),(14 2455.5115),(15 2436.8838),(16 2478.5535),(17 2536.8994),(18 2511.1262),(19 2562.742),(20 2626.9414),(21 2671.801),(22 2680.7456),(23 2698.3591),(24 2732.2432),(25 2746.0032),(26 2788.1086),(27 2750.8196),(28 2741.8125),(29 2767.017),(30 2793.8345),(31 2807.3062),(32 2853.1912),(33 2785.2961),(34 2796.6316),(35 2791.2732),(36 2773.6682),(37 2805.032),(38 2797.9563),(39 2826.6936),(40 2825.057),(41 2846.052),(42 2826.0132),(43 2816.4182),(44 2836.1592),(45 2805.2637),(46 2778.293),(47 2796.0923),(48 2806.8142),(49 2804.0664),(50 2789.5886),(51 2753.3127),(52 2744.033),(53 2697.7722),(54 2640.7969),(55 2617.5183),(56 2621.5234),(57 2601.4978),(58 2614.117),(59 2589.3113),(60 2561.6606),(61 2498.2813),(62 2443.421),(63 2445.5273),(64 2403.2737),(65 2409.1523),(66 2380.718),(67 2351.3608),(68 2341.7188),(69 2288.5476),(70 2285.1953),(71 2335.6362),(72 2315.498),(73 2306.6016),(74 2295.7913),(75 2280.2625),(76 2264.1711),(77 2329.4958),(78 2305.2976),(79 2288.4285),
(1 1659.065),(2 1767.3925),(3 1780.0546),(4 1929.8557),(5 1932.9917),(6 2071.4006),(7 2108.8289),(8 2111.7532),(9 2160.2644),(10 2241.9756),(11 2342.9795),(12 2301.3845),(13 2345.6313),(14 2387.2043),(15 2421.9802),(16 2472.661),(17 2508.162),(18 2489.1367),(19 2534.2698),(20 2615.5247),(21 2602.1357),(22 2609.7805),(23 2629.2847),(24 2682.8352),(25 2686.1382),(26 2709.7617),(27 2689.1887),(28 2675.5164),(29 2660.4602),(30 2736.1948),(31 2702.7551),(32 2720.0964),(33 2702.4734),(34 2757.6987),(35 2703.6477),(36 2716.1868),(37 2701.673),(38 2668.5337),(39 2740.1545),(40 2733.0134),(41 2721.902),(42 2717.5325),(43 2688.327),(44 2682.277),(45 2685.3564),(46 2678.0269),(47 2688.2607),(48 2693.839),(49 2664.0085),(50 2649.504),(51 2599.4424),(52 2588.4426),(53 2538.2368),(54 2505.1113),(55 2463.33),(56 2466.6333),(57 2420.7522),(58 2429.1453),(59 2415.1853),(60 2401.1),(61 2331.2927),(62 2286.9836),(63 2260.4717),(64 2275.3745),(65 2271.5195),(66 2236.894),(67 2212.777),(68 2200.7573),(69 2175.8657),(70 2174.7742),(71 2225.6238),(72 2230.4307),(73 2203.2976),(74 2200.2148),(75 2210.0676),(76 2195.9668),(77 2248.438),(78 2265.1763),(79 2229.8623),
(1 1631.1007),(2 1736.787),(3 1754.5112),(4 1894.126),(5 1909.691),(6 2001.5505),(7 2056.5527),(8 2081.6143),(9 2123.0144),(10 2188.2766),(11 2282.339),(12 2295.2583),(13 2312.584),(14 2330.9155),(15 2347.0784),(16 2392.4092),(17 2454.8984),(18 2463.3665),(19 2494.687),(20 2561.9055),(21 2549.4753),(22 2530.326),(23 2559.0994),(24 2609.4897),(25 2608.8413),(26 2645.5054),(27 2615.9578),(28 2637.981),(29 2610.8584),(30 2660.1536),(31 2624.5059),(32 2649.7156),(33 2670.0264),(34 2698.4795),(35 2667.912),(36 2643.3662),(37 2635.18),(38 2636.9316),(39 2658.4941),(40 2654.896),(41 2659.2986),(42 2639.9377),(43 2592.6687),(44 2616.9688),(45 2607.0735),(46 2591.991),(47 2585.8396),(48 2621.7239),(49 2554.7908),(50 2562.4038),(51 2522.5906),(52 2512.4963),(53 2511.4197),(54 2455.2527),(55 2413.2952),(56 2410.875),(57 2399.342),(58 2419.419),(59 2396.8755),(60 2345.1504),(61 2278.4717),(62 2257.1187),(63 2205.7551),(64 2217.889),(65 2238.9504),(66 2221.6863),(67 2203.8179),(68 2190.4387),(69 2159.8096),(70 2170.7417),(71 2180.5574),(72 2189.106),(73 2167.2996),(74 2155.0996),(75 2168.5051),(76 2135.933),(77 2193.5486),(78 2214.3901),(79 2202.696),
(1 1620.5049),(2 1721.1074),(3 1754.4418),(4 1881.436),(5 1876.2079),(6 1997.0332),(7 2075.583),(8 2051.672),(9 2095.1921),(10 2172.1626),(11 2249.975),(12 2251.988),(13 2262.161),(14 2335.9285),(15 2346.3403),(16 2367.995),(17 2421.934),(18 2412.7795),(19 2450.2554),(20 2489.232),(21 2495.6682),(22 2551.9812),(23 2523.6824),(24 2533.9546),(25 2573.2673),(26 2608.2263),(27 2554.9346),(28 2603.2874),(29 2610.524),(30 2618.1973),(31 2620.352),(32 2615.1895),(33 2599.3474),(34 2616.5024),(35 2655.8708),(36 2662.1616),(37 2649.2073),(38 2613.526),(39 2652.7988),(40 2641.3777),(41 2620.2693),(42 2628.4753),(43 2608.2698),(44 2645.3347),(45 2678.4043),(46 2614.081),(47 2628.1274),(48 2636.008),(49 2621.691),(50 2633.6724),(51 2602.108),(52 2603.8135),(53 2569.8484),(54 2510.6528),(55 2481.3508),(56 2466.2637),(57 2461.0112),(58 2428.079),(59 2417.4043),(60 2390.0625),(61 2311.7322),(62 2285.9556),(63 2268.9192),(64 2268.0286),(65 2247.6099),(66 2237.6873),(67 2215.3596),(68 2205.3242),(69 2152.214),(70 2147.3962),(71 2168.705),(72 2186.1047),(73 2146.107),(74 2124.9795),(75 2137.4485),(76 2110.5637),(77 2135.9395),(78 2151.4502),(79 2148.7798),
(1 1603.9784),(2 1700.0719),(3 1752.8992),(4 1862.1514),(5 1850.6171),(6 1982.621),(7 2040.9371),(8 2055.8535),(9 2072.0947),(10 2147.6262),(11 2238.0674),(12 2252.9236),(13 2263.5078),(14 2311.1577),(15 2318.0454),(16 2352.056),(17 2428.1035),(18 2424.4846),(19 2467.471),(20 2482.6716),(21 2509.3447),(22 2538.7861),(23 2551.9026),(24 2507.1194),(25 2548.778),(26 2572.1765),(27 2584.2917),(28 2596.1067),(29 2601.1455),(30 2576.199),(31 2590.276),(32 2552.7834),(33 2569.9336),(34 2557.7048),(35 2530.2446),(36 2545.7146),(37 2527.4695),(38 2536.482),(39 2553.5735),(40 2539.8086),(41 2559.725),(42 2538.115),(43 2505.411),(44 2524.188),(45 2521.1772),(46 2525.17),(47 2505.327),(48 2493.426),(49 2498.0671),(50 2469.9626),(51 2453.8972),(52 2425.6548),(53 2408.4607),(54 2345.085),(55 2347.287),(56 2334.341),(57 2326.5278),(58 2314.279),(59 2285.8188),(60 2268.1516),(61 2207.1492),(62 2167.305),(63 2174.7813),(64 2171.334),(65 2176.162),(66 2164.4922),(67 2115.5334),(68 2145.1196),(69 2080.8984),(70 2105.9885),(71 2119.1345),(72 2126.1936),(73 2100.779),(74 2110.7212),(75 2107.347),(76 2084.8298),(77 2127.7505),(78 2151.472),(79 2107.1895),
(1 1578.7687),(2 1653.2892),(3 1757.966),(4 1842.884),(5 1821.4471),(6 1946.0758),(7 1999.9729),(8 2008.2938),(9 2004.7001),(10 2079.5908),(11 2131.1965),(12 2170.355),(13 2158.2085),(14 2255.1372),(15 2213.98),(16 2279.6104),(17 2353.2183),(18 2332.4297),(19 2355.5457),(20 2337.9055),(21 2406.7817),(22 2409.3518),(23 2417.8064),(24 2383.0645),(25 2436.092),(26 2471.7886),(27 2449.089),(28 2447.034),(29 2468.327),(30 2408.2102),(31 2462.1963),(32 2443.7761),(33 2472.839),(34 2454.6887),(35 2421.1614),(36 2467.9336),(37 2440.9568),(38 2445.107),(39 2446.619),(40 2451.3408),(41 2445.8162),(42 2450.753),(43 2412.458),(44 2431.3188),(45 2445.1558),(46 2436.6765),(47 2420.826),(48 2426.9915),(49 2406.0508),(50 2403.6155),(51 2415.2383),(52 2373.2502),(53 2353.4387),(54 2280.225),(55 2235.2966),(56 2268.3523),(57 2214.8887),(58 2212.7463),(59 2201.266),(60 2218.1738),(61 2140.8872),(62 2098.0542),(63 2088.522),(64 2118.4932),(65 2108.4592),(66 2099.9915),(67 2091.9863),(68 2072.7815),(69 2043.6288),(70 2048.629),(71 2073.75),(72 2067.5413),(73 2048.419),(74 2026.4923),(75 2045.3458),(76 2005.2164),(77 2059.3792),(78 2096.121),(79 2077.4294),
(1 1525.1655),(2 1574.7788),(3 1695.4634),(4 1757.2255),(5 1758.9861),(6 1855.8822),(7 1906.58),(8 1925.5537),(9 1954.1371),(10 2036.1307),(11 2083.6072),(12 2109.5457),(13 2083.065),(14 2152.7966),(15 2151.3228),(16 2203.0837),(17 2281.9324),(18 2297.802),(19 2299.4846),(20 2289.5078),(21 2317.4187),(22 2337.2317),(23 2357.2798),(24 2323.7158),(25 2393.994),(26 2373.0076),(27 2391.3613),(28 2399.6323),(29 2395.951),(30 2353.617),(31 2379.7747),(32 2387.3875),(33 2439.4849),(34 2419.789),(35 2413.104),(36 2417.181),(37 2418.547),(38 2405.6514),(39 2396.0774),(40 2412.8787),(41 2425.7427),(42 2416.0952),(43 2400.9482),(44 2432.9038),(45 2464.0845),(46 2434.3284),(47 2410.5242),(48 2412.7869),(49 2398.1538),(50 2370.277),(51 2399.2095),(52 2390.295),(53 2364.9238),(54 2312.8396),(55 2300.6614),(56 2308.1982),(57 2276.3406),(58 2269.9011),(59 2272.792),(60 2250.0718),(61 2181.8806),(62 2140.1748),(63 2142.0024),(64 2129.1885),(65 2124.4612),(66 2097.3813),(67 2103.3235),(68 2079.2578),(69 2046.356),(70 2023.953),(71 2033.9546),(72 2036.8656),(73 2034.9666),(74 1966.7144),(75 1987.1663),(76 1969.7573),(77 1972.0077),(78 2004.6224),(79 2011.1035),
(1 1476.2083),(2 1530.962),(3 1662.8491),(4 1738.539),(5 1735.4569),(6 1839.2845),(7 1872.917),(8 1903.9465),(9 1908.3109),(10 1986.6757),(11 2024.5791),(12 2063.2976),(13 2042.0565),(14 2131.4355),(15 2115.6226),(16 2126.826),(17 2177.224),(18 2228.564),(19 2234.4119),(20 2236.0132),(21 2253.153),(22 2257.96),(23 2265.4988),(24 2286.659),(25 2301.7153),(26 2304.8474),(27 2294.3337),(28 2331.0208),(29 2305.3992),(30 2295.6775),(31 2315.7407),(32 2347.3557),(33 2395.299),(34 2390.5513),(35 2410.7288),(36 2364.9204),(37 2367.6428),(38 2351.044),(39 2362.4563),(40 2352.5771),(41 2374.6558),(42 2347.137),(43 2367.6975),(44 2364.0793),(45 2400.073),(46 2354.1033),(47 2388.4927),(48 2355.963),(49 2350.2764),(50 2330.879),(51 2327.0898),(52 2332.1716),(53 2303.8438),(54 2216.8489),(55 2222.247),(56 2196.1477),(57 2183.2095),(58 2180.3926),(59 2177.3328),(60 2149.0093),(61 2089.4868),(62 2070.064),(63 2079.4495),(64 2053.9973),(65 2051.006),(66 2056.5386),(67 2033.2808),(68 2007.5586),(69 1989.241),(70 1958.3868),(71 1995.3903),(72 1993.8136),(73 1954.4235),(74 1941.8496),(75 1963.0953),(76 1924.534),(77 1949.5225),(78 1989.2378),(79 1964.5394),
(1 1486.0247),(2 1496.0071),(3 1630.9606),(4 1726.1841),(5 1730.4901),(6 1832.585),(7 1840.6993),(8 1893.3519),(9 1895.9702),(10 1938.4402),(11 2004.4371),(12 2048.02),(13 2015.2654),(14 2097.9856),(15 2120.3066),(16 2118.0828),(17 2142.6194),(18 2212.8042),(19 2180.8035),(20 2190.295),(21 2225.81),(22 2242.9556),(23 2262.3867),(24 2263.6296),(25 2323.0552),(26 2319.558),(27 2325.0718),(28 2360.0435),(29 2336.428),(30 2320.805),(31 2305.879),(32 2346.0596),(33 2405.7512),(34 2370.256),(35 2365.998),(36 2345.1252),(37 2331.9365),(38 2331.281),(39 2331.6755),(40 2320.8364),(41 2298.7185),(42 2291.3647),(43 2302.651),(44 2311.6377),(45 2321.3599),(46 2283.2312),(47 2318.154),(48 2277.5881),(49 2292.0513),(50 2257.9502),(51 2249.6035),(52 2241.0544),(53 2245.3032),(54 2166.9014),(55 2179.0535),(56 2136.968),(57 2109.0085),(58 2092.3638),(59 2098.2686),(60 2086.8743),(61 2051.4749),(62 2032.8313),(63 2033.5353),(64 1998.1346),(65 2005.1637),(66 2031.0258),(67 1985.0802),(68 1977.7542),(69 1946.4003),(70 1948.449),(71 1968.1707),(72 1973.143),(73 1940.2047),(74 1900.0994),(75 1927.522),(76 1920.3973),(77 1932.5393),(78 1974.6765),(79 1943.047),
