1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 109537.125),(2 184759.67),(3 234285.69),(4 470150.25),(5 694329),(6 894616.06),(7 1249308.9),(8 1610425.9),(9 1960377.6),(10 2440182),(11 2963679.3),(12 3465028.8),(13 4144183),(14 4804487.5),(15 5502202.5),(16 6272343.5),(17 7173466),(18 8039616.5),(19 9002304),(20 10060220),(21 11267048),(22 12297125),(23 13575949),(24 14678688),(25 15713355),(26 16861072),(27 17950386),(28 18942672),(29 20211108),(30 21220906),(31 22225596),(32 23350454),(33 24367024),(34 25275094),(35 26360010),(36 27598390),(37 28527218),(38 29719270),(39 30834992),(40 31793582),(41 32944262),(42 33929356),(43 34785740),(44 35717696),(45 36610436),(46 37364410),(47 38396704),(48 39329204),(49 40180704),(50 41204430),(51 42333372),(52 43227348),(53 44552770),(54 45795730),(55 47069504),(56 48560640),(57 49937364),(58 51178228),(59 52639840),(60 54076076),(61 55304492),(62 56729068),(63 58125188),(64 59258924),(65 60740204),(66 62207892),(67 63367100),(68 64837372),(69 66306068),(70 67547990),(71 69073000),(72 70463930),(73 71765816),(74 73246810),(75 74747170),(76 75782480),(77 77112696),(78 78385860),(79 79357800),
(1 450.8403),(2 649.61127),(3 768.5206),(4 848.15027),(5 902.58716),(6 937.0346),(7 928.6846),(8 919.6736),(9 891.98334),(10 860.22144),(11 832.8071),(12 818.02515),(13 813.0843),(14 832.50146),(15 869.2534),(16 911.76),(17 949.8663),(18 990.62897),(19 1011.93445),(20 1011.8215),(21 1002.46936),(22 983.51965),(23 956.1038),(24 938.4782),(25 937.6859),(26 941.4967),(27 948.5775),(28 947.4975),(29 945.8424),(30 947.8707),(31 957.8012),(32 958.0362),(33 953.2878),(34 955.9056),(35 962.6705),(36 959.1963),(37 962.1274),(38 963.8848),(39 964.80304),(40 954.5832),(41 949.4661),(42 940.3505),(43 935.85333),(44 935.56665),(45 945.12006),(46 948.123),(47 946.2291),(48 945.99915),(49 949.1715),(50 949.25195),(51 958.4292),(52 962.59674),(53 954.7171),(54 949.937),(55 945.97076),(56 946.89844),(57 943.5863),(58 948.101),(59 954.085),(60 953.7243),(61 952.27856),(62 945.8089),(63 945.0744),(64 929.76855),(65 933.14874),(66 924.8287),(67 911.4438),(68 918.25586),(69 913.5121),(70 909.433),(71 906.4679),(72 903.77594),(73 907.68335),(74 912.2813),(75 909.1759),(76 913.56085),(77 905.1713),(78 910.3864),(79 913.64056),
(1 437.3436),(2 645.76886),(3 770.2525),(4 869.85956),(5 941.4508),(6 992.7992),(7 999.86316),(8 976.51166),(9 935.6658),(10 891.5186),(11 862.7103),(12 840.08527),(13 843.05597),(14 874.10535),(15 915.5396),(16 961.9542),(17 1011.3037),(18 1046.591),(19 1069.7349),(20 1067.0701),(21 1046.4094),(22 1015.98944),(23 988.307),(24 960.7728),(25 947.4195),(26 947.54517),(27 965.10913),(28 968.381),(29 987.58624),(30 1003.48),(31 1015.9072),(32 1018.7907),(33 1017.4007),(34 1024.0144),(35 1016.8235),(36 1017.06757),(37 1017.78577),(38 1014.59424),(39 1014.28925),(40 997.90326),(41 983.9206),(42 981.33997),(43 974.9472),(44 985.46533),(45 994.712),(46 1003.92206),(47 1002.4864),(48 1000.1917),(49 997.5509),(50 997.35474),(51 1008.8083),(52 1016.24347),(53 1000.3324),(54 990.1518),(55 980.0008),(56 980.4471),(57 991.4647),(58 1003.61304),(59 1003.4539),(60 1002.1042),(61 998.1314),(62 995.30597),(63 988.0169),(64 976.7067),(65 973.34424),(66 967.2778),(67 962.7201),(68 958.5042),(69 957.7818),(70 952.5511),(71 943.38367),(72 944.6639),(73 943.28406),(74 938.48846),(75 936.02423),(76 932.6682),(77 930.67474),(78 932.63275),(79 934.08673),
(1 435.88132),(2 638.7528),(3 764.1795),(4 853.8083),(5 916.8375),(6 942.74725),(7 948.81354),(8 923.857),(9 897.5638),(10 855.9497),(11 833.04095),(12 821.7489),(13 824.2063),(14 849.8643),(15 891.52716),(16 929.05286),(17 980.7184),(18 1009.2597),(19 1011.28296),(20 1011.6284),(21 990.0551),(22 973.04724),(23 949.65796),(24 927.5428),(25 921.31),(26 912.81934),(27 919.075),(28 931.3557),(29 935.5465),(30 950.0826),(31 954.45996),(32 959.43695),(33 950.6772),(34 955.1153),(35 966.7678),(36 973.8875),(37 980.41315),(38 969.4956),(39 964.3232),(40 959.9919),(41 958.53906),(42 955.99774),(43 947.8122),(44 953.03467),(45 945.7519),(46 943.7122),(47 955.7865),(48 952.7042),(49 957.655),(50 958.31616),(51 952.8852),(52 952.4456),(53 952.58844),(54 943.6648),(55 938.9583),(56 943.0183),(57 945.4432),(58 953.308),(59 958.89923),(60 964.2951),(61 968.77576),(62 959.20447),(63 951.0694),(64 935.2895),(65 934.7807),(66 929.6969),(67 928.94476),(68 922.20166),(69 925.5608),(70 919.2192),(71 922.35864),(72 924.28064),(73 930.4351),(74 928.10297),(75 919.2609),(76 918.52246),(77 912.0064),(78 907.04846),(79 905.8912),
(1 430.51736),(2 639.9886),(3 758.9545),(4 840.62085),(5 891.0803),(6 913.6571),(7 917.5268),(8 895.0482),(9 860.68494),(10 825.78577),(11 816.0885),(12 799.35626),(13 799.779),(14 826.9484),(15 859.5161),(16 903.12335),(17 935.7808),(18 964.12006),(19 979.95526),(20 985.33276),(21 972.5694),(22 956.1939),(23 940.31836),(24 920.79034),(25 917.9031),(26 913.9373),(27 924.1941),(28 924.7689),(29 928.41895),(30 936.88916),(31 945.1199),(32 952.43787),(33 943.9041),(34 942.228),(35 954.0234),(36 960.9321),(37 951.2513),(38 947.1912),(39 938.88666),(40 931.7488),(41 931.2407),(42 925.21387),(43 919.66833),(44 924.6784),(45 928.06555),(46 928.9116),(47 930.7275),(48 929.61127),(49 933.5157),(50 927.6204),(51 924.8246),(52 924.96893),(53 918.14233),(54 912.4039),(55 909.43604),(56 912.8214),(57 923.5608),(58 927.60144),(59 926.9948),(60 929.6792),(61 929.5593),(62 932.16583),(63 935.26434),(64 926.6208),(65 917.91766),(66 909.1624),(67 914.2442),(68 913.5285),(69 902.6194),(70 907.9101),(71 909.8637),(72 907.5437),(73 908.37317),(74 897.5546),(75 899.0476),(76 888.26855),(77 884.8625),(78 890.51154),(79 889.68256),
(1 414.49368),(2 609.5108),(3 728.2207),(4 795.50507),(5 846.02625),(6 879.5497),(7 885.21826),(8 874.3183),(9 842.15094),(10 803.7164),(11 790.1842),(12 770.9377),(13 770.46),(14 794.11066),(15 825.2347),(16 868.1745),(17 906.339),(18 933.806),(19 954.0235),(20 954.14264),(21 933.4707),(22 918.61536),(23 895.04047),(24 869.2337),(25 853.82043),(26 846.36725),(27 855.70575),(28 858.0184),(29 870.3143),(30 882.82666),(31 890.3865),(32 890.72363),(33 885.2798),(34 890.8658),(35 898.5559),(36 912.3951),(37 916.3199),(38 916.841),(39 909.73303),(40 899.7722),(41 893.5592),(42 900.8506),(43 896.8032),(44 897.59766),(45 903.3444),(46 894.1999),(47 907.5005),(48 906.82184),(49 907.38385),(50 901.71954),(51 895.3021),(52 888.72955),(53 881.2016),(54 874.34985),(55 865.56946),(56 865.0345),(57 867.3435),(58 872.85864),(59 868.87),(60 870.3059),(61 868.63446),(62 862.7604),(63 873.0495),(64 871.0407),(65 870.1843),(66 862.49414),(67 861.74634),(68 858.98236),(69 852.433),(70 851.9149),(71 851.35223),(72 847.2613),(73 847.29456),(74 847.17694),(75 852.011),(76 857.6715),(77 843.09186),(78 847.3913),(79 854.4141),
(1 415.78317),(2 607.7589),(3 729.50476),(4 804.48267),(5 854.2547),(6 878.9265),(7 881.7367),(8 864.6251),(9 830.1615),(10 784.26074),(11 765.17786),(12 749.82996),(13 745.69037),(14 758.22766),(15 795.94434),(16 834.4936),(17 870.61847),(18 889.7555),(19 903.4444),(20 891.971),(21 879.8432),(22 865.4321),(23 847.2351),(24 832.49835),(25 824.2813),(26 822.4574),(27 836.4866),(28 836.7553),(29 857.02905),(30 869.12274),(31 865.4574),(32 862.77454),(33 852.88196),(34 860.30414),(35 867.87714),(36 872.0347),(37 883.36316),(38 882.2998),(39 871.00214),(40 865.33325),(41 863.06256),(42 869.70953),(43 869.3338),(44 877.20667),(45 885.4637),(46 887.02484),(47 882.0879),(48 880.0235),(49 891.7203),(50 882.61237),(51 873.52124),(52 867.6312),(53 864.39014),(54 863.0864),(55 853.3947),(56 850.6432),(57 857.2129),(58 866.11957),(59 865.6153),(60 859.1924),(61 862.3037),(62 861.1699),(63 871.14374),(64 860.32947),(65 855.4799),(66 850.7133),(67 843.57416),(68 831.90265),(69 826.4179),(70 829.53534),(71 827.30347),(72 826.8137),(73 836.0246),(74 836.34595),(75 841.7685),(76 841.7131),(77 836.3799),(78 849.7828),(79 845.2295),
(1 412.65274),(2 605.5654),(3 733.5821),(4 814.69104),(5 872.77155),(6 897.14465),(7 895.5205),(8 878.5128),(9 837.2375),(10 796.8932),(11 774.69617),(12 760.7008),(13 759.7639),(14 778.92664),(15 812.8519),(16 857.9164),(17 904.2161),(18 935.43335),(19 945.9329),(20 942.64343),(21 929.67706),(22 896.82135),(23 881.0823),(24 858.03687),(25 854.75494),(26 858.89966),(27 873.6035),(28 880.3056),(29 890.8755),(30 907.7192),(31 908.426),(32 911.50336),(33 905.6311),(34 909.1716),(35 913.1679),(36 921.7889),(37 916.6516),(38 897.41327),(39 889.63104),(40 879.63684),(41 870.78357),(42 873.17645),(43 877.0744),(44 883.8032),(45 892.903),(46 899.2632),(47 903.40576),(48 907.68146),(49 915.22046),(50 912.07196),(51 898.53925),(52 884.27795),(53 884.9635),(54 870.3454),(55 862.7333),(56 867.64124),(57 882.426),(58 894.16046),(59 900.6052),(60 899.36176),(61 896.07855),(62 896.4779),(63 894.21124),(64 890.0086),(65 884.55756),(66 879.92175),(67 876.3815),(68 872.7799),(69 866.4443),(70 856.5002),(71 854.3383),(72 852.3765),(73 847.9395),(74 840.0148),(75 844.39044),(76 835.94446),(77 838.50055),(78 848.5623),(79 845.9443),
(1 392.7505),(2 569.9446),(3 680.77686),(4 759.5679),(5 813.5047),(6 835.14233),(7 839.3136),(8 816.8102),(9 786.9156),(10 753.96124),(11 725.1075),(12 721.0287),(13 726.1922),(14 744.5691),(15 785.10614),(16 816.018),(17 843.6009),(18 865.58484),(19 873.5237),(20 870.81067),(21 857.4903),(22 835.93713),(23 822.6602),(24 805.657),(25 804.72015),(26 806.8586),(27 813.64825),(28 816.96204),(29 823.9538),(30 835.61395),(31 834.6932),(32 843.79565),(33 851.6023),(34 842.70325),(35 842.04767),(36 841.0127),(37 839.3838),(38 829.6139),(39 819.15173),(40 808.0028),(41 805.4907),(42 805.1192),(43 804.77844),(44 810.9399),(45 815.757),(46 818.6799),(47 824.962),(48 829.59033),(49 834.8264),(50 835.8048),(51 831.07855),(52 826.6316),(53 832.6747),(54 827.704),(55 822.4592),(56 816.8161),(57 823.9439),(58 840.0126),(59 849.68005),(60 845.1877),(61 843.98645),(62 839.5648),(63 845.6182),(64 833.0993),(65 837.0043),(66 830.07794),(67 820.6707),(68 815.5692),(69 806.9936),(70 815.6448),(71 805.6239),(72 798.7666),(73 798.39685),(74 797.61346),(75 791.3115),(76 790.56165),(77 798.8855),(78 800.1037),(79 802.46857),
(1 392.62204),(2 579.3532),(3 685.79584),(4 754.56116),(5 803.88336),(6 830.26056),(7 828.7372),(8 806.74054),(9 773.9404),(10 736.2183),(11 712.46436),(12 721.3153),(13 722.83966),(14 737.8801),(15 763.85333),(16 795.54834),(17 831.83374),(18 863.57764),(19 862.25946),(20 852.172),(21 844.9003),(22 818.87366),(23 805.12274),(24 798.57965),(25 793.3874),(26 795.7996),(27 802.5439),(28 810.8326),(29 828.1079),(30 837.1272),(31 836.83997),(32 836.5373),(33 831.96063),(34 835.5906),(35 835.4789),(36 837.61816),(37 836.20416),(38 839.43616),(39 835.3294),(40 832.1643),(41 825.50006),(42 817.6649),(43 816.14136),(44 810.0346),(45 821.4108),(46 814.2899),(47 824.50287),(48 827.05835),(49 832.3977),(50 828.33954),(51 822.0246),(52 814.0726),(53 814.4499),(54 811.55414),(55 807.2382),(56 810.50195),(57 811.3461),(58 824.2993),(59 833.45966),(60 837.0655),(61 838.9582),(62 831.2435),(63 835.6971),(64 824.00226),(65 820.52936),(66 814.2322),(67 804.14703),(68 806.5226),(69 814.56946),(70 817.6323),(71 813.0451),(72 813.6521),(73 816.4623),(74 810.7886),(75 811.1198),(76 796.3944),(77 792.4583),(78 800.00116),(79 802.7069),
(1 383.60733),(2 566.0303),(3 668.1386),(4 731.9321),(5 778.9385),(6 801.6229),(7 807.27246),(8 787.9429),(9 754.4188),(10 726.49567),(11 702.8692),(12 708.9317),(13 719.41113),(14 740.9036),(15 777.7429),(16 818.34094),(17 851.6121),(18 874.5324),(19 882.7547),(20 867.99255),(21 852.64734),(22 836.3773),(23 822.27545),(24 812.23413),(25 806.59436),(26 812.41785),(27 816.3014),(28 829.05334),(29 837.46936),(30 851.16315),(31 851.40894),(32 843.4847),(33 839.686),(34 839.88245),(35 835.2874),(36 837.3606),(37 844.6894),(38 845.56995),(39 841.2658),(40 833.2409),(41 815.40497),(42 812.603),(43 808.18933),(44 807.2611),(45 809.9703),(46 815.15546),(47 816.67096),(48 822.0091),(49 823.7119),(50 819.16156),(51 811.68164),(52 809.7462),(53 801.9328),(54 797.93616),(55 800.2525),(56 800.0172),(57 811.9594),(58 817.1242),(59 824.10864),(60 825.0459),(61 822.1364),(62 822.37146),(63 823.80347),(64 817.2305),(65 816.2402),(66 807.9467),(67 801.1417),(68 799.8894),(69 802.63684),(70 806.65265),(71 805.71045),(72 801.1352),(73 795.8354),(74 798.8912),(75 797.5765),(76 790.1102),(77 776.5199),(78 770.89496),(79 769.5361),
(1 378.5168),(2 562.2846),(3 673.5123),(4 733.10614),(5 779.7902),(6 797.8231),(7 789.84344),(8 770.98987),(9 749.03186),(10 709.0579),(11 680.5191),(12 685.7394),(13 700.91705),(14 721.29065),(15 749.68054),(16 787.6697),(17 826.7715),(18 850.4873),(19 856.4573),(20 851.55414),(21 837.0457),(22 824.5729),(23 806.60046),(24 796.8171),(25 793.4802),(26 802.1445),(27 815.4531),(28 828.726),(29 841.2105),(30 847.0584),(31 845.143),(32 847.98706),(33 848.85004),(34 841.3598),(35 832.63916),(36 828.12805),(37 827.6745),(38 831.8398),(39 836.0888),(40 839.9024),(41 834.90643),(42 830.73065),(43 827.4915),(44 832.3453),(45 846.92773),(46 843.2246),(47 834.97784),(48 841.4921),(49 842.3928),(50 843.18524),(51 839.8954),(52 825.5187),(53 815.37305),(54 804.68475),(55 802.05396),(56 800.362),(57 807.2663),(58 818.8912),(59 816.2597),(60 814.6732),(61 815.7108),(62 822.55444),(63 825.3174),(64 819.3248),(65 815.6563),(66 802.402),(67 799.10944),(68 804.3456),(69 799.2192),(70 796.71045),(71 793.8091),(72 797.34534),(73 800.88043),(74 800.4923),(75 793.953),(76 786.3329),(77 776.45013),(78 777.55035),(79 774.2589),
(1 372.86118),(2 557.122),(3 671.9136),(4 742.457),(5 781.8755),(6 802.51337),(7 809.24506),(8 783.7103),(9 746.7081),(10 702.50476),(11 687.9759),(12 696.7698),(13 711.6892),(14 734.2488),(15 776.3208),(16 812.6219),(17 848.853),(18 859.9405),(19 866.8559),(20 859.8134),(21 854.27216),(22 837.0597),(23 827.25433),(24 810.1546),(25 798.6053),(26 806.57764),(27 827.32074),(28 836.56604),(29 847.04254),(30 855.13354),(31 858.7637),(32 852.32355),(33 851.80023),(34 842.7133),(35 844.2307),(36 845.28314),(37 847.79987),(38 849.9532),(39 849.56415),(40 842.87427),(41 827.71136),(42 817.07043),(43 812.51996),(44 819.19305),(45 829.4406),(46 830.84033),(47 839.0295),(48 842.01953),(49 844.17926),(50 837.33997),(51 830.90466),(52 825.41583),(53 815.4988),(54 804.53845),(55 797.47217),(56 805.80096),(57 810.5655),(58 811.4626),(59 815.36523),(60 818.3298),(61 813.58093),(62 811.37146),(63 816.6162),(64 809.6731),(65 799.7785),(66 799.81177),(67 797.2948),(68 793.7968),(69 786.9769),(70 788.915),(71 786.9567),(72 793.5456),(73 793.44507),(74 794.19244),(75 792.478),(76 787.43964),(77 785.49194),(78 787.24176),(79 786.13055),
(1 359.32047),(2 525.72766),(3 627.4298),(4 694.4563),(5 733.06244),(6 745.94525),(7 747.60376),(8 734.95355),(9 703.6464),(10 670.5128),(11 657.3603),(12 666.547),(13 674.5893),(14 689.5741),(15 726.6296),(16 752.50635),(17 777.70105),(18 791.27386),(19 803.1546),(20 788.7339),(21 775.31995),(22 767.6998),(23 751.8463),(24 736.03687),(25 724.88605),(26 720.0626),(27 733.36926),(28 746.48584),(29 763.49817),(30 772.1755),(31 782.65594),(32 776.2826),(33 774.20764),(34 777.0368),(35 779.293),(36 770.58813),(37 768.2393),(38 768.7569),(39 768.857),(40 763.8607),(41 751.0487),(42 753.1669),(43 754.2815),(44 754.98126),(45 753.3091),(46 756.07306),(47 761.2195),(48 764.128),(49 766.0991),(50 763.64905),(51 762.9807),(52 758.9595),(53 755.08167),(54 750.8734),(55 751.2035),(56 760.8544),(57 765.86993),(58 768.9341),(59 773.4741),(60 775.3226),(61 778.17303),(62 771.4062),(63 772.95905),(64 764.04407),(65 757.8002),(66 754.19354),(67 750.95526),(68 752.1196),(69 741.5028),(70 743.2397),(71 747.6959),(72 738.43097),(73 732.12616),(74 732.5294),(75 733.51),(76 730.05383),(77 734.5231),(78 736.22943),(79 739.7389),
(1 364.22473),(2 527.5357),(3 629.8162),(4 688.7666),(5 731.4278),(6 747.69415),(7 751.4628),(8 728.2602),(9 699.48584),(10 661.42523),(11 644.4765),(12 652.64685),(13 659.7098),(14 678.7007),(15 714.66693),(16 735.6428),(17 756.0602),(18 763.0228),(19 771.357),(20 761.25745),(21 747.41327),(22 732.40515),(23 726.35803),(24 717.1591),(25 712.7874),(26 724.9504),(27 737.93567),(28 742.655),(29 754.26196),(30 763.97614),(31 772.9596),(32 772.3103),(33 768.05176),(34 760.32916),(35 757.21564),(36 748.7778),(37 753.88995),(38 746.8885),(39 748.5893),(40 741.00397),(41 735.218),(42 733.68475),(43 734.6108),(44 743.1875),(45 749.30035),(46 761.65814),(47 769.1881),(48 767.7859),(49 767.3686),(50 761.4128),(51 765.2837),(52 767.5397),(53 760.42645),(54 755.6186),(55 749.8908),(56 750.66345),(57 753.64325),(58 746.73584),(59 755.86914),(60 758.1769),(61 758.0984),(62 757.2278),(63 761.791),(64 749.7335),(65 743.1263),(66 745.2438),(67 744.2875),(68 747.5988),(69 742.27924),(70 740.77423),(71 742.2264),(72 732.16156),(73 725.0679),(74 716.13214),(75 717.05035),(76 710.9301),(77 709.5109),(78 714.0026),(79 713.407),
(1 352.48807),(2 517.31274),(3 623.50726),(4 685.96466),(5 730.08563),(6 737.5773),(7 736.1645),(8 709.4084),(9 680.3884),(10 647.8758),(11 632.5667),(12 637.1204),(13 650.39923),(14 675.3516),(15 698.8229),(16 725.6162),(17 750.3416),(18 759.91113),(19 771.37756),(20 760.12964),(21 741.166),(22 723.9852),(23 715.22394),(24 703.2734),(25 687.2546),(26 692.6644),(27 712.1926),(28 726.5342),(29 739.46655),(30 752.8029),(31 763.98096),(32 766.6784),(33 760.64874),(34 750.2259),(35 747.2325),(36 744.0753),(37 742.80176),(38 740.90686),(39 735.2919),(40 734.8491),(41 733.8502),(42 734.3865),(43 733.9009),(44 730.9823),(45 734.38934),(46 739.529),(47 742.825),(48 741.15906),(49 744.47955),(50 736.0976),(51 739.21936),(52 730.11035),(53 727.67395),(54 722.5311),(55 723.5998),(56 729.0914),(57 732.9235),(58 735.70795),(59 739.8685),(60 745.811),(61 748.52057),(62 745.3233),(63 751.31464),(64 741.708),(65 734.9206),(66 728.3556),(67 724.2026),(68 717.66315),(69 716.427),(70 716.9074),(71 718.5642),(72 714.44275),(73 715.075),(74 713.0153),(75 710.2511),(76 706.30475),(77 706.6735),(78 706.5745),(79 706.84436),
(1 348.35815),(2 509.62686),(3 615.8703),(4 679.4605),(5 718.60724),(6 735.17365),(7 736.17426),(8 712.08435),(9 677.107),(10 644.502),(11 634.1428),(12 639.66846),(13 649.99426),(14 674.9863),(15 697.4189),(16 730.1492),(17 748.6737),(18 757.91064),(19 768.1823),(20 759.7528),(21 750.66833),(22 739.47064),(23 732.2724),(24 712.09174),(25 698.84985),(26 699.599),(27 709.40796),(28 713.42413),(29 721.98334),(30 736.8545),(31 739.6209),(32 738.9637),(33 730.9255),(34 723.6957),(35 720.01483),(36 710.3828),(37 712.7203),(38 703.42456),(39 707.0109),(40 712.1999),(41 710.616),(42 710.0018),(43 710.0165),(44 712.1372),(45 712.391),(46 722.291),(47 717.9283),(48 715.13965),(49 718.65204),(50 712.2738),(51 711.6394),(52 707.8737),(53 716.22614),(54 713.50244),(55 717.0859),(56 716.1314),(57 718.0162),(58 715.50305),(59 720.15265),(60 720.9127),(61 722.9267),(62 715.2438),(63 719.0929),(64 713.9681),(65 711.21045),(66 709.1345),(67 702.29596),(68 700.7367),(69 700.8085),(70 705.75793),(71 707.61975),(72 704.33484),(73 707.14417),(74 702.90314),(75 703.39417),(76 695.3464),(77 694.9982),(78 703.09033),(79 701.08167),
(1 347.13553),(2 513.8808),(3 614.89935),(4 672.3058),(5 714.6332),(6 733.71906),(7 725.6522),(8 697.05817),(9 665.9981),(10 622.34436),(11 612.294),(12 615.91235),(13 633.4657),(14 665.9682),(15 697.9025),(16 729.5029),(17 744.742),(18 753.68146),(19 750.2495),(20 735.2564),(21 730.1715),(22 720.6337),(23 711.2281),(24 699.5821),(25 692.3388),(26 697.4895),(27 703.3434),(28 713.97723),(29 723.2253),(30 735.03314),(31 740.408),(32 747.4897),(33 739.50977),(34 738.4114),(35 733.1264),(36 724.52997),(37 716.1475),(38 704.13635),(39 708.4517),(40 710.83545),(41 704.63336),(42 699.81604),(43 701.2914),(44 705.2349),(45 711.3447),(46 724.38214),(47 718.9759),(48 717.8385),(49 713.39075),(50 709.8894),(51 705.6744),(52 702.0438),(53 702.4855),(54 700.1616),(55 696.77484),(56 700.86884),(57 698.764),(58 707.54333),(59 715.84753),(60 717.81964),(61 724.2068),(62 720.272),(63 726.1625),(64 719.19666),(65 714.63257),(66 705.1688),(67 695.6496),(68 688.80695),(69 688.12286),(70 693.9416),(71 701.3532),(72 706.5436),(73 704.5114),(74 699.77893),(75 704.22644),(76 693.5414),(77 689.8797),(78 685.36566),(79 683.4896),
(1 332.3725),(2 493.27472),(3 594.91986),(4 656.51196),(5 691.9389),(6 701.6951),(7 683.45135),(8 661.9521),(9 639.8344),(10 612.357),(11 606.698),(12 617.66833),(13 641.3753),(14 663.9989),(15 686.0007),(16 710.69666),(17 724.7983),(18 741.52814),(19 741.0528),(20 725.4761),(21 715.08795),(22 706.5805),(23 702.10596),(24 688.7474),(25 682.33826),(26 686.98035),(27 692.0575),(28 703.2208),(29 716.33453),(30 726.1301),(31 735.5616),(32 739.86584),(33 743.44934),(34 736.68524),(35 731.0844),(36 731.3674),(37 726.4246),(38 715.37396),(39 714.91156),(40 707.29553),(41 707.614),(42 703.6691),(43 708.1913),(44 708.966),(45 712.6778),(46 722.08276),(47 719.0957),(48 721.11426),(49 723.93475),(50 717.84375),(51 710.5139),(52 709.60095),(53 709.5051),(54 709.30084),(55 710.6409),(56 712.9165),(57 717.025),(58 713.2485),(59 722.28973),(60 724.62524),(61 730.01404),(62 727.28674),(63 722.05237),(64 716.2872),(65 711.7543),(66 701.21173),(67 696.8741),(68 692.6916),(69 689.0448),(70 687.7293),(71 689.998),(72 688.2855),(73 687.8817),(74 679.4157),(75 673.0547),(76 669.96686),(77 674.36194),(78 671.28845),(79 670.23706),
