1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 59603.02),(2 220218.45),(3 482524.53),(4 810589.94),(5 1223395.8),(6 1710098.1),(7 2232981.8),(8 2780338.5),(9 3345013.3),(10 3957160.8),(11 4539964.5),(12 5121852),(13 5791865.5),(14 6552245.5),(15 7515230.5),(16 8751377),(17 10304687),(18 12244029),(19 14605285),(20 17382228),(21 20641464),(22 24442336),(23 28694118),(24 33406538),(25 38512784),(26 43820510),(27 49092436),(28 54078188),(29 59290636),(30 64828384),(31 70811830),(32 77003640),(33 83278344),(34 88723300),(35 93428470),(36 97508904),(37 101108220),(38 104493270),(39 107308136),(40 109608060),(41 111476740),(42 112928090),(43 113846970),(44 114120810),(45 113923260),(46 112810470),(47 111214184),(48 109220760),(49 106928220),(50 104427750),(51 101631160),(52 98683736),(53 95427680),(54 91731370),(55 88633896),(56 85490470),(57 82615200),(58 79976360),(59 77582620),(60 75445064),(61 73653050),(62 72545350),(63 71405896),(64 70319320),(65 69583110),(66 69047880),(67 68811970),(68 69166140),(69 69705620),(70 70720890),(71 72174320),(72 73879940),(73 75704370),(74 77410650),(75 79227576),(76 80962470),(77 82461690),(78 83953850),(79 85475384),
(1 120.34812),(2 131.3316),(3 139.39072),(4 155.44034),(5 156.8573),(6 162.13647),(7 168.88913),(8 172.89313),(9 181.1616),(10 180.74625),(11 187.33498),(12 194.20546),(13 190.17365),(14 196.30711),(15 197.17538),(16 202.44379),(17 204.71944),(18 203.6248),(19 208.64384),(20 207.71208),(21 211.37946),(22 216.86472),(23 215.48926),(24 218.1884),(25 221.70346),(26 220.35654),(27 226.00926),(28 226.4383),(29 230.7296),(30 232.718),(31 232.52452),(32 234.46832),(33 232.28545),(34 235.57166),(35 236.77489),(36 237.03212),(37 238.12247),(38 242.37122),(39 239.55301),(40 243.14456),(41 240.44836),(42 240.3133),(43 241.31096),(44 238.92944),(45 240.55013),(46 242.00102),(47 241.56572),(48 242.17395),(49 244.51204),(50 243.06761),(51 242.75003),(52 242.7708),(53 243.8708),(54 244.4955),(55 243.25769),(56 245.59007),(57 244.23987),(58 244.03302),(59 241.29994),(60 245.74394),(61 244.85483),(62 247.46683),(63 247.96532),(64 245.7032),(65 242.76483),(66 244.56201),(67 243.15285),(68 239.19998),(69 240.11714),(70 238.6305),(71 235.6895),(72 233.47859),(73 233.53122),(74 233.40125),(75 230.96584),(76 231.343),(77 228.8703),(78 228.60616),(79 228.15607),
(1 115.97981),(2 126.84989),(3 135.10542),(4 150.09277),(5 155.25325),(6 159.98422),(7 164.18672),(8 170.72588),(9 177.82745),(10 175.68347),(11 181.3203),(12 187.00955),(13 185.73286),(14 191.46198),(15 191.24976),(16 196.23856),(17 197.68054),(18 196.08386),(19 201.45148),(20 201.15678),(21 204.75179),(22 208.55252),(23 209.00354),(24 213.60489),(25 216.39253),(26 214.62535),(27 220.42134),(28 220.18205),(29 225.83502),(30 227.48744),(31 227.8513),(32 228.35567),(33 227.40242),(34 230.75974),(35 233.20628),(36 232.41034),(37 233.48041),(38 235.66483),(39 230.65816),(40 235.20578),(41 235.47955),(42 236.05846),(43 234.78795),(44 233.22755),(45 233.36075),(46 235.96645),(47 238.45909),(48 236.38672),(49 241.37306),(50 239.7494),(51 238.29727),(52 238.64722),(53 239.2689),(54 238.6719),(55 237.8052),(56 238.75027),(57 237.93018),(58 239.5154),(59 237.90504),(60 241.97783),(61 244.12302),(62 242.84048),(63 241.60892),(64 243.6282),(65 238.89818),(66 241.65318),(67 240.66731),(68 236.60672),(69 235.1508),(70 232.52069),(71 229.63754),(72 229.12602),(73 226.62294),(74 227.13875),(75 227.33372),(76 226.50447),(77 226.74182),(78 223.47464),(79 222.79547),
(1 119.152824),(2 126.77693),(3 135.58133),(4 153.00984),(5 154.41382),(6 159.36713),(7 164.97964),(8 173.2018),(9 179.24692),(10 176.1039),(11 183.8241),(12 190.83884),(13 186.70648),(14 196.46216),(15 195.8669),(16 201.9629),(17 203.01712),(18 203.28894),(19 206.97536),(20 204.492),(21 208.59648),(22 211.76688),(23 213.80597),(24 217.3627),(25 219.24791),(26 220.29388),(27 225.51114),(28 223.98497),(29 227.04651),(30 228.2451),(31 230.3545),(32 232.13304),(33 229.98143),(34 236.59247),(35 233.2328),(36 237.00662),(37 236.9923),(38 236.63843),(39 234.86043),(40 236.59865),(41 238.47522),(42 238.85123),(43 238.13397),(44 237.60518),(45 234.89757),(46 235.19273),(47 237.3421),(48 233.65547),(49 238.84486),(50 237.95518),(51 238.65256),(52 240.70158),(53 238.1651),(54 240.49364),(55 237.7913),(56 240.33643),(57 241.66512),(58 239.54659),(59 237.4326),(60 240.96707),(61 240.92557),(62 241.94453),(63 241.29659),(64 240.61166),(65 241.29332),(66 241.28854),(67 239.1258),(68 237.99663),(69 237.23242),(70 237.48093),(71 234.12646),(72 234.74843),(73 232.67233),(74 233.12553),(75 235.1531),(76 231.34932),(77 232.39642),(78 230.66104),(79 226.9992),
(1 115.35185),(2 123.33799),(3 132.63478),(4 148.78696),(5 150.17654),(6 157.49959),(7 163.2134),(8 168.18356),(9 176.15407),(10 174.54214),(11 182.44185),(12 185.75711),(13 184.46141),(14 194.46312),(15 190.24312),(16 196.40689),(17 196.8754),(18 195.91005),(19 199.20122),(20 197.39154),(21 201.41873),(22 205.17911),(23 205.20126),(24 211.19717),(25 212.30797),(26 214.08623),(27 217.13237),(28 215.67854),(29 223.4756),(30 221.82782),(31 223.95845),(32 226.73727),(33 224.91772),(34 230.07698),(35 227.8676),(36 229.93878),(37 230.41818),(38 231.01366),(39 230.889),(40 232.55244),(41 233.15167),(42 235.50575),(43 233.67972),(44 234.971),(45 238.29677),(46 236.53235),(47 237.1126),(48 236.20892),(49 238.33134),(50 236.22353),(51 235.66948),(52 234.92885),(53 235.2915),(54 234.23183),(55 234.73175),(56 236.11725),(57 237.47334),(58 239.20978),(59 235.34818),(60 238.51297),(61 238.23457),(62 240.5796),(63 239.96097),(64 237.255),(65 240.11902),(66 238.27153),(67 238.14407),(68 235.67732),(69 234.63165),(70 233.06606),(71 229.56047),(72 231.57968),(73 231.35402),(74 230.223),(75 232.38754),(76 231.36505),(77 231.7771),(78 230.63197),(79 228.31378),
(1 112.9135),(2 122.05786),(3 132.51947),(4 147.53815),(5 148.40761),(6 155.46951),(7 162.28052),(8 164.94118),(9 174.13042),(10 172.44537),(11 178.93057),(12 180.99667),(13 179.41672),(14 187.79527),(15 184.52718),(16 187.29674),(17 189.491),(18 188.72125),(19 193.58913),(20 192.56195),(21 195.88615),(22 198.46457),(23 198.82246),(24 203.54843),(25 204.5556),(26 208.06331),(27 209.38644),(28 210.50578),(29 213.60669),(30 214.35625),(31 211.9187),(32 215.45856),(33 215.47939),(34 218.61331),(35 218.9538),(36 221.3877),(37 222.1383),(38 226.29431),(39 224.93866),(40 225.95474),(41 226.97792),(42 227.94255),(43 226.62859),(44 227.30283),(45 228.32648),(46 227.79118),(47 226.43233),(48 228.96332),(49 232.20042),(50 231.22855),(51 230.86942),(52 233.90115),(53 233.52246),(54 231.82133),(55 233.55374),(56 233.13043),(57 231.25093),(58 233.0697),(59 229.93858),(60 231.6372),(61 231.7379),(62 232.09985),(63 233.06953),(64 232.27463),(65 233.24483),(66 231.30478),(67 230.46637),(68 229.34311),(69 226.82625),(70 225.81761),(71 223.32736),(72 222.75089),(73 223.15561),(74 224.0039),(75 224.57822),(76 224.41895),(77 221.14449),(78 219.92737),(79 220.37259),
(1 113.26483),(2 120.25477),(3 131.64224),(4 146.08386),(5 146.77737),(6 157.62595),(7 162.58028),(8 162.4963),(9 173.14609),(10 173.12263),(11 180.55556),(12 183.31964),(13 181.36395),(14 188.91078),(15 189.6187),(16 191.4167),(17 194.73859),(18 192.97902),(19 197.0831),(20 195.63869),(21 198.34628),(22 200.90251),(23 201.74937),(24 205.81711),(25 207.66437),(26 208.6611),(27 209.98286),(28 214.37222),(29 216.06114),(30 215.8568),(31 219.12859),(32 220.99757),(33 219.80959),(34 222.08224),(35 221.91354),(36 223.8527),(37 223.55807),(38 225.86978),(39 228.11629),(40 226.85774),(41 230.3529),(42 232.36725),(43 228.71327),(44 230.39505),(45 231.7278),(46 229.50749),(47 229.8708),(48 228.49318),(49 230.6398),(50 229.87564),(51 229.93187),(52 229.80176),(53 229.02632),(54 228.5249),(55 226.7052),(56 227.28186),(57 227.22281),(58 225.7565),(59 227.37433),(60 227.64075),(61 227.86922),(62 229.03526),(63 232.12825),(64 231.05997),(65 229.80907),(66 229.3996),(67 227.9291),(68 229.11928),(69 225.49269),(70 224.69923),(71 222.83818),(72 224.20297),(73 221.87311),(74 223.08452),(75 223.14342),(76 224.90454),(77 220.44655),(78 220.24326),(79 218.9064),
(1 110.924614),(2 117.31837),(3 129.46881),(4 142.8497),(5 143.32242),(6 153.9579),(7 156.52351),(8 156.94466),(9 166.99385),(10 164.33014),(11 172.3137),(12 174.53246),(13 174.58313),(14 177.8567),(15 178.07225),(16 180.01488),(17 185.08879),(18 182.76613),(19 188.32109),(20 187.51685),(21 190.99567),(22 192.60815),(23 193.94566),(24 197.29916),(25 199.60675),(26 200.9944),(27 202.23938),(28 205.80275),(29 206.15881),(30 206.35722),(31 208.09499),(32 210.39516),(33 211.3324),(34 212.23825),(35 216.15588),(36 214.12825),(37 217.44666),(38 216.50992),(39 219.9989),(40 218.81789),(41 218.09566),(42 222.43127),(43 218.12337),(44 221.02039),(45 222.14688),(46 220.8018),(47 222.93536),(48 222.2279),(49 224.2381),(50 224.55505),(51 223.28856),(52 224.06967),(53 224.69913),(54 226.08498),(55 225.48393),(56 225.43056),(57 227.06674),(58 226.72215),(59 228.20094),(60 226.96342),(61 225.6567),(62 225.97589),(63 224.8943),(64 225.00392),(65 225.34505),(66 223.03949),(67 221.83078),(68 220.80064),(69 218.4565),(70 214.51956),(71 211.66505),(72 213.27649),(73 211.92378),(74 211.426),(75 211.96335),(76 211.86073),(77 210.73123),(78 210.00476),(79 208.57753),
(1 111.01082),(2 120.74941),(3 129.85034),(4 143.20825),(5 145.36577),(6 154.61273),(7 156.73387),(8 160.57799),(9 168.43256),(10 167.02863),(11 174.1046),(12 175.98923),(13 175.57283),(14 182.5768),(15 181.88568),(16 185.87462),(17 188.67152),(18 188.12088),(19 192.09834),(20 192.41336),(21 194.58365),(22 196.71222),(23 200.3655),(24 204.07613),(25 206.62897),(26 207.22562),(27 210.4142),(28 213.98576),(29 212.21532),(30 215.08424),(31 214.32301),(32 215.90599),(33 216.35033),(34 218.42932),(35 219.32619),(36 218.81042),(37 222.95547),(38 221.8805),(39 223.53613),(40 221.74783),(41 223.31342),(42 223.35643),(43 223.67036),(44 222.21179),(45 222.08546),(46 223.67766),(47 224.1387),(48 224.64691),(49 224.44589),(50 225.6158),(51 226.75056),(52 226.37418),(53 228.53043),(54 226.31035),(55 227.58766),(56 228.57506),(57 227.32098),(58 226.33472),(59 227.59692),(60 228.35173),(61 228.77301),(62 230.13287),(63 229.14282),(64 229.00233),(65 227.16449),(66 227.81125),(67 228.71666),(68 224.86052),(69 223.1135),(70 221.31932),(71 218.8686),(72 221.39561),(73 219.04976),(74 217.86229),(75 218.27876),(76 216.81204),(77 218.09126),(78 212.6599),(79 213.5118),
(1 105.22831),(2 116.32031),(3 123.13829),(4 138.25603),(5 141.62256),(6 150.39825),(7 151.63354),(8 158.64238),(9 162.26706),(10 162.79193),(11 172.23708),(12 174.21385),(13 174.3516),(14 179.18826),(15 179.00534),(16 183.30513),(17 185.18608),(18 182.5706),(19 184.19559),(20 184.5586),(21 188.36798),(22 190.49165),(23 193.41586),(24 197.72372),(25 198.49084),(26 197.53752),(27 201.01683),(28 202.06383),(29 203.8666),(30 205.84148),(31 206.88358),(32 209.56071),(33 210.32248),(34 212.0855),(35 213.83385),(36 213.52742),(37 211.82648),(38 212.37813),(39 215.1578),(40 213.86168),(41 217.18338),(42 216.68759),(43 218.2429),(44 219.797),(45 219.54135),(46 219.79552),(47 219.88478),(48 219.66705),(49 218.45786),(50 220.55038),(51 220.33295),(52 219.54643),(53 219.90282),(54 218.44872),(55 221.92818),(56 222.098),(57 219.38457),(58 219.2958),(59 220.23772),(60 221.3469),(61 222.2681),(62 222.6991),(63 222.33765),(64 221.71596),(65 220.7737),(66 222.90857),(67 221.24438),(68 218.8294),(69 219.66885),(70 218.78867),(71 217.01802),(72 216.14288),(73 217.1991),(74 216.62357),(75 216.86168),(76 216.22823),(77 218.14862),(78 213.29572),(79 214.10912),
(1 106.24525),(2 115.18861),(3 124.53581),(4 136.98035),(5 140.25102),(6 150.50739),(7 150.93465),(8 159.46991),(9 164.79167),(10 161.73355),(11 168.81595),(12 172.23508),(13 172.85017),(14 179.1008),(15 178.5338),(16 183.02142),(17 182.1505),(18 182.50592),(19 184.64754),(20 184.89555),(21 188.62007),(22 192.89287),(23 195.91216),(24 199.1936),(25 200.76169),(26 203.5179),(27 203.49454),(28 206.61015),(29 206.23291),(30 209.4315),(31 210.49374),(32 211.45143),(33 212.425),(34 213.72282),(35 217.21886),(36 217.1304),(37 220.42346),(38 222.05412),(39 223.16791),(40 222.64899),(41 220.53514),(42 224.64844),(43 222.67061),(44 221.13554),(45 222.5962),(46 223.30516),(47 225.0771),(48 223.4438),(49 223.7625),(50 226.33472),(51 227.64688),(52 224.90005),(53 225.99591),(54 224.4822),(55 225.22954),(56 226.89308),(57 225.72766),(58 224.79366),(59 225.42084),(60 225.888),(61 225.00911),(62 226.43112),(63 227.21692),(64 225.55067),(65 224.45448),(66 225.84001),(67 223.90636),(68 221.87852),(69 223.82756),(70 222.19891),(71 220.61957),(72 217.87457),(73 219.23288),(74 219.53458),(75 220.49573),(76 218.99373),(77 220.72093),(78 218.50233),(79 215.59836),
(1 106.56419),(2 113.999275),(3 126.18449),(4 136.02737),(5 138.62141),(6 150.67299),(7 152.5888),(8 157.60835),(9 163.91125),(10 160.76239),(11 168.4885),(12 172.15836),(13 174.03482),(14 178.90076),(15 178.26607),(16 184.99773),(17 183.26958),(18 185.42824),(19 187.82822),(20 187.15634),(21 190.26219),(22 194.43709),(23 194.55989),(24 197.45517),(25 198.09229),(26 203.13733),(27 202.13426),(28 206.07007),(29 209.68137),(30 208.81721),(31 209.96634),(32 211.49739),(33 213.66016),(34 211.2469),(35 215.01634),(36 213.71985),(37 214.53683),(38 216.62727),(39 216.76505),(40 217.17538),(41 216.84064),(42 219.70888),(43 219.86879),(44 218.0407),(45 219.63972),(46 220.04623),(47 220.03183),(48 218.28885),(49 220.71017),(50 218.81325),(51 220.4484),(52 221.49312),(53 220.77144),(54 219.05147),(55 219.41452),(56 219.70282),(57 219.0046),(58 217.7431),(59 219.04329),(60 220.82718),(61 219.91652),(62 221.58919),(63 223.0237),(64 222.40672),(65 219.93753),(66 220.0893),(67 218.93971),(68 218.42715),(69 218.52896),(70 218.04967),(71 217.62465),(72 216.66537),(73 216.66231),(74 217.17639),(75 216.08502),(76 214.68407),(77 213.79643),(78 212.92105),(79 211.19821),
(1 106.071045),(2 114.3044),(3 125.948204),(4 137.14656),(5 138.74854),(6 147.02203),(7 151.93518),(8 155.59705),(9 163.11249),(10 158.18439),(11 164.62073),(12 167.76137),(13 168.32765),(14 172.73132),(15 174.27344),(16 177.44562),(17 180.37671),(18 180.23172),(19 181.6851),(20 180.89598),(21 184.69917),(22 187.84033),(23 191.34578),(24 191.78973),(25 195.1905),(26 198.2841),(27 197.44),(28 199.15727),(29 201.32253),(30 202.36478),(31 204.95035),(32 204.55666),(33 205.94064),(34 205.22058),(35 209.31435),(36 206.54599),(37 209.71672),(38 208.61479),(39 210.16573),(40 210.56384),(41 213.05847),(42 213.65169),(43 213.30107),(44 215.28566),(45 215.53745),(46 216.29149),(47 215.0723),(48 216.6932),(49 221.48349),(50 221.01341),(51 220.7564),(52 221.12242),(53 222.15552),(54 219.63292),(55 220.02872),(56 219.61618),(57 218.8898),(58 219.62137),(59 220.0658),(60 219.6961),(61 217.82968),(62 217.7205),(63 218.5569),(64 218.90466),(65 217.77823),(66 217.11186),(67 216.95236),(68 216.4042),(69 214.1914),(70 213.81743),(71 212.99376),(72 211.57343),(73 210.19406),(74 210.12589),(75 210.0644),(76 210.1733),(77 208.87834),(78 207.43852),(79 206.71468),
(1 102.76048),(2 112.475685),(3 121.77177),(4 135.18158),(5 136.51962),(6 142.33606),(7 146.78458),(8 153.60855),(9 160.22638),(10 157.39217),(11 163.52213),(12 166.66862),(13 166.30936),(14 172.45508),(15 174.03357),(16 176.05307),(17 176.93904),(18 177.55792),(19 180.68535),(20 183.05556),(21 185.55827),(22 187.29668),(23 191.24623),(24 190.87686),(25 194.40239),(26 197.26355),(27 199.17969),(28 201.06798),(29 203.12221),(30 202.08392),(31 205.22742),(32 204.6955),(33 205.6525),(34 205.0668),(35 206.29327),(36 204.85287),(37 206.79984),(38 210.45352),(39 208.12283),(40 209.81992),(41 211.08337),(42 209.02765),(43 208.39319),(44 208.18112),(45 208.10736),(46 206.56218),(47 205.2919),(48 207.61803),(49 207.35982),(50 208.71042),(51 209.53793),(52 206.52898),(53 206.5101),(54 207.28508),(55 209.1014),(56 212.06203),(57 210.0797),(58 211.41458),(59 210.34282),(60 213.03989),(61 210.41937),(62 211.3089),(63 211.63792),(64 212.51263),(65 211.75574),(66 209.72379),(67 210.6979),(68 209.14066),(69 208.92644),(70 207.7902),(71 207.56088),(72 205.17856),(73 206.49559),(74 205.87073),(75 207.69302),(76 206.87238),(77 204.58269),(78 207.1515),(79 206.07884),
(1 100.309425),(2 109.25682),(3 120.214386),(4 132.97708),(5 132.5861),(6 141.45006),(7 142.1254),(8 149.03972),(9 154.06468),(10 153.55598),(11 162.0869),(12 161.50497),(13 164.75371),(14 170.33875),(15 170.32692),(16 173.24767),(17 175.15329),(18 175.49724),(19 178.6912),(20 179.4985),(21 183.72424),(22 184.9145),(23 190.63045),(24 191.93965),(25 193.9104),(26 195.4535),(27 195.39171),(28 197.83548),(29 198.00839),(30 198.36061),(31 202.52089),(32 202.57294),(33 204.74591),(34 204.66623),(35 205.7319),(36 206.47658),(37 207.10695),(38 208.56453),(39 207.79147),(40 208.50702),(41 209.9791),(42 210.40196),(43 211.4084),(44 208.86449),(45 210.48907),(46 209.47447),(47 207.36177),(48 208.5049),(49 208.67502),(50 209.77289),(51 211.81642),(52 210.25984),(53 210.96149),(54 209.97333),(55 209.61972),(56 211.90364),(57 210.97662),(58 210.97717),(59 211.77708),(60 212.45004),(61 212.72247),(62 212.79613),(63 213.58514),(64 212.82903),(65 211.74564),(66 211.9796),(67 213.35344),(68 212.65727),(69 212.6882),(70 210.98904),(71 211.57051),(72 211.00114),(73 211.85463),(74 209.08963),(75 211.84079),(76 210.81717),(77 208.95721),(78 208.1017),(79 209.73412),
(1 102.18885),(2 109.174614),(3 121.5807),(4 131.6331),(5 133.0983),(6 142.18594),(7 143.79865),(8 150.91833),(9 156.30112),(10 155.83046),(11 163.21625),(12 161.23625),(13 163.55098),(14 169.64952),(15 169.82483),(16 173.47404),(17 172.6131),(18 175.02786),(19 175.8556),(20 175.54564),(21 179.78212),(22 179.726),(23 185.65222),(24 187.03398),(25 187.42114),(26 191.04514),(27 190.57436),(28 195.3107),(29 196.92725),(30 196.2389),(31 198.33908),(32 199.06195),(33 200.6599),(34 200.62628),(35 201.09479),(36 201.43373),(37 204.38658),(38 207.93369),(39 207.03998),(40 209.85358),(41 207.68098),(42 209.95761),(43 207.62103),(44 206.95421),(45 207.03743),(46 206.64261),(47 206.62971),(48 206.95033),(49 207.49623),(50 205.10588),(51 205.31291),(52 206.20067),(53 206.06929),(54 205.76715),(55 204.6857),(56 208.45886),(57 208.34923),(58 205.98747),(59 207.08186),(60 208.0724),(61 208.75679),(62 209.20122),(63 209.39674),(64 209.00168),(65 207.53445),(66 208.49904),(67 208.75995),(68 207.17859),(69 204.37726),(70 205.47504),(71 205.2702),(72 204.13658),(73 205.52122),(74 204.81874),(75 206.93819),(76 206.60559),(77 205.76317),(78 204.45575),(79 204.83138),
(1 101.30304),(2 109.17808),(3 121.089836),(4 132.83502),(5 135.13602),(6 143.30109),(7 147.20511),(8 151.74922),(9 157.55725),(10 156.22958),(11 164.43896),(12 164.06258),(13 168.72101),(14 170.9168),(15 173.6872),(16 176.62204),(17 175.36243),(18 177.36536),(19 177.59496),(20 176.62796),(21 181.52283),(22 179.29779),(23 185.35934),(24 186.11621),(25 188.17741),(26 189.19008),(27 189.17596),(28 190.70439),(29 192.51788),(30 193.61868),(31 194.22475),(32 195.52768),(33 198.64774),(34 198.23338),(35 200.7938),(36 201.42485),(37 203.33192),(38 203.89061),(39 204.20525),(40 202.95494),(41 203.31622),(42 204.86252),(43 204.46649),(44 205.11516),(45 205.0025),(46 203.24484),(47 204.87173),(48 204.4026),(49 207.5623),(50 207.45927),(51 208.20372),(52 209.68076),(53 208.19525),(54 207.30261),(55 207.33215),(56 208.4528),(57 208.06262),(58 207.00803),(59 208.75912),(60 209.38431),(61 209.1498),(62 209.74973),(63 209.61006),(64 210.38428),(65 210.76154),(66 209.62556),(67 209.22594),(68 208.4404),(69 204.8636),(70 205.24269),(71 206.59315),(72 202.82841),(73 203.61287),(74 202.82573),(75 203.39937),(76 201.65099),(77 201.95477),(78 199.93176),(79 200.96301),
(1 99.86008),(2 105.948524),(3 117.44186),(4 128.92487),(5 130.86009),(6 139.00056),(7 142.13977),(8 146.96965),(9 151.92989),(10 151.06062),(11 156.51334),(12 156.90356),(13 160.26381),(14 160.93596),(15 164.4878),(16 167.01137),(17 166.05191),(18 168.12569),(19 169.27106),(20 167.58824),(21 173.35095),(22 172.1684),(23 179.2035),(24 178.96904),(25 181.53828),(26 181.53737),(27 183.49992),(28 185.04568),(29 186.36557),(30 187.43852),(31 188.38467),(32 187.5206),(33 188.92746),(34 186.87914),(35 191.45088),(36 190.76714),(37 192.07072),(38 193.5749),(39 194.7548),(40 193.8074),(41 194.94093),(42 196.13808),(43 197.74684),(44 197.55931),(45 197.71509),(46 197.16167),(47 197.31467),(48 197.27594),(49 199.73363),(50 202.7317),(51 202.56642),(52 202.94498),(53 202.96262),(54 201.75435),(55 204.76744),(56 202.94244),(57 203.15688),(58 202.8753),(59 203.12935),(60 203.69519),(61 202.7597),(62 204.97176),(63 205.6429),(64 204.29367),(65 203.69606),(66 203.798),(67 202.0992),(68 201.73082),(69 200.85744),(70 201.67018),(71 200.08806),(72 198.24756),(73 197.23633),(74 197.5836),(75 197.60335),(76 196.8692),(77 195.90135),(78 196.33365),(79 195.49301),
(1 101.192856),(2 106.82381),(3 120.26913),(4 129.45605),(5 129.65454),(6 140.1478),(7 141.3601),(8 148.16861),(9 152.2252),(10 153.41983),(11 157.62497),(12 156.07272),(13 159.77992),(14 161.7516),(15 163.75471),(16 166.221),(17 167.0994),(18 172.37329),(19 172.67934),(20 173.47038),(21 177.28777),(22 177.46466),(23 183.63689),(24 183.5068),(25 186.67302),(26 185.6599),(27 191.25159),(28 189.42464),(29 191.79068),(30 192.54176),(31 192.61232),(32 193.76622),(33 195.09192),(34 195.84152),(35 196.3525),(36 197.85156),(37 198.46399),(38 199.82648),(39 200.93295),(40 201.5318),(41 202.15514),(42 203.5784),(43 202.31023),(44 201.38583),(45 203.07672),(46 202.8706),(47 201.68202),(48 203.0063),(49 202.16823),(50 204.86182),(51 205.45656),(52 203.86618),(53 205.76404),(54 203.80754),(55 204.79344),(56 203.64517),(57 203.2011),(58 205.04065),(59 204.80489),(60 205.92346),(61 207.03683),(62 207.95935),(63 208.2967),(64 206.3789),(65 206.36072),(66 207.80008),(67 207.34447),(68 205.63188),(69 205.2337),(70 206.21796),(71 202.46288),(72 203.08391),(73 200.63426),(74 199.56293),(75 201.7281),(76 201.0436),(77 198.75186),(78 201.07198),(79 198.84969),
