1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 13912.488),(2 38476.418),(3 80534.33),(4 131528.73),(5 190333.75),(6 251524.05),(7 321239.72),(8 390023.97),(9 458951.63),(10 512203.9),(11 565689),(12 605275.56),(13 655740.75),(14 699691.56),(15 739067.25),(16 776095.25),(17 806072.2),(18 836497.3),(19 876425.5),(20 904392.8),(21 955757),(22 1008479.2),(23 1071150.8),(24 1129289),(25 1201192.5),(26 1283074.9),(27 1361233.1),(28 1454137.6),(29 1541096.5),(30 1626212),(31 1698804.1),(32 1777019.9),(33 1857691.4),(34 1909824.1),(35 1948071),(36 1982477),(37 2018528.9),(38 2070049),(39 2119930),(40 2189180.8),(41 2265143.3),(42 2355994.3),(43 2458635.3),(44 2556811.3),(45 2672496),(46 2778777.5),(47 2887075.3),(48 3004463.8),(49 3110384),(50 3209592.3),(51 3322729.3),(52 3454767.8),(53 3571553.3),(54 3678128.8),(55 3797792),(56 3938688),(57 4107888.3),(58 4262921.5),(59 4421085.5),(60 4565127.5),(61 4694815),(62 4814382.5),(63 4927547),(64 5048199.5),(65 5152193.5),(66 5278110.5),(67 5397560.5),(68 5506882.5),(69 5629526.5),(70 5736057.5),(71 5857501.5),(72 5954063.5),(73 6053629.5),(74 6160818.5),(75 6263424.5),(76 6416907.5),(77 6559513.5),(78 6702068),(79 6874746.5),
(1 55.229095),(2 62.100876),(3 65.364365),(4 68.81954),(5 71.19295),(6 72.128456),(7 73.00943),(8 74.31271),(9 74.731804),(10 75.655174),(11 76.04583),(12 76.40932),(13 77.517296),(14 77.13464),(15 76.81914),(16 76.771454),(17 77.12073),(18 76.84544),(19 77.129),(20 77.52748),(21 77.63252),(22 77.961685),(23 78.92562),(24 80.00411),(25 79.32762),(26 78.99819),(27 78.714775),(28 80.09069),(29 79.648026),(30 80.66211),(31 80.18048),(32 79.8662),(33 79.52104),(34 81.654495),(35 80.83955),(36 81.8101),(37 82.22136),(38 83.241066),(39 83.196915),(40 83.13965),(41 82.96381),(42 84.53594),(43 82.90973),(44 83.28522),(45 83.28282),(46 83.34009),(47 85.09675),(48 84.53695),(49 84.83958),(50 84.433945),(51 84.056435),(52 83.71646),(53 84.88886),(54 84.52312),(55 84.07597),(56 83.59579),(57 83.36037),(58 83.26453),(59 84.64593),(60 84.52147),(61 84.564445),(62 84.5618),(63 83.541214),(64 83.63073),(65 84.555626),(66 85.05176),(67 84.73934),(68 84.78271),(69 84.929855),(70 84.82465),(71 85.61299),(72 86.498825),(73 86.49888),(74 85.60911),(75 83.937706),(76 85.20607),(77 84.30207),(78 84.79787),(79 84.85593),
(1 56.314186),(2 63.45626),(3 67.90501),(4 70.74777),(5 72.73089),(6 73.89077),(7 74.66883),(8 75.85385),(9 76.87297),(10 77.28246),(11 77.49934),(12 78.91675),(13 78.66205),(14 80.085976),(15 78.256966),(16 79.38426),(17 79.57223),(18 79.39739),(19 79.40818),(20 80.239525),(21 80.24939),(22 80.7272),(23 79.79235),(24 79.498436),(25 80.72507),(26 79.447845),(27 79.213524),(28 80.82559),(29 81.235985),(30 80.8285),(31 81.23293),(32 81.68519),(33 82.59514),(34 82.42295),(35 82.169136),(36 82.21354),(37 84.05849),(38 83.4527),(39 83.34913),(40 84.772675),(41 83.88964),(42 83.99677),(43 83.978294),(44 83.62823),(45 85.160576),(46 85.88519),(47 84.57831),(48 85.13111),(49 86.03995),(50 85.788864),(51 85.78101),(52 86.10533),(53 85.00869),(54 84.91954),(55 85.151245),(56 84.57519),(57 83.38285),(58 84.39065),(59 84.179245),(60 83.86638),(61 83.88231),(62 84.665955),(63 83.45948),(64 84.31516),(65 84.186066),(66 85.10635),(67 85.560425),(68 86.095055),(69 86.23772),(70 87.0329),(71 86.55406),(72 87.01782),(73 87.631165),(74 86.61296),(75 86.01949),(76 86.01237),(77 85.591354),(78 84.92028),(79 84.942696),
(1 55.413597),(2 62.731388),(3 65.663795),(4 68.26787),(5 70.73507),(6 72.59166),(7 73.29296),(8 73.92957),(9 74.1777),(10 75.15722),(11 75.08862),(12 76.790825),(13 76.21538),(14 77.22212),(15 75.98648),(16 77.36778),(17 76.00521),(18 75.87192),(19 75.58377),(20 76.79945),(21 76.746765),(22 76.49386),(23 76.84306),(24 77.37335),(25 77.55951),(26 77.338936),(27 76.416824),(28 77.80369),(29 78.24835),(30 78.44466),(31 78.85599),(32 78.525215),(33 78.46054),(34 79.177734),(35 79.81432),(36 80.15968),(37 80.66097),(38 80.87042),(39 81.41202),(40 81.83097),(41 81.333405),(42 82.75346),(43 81.38793),(44 82.02022),(45 81.88041),(46 82.00299),(47 82.62886),(48 82.51637),(49 83.398796),(50 82.97934),(51 82.24901),(52 83.11281),(53 83.18921),(54 83.497025),(55 82.1108),(56 82.52365),(57 82.71917),(58 82.914406),(59 82.28687),(60 82.87507),(61 84.04298),(62 83.604836),(63 82.961235),(64 82.99854),(65 83.59551),(66 83.889725),(67 84.766685),(68 84.589355),(69 84.817375),(70 85.18038),(71 85.07615),(72 85.453125),(73 86.77583),(74 84.999435),(75 83.449814),(76 84.90977),(77 85.59189),(78 84.85028),(79 83.686195),
(1 54.18433),(2 61.791447),(3 65.4896),(4 67.55547),(5 68.89089),(6 70.8296),(7 71.451256),(8 72.601845),(9 72.50497),(10 73.171844),(11 74.4483),(12 74.44565),(13 74.40727),(14 74.783035),(15 74.736336),(16 75.05786),(17 75.098656),(18 75.72569),(19 74.9062),(20 75.23477),(21 74.45884),(22 75.65223),(23 75.39951),(24 76.1943),(25 76.498405),(26 76.10986),(27 75.33236),(28 76.012115),(29 76.687515),(30 76.7454),(31 77.71711),(32 77.00621),(33 77.69267),(34 78.46005),(35 79.23943),(36 78.92174),(37 79.5453),(38 79.492386),(39 79.55957),(40 79.34273),(41 79.86487),(42 79.95752),(43 79.664825),(44 80.36615),(45 80.52452),(46 80.57795),(47 81.586266),(48 80.83975),(49 81.11657),(50 81.44782),(51 81.43408),(52 81.3838),(53 81.85117),(54 81.5284),(55 81.67345),(56 80.43142),(57 82.000114),(58 80.94701),(59 81.188675),(60 81.39651),(61 80.79729),(62 81.41325),(63 80.34587),(64 80.4836),(65 80.21822),(66 79.68027),(67 80.12395),(68 80.25463),(69 79.91444),(70 81.02279),(71 80.88957),(72 80.92629),(73 81.47708),(74 80.93072),(75 80.8447),(76 81.30758),(77 81.09875),(78 80.60056),(79 81.43883),
(1 55.40361),(2 61.935154),(3 66.04687),(4 68.35086),(5 70.634895),(6 71.712),(7 72.631714),(8 73.80504),(9 74.38155),(10 74.714005),(11 75.14864),(12 77.17823),(13 77.40763),(14 77.05692),(15 76.149254),(16 76.38248),(17 77.28479),(18 77.63487),(19 77.68352),(20 77.772644),(21 76.30112),(22 77.98102),(23 78.262054),(24 78.40479),(25 77.6935),(26 77.44107),(27 76.723656),(28 76.549286),(29 77.93006),(30 77.68996),(31 78.60764),(32 77.60872),(33 77.8993),(34 79.14091),(35 79.71357),(36 80.583855),(37 80.276955),(38 79.569756),(39 79.97265),(40 78.73442),(41 79.51348),(42 80.897224),(43 80.18515),(44 79.90217),(45 80.18804),(46 80.367065),(47 81.80047),(48 80.99856),(49 80.69681),(50 80.49337),(51 79.996056),(52 79.943245),(53 80.30683),(54 80.59185),(55 80.571754),(56 80.78881),(57 80.67028),(58 80.759636),(59 80.022156),(60 80.65853),(61 81.09217),(62 81.20604),(63 80.16751),(64 79.90772),(65 81.3696),(66 82.11144),(67 81.644554),(68 82.37832),(69 82.61025),(70 82.14956),(71 82.35067),(72 83.38761),(73 83.59017),(74 82.55534),(75 81.845184),(76 83.47231),(77 82.949585),(78 83.464714),(79 84.082466),
(1 53.764362),(2 60.517097),(3 63.603546),(4 65.342186),(5 67.96233),(6 70.04127),(7 70.23884),(8 70.24815),(9 71.52697),(10 72.50419),(11 72.66182),(12 74.36962),(13 74.53119),(14 74.821175),(15 73.30005),(16 74.0964),(17 73.96871),(18 74.48097),(19 74.157394),(20 74.0969),(21 74.62038),(22 74.91435),(23 75.24616),(24 75.2747),(25 75.088936),(26 75.35203),(27 74.85203),(28 75.606606),(29 75.015366),(30 75.765526),(31 76.73641),(32 76.67375),(33 76.87876),(34 77.86264),(35 77.23807),(36 77.14855),(37 77.75095),(38 78.69863),(39 78.9482),(40 78.43195),(41 78.54182),(42 78.42114),(43 79.01016),(44 78.93315),(45 78.80215),(46 79.18318),(47 79.660225),(48 79.53072),(49 79.659096),(50 80.46947),(51 78.61254),(52 78.80246),(53 79.05701),(54 79.54232),(55 78.604675),(56 78.48293),(57 79.55856),(58 79.90261),(59 79.55814),(60 80.445015),(61 79.83647),(62 80.425735),(63 80.0147),(64 80.430046),(65 80.2992),(66 81.43239),(67 81.38154),(68 81.52204),(69 81.51155),(70 82.30979),(71 81.46944),(72 81.9834),(73 82.335655),(74 82.53092),(75 80.96976),(76 81.53193),(77 80.52032),(78 81.096245),(79 80.94617),
(1 51.401817),(2 58.609207),(3 62.55979),(4 64.40499),(5 66.61757),(6 68.34838),(7 68.41044),(8 69.91288),(9 69.26058),(10 71.126495),(11 70.59031),(12 70.924805),(13 71.746765),(14 71.851906),(15 72.01203),(16 72.45384),(17 73.273834),(18 72.45095),(19 72.974106),(20 72.6921),(21 72.664085),(22 73.84691),(23 73.44097),(24 73.46374),(25 74.012505),(26 74.285805),(27 73.6057),(28 73.77759),(29 73.36068),(30 74.419716),(31 74.483826),(32 74.97611),(33 74.64191),(34 75.25255),(35 74.65118),(36 76.31901),(37 76.16405),(38 74.889725),(39 76.4584),(40 76.383835),(41 77.36604),(42 76.943146),(43 77.2216),(44 76.29607),(45 76.66241),(46 78.384575),(47 77.628586),(48 78.162766),(49 78.13932),(50 78.68526),(51 78.98337),(52 78.706825),(53 79.88012),(54 79.112305),(55 78.56824),(56 79.09671),(57 78.65567),(58 79.44803),(59 79.84994),(60 80.08456),(61 80.50616),(62 80.093185),(63 80.87693),(64 80.155655),(65 80.96893),(66 80.57952),(67 81.091576),(68 80.78189),(69 80.7283),(70 80.33937),(71 81.37968),(72 81.80344),(73 81.71334),(74 80.97821),(75 80.52151),(76 81.29897),(77 80.547104),(78 80.2963),(79 79.54835),
(1 52.035133),(2 58.39523),(3 61.32997),(4 64.03896),(5 65.314125),(6 67.1489),(7 67.318306),(8 69.25157),(9 69.47234),(10 70.05956),(11 71.05284),(12 72.17145),(13 71.70865),(14 72.51577),(15 71.78979),(16 72.31489),(17 71.847786),(18 72.552025),(19 72.94494),(20 72.60217),(21 71.874275),(22 72.21501),(23 72.65176),(24 71.793304),(25 72.15924),(26 73.274345),(27 72.93363),(28 73.31344),(29 73.272285),(30 73.567406),(31 73.68104),(32 74.16689),(33 75.76169),(34 74.94801),(35 75.60471),(36 75.87026),(37 76.124214),(38 76.05476),(39 76.17878),(40 76.69874),(41 76.28024),(42 77.38506),(43 77.718475),(44 77.7879),(45 77.95491),(46 77.99868),(47 78.61498),(48 77.360794),(49 77.93397),(50 77.93322),(51 77.80974),(52 78.41448),(53 77.69091),(54 78.67291),(55 77.945076),(56 77.69548),(57 77.09005),(58 76.81419),(59 77.29152),(60 76.639046),(61 78.10056),(62 77.51762),(63 77.197395),(64 76.96048),(65 78.36142),(66 78.92941),(67 77.67987),(68 77.256),(69 78.14797),(70 77.40321),(71 77.73727),(72 78.1474),(73 78.80433),(74 78.34252),(75 79.15356),(76 80.32822),(77 79.17379),(78 79.865875),(79 79.495384),
(1 51.347534),(2 57.739983),(3 61.54585),(4 63.77191),(5 65.159325),(6 66.85696),(7 67.742744),(8 68.57405),(9 68.72227),(10 68.74639),(11 70.33363),(12 70.81983),(13 71.89662),(14 71.62496),(15 71.84829),(16 71.55693),(17 72.19991),(18 72.507164),(19 72.14208),(20 72.61891),(21 71.511406),(22 71.543175),(23 71.25892),(24 71.31397),(25 71.690094),(26 71.46298),(27 71.91905),(28 71.20127),(29 71.417885),(30 73.07228),(31 72.76116),(32 72.72954),(33 73.13037),(34 73.4319),(35 73.88323),(36 74.42847),(37 74.96003),(38 74.18901),(39 75.35754),(40 74.719666),(41 74.914734),(42 74.70021),(43 75.096344),(44 75.52684),(45 75.71229),(46 75.54682),(47 76.196945),(48 76.18566),(49 77.766914),(50 77.892525),(51 77.57941),(52 77.294754),(53 77.60047),(54 77.48464),(55 78.18364),(56 78.25335),(57 78.140656),(58 77.13889),(59 77.080315),(60 78.72007),(61 78.26306),(62 78.47895),(63 77.50176),(64 77.95998),(65 77.601074),(66 78.853905),(67 78.52729),(68 79.05829),(69 79.36209),(70 79.91251),(71 78.66961),(72 79.38777),(73 79.005394),(74 79.370384),(75 79.69799),(76 79.51529),(77 78.60557),(78 78.317184),(79 78.12045),
(1 51.379726),(2 58.675682),(3 62.231586),(4 63.56847),(5 65.97724),(6 67.70875),(7 68.4677),(8 68.527626),(9 69.033455),(10 69.00418),(11 69.41509),(12 70.657974),(13 71.765144),(14 71.59503),(15 70.56484),(16 71.77094),(17 71.878),(18 72.158745),(19 71.928154),(20 71.79506),(21 71.56124),(22 72.44657),(23 72.71536),(24 72.41777),(25 72.44026),(26 73.77317),(27 72.922195),(28 73.8501),(29 74.29846),(30 75.37073),(31 75.361885),(32 75.36625),(33 74.6724),(34 75.48767),(35 73.79642),(36 75.33723),(37 74.85379),(38 75.01928),(39 74.2844),(40 74.22714),(41 75.13756),(42 74.15862),(43 74.12026),(44 74.77879),(45 74.92486),(46 74.361534),(47 75.27665),(48 74.18746),(49 75.42502),(50 75.46903),(51 75.25682),(52 75.097755),(53 76.11435),(54 76.12463),(55 76.301414),(56 75.70561),(57 75.32102),(58 75.88768),(59 75.66971),(60 76.02708),(61 76.88564),(62 77.05881),(63 77.14485),(64 77.34276),(65 78.347206),(66 78.68869),(67 79.14305),(68 78.73184),(69 79.883804),(70 79.73628),(71 79.520004),(72 80.360306),(73 80.50349),(74 79.03964),(75 78.9126),(76 79.01878),(77 78.764984),(78 78.94121),(79 78.48902),
(1 50.72438),(2 57.25792),(3 60.58951),(4 62.177265),(5 64.90173),(6 66.22486),(7 67.75376),(8 68.56704),(9 68.478645),(10 68.96094),(11 69.02059),(12 69.91726),(13 70.385025),(14 70.20686),(15 69.97469),(16 70.39569),(17 69.59973),(18 71.10246),(19 70.05406),(20 69.94472),(21 70.473114),(22 70.857925),(23 71.71864),(24 70.87315),(25 70.93824),(26 71.54333),(27 71.52096),(28 71.84906),(29 71.48188),(30 71.909355),(31 70.9642),(32 72.50848),(33 72.526405),(34 72.19932),(35 71.55718),(36 72.63907),(37 72.44492),(38 73.552284),(39 73.5981),(40 74.3283),(41 74.924095),(42 75.00964),(43 74.82503),(44 74.921814),(45 75.01503),(46 74.68777),(47 75.97665),(48 75.27848),(49 76.024254),(50 76.82241),(51 75.94846),(52 76.2986),(53 76.48334),(54 76.197464),(55 76.358505),(56 76.72169),(57 77.61046),(58 76.41557),(59 75.91654),(60 76.032906),(61 75.93098),(62 75.43684),(63 74.8649),(64 74.973885),(65 76.15057),(66 75.31745),(67 76.24469),(68 76.18603),(69 77.2583),(70 76.207924),(71 77.30853),(72 76.82056),(73 77.305695),(74 76.49691),(75 76.66425),(76 77.433624),(77 77.06121),(78 77.26847),(79 77.05264),
(1 49.79504),(2 56.628223),(3 60.245186),(4 61.836826),(5 64.646866),(6 65.764084),(7 66.54831),(8 67.77476),(9 67.63549),(10 69.16488),(11 69.34018),(12 70.89333),(13 71.604866),(14 71.77865),(15 71.24288),(16 70.40264),(17 71.25113),(18 72.3228),(19 71.57147),(20 71.10849),(21 71.67787),(22 72.21255),(23 72.54959),(24 72.088905),(25 71.62422),(26 70.99139),(27 72.3499),(28 71.597786),(29 71.86681),(30 72.45309),(31 72.511894),(32 73.71317),(33 73.0022),(34 73.2033),(35 72.842026),(36 73.273674),(37 73.84923),(38 74.01181),(39 73.790375),(40 74.43835),(41 74.16775),(42 74.48055),(43 74.30963),(44 73.94409),(45 74.416725),(46 74.53316),(47 75.30703),(48 74.50466),(49 75.66644),(50 75.91501),(51 75.20587),(52 75.370476),(53 75.50047),(54 74.90701),(55 75.02064),(56 75.61841),(57 75.971466),(58 75.39035),(59 75.411255),(60 74.99448),(61 75.61339),(62 76.24514),(63 76.18376),(64 75.77079),(65 76.29416),(66 77.03361),(67 75.97048),(68 76.20908),(69 77.47553),(70 76.8082),(71 77.148285),(72 77.87309),(73 77.8927),(74 77.71846),(75 77.09839),(76 77.17358),(77 77.434814),(78 77.583015),(79 77.06586),
(1 49.34116),(2 56.614857),(3 58.924366),(4 61.09711),(5 63.351563),(6 64.16905),(7 64.16593),(8 65.88853),(9 65.751785),(10 67.314316),(11 66.98295),(12 68.298256),(13 69.342186),(14 68.710045),(15 68.51931),(16 69.09339),(17 69.9935),(18 69.66792),(19 69.2099),(20 70.178894),(21 70.106255),(22 70.41163),(23 70.17668),(24 70.44423),(25 68.99265),(26 69.2373),(27 69.19262),(28 69.652176),(29 69.43627),(30 70.55728),(31 68.931946),(32 70.24646),(33 69.70168),(34 69.398186),(35 69.82141),(36 69.52049),(37 69.70061),(38 71.026985),(39 70.22035),(40 70.44953),(41 70.83597),(42 71.23594),(43 70.84183),(44 71.417755),(45 71.345276),(46 72.45464),(47 71.48218),(48 71.77452),(49 72.566864),(50 72.72296),(51 72.38745),(52 73.0927),(53 71.92967),(54 71.533),(55 72.570114),(56 71.51485),(57 72.126366),(58 71.56104),(59 71.92285),(60 72.656204),(61 73.45224),(62 73.329155),(63 73.43172),(64 73.594574),(65 73.78598),(66 72.96346),(67 73.78028),(68 73.465645),(69 74.02388),(70 74.49214),(71 73.94693),(72 74.7929),(73 75.19037),(74 75.84533),(75 74.793785),(76 73.67896),(77 73.21935),(78 74.34579),(79 73.7096),
(1 49.027676),(2 56.044044),(3 58.46758),(4 60.45061),(5 62.341236),(6 63.309826),(7 63.240623),(8 64.12206),(9 65.21066),(10 65.81902),(11 65.62451),(12 66.96205),(13 67.615486),(14 67.975624),(15 67.67504),(16 68.200905),(17 69.3566),(18 69.07323),(19 69.473305),(20 69.741135),(21 69.8293),(22 68.82864),(23 70.06452),(24 69.307014),(25 69.10058),(26 69.497826),(27 68.81672),(28 70.04054),(29 70.076324),(30 70.70314),(31 69.712006),(32 69.77849),(33 69.81712),(34 71.357994),(35 69.98004),(36 70.596054),(37 71.86164),(38 72.202286),(39 72.0272),(40 72.02175),(41 71.06755),(42 70.92065),(43 71.36402),(44 71.33462),(45 71.435684),(46 71.67895),(47 71.87954),(48 71.946266),(49 71.95522),(50 72.347435),(51 71.47236),(52 71.54404),(53 71.24469),(54 72.160835),(55 72.62021),(56 72.28141),(57 72.66266),(58 72.141464),(59 73.058044),(60 72.97562),(61 73.57149),(62 73.63436),(63 74.37458),(64 73.935196),(65 73.41019),(66 75.29806),(67 74.35723),(68 74.511246),(69 74.91509),(70 75.35991),(71 75.328224),(72 75.35863),(73 76.08188),(74 75.79597),(75 75.94845),(76 75.48897),(77 75.84406),(78 75.60188),(79 75.26747),
(1 48.350227),(2 55.540897),(3 58.52931),(4 59.646698),(5 62.55313),(6 63.666378),(7 64.50077),(8 64.770836),(9 64.42849),(10 64.71405),(11 65.39056),(12 66.18479),(13 67.392395),(14 68.24784),(15 67.66075),(16 68.47483),(17 68.159096),(18 68.51666),(19 68.71013),(20 68.334694),(21 68.28523),(22 67.60989),(23 67.82863),(24 67.56788),(25 67.56084),(26 67.52436),(27 68.296005),(28 68.72462),(29 69.36624),(30 69.54338),(31 69.55597),(32 68.62846),(33 68.87855),(34 69.20409),(35 69.07931),(36 70.157646),(37 70.68911),(38 70.58774),(39 70.37345),(40 69.85362),(41 70.647316),(42 71.09518),(43 71.79609),(44 71.49847),(45 72.0543),(46 71.20616),(47 71.81318),(48 72.59702),(49 72.97376),(50 72.99224),(51 72.30729),(52 72.19811),(53 72.24014),(54 72.141014),(55 72.921745),(56 72.679985),(57 73.325294),(58 72.0195),(59 73.352104),(60 72.51035),(61 72.432556),(62 74.13758),(63 73.009026),(64 72.94877),(65 73.46209),(66 74.15542),(67 73.65456),(68 72.66296),(69 73.60784),(70 74.31605),(71 73.73873),(72 73.598366),(73 75.15581),(74 75.21667),(75 74.20583),(76 74.43395),(77 74.322624),(78 73.25549),(79 74.36937),
(1 47.998627),(2 54.019676),(3 57.14074),(4 58.728397),(5 60.38173),(6 61.6904),(7 62.374645),(8 63.595474),(9 63.862633),(10 64.10535),(11 65.10696),(12 65.384445),(13 65.663414),(14 66.7822),(15 66.22564),(16 66.81887),(17 67.70036),(18 67.0932),(19 67.06279),(20 67.13426),(21 67.39733),(22 67.09948),(23 66.99392),(24 67.72083),(25 67.463776),(26 67.45438),(27 67.57097),(28 68.27795),(29 69.168076),(30 68.87479),(31 68.675804),(32 68.2174),(33 68.18458),(34 68.11227),(35 68.77426),(36 68.97178),(37 69.25459),(38 69.5938),(39 69.611435),(40 69.31198),(41 69.36838),(42 69.878555),(43 70.26624),(44 69.9333),(45 69.55209),(46 69.333435),(47 69.39289),(48 70.773964),(49 70.94862),(50 70.99802),(51 70.54705),(52 70.874275),(53 71.273285),(54 70.42236),(55 71.67876),(56 70.20227),(57 71.29941),(58 70.429825),(59 69.88723),(60 70.900925),(61 70.93416),(62 71.19763),(63 71.70604),(64 71.64334),(65 71.94648),(66 73.031525),(67 73.44807),(68 73.145485),(69 72.75249),(70 72.78419),(71 73.14394),(72 73.99715),(73 74.79971),(74 73.77145),(75 73.717125),(76 73.626335),(77 73.247475),(78 73.73908),(79 73.44594),
(1 47.92493),(2 54.33746),(3 56.145077),(4 58.770077),(5 60.228455),(6 61.691143),(7 62.18522),(8 62.488094),(9 63.116135),(10 63.994396),(11 65.11995),(12 64.83836),(13 65.34022),(14 66.29448),(15 66.684364),(16 66.59107),(17 67.676704),(18 67.45075),(19 67.725395),(20 67.87726),(21 67.47351),(22 66.94667),(23 67.34794),(24 66.88027),(25 67.47759),(26 68.20681),(27 68.2103),(28 68.28075),(29 68.952774),(30 68.92323),(31 70.006226),(32 70.06341),(33 69.31402),(34 69.73176),(35 70.08094),(36 70.03529),(37 70.65517),(38 70.54097),(39 70.39388),(40 69.38217),(41 69.829575),(42 70.77333),(43 71.080475),(44 70.674416),(45 70.902306),(46 69.68879),(47 69.87754),(48 71.49355),(49 70.93568),(50 71.10496),(51 72.18784),(52 71.62124),(53 71.894035),(54 71.24235),(55 70.83088),(56 71.88273),(57 71.520805),(58 71.29753),(59 71.122574),(60 71.80608),(61 72.26629),(62 71.85749),(63 71.9804),(64 71.96771),(65 72.7945),(66 73.44356),(67 73.05192),(68 72.402374),(69 72.193474),(70 73.00262),(71 72.84826),(72 73.39298),(73 73.173904),(74 73.76894),(75 73.11189),(76 72.94658),(77 73.15947),(78 72.5487),(79 72.870476),
