1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 660339),(2 2712842.3),(3 6521639.5),(4 11929675),(5 19062098),(6 28296762),(7 38665596),(8 54218644),(9 69772650),(10 87531050),(11 108959520),(12 132710340),(13 158302720),(14 189194190),(15 217097490),(16 242432400),(17 269395300),(18 293977900),(19 320609630),(20 349465060),(21 376750850),(22 403612160),(23 426110980),(24 442579550),(25 454132900),(26 462339680),(27 465957630),(28 466828640),(29 463416220),(30 460495070),(31 452660770),(32 444924400),(33 433544450),(34 420228260),(35 403857920),(36 386235870),(37 369127400),(38 349552400),(39 331201800),(40 310614500),(41 288773600),(42 268475870),(43 249064430),(44 230936780),(45 214585780),(46 199638850),(47 186224510),(48 173718130),(49 162516450),(50 153589900),(51 145584030),(52 139465740),(53 134020440),(54 129045570),(55 124918460),(56 121588490),(57 118777060),(58 116272024),(59 114734360),(60 113670550),(61 113413096),(62 113610240),(63 114241630),(64 115705976),(65 116996770),(66 118966070),(67 121853910),(68 125399850),(69 129456030),(70 135034380),(71 140490270),(72 148083310),(73 156706610),(74 166531020),(75 175779060),(76 185382000),(77 195348030),(78 207973460),(79 220096130),
(1 1002.1439),(2 1177.5145),(3 1257.808),(4 1400.012),(5 1481.6006),(6 1526.356),(7 1594.5076),(8 1597.1469),(9 1623.557),(10 1654.9319),(11 1702.1917),(12 1737.9143),(13 1796.1198),(14 1815.424),(15 1820.8068),(16 1843.2775),(17 1860.3499),(18 1881.9598),(19 1894.8846),(20 1912.0072),(21 1916.308),(22 1929.3772),(23 1910.4797),(24 1895.6245),(25 1915.8003),(26 1893.6691),(27 1879.1708),(28 1832.2013),(29 1808.3378),(30 1811.4647),(31 1788.0428),(32 1774.4723),(33 1761.3721),(34 1735.5593),(35 1735.0851),(36 1716.5789),(37 1693.9945),(38 1683.9668),(39 1667.4027),(40 1647.9534),(41 1636.2041),(42 1623.1074),(43 1606.7749),(44 1629.2441),(45 1635.0671),(46 1614.2406),(47 1643.8589),(48 1641.2056),(49 1655.1799),(50 1662.2793),(51 1680.7714),(52 1678.8971),(53 1691.2892),(54 1688.3893),(55 1701.7566),(56 1744.1456),(57 1721.9587),(58 1735.6249),(59 1765.7006),(60 1728.6115),(61 1760.4536),(62 1765.8826),(63 1769.9733),(64 1826.1226),(65 1816.3955),(66 1827.9473),(67 1838.442),(68 1833.7242),(69 1831.8601),(70 1812.2867),(71 1847.9999),(72 1851.793),(73 1828.5476),(74 1868.3512),(75 1858.3177),(76 1852.0045),(77 1818.942),(78 1804.7465),(79 1815.7106),
(1 1002.4733),(2 1187.6271),(3 1251.8452),(4 1411.4375),(5 1506.2822),(6 1538.2444),(7 1606.6415),(8 1614.1526),(9 1630.2786),(10 1662.9724),(11 1705.1636),(12 1736.7844),(13 1778.223),(14 1812.8213),(15 1832.7568),(16 1851.7822),(17 1846.0051),(18 1850.4219),(19 1853.9857),(20 1873.7657),(21 1870.3782),(22 1860.6318),(23 1843.063),(24 1845.7356),(25 1822.9564),(26 1838.5919),(27 1814.5322),(28 1763.2986),(29 1750.9609),(30 1740.0078),(31 1735.0326),(32 1708.0662),(33 1701.5254),(34 1699.9069),(35 1683.5583),(36 1666.9775),(37 1648.9247),(38 1655.0698),(39 1636.9496),(40 1628.642),(41 1613.4912),(42 1623.9694),(43 1628.3455),(44 1632.2017),(45 1632.8313),(46 1639.8397),(47 1667.1777),(48 1674.068),(49 1655.1292),(50 1662.976),(51 1699.7584),(52 1689.5211),(53 1694.0082),(54 1679.948),(55 1704.659),(56 1726.2565),(57 1707.2494),(58 1726.6089),(59 1754.9392),(60 1727.9558),(61 1754.5548),(62 1745.4066),(63 1752.6035),(64 1813.6306),(65 1801.2637),(66 1837.0647),(67 1817.3295),(68 1836.2249),(69 1817.2537),(70 1807.6512),(71 1824.896),(72 1843.9568),(73 1848.4265),(74 1869.885),(75 1850.9415),(76 1868.2809),(77 1812.074),(78 1804.9902),(79 1801.7303),
(1 943.94403),(2 1102.1942),(3 1166.0427),(4 1315.1129),(5 1399.1942),(6 1434.0072),(7 1494.8171),(8 1525.132),(9 1542.4115),(10 1573.3531),(11 1604.2272),(12 1627.2532),(13 1658.5958),(14 1695.788),(15 1737.3262),(16 1742.8267),(17 1745.7576),(18 1767.0907),(19 1771.8251),(20 1778.0657),(21 1780.2266),(22 1804.3082),(23 1788.623),(24 1778.1599),(25 1767.7618),(26 1759.2268),(27 1755.5853),(28 1722.5327),(29 1688.5016),(30 1693.7018),(31 1674.2952),(32 1648.0826),(33 1641.3673),(34 1622.2617),(35 1621.7773),(36 1610.1909),(37 1584.658),(38 1574.0964),(39 1577.6775),(40 1562.4298),(41 1551.3298),(42 1544.081),(43 1552.6365),(44 1576.0172),(45 1579.8049),(46 1573.6934),(47 1586.7405),(48 1602.7222),(49 1598.9082),(50 1598.1783),(51 1592.8245),(52 1596.8363),(53 1588.5127),(54 1584.8724),(55 1606.5815),(56 1619.502),(57 1603.0107),(58 1626.8387),(59 1619.2073),(60 1613.7429),(61 1614.6368),(62 1627.9664),(63 1627.9559),(64 1637.3639),(65 1665.2761),(66 1689.9233),(67 1671.6238),(68 1671.4202),(69 1674.9591),(70 1667.4746),(71 1651.5099),(72 1661.675),(73 1675.1984),(74 1681.3108),(75 1673.7411),(76 1689.0732),(77 1665.9496),(78 1649.8555),(79 1643.0553),
(1 965.1352),(2 1096.9581),(3 1152.4564),(4 1319.0015),(5 1398.068),(6 1421.2289),(7 1481.6161),(8 1498.3441),(9 1502.4429),(10 1529.6139),(11 1547.4672),(12 1579.6292),(13 1597.0554),(14 1630.2084),(15 1670.0643),(16 1679.6665),(17 1686.5184),(18 1714.6105),(19 1714.3083),(20 1752.9545),(21 1727.2277),(22 1708.425),(23 1711.6469),(24 1683.2902),(25 1699.1351),(26 1683.2797),(27 1673.711),(28 1671.5079),(29 1635.6051),(30 1613.27),(31 1610.862),(32 1591.6085),(33 1567.0726),(34 1559.5029),(35 1560.087),(36 1553.116),(37 1537.0309),(38 1519.8381),(39 1525.235),(40 1498.6735),(41 1499.0955),(42 1489.357),(43 1484.2145),(44 1492.9344),(45 1493.0189),(46 1502.5896),(47 1522.4371),(48 1519.2649),(49 1516.6884),(50 1506.0219),(51 1536.0061),(52 1520.206),(53 1547.1444),(54 1555.7191),(55 1582.0347),(56 1600.2979),(57 1594.3572),(58 1608.0657),(59 1622.6902),(60 1616.0803),(61 1621.9617),(62 1636.9636),(63 1621.7217),(64 1657.9424),(65 1662.0991),(66 1706.0221),(67 1701.8369),(68 1676.815),(69 1682.9631),(70 1685.3306),(71 1660.705),(72 1692.5974),(73 1687.8414),(74 1684.5211),(75 1704.7115),(76 1701.1766),(77 1677.4922),(78 1676.878),(79 1674.1616),
(1 942.5111),(2 1090.3627),(3 1156.1827),(4 1316.2325),(5 1395.075),(6 1441.5286),(7 1505.6692),(8 1515.078),(9 1530.312),(10 1533.8701),(11 1547.3397),(12 1576.5845),(13 1606.7179),(14 1647.8528),(15 1693.6342),(16 1687.279),(17 1705.6774),(18 1732.8701),(19 1731.2477),(20 1741.0625),(21 1729.1256),(22 1734.7935),(23 1721.1096),(24 1700.5614),(25 1698.5809),(26 1670.297),(27 1669.8406),(28 1641.7026),(29 1626.9191),(30 1604.2456),(31 1602.1862),(32 1584.6002),(33 1564.2224),(34 1555.4758),(35 1541.8842),(36 1529.3556),(37 1504.6731),(38 1499.0435),(39 1510.602),(40 1491.6392),(41 1511.307),(42 1484.9128),(43 1500.8639),(44 1498.3018),(45 1521.4073),(46 1523.239),(47 1543.1913),(48 1556.3318),(49 1564.0876),(50 1557.5026),(51 1568.7224),(52 1580.5835),(53 1586.4716),(54 1586.853),(55 1602.6486),(56 1611.8608),(57 1620.2026),(58 1622.688),(59 1622.4962),(60 1635.044),(61 1645.402),(62 1653.4506),(63 1657.4767),(64 1686.8865),(65 1679.1754),(66 1711.0818),(67 1734.9778),(68 1703.3027),(69 1712.4861),(70 1722.4652),(71 1674.8453),(72 1704.677),(73 1713.8267),(74 1681.2311),(75 1708.8048),(76 1712.773),(77 1702.8185),(78 1701.7825),(79 1668.7402),
(1 908.676),(2 1048.1523),(3 1122.7772),(4 1246.7421),(5 1329.8864),(6 1360.4923),(7 1423.4136),(8 1430.3733),(9 1473.7994),(10 1486.8574),(11 1493.3981),(12 1507.7109),(13 1540.3065),(14 1554.4401),(15 1615.5186),(16 1613.114),(17 1631.756),(18 1654.5472),(19 1642.2052),(20 1663.5865),(21 1638.5486),(22 1652.1901),(23 1639.0483),(24 1606.734),(25 1609.4286),(26 1589.6218),(27 1581.7021),(28 1570.0157),(29 1554.989),(30 1565.9944),(31 1542.564),(32 1523.3059),(33 1520.79),(34 1510.9391),(35 1495.2197),(36 1485.5948),(37 1460.9486),(38 1460.2396),(39 1451.7407),(40 1443.47),(41 1448.4634),(42 1439.3271),(43 1450.2721),(44 1456.2921),(45 1462.9352),(46 1462.5624),(47 1487.7545),(48 1490.6665),(49 1485.6459),(50 1473.2592),(51 1480.0747),(52 1482.1871),(53 1491.8118),(54 1496.5895),(55 1510.9031),(56 1531.88),(57 1547.8575),(58 1539.176),(59 1543.9423),(60 1562.0581),(61 1566.2202),(62 1554.5978),(63 1561.5769),(64 1589.0143),(65 1593.1879),(66 1603.297),(67 1614.152),(68 1610.4221),(69 1606.7356),(70 1623.8141),(71 1596.1451),(72 1595.0837),(73 1622.5829),(74 1608.6539),(75 1629.4923),(76 1604.9198),(77 1595.1268),(78 1596.6381),(79 1569.4691),
(1 896.05536),(2 1036.7898),(3 1093.9772),(4 1236.0503),(5 1314.0881),(6 1340.9602),(7 1390.689),(8 1392.7098),(9 1418.8906),(10 1437.4592),(11 1445.8965),(12 1493.9463),(13 1495.7616),(14 1516.6963),(15 1574.8577),(16 1566.5813),(17 1599.4679),(18 1610.2024),(19 1594.433),(20 1605.6997),(21 1605.9121),(22 1584.1931),(23 1583.5045),(24 1565.527),(25 1573.111),(26 1565.2119),(27 1538.7144),(28 1533.1525),(29 1519.834),(30 1520.304),(31 1508.7566),(32 1489.6672),(33 1484.9375),(34 1484.0763),(35 1466.6383),(36 1456.16),(37 1433.0294),(38 1431.9971),(39 1443.3678),(40 1419.429),(41 1419.2976),(42 1413.1113),(43 1420.1515),(44 1436.6599),(45 1442.5629),(46 1460.7303),(47 1462.2678),(48 1468.6301),(49 1475.7802),(50 1473.2601),(51 1481.0608),(52 1479.5793),(53 1504.1526),(54 1494.6249),(55 1513.1584),(56 1537.8843),(57 1533.8549),(58 1523.2648),(59 1534.3002),(60 1533.7217),(61 1550.0646),(62 1543.198),(63 1540.0659),(64 1575.0605),(65 1579.1385),(66 1591.6526),(67 1605.122),(68 1588.4867),(69 1570.5072),(70 1579.2902),(71 1565.0604),(72 1555.1864),(73 1573.1245),(74 1543.3171),(75 1563.9904),(76 1551.1255),(77 1545.2059),(78 1525.429),(79 1512.1836),
(1 866.918),(2 1007.2979),(3 1070.449),(4 1216.4232),(5 1294.6609),(6 1322.2719),(7 1375.8221),(8 1383.134),(9 1403.2421),(10 1430.8124),(11 1433.0884),(12 1487.0652),(13 1480.0288),(14 1501.6532),(15 1570.8856),(16 1569.6266),(17 1581.1302),(18 1590.9928),(19 1578.993),(20 1583.4236),(21 1589.6212),(22 1585.5691),(23 1557.5404),(24 1537.728),(25 1532.7954),(26 1509.0867),(27 1495.3171),(28 1491.0497),(29 1477.8898),(30 1462.25),(31 1464.419),(32 1432.8829),(33 1449.7476),(34 1435.2527),(35 1427.4076),(36 1418.6512),(37 1389.8934),(38 1403.8141),(39 1405.9348),(40 1381.7308),(41 1383.8575),(42 1373.7845),(43 1378.9874),(44 1400.7957),(45 1394.9866),(46 1418.2421),(47 1422.6938),(48 1426.7626),(49 1435.0775),(50 1431.5083),(51 1443.9197),(52 1451.7538),(53 1460.4669),(54 1452.2483),(55 1472.0753),(56 1488.0952),(57 1486.3208),(58 1481.7107),(59 1474.4026),(60 1497),(61 1506.3408),(62 1509.6582),(63 1501.8453),(64 1528.5253),(65 1540.4706),(66 1558.013),(67 1561.6173),(68 1553.474),(69 1545.1501),(70 1570.2738),(71 1553.918),(72 1556.977),(73 1575.5167),(74 1561.3192),(75 1559.7513),(76 1548.2842),(77 1531.3147),(78 1524.6594),(79 1521.6648),
(1 865.3884),(2 959.2621),(3 1048.1465),(4 1163.6349),(5 1238.0015),(6 1270.8834),(7 1310.3855),(8 1314.0562),(9 1349.2456),(10 1353.8043),(11 1369.2081),(12 1428.0988),(13 1421.2126),(14 1419.7393),(15 1486.5503),(16 1477.4977),(17 1521.6747),(18 1507.5408),(19 1521.806),(20 1529.999),(21 1518.0123),(22 1526.4905),(23 1503.8954),(24 1503.0548),(25 1497.4244),(26 1488.7672),(27 1456.1791),(28 1448.0004),(29 1440.262),(30 1437.7085),(31 1438.5961),(32 1429.3108),(33 1415.812),(34 1401.4341),(35 1395.1428),(36 1403.2102),(37 1377.3695),(38 1379.0352),(39 1394.2477),(40 1384.1967),(41 1361.0986),(42 1354.2205),(43 1351.0731),(44 1362.9209),(45 1371.9692),(46 1389.7778),(47 1389.9956),(48 1375.6055),(49 1382.6526),(50 1395.553),(51 1395.4137),(52 1383.2052),(53 1389.6361),(54 1386.5387),(55 1384.6923),(56 1426.7784),(57 1416.3346),(58 1424.9354),(59 1430.6381),(60 1457.7102),(61 1453.6746),(62 1445.173),(63 1467.3582),(64 1473.9613),(65 1472.9579),(66 1462.202),(67 1494.2565),(68 1492.8376),(69 1476.5469),(70 1498.8024),(71 1470.694),(72 1457.7957),(73 1473.7345),(74 1493.8813),(75 1454.6841),(76 1471.2313),(77 1458.8093),(78 1461.3334),(79 1446.6929),
(1 848.63464),(2 951.1435),(3 1030.9275),(4 1143.1464),(5 1216.8331),(6 1272.4281),(7 1292.4225),(8 1312.3174),(9 1331.3262),(10 1357.9719),(11 1357.0886),(12 1412.9011),(13 1415.4524),(14 1430.3688),(15 1489.6377),(16 1485.5696),(17 1499.9397),(18 1504.9852),(19 1493.5099),(20 1499.1603),(21 1493.2952),(22 1497.1074),(23 1492.3148),(24 1503.4596),(25 1490.5652),(26 1484.9453),(27 1454.2062),(28 1429.6328),(29 1428.8672),(30 1417.588),(31 1426.5077),(32 1424.9946),(33 1428.2322),(34 1415.0618),(35 1415.7391),(36 1410.241),(37 1384.1299),(38 1373.7086),(39 1377.2352),(40 1369.28),(41 1371.7963),(42 1358.3872),(43 1367.4899),(44 1382.5338),(45 1375.463),(46 1390.4777),(47 1393.1493),(48 1382.5223),(49 1383.744),(50 1385.1354),(51 1388.5297),(52 1390.1393),(53 1411.3901),(54 1409.7295),(55 1433.2783),(56 1439.9816),(57 1420.6443),(58 1431.9176),(59 1426.699),(60 1452.8118),(61 1455.228),(62 1445.1227),(63 1461.1932),(64 1476.9155),(65 1475.7898),(66 1467.6483),(67 1487.9657),(68 1514.9927),(69 1516.7445),(70 1524.3386),(71 1509.2091),(72 1515.8484),(73 1511.3932),(74 1544.484),(75 1514.0654),(76 1508.4988),(77 1489.3567),(78 1513.8081),(79 1487.266),
(1 821.816),(2 918.1954),(3 1006.43066),(4 1110.6927),(5 1174.4105),(6 1222.7594),(7 1241.9468),(8 1240.924),(9 1271.4167),(10 1294.3013),(11 1296.3756),(12 1359.0096),(13 1378.1024),(14 1395.3259),(15 1452.9537),(16 1441.046),(17 1464.4512),(18 1442.5397),(19 1444.7644),(20 1439.2366),(21 1438.5648),(22 1406.4436),(23 1400.3235),(24 1394.5541),(25 1383.4027),(26 1379.645),(27 1344.4695),(28 1325.435),(29 1316.0873),(30 1302.4565),(31 1313.6384),(32 1304.9115),(33 1306.2021),(34 1296.6125),(35 1288.0492),(36 1282.7766),(37 1271.8378),(38 1268.147),(39 1265.9203),(40 1267.2343),(41 1271.7545),(42 1263.0132),(43 1260.3215),(44 1293.1239),(45 1301.972),(46 1311.4036),(47 1318.1365),(48 1314.4569),(49 1317.437),(50 1329.4124),(51 1341.7988),(52 1334.1721),(53 1347.7754),(54 1351.015),(55 1364.6725),(56 1386.4238),(57 1371.5504),(58 1379.2467),(59 1381.743),(60 1383.9419),(61 1376.3423),(62 1368.6029),(63 1386.7158),(64 1394.6506),(65 1391.3656),(66 1388.9288),(67 1421.8661),(68 1425.7732),(69 1410.3511),(70 1423.7039),(71 1414.2948),(72 1421.2798),(73 1389.5708),(74 1412.2524),(75 1407.2216),(76 1401.4274),(77 1395.0487),(78 1396.3558),(79 1354.197),
(1 822.52997),(2 918.01373),(3 990.21075),(4 1081.2213),(5 1154.4377),(6 1202.4678),(7 1219.3317),(8 1232.2457),(9 1250.5833),(10 1267.1692),(11 1253.2892),(12 1297.7119),(13 1326.4639),(14 1325.5614),(15 1383.0635),(16 1382.9412),(17 1398.725),(18 1391.7611),(19 1415.6903),(20 1392.6162),(21 1392.9465),(22 1371.818),(23 1369.1495),(24 1372.8124),(25 1363.125),(26 1363.3357),(27 1351.2354),(28 1323.2871),(29 1319.9014),(30 1323.6313),(31 1315.4011),(32 1317.0046),(33 1314.7161),(34 1316.8429),(35 1314.8165),(36 1303.512),(37 1288.5382),(38 1258.1216),(39 1256.4106),(40 1263.971),(41 1273.972),(42 1250.0793),(43 1233.9121),(44 1258.9083),(45 1258.6227),(46 1273.9575),(47 1272.42),(48 1284.5629),(49 1268.9636),(50 1272.793),(51 1271.7584),(52 1268.6436),(53 1276.0398),(54 1287.5242),(55 1299.544),(56 1302.118),(57 1299.3004),(58 1310.855),(59 1334.2993),(60 1323.8611),(61 1344.5508),(62 1349.0922),(63 1353.9202),(64 1354.3662),(65 1363.0422),(66 1354.7443),(67 1383.2871),(68 1372.4915),(69 1373.4424),(70 1374.4773),(71 1364.6548),(72 1382.7297),(73 1352.3965),(74 1387.6268),(75 1389.4315),(76 1387.9636),(77 1389.6936),(78 1360.7983),(79 1338.2029),
(1 784.56287),(2 876.46204),(3 960.1677),(4 1033.7762),(5 1098.4061),(6 1161.408),(7 1157.8608),(8 1180.5365),(9 1216.1038),(10 1234.2134),(11 1235.6874),(12 1270.4558),(13 1299.9614),(14 1324.9493),(15 1379.2205),(16 1379.1841),(17 1405.5566),(18 1391.8965),(19 1402.65),(20 1397.093),(21 1392.7456),(22 1390.2751),(23 1388.2137),(24 1382.6735),(25 1368.016),(26 1366.8677),(27 1346.7285),(28 1311.6381),(29 1295.6788),(30 1277.9194),(31 1273.1898),(32 1267.2191),(33 1263.824),(34 1265.5228),(35 1249.227),(36 1245.1774),(37 1217.6688),(38 1216.9005),(39 1218.4963),(40 1216.2516),(41 1240.6724),(42 1217.0603),(43 1223.809),(44 1260.5851),(45 1261.1089),(46 1263.2245),(47 1273.7471),(48 1276.247),(49 1293.1746),(50 1274.7535),(51 1289.5795),(52 1294.0405),(53 1316.7015),(54 1322.9296),(55 1323.8691),(56 1316.3147),(57 1322.9672),(58 1328.5795),(59 1341.4269),(60 1337.3965),(61 1351.0078),(62 1356.7273),(63 1355.9186),(64 1361.184),(65 1366.1906),(66 1364.3135),(67 1402.096),(68 1383.8708),(69 1389.0237),(70 1391.4944),(71 1372.3016),(72 1397.9615),(73 1370.444),(74 1370.3716),(75 1375.9227),(76 1378.3636),(77 1365.6635),(78 1362.1663),(79 1339.7529),
(1 760.57825),(2 873.42426),(3 945.56335),(4 1028.3439),(5 1074.5208),(6 1151.3301),(7 1127.2435),(8 1161.6127),(9 1192.2019),(10 1216.2097),(11 1221.4247),(12 1245.5538),(13 1279.8757),(14 1284.0588),(15 1316.5636),(16 1313.0826),(17 1332.0101),(18 1324.2396),(19 1326.4614),(20 1325.9458),(21 1322.6622),(22 1314.0741),(23 1312.1931),(24 1307.746),(25 1292.0328),(26 1296.0374),(27 1262.9099),(28 1246.2897),(29 1220.1527),(30 1220.0214),(31 1217.446),(32 1209.8727),(33 1206.1099),(34 1201.9906),(35 1183.3193),(36 1198.1893),(37 1171.797),(38 1180.616),(39 1183.6476),(40 1171.8849),(41 1187.9346),(42 1167.01),(43 1186.7711),(44 1210.5895),(45 1208.9321),(46 1215.1266),(47 1219.7513),(48 1228.9214),(49 1249.3986),(50 1243.3782),(51 1247.015),(52 1262.8721),(53 1280.5065),(54 1289.4546),(55 1284.2294),(56 1288.0828),(57 1295.1011),(58 1308.2369),(59 1312.6765),(60 1306.8434),(61 1299.9115),(62 1314.7141),(63 1333.2998),(64 1307.0751),(65 1318.3196),(66 1326.2659),(67 1346.7546),(68 1341.7632),(69 1351.87),(70 1344.37),(71 1338.0148),(72 1347.2517),(73 1345.2427),(74 1327.7604),(75 1339.3994),(76 1348.3552),(77 1343.8716),(78 1335.337),(79 1319.4255),
(1 729.8556),(2 813.20184),(3 905.35614),(4 973.33014),(5 1027.6149),(6 1089.284),(7 1079.7438),(8 1099.8359),(9 1131.3341),(10 1145.6731),(11 1167.3472),(12 1185.8062),(13 1219.1726),(14 1243.47),(15 1255.671),(16 1254.7218),(17 1287.8683),(18 1274.8868),(19 1271.0471),(20 1283.4902),(21 1267.9489),(22 1270.0781),(23 1259.2296),(24 1259.3564),(25 1253.3041),(26 1242.7522),(27 1240.6726),(28 1211.0355),(29 1202.5146),(30 1205.2544),(31 1210.4607),(32 1200.5721),(33 1199.3019),(34 1201.21),(35 1186.9423),(36 1202.6873),(37 1186.7911),(38 1169.2633),(39 1178.9357),(40 1181.4443),(41 1178.964),(42 1161.6676),(43 1172.5944),(44 1183.0709),(45 1178.5186),(46 1194.1512),(47 1201.5062),(48 1198.3574),(49 1201.8989),(50 1206.5869),(51 1202.7196),(52 1205.2594),(53 1223.8925),(54 1234.5779),(55 1217.9933),(56 1215.2458),(57 1220.265),(58 1224.4501),(59 1216.1012),(60 1221.3014),(61 1223.8376),(62 1223.8511),(63 1244.0297),(64 1231.369),(65 1244.8041),(66 1263.4706),(67 1272.1389),(68 1274.4471),(69 1275.9419),(70 1271.3505),(71 1262.4045),(72 1266.488),(73 1262.6288),(74 1236.0209),(75 1249.0278),(76 1276.4706),(77 1253.004),(78 1274.1731),(79 1251.6403),
(1 712.9739),(2 816.1648),(3 894.3153),(4 979.11536),(5 1020.003),(6 1099.2135),(7 1092.3309),(8 1114.4697),(9 1156.2452),(10 1163.6165),(11 1206.136),(12 1217.4319),(13 1240.1879),(14 1268.8602),(15 1302.0453),(16 1311.6981),(17 1344.8668),(18 1322.4706),(19 1312.9974),(20 1321.7041),(21 1316.021),(22 1327.3756),(23 1305.8195),(24 1297.2239),(25 1285.6577),(26 1276.5094),(27 1259.1128),(28 1226.3601),(29 1220.9176),(30 1210.0396),(31 1201.5267),(32 1193.3168),(33 1179.8218),(34 1173.6348),(35 1175.6235),(36 1179.2361),(37 1179.8959),(38 1176.3365),(39 1171.6558),(40 1186.9026),(41 1183.9078),(42 1174.335),(43 1204.2009),(44 1206.1382),(45 1221.8342),(46 1226.4397),(47 1232.5796),(48 1227.0421),(49 1233.6882),(50 1223.1664),(51 1249.4467),(52 1251.3593),(53 1267.3699),(54 1286.2742),(55 1270.8856),(56 1273.3209),(57 1273.1411),(58 1288.3295),(59 1285.3335),(60 1291.5446),(61 1280.6825),(62 1272.326),(63 1293.2068),(64 1278.9536),(65 1290.7622),(66 1299.9669),(67 1286.9375),(68 1301.0092),(69 1292.0681),(70 1307.0981),(71 1294.9265),(72 1289.8315),(73 1307.928),(74 1282.0795),(75 1279.8647),(76 1299.31),(77 1293.8247),(78 1294.0275),(79 1298.5903),
