1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 688492.75),(2 2322457),(3 4744998.5),(4 7871810.5),(5 11900239),(6 16652667),(7 21872144),(8 27006618),(9 32492214),(10 37692940),(11 42669196),(12 47563548),(13 52210224),(14 57099372),(15 62871012),(16 68491944),(17 74867480),(18 82594370),(19 90009410),(20 97468776),(21 105793340),(22 113452670),(23 122147960),(24 131576760),(25 139673870),(26 148933810),(27 159410160),(28 169228000),(29 180570500),(30 192227120),(31 202580910),(32 216274190),(33 231478400),(34 247377300),(35 266880720),(36 285754080),(37 307838620),(38 329065860),(39 354379940),(40 376887400),(41 402609800),(42 425157920),(43 446194660),(44 465846940),(45 488358370),(46 507879400),(47 527862530),(48 551171600),(49 573633600),(50 594573250),(51 616816960),(52 635465660),(53 653125570),(54 667211200),(55 682421500),(56 692784830),(57 700445630),(58 704744450),(59 705383000),(60 702490240),(61 695802700),(62 685281400),(63 671821100),(64 660455500),(65 649461060),(66 635205440),(67 617187260),(68 601275300),(69 582269400),(70 562093400),(71 541497150),(72 520569600),(73 500826020),(74 481589660),(75 463562600),(76 446459260),(77 431001000),(78 416696420),(79 404182940),
(1 283.05402),(2 287.22382),(3 311.2692),(4 332.09384),(5 338.7428),(6 344.77704),(7 356.1881),(8 360.8215),(9 368.25995),(10 377.07852),(11 380.51147),(12 385.29163),(13 386.91846),(14 393.18362),(15 392.75482),(16 397.91855),(17 392.6871),(18 395.61887),(19 397.48233),(20 392.8989),(21 394.44666),(22 396.7847),(23 395.66928),(24 400.3098),(25 398.61218),(26 396.74185),(27 396.63135),(28 398.19504),(29 401.51685),(30 401.09055),(31 406.41757),(32 405.4376),(33 409.1971),(34 406.67395),(35 415.2183),(36 417.9594),(37 419.0968),(38 420.6913),(39 421.27444),(40 427.70026),(41 432.3107),(42 435.26187),(43 441.04504),(44 437.05307),(45 441.15973),(46 443.32352),(47 447.38092),(48 449.4429),(49 452.85223),(50 453.02426),(51 457.766),(52 459.91052),(53 462.2444),(54 462.82556),(55 472.29788),(56 476.15118),(57 481.81168),(58 487.69403),(59 498.54517),(60 498.42215),(61 501.1694),(62 502.80164),(63 509.50293),(64 513.09796),(65 510.5463),(66 518.186),(67 516.4402),(68 514.96423),(69 515.9546),(70 507.83603),(71 516.99524),(72 520.1647),(73 518.15436),(74 507.32886),(75 513.81433),(76 515.63306),(77 507.81708),(78 506.75555),(79 503.10483),
(1 280.81418),(2 287.36957),(3 309.3401),(4 330.85458),(5 339.33383),(6 338.4077),(7 350.07367),(8 357.4138),(9 367.30588),(10 376.7967),(11 377.9093),(12 383.8161),(13 388.1035),(14 392.17932),(15 396.70526),(16 397.76172),(17 391.94058),(18 400.15265),(19 400.3594),(20 398.92825),(21 399.79974),(22 399.507),(23 397.51285),(24 399.79483),(25 396.70612),(26 399.29132),(27 398.47586),(28 399.42078),(29 406.95468),(30 409.38495),(31 408.0008),(32 412.66284),(33 422.10513),(34 422.759),(35 426.20172),(36 429.7068),(37 437.10983),(38 437.41907),(39 440.649),(40 444.81647),(41 447.84323),(42 454.34073),(43 454.13223),(44 456.67526),(45 454.51907),(46 461.56454),(47 466.17676),(48 473.54596),(49 475.71597),(50 479.0645),(51 478.4338),(52 476.15518),(53 482.98956),(54 486.38184),(55 490.2568),(56 491.29276),(57 502.35648),(58 502.36172),(59 510.01083),(60 517.2898),(61 518.1649),(62 520.215),(63 524.2884),(64 529.9819),(65 526.8643),(66 528.20764),(67 530.61554),(68 524.55786),(69 524.8097),(70 518.50714),(71 525.88873),(72 527.20233),(73 517.70337),(74 516.56573),(75 519.6183),(76 519.9482),(77 515.3456),(78 517.7026),(79 513.35394),
(1 271.75095),(2 279.44125),(3 297.8093),(4 315.9303),(5 323.2982),(6 328.75452),(7 338.04932),(8 345.50827),(9 349.72726),(10 359.80392),(11 365.51926),(12 369.7167),(13 368.20853),(14 368.35596),(15 377.33282),(16 375.95212),(17 373.28223),(18 380.33398),(19 380.4331),(20 378.6389),(21 374.93756),(22 380.44748),(23 381.99277),(24 380.36627),(25 383.37534),(26 380.71536),(27 389.97284),(28 391.31384),(29 399.8254),(30 397.48895),(31 408.1472),(32 410.49106),(33 415.91086),(34 416.12805),(35 424.42728),(36 428.1562),(37 433.1659),(38 436.7847),(39 441.55716),(40 442.54318),(41 453.05145),(42 455.5375),(43 463.89328),(44 461.72916),(45 471.23837),(46 472.51212),(47 475.7361),(48 484.51843),(49 484.15027),(50 487.92694),(51 494.24136),(52 495.36014),(53 496.1522),(54 494.38885),(55 508.59064),(56 506.58218),(57 519.227),(58 515.98),(59 514.0329),(60 520.4403),(61 524.2066),(62 525.1713),(63 525.9271),(64 527.7717),(65 523.99207),(66 519.1126),(67 517.4599),(68 512.50085),(69 511.84344),(70 510.87744),(71 513.0463),(72 511.61533),(73 502.86838),(74 499.32944),(75 499.75665),(76 500.35544),(77 497.80447),(78 497.45273),(79 494.87317),
(1 268.0531),(2 278.66248),(3 297.20953),(4 318.30646),(5 325.28522),(6 331.4434),(7 341.15915),(8 345.40015),(9 354.56772),(10 363.94113),(11 367.5375),(12 372.21024),(13 373.49268),(14 374.41983),(15 380.72623),(16 376.0887),(17 375.94107),(18 383.90396),(19 384.5262),(20 382.16824),(21 381.1544),(22 383.0707),(23 385.00122),(24 386.49017),(25 388.35184),(26 384.41458),(27 390.0685),(28 391.5514),(29 396.46436),(30 398.17764),(31 403.23907),(32 402.80923),(33 407.33792),(34 406.9313),(35 412.83295),(36 415.4624),(37 417.5604),(38 420.52585),(39 424.4205),(40 426.09283),(41 429.49545),(42 430.51785),(43 439.00626),(44 436.79556),(45 441.62436),(46 447.861),(47 449.6772),(48 459.111),(49 454.11066),(50 455.65497),(51 460.8641),(52 463.1933),(53 463.67914),(54 467.93817),(55 474.35007),(56 474.75613),(57 479.26086),(58 481.64157),(59 484.15314),(60 491.76782),(61 496.99127),(62 500.27637),(63 502.60452),(64 501.01575),(65 504.14575),(66 505.21222),(67 503.7812),(68 497.99664),(69 499.8858),(70 500.79626),(71 508.32037),(72 505.21625),(73 500.1003),(74 502.06247),(75 509.10114),(76 506.69016),(77 507.8776),(78 514.02625),(79 509.37595),
(1 264.3225),(2 274.26077),(3 292.25507),(4 312.51892),(5 317.12805),(6 325.20007),(7 337.176),(8 339.1323),(9 348.19836),(10 351.4913),(11 356.96387),(12 363.62805),(13 365.77844),(14 366.56522),(15 372.74988),(16 369.97015),(17 370.92242),(18 375.97137),(19 377.30307),(20 373.91486),(21 376.19687),(22 377.84598),(23 378.53204),(24 379.5283),(25 381.98862),(26 378.458),(27 379.0513),(28 381.13663),(29 386.09875),(30 389.72894),(31 395.48444),(32 395.3214),(33 399.9746),(34 400.03427),(35 403.79123),(36 406.66962),(37 415.06747),(38 412.17474),(39 417.6489),(40 420.01755),(41 421.5799),(42 422.72964),(43 427.63898),(44 433.5801),(45 433.89468),(46 440.0882),(47 439.83997),(48 450.06784),(49 451.79077),(50 456.518),(51 459.02335),(52 457.9044),(53 460.63766),(54 459.95837),(55 465.2484),(56 465.57312),(57 475.1868),(58 474.09283),(59 477.99982),(60 487.3506),(61 484.33392),(62 492.22635),(63 493.0056),(64 499.8772),(65 498.35797),(66 495.77283),(67 495.804),(68 492.15695),(69 490.42282),(70 491.1939),(71 494.31653),(72 492.05548),(73 484.47974),(74 488.26224),(75 495.90195),(76 493.5256),(77 492.3073),(78 495.94772),(79 493.3368),
(1 263.23434),(2 276.54483),(3 289.8415),(4 307.39053),(5 311.88623),(6 318.39127),(7 330.05865),(8 333.6291),(9 344.30328),(10 348.11862),(11 349.97504),(12 354.38052),(13 356.7967),(14 358.4509),(15 366.081),(16 366.9952),(17 364.8233),(18 366.6259),(19 371.35516),(20 368.40256),(21 372.5307),(22 371.82495),(23 373.56943),(24 373.96683),(25 376.15057),(26 377.43332),(27 381.76517),(28 384.32068),(29 384.28537),(30 387.05606),(31 394.25714),(32 398.18085),(33 406.323),(34 406.9175),(35 413.17807),(36 419.15457),(37 420.33557),(38 421.9919),(39 433.10745),(40 438.7395),(41 442.4007),(42 445.6107),(43 450.41443),(44 457.56323),(45 462.48242),(46 468.7768),(47 471.03818),(48 478.35577),(49 482.69702),(50 484.08972),(51 492.1774),(52 493.86774),(53 493.87704),(54 499.52063),(55 509.46323),(56 511.25665),(57 516.87744),(58 521.60944),(59 524.38684),(60 529.438),(61 524.59),(62 524.9488),(63 526.35913),(64 531.2434),(65 528.8432),(66 525.96545),(67 523.1727),(68 518.0131),(69 514.7362),(70 509.9278),(71 511.49252),(72 506.22934),(73 498.69577),(74 502.01672),(75 502.2797),(76 498.3144),(77 493.5039),(78 492.61105),(79 489.02835),
(1 255.55452),(2 269.52545),(3 284.00085),(4 303.01004),(5 305.64053),(6 314.2308),(7 322.10403),(8 325.33075),(9 331.65802),(10 336.7974),(11 338.19275),(12 345.0853),(13 349.02393),(14 351.63303),(15 354.08276),(16 357.17017),(17 356.44836),(18 361.0622),(19 360.7925),(20 357.82083),(21 356.9786),(22 355.92694),(23 362.92157),(24 358.1891),(25 361.62112),(26 359.7745),(27 363.28372),(28 363.13278),(29 369.64532),(30 368.77127),(31 376.89645),(32 379.85788),(33 378.78723),(34 378.72556),(35 386.24597),(36 382.80203),(37 387.1233),(38 390.13638),(39 396.61923),(40 397.70602),(41 403.77768),(42 406.382),(43 413.9791),(44 413.20273),(45 414.3574),(46 414.96417),(47 417.36877),(48 422.46906),(49 424.9678),(50 425.43176),(51 428.0017),(52 428.36362),(53 429.81052),(54 431.46353),(55 438.72797),(56 441.78815),(57 446.25595),(58 453.2602),(59 454.24817),(60 462.4422),(61 465.22263),(62 466.81152),(63 471.43503),(64 470.52283),(65 471.17697),(66 474.7561),(67 473.82028),(68 467.81128),(69 468.3783),(70 466.48984),(71 468.98834),(72 473.25238),(73 469.2051),(74 470.49225),(75 473.794),(76 469.90417),(77 467.6529),(78 473.90585),(79 467.35754),
(1 249.04794),(2 261.2093),(3 276.4553),(4 295.68103),(5 301.406),(6 307.53946),(7 313.48172),(8 318.07535),(9 322.8532),(10 329.36215),(11 335.6706),(12 337.46014),(13 338.74875),(14 343.36234),(15 348.35638),(16 347.95865),(17 349.0147),(18 350.5914),(19 355.42474),(20 351.93137),(21 356.6052),(22 357.48666),(23 357.85574),(24 356.484),(25 358.82886),(26 357.99487),(27 363.346),(28 363.70514),(29 367.46884),(30 372.29205),(31 375.28534),(32 373.80722),(33 382.58554),(34 377.0811),(35 378.6999),(36 384.0025),(37 385.57797),(38 386.42395),(39 387.9722),(40 387.5964),(41 392.55643),(42 394.78595),(43 394.0873),(44 401.45975),(45 404.0008),(46 404.83737),(47 408.38773),(48 420.70178),(49 413.3137),(50 414.2547),(51 417.27255),(52 417.88196),(53 421.4901),(54 418.8657),(55 421.77103),(56 427.34015),(57 434.5333),(58 434.9532),(59 435.25067),(60 445.52753),(61 445.3512),(62 448.39227),(63 452.53445),(64 455.68323),(65 456.04886),(66 456.24493),(67 456.7593),(68 451.28522),(69 450.0797),(70 448.98056),(71 449.62515),(72 454.03705),(73 453.67007),(74 454.5545),(75 456.5223),(76 455.09164),(77 459.76068),(78 456.99344),(79 458.52402),
(1 248.79709),(2 259.4854),(3 275.00845),(4 293.24796),(5 297.35532),(6 301.12067),(7 312.73608),(8 316.31),(9 318.25916),(10 322.81046),(11 327.70807),(12 330.97986),(13 335.52365),(14 340.874),(15 345.74966),(16 343.67456),(17 346.2544),(18 348.37225),(19 353.84836),(20 350.02408),(21 356.76572),(22 356.89847),(23 356.49454),(24 358.0635),(25 359.88455),(26 358.5873),(27 363.49713),(28 363.21985),(29 375.00854),(30 373.8781),(31 386.82013),(32 387.22083),(33 389.58743),(34 394.13034),(35 398.84683),(36 401.23206),(37 401.84225),(38 405.88654),(39 415.7433),(40 417.72192),(41 425.0584),(42 429.22723),(43 433.0402),(44 435.4248),(45 439.06543),(46 446.0935),(47 450.46805),(48 457.8674),(49 460.31934),(50 467.13223),(51 469.9411),(52 471.996),(53 476.05),(54 475.58282),(55 478.92935),(56 482.6263),(57 487.85352),(58 487.40167),(59 493.27997),(60 500.79605),(61 498.02502),(62 500.5735),(63 496.66797),(64 499.546),(65 500.222),(66 493.9878),(67 493.85727),(68 484.874),(69 479.84958),(70 479.7132),(71 481.34982),(72 479.57748),(73 476.13913),(74 475.7456),(75 475.3663),(76 473.87073),(77 476.55945),(78 473.4188),(79 473.3317),
(1 239.21506),(2 253.13771),(3 270.075),(4 288.54718),(5 289.1265),(6 296.35577),(7 303.74173),(8 306.1049),(9 307.58478),(10 311.4943),(11 318.6533),(12 322.29645),(13 325.4613),(14 328.0457),(15 333.38904),(16 334.09103),(17 334.57016),(18 339.62207),(19 341.38254),(20 338.0702),(21 342.37836),(22 338.5581),(23 343.917),(24 345.32703),(25 345.9944),(26 342.61514),(27 348.2887),(28 344.70905),(29 351.40103),(30 352.86795),(31 358.67993),(32 361.7619),(33 363.5329),(34 364.0949),(35 371.58878),(36 366.4563),(37 373.21594),(38 372.67715),(39 376.35956),(40 374.69925),(41 379.0784),(42 378.206),(43 382.9965),(44 384.95874),(45 387.0823),(46 391.78244),(47 392.4388),(48 405.33896),(49 401.52408),(50 403.7977),(51 404.66458),(52 408.2837),(53 413.04648),(54 406.66135),(55 409.7487),(56 414.21487),(57 422.88873),(58 423.69064),(59 427.0712),(60 434.42233),(61 436.63736),(62 439.17554),(63 443.49994),(64 452.8759),(65 447.80853),(66 449.92093),(67 451.09317),(68 444.40466),(69 445.02234),(70 447.52045),(71 450.34576),(72 451.0768),(73 451.98547),(74 450.90256),(75 451.66614),(76 454.39166),(77 453.75092),(78 453.1941),(79 453.4319),
(1 237.05035),(2 249.87186),(3 263.12454),(4 280.8478),(5 286.92706),(6 295.0556),(7 300.89673),(8 303.37314),(9 305.9236),(10 309.50092),(11 318.13177),(12 320.9874),(13 323.7039),(14 325.459),(15 330.65414),(16 331.14142),(17 331.97748),(18 337.36472),(19 335.89777),(20 336.93744),(21 337.32883),(22 342.31754),(23 342.5271),(24 341.82672),(25 340.9898),(26 340.8221),(27 341.69443),(28 343.79584),(29 350.3688),(30 349.09537),(31 353.68442),(32 357.79675),(33 360.72525),(34 358.6794),(35 363.89423),(36 360.65704),(37 365.10538),(38 364.8177),(39 367.93958),(40 367.8408),(41 373.0192),(42 375.30872),(43 376.93137),(44 382.94217),(45 385.2641),(46 389.51904),(47 392.93433),(48 399.48422),(49 394.10742),(50 400.08344),(51 403.44696),(52 406.57257),(53 410.35767),(54 407.13727),(55 415.72482),(56 420.76215),(57 422.6926),(58 425.7202),(59 437.43207),(60 442.9403),(61 445.10355),(62 449.79388),(63 454.23102),(64 462.08893),(65 454.03018),(66 455.9656),(67 455.61826),(68 453.49734),(69 447.9441),(70 451.60934),(71 451.03696),(72 456.07556),(73 458.65063),(74 449.96912),(75 453.41687),(76 456.10193),(77 453.42584),(78 456.53986),(79 453.0856),
(1 233.15569),(2 248.03874),(3 263.58417),(4 278.75076),(5 282.88428),(6 292.44705),(7 299.75195),(8 303.9087),(9 302.86508),(10 310.43228),(11 318.37228),(12 319.3957),(13 324.55542),(14 324.48828),(15 328.38998),(16 327.84058),(17 330.67114),(18 331.30893),(19 335.93066),(20 336.01688),(21 339.1104),(22 340.97058),(23 344.64697),(24 342.3184),(25 341.69003),(26 343.32108),(27 346.29825),(28 349.81137),(29 360.32294),(30 359.61093),(31 367.09503),(32 371.64456),(33 375.0682),(34 379.30832),(35 387.56686),(36 388.46548),(37 390.7433),(38 393.38315),(39 403.90875),(40 404.2218),(41 405.7899),(42 408.2504),(43 417.18045),(44 415.86185),(45 427.2613),(46 430.42245),(47 435.63397),(48 440.42978),(49 446.75638),(50 452.96844),(51 458.5373),(52 457.606),(53 461.79163),(54 462.109),(55 470.37393),(56 472.60394),(57 478.0995),(58 484.91635),(59 486.0234),(60 490.4614),(61 489.94202),(62 492.7432),(63 498.09412),(64 497.39926),(65 492.50897),(66 492.2821),(67 486.7662),(68 480.12564),(69 474.8051),(70 474.45154),(71 469.69028),(72 470.89966),(73 468.90533),(74 458.56964),(75 459.60364),(76 457.73004),(77 456.10886),(78 448.73083),(79 446.49393),
(1 226.90224),(2 243.53848),(3 259.2964),(4 270.04678),(5 279.57596),(6 288.03345),(7 294.97992),(8 295.16382),(9 296.438),(10 301.57596),(11 306.3842),(12 308.8169),(13 315.89124),(14 315.25812),(15 320.17914),(16 319.21295),(17 320.4542),(18 325.00946),(19 324.3901),(20 322.3367),(21 328.2703),(22 324.63278),(23 328.15347),(24 329.01938),(25 328.6005),(26 326.01407),(27 329.58365),(28 332.3786),(29 335.00446),(30 337.95502),(31 341.97217),(32 346.79556),(33 350.36206),(34 349.68475),(35 354.85278),(36 353.8453),(37 358.95105),(38 364.4597),(39 368.6072),(40 370.9674),(41 374.70908),(42 376.6613),(43 385.45227),(44 385.74908),(45 386.8816),(46 390.8048),(47 394.63095),(48 397.20685),(49 396.64954),(50 398.09058),(51 406.52213),(52 408.8722),(53 410.13193),(54 406.42566),(55 411.54172),(56 418.72757),(57 420.66165),(58 423.4268),(59 428.4778),(60 431.67578),(61 432.75043),(62 433.0132),(63 437.8877),(64 440.32352),(65 436.97653),(66 440.23196),(67 438.6013),(68 437.78528),(69 432.28668),(70 433.14432),(71 433.3157),(72 435.08984),(73 431.7053),(74 429.29297),(75 427.02737),(76 430.43475),(77 432.03006),(78 430.14468),(79 433.09174),
(1 225.03929),(2 240.43088),(3 258.85007),(4 268.23343),(5 273.22556),(6 286.74677),(7 296.63525),(8 296.14023),(9 296.25488),(10 303.97534),(11 307.82056),(12 308.89017),(13 315.81216),(14 318.96957),(15 317.56857),(16 319.91446),(17 322.4265),(18 324.11917),(19 325.38428),(20 323.29465),(21 328.41473),(22 326.59335),(23 329.07153),(24 329.45367),(25 333.8449),(26 331.10312),(27 334.59085),(28 337.20123),(29 341.282),(30 342.7807),(31 347.8079),(32 350.46677),(33 352.9995),(34 351.18634),(35 355.80652),(36 357.2789),(37 357.12216),(38 362.302),(39 366.6482),(40 365.61813),(41 366.93024),(42 369.92996),(43 375.40613),(44 376.6539),(45 382.22873),(46 381.3022),(47 388.31345),(48 388.51337),(49 389.52908),(50 393.8029),(51 392.8007),(52 393.81494),(53 397.45135),(54 395.9846),(55 401.29462),(56 405.24597),(57 409.73544),(58 416.0379),(59 416.9964),(60 422.8575),(61 422.62134),(62 426.19214),(63 425.31625),(64 427.21246),(65 427.77063),(66 428.6418),(67 431.07166),(68 431.73193),(69 430.36224),(70 433.5627),(71 429.3867),(72 433.88348),(73 431.40024),(74 426.9443),(75 427.1424),(76 430.5694),(77 434.0101),(78 434.49048),(79 435.55994),
(1 216.54369),(2 233.3982),(3 248.96176),(4 261.44434),(5 265.84076),(6 273.86063),(7 290.4575),(8 284.4846),(9 289.145),(10 295.60574),(11 299.7204),(12 301.8053),(13 306.04077),(14 308.37012),(15 311.64746),(16 311.43805),(17 317.2663),(18 315.73553),(19 320.09393),(20 320.48117),(21 325.0566),(22 321.76517),(23 323.92126),(24 328.2147),(25 324.06393),(26 325.7997),(27 332.33344),(28 337.01263),(29 341.35092),(30 343.3475),(31 348.30377),(32 355.51303),(33 359.42548),(34 361.43726),(35 368.846),(36 371.749),(37 380.065),(38 383.6294),(39 385.20908),(40 386.889),(41 391.754),(42 397.6852),(43 404.64697),(44 407.43442),(45 409.8468),(46 412.18152),(47 418.80353),(48 426.5453),(49 428.41605),(50 433.5272),(51 437.11765),(52 439.69818),(53 442.16907),(54 444.17264),(55 450.47107),(56 455.34872),(57 462.61343),(58 462.5012),(59 467.90903),(60 470.23004),(61 469.77408),(62 470.56134),(63 470.9046),(64 474.2957),(65 467.1853),(66 465.00504),(67 464.1365),(68 461.2095),(69 454.8164),(70 452.74768),(71 449.07352),(72 448.18414),(73 447.55478),(74 438.7136),(75 438.62372),(76 443.1606),(77 442.79105),(78 436.54022),(79 433.9084),
(1 211.40195),(2 228.48824),(3 243.96759),(4 255.06044),(5 262.33624),(6 270.08136),(7 278.55826),(8 278.10455),(9 278.7567),(10 287.19534),(11 289.4162),(12 291.56638),(13 296.31265),(14 299.56967),(15 306.00888),(16 303.79437),(17 308.20697),(18 306.11774),(19 309.45035),(20 308.91028),(21 312.52576),(22 311.79538),(23 316.3952),(24 315.5282),(25 314.2026),(26 317.58133),(27 320.4272),(28 324.38452),(29 327.87393),(30 331.20453),(31 333.2876),(32 338.41452),(33 342.18222),(34 342.93356),(35 347.64114),(36 347.31467),(37 356.24503),(38 355.33633),(39 357.58655),(40 358.11737),(41 363.9392),(42 365.22983),(43 372.44455),(44 374.9331),(45 376.83377),(46 376.7925),(47 380.87457),(48 385.91745),(49 382.81375),(50 387.0104),(51 387.8286),(52 389.45462),(53 389.40784),(54 385.6642),(55 394.0513),(56 393.9801),(57 398.1846),(58 405.28485),(59 407.21005),(60 411.86432),(61 412.24805),(62 412.15393),(63 421.85916),(64 421.7298),(65 418.18472),(66 417.84622),(67 415.53336),(68 411.2754),(69 409.8185),(70 410.51068),(71 407.7609),(72 415.46548),(73 415.57205),(74 407.85373),(75 408.74893),(76 414.86926),(77 414.0912),(78 410.9489),(79 411.1781),
(1 210.90306),(2 228.2923),(3 239.5428),(4 248.83362),(5 257.5923),(6 265.4534),(7 274.1606),(8 274.5938),(9 278.1601),(10 287.08313),(11 286.9517),(12 288.37512),(13 295.11862),(14 298.50424),(15 302.75018),(16 302.988),(17 308.27405),(18 306.52426),(19 311.02954),(20 308.87024),(21 311.61142),(22 312.566),(23 314.9594),(24 314.99533),(25 315.2454),(26 315.27032),(27 318.73297),(28 320.34378),(29 323.34375),(30 327.42014),(31 328.42215),(32 333.16644),(33 336.26266),(34 333.98288),(35 336.54483),(36 336.45013),(37 341.80518),(38 344.90982),(39 347.86108),(40 347.00497),(41 351.09882),(42 350.71628),(43 356.7634),(44 359.06686),(45 364.0997),(46 366.07535),(47 367.7217),(48 372.7276),(49 373.47858),(50 374.05353),(51 378.1469),(52 378.91867),(53 381.60944),(54 383.4219),(55 390.6768),(56 392.83423),(57 396.84253),(58 403.57303),(59 404.57895),(60 405.98035),(61 411.56342),(62 415.66467),(63 424.25394),(64 421.506),(65 418.4231),(66 414.10126),(67 414.32874),(68 411.49316),(69 409.60208),(70 407.76508),(71 408.98483),(72 415.24124),(73 416.3665),(74 409.39243),(75 410.90698),(76 418.0367),(77 414.60883),(78 418.97003),(79 414.98856),
(1 207.9552),(2 221.34653),(3 238.62357),(4 243.16917),(5 251.61674),(6 262.53342),(7 268.84857),(8 270.25552),(9 272.24536),(10 279.30072),(11 281.33615),(12 280.8882),(13 286.00485),(14 289.77786),(15 290.70517),(16 292.08224),(17 292.73663),(18 295.62125),(19 298.45328),(20 299.8455),(21 303.8632),(22 302.23495),(23 305.9153),(24 311.21985),(25 310.4929),(26 313.721),(27 316.68948),(28 317.94766),(29 324.9346),(30 329.31668),(31 334.29495),(32 343.44217),(33 345.2413),(34 350.90982),(35 354.27667),(36 356.45096),(37 362.3069),(38 369.48962),(39 371.3598),(40 372.6498),(41 380.25296),(42 380.86484),(43 394.70697),(44 390.9525),(45 394.29553),(46 398.04742),(47 401.51367),(48 408.67783),(49 406.65186),(50 413.58447),(51 420.03375),(52 422.18936),(53 424.2309),(54 425.9554),(55 433.89377),(56 435.096),(57 437.06363),(58 440.05927),(59 440.91818),(60 441.14316),(61 443.98312),(62 444.25592),(63 450.02707),(64 445.86786),(65 446.3165),(66 445.5616),(67 442.99088),(68 436.6082),(69 430.7663),(70 428.0113),(71 429.21732),(72 429.11288),(73 427.0691),(74 420.33096),(75 419.48776),(76 421.2343),(77 421.25208),(78 418.94843),(79 417.1683),
