1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 804108),(2 2892562),(3 6133662.5),(4 10046876),(5 14117093),(6 18094128),(7 21990826),(8 25542960),(9 28313320),(10 30673066),(11 33013278),(12 35473940),(13 38249610),(14 41123020),(15 44353764),(16 48406720),(17 53351440),(18 59329040),(19 66023628),(20 73757740),(21 80886090),(22 88410320),(23 97156540),(24 105422940),(25 114157770),(26 123730456),(27 133150710),(28 142803060),(29 152946740),(30 162443920),(31 171832300),(32 181821940),(33 191080690),(34 200745340),(35 211291310),(36 221594940),(37 231903020),(38 242151680),(39 252250800),(40 263303300),(41 273194460),(42 283043840),(43 293087000),(44 302560670),(45 311903360),(46 320959460),(47 329783580),(48 338242620),(49 346423460),(50 354178430),(51 361809300),(52 368758370),(53 376030300),(54 383257600),(55 390236770),(56 397532900),(57 405235500),(58 413850880),(59 423216900),(60 433607260),(61 444843520),(62 455737250),(63 466978530),(64 478323170),(65 490807200),(66 503275260),(67 514690800),(68 526736500),(69 539343400),(70 551147260),(71 560338240),(72 569314900),(73 576660540),(74 582574140),(75 587249300),(76 590135040),(77 591917100),(78 592153000),(79 590582460),
(1 3459.735),(2 2757.739),(3 3074.5105),(4 3490.6523),(5 3502.584),(6 3749.81),(7 3721.2183),(8 3927.9153),(9 4095.3286),(10 4201.9424),(11 4431.146),(12 4301.4604),(13 4513.9854),(14 4650.8843),(15 4808.307),(16 4951.5796),(17 5115.03),(18 5088.194),(19 5305.3496),(20 5400.2534),(21 5442.887),(22 5592.0225),(23 5633.981),(24 5746.3306),(25 5732.7373),(26 5891.4),(27 6039.6807),(28 6167.332),(29 6189.995),(30 6188.9824),(31 6273.957),(32 6283.3657),(33 6246.8657),(34 6285.095),(35 6255.6025),(36 6161.03),(37 6205.884),(38 6201.0894),(39 6158.5527),(40 6252.655),(41 6164.2114),(42 6178.5483),(43 6156.463),(44 6013.5107),(45 6008.8105),(46 6105.2046),(47 6052.7783),(48 6052.005),(49 6050.7974),(50 6024.7886),(51 6010.9736),(52 6073.2373),(53 5905.108),(54 5953.7266),(55 5899.4966),(56 5832.2783),(57 5915.3784),(58 5759.5635),(59 5735.4834),(60 5762.065),(61 5722.7856),(62 5589.5005),(63 5766.6563),(64 5468.4004),(65 5615.101),(66 5438.946),(67 5400.427),(68 5444.54),(69 5364.921),(70 5253.0835),(71 5360.0034),(72 5311.576),(73 5282.822),(74 5397.7407),(75 5254.1973),(76 5252.7627),(77 5234.574),(78 5209.453),(79 5127.331),
(1 3283.4648),(2 2658.9807),(3 2916.9453),(4 3280.3115),(5 3278.8044),(6 3499.0874),(7 3434.0151),(8 3704.5144),(9 3809.8733),(10 3945.2234),(11 4129.0923),(12 4088.596),(13 4328.946),(14 4403.5845),(15 4565.6377),(16 4665.92),(17 4834.0537),(18 4790.3916),(19 4998.123),(20 5152.096),(21 5263.2393),(22 5376.6),(23 5363.342),(24 5465.104),(25 5468.1978),(26 5540.573),(27 5658.389),(28 5733.654),(29 5800.125),(30 5826.5093),(31 5919.7896),(32 5867.6206),(33 5837.423),(34 5840.798),(35 5917.3594),(36 5891.4336),(37 5886.961),(38 5858.2104),(39 5872.861),(40 5886.8213),(41 5851.5664),(42 5850.726),(43 5891.1206),(44 5811.577),(45 5778.1143),(46 5811.083),(47 5768.31),(48 5742.616),(49 5784.408),(50 5735.877),(51 5723.8467),(52 5771.9014),(53 5577.4077),(54 5642.2617),(55 5588.498),(56 5514.951),(57 5551.6567),(58 5447.316),(59 5395.5493),(60 5435.3804),(61 5368.44),(62 5269.0903),(63 5447.9766),(64 5159.068),(65 5319.1504),(66 5186.7773),(67 5180.3906),(68 5183.971),(69 5135.4927),(70 5047.896),(71 5106.3354),(72 5062.0254),(73 4981.599),(74 5082.974),(75 4967.1753),(76 5021.0376),(77 4977.093),(78 5002.518),(79 4890.3667),
(1 3224.6658),(2 2574.8345),(3 2871.1074),(4 3215.7468),(5 3213.7793),(6 3510.458),(7 3411.4648),(8 3659.4536),(9 3801.5867),(10 3929.8335),(11 4126.99),(12 4079.2395),(13 4251.0444),(14 4458.7583),(15 4509.0347),(16 4680.931),(17 4841.78),(18 4857.7017),(19 5019.487),(20 5130.4414),(21 5250.593),(22 5415.6387),(23 5348.6636),(24 5484.1455),(25 5546.3877),(26 5613.7773),(27 5726.968),(28 5816.966),(29 5880.797),(30 5931.584),(31 5956.478),(32 5899.528),(33 5903.5625),(34 5861.331),(35 5963.766),(36 5858.2563),(37 5861.7036),(38 5811.2954),(39 5832.978),(40 5803.1787),(41 5840.353),(42 5791.8843),(43 5845.413),(44 5718.7183),(45 5684.7915),(46 5628.937),(47 5625.905),(48 5565.7065),(49 5565.7227),(50 5545.176),(51 5600.767),(52 5618.4927),(53 5479.7847),(54 5574.883),(55 5492.3794),(56 5448.795),(57 5428.3667),(58 5449.9497),(59 5335.311),(60 5324.839),(61 5299.7886),(62 5126.179),(63 5302.573),(64 5053.963),(65 5209.9873),(66 5031.584),(67 5035.9805),(68 5025.2856),(69 4996.1333),(70 4923.053),(71 5021.8413),(72 4926.7354),(73 4960.6455),(74 4933.676),(75 4831.9194),(76 4857.548),(77 4884.586),(78 4863.4063),(79 4799.881),
(1 3181.7056),(2 2510.6196),(3 2846.6208),(4 3210.3005),(5 3145.6404),(6 3451.3577),(7 3348.4382),(8 3583.474),(9 3680.768),(10 3887.7407),(11 4037.3726),(12 3903.4365),(13 4084.4788),(14 4232.241),(15 4291.956),(16 4401.5874),(17 4508.931),(18 4590.8926),(19 4741.185),(20 4826.103),(21 4908.2915),(22 5051.098),(23 5015.3984),(24 5066.7983),(25 5129.1875),(26 5229.603),(27 5375.799),(28 5439.893),(29 5463.48),(30 5495.1934),(31 5469.619),(32 5496.336),(33 5460.3965),(34 5543.853),(35 5524.131),(36 5499.765),(37 5530.655),(38 5479.98),(39 5465.105),(40 5396.7217),(41 5461.0176),(42 5479.878),(43 5509.803),(44 5374.4097),(45 5395.7886),(46 5315.468),(47 5390.46),(48 5344.012),(49 5395.198),(50 5317.837),(51 5393.704),(52 5416.0977),(53 5321.48),(54 5389.5),(55 5291.3174),(56 5252.088),(57 5196.9443),(58 5227.761),(59 5137.3496),(60 5211.475),(61 5172.0234),(62 5027.7065),(63 5204.773),(64 4932.6104),(65 5102.782),(66 4927.9194),(67 4928.841),(68 4863.1157),(69 4835.5156),(70 4752.546),(71 4841.244),(72 4724.274),(73 4784.9795),(74 4767.292),(75 4700.6064),(76 4705.307),(77 4788.481),(78 4689.092),(79 4600.156),
(1 3041.121),(2 2417.4438),(3 2729.699),(4 3096.3418),(5 3003.8127),(6 3328.0557),(7 3222.545),(8 3446.979),(9 3544.3499),(10 3723.6152),(11 3895.4436),(12 3778.8428),(13 3951.7917),(14 4114.3506),(15 4213.2974),(16 4332.4404),(17 4521.993),(18 4557.9946),(19 4697.5244),(20 4765.9604),(21 4871.9385),(22 5031.851),(23 5011.76),(24 5105.893),(25 5108.902),(26 5196.752),(27 5291.503),(28 5356.9653),(29 5408.064),(30 5438.678),(31 5439.5576),(32 5477.4463),(33 5477.406),(34 5548.032),(35 5500.8584),(36 5493.1406),(37 5504.9),(38 5453.634),(39 5476.7363),(40 5385.009),(41 5335.292),(42 5423.652),(43 5396.2764),(44 5312.4673),(45 5364.314),(46 5256.25),(47 5338.6606),(48 5303.034),(49 5278.87),(50 5277.14),(51 5285.0073),(52 5318.8154),(53 5181.8916),(54 5268.435),(55 5174.934),(56 5186.2544),(57 5113.446),(58 5149.003),(59 5020.083),(60 5086.352),(61 4964.1113),(62 4872.915),(63 4994.8384),(64 4744.6997),(65 4894.0786),(66 4714.7134),(67 4770.383),(68 4679.586),(69 4639.688),(70 4593.264),(71 4703.835),(72 4584.79),(73 4637.1626),(74 4630.798),(75 4582.757),(76 4519.141),(77 4608.652),(78 4498.4033),(79 4405.0806),
(1 3060.4753),(2 2392.286),(3 2707.2378),(4 3083.5466),(5 3006.0623),(6 3297.5256),(7 3199.8667),(8 3400.9512),(9 3479.2275),(10 3616.0576),(11 3869.294),(12 3732.503),(13 3934.7656),(14 4111.103),(15 4128.3027),(16 4269.0127),(17 4432.291),(18 4397.5415),(19 4560.953),(20 4632.0933),(21 4691.4707),(22 4868.295),(23 4816.0215),(24 4923.8955),(25 4937.9277),(26 4987.3945),(27 5068.763),(28 5130.6797),(29 5218.933),(30 5178.0654),(31 5138.9736),(32 5188.1797),(33 5200.318),(34 5271.727),(35 5261.266),(36 5287.096),(37 5293.582),(38 5260.5933),(39 5284.6274),(40 5223.183),(41 5228.346),(42 5259.2256),(43 5258.1953),(44 5244.0596),(45 5296.842),(46 5186.3296),(47 5240.685),(48 5238.403),(49 5227.679),(50 5187.1284),(51 5144.486),(52 5185.7744),(53 5080.4053),(54 5223.7036),(55 5109.8154),(56 5134.7466),(57 5070.3184),(58 5064.3003),(59 4991.8403),(60 5121.571),(61 5000.4585),(62 4917.5767),(63 5061.7734),(64 4842.6733),(65 4974.155),(66 4763.483),(67 4806.637),(68 4710.7646),(69 4699.5273),(70 4628.6045),(71 4773.547),(72 4572.522),(73 4666.3076),(74 4658.9146),(75 4622.4063),(76 4588.8228),(77 4659.7695),(78 4574.4316),(79 4497.11),
(1 2814.4868),(2 2254.2917),(3 2546.6675),(4 2848.5837),(5 2767.4087),(6 3076.15),(7 2984.1157),(8 3209.4558),(9 3245.051),(10 3373.1135),(11 3541.9622),(12 3453.0017),(13 3636.1936),(14 3783.496),(15 3872.9675),(16 3964.6443),(17 4125.866),(18 4110.602),(19 4261.2803),(20 4295.532),(21 4367.6255),(22 4538.32),(23 4496.837),(24 4617.614),(25 4646.41),(26 4692.384),(27 4772.7085),(28 4859.926),(29 4929.9497),(30 4876.4434),(31 4900.956),(32 4905.4873),(33 4921.072),(34 4984.8223),(35 5007.2295),(36 4958.614),(37 4995.1294),(38 4915.8687),(39 4859.77),(40 4892.425),(41 4873.7217),(42 4901.399),(43 4905.1113),(44 4870.922),(45 4878.2153),(46 4767.061),(47 4814.565),(48 4806.344),(49 4754.7725),(50 4729.133),(51 4760.102),(52 4711.915),(53 4605.976),(54 4683.475),(55 4614.865),(56 4635.522),(57 4606.1523),(58 4611.989),(59 4487.537),(60 4639.1494),(61 4486.4644),(62 4411.3906),(63 4543.413),(64 4355.347),(65 4526.5474),(66 4359.6904),(67 4419.99),(68 4376.816),(69 4338.1533),(70 4237.681),(71 4364.27),(72 4208.8755),(73 4286.0977),(74 4312.199),(75 4230.969),(76 4244.0938),(77 4247.9897),(78 4199.511),(79 4183.074),
(1 2848.693),(2 2237.3577),(3 2546.0264),(4 2901.2144),(5 2819.9766),(6 3159.613),(7 2998.839),(8 3266.2742),(9 3268.9944),(10 3378.4229),(11 3521.9414),(12 3531.2014),(13 3611.5085),(14 3796.3474),(15 3871.255),(16 3970.749),(17 4129.3496),(18 4120.3223),(19 4299.824),(20 4336.8506),(21 4405.3223),(22 4564.169),(23 4519.8345),(24 4625.0083),(25 4625.703),(26 4679.4683),(27 4803.6426),(28 4908.148),(29 4901.58),(30 4936.02),(31 4961.847),(32 4954.3535),(33 4969.107),(34 5016.4316),(35 5015.977),(36 5038.49),(37 5042.74),(38 4985.4507),(39 4933.167),(40 4956.446),(41 4941.2285),(42 4921.506),(43 4883.89),(44 4797.7),(45 4821.1387),(46 4697.727),(47 4777.4443),(48 4773.775),(49 4758.8013),(50 4683.0654),(51 4779.7017),(52 4741.155),(53 4607.5356),(54 4699.0513),(55 4603.98),(56 4631.896),(57 4532.3003),(58 4569.7495),(59 4430.0425),(60 4547.946),(61 4450.522),(62 4316.9473),(63 4507.6147),(64 4264.8926),(65 4445.9717),(66 4275.174),(67 4271.9067),(68 4285.4316),(69 4213.4175),(70 4201.162),(71 4295.6597),(72 4094.6274),(73 4199.0356),(74 4216.4985),(75 4136.1797),(76 4162.197),(77 4116.4243),(78 4081.494),(79 4072.9724),
(1 2720.996),(2 2175.3894),(3 2445.509),(4 2783.457),(5 2654.6353),(6 2978.3516),(7 2849.853),(8 3094.4387),(9 3099.9636),(10 3201.8743),(11 3360.6926),(12 3382.8782),(13 3444.358),(14 3600.8567),(15 3635.7773),(16 3755.2297),(17 3858.1462),(18 3862.1357),(19 4044.0745),(20 4063.8362),(21 4140.805),(22 4287.945),(23 4272.7544),(24 4370.8486),(25 4351.431),(26 4405.6797),(27 4509.7637),(28 4586.1084),(29 4605.8335),(30 4642.1577),(31 4646.005),(32 4644.04),(33 4649.5347),(34 4707.338),(35 4760.956),(36 4742.418),(37 4788.117),(38 4780.2827),(39 4769.1475),(40 4746.341),(41 4775.915),(42 4768.5405),(43 4763.4375),(44 4699.3584),(45 4744.687),(46 4655.3706),(47 4746.84),(48 4704.4253),(49 4721.5156),(50 4671.956),(51 4744.6787),(52 4661.254),(53 4522.2534),(54 4622.7573),(55 4542.147),(56 4527.0156),(57 4402.399),(58 4430.6646),(59 4275.638),(60 4414.0435),(61 4309.8384),(62 4242.9365),(63 4346.528),(64 4144.9697),(65 4277.8374),(66 4132.7026),(67 4120.8174),(68 4181.069),(69 4065.2976),(70 4047.0525),(71 4152.0493),(72 3950.17),(73 4027.221),(74 4061.929),(75 4001.7144),(76 4019.7332),(77 4007.042),(78 3986.8667),(79 3961.7202),
(1 2622.5222),(2 2117.9172),(3 2372.2522),(4 2721.5266),(5 2589.8252),(6 2920.6077),(7 2790.9636),(8 3006.7698),(9 2993.9731),(10 3111.8677),(11 3259.0732),(12 3249.743),(13 3345.6567),(14 3526.6838),(15 3593.3772),(16 3710.5823),(17 3860.4873),(18 3841.0422),(19 4049.3186),(20 4015.9656),(21 4127.512),(22 4240.003),(23 4282.9854),(24 4368.1426),(25 4353.883),(26 4446.7285),(27 4535.3516),(28 4579.8174),(29 4609.4224),(30 4651.431),(31 4669.7964),(32 4629.3364),(33 4674.2456),(34 4738.5415),(35 4760.257),(36 4721.6504),(37 4743.353),(38 4668.7456),(39 4665.5347),(40 4648.403),(41 4677.6094),(42 4703.862),(43 4725.5854),(44 4652.0654),(45 4703.893),(46 4587.762),(47 4694.9263),(48 4621.0933),(49 4627.677),(50 4579.1235),(51 4594.444),(52 4579.979),(53 4459.6255),(54 4545.498),(55 4458.052),(56 4448.736),(57 4338.3623),(58 4329.842),(59 4208.8506),(60 4367.4004),(61 4231.392),(62 4143.6787),(63 4225.728),(64 4072.5598),(65 4154.853),(66 4016.5002),(67 3982.3704),(68 3995.3374),(69 3912.7073),(70 3877.9858),(71 4011.4978),(72 3797.0022),(73 3890.554),(74 3893.7087),(75 3836.0623),(76 3851.3413),(77 3844.1626),(78 3811.0598),(79 3799.5256),
(1 2508.217),(2 2035.4829),(3 2297.83),(4 2618.4504),(5 2504.8752),(6 2804.8923),(7 2705.3333),(8 2911.3867),(9 2938.7722),(10 2968.2837),(11 3134.7805),(12 3145.3723),(13 3203.4487),(14 3390.4067),(15 3397.189),(16 3488.2764),(17 3621.3613),(18 3607.468),(19 3790.2917),(20 3808.9604),(21 3866.4246),(22 4019.4395),(23 4045.305),(24 4100.449),(25 4102.721),(26 4223.8286),(27 4322.9893),(28 4382.076),(29 4442.7295),(30 4484.2144),(31 4502.8413),(32 4495.2295),(33 4504.3115),(34 4605.2095),(35 4602.931),(36 4570.989),(37 4597.571),(38 4559.3906),(39 4566.299),(40 4557.228),(41 4528.0444),(42 4564.6143),(43 4575.222),(44 4563.4214),(45 4584.2813),(46 4442.8315),(47 4500.7563),(48 4446.928),(49 4442.913),(50 4396.903),(51 4403.9614),(52 4370.5776),(53 4301.7686),(54 4337.814),(55 4259.607),(56 4206.795),(57 4160.429),(58 4211.405),(59 4065.3958),(60 4176.392),(61 4029.014),(62 3984.218),(63 4106.2344),(64 3958.3074),(65 4043.2576),(66 3956.3008),(67 3944.243),(68 3948.364),(69 3919.4666),(70 3845.6538),(71 4023.9255),(72 3778.707),(73 3893.8184),(74 3828.5515),(75 3797.369),(76 3786.042),(77 3759.757),(78 3772.4617),(79 3789.9407),
(1 2430.855),(2 1971.3333),(3 2233.092),(4 2555.6377),(5 2413.952),(6 2716.1711),(7 2569.009),(8 2797.4158),(9 2835.2585),(10 2832.6724),(11 3011.4993),(12 2991.5686),(13 3067.6248),(14 3261.6758),(15 3291.6118),(16 3343.6753),(17 3467.4082),(18 3493.4233),(19 3656.6323),(20 3687.5298),(21 3702.1118),(22 3847.8557),(23 3874.7148),(24 3966.246),(25 4023.5757),(26 4128.41),(27 4146.64),(28 4232.256),(29 4286.4893),(30 4268.213),(31 4311.199),(32 4299.5767),(33 4320.018),(34 4385.556),(35 4397.6885),(36 4350.457),(37 4419.726),(38 4387.508),(39 4340.6074),(40 4351.86),(41 4309.919),(42 4314.9883),(43 4336.634),(44 4340.4478),(45 4328.543),(46 4250.1567),(47 4309.4795),(48 4264.634),(49 4251.4805),(50 4212.1016),(51 4221.9272),(52 4183.233),(53 4126.701),(54 4167.481),(55 4111.403),(56 4085.1545),(57 4001.1248),(58 4062.799),(59 3932.9639),(60 4050.0093),(61 3924.3691),(62 3854.2454),(63 3926.2202),(64 3801.9192),(65 3860.7844),(66 3771.028),(67 3791.1511),(68 3794.7297),(69 3735.5178),(70 3675.0854),(71 3793.1877),(72 3628.4197),(73 3731.0574),(74 3675.2073),(75 3663.9983),(76 3625.0789),(77 3627.4417),(78 3597.7424),(79 3623.472),
(1 2443.521),(2 1991.9331),(3 2256.1716),(4 2532.5347),(5 2375.8225),(6 2672.231),(7 2548.0767),(8 2747.267),(9 2851.505),(10 2871.32),(11 3054.9636),(12 3038.588),(13 3131.1135),(14 3335.2825),(15 3381.0527),(16 3469.3667),(17 3598.9495),(18 3599.1018),(19 3741.229),(20 3809.2412),(21 3784.8936),(22 3920.3787),(23 4002.11),(24 4056.213),(25 4113.4824),(26 4183.5044),(27 4228.4556),(28 4355.0977),(29 4378.86),(30 4371.104),(31 4428.219),(32 4417.821),(33 4449.7505),(34 4508.877),(35 4521.981),(36 4434.4766),(37 4493.108),(38 4503.291),(39 4389.617),(40 4386.241),(41 4344.3857),(42 4346.4077),(43 4418.457),(44 4388.398),(45 4360.6475),(46 4320.7144),(47 4364.936),(48 4324.744),(49 4301.2856),(50 4285.7363),(51 4237.788),(52 4258.571),(53 4150.6797),(54 4177.2505),(55 4079.2415),(56 4101.2163),(57 4051.906),(58 4113.2935),(59 3993.4954),(60 4120.265),(61 4005.3923),(62 3985.3896),(63 4062.7097),(64 3913.8206),(65 3999.2688),(66 3857.1965),(67 3850.5576),(68 3861.4868),(69 3787.173),(70 3792.5898),(71 3878.952),(72 3749.8884),(73 3856.184),(74 3768.3232),(75 3735.626),(76 3747.4102),(77 3771.3472),(78 3732.3508),(79 3733.0217),
(1 2268.5964),(2 1911.9321),(3 2144.7112),(4 2417.5645),(5 2259.2268),(6 2529.7883),(7 2454.7495),(8 2622.759),(9 2744.0144),(10 2697.3088),(11 2882.3027),(12 2855.665),(13 2944.9219),(14 3129.771),(15 3150.3784),(16 3308.9827),(17 3435.5132),(18 3424.9272),(19 3592.9365),(20 3671.1702),(21 3658.042),(22 3781.0967),(23 3828.2053),(24 3943.3867),(25 4001.051),(26 4068.9724),(27 4166.156),(28 4202.5693),(29 4222.279),(30 4279.665),(31 4295.581),(32 4302.9155),(33 4312.961),(34 4368.6875),(35 4366.657),(36 4305.1963),(37 4391.968),(38 4329.698),(39 4228.6157),(40 4228.226),(41 4196.3115),(42 4202.1787),(43 4274.9736),(44 4215.4287),(45 4267.365),(46 4174.8745),(47 4232.8394),(48 4179.538),(49 4103.804),(50 4111.2725),(51 4100.7),(52 4099.0454),(53 3972.7058),(54 4015.864),(55 3952.2307),(56 3936.126),(57 3917.416),(58 3916.3962),(59 3819.676),(60 3902.4355),(61 3775.0503),(62 3758.9167),(63 3834.73),(64 3650.3547),(65 3760.7317),(66 3620.6223),(67 3628.0103),(68 3631.3013),(69 3549.5388),(70 3573.6873),(71 3666.8984),(72 3498.2405),(73 3597.4092),(74 3566.1653),(75 3519.8372),(76 3505.147),(77 3509.7607),(78 3508.0103),(79 3500.3918),
(1 2238.8735),(2 1854.0394),(3 2083.763),(4 2333.7603),(5 2188.452),(6 2466.5356),(7 2390.6062),(8 2564.8877),(9 2647.5781),(10 2635.3596),(11 2807.8594),(12 2800.1729),(13 2903.6184),(14 3044.1787),(15 3055.481),(16 3153.5388),(17 3253.0461),(18 3250.669),(19 3417.4497),(20 3453.8713),(21 3464.6772),(22 3566.7588),(23 3567.7998),(24 3699.0317),(25 3743.0393),(26 3789.3958),(27 3846.4822),(28 3870.9365),(29 3897.1523),(30 3976.7673),(31 3985.0007),(32 4007.917),(33 4038.3098),(34 4070.3298),(35 4052.9272),(36 4044.478),(37 4093.5403),(38 4051.8513),(39 4034.6626),(40 3990.6858),(41 3960.291),(42 3935.7046),(43 3968.4753),(44 3889.5173),(45 3982.6128),(46 3850.1052),(47 3906.3818),(48 3834.9211),(49 3784.5806),(50 3831.1438),(51 3753.2766),(52 3800.328),(53 3712.2754),(54 3708.6404),(55 3688.3408),(56 3663.362),(57 3644.244),(58 3698.596),(59 3540.2937),(60 3712.445),(61 3589.7998),(62 3538.1028),(63 3635.7754),(64 3469.3982),(65 3558.7566),(66 3433.3774),(67 3414.732),(68 3464.362),(69 3399.799),(70 3365.4067),(71 3428.9663),(72 3296.968),(73 3410.6),(74 3387.1257),(75 3331.7258),(76 3337.7073),(77 3330.036),(78 3327.9075),(79 3281.1523),
(1 2204.7607),(2 1830.4791),(3 2065.2627),(4 2285.346),(5 2187.6743),(6 2425.595),(7 2385.3604),(8 2532.7876),(9 2619.4668),(10 2597.4976),(11 2745.7693),(12 2761.1833),(13 2842.0981),(14 2955.8767),(15 3016.3123),(16 3079.5283),(17 3185.9822),(18 3185.0002),(19 3309.0637),(20 3353.318),(21 3371.139),(22 3471.474),(23 3503.412),(24 3628.8247),(25 3657.6904),(26 3691.6194),(27 3748.5056),(28 3774.7712),(29 3798.039),(30 3847.8333),(31 3871.3076),(32 3893.5942),(33 3920.1355),(34 3935.064),(35 3883.3564),(36 3868.7703),(37 3908.0154),(38 3870.4336),(39 3875.0967),(40 3815.0479),(41 3817.6357),(42 3800.9453),(43 3822.1785),(44 3771.4834),(45 3825.0994),(46 3715.453),(47 3764.385),(48 3714.3398),(49 3646.172),(50 3683.8794),(51 3631.5693),(52 3641.7795),(53 3566.273),(54 3566.2388),(55 3560.7056),(56 3534.5798),(57 3503.095),(58 3511.7463),(59 3395.3643),(60 3479.9778),(61 3416.9485),(62 3392.9026),(63 3456.6362),(64 3350.5657),(65 3433.3726),(66 3354.7502),(67 3340.3335),(68 3376.3618),(69 3382.5042),(70 3356.2988),(71 3472.2454),(72 3250.8184),(73 3381.162),(74 3327.877),(75 3324.4548),(76 3294.4846),(77 3259.3618),(78 3290.1895),(79 3232.383),
