1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 37235.387),(2 102886.94),(3 228776.44),(4 382162.1),(5 582398.3),(6 819424.7),(7 1095051.9),(8 1425914),(9 1798262),(10 2209231.3),(11 2657125.8),(12 3154875.8),(13 3696426.8),(14 4287250.5),(15 4929974),(16 5621954.5),(17 6397879.5),(18 7219202.5),(19 8091105.5),(20 8996882),(21 9993415),(22 11000178),(23 12058931),(24 13128681),(25 14199968),(26 15304184),(27 16477683),(28 17617328),(29 18818520),(30 20000930),(31 21211278),(32 22497856),(33 23831264),(34 25193168),(35 26531018),(36 27878618),(37 29350182),(38 30839618),(39 32368114),(40 33953572),(41 35587900),(42 37274196),(43 38915996),(44 40571576),(45 42172830),(46 43656028),(47 45093828),(48 46463264),(49 47779508),(50 49072496),(51 50258156),(52 51366964),(53 52378612),(54 53309984),(55 54127604),(56 54899780),(57 55635840),(58 56349524),(59 56951564),(60 57469844),(61 57853804),(62 58159044),(63 58379772),(64 58514508),(65 58656076),(66 58818560),(67 59001984),(68 59328320),(69 59650564),(70 60035732),(71 60436210),(72 60948770),(73 61538668),(74 62264416),(75 63070932),(76 63903508),(77 64791980),(78 65715490),(79 66682644),
(1 470.4453),(2 647.9434),(3 701.0845),(4 735.11804),(5 757.66),(6 774.4362),(7 793.7685),(8 818.5781),(9 824.6558),(10 836.8514),(11 836.41),(12 840.6832),(13 854.6947),(14 846.156),(15 850.10254),(16 863.13367),(17 863.0334),(18 862.42883),(19 873.8616),(20 874.1253),(21 888.4933),(22 892.9816),(23 889.8653),(24 897.9082),(25 897.45593),(26 886.84937),(27 895.4291),(28 894.65625),(29 904.30255),(30 912.44214),(31 913.6039),(32 927.1719),(33 939.31323),(34 945.4509),(35 944.8537),(36 946.2244),(37 952.50116),(38 972.8407),(39 983.96106),(40 983.2169),(41 976.96063),(42 980.3885),(43 981.59546),(44 993.4942),(45 985.9012),(46 976.1909),(47 962.0371),(48 971.2501),(49 979.7059),(50 969.113),(51 968.58844),(52 954.25836),(53 954.1216),(54 942.5538),(55 945.2888),(56 934.6375),(57 923.0056),(58 934.91785),(59 931.7201),(60 921.0745),(61 914.52026),(62 904.86554),(63 899.98047),(64 895.62085),(65 893.6256),(66 897.3393),(67 899.1722),(68 904.9124),(69 884.37976),(70 883.816),(71 884.4738),(72 864.9113),(73 865.0905),(74 873.2332),(75 868.0826),(76 862.00946),(77 866.4514),(78 868.7684),(79 861.81),
(1 458.92773),(2 626.0597),(3 677.54016),(4 707.01935),(5 729.3877),(6 735.5703),(7 755.4038),(8 791.85004),(9 796.40424),(10 785.65137),(11 792.10944),(12 802.0159),(13 810.47076),(14 812.5802),(15 822.0414),(16 822.3797),(17 825.611),(18 831.0542),(19 849.2759),(20 848.5682),(21 855.36615),(22 871.03186),(23 874.17096),(24 871.2374),(25 874.44965),(26 876.9483),(27 883.3317),(28 871.5207),(29 881.0708),(30 886.72675),(31 889.6974),(32 888.67896),(33 886.3339),(34 891.2731),(35 892.3121),(36 889.0421),(37 887.07947),(38 904.2926),(39 916.8545),(40 912.71454),(41 914.9823),(42 918.8687),(43 924.6017),(44 918.92334),(45 918.0196),(46 918.2388),(47 907.32385),(48 918.73505),(49 913.45935),(50 898.93463),(51 899.86334),(52 890.4575),(53 890.6015),(54 887.53253),(55 894.80853),(56 888.9192),(57 899.2645),(58 902.57874),(59 888.9344),(60 881.5649),(61 886.4019),(62 889.8652),(63 892.505),(64 872.26953),(65 870.237),(66 864.7554),(67 850.88086),(68 861.13275),(69 851.87384),(70 851.52844),(71 846.1065),(72 853.3469),(73 850.8255),(74 849.6447),(75 856.61804),(76 851.70013),(77 844.9551),(78 842.2897),(79 843.44324),
(1 463.88486),(2 624.9887),(3 664.6336),(4 683.02716),(5 721.0207),(6 732.72815),(7 753.4287),(8 773.8343),(9 776.1579),(10 771.01636),(11 778.6136),(12 785.2928),(13 793.40045),(14 793.7815),(15 786.06866),(16 787.55225),(17 795.23505),(18 809.31537),(19 824.379),(20 825.6904),(21 829.59784),(22 842.9477),(23 840.9843),(24 834.9294),(25 856.76044),(26 853.23987),(27 860.976),(28 851.26996),(29 856.5718),(30 853.27997),(31 856.8809),(32 858.2196),(33 858.65283),(34 860.95245),(35 868.6071),(36 883.0525),(37 893.0315),(38 897.50757),(39 909.2566),(40 903.2041),(41 912.22687),(42 917.10834),(43 927.01434),(44 913.425),(45 919.1733),(46 919.00476),(47 912.4997),(48 905.7296),(49 906.22955),(50 900.83997),(51 891.9171),(52 889.6531),(53 902.8267),(54 892.8135),(55 886.4843),(56 888.519),(57 894.2273),(58 901.8865),(59 896.4107),(60 892.75415),(61 896.6517),(62 892.9205),(63 886.8865),(64 880.7409),(65 880.0635),(66 868.52606),(67 863.575),(68 871.4727),(69 862.9875),(70 852.5962),(71 848.6559),(72 843.01666),(73 836.42944),(74 829.1776),(75 838.92206),(76 830.99255),(77 826.7179),(78 828.3339),(79 831.5811),
(1 458.91028),(2 622.1924),(3 656.00903),(4 670.95166),(5 704.2305),(6 729.9359),(7 744.6228),(8 775.01953),(9 779.10834),(10 784.61676),(11 794.88745),(12 799.5484),(13 805.4553),(14 808.32214),(15 809.7297),(16 811.6429),(17 801.997),(18 806.22284),(19 827.3798),(20 831.11285),(21 833.836),(22 850.8159),(23 863.3981),(24 853.474),(25 873.0275),(26 868.5105),(27 863.0573),(28 857.2175),(29 861.0016),(30 867.3421),(31 863.70734),(32 867.5681),(33 874.3293),(34 886.02545),(35 881.57715),(36 888.4384),(37 892.7458),(38 893.10223),(39 892.019),(40 894.35547),(41 901.3024),(42 904.76984),(43 897.25836),(44 880.7471),(45 888.48553),(46 901.6352),(47 898.7185),(48 887.6659),(49 896.532),(50 885.54034),(51 884.41095),(52 882.7735),(53 882.7804),(54 887.1398),(55 891.8385),(56 880.27094),(57 889.0566),(58 887.1703),(59 881.4391),(60 882.9676),(61 890.2086),(62 879.7825),(63 876.56506),(64 875.5073),(65 861.96387),(66 865.64655),(67 859.3945),(68 848.2244),(69 840.94836),(70 838.2398),(71 831.46655),(72 835.10596),(73 831.2813),(74 822.1583),(75 837.229),(76 843.56055),(77 833.9168),(78 819.0691),(79 816.6184),
(1 445.05603),(2 608.769),(3 648.6282),(4 682.05194),(5 712.44476),(6 735.929),(7 741.84534),(8 766.12836),(9 764.3419),(10 763.4035),(11 770.1122),(12 776.0675),(13 780.0215),(14 779.94214),(15 775.4031),(16 779.61),(17 780.95734),(18 793.8002),(19 812.5338),(20 819.8134),(21 825.9625),(22 824.058),(23 824.8561),(24 825.46484),(25 836.12836),(26 827.00085),(27 832.1284),(28 831.8073),(29 831.68744),(30 849.2162),(31 847.8312),(32 847.31433),(33 852.98737),(34 870.054),(35 863.0641),(36 875.0619),(37 876.9341),(38 875.9462),(39 875.24384),(40 884.99817),(41 876.5542),(42 877.44855),(43 885.2825),(44 877.0822),(45 868.04297),(46 874.9378),(47 878.26666),(48 865.9424),(49 867.9927),(50 867.3919),(51 874.01996),(52 867.7694),(53 873.95966),(54 872.8213),(55 875.30566),(56 876.59186),(57 870.29913),(58 873.3248),(59 866.1929),(60 869.06445),(61 875.399),(62 871.68),(63 872.9004),(64 861.19244),(65 853.80524),(66 844.0654),(67 845.5263),(68 864.3111),(69 851.6356),(70 843.953),(71 830.069),(72 836.35406),(73 839.0751),(74 825.051),(75 832.6967),(76 824.3746),(77 814.3933),(78 809.56024),(79 808.5183),
(1 440.07788),(2 585.26263),(3 618.68414),(4 654.1379),(5 684.84534),(6 719.6796),(7 725.6977),(8 750.73285),(9 761.8497),(10 756.1022),(11 755.83),(12 766.93994),(13 768.227),(14 773.18335),(15 782.7179),(16 778.8136),(17 784.9599),(18 799.9746),(19 802.3749),(20 805.0207),(21 825.54755),(22 830.4361),(23 839.50354),(24 829.5975),(25 844.1989),(26 841.21985),(27 843.0691),(28 832.4477),(29 829.62836),(30 848.7096),(31 860.78973),(32 865.1118),(33 864.19525),(34 872.4614),(35 875.06976),(36 879.07385),(37 883.726),(38 881.6111),(39 887.70123),(40 883.62103),(41 879.00366),(42 870.099),(43 879.50024),(44 857.5669),(45 855.67535),(46 863.9635),(47 863.8751),(48 851.8929),(49 844.7686),(50 853.67236),(51 844.08124),(52 840.4278),(53 839.906),(54 846.66394),(55 843.3015),(56 843.0283),(57 840.4618),(58 846.1245),(59 832.2753),(60 826.09326),(61 835.0089),(62 834.10583),(63 834.03125),(64 826.9279),(65 818.7608),(66 816.46643),(67 809.40564),(68 808.13904),(69 798.86456),(70 810.15515),(71 804.1253),(72 810.10657),(73 801.22565),(74 807.9285),(75 806.5092),(76 795.3349),(77 792.9138),(78 779.49963),(79 774.83905),
(1 435.1073),(2 584.1342),(3 623.1852),(4 638.89954),(5 675.15137),(6 696.84094),(7 706.7993),(8 737.63794),(9 749.2385),(10 743.0282),(11 741.27167),(12 747.3433),(13 756.6433),(14 766.994),(15 769.1152),(16 778.0269),(17 781.2325),(18 788.7634),(19 790.0288),(20 795.92883),(21 806.7068),(22 815.448),(23 822.13794),(24 817.4129),(25 825.8212),(26 820.9654),(27 819.73926),(28 811.639),(29 823.077),(30 822.25323),(31 823.82367),(32 829.6747),(33 829.93207),(34 840.796),(35 839.7734),(36 840.4339),(37 853.6254),(38 857.76733),(39 855.2796),(40 846.62354),(41 857.3284),(42 865.3323),(43 860.08276),(44 855.18195),(45 844.6546),(46 852.7268),(47 853.55566),(48 854.3653),(49 849.38153),(50 846.1806),(51 855.4437),(52 842.457),(53 842.7038),(54 839.6791),(55 842.332),(56 835.9387),(57 825.2011),(58 847.9555),(59 841.5275),(60 823.6129),(61 815.0314),(62 817.9452),(63 819.9556),(64 817.0739),(65 815.2283),(66 803.97327),(67 793.58295),(68 800.0151),(69 790.6424),(70 800.0189),(71 802.10925),(72 799.85657),(73 795.66516),(74 801.61194),(75 796.39716),(76 791.8233),(77 781.405),(78 783.2737),(79 781.3769),
(1 423.0165),(2 568.12616),(3 603.14874),(4 627.2103),(5 655.8307),(6 667.7224),(7 680.7719),(8 700.5704),(9 706.2827),(10 708.62506),(11 719.3454),(12 714.9571),(13 718.57745),(14 711.3488),(15 727.67474),(16 728.3982),(17 731.0275),(18 744.62305),(19 739.33844),(20 752.9336),(21 760.7693),(22 762.87946),(23 781.4535),(24 783.3158),(25 790.3177),(26 797.1424),(27 793.55115),(28 799.36993),(29 804.88715),(30 805.28735),(31 815.6957),(32 820.79156),(33 818.8207),(34 820.6494),(35 827.2313),(36 817.5265),(37 828.29553),(38 829.7597),(39 839.03925),(40 841.77637),(41 840.50726),(42 836.1069),(43 838.4948),(44 823.92426),(45 823.19995),(46 826.02844),(47 833.664),(48 832.9141),(49 834.3499),(50 819.5281),(51 823.795),(52 818.67725),(53 809.95074),(54 816.5421),(55 808.8341),(56 811.215),(57 810.1287),(58 811.7254),(59 807.6016),(60 804.054),(61 803.3859),(62 804.1342),(63 804.66174),(64 810.9917),(65 809.8691),(66 797.9059),(67 797.05273),(68 780.9739),(69 778.0368),(70 787.7769),(71 775.80194),(72 780.6859),(73 775.2405),(74 771.9045),(75 773.94727),(76 767.5927),(77 763.0668),(78 758.52734),(79 764.2387),
(1 406.4565),(2 548.0454),(3 592.847),(4 612.5211),(5 638.3575),(6 656.5515),(7 655.81323),(8 679.8596),(9 693.82074),(10 696.2545),(11 695.10706),(12 687.51355),(13 710.1557),(14 722.13336),(15 718.6876),(16 717.97925),(17 726.57764),(18 740.776),(19 731.81525),(20 744.9766),(21 745.81354),(22 750.5679),(23 757.01843),(24 763.675),(25 778.17834),(26 775.1007),(27 773.49646),(28 765.62384),(29 763.1386),(30 776.1529),(31 786.8676),(32 780.69635),(33 778.6037),(34 787.0268),(35 790.16876),(36 792.4858),(37 801.4057),(38 799.5479),(39 814.18866),(40 815.78186),(41 814.6977),(42 816.60913),(43 819.86584),(44 819.4262),(45 817.4476),(46 811.4557),(47 816.95935),(48 816.6045),(49 821.5676),(50 807.4566),(51 808.8235),(52 797.0128),(53 794.437),(54 796.12115),(55 800.9257),(56 800.0726),(57 799.68475),(58 794.0188),(59 786.38855),(60 771.70905),(61 775.25037),(62 781.8465),(63 777.384),(64 772.47144),(65 777.1929),(66 770.6174),(67 764.23846),(68 764.81903),(69 758.44727),(70 761.9137),(71 755.46936),(72 753.4075),(73 756.1247),(74 750.9194),(75 755.9068),(76 755.29913),(77 743.8714),(78 735.55255),(79 747.63416),
(1 414.76196),(2 551.9691),(3 599.8581),(4 612.2684),(5 646.7063),(6 671.8504),(7 676.9065),(8 690.8314),(9 700.91974),(10 705.14026),(11 707.7013),(12 701.2792),(13 710.61835),(14 717.0047),(15 715.8727),(16 717.16766),(17 728.96484),(18 733.628),(19 739.05194),(20 737.0992),(21 744.6338),(22 751.46436),(23 758.95593),(24 769.2392),(25 787.7345),(26 791.3382),(27 794.28723),(28 784.8494),(29 782.4512),(30 789.4504),(31 785.2991),(32 789.95935),(33 790.37555),(34 792.62524),(35 786.4098),(36 798.3394),(37 805.0052),(38 805.03864),(39 820.616),(40 815.57904),(41 824.39087),(42 828.4524),(43 826.20123),(44 817.94495),(45 821.1932),(46 822.2671),(47 827.1817),(48 826.96594),(49 818.4385),(50 813.44916),(51 812.0868),(52 801.64703),(53 803.788),(54 807.15375),(55 805.76526),(56 801.1387),(57 791.98126),(58 785.87305),(59 782.28766),(60 777.9405),(61 790.5698),(62 784.56744),(63 789.13043),(64 784.9713),(65 785.17914),(66 790.25806),(67 786.90753),(68 786.9474),(69 788.1689),(70 780.02686),(71 777.4481),(72 773.0767),(73 767.6359),(74 765.9703),(75 763.42114),(76 767.6268),(77 760.5088),(78 750.8561),(79 750.1193),
(1 393.45673),(2 525.8626),(3 570.0259),(4 593.6974),(5 620.294),(6 631.6874),(7 626.15656),(8 656.01355),(9 673.6218),(10 689.1308),(11 700.8769),(12 699.358),(13 710.7816),(14 706.4697),(15 714.49915),(16 709.02356),(17 718.4434),(18 718.6347),(19 713.089),(20 720.0737),(21 731.1544),(22 733.3482),(23 749.7564),(24 750.7605),(25 752.9791),(26 766.1156),(27 778.83765),(28 774.5952),(29 779.989),(30 792.2434),(31 768.7138),(32 760.5577),(33 764.69025),(34 765.47815),(35 773.6293),(36 776.4507),(37 790.86536),(38 795.7974),(39 798.75745),(40 800.9916),(41 811.3625),(42 813.05914),(43 803.292),(44 799.6494),(45 809.77924),(46 806.4741),(47 797.0314),(48 797.1671),(49 808.0246),(50 798.45825),(51 791.17444),(52 793.90936),(53 797.01764),(54 782.37683),(55 782.5943),(56 782.41455),(57 783.9998),(58 784.1175),(59 772.55505),(60 773.1132),(61 774.39484),(62 766.3575),(63 776.94037),(64 765.9874),(65 776.91974),(66 765.59503),(67 767.96423),(68 780.67114),(69 768.1065),(70 762.287),(71 762.9943),(72 760.0081),(73 746.1688),(74 748.29565),(75 747.49774),(76 740.23785),(77 742.57623),(78 737.8016),(79 734.84717),
(1 378.18677),(2 504.3068),(3 540.91895),(4 552.9324),(5 583.88824),(6 609.88947),(7 619.798),(8 638.68274),(9 651.337),(10 663.85474),(11 671.79346),(12 677.51495),(13 681.01636),(14 692.1707),(15 703.92395),(16 690.6035),(17 696.94183),(18 697.0124),(19 698.065),(20 702.0753),(21 704.6607),(22 714.2736),(23 715.62866),(24 718.07996),(25 724.8119),(26 729.9094),(27 733.0974),(28 726.2355),(29 729.74066),(30 731.3102),(31 724.2276),(32 723.90784),(33 731.9343),(34 728.47406),(35 723.6488),(36 731.9034),(37 738.73114),(38 749.9258),(39 753.39984),(40 754.1825),(41 755.1301),(42 767.6843),(43 770.0661),(44 764.981),(45 764.8019),(46 767.87085),(47 765.0549),(48 763.6387),(49 760.13434),(50 759.56415),(51 766.5344),(52 766.6027),(53 759.5114),(54 753.3175),(55 753.6736),(56 760.10815),(57 749.3481),(58 747.4657),(59 737.3201),(60 735.6804),(61 746.9959),(62 741.36664),(63 740.0445),(64 745.9394),(65 750.6817),(66 742.6606),(67 728.5977),(68 734.88055),(69 728.86426),(70 724.614),(71 712.07837),(72 705.7859),(73 705.5507),(74 702.9468),(75 718.4322),(76 708.86676),(77 700.59064),(78 702.1752),(79 693.52045),
(1 381.86212),(2 505.26367),(3 539.34784),(4 555.8155),(5 588.6768),(6 617.6741),(7 621.5084),(8 644.30695),(9 661.02155),(10 671.5757),(11 667.04047),(12 673.8878),(13 682.2453),(14 689.80914),(15 691.4685),(16 691.12555),(17 692.83264),(18 699.56),(19 700.2075),(20 712.914),(21 714.55457),(22 717.33887),(23 730.6728),(24 733.88074),(25 742.26044),(26 736.4329),(27 744.1617),(28 743.14844),(29 753.9457),(30 753.06445),(31 737.06793),(32 739.9533),(33 742.41736),(34 751.76373),(35 751.4817),(36 751.7501),(37 752.445),(38 774.6317),(39 776.74316),(40 772.4899),(41 773.58795),(42 792.91846),(43 793.1422),(44 787.6467),(45 792.69135),(46 781.07166),(47 782.117),(48 780.9594),(49 781.89777),(50 775.9435),(51 778.0801),(52 781.85614),(53 782.8312),(54 776.1078),(55 778.2129),(56 779.8354),(57 771.6459),(58 774.04193),(59 772.2266),(60 756.6113),(61 768.54504),(62 765.6872),(63 760.4479),(64 758.8011),(65 764.53534),(66 761.23987),(67 751.32324),(68 764.6696),(69 762.4056),(70 754.6558),(71 748.6289),(72 746.1464),(73 729.0791),(74 731.6147),(75 728.75287),(76 712.99316),(77 714.26587),(78 705.7044),(79 708.43304),
(1 380.89847),(2 492.0971),(3 521.1314),(4 544.4864),(5 585.48785),(6 614.48956),(7 618.15344),(8 644.3741),(9 660.5393),(10 666.9434),(11 673.7686),(12 674.0289),(13 673.9021),(14 679.9278),(15 682.6133),(16 676.94464),(17 693.50745),(18 696.91266),(19 696.3641),(20 696.85596),(21 708.61523),(22 706.1571),(23 725.2379),(24 731.7617),(25 734.803),(26 733.8854),(27 754.58997),(28 739.71545),(29 745.97516),(30 745.0351),(31 738.4832),(32 739.4332),(33 741.5819),(34 745.0056),(35 751.55475),(36 759.79333),(37 756.2612),(38 776.6035),(39 782.96045),(40 781.4061),(41 775.2799),(42 781.8441),(43 779.01044),(44 777.99524),(45 768.08575),(46 767.63574),(47 771.99097),(48 769.2435),(49 767.7087),(50 757.8507),(51 763.9108),(52 766.96515),(53 767.84015),(54 765.1859),(55 772.599),(56 763.2565),(57 756.88904),(58 756.1695),(59 750.5676),(60 739.0838),(61 746.3278),(62 748.11426),(63 750.52246),(64 745.6494),(65 744.95044),(66 755.2875),(67 753.1512),(68 758.68896),(69 750.60016),(70 745.5602),(71 749.22626),(72 738.53284),(73 732.86),(74 722.9403),(75 715.76825),(76 710.2946),(77 698.062),(78 691.9723),(79 686.9014),
(1 377.28677),(2 502.37915),(3 538.29877),(4 560.38367),(5 601.7197),(6 623.08594),(7 618.88184),(8 640.72516),(9 656.845),(10 673.0167),(11 678.7845),(12 662.41583),(13 673.34955),(14 674.8641),(15 675.5374),(16 676.1924),(17 690.39154),(18 685.28827),(19 690.99835),(20 695.5497),(21 701.29425),(22 693.59015),(23 705.514),(24 713.18604),(25 715.0845),(26 712.8453),(27 725.96423),(28 728.8151),(29 732.03253),(30 730.7024),(31 725.60657),(32 720.1123),(33 725.4652),(34 726.6185),(35 738.6099),(36 740.8666),(37 739.5776),(38 757.44794),(39 757.8623),(40 745.8382),(41 751.3612),(42 752.47186),(43 760.97736),(44 755.13403),(45 741.7476),(46 742.46735),(47 740.42426),(48 747.8167),(49 746.21985),(50 743.3773),(51 748.3961),(52 746.41486),(53 752.5826),(54 756.65155),(55 751.50366),(56 743.61505),(57 738.3226),(58 747.1681),(59 748.0298),(60 740.4165),(61 742.66394),(62 731.85236),(63 737.846),(64 734.1968),(65 729.9101),(66 740.23865),(67 738.92456),(68 740.5002),(69 728.89746),(70 726.26996),(71 727.5488),(72 719.6973),(73 720.6661),(74 712.2477),(75 713.6192),(76 704.43945),(77 696.7076),(78 705.3724),(79 708.4932),
(1 369.37408),(2 482.96295),(3 522.5955),(4 556.41064),(5 590.48804),(6 607.09717),(7 608.6539),(8 633.4678),(9 643.0844),(10 649.8142),(11 667.8245),(12 660.8085),(13 669.49713),(14 668.89185),(15 668.90857),(16 674.2947),(17 681.0273),(18 678.9034),(19 671.5174),(20 682.29193),(21 686.5435),(22 684.73444),(23 695.5815),(24 691.8893),(25 694.48486),(26 695.8815),(27 708.42065),(28 704.85803),(29 702.3002),(30 699.76587),(31 696.5517),(32 696.5466),(33 701.3241),(34 712.8917),(35 716.6045),(36 715.9558),(37 716.98193),(38 726.98474),(39 742.15326),(40 739.4961),(41 739.2642),(42 733.6185),(43 744.8672),(44 748.93555),(45 738.89545),(46 741.941),(47 733.688),(48 741.2766),(49 741.48456),(50 737.2906),(51 746.6565),(52 747.4069),(53 747.1374),(54 744.0324),(55 739.4908),(56 737.95844),(57 737.608),(58 736.1242),(59 736.3989),(60 724.17206),(61 715.4052),(62 715.8978),(63 713.96326),(64 703.8647),(65 703.0092),(66 702.43427),(67 703.6029),(68 718.56665),(69 705.57874),(70 700.3539),(71 699.5926),(72 695.2257),(73 695.2743),(74 697.41455),(75 693.8585),(76 681.4093),(77 671.05304),(78 671.40735),(79 672.4168),
(1 358.772),(2 475.17084),(3 503.0279),(4 515.0353),(5 552.0459),(6 567.95746),(7 577.8987),(8 596.1151),(9 606.09125),(10 610.4368),(11 624.2044),(12 633.0682),(13 645.003),(14 651.28235),(15 661.40576),(16 661.7735),(17 654.7199),(18 660.4657),(19 663.60474),(20 665.4556),(21 671.5871),(22 672.4135),(23 682.8049),(24 686.8224),(25 686.7146),(26 687.1866),(27 689.5682),(28 692.3642),(29 693.04987),(30 687.3457),(31 683.28613),(32 686.7537),(33 682.3849),(34 685.467),(35 695.8993),(36 693.86456),(37 703.3029),(38 705.3659),(39 711.6431),(40 717.9773),(41 714.8197),(42 717.3543),(43 722.4708),(44 716.52716),(45 719.1315),(46 723.425),(47 721.96704),(48 719.6696),(49 718.7542),(50 713.65326),(51 710.10315),(52 711.8177),(53 716.0218),(54 710.8385),(55 712.8609),(56 709.2221),(57 704.71716),(58 702.55597),(59 700.6986),(60 696.34155),(61 702.87195),(62 692.12646),(63 687.92737),(64 688.39404),(65 688.2961),(66 689.8395),(67 686.08856),(68 687.21606),(69 678.9231),(70 679.0784),(71 671.34076),(72 669.23785),(73 679.58844),(74 680.2574),(75 674.4615),(76 673.8278),(77 672.15564),(78 665.074),(79 662.2802),
(1 362.4369),(2 484.35736),(3 528.56177),(4 541.0238),(5 566.15674),(6 581.09784),(7 592.8368),(8 606.19434),(9 614.53534),(10 616.63776),(11 628.29364),(12 626.3604),(13 639.961),(14 645.4052),(15 650.5984),(16 652.7915),(17 639.43665),(18 641.95996),(19 641.89136),(20 646.94183),(21 654.5442),(22 658.82623),(23 660.9338),(24 668.81604),(25 670.45544),(26 674.062),(27 670.9274),(28 667.25006),(29 666.91675),(30 677.1547),(31 681.51874),(32 683.26996),(33 675.50507),(34 683.84784),(35 688.71063),(36 698.5294),(37 705.64966),(38 710.1592),(39 720.1066),(40 718.5419),(41 718.09467),(42 727.6007),(43 740.42316),(44 730.7918),(45 726.1762),(46 723.60156),(47 733.4057),(48 731.79694),(49 731.5133),(50 728.44037),(51 721.90063),(52 718.65857),(53 721.7474),(54 717.12463),(55 724.86676),(56 717.17566),(57 715.8446),(58 708.9144),(59 714.7982),(60 707.13666),(61 706.6862),(62 705.9663),(63 709.66284),(64 703.0954),(65 699.4905),(66 695.92096),(67 686.85583),(68 693.3802),(69 690.56903),(70 680.0093),(71 675.0823),(72 670.6805),(73 671.93256),(74 678.06696),(75 684.4641),(76 668.5436),(77 654.90686),(78 656.43146),(79 654.37445),
