1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 76690.66),(2 95744.9),(3 79649.46),(4 177868.75),(5 214952.67),(6 194637.55),(7 373091.34),(8 455458.66),(9 494075.47),(10 618638),(11 699254.06),(12 735061),(13 854533.2),(14 926090.3),(15 975468.2),(16 1130615.1),(17 1238981.1),(18 1328382.6),(19 1493616.5),(20 1622970.6),(21 1703521),(22 1880635),(23 2003346.6),(24 2079502.6),(25 2251832.8),(26 2341640.3),(27 2398095.5),(28 2522905),(29 2569546.3),(30 2580517.3),(31 2713173.8),(32 2771675.3),(33 2831038.8),(34 2988170.8),(35 3090798),(36 3152736.8),(37 3362865.3),(38 3493060),(39 3604169),(40 3830513.3),(41 3998673.8),(42 4159090.8),(43 4435742.5),(44 4643945),(45 4832269.5),(46 5112370.5),(47 5340747.5),(48 5610278),(49 5957070),(50 6222931.5),(51 6508616),(52 6921814.5),(53 7022194.5),(54 7251874.5),(55 7594549.5),(56 7860425.5),(57 8108798.5),(58 8452159),(59 8709208),(60 8927563),(61 9274244),(62 9477505),(63 9744624),(64 10047738),(65 10258910),(66 10470845),(67 10786050),(68 11048595),(69 11289753),(70 11619648),(71 11872603),(72 12109248),(73 12409772),(74 12704303),(75 13001631),(76 13380561),(77 13705952),(78 14029228),(79 14277891),
(1 571.20624),(2 804.14996),(3 950.2994),(4 1020.52734),(5 1064.6997),(6 1102.678),(7 1131.9167),(8 1159.2208),(9 1168.8219),(10 1179.1458),(11 1180.3965),(12 1193.3103),(13 1214.6265),(14 1226.4637),(15 1242.4866),(16 1260.0955),(17 1253.4889),(18 1281.2666),(19 1309.0021),(20 1315.907),(21 1331.1666),(22 1321.898),(23 1331.4336),(24 1333.4952),(25 1345.1523),(26 1348.0299),(27 1372.5413),(28 1364.1283),(29 1368.7167),(30 1386.6251),(31 1389.9391),(32 1401.4609),(33 1417.2142),(34 1386.528),(35 1384.1265),(36 1379.5215),(37 1373.9993),(38 1366.9949),(39 1364.2065),(40 1354.6007),(41 1351.8702),(42 1344.4867),(43 1320.2224),(44 1309.2034),(45 1299.9414),(46 1299.1105),(47 1291.7354),(48 1284.0989),(49 1288.4666),(50 1283.7241),(51 1279.8856),(52 1298.8062),(53 1310.99),(54 1292.427),(55 1298.5112),(56 1278.6422),(57 1286.5348),(58 1297.2665),(59 1293.2838),(60 1289.5428),(61 1299.0447),(62 1306.6796),(63 1315.7727),(64 1315.951),(65 1318.5706),(66 1335.5746),(67 1343.3105),(68 1354.7672),(69 1360.3367),(70 1365.349),(71 1370.1869),(72 1370.701),(73 1392.2585),(74 1393.6294),(75 1403.9823),(76 1384.1456),(77 1386.8363),(78 1381.7571),(79 1383.6807),
(1 548.5511),(2 783.92267),(3 928.24304),(4 984.459),(5 1036.5736),(6 1085.359),(7 1094.1204),(8 1112.5146),(9 1126.698),(10 1147.2737),(11 1160.5239),(12 1173.5958),(13 1194.61),(14 1213.773),(15 1237.7706),(16 1254.0791),(17 1275.066),(18 1296.0205),(19 1311.2653),(20 1322.4576),(21 1335.6465),(22 1343.34),(23 1357.8435),(24 1384.7155),(25 1398.6923),(26 1426.3408),(27 1424.0397),(28 1422.0155),(29 1446.8842),(30 1451.5045),(31 1447.9258),(32 1446.1678),(33 1456.6785),(34 1446.3518),(35 1444.0239),(36 1434.1891),(37 1435.505),(38 1436.4485),(39 1412.8207),(40 1385.7166),(41 1384.2563),(42 1370.0509),(43 1352.2134),(44 1330.2024),(45 1314.0541),(46 1299.6375),(47 1287.3379),(48 1284.5702),(49 1280.4574),(50 1276.9116),(51 1278.7452),(52 1277.7567),(53 1272.356),(54 1264.8289),(55 1250.6439),(56 1249.4877),(57 1247.4341),(58 1259.6696),(59 1250.8014),(60 1248.6836),(61 1260.1143),(62 1257.4968),(63 1281.0153),(64 1292.0803),(65 1318.3218),(66 1322.8933),(67 1343.6456),(68 1353.7986),(69 1362.208),(70 1365.4559),(71 1374.3162),(72 1397.9443),(73 1397.0627),(74 1410.4519),(75 1416.6504),(76 1393.5804),(77 1381.5449),(78 1395.7378),(79 1401.3544),
(1 548.709),(2 789.92596),(3 926.6144),(4 984.3345),(5 1033.4048),(6 1071.617),(7 1098.7698),(8 1118.6136),(9 1119.255),(10 1128.0367),(11 1156.8213),(12 1168.3827),(13 1199.8109),(14 1244.9059),(15 1261.5754),(16 1274.9143),(17 1296.4932),(18 1331.6714),(19 1341.7982),(20 1347.0924),(21 1376.9108),(22 1388.0724),(23 1398.5739),(24 1406.8137),(25 1424.0225),(26 1442.0759),(27 1446.4078),(28 1445.1824),(29 1453.0214),(30 1461.6101),(31 1465.4114),(32 1469.2728),(33 1466.145),(34 1458.021),(35 1447.086),(36 1437.9962),(37 1446.6088),(38 1450.6936),(39 1422.5675),(40 1420.3507),(41 1409.0483),(42 1384.1326),(43 1366.9858),(44 1348.2598),(45 1333.0547),(46 1326.4524),(47 1309.2971),(48 1313.1605),(49 1303.5798),(50 1298.6923),(51 1283.0669),(52 1283.946),(53 1272.0695),(54 1269.4893),(55 1255.3336),(56 1261.7671),(57 1273.8391),(58 1262.1115),(59 1266.3529),(60 1263.2916),(61 1268.2072),(62 1277.4481),(63 1309.4923),(64 1309.3678),(65 1336.958),(66 1348.1812),(67 1357.2723),(68 1366.7968),(69 1370.2905),(70 1382.968),(71 1367.4033),(72 1376.609),(73 1374.9581),(74 1376.8218),(75 1392.0988),(76 1392.5676),(77 1397.8174),(78 1408.2153),(79 1405.6565),
(1 540.9825),(2 754.91394),(3 886.89026),(4 952.2834),(5 991.16534),(6 1038.6918),(7 1051.4417),(8 1070.8176),(9 1083.3184),(10 1099.5109),(11 1119.2977),(12 1132.7654),(13 1149.956),(14 1177.7999),(15 1202.7949),(16 1213.6262),(17 1225.7435),(18 1255.2793),(19 1257.2378),(20 1263.5426),(21 1268.0132),(22 1289.864),(23 1294.9482),(24 1310.1823),(25 1307.3938),(26 1325.2849),(27 1330.0808),(28 1329.0126),(29 1333.3267),(30 1346.1293),(31 1334.0068),(32 1336.1185),(33 1331.35),(34 1316.268),(35 1304.5896),(36 1292.5726),(37 1296.3793),(38 1290.6337),(39 1278.138),(40 1283.2217),(41 1275.6718),(42 1273.0186),(43 1259.0668),(44 1241.2981),(45 1236.593),(46 1237.3441),(47 1225.986),(48 1225.6516),(49 1207.434),(50 1204.6168),(51 1195.3024),(52 1204.4113),(53 1190.9875),(54 1188.6228),(55 1192.6211),(56 1206.6832),(57 1210.5781),(58 1205.923),(59 1217.7826),(60 1225.74),(61 1224.0485),(62 1229.561),(63 1268.7196),(64 1271.0643),(65 1291.1311),(66 1307.8801),(67 1328.2777),(68 1319.1729),(69 1320.5099),(70 1328.2014),(71 1321.2673),(72 1313.0165),(73 1292.9318),(74 1299.1733),(75 1308.2773),(76 1313.6198),(77 1316.72),(78 1328.5835),(79 1337.0287),
(1 539.28296),(2 757.8782),(3 906.1679),(4 970.5407),(5 1010.94446),(6 1051.5662),(7 1073.3922),(8 1081.3782),(9 1095.5121),(10 1106.5684),(11 1124.1549),(12 1126.944),(13 1136.4724),(14 1156.9655),(15 1178.7517),(16 1186.0406),(17 1194.6564),(18 1227.4832),(19 1251.3671),(20 1247.4878),(21 1243.1084),(22 1252.4631),(23 1271.3467),(24 1280.3506),(25 1305.9047),(26 1312.8142),(27 1326.5732),(28 1318.1849),(29 1324.5559),(30 1331.9844),(31 1340.4485),(32 1335.3473),(33 1344.5685),(34 1329.1201),(35 1322.1716),(36 1315.4963),(37 1313.455),(38 1309.103),(39 1297.5869),(40 1287.1423),(41 1277.1887),(42 1269.5862),(43 1257.9861),(44 1258.8765),(45 1238.4924),(46 1227.7183),(47 1229.305),(48 1234.1765),(49 1220.924),(50 1227.4437),(51 1229.9825),(52 1223.939),(53 1210.885),(54 1207.5848),(55 1209.9026),(56 1218.4536),(57 1223.1097),(58 1218.5187),(59 1220.986),(60 1239.0269),(61 1253.5298),(62 1257.3557),(63 1276.1587),(64 1269.5295),(65 1282.3074),(66 1302.3165),(67 1295.2966),(68 1310.7247),(69 1319.2723),(70 1334.3195),(71 1325.9845),(72 1311.5452),(73 1285.0358),(74 1283.9282),(75 1298.8231),(76 1307.5032),(77 1313.647),(78 1317.4027),(79 1323.0604),
(1 528.22565),(2 738.74426),(3 878.6904),(4 934.45),(5 985.9554),(6 1019.6199),(7 1047.6871),(8 1052.0859),(9 1062.377),(10 1083.5068),(11 1111.5789),(12 1119.6694),(13 1139.0073),(14 1156.9496),(15 1179.7733),(16 1182.8567),(17 1192.3207),(18 1228.5623),(19 1241.992),(20 1255.0902),(21 1249.1964),(22 1267.3372),(23 1280.2207),(24 1297.778),(25 1309.8152),(26 1326.2622),(27 1339.0496),(28 1339.8792),(29 1333.1493),(30 1332.2843),(31 1344.9995),(32 1356.6228),(33 1362.6052),(34 1361.7727),(35 1368.4973),(36 1366.3281),(37 1366.5751),(38 1356.5955),(39 1344.6576),(40 1329.6504),(41 1314.4121),(42 1306.6249),(43 1283.6556),(44 1265.5233),(45 1265.7244),(46 1256.0933),(47 1236.3223),(48 1239.5598),(49 1226.824),(50 1226.9761),(51 1219.2042),(52 1209.1136),(53 1207.0491),(54 1186.3866),(55 1187.3204),(56 1196.2677),(57 1198.2262),(58 1200.7878),(59 1198.4342),(60 1205.771),(61 1205.5914),(62 1213.691),(63 1234.8517),(64 1233.8131),(65 1241.2507),(66 1259.7225),(67 1259.4052),(68 1274.1742),(69 1275.3555),(70 1288.1273),(71 1272.0663),(72 1272.1674),(73 1265.3031),(74 1258.7345),(75 1269.615),(76 1280.182),(77 1288.5487),(78 1296.6342),(79 1288.265),
(1 520.17004),(2 728.0135),(3 861.1067),(4 923.09344),(5 969.2422),(6 1002.9905),(7 1027.1864),(8 1039.1213),(9 1050.5161),(10 1065.1351),(11 1088.6868),(12 1096.7749),(13 1104.8041),(14 1134.2789),(15 1163.0292),(16 1173.6617),(17 1195.6969),(18 1198.755),(19 1209.259),(20 1223.7428),(21 1231.9663),(22 1241.5239),(23 1248.3647),(24 1258.7772),(25 1272.7538),(26 1289.8226),(27 1309.0317),(28 1304.1378),(29 1307.1848),(30 1312.4698),(31 1329.135),(32 1341.8065),(33 1334.2314),(34 1336.5874),(35 1341.4381),(36 1336.6681),(37 1343.9647),(38 1336.755),(39 1314.0128),(40 1304.8604),(41 1292.028),(42 1299.38),(43 1289.2347),(44 1277.2146),(45 1263.4252),(46 1250.4677),(47 1245.9158),(48 1248.9336),(49 1241.0565),(50 1242.2268),(51 1233.9525),(52 1220.3363),(53 1223.3807),(54 1208.1432),(55 1206.2136),(56 1193.9126),(57 1189.2787),(58 1184.701),(59 1184.0681),(60 1183.2213),(61 1176.4567),(62 1182.9109),(63 1195.8417),(64 1199.3746),(65 1206.5869),(66 1218.1488),(67 1215.0326),(68 1223.7661),(69 1214.9396),(70 1226.6844),(71 1221.4899),(72 1232.165),(73 1238.979),(74 1219.3217),(75 1211.9348),(76 1223.3937),(77 1229.6542),(78 1241.9277),(79 1239.057),
(1 519.06744),(2 719.8923),(3 855.8304),(4 922.4065),(5 961.1948),(6 1002.31555),(7 1024.2084),(8 1050.0276),(9 1071.8202),(10 1091.4458),(11 1107.5642),(12 1121.5814),(13 1138.3693),(14 1157.5211),(15 1177.5969),(16 1198.7273),(17 1213.1846),(18 1224.3478),(19 1228.5042),(20 1240.982),(21 1255.0681),(22 1258.9475),(23 1269.0592),(24 1271.638),(25 1287.8329),(26 1315.2633),(27 1335.957),(28 1325.6766),(29 1329.2074),(30 1326.29),(31 1335.4958),(32 1345.9847),(33 1337.9497),(34 1343.6906),(35 1345.7188),(36 1334.2206),(37 1327.2974),(38 1332.887),(39 1318.7072),(40 1307.1849),(41 1288.6614),(42 1279.9264),(43 1265.4916),(44 1255.9783),(45 1244.0773),(46 1233.49),(47 1226.4171),(48 1230.0653),(49 1211.7771),(50 1208.7751),(51 1201.089),(52 1185.4862),(53 1179.3811),(54 1169.0267),(55 1161.4948),(56 1166.7523),(57 1162.5868),(58 1142.5883),(59 1139.1189),(60 1139.1193),(61 1135.4653),(62 1152.1969),(63 1180.2856),(64 1184.5767),(65 1192.6038),(66 1185.4875),(67 1198.6973),(68 1201.7236),(69 1200.1616),(70 1198.1597),(71 1198.9841),(72 1214.2433),(73 1223.5349),(74 1212.431),(75 1218.8696),(76 1218.9753),(77 1227.3196),(78 1245.483),(79 1237.741),
(1 511.24402),(2 704.27136),(3 824.5176),(4 882.85925),(5 927.1778),(6 961.4524),(7 976.11664),(8 987.78296),(9 1001.94104),(10 1021.7685),(11 1035.2048),(12 1043.3728),(13 1065.6793),(14 1087.3634),(15 1110.0592),(16 1129.8469),(17 1144.3359),(18 1165.0337),(19 1171.0095),(20 1190.5471),(21 1200.5867),(22 1211.2543),(23 1212.5223),(24 1212.3884),(25 1218.9302),(26 1236.9409),(27 1254.9171),(28 1249.7391),(29 1240.1124),(30 1242.685),(31 1259.0892),(32 1269.0809),(33 1271.5856),(34 1261.604),(35 1257.7147),(36 1258.8612),(37 1246.0155),(38 1244.2258),(39 1235.4055),(40 1229.5956),(41 1216.1631),(42 1197.4332),(43 1184.5677),(44 1157.3148),(45 1149.5753),(46 1143.7692),(47 1138.2062),(48 1148.9332),(49 1138.7916),(50 1137.3514),(51 1128.5238),(52 1126.3618),(53 1135.7614),(54 1133.8721),(55 1127.9747),(56 1129.4773),(57 1134.9646),(58 1124.4418),(59 1107.1423),(60 1109.8604),(61 1111.202),(62 1125.6277),(63 1152.2169),(64 1154.6301),(65 1171.3672),(66 1167.0052),(67 1182.5632),(68 1191.5315),(69 1188.5717),(70 1186.1354),(71 1181.4836),(72 1190.2958),(73 1199.6382),(74 1199.8528),(75 1208.7867),(76 1211.6671),(77 1212.554),(78 1227.4031),(79 1223.42),
(1 493.36707),(2 687.52484),(3 813.3541),(4 873.0546),(5 914.1988),(6 939.17645),(7 962.41064),(8 982.1306),(9 993.65735),(10 1010.15283),(11 1020.863),(12 1040.0723),(13 1053.6781),(14 1086.2653),(15 1096.514),(16 1109.14),(17 1114.2312),(18 1141.5083),(19 1150.6909),(20 1168.6215),(21 1177.9551),(22 1183.0052),(23 1196.7025),(24 1222.8142),(25 1232.8225),(26 1233.8286),(27 1242.951),(28 1238.5922),(29 1244.6782),(30 1246.5465),(31 1246.2434),(32 1253.839),(33 1257.5121),(34 1253.4426),(35 1264.3534),(36 1265.1031),(37 1257.9305),(38 1255.0625),(39 1246.9988),(40 1240.1425),(41 1219.5159),(42 1202.5564),(43 1180.6438),(44 1162.8783),(45 1154.6082),(46 1157.2197),(47 1156.9596),(48 1160.9989),(49 1144.7786),(50 1151.5223),(51 1141.1982),(52 1142.3223),(53 1149.6484),(54 1141.0355),(55 1142.9012),(56 1136.0315),(57 1126.2861),(58 1116.5608),(59 1113.3827),(60 1108.2303),(61 1111.4865),(62 1115.3352),(63 1133.6327),(64 1132.922),(65 1135.5151),(66 1140.4648),(67 1153.0101),(68 1149.8676),(69 1136.8356),(70 1147.0944),(71 1134.2157),(72 1148.6267),(73 1160.4365),(74 1159.3557),(75 1180.1532),(76 1184.1713),(77 1183.763),(78 1201.8813),(79 1197.4454),
(1 493.73557),(2 681.8357),(3 811.8571),(4 868.7156),(5 910.4369),(6 950.0227),(7 971.15814),(8 976.42126),(9 984.50305),(10 1008.69324),(11 1022.0103),(12 1039.286),(13 1048.2856),(14 1088.8787),(15 1105.9116),(16 1113.491),(17 1119.1738),(18 1141.2668),(19 1152.5598),(20 1169.7495),(21 1183.2833),(22 1193.9307),(23 1201.7295),(24 1208.6316),(25 1211.0863),(26 1216.7754),(27 1227.6422),(28 1223.1416),(29 1236.7158),(30 1243.6332),(31 1249.8342),(32 1255.2418),(33 1256.4292),(34 1250.0006),(35 1241.3604),(36 1235.5332),(37 1239.3755),(38 1232.1337),(39 1228.1055),(40 1216.3158),(41 1197.6313),(42 1203.1583),(43 1181.8279),(44 1172.9944),(45 1164.7477),(46 1164.1962),(47 1159.6145),(48 1154.1757),(49 1136.4529),(50 1126.149),(51 1121.2109),(52 1117.3053),(53 1102.063),(54 1097.3713),(55 1109.3901),(56 1108.7964),(57 1109.7076),(58 1114.6289),(59 1119.435),(60 1126.3679),(61 1124.8992),(62 1132.4371),(63 1147.7118),(64 1143.2427),(65 1145.4727),(66 1152.346),(67 1161.3108),(68 1161.3348),(69 1164.2604),(70 1173.3303),(71 1168.4308),(72 1171.6857),(73 1175.0349),(74 1177.885),(75 1195.5256),(76 1188.2681),(77 1181.5151),(78 1183.6014),(79 1177.1268),
(1 486.72525),(2 670.3539),(3 797.73834),(4 846.2792),(5 883.783),(6 916.3909),(7 946.2879),(8 959.17944),(9 972.79816),(10 984.72217),(11 1003.1108),(12 1028.1893),(13 1046.0583),(14 1060.5476),(15 1073.5353),(16 1083.5271),(17 1089.3917),(18 1101.9084),(19 1117.0868),(20 1119.3138),(21 1121.0206),(22 1118.6241),(23 1126.3622),(24 1130.0857),(25 1124.0614),(26 1133.2101),(27 1138.6361),(28 1150.4642),(29 1153.7539),(30 1148.2511),(31 1153.6881),(32 1162.4308),(33 1183.7793),(34 1185.4626),(35 1175.4591),(36 1174.9298),(37 1171.3804),(38 1172.037),(39 1177.6941),(40 1170.919),(41 1161.8232),(42 1163.9966),(43 1157.758),(44 1147.7281),(45 1148.6844),(46 1149.114),(47 1147.1884),(48 1148.7273),(49 1123.2515),(50 1111.6604),(51 1104.7719),(52 1106.6677),(53 1093.8121),(54 1098.1848),(55 1095.0511),(56 1085.3805),(57 1087.3295),(58 1079.2285),(59 1085.7261),(60 1088.5414),(61 1102.9896),(62 1106.4049),(63 1111.8694),(64 1105.4373),(65 1120.9058),(66 1128.7288),(67 1132.9689),(68 1141.9027),(69 1146.104),(70 1147.2842),(71 1158.2864),(72 1160.6875),(73 1152.7952),(74 1147.1232),(75 1148.1329),(76 1149.0903),(77 1139.8406),(78 1150.9784),(79 1150.3807),
(1 479.00388),(2 656.58936),(3 772.48724),(4 827.7705),(5 870.25543),(6 903.83154),(7 929.6935),(8 954.05536),(9 964.62897),(10 990.6654),(11 1006.9428),(12 1029.6437),(13 1042.7933),(14 1068.888),(15 1073.091),(16 1087.316),(17 1091.8679),(18 1096.924),(19 1121.6836),(20 1117.9083),(21 1120.8586),(22 1119.8602),(23 1128.6578),(24 1147.9493),(25 1146.9484),(26 1154.1145),(27 1162.0795),(28 1151.2236),(29 1158.1414),(30 1158.939),(31 1166.2809),(32 1161.1147),(33 1173.1046),(34 1168.9634),(35 1187.6398),(36 1190.2455),(37 1184.5787),(38 1177.3451),(39 1177.231),(40 1170.7211),(41 1176.5483),(42 1163.7389),(43 1156.789),(44 1151.2911),(45 1145.4861),(46 1135.0558),(47 1119.909),(48 1116.8871),(49 1113.1044),(50 1095.6204),(51 1088.6927),(52 1106.0153),(53 1086.2837),(54 1074.9482),(55 1082.4211),(56 1071.9725),(57 1073.2618),(58 1063.0721),(59 1056.7672),(60 1069.6088),(61 1083.51),(62 1089.2856),(63 1098.1462),(64 1082.6414),(65 1094.5018),(66 1102.8444),(67 1107.7589),(68 1109.3751),(69 1115.6876),(70 1125.3462),(71 1128.727),(72 1130.8837),(73 1135.6903),(74 1127.0197),(75 1135.6387),(76 1139.7651),(77 1137.9606),(78 1142.6953),(79 1141.2454),
(1 466.43738),(2 639.6427),(3 762.3665),(4 811.41797),(5 854.7982),(6 875.1875),(7 894.9224),(8 914.10315),(9 930.1427),(10 950.8693),(11 970.1688),(12 980.86926),(13 993.63684),(14 1016.3976),(15 1038.7869),(16 1052.8911),(17 1058.6029),(18 1071.0022),(19 1082.7277),(20 1100.0209),(21 1115.9723),(22 1122.3998),(23 1119.1477),(24 1126.5356),(25 1126.2994),(26 1128.1991),(27 1137.163),(28 1130.152),(29 1134.9396),(30 1136.6431),(31 1138.1719),(32 1133.0629),(33 1134.3578),(34 1131.0752),(35 1130.3663),(36 1130.6525),(37 1134.9744),(38 1127.2485),(39 1114.2919),(40 1107.3641),(41 1100.5349),(42 1094.8961),(43 1077.2313),(44 1077.4713),(45 1072.6613),(46 1055.9398),(47 1053.674),(48 1048.5778),(49 1049.0553),(50 1055.9452),(51 1048.7203),(52 1046.8263),(53 1053.7122),(54 1045.425),(55 1039.3691),(56 1044.191),(57 1055.6036),(58 1043.3466),(59 1044.7119),(60 1049.0936),(61 1073.6853),(62 1085.3783),(63 1091.9021),(64 1103.4916),(65 1109.7603),(66 1116.7974),(67 1120.4512),(68 1116.3268),(69 1117.3882),(70 1131.1038),(71 1134.9476),(72 1129.687),(73 1135.9102),(74 1132.8641),(75 1127.7316),(76 1126.9434),(77 1128.1638),(78 1134.1014),(79 1129.6155),
(1 466.2272),(2 642.44556),(3 758.5418),(4 814.7731),(5 847.5157),(6 869.051),(7 891.8984),(8 912.51),(9 917.3148),(10 933.08984),(11 947.70416),(12 963.1613),(13 974.57794),(14 987.0605),(15 996.18585),(16 1009.85645),(17 1014.7503),(18 1032.4188),(19 1046.5101),(20 1063.2604),(21 1074.3077),(22 1085.7102),(23 1095.1799),(24 1099.4742),(25 1115.2769),(26 1127.6985),(27 1143.5271),(28 1152.4757),(29 1149.4435),(30 1153.1752),(31 1167.6558),(32 1167.607),(33 1173.5497),(34 1171.6527),(35 1164.4174),(36 1160.3694),(37 1161.4004),(38 1154.695),(39 1138.7957),(40 1123.6311),(41 1117.5282),(42 1106.3273),(43 1087.3768),(44 1065.2251),(45 1061.7988),(46 1050.0653),(47 1039.3351),(48 1045.6394),(49 1039.184),(50 1047.9456),(51 1047.4055),(52 1044.094),(53 1042.9224),(54 1033.0199),(55 1033.9585),(56 1036.4076),(57 1039.3188),(58 1030.326),(59 1033.8788),(60 1038.0178),(61 1042.1921),(62 1054.3689),(63 1065.8363),(64 1066.6554),(65 1078.2239),(66 1081.2384),(67 1080.0289),(68 1086.011),(69 1089.4133),(70 1100.2417),(71 1096.5674),(72 1107.1294),(73 1112.2179),(74 1106.4667),(75 1106.9241),(76 1105.9298),(77 1106.8241),(78 1114.6414),(79 1119.9093),
(1 462.17053),(2 634.7651),(3 744.8223),(4 783.86755),(5 819.2694),(6 842.49493),(7 861.0435),(8 876.4882),(9 881.36975),(10 900.37494),(11 915.4715),(12 942.5115),(13 956.02313),(14 963.06903),(15 982.5142),(16 997.7833),(17 999.32434),(18 1017.4537),(19 1018.0209),(20 1024.28),(21 1031.4268),(22 1042.9208),(23 1049.3735),(24 1051.7345),(25 1053.0293),(26 1059.7119),(27 1078.4169),(28 1083.4747),(29 1084.5198),(30 1085.771),(31 1075.8352),(32 1083.8475),(33 1100.3235),(34 1090.4806),(35 1088.98),(36 1094.4769),(37 1081.8652),(38 1071.3257),(39 1069.4536),(40 1060.8514),(41 1052.6334),(42 1043.5261),(43 1035.8303),(44 1028.4395),(45 1027.282),(46 1021.57477),(47 1021.05695),(48 1036.9967),(49 1037.7606),(50 1017.09735),(51 1007.02985),(52 999.2427),(53 1015.7734),(54 998.961),(55 998.67017),(56 995.34656),(57 995.7055),(58 994.7148),(59 1000.03174),(60 1004.47595),(61 1011.6853),(62 1012.61005),(63 1035.0121),(64 1024.9178),(65 1025.2913),(66 1029.8523),(67 1036.4656),(68 1045.6244),(69 1038.5535),(70 1035.7499),(71 1037.5106),(72 1047.4147),(73 1052.9362),(74 1054.0298),(75 1058.2437),(76 1061.9792),(77 1061.632),(78 1085.5189),(79 1084.6658),
