1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 43891.28),(2 66007.43),(3 74909.914),(4 141367.5),(5 184815.39),(6 185850.52),(7 246803.88),(8 313454.66),(9 309973.13),(10 412610.13),(11 459639.53),(12 463045.4),(13 550666.5),(14 634484.8),(15 656411.8),(16 802254),(17 920463.5),(18 965466.8),(19 1103558.4),(20 1225542.6),(21 1277080.1),(22 1445458.6),(23 1582513.5),(24 1624952),(25 1786148),(26 1914547.1),(27 1957578.6),(28 2140567.8),(29 2281226.3),(30 2341255),(31 2522289.8),(32 2672555.5),(33 2716915.3),(34 2892246.8),(35 3022980),(36 3092723),(37 3254176.8),(38 3409078),(39 3477534.8),(40 3664103.3),(41 3832965.8),(42 3942700.3),(43 4156728.8),(44 4355818.5),(45 4440533.5),(46 4656583.5),(47 4835585),(48 4921824),(49 5094343.5),(50 5249298.5),(51 5288212),(52 5489221.5),(53 5651610.5),(54 5682782),(55 5811678.5),(56 5948146.5),(57 5969630.5),(58 6126442),(59 6268182.5),(60 6287397.5),(61 6416568),(62 6558341.5),(63 6574737.5),(64 6695389.5),(65 6791903.5),(66 6774688.5),(67 6817296.5),(68 6920456),(69 6880093.5),(70 6945725.5),(71 7011297.5),(72 6978500),(73 7018670.5),(74 7080434),(75 7011388.5),(76 7067264),(77 7106010.5),(78 7066382),(79 7095684.5),
(1 1604.5983),(2 3358.8228),(3 4316.259),(4 4854.95),(5 5270.5366),(6 5568.307),(7 5777.091),(8 5947.072),(9 6006.97),(10 6066.6167),(11 6147.8506),(12 6189.157),(13 6228.802),(14 6239.2275),(15 6236.7256),(16 6256.7646),(17 6286.035),(18 6319.872),(19 6334.6445),(20 6377.9404),(21 6445.194),(22 6492.413),(23 6461.6147),(24 6462.7036),(25 6564.2817),(26 6587.476),(27 6663.5493),(28 6731.2393),(29 6775.3276),(30 6804.381),(31 6875.0947),(32 6917.231),(33 6962.492),(34 7023.8755),(35 7046.548),(36 7110.6807),(37 7224.2324),(38 7303.111),(39 7393.02),(40 7512.3047),(41 7580.055),(42 7623.1553),(43 7597.4536),(44 7541.876),(45 7611.1563),(46 7640.1807),(47 7608.3706),(48 7600.461),(49 7602.8906),(50 7550.5337),(51 7701.33),(52 7724.0156),(53 7806.523),(54 7872.2964),(55 7842.6055),(56 7913.397),(57 7963.4746),(58 7950.1875),(59 7964.872),(60 8013.9536),(61 8073.3076),(62 8103.329),(63 8095.524),(64 8060.5684),(65 8057.2324),(66 8043.1387),(67 8012.829),(68 7901.4556),(69 7784.4595),(70 7698.166),(71 7623.008),(72 7577.283),(73 7579.6387),(74 7626.36),(75 7697.076),(76 7756.1187),(77 7757.287),(78 7707.432),(79 7717.5967),
(1 1634.0773),(2 3335.3938),(3 4255.336),(4 4717.9697),(5 5125.349),(6 5431.6357),(7 5631.272),(8 5849.117),(9 5997.171),(10 6117.599),(11 6181.403),(12 6248.2085),(13 6305.376),(14 6262.735),(15 6229.9937),(16 6247.6465),(17 6373.4673),(18 6422.098),(19 6406.574),(20 6470.311),(21 6479.6147),(22 6507.2207),(23 6454.401),(24 6398.4556),(25 6420.0103),(26 6420.958),(27 6447.326),(28 6489.6826),(29 6577.068),(30 6607.027),(31 6620.0225),(32 6635.9263),(33 6764.89),(34 6871.436),(35 6892.56),(36 6962.8853),(37 7033.0166),(38 7019.471),(39 7126.7373),(40 7269.1763),(41 7394.8896),(42 7402.7534),(43 7311.215),(44 7301.769),(45 7374.039),(46 7349.019),(47 7297.681),(48 7334.6753),(49 7412.024),(50 7440.806),(51 7520.11),(52 7531.454),(53 7629.5835),(54 7710.9873),(55 7834.9453),(56 8014.105),(57 8103.0166),(58 8016.2085),(59 8047.2935),(60 8050.4053),(61 8102.1426),(62 8105.6616),(63 8078.399),(64 8057.9272),(65 8098.1875),(66 8123.931),(67 8176.809),(68 8127.6323),(69 8000.0713),(70 7886.5884),(71 7842.1963),(72 7819.6626),(73 7767.7827),(74 7740.048),(75 7737.8276),(76 7736.7974),(77 7701.585),(78 7724.539),(79 7722.049),
(1 1576.7375),(2 3215.5806),(3 4059.4656),(4 4510.561),(5 4838.2305),(6 5096.7363),(7 5293.9507),(8 5483.388),(9 5657.8857),(10 5796.8584),(11 5916.951),(12 6008.3765),(13 6013.181),(14 5985.146),(15 6005.911),(16 5965.9067),(17 5961.006),(18 6066.2114),(19 6136.9375),(20 6166.4697),(21 6197.643),(22 6150.535),(23 6122.1494),(24 6153.256),(25 6136.8643),(26 6174.1006),(27 6266.486),(28 6262.3364),(29 6222.735),(30 6176.5225),(31 6189.245),(32 6249.7637),(33 6309.2183),(34 6382.3047),(35 6430.201),(36 6404.871),(37 6441.564),(38 6492.0024),(39 6544.627),(40 6578.368),(41 6654.631),(42 6701.511),(43 6673.8794),(44 6612.259),(45 6610.488),(46 6654.6855),(47 6683.1626),(48 6831.308),(49 6961.9146),(50 7022.4272),(51 7099.2163),(52 7157.3164),(53 7243.535),(54 7340.171),(55 7396.9497),(56 7514.9507),(57 7528.8936),(58 7576.58),(59 7559.882),(60 7606.996),(61 7698.155),(62 7743.931),(63 7679.7573),(64 7680.0454),(65 7779.863),(66 7829.4487),(67 7741.682),(68 7642.472),(69 7531.3213),(70 7527.8403),(71 7549.22),(72 7515.6357),(73 7472.3896),(74 7372.8916),(75 7362.2485),(76 7422.676),(77 7447.035),(78 7445.857),(79 7442.249),
(1 1514.1865),(2 3083.3298),(3 3973.55),(4 4426.6675),(5 4785.31),(6 5064.596),(7 5234.814),(8 5340.039),(9 5376.0225),(10 5421.727),(11 5481.641),(12 5570.379),(13 5610.798),(14 5593.258),(15 5607.024),(16 5602.667),(17 5670.819),(18 5746.5425),(19 5770.8945),(20 5820.9585),(21 5863.996),(22 5912.608),(23 5906.953),(24 5923.5405),(25 5921.3027),(26 5890.2524),(27 5908.767),(28 5915.185),(29 5948.9155),(30 5980.4395),(31 5939.178),(32 5981.0186),(33 6023.2104),(34 6074.3),(35 6074.637),(36 6086.724),(37 6169.0674),(38 6261.151),(39 6333.371),(40 6400.1284),(41 6534.593),(42 6573.8237),(43 6587.33),(44 6589.562),(45 6649.941),(46 6703.2305),(47 6740.9404),(48 6754.499),(49 6804.6074),(50 6833.918),(51 6855.1035),(52 6831.8164),(53 6848.7524),(54 6933.617),(55 6989.4805),(56 7069.538),(57 7036.6597),(58 7079.1274),(59 7088.3716),(60 7156.5083),(61 7230.24),(62 7286.53),(63 7219.493),(64 7235.833),(65 7266.787),(66 7279.8677),(67 7274.6655),(68 7251.2456),(69 7225.2),(70 7205.117),(71 7180.6685),(72 7109.5405),(73 7090.8374),(74 7111.1685),(75 7148.685),(76 7213.158),(77 7195.168),(78 7105.794),(79 7053.9277),
(1 1524.5164),(2 3116.0598),(3 3988.5034),(4 4442.3516),(5 4778.898),(6 5056.2974),(7 5236.719),(8 5337.986),(9 5414.8403),(10 5457.235),(11 5476.706),(12 5516.926),(13 5591.516),(14 5635.139),(15 5698.176),(16 5729.945),(17 5807.2534),(18 5894.914),(19 5894.124),(20 5895.933),(21 5839.6045),(22 5857.188),(23 5878.1313),(24 5915.905),(25 5905.0376),(26 5905.269),(27 5981.6694),(28 6004.129),(29 6056.518),(30 6077.016),(31 6081.1436),(32 6081.1807),(33 6059.4043),(34 6058.5347),(35 6091.4146),(36 6106.2466),(37 6104.472),(38 6147.3115),(39 6235.821),(40 6285.7207),(41 6305.751),(42 6304.1406),(43 6290.7866),(44 6297.938),(45 6333.234),(46 6329.226),(47 6288.129),(48 6288.9814),(49 6313.8584),(50 6413.587),(51 6483.7583),(52 6527.457),(53 6690.0723),(54 6789.892),(55 6920.4937),(56 7057.3374),(57 7081.763),(58 7090.437),(59 7155.9263),(60 7240.5),(61 7318.3306),(62 7377.0684),(63 7318.8174),(64 7250.738),(65 7202.8296),(66 7180.0713),(67 7020.5254),(68 6955.3013),(69 6948.5605),(70 6919.331),(71 6987.935),(72 6998.836),(73 7008.1035),(74 7082.757),(75 7100.801),(76 7011.863),(77 6975.9937),(78 6953.797),(79 6948.882),
(1 1498.789),(2 3036.0237),(3 3842.7927),(4 4243.647),(5 4617.451),(6 4918.0513),(7 5132.231),(8 5259.4824),(9 5372.614),(10 5410.6763),(11 5419.337),(12 5396.6826),(13 5441.924),(14 5531.4785),(15 5587.7915),(16 5594.1284),(17 5615.3926),(18 5578.9204),(19 5589.4727),(20 5696.1333),(21 5743.3076),(22 5784.108),(23 5796.0283),(24 5887.4126),(25 6052.7505),(26 6170.8486),(27 6240.972),(28 6246.6753),(29 6201.3267),(30 6127.2607),(31 6071.71),(32 6036.985),(33 6038.9453),(34 5986.3945),(35 5967.425),(36 5932.4575),(37 5946.33),(38 5954.0874),(39 6062.9507),(40 6137.9624),(41 6170.841),(42 6160.6094),(43 6183.2627),(44 6186.0386),(45 6143.5703),(46 6098.7188),(47 6044.311),(48 6073.817),(49 6162.1924),(50 6164.6797),(51 6223.7476),(52 6306.8867),(53 6452.174),(54 6614.6777),(55 6650.841),(56 6675.349),(57 6690.106),(58 6695.691),(59 6720.606),(60 6800.104),(61 6817.0425),(62 6801.229),(63 6726.3164),(64 6737.568),(65 6748.6133),(66 6686.2124),(67 6586.4297),(68 6493.9863),(69 6508.436),(70 6501.819),(71 6648.3975),(72 6692.5996),(73 6704.343),(74 6756.8965),(75 6781.345),(76 6693.8315),(77 6648.8037),(78 6614.1934),(79 6566.316),
(1 1503.32),(2 3057.0315),(3 3898.68),(4 4291.5537),(5 4623.5537),(6 4869.177),(7 5004.3687),(8 5150.2515),(9 5231.5303),(10 5247.2334),(11 5247.9253),(12 5248.781),(13 5312.2803),(14 5351.563),(15 5367.097),(16 5342.759),(17 5422.2603),(18 5391.6157),(19 5328.6426),(20 5325.7046),(21 5416.0396),(22 5493.343),(23 5555.6465),(24 5661.512),(25 5720.1733),(26 5693.205),(27 5640.4663),(28 5703.1743),(29 5730.16),(30 5703.304),(31 5765.527),(32 5852.976),(33 5918.4473),(34 5878.8394),(35 5849.3594),(36 5865.3936),(37 5888.1885),(38 5845.283),(39 5863.306),(40 5934.1475),(41 6010.205),(42 6045.0366),(43 6061.544),(44 6145.9453),(45 6176.326),(46 6207.3823),(47 6186.3413),(48 6257.853),(49 6347.846),(50 6404.9873),(51 6453.6753),(52 6477.36),(53 6529.173),(54 6547.0073),(55 6607.4307),(56 6715.667),(57 6774.2026),(58 6738.922),(59 6792.3013),(60 6900.1655),(61 6973.9116),(62 6907.654),(63 6820.278),(64 6763.9946),(65 6701.3),(66 6639.0537),(67 6567.1836),(68 6535.551),(69 6517.029),(70 6527.203),(71 6607.7183),(72 6654.5605),(73 6711.7847),(74 6722.2183),(75 6721.8257),(76 6694.073),(77 6714.929),(78 6681.509),(79 6671.518),
(1 1485.3485),(2 2922.6558),(3 3663.699),(4 4088.6357),(5 4460.46),(6 4702.955),(7 4802.461),(8 4941.119),(9 5066.6816),(10 5126.304),(11 5107.9067),(12 5124.4414),(13 5114.277),(14 5121.9946),(15 5175.0557),(16 5189.045),(17 5255.9375),(18 5247.6616),(19 5206.736),(20 5184.8794),(21 5200.677),(22 5262.646),(23 5342.578),(24 5386.3555),(25 5464.2603),(26 5498.922),(27 5513.042),(28 5514.2085),(29 5543.2183),(30 5555.434),(31 5550.2866),(32 5581.0864),(33 5671.456),(34 5645.7856),(35 5643.9067),(36 5691.4546),(37 5723.536),(38 5704.0576),(39 5681.13),(40 5745.018),(41 5835.533),(42 5904.623),(43 6031.7754),(44 6086.006),(45 6132.019),(46 6214.191),(47 6269.595),(48 6324.6113),(49 6394.3335),(50 6451.7485),(51 6474.3657),(52 6562.458),(53 6594.1284),(54 6615.9766),(55 6724.9233),(56 6774.8306),(57 6842.134),(58 6880.7065),(59 6863.3657),(60 6812.7476),(61 6776.0356),(62 6760.0645),(63 6745.3726),(64 6794.959),(65 6761.5317),(66 6675.1),(67 6586.75),(68 6451.9136),(69 6409.107),(70 6404.284),(71 6406.477),(72 6460.8647),(73 6539.7036),(74 6606.2515),(75 6604.785),(76 6573.448),(77 6567.1772),(78 6573.1655),(79 6616.443),
(1 1436.7986),(2 2854.0618),(3 3592.3516),(4 3917.7473),(5 4167.3975),(6 4396.212),(7 4469.7725),(8 4567.157),(9 4655.2217),(10 4724.006),(11 4824.3984),(12 4889.857),(13 4933.334),(14 4915.548),(15 4944.394),(16 5024.3364),(17 5097.972),(18 5102.5977),(19 5123.994),(20 5114.224),(21 5110.1187),(22 5136.699),(23 5174.3394),(24 5297.96),(25 5400.4297),(26 5404.497),(27 5474.533),(28 5510.307),(29 5544.461),(30 5518.0234),(31 5546.4023),(32 5640.7554),(33 5731.2573),(34 5788.5557),(35 5831.6455),(36 5873.1377),(37 5890.5596),(38 5867.108),(39 5868.5557),(40 5882.3564),(41 5869.555),(42 5916.8096),(43 5960.0317),(44 5977.4917),(45 6011.6177),(46 6016.2935),(47 6034.7383),(48 6083.833),(49 6187.204),(50 6250.506),(51 6300.125),(52 6295.7656),(53 6265.8276),(54 6270.2334),(55 6332.167),(56 6386.6914),(57 6448.5835),(58 6400.649),(59 6415.2773),(60 6415.969),(61 6430.0107),(62 6433.792),(63 6505.04),(64 6586.7363),(65 6577.797),(66 6500.524),(67 6475.033),(68 6452.5225),(69 6457.885),(70 6444.179),(71 6426.8774),(72 6431.3877),(73 6443.1997),(74 6541.5205),(75 6645.746),(76 6675.565),(77 6693.689),(78 6698.055),(79 6712.289),
(1 1473.2649),(2 2918.0662),(3 3656.4363),(4 3997.913),(5 4246.8564),(6 4450.876),(7 4574.797),(8 4715.7793),(9 4773.132),(10 4807.9634),(11 4888.805),(12 4920.8984),(13 4986.015),(14 5007.362),(15 5047.4546),(16 5117.592),(17 5250.148),(18 5212.8413),(19 5164.2583),(20 5187.8315),(21 5229.6133),(22 5260.5166),(23 5316.918),(24 5322.2163),(25 5358.74),(26 5409.1377),(27 5498.148),(28 5545.138),(29 5571.128),(30 5495.4204),(31 5544.557),(32 5604.0215),(33 5611.318),(34 5682.387),(35 5840.285),(36 5938.952),(37 5977.2114),(38 5959.548),(39 5955.1846),(40 5975.959),(41 5982.769),(42 5981.4043),(43 5894.1914),(44 5880.652),(45 5879.5264),(46 5915.5044),(47 5937.7104),(48 6050.4497),(49 6150.828),(50 6199.957),(51 6193.932),(52 6178.6187),(53 6247.115),(54 6301.4644),(55 6354.558),(56 6335.0557),(57 6362.6616),(58 6407.406),(59 6485.544),(60 6534.0244),(61 6507.0264),(62 6576.5713),(63 6641.6963),(64 6663.6294),(65 6645.25),(66 6637.5503),(67 6657.292),(68 6675.948),(69 6621.217),(70 6639.5396),(71 6658.9346),(72 6682.1924),(73 6687.4307),(74 6799.7583),(75 6937.4756),(76 6981.467),(77 6997.9014),(78 6973.519),(79 6937.475),
(1 1397.8872),(2 2732.629),(3 3461.483),(4 3830.901),(5 4151.5693),(6 4440),(7 4599.3774),(8 4694.7114),(9 4807.1636),(10 4888.1914),(11 4981.016),(12 5013.4536),(13 5075.3286),(14 5135.3975),(15 5239.8057),(16 5296.21),(17 5344.4663),(18 5281.874),(19 5186.8022),(20 5162.889),(21 5189.9365),(22 5207.158),(23 5278.471),(24 5315.4873),(25 5356.5854),(26 5392.293),(27 5394.6),(28 5445.2646),(29 5510.455),(30 5539.308),(31 5545.464),(32 5474.776),(33 5451.534),(34 5523.9253),(35 5645.086),(36 5668.3906),(37 5656.8413),(38 5640.6978),(39 5636.193),(40 5656.794),(41 5661.826),(42 5684.6533),(43 5674.83),(44 5706.867),(45 5794.6978),(46 5914.131),(47 6024.7285),(48 6146.63),(49 6224.3843),(50 6199.683),(51 6170.1978),(52 6142.5806),(53 6162.5166),(54 6197.754),(55 6255.7847),(56 6289.508),(57 6306.6294),(58 6394.9067),(59 6498.4375),(60 6553.8115),(61 6587.8364),(62 6655.1777),(63 6776.818),(64 6794.544),(65 6815.7134),(66 6829.5776),(67 6917.1147),(68 6889.199),(69 6852.3555),(70 6761.993),(71 6776.2373),(72 6834.26),(73 6839.8315),(74 6890.2783),(75 6998.22),(76 6989.373),(77 6926.889),(78 6894.3936),(79 6828.1294),
(1 1415.8546),(2 2747.2026),(3 3448.054),(4 3818.989),(5 4154.913),(6 4409.176),(7 4556.717),(8 4654.45),(9 4720.3994),(10 4729.0293),(11 4827.81),(12 4922.5073),(13 5011.3457),(14 5073.347),(15 5127.877),(16 5090.3994),(17 5054.4385),(18 4995.532),(19 5002.772),(20 5011.483),(21 4992.815),(22 5020.471),(23 5110.774),(24 5221.259),(25 5301.3677),(26 5341.6016),(27 5432.8516),(28 5557.7925),(29 5585.0757),(30 5609.557),(31 5612.856),(32 5560.169),(33 5510.8877),(34 5462.0464),(35 5456.17),(36 5470.0537),(37 5439.8994),(38 5403.6567),(39 5508.5923),(40 5604.5737),(41 5642.6157),(42 5620.886),(43 5594.5684),(44 5614.292),(45 5633.164),(46 5656.375),(47 5773.736),(48 5853.2026),(49 5916.8877),(50 5970.06),(51 5961.8647),(52 5962.5513),(53 5981.2197),(54 5978.046),(55 5954.206),(56 5938.108),(57 5976.0137),(58 6063.3447),(59 6156.2476),(60 6157.9043),(61 6205.324),(62 6248.225),(63 6288.0103),(64 6410.9917),(65 6436.9473),(66 6395.291),(67 6412.031),(68 6447.19),(69 6498.3535),(70 6477.266),(71 6525.9565),(72 6559.397),(73 6576.3066),(74 6568.914),(75 6530.7485),(76 6479.1),(77 6447.203),(78 6404.1597),(79 6370.5103),
(1 1388.5745),(2 2720.597),(3 3432.8928),(4 3835.6396),(5 4152.795),(6 4359.5566),(7 4422.14),(8 4451.1284),(9 4501.89),(10 4551.2666),(11 4664.694),(12 4774.25),(13 4830.561),(14 4916.788),(15 4978.3154),(16 4938.301),(17 4966.3647),(18 4942.6235),(19 4934.3535),(20 4968.229),(21 4966.64),(22 5034.3013),(23 5078.1724),(24 5134.462),(25 5171.5874),(26 5217.342),(27 5283.9707),(28 5350.588),(29 5384.7603),(30 5385.6084),(31 5382.482),(32 5403.7944),(33 5416.972),(34 5371.3804),(35 5411.9155),(36 5430.659),(37 5455.32),(38 5437.791),(39 5480.6816),(40 5576.452),(41 5606.8276),(42 5581.543),(43 5536.129),(44 5507.689),(45 5456.8916),(46 5417.1807),(47 5442.914),(48 5487.217),(49 5543.412),(50 5612.3267),(51 5690.5767),(52 5679.583),(53 5666.747),(54 5698.6113),(55 5697.282),(56 5687.352),(57 5712.0264),(58 5764.948),(59 5863.9595),(60 5925.4995),(61 5944.348),(62 5997.522),(63 6064.57),(64 6121.003),(65 6183.725),(66 6162.836),(67 6229.2095),(68 6228.8247),(69 6224.379),(70 6174.4736),(71 6210.3726),(72 6284.671),(73 6316.504),(74 6405.983),(75 6440.8696),(76 6424.2886),(77 6433.3433),(78 6464.001),(79 6423.6655),
(1 1408.8907),(2 2734.8442),(3 3434.4673),(4 3783.938),(5 4073.2307),(6 4280.094),(7 4393.472),(8 4478.3325),(9 4528.1377),(10 4510.0405),(11 4528.5825),(12 4561.9355),(13 4661.7017),(14 4698.216),(15 4761.668),(16 4805.576),(17 4848.113),(18 4894.592),(19 4827.881),(20 4766.4546),(21 4761.2134),(22 4817.9033),(23 4824.4917),(24 4914.7183),(25 4942.177),(26 5011.932),(27 5120.633),(28 5155.0884),(29 5182.47),(30 5131.9746),(31 5161.489),(32 5251.811),(33 5266.284),(34 5251.0015),(35 5307.89),(36 5349.402),(37 5396.7397),(38 5427.5664),(39 5460.2373),(40 5427.7656),(41 5394.166),(42 5329.5815),(43 5306.9995),(44 5259.1084),(45 5245.116),(46 5306.1333),(47 5396.952),(48 5490.0815),(49 5547.2583),(50 5590.0313),(51 5677.87),(52 5673.4155),(53 5633.1),(54 5604.65),(55 5633.0913),(56 5663.1997),(57 5694.345),(58 5721.2065),(59 5712.2876),(60 5662.6636),(61 5677.6455),(62 5769.0283),(63 5841.4805),(64 5946.413),(65 6042.665),(66 6126.064),(67 6133.836),(68 6149.9946),(69 6100.5547),(70 6054.7925),(71 6049.234),(72 6053.5757),(73 6082.4346),(74 6151.154),(75 6117.264),(76 6065.2305),(77 6028.666),(78 6040.912),(79 6132.4214),
(1 1387.9463),(2 2652.6118),(3 3303.7024),(4 3602.1619),(5 3839.8499),(6 4024.1685),(7 4165.858),(8 4291.135),(9 4422.5327),(10 4448.41),(11 4482.7686),(12 4479.036),(13 4497.2944),(14 4513.7915),(15 4571.8438),(16 4654.508),(17 4717.5693),(18 4696.6445),(19 4684.3633),(20 4687.0264),(21 4680.1387),(22 4681.4194),(23 4724.8477),(24 4805.331),(25 4864.6416),(26 4907.9897),(27 4926.1377),(28 4998.074),(29 5043.74),(30 4992.8184),(31 5013.007),(32 5028.2026),(33 5010.1436),(34 5014.986),(35 5053.692),(36 5067.844),(37 5119.347),(38 5174.478),(39 5242.0347),(40 5181.32),(41 5183.3906),(42 5190.2646),(43 5197.725),(44 5187.517),(45 5220.312),(46 5314.0586),(47 5358.8364),(48 5398.91),(49 5425.658),(50 5450.933),(51 5467.462),(52 5481.3667),(53 5485.567),(54 5435.782),(55 5439.5806),(56 5464.907),(57 5515.447),(58 5576.577),(59 5550.8755),(60 5487.3076),(61 5506.472),(62 5555.7),(63 5579.5825),(64 5633.108),(65 5638.018),(66 5666.875),(67 5664.7485),(68 5676.865),(69 5681.915),(70 5665.1846),(71 5668.46),(72 5655.61),(73 5628.906),(74 5667.02),(75 5662.78),(76 5598.4214),(77 5613.329),(78 5672.4927),(79 5759.232),
(1 1358.5682),(2 2630.6897),(3 3348.7583),(4 3692.8606),(5 3953.4966),(6 4216.452),(7 4359.112),(8 4438.846),(9 4477.387),(10 4474.892),(11 4507.8267),(12 4465.5835),(13 4487.3716),(14 4460.9585),(15 4501.3794),(16 4557.164),(17 4627.6533),(18 4661.253),(19 4701.553),(20 4697.851),(21 4737.8467),(22 4756.7886),(23 4846.2974),(24 4940.061),(25 4977.762),(26 5019.053),(27 5023.548),(28 5013.6055),(29 5018.78),(30 5006.7344),(31 5090.3403),(32 5106.998),(33 5084.825),(34 5053.5127),(35 5067.021),(36 5114.167),(37 5154.2314),(38 5219.81),(39 5274.9873),(40 5245.329),(41 5276.615),(42 5281.59),(43 5290.882),(44 5326.4277),(45 5337.045),(46 5461.0513),(47 5524.877),(48 5578.0317),(49 5588.0586),(50 5597.6294),(51 5664.9224),(52 5623.001),(53 5550.932),(54 5576.006),(55 5658.9434),(56 5683.751),(57 5698.149),(58 5715.125),(59 5694.3823),(60 5675.1157),(61 5746.6084),(62 5751.1646),(63 5825.262),(64 5891.7334),(65 5898.203),(66 5885.1665),(67 5868.772),(68 5890.458),(69 5907.9736),(70 5896.832),(71 5857.718),(72 5830.584),(73 5810.842),(74 5767.69),(75 5739.7915),(76 5719.1113),(77 5734.883),(78 5757.722),(79 5814.547),
