1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 140023.63),(2 412909.75),(3 879992.2),(4 1410987.4),(5 2101296.8),(6 2736349.3),(7 3481004.8),(8 4196453.5),(9 5052018),(10 5842146),(11 6721536),(12 7547444),(13 8470875),(14 9274825),(15 10231351),(16 11063889),(17 11993848),(18 12834764),(19 13705401),(20 14511744),(21 15405236),(22 16224680),(23 17189586),(24 17872590),(25 18682750),(26 19339662),(27 20211034),(28 20925634),(29 21863784),(30 22563584),(31 23446158),(32 24070656),(33 25004670),(34 25734250),(35 26806870),(36 27881970),(37 29142442),(38 30333360),(39 31744170),(40 33101776),(41 34696430),(42 36219372),(43 38112904),(44 39794468),(45 41483090),(46 42989190),(47 44435956),(48 45768240),(49 47237948),(50 48092692),(51 49067564),(52 49711424),(53 50494660),(54 51018164),(55 51699216),(56 52231964),(57 52599724),(58 52787180),(59 53011730),(60 53127500),(61 53283740),(62 53476064),(63 53629924),(64 53799296),(65 53931340),(66 54192308),(67 54431060),(68 54621876),(69 54710996),(70 54670016),(71 54840852),(72 54998676),(73 55304524),(74 55771908),(75 56749268),(76 57465380),(77 58212524),(78 59092052),(79 59915228),
(1 1019.461),(2 1343.5521),(3 1439.794),(4 1516.4053),(5 1540.1147),(6 1624.7277),(7 1622.2885),(8 1668.1384),(9 1667.6644),(10 1717.0824),(11 1717.5975),(12 1766.2648),(13 1755.4628),(14 1774.4745),(15 1784.5814),(16 1822.9453),(17 1783.3182),(18 1804.9574),(19 1770.7632),(20 1838.6449),(21 1790.4246),(22 1845.9003),(23 1830.8054),(24 1844.1953),(25 1828.7161),(26 1888.51),(27 1866.9343),(28 1885.4524),(29 1843.8263),(30 1852.6909),(31 1816.9124),(32 1848.0701),(33 1802.2491),(34 1843.6655),(35 1803.4207),(36 1839.5493),(37 1817.7855),(38 1848.9867),(39 1833.4248),(40 1898.2705),(41 1847.384),(42 1880.2183),(43 1834.702),(44 1886.2185),(45 1867.7565),(46 1930.4259),(47 1901.1078),(48 1926.9355),(49 1876.7603),(50 1909.7433),(51 1861.3395),(52 1920.9429),(53 1898.8037),(54 1932.3861),(55 1887.0573),(56 1912.3583),(57 1883.8674),(58 1918.5586),(59 1898.8257),(60 1930.3961),(61 1911.9332),(62 1976.8777),(63 1930.9058),(64 1964.8192),(65 1908.2301),(66 1923.3824),(67 1856.0924),(68 1907.048),(69 1858.626),(70 1913.2561),(71 1872.3903),(72 1924.2806),(73 1907.7277),(74 1959.027),(75 1958.1493),(76 1984.137),(77 2007.8715),(78 2063.3748),(79 2041.3042),
(1 973.8556),(2 1305.8317),(3 1374.8616),(4 1461.269),(5 1487.8828),(6 1572.7416),(7 1570.9181),(8 1616.2),(9 1596.1667),(10 1676.2498),(11 1644.4852),(12 1696.0028),(13 1685.3036),(14 1731.5311),(15 1704.3822),(16 1756.4287),(17 1715.8524),(18 1751.1289),(19 1714.5259),(20 1757.9877),(21 1717.1804),(22 1766.6677),(23 1763.2051),(24 1784.1556),(25 1798.8811),(26 1833.545),(27 1810.4683),(28 1827.9872),(29 1809.9513),(30 1824.0948),(31 1768.3821),(32 1788.434),(33 1746.6713),(34 1769.7198),(35 1736.3668),(36 1786.1493),(37 1729.2687),(38 1766.9332),(39 1751.4191),(40 1801.3053),(41 1782.4547),(42 1831.7616),(43 1836.4644),(44 1867.7998),(45 1813.4155),(46 1876.257),(47 1836.3572),(48 1884.7937),(49 1841.3363),(50 1860.7134),(51 1815.9283),(52 1862.435),(53 1847.2117),(54 1874.7655),(55 1823.4396),(56 1859.6604),(57 1842.1567),(58 1884.467),(59 1844.2997),(60 1896.8865),(61 1869.2362),(62 1934.2672),(63 1910.5236),(64 1939.1917),(65 1895.2125),(66 1926.0175),(67 1871.2784),(68 1886.8387),(69 1840.4016),(70 1882.1515),(71 1855.3049),(72 1905.4404),(73 1901.3256),(74 1931.8704),(75 1937.1063),(76 1953.6758),(77 1954.3267),(78 2026.6638),(79 1991.9628),
(1 999.0522),(2 1335.1353),(3 1409.5544),(4 1509.589),(5 1527.3726),(6 1605.1611),(7 1619.702),(8 1678.7595),(9 1664.0663),(10 1723.5754),(11 1688.6968),(12 1726.4504),(13 1726.0322),(14 1762.5848),(15 1756.9119),(16 1790.8011),(17 1744.9786),(18 1808.1836),(19 1747.358),(20 1787.3765),(21 1740.8002),(22 1778.7882),(23 1764.462),(24 1820.436),(25 1836.4113),(26 1859.9263),(27 1832.9287),(28 1851.439),(29 1834.559),(30 1859.4823),(31 1815.5303),(32 1838.7218),(33 1806.2677),(34 1824.3405),(35 1807.6216),(36 1851.4777),(37 1798.6185),(38 1854.1488),(39 1838.89),(40 1869.013),(41 1864.508),(42 1930.414),(43 1909.0845),(44 1938.1676),(45 1891.1945),(46 1925.7427),(47 1890.8671),(48 1932.1572),(49 1885.8011),(50 1936.6501),(51 1876.5236),(52 1902.5787),(53 1864.0472),(54 1915.356),(55 1892.2642),(56 1917.4127),(57 1875.7653),(58 1923.6002),(59 1883.5928),(60 1917.6469),(61 1895.8352),(62 1947.9961),(63 1904.8741),(64 1934.5602),(65 1854.5839),(66 1888.1161),(67 1847.5005),(68 1877.2516),(69 1832.2518),(70 1876.114),(71 1849.2339),(72 1892.043),(73 1896.9585),(74 1946.6282),(75 1931.4222),(76 1966.0956),(77 1958.4565),(78 2001.0471),(79 1975.7699),
(1 971.21265),(2 1289.7543),(3 1372.7051),(4 1471.0803),(5 1506.029),(6 1559.0809),(7 1560.6912),(8 1607.9691),(9 1614.8739),(10 1718.5477),(11 1688.965),(12 1722.9025),(13 1696.2603),(14 1729.3823),(15 1710.2559),(16 1767.4381),(17 1728.0554),(18 1776.946),(19 1734.4507),(20 1765.344),(21 1735.8093),(22 1772.8953),(23 1765.5153),(24 1816.1461),(25 1835.4998),(26 1860.9922),(27 1807.9692),(28 1819.7687),(29 1787.145),(30 1807.2157),(31 1767.3672),(32 1797.1864),(33 1769.6786),(34 1798.6473),(35 1751.2156),(36 1780.005),(37 1742.1904),(38 1794.7852),(39 1805.2559),(40 1821.2843),(41 1794.3795),(42 1842.8065),(43 1820.9431),(44 1860.4481),(45 1808.5149),(46 1858.5076),(47 1824.587),(48 1862.8075),(49 1846.6592),(50 1898.8813),(51 1853.2241),(52 1875.0211),(53 1838.8615),(54 1877.9597),(55 1813.1296),(56 1837.5734),(57 1821.5258),(58 1879.2058),(59 1860.6575),(60 1905.3196),(61 1867.7949),(62 1905.7894),(63 1883.4827),(64 1911.1954),(65 1868.0936),(66 1903.8491),(67 1834.6577),(68 1877.5836),(69 1831.4357),(70 1843.834),(71 1840.2222),(72 1899.8662),(73 1864.6124),(74 1920.8959),(75 1936.215),(76 1949.1339),(77 1931.847),(78 1992.9434),(79 1935.9525),
(1 962.16705),(2 1257.9381),(3 1361.8337),(4 1457.6349),(5 1491.6737),(6 1541.5687),(7 1536.312),(8 1613.5309),(9 1607.8607),(10 1693.3643),(11 1690.8546),(12 1714.0903),(13 1684.29),(14 1716.2906),(15 1687.5299),(16 1728.7986),(17 1702.1616),(18 1754.6038),(19 1727.8629),(20 1744.8035),(21 1715.2595),(22 1763.3953),(23 1751.0968),(24 1807.21),(25 1767.103),(26 1809.6827),(27 1797.1963),(28 1809.0354),(29 1791.2432),(30 1830.2826),(31 1781.1263),(32 1798.4158),(33 1751.3074),(34 1793.2454),(35 1752.2206),(36 1785.6558),(37 1737.5238),(38 1780.9359),(39 1757.4945),(40 1796.9569),(41 1775.601),(42 1793.9407),(43 1798.4434),(44 1852.0464),(45 1817.0427),(46 1879.1844),(47 1841.353),(48 1867.0343),(49 1829.8268),(50 1870.2567),(51 1827.3007),(52 1827.0634),(53 1808.7351),(54 1859.2284),(55 1821.3512),(56 1844.5106),(57 1832.8391),(58 1865.7137),(59 1841.6874),(60 1885.777),(61 1870.4142),(62 1936.4125),(63 1901.2047),(64 1946.4814),(65 1869.3994),(66 1900.9496),(67 1870.3728),(68 1886.2249),(69 1849.5656),(70 1874.2294),(71 1852.6261),(72 1889.4402),(73 1876.1266),(74 1933.6564),(75 1949.5599),(76 1974.1211),(77 1998.8),(78 2061.4194),(79 1999.1616),
(1 970.3885),(2 1277.1212),(3 1378.4736),(4 1466.0277),(5 1497.6522),(6 1553.7302),(7 1548.0361),(8 1599.7771),(9 1597.7941),(10 1648.9639),(11 1645.4609),(12 1679.1628),(13 1659.4543),(14 1699.5132),(15 1680.7189),(16 1713.5736),(17 1685.8551),(18 1734.4872),(19 1688.0267),(20 1729.6864),(21 1718.4642),(22 1752.9938),(23 1730.1057),(24 1780.5316),(25 1747.6871),(26 1793.325),(27 1769.0784),(28 1787.7397),(29 1788.3832),(30 1793.0366),(31 1743.1447),(32 1747.0061),(33 1713.6798),(34 1736.0399),(35 1703.5054),(36 1720.9644),(37 1689.7517),(38 1729.991),(39 1717.9645),(40 1761.4075),(41 1746.246),(42 1775.869),(43 1779.9025),(44 1833.9572),(45 1811.6725),(46 1846.4807),(47 1802.3762),(48 1829.9749),(49 1811.3654),(50 1840.2898),(51 1799.8654),(52 1812.9495),(53 1773.5867),(54 1802.5895),(55 1776.512),(56 1801.607),(57 1791.2422),(58 1825.78),(59 1803.6727),(60 1850.4181),(61 1817.5715),(62 1877.9236),(63 1839.0813),(64 1889.6324),(65 1818.2184),(66 1833.7949),(67 1771.8674),(68 1820.7809),(69 1790.9219),(70 1822.474),(71 1810.8044),(72 1853.006),(73 1826.2645),(74 1905.184),(75 1902.2065),(76 1943.4791),(77 1973.0695),(78 2035.1583),(79 1970.4296),
(1 925.47876),(2 1214.0686),(3 1304.0607),(4 1395.2194),(5 1420.7893),(6 1476.9482),(7 1485.9285),(8 1511.9653),(9 1502.3926),(10 1533.7092),(11 1529.0983),(12 1581.5996),(13 1536.5157),(14 1581.9894),(15 1586.8984),(16 1622.8243),(17 1597.4507),(18 1633.2233),(19 1606.1467),(20 1652.785),(21 1613.9445),(22 1647.5424),(23 1624.8278),(24 1670.7402),(25 1663.9597),(26 1702.6986),(27 1666.1815),(28 1696.8986),(29 1673.3202),(30 1707.2448),(31 1667.0817),(32 1670.8623),(33 1642.1018),(34 1675.4423),(35 1640.2595),(36 1659.4679),(37 1606.5615),(38 1647.0933),(39 1624.1187),(40 1651.3286),(41 1615.9639),(42 1656.9557),(43 1644.5718),(44 1715.5588),(45 1725.6515),(46 1777.4847),(47 1740.9792),(48 1753.3674),(49 1701.2144),(50 1746.1552),(51 1709.3771),(52 1717.5884),(53 1689.3821),(54 1720.1705),(55 1700.4601),(56 1730.5892),(57 1696.6633),(58 1736.1115),(59 1700.0526),(60 1745.7607),(61 1733.2637),(62 1753.3801),(63 1736.9696),(64 1787.227),(65 1716.2949),(66 1760.1212),(67 1685.7924),(68 1713.6425),(69 1680.143),(70 1714.1726),(71 1705.6794),(72 1740.505),(73 1716.598),(74 1795.6467),(75 1766.1425),(76 1802.6416),(77 1810.006),(78 1868.1703),(79 1830.787),
(1 934.8371),(2 1232.7911),(3 1321.3848),(4 1430.039),(5 1445.6332),(6 1492.256),(7 1510.1855),(8 1558.4799),(9 1530.4717),(10 1590.5255),(11 1603.97),(12 1637.1619),(13 1607.9791),(14 1643.4106),(15 1648.7391),(16 1679.1866),(17 1645.3159),(18 1692.3007),(19 1644.4948),(20 1680.3517),(21 1663.1617),(22 1681.9069),(23 1656.8019),(24 1702.8752),(25 1721.9752),(26 1770.8055),(27 1747.9677),(28 1770.4069),(29 1736.6798),(30 1744.0922),(31 1730.0181),(32 1731.5614),(33 1707.5266),(34 1741.7032),(35 1692.8718),(36 1715.9506),(37 1684.8802),(38 1714.5492),(39 1683.3333),(40 1724.7003),(41 1691.739),(42 1753.5281),(43 1744.6989),(44 1785.1311),(45 1766.075),(46 1830.8533),(47 1796.2979),(48 1808.0123),(49 1785.1189),(50 1815.6608),(51 1787.8165),(52 1798.9814),(53 1769.5461),(54 1805.6559),(55 1758.4926),(56 1785.1544),(57 1735.3768),(58 1784.6881),(59 1754.4808),(60 1811.7177),(61 1792.271),(62 1855.46),(63 1837.4277),(64 1844.8916),(65 1787.661),(66 1819.1688),(67 1747.0526),(68 1762.9214),(69 1741.9603),(70 1781.1758),(71 1769.1266),(72 1806.1226),(73 1795.4543),(74 1849.776),(75 1837.3031),(76 1878.3695),(77 1889.96),(78 1934.2186),(79 1897.8568),
(1 891.0976),(2 1157.4817),(3 1231.1466),(4 1320.5718),(5 1346.2014),(6 1406.8798),(7 1431.5227),(8 1477.5887),(9 1448.3264),(10 1497.1466),(11 1483.5055),(12 1534.0078),(13 1510.0002),(14 1534.5338),(15 1525.6764),(16 1556.1392),(17 1544.0887),(18 1595.4668),(19 1562.789),(20 1599.1505),(21 1548.3073),(22 1601.8722),(23 1568.2241),(24 1610.7875),(25 1606.5479),(26 1636.4708),(27 1634.3613),(28 1656.1145),(29 1623.2625),(30 1638.4727),(31 1609.6378),(32 1650.7311),(33 1604.2603),(34 1615.8351),(35 1587.5892),(36 1607.9813),(37 1566.9832),(38 1614.2932),(39 1605.8556),(40 1659.2166),(41 1650.0383),(42 1697.8853),(43 1676.2208),(44 1734.747),(45 1730.2749),(46 1783.7056),(47 1765.5879),(48 1752.394),(49 1728.143),(50 1763.5217),(51 1713.9867),(52 1734.5458),(53 1678.8623),(54 1711.1578),(55 1679.5719),(56 1717.1769),(57 1684.4838),(58 1730.453),(59 1708.0004),(60 1765.4727),(61 1750.8398),(62 1809.8445),(63 1802.6201),(64 1810.0537),(65 1740.5898),(66 1748.3759),(67 1693.8306),(68 1726.4823),(69 1703.898),(70 1736.2805),(71 1719.5668),(72 1732.089),(73 1729.6605),(74 1787.2139),(75 1762.2572),(76 1797.1166),(77 1815.8135),(78 1885.1694),(79 1823.8339),
(1 906.32074),(2 1202.1344),(3 1287.2693),(4 1378.0149),(5 1408.8143),(6 1457.2882),(7 1467.9136),(8 1525.0953),(9 1505.678),(10 1562.6672),(11 1543.9296),(12 1596.7502),(13 1587.0573),(14 1614.7035),(15 1603.3807),(16 1649.9434),(17 1610.2925),(18 1646.4594),(19 1614.2434),(20 1639.9991),(21 1623.7783),(22 1703.803),(23 1678.1381),(24 1730.7697),(25 1738.3561),(26 1774.6768),(27 1740.4716),(28 1759.7157),(29 1725.6387),(30 1733.8711),(31 1700.7075),(32 1716.3502),(33 1681.1299),(34 1692.6726),(35 1661.4412),(36 1695.0397),(37 1654.4532),(38 1692.6239),(39 1672.9126),(40 1695.9313),(41 1677.1461),(42 1715.4418),(43 1705.2003),(44 1771.8926),(45 1728.9998),(46 1770.6495),(47 1757.7638),(48 1795.0328),(49 1763.5586),(50 1804.2704),(51 1765.247),(52 1778.5132),(53 1736.1582),(54 1763.8306),(55 1730.4684),(56 1759.2517),(57 1739.9115),(58 1782.9811),(59 1743.1759),(60 1794.3612),(61 1768.2705),(62 1824.9695),(63 1772.6149),(64 1798.9011),(65 1730.5894),(66 1754.3918),(67 1695.541),(68 1747.5237),(69 1703.4222),(70 1738.5313),(71 1724.946),(72 1723.7805),(73 1722.7659),(74 1777.6738),(75 1761.4813),(76 1777.4934),(77 1789.5127),(78 1833.3271),(79 1799.3074),
(1 890.7277),(2 1171.9064),(3 1249.2981),(4 1329.0728),(5 1348.0787),(6 1393.5789),(7 1404.722),(8 1441.3009),(9 1440.2291),(10 1482.1216),(11 1471.4379),(12 1535.5558),(13 1524.005),(14 1560.6296),(15 1520.056),(16 1568.2993),(17 1547.7914),(18 1588.9211),(19 1577.8204),(20 1618.1638),(21 1598.0933),(22 1626.2013),(23 1608.9703),(24 1636.4043),(25 1637.1282),(26 1668.3325),(27 1646.2261),(28 1662.2798),(29 1634.6102),(30 1641.2749),(31 1639.2794),(32 1637.4637),(33 1599.149),(34 1612.5514),(35 1592.3649),(36 1600.2015),(37 1560.8525),(38 1623.9956),(39 1601.9019),(40 1614.9579),(41 1605.1943),(42 1639.2518),(43 1628.3151),(44 1668.559),(45 1645.2618),(46 1705.9396),(47 1659.8363),(48 1679.1376),(49 1637.9445),(50 1659.5911),(51 1636.6089),(52 1663.8047),(53 1629.441),(54 1671.8662),(55 1659.3798),(56 1678.6427),(57 1654.2632),(58 1694.0488),(59 1684.5593),(60 1714.5988),(61 1686.6321),(62 1746.6514),(63 1707.9637),(64 1733.6738),(65 1701.0447),(66 1715.0958),(67 1655.5957),(68 1689.3132),(69 1647.7448),(70 1691.5632),(71 1667.7041),(72 1707.5248),(73 1673.1149),(74 1748.3033),(75 1724.7495),(76 1747.1788),(77 1767.709),(78 1843.7996),(79 1768.91),
(1 879.47815),(2 1156.1222),(3 1228.7407),(4 1299.6357),(5 1313.4799),(6 1372.7417),(7 1387.2468),(8 1424.1659),(9 1402.9164),(10 1457.643),(11 1453.28),(12 1481.7947),(13 1466.5753),(14 1482.9323),(15 1472.2053),(16 1499.2212),(17 1480.7046),(18 1520.4116),(19 1490.1578),(20 1534.2926),(21 1507.0065),(22 1566.8071),(23 1533.9114),(24 1571.6938),(25 1576.8739),(26 1592.7196),(27 1587.6512),(28 1603.7953),(29 1589.0942),(30 1603.4174),(31 1574.589),(32 1596.0814),(33 1561.7667),(34 1575.1265),(35 1548.8029),(36 1559.0852),(37 1544.012),(38 1590.1708),(39 1556.4755),(40 1597.1373),(41 1562.1392),(42 1612.2721),(43 1606.0663),(44 1637.8202),(45 1610.3613),(46 1659.3358),(47 1634.2264),(48 1658.3424),(49 1621.9962),(50 1661.9142),(51 1641.5903),(52 1680.6207),(53 1645.7008),(54 1659.6653),(55 1644.7046),(56 1667.5135),(57 1623.036),(58 1673.5741),(59 1641.8773),(60 1654.0942),(61 1644.3336),(62 1699.3336),(63 1663.9193),(64 1665.924),(65 1624.3313),(66 1661.9154),(67 1597.5475),(68 1639.1492),(69 1590.064),(70 1616.573),(71 1596.7634),(72 1637.1375),(73 1616.5791),(74 1700.4503),(75 1692.4021),(76 1709.8821),(77 1726.8473),(78 1783.9044),(79 1723.1691),
(1 881.70874),(2 1155.9052),(3 1262.0432),(4 1344.4847),(5 1372.4259),(6 1409.5837),(7 1435.6476),(8 1485.5945),(9 1462.1874),(10 1507.5818),(11 1495.1605),(12 1537.5929),(13 1505.4653),(14 1543.4604),(15 1523.471),(16 1565.9489),(17 1522.8434),(18 1559.9934),(19 1533.6437),(20 1596.0618),(21 1550.413),(22 1594.43),(23 1585.0343),(24 1617.409),(25 1588.4257),(26 1632.8113),(27 1606.5239),(28 1632.4347),(29 1608.578),(30 1609.4551),(31 1581.6482),(32 1597.2539),(33 1547.3691),(34 1570.8787),(35 1562.4965),(36 1581.2112),(37 1539.4586),(38 1572.4379),(39 1552.3511),(40 1617.7002),(41 1585.1254),(42 1625.7445),(43 1610.4117),(44 1657.818),(45 1635.6527),(46 1677.458),(47 1643.0664),(48 1670.842),(49 1620.566),(50 1640.4822),(51 1643.9763),(52 1675.0345),(53 1668.702),(54 1679.1685),(55 1651.785),(56 1678.3005),(57 1664.2035),(58 1693.4037),(59 1656.221),(60 1701.2831),(61 1678.1323),(62 1720.1185),(63 1684.4296),(64 1699.2664),(65 1663.7383),(66 1688.8951),(67 1632.501),(68 1670.4855),(69 1643.3988),(70 1671.218),(71 1639.0109),(72 1673.3312),(73 1651.4364),(74 1698.9851),(75 1707.3768),(76 1741.6499),(77 1748.9946),(78 1795.985),(79 1744.6792),
(1 862.8394),(2 1127.3126),(3 1217.7885),(4 1276.3638),(5 1310.5414),(6 1366.2528),(7 1387.0002),(8 1425.8861),(9 1411.9546),(10 1475.4056),(11 1472.7017),(12 1500.1626),(13 1496.0509),(14 1524.8535),(15 1504.793),(16 1523.9379),(17 1502.4901),(18 1511.8806),(19 1495.3932),(20 1542.8896),(21 1494.5272),(22 1542.8767),(23 1529.1155),(24 1574.5868),(25 1541.2109),(26 1575.6525),(27 1543.6675),(28 1551.2998),(29 1523.4855),(30 1532.6257),(31 1506.1802),(32 1522.6176),(33 1480.092),(34 1494.3698),(35 1494.122),(36 1521.9888),(37 1493.5316),(38 1528.611),(39 1507.7789),(40 1529.7135),(41 1498.7644),(42 1571.7354),(43 1536.3397),(44 1594.6687),(45 1571.4312),(46 1623.0734),(47 1590.0719),(48 1609.5277),(49 1580.3313),(50 1625.6726),(51 1599.3687),(52 1617.6592),(53 1611.911),(54 1637.3269),(55 1610.647),(56 1604.3918),(57 1582.257),(58 1600.2572),(59 1573.2028),(60 1624.4458),(61 1610.1575),(62 1633.2098),(63 1615.1702),(64 1623.0022),(65 1580.4519),(66 1614.9415),(67 1579.007),(68 1579.6893),(69 1559.3173),(70 1593.5745),(71 1572.3761),(72 1629.3093),(73 1607.8298),(74 1652.5293),(75 1657.4625),(76 1668.8893),(77 1658.23),(78 1735.0591),(79 1705.2391),
(1 850.53845),(2 1113.1086),(3 1208.8422),(4 1284.6239),(5 1303.0616),(6 1350.9434),(7 1371.0647),(8 1426.0748),(9 1421.3593),(10 1496.1848),(11 1468.2557),(12 1490.2086),(13 1473.8336),(14 1519.3346),(15 1510.4957),(16 1533.0989),(17 1502.69),(18 1536.3096),(19 1498.8837),(20 1552.0957),(21 1496.9314),(22 1549.806),(23 1524.7101),(24 1569.0946),(25 1534.6029),(26 1563.2888),(27 1556.4799),(28 1590.165),(29 1575.2505),(30 1579.7893),(31 1542.5968),(32 1549.0045),(33 1517.5881),(34 1521.1808),(35 1502.97),(36 1530.832),(37 1485.4606),(38 1526.992),(39 1508.5808),(40 1528.0404),(41 1508.2136),(42 1538.0677),(43 1568.5345),(44 1618.0476),(45 1606.9033),(46 1651.0496),(47 1626.343),(48 1660.0271),(49 1619.2987),(50 1647.6968),(51 1624.8682),(52 1658.1421),(53 1644.8679),(54 1651.1173),(55 1625.2273),(56 1632.9674),(57 1591.1204),(58 1619.7969),(59 1595.785),(60 1655.2465),(61 1645.5864),(62 1688.7745),(63 1642.3276),(64 1649.7673),(65 1599.3143),(66 1621.0726),(67 1577.9249),(68 1594.6198),(69 1570.6735),(70 1584.0428),(71 1562.2263),(72 1611.27),(73 1608.9867),(74 1643.6091),(75 1621.573),(76 1666.8763),(77 1676.6215),(78 1731.2128),(79 1688.9095),
(1 865.0002),(2 1131.5558),(3 1191.7446),(4 1279.095),(5 1296.2211),(6 1342.9309),(7 1368.8425),(8 1396.4572),(9 1376.9241),(10 1424.119),(11 1441.0608),(12 1460.2789),(13 1455.707),(14 1479.0455),(15 1456.1879),(16 1485.4176),(17 1451.1224),(18 1479.3395),(19 1459.0605),(20 1487.2805),(21 1467.9443),(22 1519.0514),(23 1501.9467),(24 1533.0862),(25 1509.0953),(26 1546.0094),(27 1539.5336),(28 1574.0691),(29 1552.3075),(30 1556.862),(31 1529.8265),(32 1534.5344),(33 1498.2972),(34 1523.838),(35 1479.8636),(36 1493.0597),(37 1464.8596),(38 1499.7731),(39 1485.6561),(40 1510.2117),(41 1486.9694),(42 1545.4786),(43 1525.6936),(44 1599.7821),(45 1588.7092),(46 1615.4072),(47 1584.3055),(48 1627.3198),(49 1575.5637),(50 1601.7278),(51 1575.5594),(52 1599.5096),(53 1569.5046),(54 1601.7795),(55 1575.0914),(56 1602.2233),(57 1580.7367),(58 1591.2408),(59 1575.2919),(60 1611.0789),(61 1584.7787),(62 1624.4501),(63 1598.7029),(64 1611.5325),(65 1572.9248),(66 1574.0641),(67 1515.4218),(68 1536.9238),(69 1512.3777),(70 1527.8436),(71 1511.5885),(72 1542.3724),(73 1521.5476),(74 1536.3412),(75 1535.5848),(76 1556.7523),(77 1566.7098),(78 1642.3408),(79 1593.1709),
