1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 54910.77),(2 199668.94),(3 438124.16),(4 764332.5),(5 1143596.4),(6 1601880.4),(7 2101951.8),(8 2658822),(9 3231284),(10 3820325),(11 4397629.5),(12 5007813),(13 5634677.5),(14 6237806.5),(15 6862676),(16 7507356.5),(17 8187842.5),(18 8910620),(19 9614986),(20 10362171),(21 11121227),(22 11859673),(23 12695293),(24 13382300),(25 14075119),(26 14777795),(27 15472561),(28 16165321),(29 16788862),(30 17454102),(31 18146918),(32 18914810),(33 19721438),(34 20625320),(35 21617458),(36 22667338),(37 23798402),(38 25109768),(39 26450864),(40 27890454),(41 29433866),(42 31153646),(43 33012912),(44 34913308),(45 36977436),(46 39083844),(47 41437692),(48 44048336),(49 46756860),(50 49621390),(51 52666400),(52 55698828),(53 59267504),(54 62591980),(55 65957652),(56 69315540),(57 72771864),(58 76304904),(59 79766360),(60 83103816),(61 86842280),(62 90593240),(63 94301864),(64 98064504),(65 101833280),(66 105659880),(67 109666216),(68 113863420),(69 117762850),(70 121714470),(71 125774840),(72 129820280),(73 133383910),(74 136595570),(75 140059900),(76 143449470),(77 146835460),(78 150226740),(79 153819120),
(1 74.39469),(2 85.34682),(3 94.29377),(4 97.95691),(5 98.826256),(6 101.67825),(7 102.960686),(8 104.55573),(9 105.88039),(10 106.4201),(11 107.86121),(12 108.01237),(13 107.81734),(14 109.45087),(15 108.469376),(16 108.56584),(17 106.92406),(18 107.54563),(19 109.0337),(20 110.08341),(21 109.816345),(22 110.275734),(23 111.24413),(24 111.58892),(25 112.327774),(26 112.38158),(27 112.85578),(28 112.73594),(29 113.404564),(30 115.44211),(31 115.66942),(32 117.47214),(33 117.94508),(34 119.011055),(35 118.8522),(36 120.70578),(37 120.74581),(38 124.48182),(39 125.60365),(40 126.67223),(41 127.20933),(42 127.583176),(43 129.12325),(44 130.18771),(45 130.55742),(46 131.36586),(47 134.36331),(48 133.10727),(49 134.30962),(50 135.1147),(51 136.44467),(52 136.42249),(53 138.26111),(54 139.42152),(55 140.35902),(56 140.648),(57 141.05745),(58 141.45161),(59 141.55705),(60 140.78488),(61 140.68317),(62 140.18132),(63 140.29626),(64 139.29303),(65 139.42215),(66 138.38197),(67 136.60828),(68 137.84306),(69 137.01704),(70 135.29071),(71 134.00922),(72 133.5143),(73 132.59227),(74 130.44583),(75 131.76134),(76 130.26729),(77 129.94826),(78 128.88754),(79 129.99799),
(1 73.75458),(2 85.56501),(3 93.30368),(4 97.862206),(5 98.75266),(6 101.3263),(7 103.383545),(8 104.135925),(9 105.74914),(10 106.983086),(11 107.21161),(12 107.477036),(13 108.701126),(14 109.93163),(15 109.14608),(16 109.53735),(17 110.01543),(18 109.82194),(19 110.056114),(20 112.349106),(21 112.72819),(22 111.4773),(23 111.92182),(24 112.30954),(25 113.27135),(26 113.604256),(27 114.89149),(28 113.188774),(29 114.37683),(30 116.38441),(31 118.11522),(32 119.39046),(33 122.164375),(34 121.644264),(35 121.64583),(36 124.01671),(37 124.4604),(38 125.46392),(39 127.31353),(40 126.89372),(41 130.82838),(42 130.59799),(43 131.66359),(44 131.62154),(45 133.67075),(46 134.53293),(47 135.8631),(48 136.41481),(49 138.55544),(50 138.8102),(51 139.48335),(52 140.6374),(53 142.19737),(54 144.06427),(55 144.75693),(56 146.5843),(57 146.62883),(58 146.06195),(59 145.45343),(60 145.74425),(61 144.84193),(62 143.56879),(63 143.24301),(64 144.73387),(65 143.03145),(66 142.56792),(67 142.77953),(68 141.70287),(69 140.96364),(70 140.14679),(71 138.56847),(72 138.90547),(73 136.80074),(74 136.06027),(75 134.21217),(76 132.78178),(77 131.52855),(78 129.86488),(79 129.73917),
(1 70.81235),(2 82.868744),(3 89.568146),(4 93.1631),(5 94.275665),(6 97.99191),(7 99.28817),(8 100.44719),(9 101.41129),(10 103.60294),(11 103.43666),(12 103.64042),(13 104.02749),(14 103.363266),(15 104.43135),(16 106.11275),(17 104.86145),(18 103.7463),(19 104.72528),(20 105.23638),(21 105.6868),(22 105.093544),(23 107.8407),(24 108.30528),(25 109.1661),(26 107.96517),(27 109.11056),(28 110.225105),(29 110.690125),(30 112.24635),(31 113.94413),(32 113.626884),(33 116.06421),(34 114.41528),(35 114.70226),(36 116.46543),(37 117.309235),(38 117.95811),(39 120.099434),(40 120.4914),(41 122.904594),(42 122.39382),(43 124.50104),(44 126.705635),(45 126.580215),(46 127.11755),(47 127.475945),(48 128.74055),(49 130.03452),(50 132.59105),(51 132.75981),(52 132.9311),(53 135.01675),(54 134.89537),(55 135.95552),(56 137.23775),(57 138.14037),(58 137.05309),(59 136.97214),(60 136.26408),(61 135.62112),(62 134.0779),(63 133.83395),(64 134.4527),(65 132.27226),(66 133.64017),(67 132.13385),(68 132.02289),(69 131.72906),(70 131.34631),(71 130.14085),(72 130.0824),(73 128.17316),(74 126.0221),(75 123.90967),(76 124.98812),(77 123.864456),(78 123.14715),(79 122.973915),
(1 70.9082),(2 83.56606),(3 88.80943),(4 93.03402),(5 95.1221),(6 97.51728),(7 99.34699),(8 100.95265),(9 101.693565),(10 101.95973),(11 102.32367),(12 103.412025),(13 103.768555),(14 104.56256),(15 105.23218),(16 106.185234),(17 106.257706),(18 105.727486),(19 104.68158),(20 106.04608),(21 105.11),(22 106.68005),(23 108.04837),(24 107.53829),(25 109.41496),(26 107.920456),(27 108.53413),(28 108.99588),(29 108.95231),(30 111.46682),(31 111.935),(32 111.470314),(33 113.64989),(34 112.329414),(35 112.049255),(36 113.93248),(37 114.46829),(38 115.57394),(39 116.73838),(40 117.24411),(41 117.71146),(42 119.55321),(43 120.24892),(44 122.32205),(45 121.22475),(46 121.89055),(47 121.744804),(48 123.15847),(49 125.111465),(50 127.12519),(51 126.47569),(52 127.72654),(53 130.94113),(54 131.70818),(55 132.75603),(56 133.22615),(57 132.85349),(58 133.88594),(59 133.68994),(60 132.35097),(61 131.78137),(62 132.37802),(63 132.19963),(64 131.44247),(65 132.1864),(66 131.79787),(67 131.8957),(68 131.33226),(69 130.06187),(70 129.52353),(71 127.537056),(72 128.65977),(73 126.550255),(74 126.4149),(75 124.252884),(76 124.28524),(77 123.38041),(78 121.20579),(79 121.58944),
(1 70.14371),(2 82.561455),(3 89.71688),(4 92.898415),(5 94.80207),(6 97.96502),(7 98.14613),(8 100.564735),(9 101.79239),(10 101.94859),(11 102.46608),(12 105.06826),(13 105.62817),(14 107.097786),(15 107.442055),(16 107.60019),(17 107.51928),(18 107.555305),(19 107.468994),(20 107.12106),(21 107.181984),(22 107.643196),(23 108.6222),(24 108.457184),(25 109.29938),(26 110.528854),(27 112.28823),(28 113.052086),(29 112.72019),(30 113.76276),(31 113.604256),(32 116.15077),(33 116.95623),(34 118.08827),(35 118.84231),(36 120.26104),(37 121.226654),(38 121.060814),(39 122.44431),(40 124.16504),(41 124.60051),(42 125.57688),(43 126.75849),(44 128.95157),(45 129.16267),(46 129.06241),(47 129.32162),(48 129.83347),(49 133.11038),(50 133.26004),(51 133.84761),(52 135.33057),(53 138.37901),(54 139.70543),(55 139.20958),(56 140.842),(57 140.4585),(58 141.43922),(59 141.2788),(60 142.64867),(61 141.31296),(62 140.4882),(63 141.23177),(64 139.45042),(65 139.42128),(66 139.09021),(67 139.07626),(68 138.72855),(69 137.8251),(70 138.23273),(71 136.36583),(72 135.97362),(73 134.32649),(74 135.0567),(75 131.60512),(76 131.50586),(77 130.10675),(78 128.28453),(79 127.00145),
(1 69.16244),(2 80.98626),(3 87.6359),(4 91.86939),(5 95.15779),(6 95.99658),(7 96.81994),(8 99.01913),(9 99.93206),(10 100.791405),(11 102.0496),(12 103.28085),(13 103.9831),(14 105.37414),(15 106.02778),(16 106.56235),(17 106.01618),(18 105.01088),(19 104.667694),(20 104.56455),(21 105.44609),(22 104.797386),(23 106.30511),(24 105.38475),(25 105.47107),(26 106.68672),(27 109.48968),(28 111.240135),(29 110.343506),(30 113.25054),(31 112.31832),(32 113.65014),(33 114.96657),(34 117.31297),(35 117.99867),(36 120.17502),(37 120.96246),(38 119.95955),(39 124.15112),(40 125.09735),(41 126.06951),(42 126.88774),(43 128.77261),(44 131.69962),(45 132.6496),(46 133.15639),(47 135.78812),(48 136.3296),(49 137.52664),(50 139.00124),(51 139.86264),(52 139.04083),(53 141.10869),(54 143.8123),(55 141.8247),(56 143.30083),(57 143.54854),(58 144.15807),(59 143.67802),(60 144.28848),(61 144.17796),(62 142.70563),(63 145.28873),(64 143.2668),(65 143.14676),(66 142.15038),(67 142.64413),(68 140.40808),(69 139.78537),(70 139.57635),(71 138.21667),(72 137.25815),(73 136.39557),(74 135.90907),(75 134.88478),(76 133.27347),(77 131.66354),(78 130.10742),(79 129.52597),
(1 69.08886),(2 80.505226),(3 86.872055),(4 90.36355),(5 93.43125),(6 94.195366),(7 96.77236),(8 98.58772),(9 99.64278),(10 100.94177),(11 100.646706),(12 101.41656),(13 103.38216),(14 103.8276),(15 105.05671),(16 104.651245),(17 104.49473),(18 103.69759),(19 103.92619),(20 102.81863),(21 104.68338),(22 104.50763),(23 104.87733),(24 104.98865),(25 104.99196),(26 106.81079),(27 107.325905),(28 106.68298),(29 106.95601),(30 108.60814),(31 108.72766),(32 109.5685),(33 111.32008),(34 112.228714),(35 112.90301),(36 114.28636),(37 115.13586),(38 116.20357),(39 118.84651),(40 120.39523),(41 121.85882),(42 122.35229),(43 122.6568),(44 124.60814),(45 124.984474),(46 126.03691),(47 127.593666),(48 128.07161),(49 130.06596),(50 130.22433),(51 130.62509),(52 132.366),(53 132.90207),(54 133.07388),(55 134.2348),(56 135.20901),(57 134.59563),(58 134.07822),(59 133.8364),(60 134.43736),(61 133.89952),(62 132.77782),(63 133.4798),(64 132.9642),(65 132.21472),(66 131.72914),(67 131.02502),(68 130.49281),(69 129.73222),(70 127.75271),(71 127.95463),(72 127.1872),(73 125.76772),(74 125.61154),(75 125.25598),(76 123.90434),(77 123.95485),(78 122.54102),(79 122.70003),
(1 68.967186),(2 80.718414),(3 87.788),(4 90.14057),(5 93.222046),(6 94.60523),(7 96.628685),(8 98.13402),(9 98.993706),(10 100.60309),(11 100.26201),(12 101.37376),(13 102.833145),(14 101.488556),(15 101.43425),(16 102.33486),(17 102.36384),(18 103.17982),(19 101.915405),(20 102.690796),(21 104.07737),(22 104.35479),(23 105.067375),(24 104.69181),(25 105.2811),(26 105.72215),(27 109.017456),(28 108.58464),(29 109.5163),(30 110.12615),(31 109.824005),(32 110.750824),(33 111.022354),(34 112.21978),(35 113.4097),(36 114.69425),(37 115.85152),(38 116.98588),(39 117.13217),(40 119.29677),(41 123.25103),(42 124.03587),(43 125.54004),(44 128.37276),(45 129.47101),(46 129.22151),(47 130.2994),(48 131.51811),(49 133.72176),(50 134.4136),(51 135.8108),(52 136.54626),(53 138.88498),(54 142.02502),(55 142.71774),(56 143.08911),(57 142.6883),(58 142.28232),(59 142.23645),(60 142.39188),(61 141.92807),(62 141.30492),(63 144.12573),(64 143.62679),(65 142.7476),(66 142.11674),(67 141.49048),(68 139.96854),(69 139.26631),(70 137.70726),(71 138.1372),(72 136.92976),(73 135.49452),(74 134.5857),(75 132.63208),(76 132.08989),(77 130.42978),(78 129.33986),(79 129.82202),
(1 68.07454),(2 79.09266),(3 85.148026),(4 88.90942),(5 90.97791),(6 93.07394),(7 95.82621),(8 97.32195),(9 97.65811),(10 99.629265),(11 99.98808),(12 101.87539),(13 101.406624),(14 100.98016),(15 101.936485),(16 102.62278),(17 101.59535),(18 102.533035),(19 101.44058),(20 102.48664),(21 102.82481),(22 102.300316),(23 104.41806),(24 104.71008),(25 106.23413),(26 105.576096),(27 106.83254),(28 106.17444),(29 107.004486),(30 106.48322),(31 107.98127),(32 107.71961),(33 108.81697),(34 109.093506),(35 109.33022),(36 111.49832),(37 113.63625),(38 115.30385),(39 117.14468),(40 118.5378),(41 119.762794),(42 122.55471),(43 124.37944),(44 125.466484),(45 126.00497),(46 125.981766),(47 126.72392),(48 127.581604),(49 129.13759),(50 129.92358),(51 133.11287),(52 133.75273),(53 135.12909),(54 138.0345),(55 137.27249),(56 137.4542),(57 138.14049),(58 137.99606),(59 138.59453),(60 137.37253),(61 139.04106),(62 138.02745),(63 138.54543),(64 137.69875),(65 137.44896),(66 137.99695),(67 136.07039),(68 135.38512),(69 134.28249),(70 133.60631),(71 132.90672),(72 130.91318),(73 128.84662),(74 128.37091),(75 126.94301),(76 124.843994),(77 122.73462),(78 122.476456),(79 121.840195),
(1 68.75611),(2 80.34362),(3 86.64241),(4 91.44754),(5 93.50448),(6 95.1715),(7 96.391655),(8 98.111176),(9 99.66657),(10 101.12312),(11 101.85282),(12 102.231224),(13 103.74476),(14 102.13218),(15 103.09545),(16 102.25498),(17 102.703),(18 101.5471),(19 102.60457),(20 104.01851),(21 104.82685),(22 103.046455),(23 105.70567),(24 105.66131),(25 106.50186),(26 106.42397),(27 108.87861),(28 108.872),(29 109.82296),(30 109.92318),(31 110.315384),(32 111.233894),(33 112.13111),(34 111.82063),(35 112.809845),(36 114.27016),(37 113.88183),(38 115.05704),(39 117.46897),(40 118.48437),(41 119.79765),(42 120.87318),(43 121.44686),(44 123.66306),(45 123.92978),(46 124.02031),(47 126.67526),(48 128.30699),(49 128.68898),(50 127.94173),(51 130.88377),(52 130.17708),(53 130.79253),(54 132.6577),(55 132.41206),(56 134.5696),(57 136.47403),(58 135.97108),(59 135.60512),(60 136.15015),(61 134.61647),(62 134.23027),(63 136.0656),(64 135.3661),(65 135.25548),(66 135.59383),(67 134.21416),(68 133.17891),(69 133.20253),(70 131.97389),(71 132.35864),(72 130.99045),(73 129.27698),(74 128.36214),(75 126.51578),(76 125.83686),(77 125.59184),(78 124.5679),(79 124.02257),
(1 68.237465),(2 78.55902),(3 84.43633),(4 88.268745),(5 90.99801),(6 92.42931),(7 94.51437),(8 97.0282),(9 96.82264),(10 98.71818),(11 98.049614),(12 98.1021),(13 99.540436),(14 100.084015),(15 101.43768),(16 100.52825),(17 99.88997),(18 101.21908),(19 100.64965),(20 102.29614),(21 102.10369),(22 101.88913),(23 103.13037),(24 104.12657),(25 105.00362),(26 103.58908),(27 106.69225),(28 107.55247),(29 107.096344),(30 106.47034),(31 108.35403),(32 108.96773),(33 111.08565),(34 110.30088),(35 110.61046),(36 111.99914),(37 112.42593),(38 113.637726),(39 115.96641),(40 116.49022),(41 117.46064),(42 119.50949),(43 119.6696),(44 120.747505),(45 121.430695),(46 121.150055),(47 122.024055),(48 123.009155),(49 124.42928),(50 124.39405),(51 126.84386),(52 126.79698),(53 130.2047),(54 131.12965),(55 130.17497),(56 130.76352),(57 132.29993),(58 131.92444),(59 131.60681),(60 133.24309),(61 133.2302),(62 131.39088),(63 132.92259),(64 131.79335),(65 131.15079),(66 131.13602),(67 132.00082),(68 131.1477),(69 130.3655),(70 129.55165),(71 128.43488),(72 127.78168),(73 126.68761),(74 125.03807),(75 123.500404),(76 121.92248),(77 121.75781),(78 121.119774),(79 118.86316),
(1 68.17295),(2 79.5327),(3 85.40594),(4 89.499214),(5 91.31055),(6 92.49511),(7 94.86943),(8 95.58571),(9 97.7111),(10 98.125755),(11 99.40427),(12 99.94374),(13 100.89897),(14 101.14768),(15 101.10398),(16 100.15805),(17 99.83771),(18 101.90437),(19 101.02875),(20 102.13185),(21 101.28782),(22 101.79165),(23 102.80333),(24 102.64669),(25 104.82436),(26 104.16324),(27 105.309555),(28 105.14647),(29 104.69489),(30 105.58959),(31 107.10337),(32 109.15807),(33 109.65143),(34 110.87913),(35 112.319176),(36 112.75245),(37 115.00184),(38 115.2374),(39 115.691284),(40 117.582954),(41 118.77382),(42 119.55116),(43 120.47332),(44 121.552986),(45 122.58749),(46 123.771126),(47 125.228836),(48 125.06662),(49 127.04527),(50 126.94173),(51 128.71477),(52 129.1374),(53 131.18712),(54 131.95049),(55 130.4934),(56 131.09717),(57 131.3321),(58 130.15604),(59 130.83592),(60 131.65735),(61 131.70844),(62 131.13225),(63 131.71526),(64 132.17343),(65 130.78714),(66 130.94398),(67 130.8473),(68 130.11595),(69 129.8277),(70 128.98962),(71 128.3714),(72 128.6986),(73 127.637436),(74 125.70093),(75 124.20973),(76 123.837555),(77 123.123405),(78 122.21382),(79 120.75668),
(1 65.90223),(2 78.44005),(3 84.496254),(4 87.90941),(5 89.54315),(6 92.740456),(7 93.27501),(8 94.29254),(9 95.550224),(10 96.167404),(11 98.18421),(12 99.227295),(13 100.027504),(14 100.56884),(15 100.61541),(16 99.32938),(17 100.27672),(18 100.77845),(19 99.82276),(20 99.3299),(21 100.008965),(22 99.07827),(23 99.87627),(24 99.80948),(25 101.74841),(26 102.9056),(27 103.04485),(28 102.49547),(29 103.37111),(30 103.788506),(31 104.233826),(32 104.754776),(33 104.850494),(34 104.34874),(35 105.50941),(36 106.70046),(37 108.226074),(38 108.04046),(39 109.96105),(40 110.53097),(41 111.110435),(42 112.47305),(43 112.70969),(44 114.11774),(45 115.26363),(46 116.22684),(47 118.003555),(48 117.744125),(49 119.7249),(50 120.49983),(51 121.19706),(52 122.58326),(53 124.88701),(54 125.4157),(55 124.90623),(56 125.600365),(57 127.1115),(58 125.99347),(59 125.38508),(60 124.8628),(61 125.86623),(62 125.2344),(63 125.17026),(64 124.98309),(65 123.26738),(66 123.41182),(67 123.63391),(68 122.27631),(69 121.899506),(70 120.39334),(71 119.0744),(72 118.739944),(73 117.49679),(74 116.006065),(75 115.08808),(76 114.69231),(77 114.37499),(78 114.10835),(79 113.51489),
(1 65.81082),(2 78.18655),(3 83.48822),(4 86.643585),(5 89.43809),(6 92.04101),(7 94.150635),(8 96.30397),(9 96.98523),(10 97.55136),(11 97.787636),(12 98.96958),(13 98.86251),(14 99.032005),(15 99.3407),(16 98.67892),(17 99.58419),(18 100.713615),(19 99.98556),(20 100.532295),(21 100.75319),(22 101.12412),(23 101.80985),(24 102.29312),(25 103.26411),(26 103.70799),(27 105.54064),(28 106.01555),(29 105.02952),(30 106.72957),(31 106.857475),(32 107.46741),(33 107.250046),(34 107.76094),(35 108.41216),(36 108.37684),(37 110.43724),(38 110.9089),(39 111.20241),(40 111.69272),(41 112.21145),(42 113.671074),(43 114.50191),(44 115.949425),(45 116.258865),(46 116.978546),(47 119.08997),(48 119.55375),(49 121.32507),(50 121.28995),(51 122.399994),(52 123.90306),(53 125.01027),(54 125.16837),(55 126.54344),(56 127.70047),(57 127.96148),(58 127.2218),(59 127.89132),(60 127.52895),(61 127.88742),(62 126.852356),(63 128.5174),(64 127.71457),(65 127.53424),(66 127.001366),(67 126.794495),(68 126.92952),(69 126.23057),(70 124.44529),(71 124.58468),(72 124.15347),(73 122.711784),(74 122.2194),(75 120.56125),(76 119.701416),(77 119.58497),(78 118.52777),(79 118.2888),
(1 65.77983),(2 77.248825),(3 84.64984),(4 88.62286),(5 90.07732),(6 92.193306),(7 94.00857),(8 95.525925),(9 96.68124),(10 99.15932),(11 100.23888),(12 101.22581),(13 102.122185),(14 102.82476),(15 102.71459),(16 101.90966),(17 102.37524),(18 102.43511),(19 102.00238),(20 101.36133),(21 100.728874),(22 101.50685),(23 103.1371),(24 103.66422),(25 104.02883),(26 105.16293),(27 106.73199),(28 106.273026),(29 106.123634),(30 107.63447),(31 108.62312),(32 108.02315),(33 108.28911),(34 110.109184),(35 110.44219),(36 110.89323),(37 112.45591),(38 114.11032),(39 114.81232),(40 116.313835),(41 116.57337),(42 117.63533),(43 117.17912),(44 118.928314),(45 120.8758),(46 120.660805),(47 121.66851),(48 122.40802),(49 124.49377),(50 124.52587),(51 125.39146),(52 126.777466),(53 128.92407),(54 130.30515),(55 131.5936),(56 132.25638),(57 132.84435),(58 133.4573),(59 132.33907),(60 132.05602),(61 131.16222),(62 130.90599),(63 132.21165),(64 131.52911),(65 130.84041),(66 130.91405),(67 130.04942),(68 130.87883),(69 128.62383),(70 127.317764),(71 125.8571),(72 125.29268),(73 124.476105),(74 123.088806),(75 121.9242),(76 120.98019),(77 120.38129),(78 120.96298),(79 118.75797),
(1 65.16517),(2 77.006714),(3 82.62028),(4 85.93991),(5 88.32113),(6 90.20506),(7 92.31091),(8 93.76412),(9 93.560646),(10 95.31846),(11 95.86689),(12 97.01276),(13 97.503914),(14 97.77352),(15 99.377785),(16 98.71072),(17 99.22651),(18 100.73327),(19 100.68788),(20 100.641426),(21 100.8517),(22 101.62876),(23 101.689705),(24 102.05999),(25 102.605934),(26 103.38376),(27 104.18225),(28 102.84042),(29 103.38704),(30 103.880585),(31 104.24185),(32 104.02622),(33 104.517136),(34 105.77578),(35 106.816734),(36 108.11518),(37 110.03359),(38 110.10132),(39 110.0968),(40 112.41272),(41 111.5178),(42 112.245186),(43 113.76303),(44 114.469215),(45 116.123184),(46 116.947395),(47 117.7668),(48 119.1208),(49 121.0449),(50 121.83624),(51 124.07678),(52 126.10122),(53 127.543365),(54 129.09732),(55 129.96858),(56 130.89192),(57 130.69455),(58 132.0765),(59 130.60873),(60 131.50351),(61 132.93536),(62 131.83142),(63 131.88512),(64 131.92784),(65 131.2568),(66 131.0417),(67 129.56317),(68 130.95778),(69 129.5021),(70 129.2609),(71 127.11298),(72 126.777824),(73 125.30358),(74 123.50973),(75 121.61127),(76 121.14933),(77 120.16561),(78 118.910416),(79 118.574425),
(1 65.8842),(2 77.44301),(3 83.837845),(4 86.54773),(5 89.867584),(6 92.707466),(7 94.708725),(8 96.821335),(9 97.47024),(10 97.84414),(11 99.160965),(12 99.80568),(13 99.22182),(14 99.36565),(15 99.77516),(16 99.31375),(17 99.259796),(18 100.354836),(19 99.59822),(20 100.93185),(21 101.64445),(22 101.52951),(23 102.80867),(24 104.88769),(25 105.397316),(26 104.27274),(27 105.08125),(28 105.12125),(29 105.59963),(30 105.80865),(31 106.97268),(32 107.54524),(33 107.18584),(34 108.16276),(35 110.138016),(36 111.46268),(37 110.91364),(38 112.807556),(39 113.07258),(40 115.40838),(41 115.46669),(42 116.67522),(43 117.44442),(44 119.20641),(45 119.25248),(46 118.4483),(47 119.694405),(48 120.21474),(49 121.984245),(50 121.222916),(51 121.83979),(52 123.38059),(53 125.589905),(54 125.86034),(55 126.20579),(56 127.158195),(57 127.44752),(58 127.859344),(59 126.97992),(60 127.07778),(61 128.14351),(62 126.59563),(63 125.64161),(64 125.96052),(65 125.388),(66 125.311806),(67 125.31401),(68 124.53618),(69 124.75659),(70 123.5654),(71 124.242),(72 123.236595),(73 123.266304),(74 122.15398),(75 122.268074),(76 121.88182),(77 121.54335),(78 120.649574),(79 120.45161),
(1 65.62396),(2 75.035805),(3 82.20379),(4 86.135666),(5 88.53884),(6 91.72652),(7 93.499504),(8 95.374664),(9 96.12853),(10 95.80715),(11 96.47283),(12 96.56049),(13 98.38097),(14 97.63728),(15 99.02807),(16 98.492874),(17 98.25738),(18 99.46074),(19 98.2279),(20 97.94157),(21 99.580696),(22 99.138626),(23 100.21381),(24 100.97714),(25 100.98393),(26 101.65874),(27 101.97384),(28 102.74999),(29 104.03487),(30 105.825035),(31 107.03067),(32 107.12262),(33 106.51883),(34 107.21165),(35 108.16882),(36 110.0496),(37 110.68278),(38 110.744194),(39 111.46893),(40 113.62731),(41 113.78789),(42 115.073685),(43 116.378624),(44 116.92564),(45 119.35228),(46 120.76965),(47 122.16593),(48 122.903786),(49 124.82533),(50 126.06934),(51 128.54758),(52 130.89673),(53 133.34264),(54 133.89601),(55 134.72945),(56 136.35152),(57 137.82266),(58 138.56055),(59 138.5761),(60 137.91925),(61 138.80753),(62 137.94856),(63 138.15582),(64 137.87102),(65 135.27744),(66 135.60652),(67 134.75708),(68 133.67981),(69 133.19601),(70 132.01233),(71 131.35947),(72 129.38957),(73 128.15327),(74 126.106064),(75 125.732216),(76 122.762726),(77 122.3963),(78 121.0418),(79 120.46105),
