1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 79968.5),(2 287553.34),(3 640973.9),(4 1111552.9),(5 1710631.1),(6 2453861.8),(7 3313199.8),(8 4320218.5),(9 5494197),(10 6846318.5),(11 8387188),(12 10069677),(13 11898195),(14 13872037),(15 15899707),(16 17921342),(17 20020182),(18 22022088),(19 24213294),(20 26380534),(21 28526650),(22 30733712),(23 33042440),(24 35233404),(25 37494820),(26 39685050),(27 41890860),(28 44160948),(29 46418436),(30 48585196),(31 50680684),(32 52646524),(33 54641876),(34 56541108),(35 58317180),(36 60120212),(37 62060140),(38 63999904),(39 66142196),(40 68131750),(41 70288970),(42 72712776),(43 75359510),(44 78035280),(45 80679704),(46 83507400),(47 86574920),(48 90051800),(49 93386376),(50 96836344),(51 100344310),(52 103803130),(53 107344960),(54 111064260),(55 114724184),(56 118458530),(57 122194090),(58 125825410),(59 129769090),(60 133703144),(61 137699140),(62 141749060),(63 146303000),(64 150635870),(65 154837490),(66 159026510),(67 162896860),(68 166535550),(69 169629860),(70 172510500),(71 175399730),(72 177938050),(73 180311150),(74 182514480),(75 184564420),(76 186591700),(77 188452220),(78 190081740),(79 191178930),
(1 871.04834),(2 1019.7571),(3 1122.4929),(4 1186.4675),(5 1224.3298),(6 1273.6405),(7 1318.1022),(8 1357.6893),(9 1385.402),(10 1388.8057),(11 1426.0242),(12 1466.3425),(13 1472.665),(14 1485.2706),(15 1527.1029),(16 1538.1287),(17 1560.3895),(18 1578.0814),(19 1609.0731),(20 1639.2924),(21 1629.4536),(22 1647.7162),(23 1658.2642),(24 1672.3307),(25 1713.1492),(26 1737.2463),(27 1766.033),(28 1780.8265),(29 1807.0457),(30 1836.5195),(31 1862.4958),(32 1879.0032),(33 1888.4591),(34 1902.9763),(35 1903.8062),(36 1910.1239),(37 1909.495),(38 1918.325),(39 1942.0485),(40 1940.2434),(41 1948.8823),(42 1941.4),(43 1923.7339),(44 1926.2231),(45 1924.1676),(46 1926.2463),(47 1932.1597),(48 1914.2549),(49 1902.8064),(50 1920.3204),(51 1901.6776),(52 1865.9266),(53 1875.4412),(54 1875.2689),(55 1874.1483),(56 1863.9805),(57 1876.3079),(58 1863.6573),(59 1847.056),(60 1837.9545),(61 1859.0804),(62 1861.9265),(63 1872.9288),(64 1890.8044),(65 1885.1266),(66 1907.7365),(67 1922.1321),(68 1916.8715),(69 1936.5454),(70 1943.6831),(71 1937.8461),(72 1944.627),(73 1949.9401),(74 1936.4055),(75 1952.863),(76 1962.8568),(77 1963.6906),(78 1954.306),(79 1944.28),
(1 870.9862),(2 1034.3833),(3 1108.1234),(4 1164.8212),(5 1203.6882),(6 1238.118),(7 1296.5128),(8 1330.4037),(9 1364.0154),(10 1376.9017),(11 1422.9374),(12 1449.6509),(13 1475.3041),(14 1501.1827),(15 1523.9285),(16 1520.5101),(17 1541.9502),(18 1546.951),(19 1589.2294),(20 1639.2156),(21 1640.3771),(22 1693.0305),(23 1705.7408),(24 1729.0944),(25 1768.0525),(26 1802.2208),(27 1817.3862),(28 1826.525),(29 1855.9044),(30 1885.6655),(31 1884.4073),(32 1926.3954),(33 1947.76),(34 1957.9025),(35 1965.5897),(36 1978.2214),(37 2016.7233),(38 2022.0471),(39 2040.0905),(40 2035.3489),(41 2039.9883),(42 2022.0593),(43 2051.3508),(44 2035.667),(45 2033.6246),(46 2042.4053),(47 2064.9277),(48 2045.7949),(49 2060.2083),(50 2072.7175),(51 2061.1868),(52 2043.5432),(53 2038.7798),(54 2025.2761),(55 2025.0845),(56 2011.9656),(57 1996.2667),(58 1978.8632),(59 1986.4457),(60 1976.1233),(61 1963.1376),(62 1973.8674),(63 1978.2916),(64 1987.6403),(65 2000.997),(66 1985.757),(67 1997.5444),(68 1973.0101),(69 2012.926),(70 2009.4066),(71 2023.6216),(72 2026.0726),(73 2024.2095),(74 2008.8489),(75 2024.8527),(76 2015.0319),(77 1975.3763),(78 1977.5331),(79 1958.8728),
(1 845.778),(2 986.7915),(3 1112.9604),(4 1162.2118),(5 1197.6691),(6 1253.3536),(7 1292.952),(8 1332.8175),(9 1363.8715),(10 1379.035),(11 1394.8192),(12 1416.1064),(13 1442.6484),(14 1460.3715),(15 1488.8136),(16 1506.6201),(17 1501.5105),(18 1518.5464),(19 1544.4105),(20 1581.7145),(21 1586.4108),(22 1594.77),(23 1607.1362),(24 1631.6971),(25 1630.03),(26 1652.3425),(27 1691.5988),(28 1707.0665),(29 1749.2205),(30 1745.7437),(31 1759.4006),(32 1766.8467),(33 1803.3318),(34 1815.3069),(35 1825.8539),(36 1817.0404),(37 1822.6433),(38 1839.1609),(39 1840.1477),(40 1831.7826),(41 1818.7952),(42 1835.69),(43 1845.3408),(44 1825.7389),(45 1846.6696),(46 1861.165),(47 1859.0992),(48 1864.3251),(49 1879.3866),(50 1876.3928),(51 1890.7562),(52 1869.6301),(53 1848.5519),(54 1850.2181),(55 1864.217),(56 1869.1635),(57 1852.7069),(58 1825.7908),(59 1841.5669),(60 1837.3555),(61 1835.5931),(62 1845.6759),(63 1831.1943),(64 1850.9097),(65 1868.0355),(66 1845.7236),(67 1853.5242),(68 1830.7506),(69 1841.3717),(70 1831.8151),(71 1833.3176),(72 1856.4453),(73 1863.2218),(74 1865.7268),(75 1869.3967),(76 1867.2543),(77 1839.2448),(78 1842.8608),(79 1836.1425),
(1 823.1261),(2 987.74927),(3 1080.0272),(4 1153.0942),(5 1186.1821),(6 1248.5481),(7 1284.9528),(8 1308.8412),(9 1344.024),(10 1366.3064),(11 1384.5967),(12 1396.5055),(13 1435.697),(14 1446.4053),(15 1485.8447),(16 1492.356),(17 1518.279),(18 1550.5621),(19 1550.9233),(20 1595.6326),(21 1597.141),(22 1617.1411),(23 1652.866),(24 1667.8357),(25 1666.7809),(26 1718.9331),(27 1728.3154),(28 1722.3624),(29 1753.6147),(30 1761.9187),(31 1772.8732),(32 1794.6322),(33 1828.6772),(34 1828.4623),(35 1834.954),(36 1860.8534),(37 1873.1564),(38 1873.4023),(39 1878.529),(40 1892.0167),(41 1920.9512),(42 1917.451),(43 1903.1478),(44 1936.8912),(45 1913.4078),(46 1903.5706),(47 1912.1501),(48 1897.5181),(49 1895.138),(50 1900.1084),(51 1891.6862),(52 1857.9127),(53 1862.2023),(54 1841.4268),(55 1848.3746),(56 1857.5958),(57 1844.923),(58 1837.7081),(59 1844.0802),(60 1844.0294),(61 1839.9396),(62 1840.5438),(63 1832.8263),(64 1821.4147),(65 1812.0092),(66 1821.9575),(67 1803.1487),(68 1800.2046),(69 1790.7621),(70 1819.1044),(71 1808.0448),(72 1814.6715),(73 1824.8623),(74 1814.6315),(75 1795.9984),(76 1804.7163),(77 1820.1305),(78 1832.3489),(79 1823.5282),
(1 852.33795),(2 985.33453),(3 1098.0868),(4 1162.5077),(5 1176.785),(6 1218.9419),(7 1255.8477),(8 1289.7518),(9 1321.5043),(10 1334.0338),(11 1358.7705),(12 1378.0214),(13 1405.2019),(14 1406.8391),(15 1420.6821),(16 1426.1227),(17 1447.0321),(18 1453.3257),(19 1452.6375),(20 1500.9441),(21 1507.4769),(22 1518.6528),(23 1550.9133),(24 1551.2244),(25 1589.6951),(26 1624.252),(27 1633.6891),(28 1644.6656),(29 1642.8201),(30 1693.6932),(31 1707.9238),(32 1718.019),(33 1741.2759),(34 1757.0571),(35 1765.763),(36 1792.3739),(37 1801.5754),(38 1796.6053),(39 1812.3281),(40 1811.1824),(41 1816.4816),(42 1803.1503),(43 1807.4049),(44 1809.0436),(45 1826.1837),(46 1816.5234),(47 1830.2792),(48 1805.8851),(49 1800.1096),(50 1803.7572),(51 1813.9218),(52 1800.3445),(53 1780.4728),(54 1773.5624),(55 1783.4661),(56 1787.104),(57 1782.127),(58 1781.2595),(59 1789.6299),(60 1788.2336),(61 1790.1831),(62 1769.3379),(63 1790.8699),(64 1782.9799),(65 1793.4099),(66 1792.6339),(67 1789.4531),(68 1781.0199),(69 1788.5774),(70 1814.3134),(71 1809.5006),(72 1816.5801),(73 1803.8536),(74 1799.565),(75 1810.0272),(76 1799.9452),(77 1809.7396),(78 1819.5925),(79 1818.0397),
(1 807.396),(2 956.2544),(3 1056.337),(4 1107.2754),(5 1132.6128),(6 1187.0536),(7 1219.72),(8 1252.5593),(9 1276.8241),(10 1279.8794),(11 1321.7268),(12 1334.9896),(13 1365.0122),(14 1378.4175),(15 1393.4854),(16 1410.7448),(17 1420.2695),(18 1413.6218),(19 1435.4578),(20 1457.1357),(21 1459.6699),(22 1490.4089),(23 1538.0696),(24 1533.7056),(25 1555.6694),(26 1598.1312),(27 1612.8627),(28 1600.9329),(29 1607.8384),(30 1630.6173),(31 1652.6105),(32 1684.8607),(33 1683.0537),(34 1682.5006),(35 1708.5093),(36 1711.5071),(37 1741.6283),(38 1721.0382),(39 1756.955),(40 1748.2711),(41 1770.2783),(42 1770.3339),(43 1768.8335),(44 1776.7184),(45 1768.0186),(46 1754.0133),(47 1754.6803),(48 1754.7799),(49 1773.0269),(50 1768.9696),(51 1745.0797),(52 1738.893),(53 1724.0931),(54 1734.1329),(55 1720.4901),(56 1722.2953),(57 1711.0182),(58 1714.187),(59 1710.9674),(60 1710.0864),(61 1712.8823),(62 1702.2981),(63 1704.1254),(64 1710.2584),(65 1713.4686),(66 1716.3213),(67 1726.6346),(68 1710.4758),(69 1742.7521),(70 1720.5573),(71 1716.9279),(72 1740.6205),(73 1732.4867),(74 1728.9448),(75 1751.8568),(76 1733.986),(77 1738.3193),(78 1751.153),(79 1764.8109),
(1 794.1595),(2 935.3416),(3 1061.7546),(4 1109.7855),(5 1147.4375),(6 1197.9452),(7 1221.5137),(8 1237.4001),(9 1253.207),(10 1271.5009),(11 1296.9227),(12 1317.8035),(13 1350.8195),(14 1337.1106),(15 1376.6072),(16 1382.5913),(17 1400.3246),(18 1391.5076),(19 1404.0795),(20 1424.4172),(21 1429.0396),(22 1447.1067),(23 1476.1451),(24 1500.1887),(25 1519.6075),(26 1570.3524),(27 1591.001),(28 1575.8671),(29 1599.9875),(30 1604.1531),(31 1640.875),(32 1635.8678),(33 1665.4319),(34 1677.8749),(35 1719.272),(36 1729.8566),(37 1735.1306),(38 1742.3407),(39 1751.0881),(40 1761.8994),(41 1769.3685),(42 1752.9114),(43 1756.8304),(44 1761.9305),(45 1748.7578),(46 1750.9874),(47 1712.4128),(48 1714.6958),(49 1714.1301),(50 1718.8263),(51 1739.5704),(52 1689.2892),(53 1698.5822),(54 1683.2201),(55 1677.603),(56 1675.3062),(57 1662.1677),(58 1664.7523),(59 1685.1549),(60 1671.7871),(61 1696.0846),(62 1696.362),(63 1708.493),(64 1682.125),(65 1688.7427),(66 1688.2968),(67 1706.6614),(68 1686.7043),(69 1702.388),(70 1697.1348),(71 1725.3359),(72 1737.7874),(73 1724.3278),(74 1715.8567),(75 1706.1699),(76 1708.3251),(77 1695.2799),(78 1710.678),(79 1705.4266),
(1 777.0777),(2 918.4244),(3 1018.1821),(4 1055.3395),(5 1095.2909),(6 1129.5876),(7 1159.6595),(8 1180.5),(9 1175.1508),(10 1193.1409),(11 1212.3252),(12 1224.8353),(13 1246.9011),(14 1265.3633),(15 1292.66),(16 1292.2876),(17 1320.9438),(18 1337.4438),(19 1352.501),(20 1384.7279),(21 1382.6161),(22 1412.4403),(23 1434.491),(24 1441.2745),(25 1485.4126),(26 1501.5752),(27 1520.1302),(28 1513.9745),(29 1558.5708),(30 1578.7129),(31 1585.0535),(32 1593.7532),(33 1608.6011),(34 1627.9988),(35 1641.158),(36 1656.3309),(37 1647.0494),(38 1660.2585),(39 1661.4922),(40 1660.1011),(41 1654.3685),(42 1649.5758),(43 1650.181),(44 1647.0363),(45 1651.7692),(46 1636.2035),(47 1617.3328),(48 1627.652),(49 1626.2687),(50 1633.7164),(51 1638.1715),(52 1624.6113),(53 1631.6715),(54 1623.1619),(55 1631.1469),(56 1626.6044),(57 1614.9291),(58 1627.0769),(59 1635.2397),(60 1622.3333),(61 1629.3922),(62 1636.5184),(63 1640.1763),(64 1645.8684),(65 1646.877),(66 1648.3805),(67 1639.7294),(68 1632.5107),(69 1654.1073),(70 1656.5353),(71 1653.7255),(72 1655.2695),(73 1642.2258),(74 1663.3219),(75 1652.6865),(76 1644.2916),(77 1631.4984),(78 1656.9966),(79 1658.1172),
(1 785.20905),(2 924.6613),(3 1020.9973),(4 1052.6981),(5 1103.0596),(6 1136.074),(7 1148.1437),(8 1164.1996),(9 1179.965),(10 1217.9966),(11 1235.9307),(12 1269.1539),(13 1289.0819),(14 1299.387),(15 1321.8098),(16 1325.9027),(17 1353.5219),(18 1349.0973),(19 1377.0925),(20 1394.5194),(21 1410.6365),(22 1432.0636),(23 1468.4142),(24 1471.7928),(25 1502.3324),(26 1511.0023),(27 1535.032),(28 1545.6309),(29 1576.7062),(30 1598.4895),(31 1611.0155),(32 1629.2983),(33 1649.1276),(34 1672.0807),(35 1680.8054),(36 1695.1091),(37 1688.293),(38 1695.2065),(39 1700.4758),(40 1688.6699),(41 1690.9741),(42 1695.5045),(43 1666.552),(44 1674.3737),(45 1676.2723),(46 1668.3646),(47 1683.0955),(48 1664.7072),(49 1669.5991),(50 1651.9359),(51 1657.4895),(52 1656.4279),(53 1662.1166),(54 1660.3256),(55 1663.4226),(56 1654.902),(57 1651.5869),(58 1660.9539),(59 1645.3362),(60 1632.925),(61 1635.4991),(62 1647.7454),(63 1658.3353),(64 1653.8706),(65 1655.587),(66 1655.9141),(67 1658.8256),(68 1655.2305),(69 1652.2455),(70 1646.7465),(71 1664.4906),(72 1685.2681),(73 1699.722),(74 1687.6896),(75 1694.3081),(76 1697.8209),(77 1695.3406),(78 1680.3708),(79 1687.6244),
(1 773.389),(2 900.3295),(3 985.1107),(4 1028.3087),(5 1066.0083),(6 1111.009),(7 1142.5621),(8 1167.444),(9 1194.0244),(10 1210.4158),(11 1209.291),(12 1243.4202),(13 1252.7344),(14 1278.6044),(15 1296.2913),(16 1311.3326),(17 1317.5874),(18 1319.2865),(19 1333.1705),(20 1343.197),(21 1362.5365),(22 1379.119),(23 1407.2582),(24 1417.7219),(25 1445.1709),(26 1458.4792),(27 1483.1578),(28 1494.5543),(29 1539.4971),(30 1542.9047),(31 1577.1968),(32 1573.2737),(33 1614.0524),(34 1638.152),(35 1643.5161),(36 1687.3405),(37 1691.0316),(38 1704.7389),(39 1711.8387),(40 1728.4512),(41 1732.2405),(42 1719.7804),(43 1722.1885),(44 1745.3701),(45 1718.6215),(46 1718.3662),(47 1701.9005),(48 1714.3375),(49 1704.785),(50 1691.7611),(51 1690.2345),(52 1668.4),(53 1668.8556),(54 1681.4559),(55 1690.5715),(56 1689.7515),(57 1682.7302),(58 1682.4354),(59 1676.3315),(60 1675.5454),(61 1660.9132),(62 1674.9559),(63 1695.6299),(64 1695.61),(65 1709.2097),(66 1710.1725),(67 1717.008),(68 1715.7255),(69 1697.6885),(70 1712.4686),(71 1708.4277),(72 1724.2869),(73 1696.2704),(74 1695.6667),(75 1714.8014),(76 1700.5186),(77 1703.158),(78 1704.0813),(79 1687.3577),
(1 740.21216),(2 886.23553),(3 972.22144),(4 1020.5683),(5 1067.9286),(6 1099.3424),(7 1131.9067),(8 1170.6563),(9 1180.3),(10 1204.9666),(11 1223.8441),(12 1237.6163),(13 1266.5746),(14 1279.5787),(15 1296.7493),(16 1286.782),(17 1310.1406),(18 1311.6268),(19 1343.4473),(20 1364.7083),(21 1374.7966),(22 1414.1742),(23 1452.7871),(24 1457.3677),(25 1490.5454),(26 1521.9387),(27 1544.0576),(28 1572.0048),(29 1584.016),(30 1620.8196),(31 1641.6989),(32 1669.9022),(33 1700.1426),(34 1708.4967),(35 1725.8153),(36 1754.1715),(37 1761.8477),(38 1772.5361),(39 1790.8754),(40 1811.678),(41 1802.8176),(42 1803.7294),(43 1801.269),(44 1807.6304),(45 1797.4664),(46 1799.0958),(47 1792.7246),(48 1779.3271),(49 1780.075),(50 1783.0037),(51 1785.4518),(52 1772.2893),(53 1777.266),(54 1774.7217),(55 1794.4856),(56 1771.4651),(57 1782.9614),(58 1785.4368),(59 1773.3431),(60 1776.2051),(61 1774.4514),(62 1782.882),(63 1789.7408),(64 1794.2896),(65 1803.8625),(66 1807.7236),(67 1823.552),(68 1812.7129),(69 1806.3527),(70 1818.8783),(71 1808.9823),(72 1827.1624),(73 1787.411),(74 1770.2379),(75 1791.4918),(76 1772.1625),(77 1779.4222),(78 1780.4436),(79 1781.8247),
(1 726.2522),(2 848.4167),(3 959.4635),(4 993.26965),(5 1047.0269),(6 1071.6581),(7 1128.712),(8 1147.5234),(9 1185.2843),(10 1214.0482),(11 1224.1943),(12 1242.8263),(13 1275.2928),(14 1286.9475),(15 1328.2478),(16 1312.1047),(17 1326.5983),(18 1337.8859),(19 1356.2626),(20 1381.3317),(21 1390.2439),(22 1408.4435),(23 1445.0077),(24 1463.0573),(25 1510.9374),(26 1531.6575),(27 1567.8563),(28 1572.2855),(29 1614.4026),(30 1630.3085),(31 1644.693),(32 1684.6237),(33 1689.6117),(34 1698.2069),(35 1690.5146),(36 1710.3652),(37 1707.8873),(38 1712.3236),(39 1741.6079),(40 1749.3096),(41 1743.6478),(42 1745.3589),(43 1743.3665),(44 1754.2059),(45 1729.9583),(46 1760.8094),(47 1752.2064),(48 1741.5817),(49 1746.8293),(50 1724.6693),(51 1747.7206),(52 1746.3474),(53 1739.3186),(54 1741.4221),(55 1744.5757),(56 1737.6315),(57 1734.0765),(58 1735.8103),(59 1755.9392),(60 1770.2057),(61 1774.5193),(62 1784.8843),(63 1781.6123),(64 1798.4446),(65 1809.157),(66 1811.4222),(67 1803.6289),(68 1793.221),(69 1793.7485),(70 1792.3312),(71 1794.6674),(72 1804.6119),(73 1792.6152),(74 1791.4786),(75 1774.3286),(76 1768.5469),(77 1782.8779),(78 1777.2058),(79 1785.5966),
(1 712.28577),(2 837.26666),(3 941.4646),(4 982.07574),(5 1029.4219),(6 1053.5208),(7 1098.2642),(8 1116.913),(9 1145.7513),(10 1161.0731),(11 1188.918),(12 1203.9506),(13 1227.4746),(14 1251.5106),(15 1287.6378),(16 1277.4196),(17 1297.3794),(18 1301.9852),(19 1312.3589),(20 1315.8585),(21 1343.2544),(22 1374.5154),(23 1410.6268),(24 1432.5587),(25 1475.0552),(26 1497.1272),(27 1530.26),(28 1546.3013),(29 1577.6997),(30 1591.133),(31 1615.6986),(32 1638.4055),(33 1664.585),(34 1671.1091),(35 1686.9729),(36 1704.1302),(37 1725.3949),(38 1730.7076),(39 1767.7484),(40 1789.1451),(41 1802.4574),(42 1794.2714),(43 1804.2042),(44 1788.2158),(45 1776.7747),(46 1792.2811),(47 1785.0253),(48 1773.5889),(49 1756.1187),(50 1752.5762),(51 1757.5203),(52 1742.1605),(53 1732.2563),(54 1737.9731),(55 1743.4707),(56 1765.4934),(57 1749.7197),(58 1756.4083),(59 1772.304),(60 1785.9928),(61 1789.914),(62 1792.3495),(63 1803.9933),(64 1796.8652),(65 1808.8687),(66 1812.2947),(67 1806.2163),(68 1805.3641),(69 1801.5374),(70 1807.7533),(71 1783.8737),(72 1785.0525),(73 1773.3292),(74 1779.0111),(75 1757.7385),(76 1756.0857),(77 1751.9506),(78 1740.515),(79 1719.43),
(1 710.1442),(2 839.9924),(3 935.8717),(4 970.18024),(5 1004.47974),(6 1058.5254),(7 1077.2329),(8 1102.8442),(9 1108.6565),(10 1125.3835),(11 1150.1094),(12 1144.2368),(13 1188.2677),(14 1192.7721),(15 1227.3805),(16 1228.1014),(17 1246.2115),(18 1260.4597),(19 1264.3777),(20 1290.9274),(21 1322.9476),(22 1343.6108),(23 1382.8002),(24 1415.213),(25 1460.8202),(26 1506.0377),(27 1524.4832),(28 1546.8792),(29 1573.4943),(30 1599.7532),(31 1614.8027),(32 1623.2446),(33 1660.2833),(34 1663.209),(35 1667.7781),(36 1678.7806),(37 1700.2485),(38 1691.6989),(39 1722.3057),(40 1752.4034),(41 1745.4642),(42 1749.9579),(43 1755.8955),(44 1746.3237),(45 1745.7162),(46 1732.2343),(47 1723.3475),(48 1717.6943),(49 1706.3),(50 1704.9131),(51 1693.1941),(52 1681.7601),(53 1683.0668),(54 1673.8627),(55 1671.6002),(56 1668.9244),(57 1684.8557),(58 1684.4465),(59 1693.8207),(60 1682.1564),(61 1696.8167),(62 1688.1119),(63 1718.0305),(64 1692.9883),(65 1698.3488),(66 1686.4072),(67 1691.7065),(68 1681.3488),(69 1693.1033),(70 1694.7102),(71 1692.3777),(72 1701.0508),(73 1692.1439),(74 1695.643),(75 1696.103),(76 1670.583),(77 1647.2383),(78 1650.422),(79 1657.2396),
(1 691.8546),(2 802.44794),(3 914.3896),(4 939.7937),(5 970.88324),(6 1016.22253),(7 1052.2357),(8 1068.7472),(9 1092.7961),(10 1124.9219),(11 1143.847),(12 1161.1116),(13 1183.7979),(14 1218.9036),(15 1240.129),(16 1242.7463),(17 1247.881),(18 1280.7269),(19 1291.2184),(20 1308.7543),(21 1325.0105),(22 1349.1028),(23 1362.9087),(24 1390.6101),(25 1408.0026),(26 1437.6074),(27 1461.6517),(28 1467.6051),(29 1488.3113),(30 1491.801),(31 1507.006),(32 1520.6222),(33 1542.0098),(34 1533.1206),(35 1550.7429),(36 1545.3396),(37 1560.6012),(38 1575.501),(39 1610.7279),(40 1622.2925),(41 1617.4393),(42 1617.9048),(43 1617.1421),(44 1636.5513),(45 1617.9747),(46 1619.4274),(47 1650.0498),(48 1615.114),(49 1621.7632),(50 1607.0812),(51 1608.2389),(52 1609.7235),(53 1619.6672),(54 1600.9934),(55 1603.3677),(56 1616.3909),(57 1624.9044),(58 1626.142),(59 1634.4502),(60 1633.3535),(61 1618.9133),(62 1640.3456),(63 1657.287),(64 1671.682),(65 1666.5597),(66 1658.6586),(67 1668.5575),(68 1656.4686),(69 1657.7692),(70 1655.4772),(71 1660.1741),(72 1648.6039),(73 1645.8024),(74 1648.6067),(75 1642.7018),(76 1623.8075),(77 1608.2328),(78 1624.6213),(79 1600.0432),
(1 683.06744),(2 794.10535),(3 892.8239),(4 905.0684),(5 938.11707),(6 970.29504),(7 1009.5548),(8 1030.6141),(9 1042.5225),(10 1050.4218),(11 1078.1882),(12 1109.3489),(13 1110.5869),(14 1130.895),(15 1153.1934),(16 1167.4216),(17 1182.4789),(18 1194.5428),(19 1215.6232),(20 1247.8312),(21 1259.3694),(22 1279.3875),(23 1293.1375),(24 1321.5415),(25 1355.7662),(26 1367.6792),(27 1379.9135),(28 1397.5919),(29 1408.8352),(30 1410.587),(31 1430.56),(32 1455.4478),(33 1474.8732),(34 1486.8169),(35 1490.0974),(36 1493.0608),(37 1499.233),(38 1527.269),(39 1529.1163),(40 1529.1987),(41 1530.6727),(42 1548.9764),(43 1538.6287),(44 1539.7701),(45 1524.2341),(46 1543.5562),(47 1534.134),(48 1509.1226),(49 1513.0687),(50 1498.1144),(51 1492.7509),(52 1492.3948),(53 1492.7657),(54 1494.339),(55 1475.8352),(56 1481.9125),(57 1477.7651),(58 1478.418),(59 1497.3794),(60 1500.4393),(61 1494.1729),(62 1517.0978),(63 1507.0322),(64 1505.8607),(65 1485.7733),(66 1478.4846),(67 1486.4622),(68 1462.4125),(69 1464.7427),(70 1464.7773),(71 1470.5624),(72 1471.1636),(73 1475.1157),(74 1485.252),(75 1477.9897),(76 1473.5614),(77 1451.973),(78 1448.9603),(79 1451.1642),
