1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 934331),(2 3399325.8),(3 6779381.5),(4 10915295),(5 14980859),(6 19390922),(7 24626480),(8 30959010),(9 36624588),(10 42914996),(11 50214836),(12 57695820),(13 66651216),(14 77024540),(15 88849350),(16 101740570),(17 116321820),(18 132424650),(19 150271220),(20 171421860),(21 192618580),(22 215808780),(23 240600560),(24 268444930),(25 296219800),(26 327058660),(27 361136400),(28 396444000),(29 436098800),(30 477660830),(31 526369020),(32 575657300),(33 622363800),(34 669862850),(35 723319900),(36 780985340),(37 843523650),(38 923744000),(39 991995100),(40 1065444540),(41 1137119100),(42 1195614500),(43 1252114800),(44 1306491300),(45 1358361100),(46 1401851100),(47 1439444000),(48 1472427000),(49 1502527500),(50 1522940400),(51 1534792800),(52 1538640400),(53 1529918600),(54 1520148500),(55 1501846900),(56 1472495500),(57 1432908200),(58 1380343400),(59 1317054800),(60 1246063500),(61 1172811400),(62 1095611100),(63 1023531200),(64 952371460),(65 882137400),(66 812536100),(67 745055400),(68 679530600),(69 617849400),(70 557922750),(71 501143970),(72 447156600),(73 396457820),(74 350761470),(75 307576930),(76 268676830),(77 235143440),(78 207132860),(79 185836030),
(1 640.0886),(2 767.484),(3 817.8718),(4 880.6639),(5 878.1088),(6 890.39545),(7 898.29346),(8 867.0743),(9 893.85675),(10 886.0493),(11 887.45386),(12 881.6762),(13 902.0758),(14 909.2103),(15 921.1655),(16 941.85284),(17 944.13763),(18 924.7801),(19 923.7422),(20 939.6385),(21 976.22205),(22 998.7579),(23 958.9164),(24 971.6861),(25 953.3043),(26 965.46014),(27 969.2634),(28 964.24884),(29 985.28253),(30 991.0625),(31 991.68036),(32 992.6351),(33 986.83374),(34 974.54736),(35 975.46344),(36 968.5051),(37 972.25903),(38 978.7234),(39 983.8985),(40 981.3432),(41 971.0962),(42 968.665),(43 957.96277),(44 955.0615),(45 948.0216),(46 948.0399),(47 950.13416),(48 950.3192),(49 949.4728),(50 952.16595),(51 968.81885),(52 972.8726),(53 980.8953),(54 974.6466),(55 995.9149),(56 985.5571),(57 989.0103),(58 991.7891),(59 984.18823),(60 1000.112),(61 998.12085),(62 1005.727),(63 998.1712),(64 999.9661),(65 1009.8395),(66 1007.9011),(67 1008.2578),(68 1027.0874),(69 1019.27783),(70 1006.9896),(71 1007.4238),(72 1019.7558),(73 1024.9565),(74 1013.2063),(75 1012.972),(76 1022.55347),(77 1047.7415),(78 1025.4269),(79 992.9651),
(1 610.6687),(2 740.0395),(3 779.1973),(4 831.4854),(5 836.17206),(6 854.7311),(7 864.90393),(8 836.7505),(9 863.105),(10 858.9543),(11 868.9836),(12 877.29626),(13 895.2617),(14 896.4486),(15 923.593),(16 945.65314),(17 928.28796),(18 927.81464),(19 929.60583),(20 948.0024),(21 979.667),(22 1006.457),(23 962.4444),(24 989.8499),(25 963.9624),(26 977.71765),(27 977.69025),(28 974.479),(29 986.45557),(30 988.8002),(31 982.6454),(32 976.1663),(33 980.7256),(34 970.83624),(35 979.69775),(36 970.0905),(37 966.59607),(38 977.15875),(39 970.28406),(40 972.86646),(41 954.91016),(42 935.84125),(43 932.1121),(44 932.25757),(45 933.5737),(46 922.3448),(47 924.7809),(48 924.0452),(49 919.1338),(50 922.9542),(51 917.7365),(52 926.166),(53 926.1158),(54 925.54517),(55 932.73773),(56 928.9809),(57 935.7235),(58 928.0841),(59 932.69574),(60 941.85254),(61 939.5308),(62 940.1577),(63 936.9311),(64 945.7958),(65 952.69635),(66 942.81854),(67 939.88403),(68 963.8825),(69 952.2895),(70 942.6796),(71 942.1033),(72 957.1191),(73 959.89655),(74 949.0656),(75 942.16455),(76 954.9753),(77 982.19604),(78 977.8465),(79 955.65),
(1 594.4119),(2 728.87494),(3 763.42596),(4 798.36206),(5 818.0058),(6 844.4044),(7 860.5427),(8 828.6585),(9 854.1117),(10 853.66046),(11 869.5769),(12 886.7464),(13 889.1208),(14 898.8342),(15 926.896),(16 940.0305),(17 925.53644),(18 927.1377),(19 943.2807),(20 954.6941),(21 980.26306),(22 984.8727),(23 962.5368),(24 995.8644),(25 977.2445),(26 975.5642),(27 970.68933),(28 973.1651),(29 988.2049),(30 998.01385),(31 985.2126),(32 984.3323),(33 983.8889),(34 985.3277),(35 984.72046),(36 976.0674),(37 974.81866),(38 977.51996),(39 973.0509),(40 967.6761),(41 956.55756),(42 952.06793),(43 960.112),(44 945.1306),(45 947.6006),(46 937.4346),(47 955.12555),(48 948.32477),(49 945.3152),(50 950.5442),(51 930.3468),(52 924.7914),(53 930.21906),(54 934.1377),(55 939.167),(56 944.0945),(57 958.8993),(58 952.2993),(59 941.7472),(60 956.6534),(61 945.4161),(62 952.4614),(63 940.88745),(64 934.91174),(65 932.8239),(66 931.83636),(67 927.48755),(68 947.6148),(69 946.47144),(70 938.166),(71 936.4805),(72 943.7988),(73 949.5407),(74 937.68024),(75 934.7871),(76 929.9311),(77 957.6124),(78 955.26746),(79 937.3414),
(1 570.7387),(2 686.6408),(3 731.5005),(4 767.4069),(5 791.9472),(6 810.621),(7 830.758),(8 794.104),(9 814.86725),(10 805.2433),(11 828.0675),(12 846.5359),(13 848.7369),(14 852.10944),(15 892.50684),(16 883.8325),(17 874.4282),(18 870.5613),(19 908.01483),(20 895.96387),(21 918.80505),(22 906.1112),(23 909.858),(24 938.8623),(25 908.1474),(26 916.5295),(27 917.18915),(28 910.79553),(29 925.6966),(30 924.3602),(31 909.42865),(32 925.46533),(33 916.3608),(34 915.3921),(35 903.947),(36 897.3478),(37 889.8345),(38 884.65405),(39 889.837),(40 881.18774),(41 884.6405),(42 883.314),(43 876.45734),(44 861.99146),(45 867.4003),(46 864.18616),(47 868.60004),(48 862.3056),(49 868.824),(50 866.43713),(51 870.683),(52 868.5942),(53 870.81323),(54 874.46924),(55 880.4669),(56 882.1271),(57 889.9178),(58 886.6143),(59 897.2317),(60 905.8212),(61 906.6535),(62 908.5659),(63 899.74115),(64 904.9534),(65 906.07043),(66 901.26984),(67 897.749),(68 925.2132),(69 921.9336),(70 923.7337),(71 916.0038),(72 923.13086),(73 923.73126),(74 916.10876),(75 917.40967),(76 914.83514),(77 938.51886),(78 941.06793),(79 922.3397),
(1 565.58606),(2 664.3929),(3 719.7231),(4 762.5817),(5 781.6466),(6 787.4518),(7 801.9984),(8 770.0583),(9 792.7377),(10 787.93964),(11 792.02686),(12 810.52576),(13 818.0716),(14 825.3665),(15 861.4375),(16 860.01105),(17 847.2308),(18 855.43066),(19 897.6964),(20 876.24786),(21 889.5285),(22 895.8365),(23 900.9852),(24 920.5735),(25 891.2609),(26 900.84576),(27 899.4782),(28 904.8694),(29 914.6051),(30 909.3217),(31 903.7314),(32 912.5158),(33 912.34094),(34 912.9228),(35 900.4871),(36 902.0841),(37 895.2689),(38 890.72504),(39 882.31323),(40 882.6611),(41 871.24615),(42 874.8362),(43 871.20447),(44 865.83264),(45 879.0864),(46 859.04083),(47 874.29974),(48 867.6984),(49 863.9493),(50 861.1478),(51 869.81885),(52 860.9381),(53 865.42053),(54 876.24347),(55 884.31555),(56 892.3135),(57 898.3522),(58 892.0325),(59 893.33356),(60 904.7846),(61 894.11615),(62 903.0881),(63 892.8042),(64 890.68536),(65 887.5937),(66 878.38074),(67 889.99756),(68 895.8739),(69 889.2862),(70 888.6552),(71 889.05316),(72 888.0803),(73 882.4733),(74 877.9878),(75 896.2931),(76 889.0264),(77 908.81146),(78 896.03357),(79 874.29297),
(1 572.5196),(2 665.15814),(3 721.7127),(4 764.7602),(5 795.22516),(6 781.7714),(7 797.03937),(8 790.69543),(9 802.64557),(10 800.3717),(11 803.7901),(12 828.38885),(13 836.5372),(14 833.7457),(15 853.95123),(16 848.6041),(17 844.9691),(18 855.36334),(19 900.53),(20 879.95825),(21 897.02216),(22 910.17444),(23 916.01996),(24 903.2734),(25 895.2895),(26 896.675),(27 894.545),(28 925.7444),(29 917.41864),(30 910.2424),(31 912.8172),(32 904.0054),(33 917.5311),(34 916.8005),(35 904.5617),(36 909.44336),(37 905.2763),(38 914.37225),(39 894.59686),(40 909.3935),(41 892.2656),(42 886.2981),(43 881.7578),(44 868.4742),(45 884.02655),(46 872.2294),(47 883.0258),(48 878.1143),(49 876.82025),(50 876.67523),(51 888.4609),(52 887.5372),(53 881.67896),(54 885.03766),(55 892.3211),(56 898.834),(57 891.8378),(58 892.8161),(59 892.0803),(60 898.6898),(61 892.21893),(62 902.9176),(63 905.115),(64 896.8135),(65 895.4782),(66 898.8465),(67 893.3514),(68 900.3322),(69 897.23676),(70 888.8351),(71 885.28735),(72 887.6213),(73 884.30634),(74 889.3305),(75 895.41187),(76 899.2854),(77 917.5703),(78 904.6137),(79 888.9047),
(1 565.84186),(2 645.61914),(3 700.32166),(4 740.3216),(5 761.782),(6 757.33795),(7 772.01794),(8 773.9774),(9 781.44293),(10 785.15015),(11 794.5834),(12 816.1814),(13 819.9984),(14 813.9528),(15 820.8428),(16 825.9923),(17 830.7614),(18 839.9377),(19 873.4757),(20 852.1389),(21 868.45105),(22 892.6288),(23 893.123),(24 868.72974),(25 856.4055),(26 864.3702),(27 867.90247),(28 877.47363),(29 867.5416),(30 864.3102),(31 860.85205),(32 869.07544),(33 866.9417),(34 878.7208),(35 853.54944),(36 860.3993),(37 845.4184),(38 867.9984),(39 849.3377),(40 855.108),(41 829.3028),(42 816.43225),(43 820.1114),(44 809.9276),(45 821.2949),(46 814.958),(47 836.10175),(48 832.5413),(49 827.31903),(50 828.7795),(51 830.91504),(52 830.82855),(53 828.71564),(54 841.75415),(55 851.9223),(56 858.7203),(57 855.3975),(58 858.5325),(59 857.3595),(60 860.07684),(61 860.308),(62 868.85986),(63 867.583),(64 877.1211),(65 873.2891),(66 876.8642),(67 873.9763),(68 877.8251),(69 877.0235),(70 875.436),(71 873.48486),(72 877.4622),(73 868.00073),(74 883.4253),(75 888.589),(76 888.21985),(77 894.6781),(78 875.7136),(79 865.20734),
(1 567.76154),(2 644.6993),(3 695.7572),(4 734.5785),(5 753.7041),(6 763.29584),(7 772.0047),(8 779.58307),(9 790.1091),(10 789.1249),(11 793.287),(12 818.5716),(13 824.40454),(14 802.7753),(15 813.18427),(16 827.1566),(17 831.3784),(18 832.4465),(19 861.18604),(20 841.21423),(21 861.41345),(22 896.6639),(23 906.8574),(24 871.16406),(25 865.2247),(26 886.66974),(27 891.6488),(28 897.3085),(29 893.9968),(30 883.1118),(31 870.71783),(32 879.25195),(33 901.5211),(34 903.80743),(35 882.86017),(36 884.5691),(37 866.44),(38 883.52496),(39 880.1489),(40 871.24066),(41 861.85504),(42 853.4723),(43 854.06757),(44 851.86395),(45 854.0977),(46 846.5393),(47 861.9059),(48 857.963),(49 859.4782),(50 861.0204),(51 847.80566),(52 848.2002),(53 858.51135),(54 858.81134),(55 864.9757),(56 867.467),(57 868.94965),(58 876.911),(59 874.3347),(60 885.9955),(61 887.73694),(62 884.1517),(63 882.09875),(64 888.97876),(65 886.49774),(66 887.33765),(67 879.12866),(68 883.35657),(69 886.4525),(70 884.6688),(71 890.2809),(72 898.449),(73 884.75037),(74 894.3641),(75 898.7142),(76 898.8392),(77 910.7195),(78 890.5695),(79 895.832),
(1 561.3263),(2 639.82635),(3 681.2187),(4 727.5261),(5 741.79285),(6 738.62146),(7 752.8571),(8 757.90985),(9 765.3523),(10 774.40594),(11 779.7968),(12 797.69946),(13 813.15216),(14 788.37415),(15 794.4773),(16 827.81537),(17 845.586),(18 835.1702),(19 862.5951),(20 838.7373),(21 852.72516),(22 888.1357),(23 899.58594),(24 865.13446),(25 867.796),(26 882.3666),(27 888.7468),(28 903.4407),(29 896.8699),(30 883.88684),(31 862.44055),(32 873.9556),(33 897.00806),(34 898.4105),(35 893.6669),(36 892.59625),(37 885.70703),(38 885.0574),(39 895.15814),(40 884.76654),(41 886.1943),(42 880.731),(43 878.915),(44 871.72906),(45 873.0903),(46 866.17725),(47 875.91095),(48 869.0293),(49 878.65704),(50 877.58453),(51 867.7727),(52 877.56445),(53 887.3471),(54 887.5098),(55 886.6255),(56 893.61096),(57 897.4164),(58 894.50476),(59 883.01685),(60 886.7082),(61 881.94995),(62 883.4805),(63 880.8165),(64 885.3409),(65 892.67096),(66 887.93744),(67 876.00665),(68 888.2138),(69 894.9888),(70 897.9036),(71 890.69055),(72 893.92163),(73 867.79205),(74 872.3333),(75 886.91895),(76 884.24774),(77 899.64014),(78 872.6535),(79 888.10895),
(1 568.67773),(2 645.90424),(3 682.7565),(4 734.4222),(5 754.0857),(6 744.47314),(7 760.06824),(8 747.21106),(9 746.5868),(10 761.9047),(11 770.24695),(12 790.3316),(13 808.5562),(14 786.6669),(15 796.9545),(16 840.4983),(17 865.89624),(18 841.90344),(19 872.6598),(20 833.14105),(21 841.78986),(22 882.16644),(23 890.88873),(24 865.60736),(25 856.23083),(26 859.55743),(27 864.5868),(28 882.52673),(29 877.31055),(30 878.1634),(31 855.22614),(32 861.32465),(33 875.2142),(34 882.5209),(35 868.6063),(36 863.62),(37 866.98065),(38 848.2409),(39 854.4037),(40 838.6939),(41 837.62384),(42 819.7126),(43 821.6263),(44 820.55347),(45 831.20526),(46 832.50476),(47 828.99304),(48 829.52423),(49 839.24414),(50 839.86505),(51 832.1025),(52 840.4601),(53 848.39514),(54 839.23346),(55 843.0787),(56 855.1174),(57 857.8508),(58 862.80756),(59 861.4461),(60 863.81866),(61 873.9309),(62 886.4261),(63 876.4785),(64 880.7499),(65 882.8368),(66 880.002),(67 858.12476),(68 870.21893),(69 883.8251),(70 894.9695),(71 885.3957),(72 886.9038),(73 863.679),(74 880.29614),(75 892.63837),(76 882.625),(77 894.0363),(78 864.75165),(79 877.43994),
(1 566.3742),(2 644.5707),(3 687.23566),(4 738.8989),(5 764.56946),(6 746.7738),(7 765.17957),(8 763.42413),(9 759.8652),(10 777.68054),(11 797.28204),(12 809.372),(13 822.25824),(14 805.9887),(15 821.7978),(16 859.8436),(17 870.32477),(18 836.1264),(19 873.74207),(20 848.6009),(21 859.85315),(22 900.47375),(23 898.2918),(24 862.68604),(25 866.73065),(26 872.9081),(27 884.5785),(28 898.29614),(29 885.8115),(30 876.66797),(31 861.90656),(32 869.4808),(33 886.6733),(34 885.1242),(35 867.03754),(36 858.797),(37 862.2116),(38 864.1324),(39 864.98584),(40 847.6771),(41 852.7994),(42 848.3169),(43 842.1474),(44 855.3586),(45 852.1984),(46 853.28613),(47 845.59906),(48 847.889),(49 849.1618),(50 858.00256),(51 853.7887),(52 862.0257),(53 865.04456),(54 864.3775),(55 873.5027),(56 880.4573),(57 891.8257),(58 881.84906),(59 886.92285),(60 881.46783),(61 890.5896),(62 892.6751),(63 882.1232),(64 879.1782),(65 886.75433),(66 889.3161),(67 866.86896),(68 883.9004),(69 892.0908),(70 912.491),(71 906.8538),(72 895.3025),(73 874.08405),(74 896.45526),(75 909.9713),(76 899.28925),(77 907.74115),(78 876.2845),(79 883.6275),
(1 543.43115),(2 618.5717),(3 650.83093),(4 690.7089),(5 724.2263),(6 695.05585),(7 715.12213),(8 728.1767),(9 723.1945),(10 739.6314),(11 747.12274),(12 750.22076),(13 755.55786),(14 745.64325),(15 771.4011),(16 796.37506),(17 795.43256),(18 766.07996),(19 817.74915),(20 814.1058),(21 796.50946),(22 834.80853),(23 833.03204),(24 802.91705),(25 832.94055),(26 819.08124),(27 820.8856),(28 830.29047),(29 827.7203),(30 824.25464),(31 831.33417),(32 811.1311),(33 814.66754),(34 825.20526),(35 809.50665),(36 816.91547),(37 826.2116),(38 830.30945),(39 820.6186),(40 809.1499),(41 791.2142),(42 793.80597),(43 792.7134),(44 802.34),(45 801.8882),(46 799.32983),(47 793.2915),(48 796.1194),(49 798.85675),(50 805.4831),(51 794.7558),(52 792.5929),(53 795.50116),(54 793.219),(55 801.699),(56 794.1093),(57 808.77435),(58 794.02124),(59 798.8364),(60 794.7077),(61 807.2541),(62 812.04095),(63 812.00854),(64 813.1149),(65 813.1707),(66 815.1569),(67 799.82025),(68 809.10645),(69 815.8981),(70 829.0728),(71 824.22565),(72 822.28796),(73 813.36774),(74 830.5254),(75 839.5507),(76 848.3713),(77 852.47644),(78 822.50653),(79 837.37854),
(1 544.26654),(2 618.528),(3 634.8707),(4 680.8478),(5 711.9152),(6 684.30963),(7 714.1816),(8 736.629),(9 724.2796),(10 735.164),(11 745.96686),(12 758.2582),(13 761.93243),(14 757.13007),(15 780.333),(16 790.6918),(17 774.04095),(18 748.8205),(19 815.42084),(20 818.0935),(21 776.0065),(22 818.72675),(23 821.79755),(24 807.9322),(25 833.1122),(26 812.5746),(27 810.8539),(28 816.7057),(29 819.9308),(30 818.27325),(31 826.93274),(32 832.0044),(33 827.44934),(34 825.20184),(35 817.06995),(36 821.7686),(37 814.3533),(38 821.6024),(39 809.4),(40 801.7718),(41 792.36945),(42 803.8519),(43 790.3617),(44 806.86896),(45 791.02686),(46 807.6759),(47 799.66565),(48 804.31555),(49 809.6429),(50 811.25134),(51 808.7102),(52 809.40735),(53 814.1894),(54 818.5569),(55 823.0139),(56 819.6254),(57 826.4623),(58 831.81396),(59 842.45276),(60 845.5223),(61 856.14496),(62 856.21014),(63 844.8321),(64 854.4493),(65 840.38696),(66 840.36346),(67 831.477),(68 834.0492),(69 841.9102),(70 852.8366),(71 843.18616),(72 841.7904),(73 823.3071),(74 841.96875),(75 839.7626),(76 838.5626),(77 850.504),(78 819.70013),(79 834.9701),
(1 529.75726),(2 602.1004),(3 619.3504),(4 664.64764),(5 691.7369),(6 670.41925),(7 687.8675),(8 715.56146),(9 698.8868),(10 703.31537),(11 708.3774),(12 732.4693),(13 748.513),(14 751.39813),(15 779.1991),(16 767.43475),(17 741.0032),(18 749.94696),(19 789.6592),(20 805.48926),(21 774.0021),(22 801.3653),(23 808.16534),(24 814.07355),(25 828.1364),(26 807.9086),(27 811.50446),(28 805.31757),(29 793.8286),(30 796.3684),(31 802.0391),(32 805.6143),(33 794.16394),(34 785.08966),(35 772.4075),(36 780.6149),(37 768.8505),(38 780.3199),(39 757.99774),(40 762.74506),(41 757.4703),(42 758.1088),(43 745.9091),(44 746.4854),(45 740.0224),(46 754.39746),(47 751.958),(48 754.7055),(49 760.87384),(50 757.718),(51 758.9027),(52 752.3818),(53 758.9869),(54 767.03827),(55 760.67633),(56 761.34625),(57 764.30585),(58 770.0956),(59 776.06006),(60 769.553),(61 779.4973),(62 781.93884),(63 767.9556),(64 784.1267),(65 775.91833),(66 774.1211),(67 766.1757),(68 771.7027),(69 787.9045),(70 796.4386),(71 788.0645),(72 781.4603),(73 770.79236),(74 799.4521),(75 802.21326),(76 799.3902),(77 805.41956),(78 781.05646),(79 794.8902),
(1 518.8137),(2 591.03577),(3 615.3914),(4 668.40704),(5 693.8126),(6 672.5927),(7 696.8178),(8 713.6512),(9 710.0738),(10 719.9953),(11 716.18286),(12 739.9894),(13 772.9162),(14 768.91077),(15 792.8402),(16 775.96265),(17 758.1059),(18 784.8689),(19 804.9088),(20 813.86084),(21 782.9491),(22 793.7441),(23 802.8073),(24 812.3765),(25 814.2791),(26 804.7124),(27 810.963),(28 816.50134),(29 800.8158),(30 801.93195),(31 797.28503),(32 791.2651),(33 795.84094),(34 794.44006),(35 789.4298),(36 797.3591),(37 791.24054),(38 793.226),(39 780.75696),(40 780.7884),(41 773.28485),(42 762.34705),(43 762.0906),(44 771.69775),(45 765.8777),(46 779.4534),(47 781.141),(48 786.6999),(49 792.7469),(50 785.57196),(51 782.2712),(52 781.5493),(53 783.2613),(54 798.14307),(55 793.24335),(56 800.7973),(57 801.3397),(58 802.0104),(59 804.2017),(60 805.7333),(61 812.10974),(62 820.744),(63 815.31354),(64 829.5819),(65 815.0116),(66 817.8692),(67 808.87537),(68 803.14246),(69 816.8322),(70 820.71826),(71 808.3778),(72 804.4859),(73 788.07715),(74 808.7829),(75 810.24945),(76 806.17426),(77 809.2328),(78 779.6866),(79 784.4547),
(1 505.28696),(2 582.5146),(3 601.0835),(4 653.20917),(5 682.44885),(6 673.5858),(7 696.7155),(8 699.4018),(9 703.1984),(10 710.3763),(11 698.7393),(12 704.03656),(13 740.1495),(14 740.62885),(15 753.0256),(16 733.08405),(17 727.2198),(18 760.84033),(19 767.7125),(20 767.49695),(21 758.33563),(22 764.81836),(23 762.2257),(24 766.50775),(25 759.1646),(26 755.50995),(27 761.798),(28 765.4189),(29 758.67395),(30 759.0585),(31 741.6941),(32 748.1621),(33 761.4197),(34 752.6818),(35 753.1058),(36 741.83014),(37 738.93207),(38 733.2559),(39 729.37604),(40 720.2746),(41 724.0341),(42 716.7147),(43 725.37885),(44 727.4012),(45 734.4981),(46 724.39026),(47 729.4866),(48 736.05646),(49 735.6487),(50 732.9003),(51 727.75507),(52 722.6986),(53 728.3912),(54 735.70355),(55 736.5696),(56 739.2074),(57 750.7066),(58 744.4727),(59 749.5691),(60 748.1475),(61 752.33673),(62 755.53973),(63 747.1378),(64 759.166),(65 757.8489),(66 762.45294),(67 752.90576),(68 753.87036),(69 768.9104),(70 781.8517),(71 775.4247),(72 773.73206),(73 764.60986),(74 777.96375),(75 782.55945),(76 780.2892),(77 777.57214),(78 753.9231),(79 769.642),
(1 488.58084),(2 563.58746),(3 580.7171),(4 634.1018),(5 658.7283),(6 643.08777),(7 679.62836),(8 677.4421),(9 676.6979),(10 709.69635),(11 698.84265),(12 690.1663),(13 728.6195),(14 725.9785),(15 724.3796),(16 701.18164),(17 716.2516),(18 748.8283),(19 752.84174),(20 740.0166),(21 769.08777),(22 761.4951),(23 766.4005),(24 765.5002),(25 750.8338),(26 746.19385),(27 736.62726),(28 746.9447),(29 750.19763),(30 752.3506),(31 753.323),(32 751.70654),(33 752.59814),(34 746.1525),(35 734.479),(36 727.9011),(37 729.65894),(38 726.45544),(39 730.37317),(40 728.5883),(41 734.1653),(42 716.91425),(43 722.07806),(44 720.4243),(45 724.52155),(46 713.8687),(47 722.4203),(48 729.71454),(49 726.9398),(50 733.3198),(51 739.2226),(52 730.9854),(53 729.4153),(54 734.52435),(55 733.0116),(56 751.9738),(57 750.88104),(58 743.3501),(59 745.54175),(60 742.1812),(61 750.4279),(62 755.6495),(63 762.008),(64 769.0409),(65 769.92004),(66 776.9234),(67 759.6096),(68 760.82367),(69 781.8601),(70 784.7474),(71 775.98224),(72 775.48016),(73 770.9309),(74 780.9658),(75 787.5401),(76 788.7874),(77 774.3888),(78 756.92346),(79 777.5917),
(1 488.6006),(2 571.12195),(3 578.32043),(4 630.51355),(5 656.7669),(6 620.8438),(7 666.601),(8 686.4059),(9 665.6444),(10 715.0829),(11 717.5545),(12 697.611),(13 738.2269),(14 731.43195),(15 722.0023),(16 707.7021),(17 727.53235),(18 753.5672),(19 760.4506),(20 745.66956),(21 781.16504),(22 766.6512),(23 771.20966),(24 777.8348),(25 760.0118),(26 752.8749),(27 755.0397),(28 762.03174),(29 762.95197),(30 767.6622),(31 768.8071),(32 763.7482),(33 762.60547),(34 760.46326),(35 754.5061),(36 750.71716),(37 757.6133),(38 757.3143),(39 769.17993),(40 761.47015),(41 753.25323),(42 742.37805),(43 742.3256),(44 742.24054),(45 745.2033),(46 740.19226),(47 750.4235),(48 759.7373),(49 749.1597),(50 743.28204),(51 747.9184),(52 737.51154),(53 750.0494),(54 754.05334),(55 750.91473),(56 770.6589),(57 769.2489),(58 769.58685),(59 768.9571),(60 756.8455),(61 775.06946),(62 772.09216),(63 773.8008),(64 778.36993),(65 776.3182),(66 779.47614),(67 752.7696),(68 762.26715),(69 777.51105),(70 776.9719),(71 761.60516),(72 762.1084),(73 761.877),(74 763.68365),(75 763.51843),(76 769.8451),(77 747.1742),(78 734.75073),(79 762.30695),
