1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 152.2038),(2 186.46136),(3 208.02391),(4 227.16772),(5 241.70627),(6 248.1754),(7 253.82483),(8 262.28934),(9 266.26114),(10 270.93268),(11 275.0948),(12 281.02133),(13 280.77747),(14 284.10077),(15 291.17926),(16 293.44348),(17 293.88696),(18 295.8594),(19 299.7969),(20 300.67825),(21 304.35495),(22 308.75937),(23 313.85074),(24 315.04135),(25 319.30347),(26 320.9595),(27 322.60327),(28 327.72775),(29 330.06818),(30 335.38776),(31 339.90805),(32 343.60147),(33 349.63174),(34 352.38037),(35 354.25696),(36 358.99078),(37 364.87518),(38 372.91058),(39 378.8196),(40 382.74527),(41 390.8335),(42 395.9729),(43 404.03284),(44 412.2359),(45 412.95132),(46 418.42197),(47 424.5915),(48 430.40222),(49 434.93832),(50 441.86258),(51 443.3926),(52 445.50787),(53 449.93115),(54 451.22086),(55 451.60065),(56 453.43076),(57 452.9775),(58 459.50348),(59 459.66245),(60 460.23148),(61 465.79874),(62 465.412),(63 468.6029),(64 471.72043),(65 469.6732),(66 471.99524),(67 473.45007),(68 475.75732),(69 474.62598),(70 476.45157),(71 474.89166),(72 476.41995),(73 477.25583),(74 481.14194),(75 484.4963),(76 489.24228),(77 492.71384),(78 492.94562),(79 492.50998),
(1 148.6481),(2 183.0847),(3 205.98189),(4 222.16791),(5 233.25586),(6 240.97188),(7 243.4975),(8 250.21042),(9 254.13663),(10 257.69797),(11 261.95306),(12 266.76505),(13 268.60275),(14 272.62827),(15 276.55383),(16 278.31256),(17 279.85632),(18 281.28842),(19 285.78265),(20 288.1464),(21 292.0671),(22 293.4312),(23 299.36978),(24 303.20132),(25 303.46725),(26 306.96188),(27 310.141),(28 314.96124),(29 315.84576),(30 320.74445),(31 328.03662),(32 332.80215),(33 334.87018),(34 340.7743),(35 343.13742),(36 347.90076),(37 351.9818),(38 360.60825),(39 365.503),(40 371.11823),(41 374.65964),(42 379.19547),(43 386.94394),(44 390.9352),(45 392.96057),(46 397.40778),(47 404.15488),(48 408.0433),(49 411.54007),(50 417.05917),(51 424.60217),(52 425.5308),(53 433.5938),(54 436.07257),(55 438.202),(56 442.80542),(57 442.50348),(58 446.8566),(59 450.56958),(60 454.41934),(61 460.24768),(62 464.27103),(63 465.11935),(64 472.826),(65 473.94568),(66 475.3699),(67 477.18567),(68 477.9528),(69 477.1856),(70 476.74286),(71 478.86554),(72 484.2139),(73 485.59247),(74 488.87057),(75 491.3693),(76 493.33655),(77 493.67337),(78 496.91293),(79 496.0214),
(1 145.15286),(2 179.95308),(3 203.92336),(4 220.3932),(5 231.31076),(6 240.73836),(7 245.8427),(8 249.8666),(9 254.89272),(10 262.38455),(11 267.1374),(12 269.10913),(13 272.79614),(14 274.9914),(15 279.71738),(16 282.24713),(17 282.96933),(18 284.1384),(19 288.4956),(20 291.22897),(21 294.38098),(22 293.61575),(23 302.0585),(24 304.93015),(25 304.4631),(26 306.11362),(27 309.16467),(28 312.5995),(29 317.01917),(30 321.20227),(31 326.07272),(32 330.38544),(33 332.2121),(34 337.23804),(35 339.82327),(36 341.55118),(37 345.12622),(38 350.29333),(39 356.49182),(40 357.97437),(41 364.32727),(42 370.47195),(43 375.77487),(44 378.44202),(45 382.21405),(46 383.7387),(47 388.00143),(48 394.08212),(49 396.5761),(50 402.14032),(51 403.20328),(52 405.6803),(53 410.25308),(54 409.8517),(55 412.8685),(56 414.93918),(57 417.97308),(58 417.41357),(59 422.61505),(60 421.98276),(61 428.5634),(62 428.92395),(63 425.0508),(64 427.3285),(65 427.8762),(66 427.50275),(67 430.76227),(68 433.53918),(69 439.13763),(70 440.74756),(71 440.1779),(72 445.74902),(73 446.81638),(74 445.70172),(75 450.31793),(76 450.64557),(77 450.5672),(78 453.47473),(79 457.5071),
(1 143.24364),(2 176.3775),(3 197.19423),(4 211.60176),(5 222.81529),(6 228.92278),(7 234.12883),(8 239.1954),(9 245.9126),(10 252.13297),(11 255.42636),(12 258.598),(13 262.95157),(14 264.66605),(15 270.42883),(16 273.34674),(17 275.397),(18 276.8687),(19 280.5929),(20 283.27112),(21 284.46484),(22 286.90155),(23 291.65115),(24 292.70325),(25 297.4127),(26 301.55832),(27 307.13196),(28 309.21735),(29 313.86496),(30 318.39307),(31 320.34915),(32 323.48264),(33 328.2865),(34 332.07382),(35 336.11288),(36 339.98642),(37 343.74884),(38 353.585),(39 361.01462),(40 365.6147),(41 369.49725),(42 376.40244),(43 381.98782),(44 388.12936),(45 392.7752),(46 395.3929),(47 399.18686),(48 404.66147),(49 410.42752),(50 415.45465),(51 418.84946),(52 421.22476),(53 426.98547),(54 426.16946),(55 432.65677),(56 430.30292),(57 432.8262),(58 432.4829),(59 434.29306),(60 432.1931),(61 434.15384),(62 436.4421),(63 435.77878),(64 435.9063),(65 435.95084),(66 440.0381),(67 443.0013),(68 440.8142),(69 444.35785),(70 444.12436),(71 443.8454),(72 444.80527),(73 445.92868),(74 446.02615),(75 450.1904),(76 451.57703),(77 450.55927),(78 449.07645),(79 452.24234),
(1 142.42589),(2 177.1942),(3 197.98793),(4 213.16985),(5 226.05511),(6 232.86093),(7 238.6813),(8 244.67711),(9 250.13237),(10 256.36685),(11 260.8565),(12 263.76663),(13 263.26764),(14 265.90115),(15 270.4043),(16 271.4027),(17 273.56375),(18 274.70917),(19 281.7992),(20 283.24597),(21 283.82758),(22 287.67938),(23 290.47208),(24 292.2285),(25 295.117),(26 301.67426),(27 302.71304),(28 305.48053),(29 312.87408),(30 320.3188),(31 320.01144),(32 325.66385),(33 329.385),(34 334.00623),(35 338.48264),(36 341.72266),(37 343.99887),(38 352.21667),(39 356.78345),(40 360.31573),(41 365.5583),(42 369.9796),(43 374.32745),(44 377.4373),(45 380.51224),(46 384.61838),(47 383.48462),(48 388.70145),(49 388.12997),(50 388.5668),(51 390.2447),(52 392.779),(53 393.43042),(54 395.72916),(55 399.70987),(56 403.01157),(57 402.2141),(58 402.96323),(59 407.06754),(60 406.88373),(61 411.74066),(62 411.19006),(63 413.48026),(64 415.9667),(65 415.28687),(66 416.72977),(67 418.28238),(68 421.92728),(69 422.8439),(70 422.06256),(71 425.13913),(72 428.48257),(73 430.9157),(74 435.7857),(75 437.87784),(76 439.28165),(77 441.20676),(78 443.10004),(79 443.19067),
(1 143.91127),(2 179.18587),(3 200.87535),(4 218.1304),(5 231.21165),(6 236.96028),(7 240.97289),(8 247.32935),(9 254.39862),(10 258.70526),(11 262.4794),(12 266.04095),(13 268.58936),(14 268.51566),(15 276.92734),(16 280.23422),(17 281.54102),(18 283.92963),(19 289.54865),(20 291.4768),(21 290.18985),(22 292.46994),(23 297.75497),(24 295.74142),(25 298.91525),(26 304.93085),(27 304.5702),(28 311.15482),(29 317.88107),(30 324.57895),(31 328.06888),(32 336.28564),(33 340.34177),(34 342.7744),(35 348.0051),(36 350.1491),(37 353.51578),(38 362.9293),(39 367.1158),(40 367.6517),(41 375.88275),(42 380.70795),(43 385.8628),(44 388.7072),(45 395.6518),(46 399.59326),(47 399.8804),(48 406.78577),(49 408.8127),(50 412.25235),(51 414.46494),(52 415.38452),(53 418.40576),(54 420.37357),(55 421.50284),(56 422.67114),(57 423.65445),(58 426.61743),(59 424.75534),(60 425.42953),(61 425.46216),(62 426.23795),(63 429.07306),(64 430.37106),(65 431.5434),(66 430.03445),(67 430.999),(68 430.3436),(69 429.9193),(70 428.8661),(71 428.39774),(72 429.53894),(73 426.9205),(74 431.43018),(75 435.82574),(76 437.37076),(77 436.8495),(78 439.0485),(79 441.23608),
(1 140.14139),(2 176.52347),(3 197.48366),(4 213.39487),(5 224.47704),(6 230.97127),(7 233.90677),(8 238.90828),(9 245.26953),(10 250.92076),(11 257.70755),(12 261.13867),(13 263.48007),(14 269.36917),(15 271.94724),(16 274.82538),(17 277.19986),(18 278.40085),(19 282.0037),(20 284.39304),(21 286.72443),(22 289.24954),(23 295.5034),(24 296.78357),(25 298.15234),(26 303.8827),(27 304.49887),(28 310.103),(29 314.43973),(30 317.5817),(31 323.03998),(32 327.49622),(33 331.3227),(34 338.09668),(35 342.80054),(36 345.11508),(37 349.80716),(38 357.54773),(39 359.5227),(40 363.304),(41 368.20764),(42 371.50256),(43 378.74863),(44 382.2291),(45 382.4924),(46 386.34723),(47 388.0244),(48 393.6337),(49 396.11716),(50 401.98953),(51 402.71533),(52 405.52377),(53 409.27896),(54 410.5178),(55 409.96808),(56 411.52527),(57 411.8277),(58 413.3576),(59 411.98718),(60 412.0546),(61 415.00122),(62 415.3788),(63 416.15146),(64 418.68646),(65 420.207),(66 421.75153),(67 423.19833),(68 422.12973),(69 423.18295),(70 426.2934),(71 426.26944),(72 428.34506),(73 428.33594),(74 434.33496),(75 435.39114),(76 435.45602),(77 437.99738),(78 436.67316),(79 442.2004),
(1 138.85321),(2 174.48495),(3 193.3311),(4 208.72408),(5 219.68123),(6 226.44221),(7 232.39023),(8 236.29672),(9 245.59418),(10 251.11797),(11 255.20686),(12 257.62305),(13 260.81558),(14 263.10944),(15 265.7695),(16 268.03586),(17 272.83105),(18 274.37448),(19 277.0516),(20 283.3302),(21 285.9595),(22 286.12772),(23 289.22882),(24 289.83432),(25 293.672),(26 299.59497),(27 301.5681),(28 306.46793),(29 310.6342),(30 313.8952),(31 316.93274),(32 320.31363),(33 324.02515),(34 326.79913),(35 333.0682),(36 333.46457),(37 336.81265),(38 343.8994),(39 343.76947),(40 348.07037),(41 351.4791),(42 356.41925),(43 363.11115),(44 367.24814),(45 369.3881),(46 375.13312),(47 377.51007),(48 379.64746),(49 383.0537),(50 386.82874),(51 387.16696),(52 388.77512),(53 392.63272),(54 395.0545),(55 401.4042),(56 403.91302),(57 408.1552),(58 413.374),(59 414.53305),(60 415.73782),(61 416.5385),(62 417.62616),(63 418.02014),(64 418.14392),(65 419.61206),(66 417.57632),(67 418.17282),(68 421.45682),(69 422.97614),(70 422.9259),(71 421.62805),(72 425.02994),(73 428.58325),(74 431.1425),(75 433.31235),(76 435.47888),(77 432.79407),(78 433.54285),(79 434.92328),
(1 133.64868),(2 166.87015),(3 185.77519),(4 201.27489),(5 212.2714),(6 217.93652),(7 221.44476),(8 225.1783),(9 231.38551),(10 234.76584),(11 238.70663),(12 242.59549),(13 246.27234),(14 248.40451),(15 251.63832),(16 254.03697),(17 258.61044),(18 258.52316),(19 261.1869),(20 266.5677),(21 267.47052),(22 267.05145),(23 271.94635),(24 271.98962),(25 275.88077),(26 280.6448),(27 284.03867),(28 290.19424),(29 295.9486),(30 299.16385),(31 302.44986),(32 306.5489),(33 310.73538),(34 313.93228),(35 317.38235),(36 321.50262),(37 325.23843),(38 328.8415),(39 331.04312),(40 334.5499),(41 338.80185),(42 339.9794),(43 346.596),(44 350.61444),(45 352.74347),(46 354.7713),(47 356.61896),(48 361.26752),(49 361.05325),(50 367.62155),(51 367.71136),(52 369.03885),(53 368.94528),(54 372.10782),(55 374.3112),(56 375.41733),(57 376.7389),(58 376.42554),(59 372.85223),(60 373.19904),(61 373.37607),(62 373.34836),(63 376.1085),(64 378.68567),(65 380.40933),(66 383.50958),(67 382.00076),(68 381.0588),(69 382.87448),(70 385.6172),(71 388.1161),(72 388.04575),(73 389.63177),(74 391.86954),(75 395.19144),(76 397.821),(77 400.20184),(78 402.415),(79 402.8584),
(1 133.68214),(2 167.31476),(3 188.3792),(4 202.80186),(5 213.24045),(6 218.92435),(7 222.00485),(8 226.87727),(9 232.96182),(10 236.07587),(11 241.07332),(12 245.15125),(13 248.13153),(14 250.73875),(15 256.84998),(16 259.57053),(17 261.36676),(18 263.44083),(19 268.16318),(20 269.20905),(21 269.84552),(22 272.62152),(23 276.43573),(24 277.93155),(25 277.5798),(26 284.3169),(27 284.6843),(28 290.3265),(29 295.44174),(30 298.8329),(31 303.58112),(32 307.58334),(33 312.67108),(34 316.8801),(35 320.37192),(36 324.0561),(37 328.0925),(38 333.18457),(39 334.77368),(40 335.06863),(41 339.82422),(42 344.2683),(43 349.89066),(44 354.88544),(45 355.54587),(46 357.4741),(47 360.4561),(48 363.92017),(49 367.50348),(50 369.90033),(51 368.03433),(52 368.4435),(53 374.02286),(54 374.79453),(55 378.32516),(56 378.5668),(57 383.26053),(58 382.2804),(59 383.51385),(60 386.85144),(61 390.42157),(62 390.6638),(63 393.21194),(64 397.5627),(65 400.5843),(66 402.58566),(67 402.1301),(68 403.41525),(69 405.52518),(70 406.8265),(71 406.51794),(72 413.04404),(73 415.97958),(74 416.1983),(75 422.51242),(76 424.76382),(77 426.10074),(78 427.91577),(79 433.0982),
(1 131.00931),(2 167.19167),(3 186.42743),(4 202.517),(5 213.97847),(6 220.55174),(7 225.19884),(8 231.33177),(9 235.31349),(10 238.13235),(11 242.85477),(12 246.28917),(13 246.72714),(14 249.56503),(15 256.51178),(16 258.3364),(17 259.93295),(18 261.54077),(19 264.22803),(20 266.3057),(21 266.7197),(22 270.87125),(23 277.27844),(24 280.41644),(25 283.53528),(26 288.59225),(27 290.50977),(28 296.79404),(29 298.63055),(30 300.6347),(31 306.82272),(32 310.32498),(33 312.25543),(34 318.029),(35 322.4849),(36 322.28983),(37 325.8498),(38 330.85565),(39 331.70883),(40 337.3374),(41 340.5494),(42 344.21072),(43 352.20047),(44 356.74652),(45 359.85013),(46 362.1684),(47 363.1417),(48 366.45868),(49 366.44223),(50 367.11154),(51 369.32806),(52 371.473),(53 375.51904),(54 375.53314),(55 375.58722),(56 377.73706),(57 376.80164),(58 377.67932),(59 379.28128),(60 378.92532),(61 382.84445),(62 382.7209),(63 385.07053),(64 384.61923),(65 385.77032),(66 387.404),(67 387.4558),(68 388.17947),(69 390.37628),(70 390.80984),(71 391.88477),(72 395.4542),(73 397.78055),(74 399.98325),(75 403.4241),(76 404.75146),(77 407.11148),(78 413.2773),(79 413.66293),
(1 130.22635),(2 162.80884),(3 179.45122),(4 193.57378),(5 205.49144),(6 209.45482),(7 214.73386),(8 222.59468),(9 225.49515),(10 229.1891),(11 234.57288),(12 237.28221),(13 239.17027),(14 241.45938),(15 245.42201),(16 248.0981),(17 251.08713),(18 249.8614),(19 253.12349),(20 254.30519),(21 256.1355),(22 263.67386),(23 267.89725),(24 270.02084),(25 271.7808),(26 275.3809),(27 282.36514),(28 283.76984),(29 286.9307),(30 290.15573),(31 294.5835),(32 298.76367),(33 302.42163),(34 306.25522),(35 308.33112),(36 311.17502),(37 315.24088),(38 322.21005),(39 326.4072),(40 331.61798),(41 333.31412),(42 338.0875),(43 344.31915),(44 347.4561),(45 349.75638),(46 355.3404),(47 357.10306),(48 359.5178),(49 361.30328),(50 364.06393),(51 366.12646),(52 369.51053),(53 372.98972),(54 372.5179),(55 375.90192),(56 378.11447),(57 378.90384),(58 381.68607),(59 382.5341),(60 383.37173),(61 383.8097),(62 387.2594),(63 385.86166),(64 387.25366),(65 385.97208),(66 386.01556),(67 387.92935),(68 389.5568),(69 389.57867),(70 390.50153),(71 390.36017),(72 392.45578),(73 395.88306),(74 396.67087),(75 399.40527),(76 401.24847),(77 402.6433),(78 405.3124),(79 406.76614),
(1 131.80685),(2 165.36578),(3 181.80908),(4 196.20398),(5 206.96048),(6 214.19365),(7 217.0879),(8 222.05194),(9 231.46611),(10 235.59647),(11 240.32649),(12 243.61769),(13 246.62988),(14 247.23015),(15 252.97995),(16 257.76263),(17 258.10828),(18 257.96454),(19 259.0029),(20 260.6988),(21 262.29254),(22 265.4433),(23 273.0955),(24 275.6293),(25 275.74628),(26 282.06815),(27 286.33676),(28 288.7455),(29 292.3394),(30 296.11435),(31 298.98395),(32 302.82217),(33 304.45126),(34 306.3562),(35 309.45554),(36 311.56717),(37 314.72974),(38 317.7933),(39 319.57877),(40 319.56116),(41 320.40118),(42 324.5911),(43 327.8151),(44 329.76062),(45 330.7423),(46 335.80682),(47 335.16592),(48 340.2663),(49 341.71198),(50 345.2779),(51 346.13797),(52 347.26776),(53 348.5057),(54 349.99435),(55 351.28693),(56 353.2858),(57 356.25974),(58 358.33386),(59 360.3938),(60 361.01752),(61 363.05222),(62 365.03802),(63 365.2086),(64 367.67374),(65 367.9987),(66 370.83084),(67 372.63828),(68 372.49878),(69 373.65747),(70 376.18927),(71 377.8605),(72 378.1715),(73 380.75092),(74 384.00632),(75 387.78934),(76 388.64664),(77 391.48163),(78 392.49408),(79 393.6758),
(1 126.55775),(2 158.51566),(3 176.02615),(4 190.9426),(5 198.9616),(6 205.21605),(7 211.5046),(8 215.91228),(9 224.44267),(10 229.11624),(11 233.67297),(12 238.73093),(13 242.30832),(14 244.5185),(15 248.16072),(16 248.87125),(17 251.78185),(18 254.33368),(19 258.37457),(20 259.64346),(21 263.53488),(22 265.53967),(23 272.676),(24 275.21115),(25 275.88086),(26 280.95755),(27 286.3484),(28 288.60074),(29 290.98138),(30 293.73242),(31 298.60706),(32 300.71848),(33 302.66858),(34 309.3727),(35 312.61267),(36 312.86026),(37 316.2422),(38 320.4123),(39 324.563),(40 325.4083),(41 329.68158),(42 336.8687),(43 340.7275),(44 343.57486),(45 346.27783),(46 350.71445),(47 354.35257),(48 359.134),(49 361.50534),(50 365.46204),(51 368.6216),(52 370.37445),(53 371.9555),(54 372.2218),(55 374.578),(56 372.66122),(57 373.97403),(58 374.3295),(59 375.6011),(60 378.08295),(61 381.12927),(62 381.32535),(63 382.3735),(64 382.50085),(65 381.8271),(66 381.22037),(67 381.63483),(68 380.02094),(69 378.208),(70 374.60214),(71 375.30203),(72 376.979),(73 378.91736),(74 378.27634),(75 381.34366),(76 382.41345),(77 384.7495),(78 384.26758),(79 387.3832),
(1 124.4022),(2 158.46518),(3 175.94818),(4 188.36966),(5 200.39372),(6 206.28674),(7 210.08847),(8 217.21536),(9 222.27237),(10 226.60408),(11 229.79358),(12 232.96074),(13 237.50858),(14 239.82259),(15 241.51913),(16 243.5815),(17 247.13416),(18 246.90259),(19 249.6296),(20 252.56155),(21 256.9608),(22 258.5093),(23 260.646),(24 263.51062),(25 264.48425),(26 267.35083),(27 274.16827),(28 278.9344),(29 283.2469),(30 287.20096),(31 292.22928),(32 294.96332),(33 299.2798),(34 301.7463),(35 306.7996),(36 313.37238),(37 317.2761),(38 320.64825),(39 324.86414),(40 327.4938),(41 333.19046),(42 337.44904),(43 340.36505),(44 341.5475),(45 342.76602),(46 345.76505),(47 348.0706),(48 351.78177),(49 354.30194),(50 358.68024),(51 361.7159),(52 365.8839),(53 367.9238),(54 366.82745),(55 369.2869),(56 372.54977),(57 371.5929),(58 371.4385),(59 370.90253),(60 369.8736),(61 371.26523),(62 369.5803),(63 366.63202),(64 369.3553),(65 368.01398),(66 370.39264),(67 372.13596),(68 371.56955),(69 372.11237),(70 373.5774),(71 372.92767),(72 374.86993),(73 373.393),(74 377.5287),(75 378.66608),(76 379.51102),(77 380.19934),(78 379.21866),(79 383.41522),
(1 124.11287),(2 155.60188),(3 173.59447),(4 185.92822),(5 195.57942),(6 204.77596),(7 208.86234),(8 216.15572),(9 222.66725),(10 225.8923),(11 228.94836),(12 232.78026),(13 235.49863),(14 237.31946),(15 239.78362),(16 241.63692),(17 244.46388),(18 246.13776),(19 250.91562),(20 252.88747),(21 257.46588),(22 258.88477),(23 261.81223),(24 262.03568),(25 264.7486),(26 271.221),(27 275.93243),(28 280.36862),(29 283.1191),(30 290.65155),(31 294.72998),(32 296.5667),(33 302.16806),(34 306.42365),(35 312.10715),(36 315.43436),(37 321.8623),(38 327.1579),(39 329.2433),(40 331.51398),(41 338.899),(42 339.91068),(43 344.84222),(44 347.4475),(45 351.59058),(46 356.4767),(47 360.31494),(48 364.50864),(49 365.18073),(50 370.33264),(51 371.74207),(52 374.24313),(53 377.26614),(54 377.18488),(55 377.62518),(56 378.6321),(57 382.22256),(58 382.40445),(59 384.9689),(60 385.62473),(61 387.34702),(62 388.9588),(63 385.33923),(64 388.34726),(65 385.65982),(66 386.21002),(67 387.99503),(68 386.44614),(69 385.04407),(70 386.41565),(71 385.9976),(72 387.5599),(73 389.26993),(74 391.8146),(75 394.33582),(76 394.75128),(77 397.93445),(78 400.04477),(79 399.4746),
(1 122.275635),(2 152.36433),(3 169.87454),(4 182.89644),(5 191.9927),(6 198.42543),(7 203.13638),(8 209.11),(9 213.28444),(10 217.87798),(11 223.73268),(12 226.41245),(13 230.04204),(14 235.04013),(15 237.9756),(16 241.70601),(17 244.71913),(18 246.7915),(19 253.84427),(20 254.9447),(21 259.13904),(22 260.68192),(23 264.38516),(24 266.088),(25 269.33597),(26 273.146),(27 279.93396),(28 282.28503),(29 286.62784),(30 290.5794),(31 295.68735),(32 298.55878),(33 302.49832),(34 305.70187),(35 307.34195),(36 314.03732),(37 316.68896),(38 321.81235),(39 325.38974),(40 325.91248),(41 330.29764),(42 332.5699),(43 336.77786),(44 338.82007),(45 342.7343),(46 347.5025),(47 350.6213),(48 350.9289),(49 352.6584),(50 357.7019),(51 357.56772),(52 359.80597),(53 364.10626),(54 363.7162),(55 366.1375),(56 366.91986),(57 368.49487),(58 369.82578),(59 372.31183),(60 375.52054),(61 376.86624),(62 377.39966),(63 378.4522),(64 380.16837),(65 378.4276),(66 383.31036),(67 384.95328),(68 386.50027),(69 384.91284),(70 387.27182),(71 389.41293),(72 392.49203),(73 391.95438),(74 396.69165),(75 398.87515),(76 396.3121),(77 401.18665),(78 402.53464),(79 403.36908),
(1 122.059456),(2 153.6755),(3 169.4697),(4 182.42668),(5 192.49046),(6 199.23643),(7 203.40662),(8 208.5981),(9 213.98155),(10 218.00581),(11 222.24846),(12 226.51605),(13 232.42905),(14 233.22136),(15 235.41057),(16 238.2152),(17 239.84793),(18 241.96266),(19 246.58841),(20 247.2634),(21 251.03801),(22 254.91635),(23 257.77115),(24 260.27237),(25 259.57785),(26 262.40906),(27 266.1664),(28 268.98044),(29 272.14255),(30 276.88217),(31 280.40338),(32 283.1423),(33 287.84045),(34 289.00742),(35 290.4291),(36 294.0638),(37 297.6651),(38 302.72406),(39 302.6387),(40 304.48007),(41 308.78635),(42 311.8828),(43 314.7611),(44 316.20517),(45 320.79745),(46 322.5132),(47 321.88425),(48 321.37463),(49 324.69522),(50 329.18393),(51 331.39786),(52 331.39185),(53 333.49884),(54 332.49664),(55 333.07343),(56 334.59555),(57 335.0379),(58 335.2627),(59 336.3583),(60 337.63486),(61 339.79495),(62 340.10385),(63 340.5748),(64 339.833),(65 341.69315),(66 342.5555),(67 342.97214),(68 343.97092),(69 345.4718),(70 347.0206),(71 348.02118),(72 348.9687),(73 347.66428),(74 347.7595),(75 348.45206),(76 348.74866),(77 349.23962),(78 350.91245),(79 351.84555),
(1 120.16493),(2 148.2983),(3 166.89198),(4 178.51619),(5 188.48628),(6 195.9412),(7 201.2002),(8 206.95284),(9 211.82043),(10 215.99716),(11 217.12877),(12 222.71222),(13 226.94145),(14 229.8947),(15 231.48264),(16 234.0315),(17 234.41345),(18 238.1555),(19 240.51001),(20 243.00067),(21 247.64337),(22 251.6137),(23 255.59428),(24 257.07126),(25 260.51453),(26 265.18607),(27 270.01108),(28 274.98892),(29 279.3435),(30 285.33786),(31 289.53558),(32 295.3839),(33 299.65393),(34 305.65387),(35 308.04935),(36 312.46536),(37 317.34048),(38 322.1023),(39 324.14673),(40 328.30804),(41 331.64658),(42 336.95386),(43 342.07205),(44 344.4364),(45 347.6534),(46 351.78387),(47 354.00146),(48 357.81964),(49 361.00977),(50 361.70602),(51 363.75934),(52 364.28946),(53 366.64694),(54 367.3656),(55 366.70648),(56 367.65738),(57 370.36304),(58 370.14557),(59 371.67657),(60 373.45032),(61 375.38632),(62 375.12436),(63 374.65033),(64 373.96756),(65 373.17496),(66 374.48453),(67 373.56094),(68 374.43152),(69 375.69626),(70 374.65286),(71 375.87506),(72 375.15356),(73 377.07632),(74 378.88034),(75 380.5154),(76 383.10107),(77 384.70206),(78 386.192),(79 386.70847),
