1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 98721.94),(2 313428.53),(3 603777.25),(4 1044225.8),(5 1569419.9),(6 2139041),(7 2855123.3),(8 3632546),(9 4405339.5),(10 5258122),(11 6173908),(12 7028678.5),(13 8030824),(14 9090117),(15 10144415),(16 11349228),(17 12656679),(18 13979643),(19 15467091),(20 16954530),(21 18352778),(22 19885558),(23 21423966),(24 22869914),(25 24445974),(26 25995136),(27 27518016),(28 29200104),(29 30834558),(30 32485632),(31 34309770),(32 36077844),(33 37871468),(34 39862944),(35 41839796),(36 43758852),(37 45844348),(38 47982092),(39 50173012),(40 52614412),(41 54924000),(42 57132304),(43 59596256),(44 62082212),(45 64613664),(46 67396890),(47 70260376),(48 73048910),(49 75982040),(50 78823656),(51 81557816),(52 84470264),(53 87417224),(54 90346500),(55 93538090),(56 96676070),(57 99820136),(58 103334460),(59 106500760),(60 109241690),(61 112163336),(62 114945960),(63 117415896),(64 119901530),(65 122258280),(66 124300010),(67 126604440),(68 128702330),(69 130628860),(70 133108310),(71 135513020),(72 137577010),(73 140024320),(74 142373650),(75 144344900),(76 146694640),(77 149026900),(78 151196260),(79 153763600),
(1 2409.4968),(2 3410.7397),(3 3929.117),(4 4136.471),(5 4282.334),(6 4373.005),(7 4512.757),(8 4638.6963),(9 4794.146),(10 4892.559),(11 5020.5015),(12 5198.4497),(13 5155.047),(14 5236.408),(15 5266.724),(16 5323.888),(17 5426.7114),(18 5438.7075),(19 5462.8433),(20 5496.182),(21 5529.783),(22 5585.3384),(23 5618.471),(24 5633.8315),(25 5654.2227),(26 5627.47),(27 5711.3657),(28 5691.4414),(29 5678.2114),(30 5727.28),(31 5814.746),(32 5773.9014),(33 5751.671),(34 5745.775),(35 5786.1196),(36 5809.1123),(37 5850.1333),(38 5881.5815),(39 5875.527),(40 5851.179),(41 5978.0083),(42 5972.851),(43 6107.1753),(44 6177.8945),(45 6260.221),(46 6283.295),(47 6390.5273),(48 6446.157),(49 6584.9346),(50 6607.3276),(51 6556.4233),(52 6513.914),(53 6565.769),(54 6571.7363),(55 6693.3813),(56 6705.645),(57 6651.1733),(58 6569.631),(59 6517.854),(60 6471.7046),(61 6525.751),(62 6511.1733),(63 6547.198),(64 6485.649),(65 6605.4683),(66 6670.5425),(67 6711.7354),(68 6718.5366),(69 6766.492),(70 6787.6816),(71 6751.5396),(72 6737.7334),(73 6725.5605),(74 6736.012),(75 6748.866),(76 6776.85),(77 6790.4155),(78 6683.038),(79 6613.5747),
(1 2412.7488),(2 3468.4868),(3 3964.0642),(4 4250.503),(5 4357.8906),(6 4429.095),(7 4520.277),(8 4612.8555),(9 4703.6885),(10 4866.925),(11 4962.4917),(12 5104.959),(13 5135.4355),(14 5179.023),(15 5268.416),(16 5263.641),(17 5253.485),(18 5291.9233),(19 5332.533),(20 5396.862),(21 5372.4453),(22 5455.148),(23 5603.881),(24 5550.368),(25 5564.855),(26 5574.6514),(27 5573.6104),(28 5576.3735),(29 5518.7236),(30 5616.2715),(31 5777.0806),(32 5755.126),(33 5769.631),(34 5762.6006),(35 5706.5884),(36 5795.2803),(37 5836.9263),(38 5838.6763),(39 5890.8555),(40 5834.1436),(41 5953.395),(42 6062.4585),(43 6151.0933),(44 6109.7344),(45 6295.684),(46 6359.947),(47 6383.503),(48 6413.302),(49 6517.7554),(50 6594.1724),(51 6571.7007),(52 6574.254),(53 6570.3525),(54 6549.8223),(55 6614.8657),(56 6618.794),(57 6646.9272),(58 6608.921),(59 6584.911),(60 6480.813),(61 6476.988),(62 6391.6147),(63 6419.7627),(64 6475.6733),(65 6519.836),(66 6542.6514),(67 6520.0176),(68 6506.481),(69 6429.533),(70 6488.392),(71 6573.143),(72 6502.2734),(73 6424.6504),(74 6498.994),(75 6545.243),(76 6575.124),(77 6589.3145),(78 6586.87),(79 6591.2666),
(1 2322.1536),(2 3294.2246),(3 3755.397),(4 4018.6128),(5 4187.6123),(6 4224.983),(7 4382.276),(8 4495.8506),(9 4615.749),(10 4706.4575),(11 4812.3677),(12 4996.8564),(13 4945.1274),(14 5019.7153),(15 5032.57),(16 5094.2075),(17 5073.4253),(18 5120.0757),(19 5182.1196),(20 5281.9365),(21 5352.4204),(22 5359.0625),(23 5489.272),(24 5437.6523),(25 5451.868),(26 5430.3037),(27 5543.7554),(28 5544.2373),(29 5586.5093),(30 5648.9873),(31 5685.8535),(32 5765.708),(33 5740.714),(34 5733.736),(35 5663.7373),(36 5767.848),(37 5816.565),(38 5835.889),(39 5896.7793),(40 5914.6934),(41 5953.0825),(42 5963.65),(43 6017.3877),(44 5978.842),(45 6017.112),(46 6212.9097),(47 6268.2837),(48 6255.4478),(49 6289.5596),(50 6306.1597),(51 6362.5874),(52 6416.279),(53 6457.6494),(54 6487.328),(55 6483.2134),(56 6433.1553),(57 6428.2983),(58 6458.7046),(59 6380.8384),(60 6300.2676),(61 6304.5586),(62 6270.169),(63 6217.3433),(64 6222.693),(65 6278.778),(66 6290.193),(67 6291.9385),(68 6292.48),(69 6301.291),(70 6385.443),(71 6399.962),(72 6316.7905),(73 6356.959),(74 6418.145),(75 6406.4634),(76 6346.8516),(77 6395.4014),(78 6361.913),(79 6302.526),
(1 2270.258),(2 3207.8674),(3 3674.4045),(4 3971.3962),(5 4154.311),(6 4273.9253),(7 4349.637),(8 4459.6484),(9 4528.8677),(10 4599.7163),(11 4785.839),(12 4872.781),(13 4915.1543),(14 5010.7495),(15 5074.632),(16 5145.129),(17 5132.235),(18 5127.709),(19 5127.893),(20 5207.738),(21 5255.2417),(22 5360.2495),(23 5303.473),(24 5372.0923),(25 5347.8027),(26 5372.081),(27 5399.121),(28 5325.257),(29 5343.828),(30 5407.635),(31 5446.39),(32 5492.363),(33 5499.3887),(34 5514.399),(35 5468.6553),(36 5453.2085),(37 5422.527),(38 5507.0264),(39 5576.941),(40 5551.36),(41 5584.6113),(42 5590.6885),(43 5590.8916),(44 5548.5435),(45 5622.468),(46 5698.219),(47 5779.9004),(48 5800.2793),(49 5848.11),(50 5934.069),(51 5954.4604),(52 5978.811),(53 6003.756),(54 5960.481),(55 6013.075),(56 6018.72),(57 6040.341),(58 6109.4966),(59 6127.892),(60 6053.4263),(61 6025.1133),(62 6071.6084),(63 6024.355),(64 6048.6553),(65 6066.2217),(66 6047.367),(67 6088.152),(68 6103.4927),(69 6127.409),(70 6220.208),(71 6269.8066),(72 6277.534),(73 6251.727),(74 6287.172),(75 6212.082),(76 6223.5273),(77 6257.807),(78 6280.857),(79 6170.932),
(1 2253.096),(2 3169.0579),(3 3593.5437),(4 3891.3337),(5 4030.847),(6 4164.7046),(7 4299.687),(8 4379.1133),(9 4474.126),(10 4616.1563),(11 4746.4883),(12 4840.8726),(13 4918.482),(14 4984.902),(15 5100.8384),(16 5123.709),(17 5164.9775),(18 5260.811),(19 5237.1978),(20 5265.2036),(21 5225.1914),(22 5223.6206),(23 5270.6196),(24 5358.5747),(25 5372.396),(26 5369.849),(27 5370.5786),(28 5344.507),(29 5433.453),(30 5437.673),(31 5473.416),(32 5492.0854),(33 5451.4297),(34 5520.1646),(35 5413.558),(36 5465.5347),(37 5528.316),(38 5563.5127),(39 5501.3057),(40 5435.7886),(41 5455.3926),(42 5543.984),(43 5606.374),(44 5611.876),(45 5678.492),(46 5812.96),(47 5809.0747),(48 5879.012),(49 5972.6904),(50 6055.1567),(51 6158.149),(52 6170.771),(53 6227.991),(54 6247.4673),(55 6170.539),(56 6138.0195),(57 6209.0654),(58 6208.2686),(59 6260.896),(60 6235.8784),(61 6238.326),(62 6210.6196),(63 6274.3613),(64 6290.576),(65 6278.87),(66 6280.8496),(67 6325.766),(68 6334.2217),(69 6302.403),(70 6314.664),(71 6352.367),(72 6398.0854),(73 6384.984),(74 6443.1626),(75 6412.9014),(76 6462.419),(77 6414.916),(78 6362.6484),(79 6339.4443),
(1 2176.443),(2 3062.8516),(3 3500.6042),(4 3784.9019),(5 3965.8188),(6 4126.921),(7 4251.5083),(8 4324.032),(9 4537.3364),(10 4661.9404),(11 4770.694),(12 4864.287),(13 4944.561),(14 4975.237),(15 4954.4004),(16 5077.66),(17 5092.3613),(18 5120.3833),(19 5158.5195),(20 5185.992),(21 5198.744),(22 5224.986),(23 5230.9927),(24 5206.5127),(25 5202.939),(26 5157.4614),(27 5217.6323),(28 5254.383),(29 5267.861),(30 5260.9126),(31 5248.928),(32 5276.3203),(33 5238.84),(34 5251.1514),(35 5316.1543),(36 5316.326),(37 5278.36),(38 5326.4165),(39 5375.53),(40 5397.6094),(41 5407.2505),(42 5432.34),(43 5501.945),(44 5532.9546),(45 5569.6577),(46 5619.231),(47 5671.659),(48 5772.675),(49 5782.451),(50 5831.1777),(51 5931.7603),(52 5957.7876),(53 5974.3486),(54 5970.7534),(55 5966.7017),(56 5973.421),(57 6018.427),(58 6032.9956),(59 6050.2656),(60 6033.7007),(61 5972.9624),(62 5975.987),(63 5969.511),(64 6015.725),(65 5988.4316),(66 6054.246),(67 6083.289),(68 6090.1274),(69 6048.442),(70 6102.7974),(71 6092.421),(72 6128.308),(73 6093.069),(74 6137.081),(75 6182.7524),(76 6196.171),(77 6231.4404),(78 6092.725),(79 6056.48),
(1 2206.6885),(2 3104.2495),(3 3443.9338),(4 3695.8596),(5 3845.143),(6 3982.8796),(7 4027.8735),(8 4113.361),(9 4239.819),(10 4387.6323),(11 4518.9204),(12 4507.7344),(13 4575.8667),(14 4663.662),(15 4740.799),(16 4808.995),(17 4806.2666),(18 4859.0254),(19 4845.2295),(20 4882.191),(21 4913.687),(22 4941.767),(23 4928.5283),(24 4926.718),(25 4876.236),(26 4893.0796),(27 5029.909),(28 5014.2427),(29 5049.935),(30 5137.616),(31 5143.822),(32 5115.2915),(33 5126.125),(34 5140.196),(35 5095.039),(36 5065.225),(37 5083.672),(38 5139.9595),(39 5223.678),(40 5229.8594),(41 5337.879),(42 5391.506),(43 5491.1406),(44 5514.4854),(45 5592.685),(46 5654.6157),(47 5726.0405),(48 5784.7295),(49 5854.718),(50 5835.801),(51 5952.3545),(52 5948.856),(53 5978.2007),(54 5947.3994),(55 5876.9927),(56 5895.943),(57 5895.4004),(58 5892.523),(59 5897.267),(60 5906.141),(61 5884.278),(62 5837.497),(63 5849.397),(64 5841.869),(65 5769.386),(66 5809.847),(67 5839.412),(68 5837.624),(69 5800.844),(70 5875.76),(71 5921.1416),(72 5918.715),(73 5877.342),(74 5853.084),(75 5919.783),(76 5962.5396),(77 5953.733),(78 5928.4214),(79 5859.8345),
(1 2116.2014),(2 3017.9956),(3 3412.662),(4 3621.787),(5 3744.3477),(6 3865.1416),(7 3919.9373),(8 4006.894),(9 4165.6475),(10 4255.9224),(11 4377.3438),(12 4426.4116),(13 4468.271),(14 4492.256),(15 4562.3516),(16 4631.1353),(17 4663.1543),(18 4744.9585),(19 4734.3877),(20 4727.5586),(21 4818.91),(22 4816.858),(23 4857.805),(24 4743.2285),(25 4753.6924),(26 4815.9927),(27 4952.261),(28 4987.85),(29 4938.5337),(30 4921.1772),(31 4970.057),(32 4911.1064),(33 4897.203),(34 4852.714),(35 4860.2466),(36 4865.113),(37 4923.0283),(38 5032.4595),(39 5078.2227),(40 5086.6074),(41 5077.467),(42 5180.542),(43 5239.811),(44 5228.465),(45 5303.9443),(46 5355.571),(47 5361.789),(48 5434.4854),(49 5540.015),(50 5453.095),(51 5485.6655),(52 5551.056),(53 5628.3496),(54 5543.385),(55 5557.5767),(56 5581.6504),(57 5581.276),(58 5651.1177),(59 5634.219),(60 5611.7393),(61 5592.2637),(62 5576.196),(63 5664.794),(64 5664.9546),(65 5602.031),(66 5578.002),(67 5670.1763),(68 5630.1396),(69 5566.704),(70 5609.22),(71 5675.0835),(72 5705.608),(73 5732.7637),(74 5732.9004),(75 5769.0166),(76 5788.458),(77 5752.7393),(78 5736.2007),(79 5701.424),
(1 2145.387),(2 3068.703),(3 3413.5786),(4 3646.4949),(5 3799.1548),(6 3856.4492),(7 3919.8667),(8 4035.282),(9 4147.414),(10 4225.984),(11 4307.7246),(12 4323.973),(13 4354.238),(14 4400.583),(15 4451.5874),(16 4489.412),(17 4533.4688),(18 4578.1245),(19 4566.93),(20 4600.099),(21 4680.963),(22 4735.424),(23 4708.0977),(24 4673.134),(25 4702.4365),(26 4689.1616),(27 4819.2646),(28 4827.108),(29 4797.38),(30 4799.864),(31 4806.3086),(32 4838.539),(33 4806.3613),(34 4757.2935),(35 4736.008),(36 4769.5073),(37 4808.2563),(38 4811.0024),(39 4844.024),(40 4870.0107),(41 4877.7817),(42 4942.2847),(43 4940.905),(44 4972.583),(45 5011.3286),(46 5015.087),(47 5082.8604),(48 5094.392),(49 5115.473),(50 5201.8525),(51 5324.678),(52 5312.6274),(53 5386.4033),(54 5318.5),(55 5379.9976),(56 5502.52),(57 5520.026),(58 5494.005),(59 5466.0723),(60 5440.471),(61 5405.7524),(62 5318.6104),(63 5334.126),(64 5337.8325),(65 5320.8643),(66 5336.3696),(67 5433.2847),(68 5437.5586),(69 5473.8164),(70 5462.439),(71 5467.015),(72 5468.1),(73 5426.6904),(74 5394.6074),(75 5430.5435),(76 5407.697),(77 5466.1177),(78 5428.8237),(79 5383.973),
(1 2101.1208),(2 2895.6987),(3 3225.9263),(4 3451.2573),(5 3616.8127),(6 3656.7),(7 3734.3186),(8 3895.0825),(9 4035.0073),(10 4183.5503),(11 4281.9814),(12 4279.9526),(13 4334.522),(14 4354.4526),(15 4371.009),(16 4391.095),(17 4446.403),(18 4481.19),(19 4571.201),(20 4570.9297),(21 4649.1763),(22 4681.9063),(23 4683.2813),(24 4635.677),(25 4591.5107),(26 4606.7563),(27 4608.591),(28 4670.6885),(29 4656.9907),(30 4665.163),(31 4663.2583),(32 4680.112),(33 4681.159),(34 4673.8906),(35 4642.524),(36 4608.867),(37 4635.383),(38 4691.468),(39 4779.393),(40 4781.7754),(41 4812.218),(42 4862.355),(43 4911.432),(44 4945.323),(45 4962.5063),(46 5094.226),(47 5063.2236),(48 5161.7393),(49 5229.11),(50 5266.8867),(51 5356.914),(52 5371.7056),(53 5345.638),(54 5368.6416),(55 5375.6074),(56 5400.2056),(57 5429.2173),(58 5480.235),(59 5496.721),(60 5434.722),(61 5401.779),(62 5420.226),(63 5424.8613),(64 5420.677),(65 5429.7515),(66 5422.3423),(67 5503.5166),(68 5484.5186),(69 5439.147),(70 5396.75),(71 5397.563),(72 5402.7617),(73 5373.018),(74 5382.456),(75 5371.5137),(76 5343.4375),(77 5406.0376),(78 5398.473),(79 5285.8896),
(1 2058.2188),(2 2847.285),(3 3202.226),(4 3442.2437),(5 3544.7893),(6 3653.5361),(7 3701.4263),(8 3831.28),(9 3953.6877),(10 4080.649),(11 4126.88),(12 4130.6704),(13 4188.3315),(14 4242.8965),(15 4335.052),(16 4361.684),(17 4401.81),(18 4426.02),(19 4411.3833),(20 4427.252),(21 4457.621),(22 4545.9526),(23 4556.0273),(24 4535.4565),(25 4504.3633),(26 4503.404),(27 4556.6675),(28 4614.107),(29 4601.5425),(30 4647.821),(31 4721.4155),(32 4797.553),(33 4809.087),(34 4836.9243),(35 4870.139),(36 4837.687),(37 4885.603),(38 4872.174),(39 4905.2554),(40 4865.252),(41 4854.5444),(42 4820.0747),(43 4842.7085),(44 4924.0894),(45 4910.9146),(46 4986.053),(47 5063.2876),(48 5109.2007),(49 5074.3813),(50 5027.759),(51 5102.4536),(52 5116.7993),(53 5119.055),(54 5105.8916),(55 5208.8022),(56 5227.836),(57 5291.0015),(58 5355.7695),(59 5289.5),(60 5257.696),(61 5186.477),(62 5235.114),(63 5223.2036),(64 5183.0625),(65 5233.7256),(66 5195.3022),(67 5219.937),(68 5193.584),(69 5201.8916),(70 5227.4116),(71 5260.8706),(72 5200.9097),(73 5219.3833),(74 5279.092),(75 5393.8003),(76 5327.3867),(77 5326.798),(78 5270.256),(79 5244.4155),
(1 2005.3873),(2 2738.8247),(3 3095.8784),(4 3273.4421),(5 3372.0718),(6 3491.9785),(7 3580.0627),(8 3670.8137),(9 3800.692),(10 3883.997),(11 3913.462),(12 3963.0413),(13 3942.2961),(14 4005.582),(15 4053.005),(16 4132.903),(17 4143.0464),(18 4183.178),(19 4170.2964),(20 4187.9937),(21 4313.9346),(22 4315.8203),(23 4283.104),(24 4261.132),(25 4252.2715),(26 4242.1978),(27 4315.2295),(28 4341.169),(29 4342.948),(30 4296.8203),(31 4357.2153),(32 4352.799),(33 4486.4033),(34 4440.9897),(35 4435.646),(36 4432.467),(37 4456.806),(38 4472.469),(39 4569.732),(40 4549.1245),(41 4602.6255),(42 4699.069),(43 4744.0127),(44 4743.032),(45 4767.881),(46 4803.423),(47 4836.881),(48 4844.14),(49 4873.5454),(50 4891.501),(51 4899.382),(52 4929.1875),(53 5001.0903),(54 5033.8228),(55 5005.838),(56 5015.0264),(57 5003.559),(58 5009.313),(59 5000.5854),(60 4950.536),(61 4942.5293),(62 4957.9087),(63 4942.1055),(64 4868.3267),(65 4904.765),(66 4847.94),(67 4910.193),(68 4973.44),(69 5014.3887),(70 5033.146),(71 5008.604),(72 5041.6685),(73 5057.4883),(74 5074.257),(75 5119.888),(76 5152.0854),(77 5085.978),(78 5095.4014),(79 5056.214),
(1 1941.9769),(2 2659.0015),(3 2954.8928),(4 3140.486),(5 3284.0166),(6 3424.422),(7 3475.2188),(8 3556.7336),(9 3646.6304),(10 3750.836),(11 3817.3967),(12 3850.5576),(13 3890.5525),(14 3962.3948),(15 4023.4663),(16 4036.532),(17 4055.828),(18 4164.89),(19 4083.6038),(20 4129.7153),(21 4245.402),(22 4268.88),(23 4233.93),(24 4267.6294),(25 4312.255),(26 4285.1743),(27 4363.9473),(28 4353.35),(29 4303.7983),(30 4371.4595),(31 4394.3286),(32 4416.493),(33 4390.763),(34 4340.5503),(35 4342.786),(36 4295.4795),(37 4365.0464),(38 4390.6997),(39 4422.9473),(40 4401.739),(41 4393.274),(42 4497.4077),(43 4497.4224),(44 4545.2876),(45 4575.798),(46 4681.9746),(47 4706.1543),(48 4700.5015),(49 4733.392),(50 4757.474),(51 4769.267),(52 4796.6577),(53 4852.098),(54 4845.846),(55 4862.637),(56 4864.963),(57 4891.7734),(58 4850.0547),(59 4883.7397),(60 4799.806),(61 4809.045),(62 4800.5264),(63 4825.506),(64 4837.9697),(65 4791.513),(66 4798.041),(67 4799.001),(68 4793.37),(69 4811.477),(70 4824.973),(71 4863.0767),(72 4846.8257),(73 4841.7183),(74 4860.8677),(75 4835.1777),(76 4826.217),(77 4845.9155),(78 4842.5293),(79 4801.979),
(1 1946.0311),(2 2664.832),(3 2968.805),(4 3178.8347),(5 3273.236),(6 3353.0686),(7 3471.988),(8 3569.8481),(9 3654.3928),(10 3761.1304),(11 3819.9744),(12 3856.418),(13 3891.2256),(14 3981.1477),(15 4043.1873),(16 4070.368),(17 4078.1306),(18 4113.2495),(19 4190.5303),(20 4253.943),(21 4274.9077),(22 4268.4736),(23 4294.008),(24 4279.0386),(25 4305.0884),(26 4301.6563),(27 4327.446),(28 4328.382),(29 4290.6445),(30 4313.893),(31 4352.4478),(32 4382.624),(33 4403.482),(34 4374.1553),(35 4384.0107),(36 4330.3003),(37 4343.347),(38 4454.216),(39 4495.4854),(40 4456.8027),(41 4534.332),(42 4579.283),(43 4572.5674),(44 4646.8125),(45 4704.05),(46 4728.7495),(47 4722.7754),(48 4750.69),(49 4701.5454),(50 4718.7407),(51 4798.574),(52 4834.654),(53 4876.726),(54 4907.8),(55 4906.6743),(56 4900.1675),(57 4908.9004),(58 4875.6826),(59 4904.0005),(60 4898.075),(61 4828.556),(62 4821.632),(63 4890.845),(64 4778.0054),(65 4705.771),(66 4743.222),(67 4764.547),(68 4785.2183),(69 4819.3247),(70 4815.479),(71 4794.492),(72 4835.011),(73 4847.644),(74 4834.252),(75 4883.306),(76 4903.3447),(77 4874.046),(78 4867.605),(79 4852.4253),
(1 1945.7727),(2 2671.639),(3 2928.4214),(4 3089.038),(5 3211.7769),(6 3308.5884),(7 3369.2957),(8 3419.0151),(9 3536.4856),(10 3691.2522),(11 3696.8071),(12 3685.8997),(13 3829.976),(14 3856.1401),(15 3916.554),(16 3939.0522),(17 3908.8093),(18 3988.9036),(19 4067.571),(20 4100.8013),(21 4099.2573),(22 4135.04),(23 4178.158),(24 4216.456),(25 4194.29),(26 4255.5205),(27 4300.3022),(28 4296.1533),(29 4284.363),(30 4248.2246),(31 4306.575),(32 4398.8936),(33 4461.7524),(34 4466.766),(35 4421.681),(36 4412.7007),(37 4334.7773),(38 4414.916),(39 4428.4375),(40 4403.508),(41 4501.0684),(42 4595.4204),(43 4554.263),(44 4635.713),(45 4716.6455),(46 4752.4727),(47 4738.5376),(48 4762.0283),(49 4756.51),(50 4731.152),(51 4807.362),(52 4909.922),(53 4869.9263),(54 4890.3857),(55 4865.8257),(56 4803.093),(57 4849.87),(58 4832.478),(59 4785.2656),(60 4790.933),(61 4732.0137),(62 4700.048),(63 4761.484),(64 4765.3306),(65 4750.9136),(66 4787.1636),(67 4798.344),(68 4842.721),(69 4861.0693),(70 4862.727),(71 4889.154),(72 4880.761),(73 4803.636),(74 4790.596),(75 4818.7534),(76 4809.5005),(77 4814.4443),(78 4783.169),(79 4783.38),
(1 1847.6184),(2 2547.9912),(3 2777.668),(4 2994.0042),(5 3116.0564),(6 3192.5476),(7 3347.894),(8 3440.8406),(9 3571.62),(10 3697.672),(11 3777.2415),(12 3762.8474),(13 3875.541),(14 3902.25),(15 3993.874),(16 4069.834),(17 4043.304),(18 4114.6494),(19 4162.094),(20 4254.932),(21 4270.047),(22 4257.978),(23 4310.559),(24 4361.2217),(25 4345.841),(26 4418.8857),(27 4480.1533),(28 4416.089),(29 4390.967),(30 4360.891),(31 4387.698),(32 4408.073),(33 4415.9097),(34 4415.5615),(35 4437.646),(36 4411.9443),(37 4427.029),(38 4423.3955),(39 4450.3306),(40 4398.7266),(41 4474.295),(42 4553.4307),(43 4591.4727),(44 4646.436),(45 4709.0347),(46 4754.613),(47 4795.4907),(48 4807.6523),(49 4773.3286),(50 4792.8203),(51 4845.183),(52 4843.4385),(53 4860.136),(54 4925.218),(55 4877.447),(56 4842.6387),(57 4874.0664),(58 4868.5415),(59 4891.948),(60 4916.42),(61 4917.149),(62 4890.669),(63 4904.0474),(64 4894.5005),(65 4938.408),(66 4932.8623),(67 4899.2617),(68 4880.4),(69 4895.591),(70 4935.8604),(71 4980.0435),(72 4986.071),(73 4946.699),(74 4942.433),(75 4982.1743),(76 4972.7856),(77 4958.025),(78 4938.6675),(79 4940.737),
