1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 799624),(2 2757130),(3 5481529.5),(4 9014085),(5 13152772),(6 17643076),(7 22657408),(8 27745344),(9 32403806),(10 36975932),(11 41230876),(12 45240108),(13 48663340),(14 51557364),(15 54291388),(16 57471164),(17 60224940),(18 64075984),(19 67176120),(20 70675360),(21 73503896),(22 76173336),(23 79736130),(24 83768220),(25 87033160),(26 90336100),(27 94035064),(28 98601180),(29 103109370),(30 109233736),(31 114543190),(32 120185304),(33 127328730),(34 134230000),(35 141508480),(36 150016980),(37 159281060),(38 169288910),(39 180289360),(40 192258100),(41 205079600),(42 219960210),(43 235352530),(44 252432320),(45 270952480),(46 291033300),(47 312653540),(48 336320800),(49 361047070),(50 387821220),(51 416462850),(52 447929860),(53 480676700),(54 514668200),(55 552328640),(56 592940100),(57 637254200),(58 684319040),(59 732307260),(60 779930300),(61 827910850),(62 875514430),(63 921605800),(64 966319600),(65 1009623100),(66 1051257000),(67 1092036500),(68 1132192100),(69 1171376000),(70 1209594900),(71 1246677000),(72 1283742600),(73 1323238100),(74 1361373400),(75 1399599000),(76 1436244600),(77 1465642500),(78 1489160100),(79 1509267100),
(1 2058.3406),(2 2739.4675),(3 2846.593),(4 3156.6506),(5 3259.507),(6 3331.5298),(7 3393.4487),(8 3539.6772),(9 3591.503),(10 3698.6162),(11 3788.8591),(12 3824.8464),(13 3914.687),(14 3982.7349),(15 3972.214),(16 3953.858),(17 4007.4272),(18 4029.549),(19 4076.786),(20 4112.1104),(21 4106.578),(22 4073.3877),(23 4130.4775),(24 4166.548),(25 4240.0806),(26 4363.907),(27 4484.5967),(28 4454.769),(29 4439.9253),(30 4547.5566),(31 4664.35),(32 4723.517),(33 4743.767),(34 4782.771),(35 4852.0737),(36 4909.896),(37 4900.6772),(38 4923.7393),(39 4968.1475),(40 5033.553),(41 5009.9487),(42 4950.9126),(43 4989.595),(44 5020.9487),(45 5089.5854),(46 5114.9927),(47 5095.314),(48 4996.7974),(49 5004.3945),(50 5073.2),(51 5159.979),(52 5177.6157),(53 5196.6885),(54 5186.6006),(55 5204.5713),(56 5210.253),(57 5145.854),(58 5213.1953),(59 5125.439),(60 5070.7676),(61 5011.049),(62 5048.275),(63 5111.7095),(64 5123.641),(65 5090.431),(66 5063.6494),(67 5083.9297),(68 5025.321),(69 5063.996),(70 5099.844),(71 5109.4375),(72 5194.112),(73 5249.8716),(74 5276.836),(75 5307.346),(76 5366.4404),(77 5368.3354),(78 5374.2466),(79 5452.814),
(1 1986.0243),(2 2662.3987),(3 2771.5515),(4 3017.1038),(5 3126.992),(6 3196.3245),(7 3282.0715),(8 3422.9263),(9 3429.48),(10 3607.4753),(11 3724.1172),(12 3773.8235),(13 3846.2942),(14 3881.6294),(15 3906.224),(16 3906.2927),(17 3899.8628),(18 3874.4792),(19 3983.73),(20 4001.3672),(21 4003.9236),(22 3982.0354),(23 3999.8137),(24 4027.047),(25 4138.392),(26 4259.705),(27 4346.712),(28 4302.534),(29 4292.377),(30 4411.407),(31 4531.6772),(32 4561.429),(33 4596.1943),(34 4707.8584),(35 4723.5835),(36 4713.6724),(37 4672.729),(38 4683.0313),(39 4757.0874),(40 4773.0347),(41 4758.868),(42 4670.2163),(43 4674.1416),(44 4748.798),(45 4806.813),(46 4830.775),(47 4817.506),(48 4716.4375),(49 4712.106),(50 4798.8433),(51 4864.033),(52 4778.0093),(53 4813.8877),(54 4857.288),(55 4842.9854),(56 4908.303),(57 4836.9136),(58 4819.225),(59 4745.4243),(60 4702.115),(61 4662.8184),(62 4686.6265),(63 4770.0015),(64 4785.3203),(65 4774.25),(66 4731.524),(67 4720.317),(68 4706.218),(69 4729.1143),(70 4804.8203),(71 4832.4917),(72 4868.8066),(73 4930.9736),(74 4943.6953),(75 5008.8486),(76 5081.0024),(77 5145.4014),(78 5172.18),(79 5228.545),
(1 1990.6525),(2 2682.1724),(3 2820.635),(4 3012.0105),(5 3100.8042),(6 3231.063),(7 3315.8013),(8 3431.4346),(9 3410.2454),(10 3585.3833),(11 3703.8564),(12 3704.1348),(13 3722.5154),(14 3776.136),(15 3787.7632),(16 3817.2637),(17 3856.7236),(18 3770.2847),(19 3838.7283),(20 3897.4077),(21 3932.7896),(22 3877.7139),(23 3894.1),(24 3951.2512),(25 4050.0425),(26 4163.6533),(27 4267.7627),(28 4216.0303),(29 4209.9214),(30 4348.124),(31 4365.4297),(32 4405.0376),(33 4463.23),(34 4530.996),(35 4578.9717),(36 4540.9937),(37 4506.7183),(38 4551.7144),(39 4671.0674),(40 4645.5977),(41 4633.187),(42 4553.9927),(43 4632.3667),(44 4706.291),(45 4783.7197),(46 4724.244),(47 4693.2886),(48 4680.466),(49 4672.667),(50 4755.818),(51 4826.1123),(52 4768.066),(53 4782.1924),(54 4851.4443),(55 4877.409),(56 4910.776),(57 4890.531),(58 4840.485),(59 4773.687),(60 4774.0845),(61 4739.9805),(62 4762.0977),(63 4840.0093),(64 4831.954),(65 4793.9365),(66 4740.201),(67 4735.1836),(68 4746.7573),(69 4764.32),(70 4820.4546),(71 4855.629),(72 4846.382),(73 4901.5796),(74 4885.504),(75 4935.041),(76 5000.852),(77 5029.0254),(78 5080.2646),(79 5141.075),
(1 1905.123),(2 2562.3904),(3 2671.2139),(4 2852.7861),(5 2967.4226),(6 3069.7407),(7 3194.5388),(8 3311.5793),(9 3295.1008),(10 3453.0994),(11 3559.8962),(12 3560.2683),(13 3616.1794),(14 3682.2168),(15 3705.4927),(16 3748.0142),(17 3784.544),(18 3710.9773),(19 3776.21),(20 3811.683),(21 3813.9016),(22 3749.7188),(23 3785.532),(24 3829.659),(25 3898.0037),(26 3999.5583),(27 4141.4585),(28 4156.0103),(29 4180.6006),(30 4274.987),(31 4347.307),(32 4374.267),(33 4496.5186),(34 4536.076),(35 4481.93),(36 4475.7656),(37 4511.8877),(38 4552.8433),(39 4611.5254),(40 4573.059),(41 4526.506),(42 4457.8677),(43 4599.733),(44 4672.3696),(45 4700.847),(46 4678.754),(47 4652.174),(48 4618.329),(49 4664.19),(50 4710.873),(51 4659.634),(52 4644.016),(53 4635.5913),(54 4664.2305),(55 4730.103),(56 4750.608),(57 4685.058),(58 4624.6533),(59 4610.346),(60 4578.399),(61 4554.1797),(62 4577.621),(63 4614.782),(64 4612.1343),(65 4617.72),(66 4557.035),(67 4569.487),(68 4576.3726),(69 4560.9155),(70 4579.507),(71 4577.2285),(72 4626.907),(73 4679.4404),(74 4723.006),(75 4771.064),(76 4846.8677),(77 4852.5215),(78 4911.0923),(79 4948.3867),
(1 1871.7626),(2 2585.5408),(3 2701.0913),(4 2861.0142),(5 2985.5828),(6 3083.6682),(7 3209.8218),(8 3353.7576),(9 3318.8235),(10 3486.1619),(11 3566.7842),(12 3577.4954),(13 3592.1282),(14 3669.9016),(15 3706.21),(16 3771.3242),(17 3732.678),(18 3685.6902),(19 3780.4448),(20 3834.6077),(21 3838.2244),(22 3824.4976),(23 3834.184),(24 3894.2537),(25 3957.4304),(26 4039.0437),(27 4159.0117),(28 4191.966),(29 4249.454),(30 4240.2935),(31 4344.4194),(32 4415.4233),(33 4533.7163),(34 4564.3857),(35 4513.0156),(36 4558.997),(37 4619.9536),(38 4708.616),(39 4711.555),(40 4636.5913),(41 4610.4717),(42 4624.3965),(43 4739.7803),(44 4819.3066),(45 4856.7886),(46 4831.426),(47 4874.777),(48 4882.128),(49 4925.1914),(50 4958.2573),(51 4936.443),(52 4921.7754),(53 4868.348),(54 4913.2515),(55 4983.433),(56 4998.3296),(57 4928.4443),(58 4877.627),(59 4855.062),(60 4835.3633),(61 4787.5376),(62 4767.804),(63 4792.994),(64 4827.707),(65 4904.207),(66 4882.705),(67 4918.268),(68 4904.376),(69 4853.8906),(70 4867.9707),(71 4879.563),(72 4938.871),(73 4991.8496),(74 5064.1514),(75 5119.6865),(76 5155.188),(77 5155.614),(78 5204.7124),(79 5263.463),
(1 1864.0492),(2 2546.0454),(3 2640.4675),(4 2795.52),(5 2910.9968),(6 3009.8623),(7 3089.561),(8 3157.1868),(9 3142.969),(10 3332.19),(11 3399.3413),(12 3366.5852),(13 3394.1516),(14 3490.265),(15 3604.2998),(16 3612.4443),(17 3550.4983),(18 3529.2102),(19 3580.6296),(20 3674.7507),(21 3682.3801),(22 3654.4448),(23 3637.4902),(24 3678.5586),(25 3734.489),(26 3860.8147),(27 3984.4082),(28 3991.341),(29 3959.5435),(30 3982.4006),(31 4067.9426),(32 4186.711),(33 4280.4927),(34 4291.4224),(35 4213.927),(36 4273.405),(37 4359.8276),(38 4390.637),(39 4359.1953),(40 4300.127),(41 4296.7607),(42 4349.457),(43 4387.043),(44 4423.2705),(45 4442.4346),(46 4399.512),(47 4408.8906),(48 4421.698),(49 4434.5107),(50 4427.6636),(51 4438.641),(52 4422.432),(53 4393.8735),(54 4427.6133),(55 4470.5884),(56 4462.787),(57 4404.986),(58 4416.1865),(59 4442.07),(60 4439.5474),(61 4390.716),(62 4357.0483),(63 4408.0166),(64 4394.588),(65 4435.6997),(66 4449.392),(67 4521.9844),(68 4471.9556),(69 4497.7246),(70 4510.799),(71 4518.7227),(72 4561.1084),(73 4589.782),(74 4613.0938),(75 4681.0522),(76 4723.855),(77 4747.961),(78 4851.2866),(79 4876.235),
(1 1830.8171),(2 2529.2146),(3 2614.8958),(4 2706.1733),(5 2834.9812),(6 2943.6345),(7 3082.332),(8 3105.8074),(9 3105.566),(10 3304.527),(11 3333.9824),(12 3279.9673),(13 3319.7722),(14 3449.405),(15 3565.5254),(16 3507.3176),(17 3444.0508),(18 3404.0408),(19 3462.7793),(20 3519.9463),(21 3511.3704),(22 3533.0137),(23 3577.6865),(24 3522.8044),(25 3578.8887),(26 3753.6028),(27 3898.3489),(28 3927.2886),(29 3846.6426),(30 3838.1587),(31 3930.6724),(32 4096.86),(33 4113.713),(34 4054.6409),(35 4007.5837),(36 4074.6382),(37 4137.855),(38 4109.386),(39 4134.082),(40 4114.604),(41 4134.231),(42 4179.394),(43 4220.6323),(44 4222.0425),(45 4243.8604),(46 4238.132),(47 4306.2227),(48 4279.46),(49 4267.5557),(50 4272.6157),(51 4343.946),(52 4270.3315),(53 4294.756),(54 4336.3096),(55 4332.154),(56 4345.5376),(57 4307.6753),(58 4288.553),(59 4242.1875),(60 4212.8945),(61 4162.8647),(62 4178.1177),(63 4219.1265),(64 4191.0747),(65 4224.392),(66 4185.0986),(67 4225.166),(68 4158.857),(69 4166.538),(70 4196.623),(71 4210.236),(72 4255.6143),(73 4321.229),(74 4355.6387),(75 4394.084),(76 4417.3745),(77 4427.588),(78 4526.626),(79 4524.912),
(1 1792.433),(2 2487.6108),(3 2566.8123),(4 2621.582),(5 2762.1829),(6 2897.4783),(7 3071.6973),(8 3050.3652),(9 3040.3),(10 3244.8416),(11 3302.87),(12 3220.457),(13 3244.02),(14 3408.0771),(15 3488.856),(16 3422.0532),(17 3379.1917),(18 3382.464),(19 3445.751),(20 3501.22),(21 3486.308),(22 3524.1252),(23 3535.6467),(24 3483.5444),(25 3559.4817),(26 3724.331),(27 3861.4712),(28 3840.5786),(29 3783.0547),(30 3832.5667),(31 3934.2712),(32 4048.2422),(33 4052.0662),(34 3969.7915),(35 3943.5613),(36 4034.6726),(37 4152.789),(38 4129.678),(39 4116.976),(40 4114.7593),(41 4159.3467),(42 4173.399),(43 4174.2803),(44 4175.192),(45 4207.3687),(46 4228.9917),(47 4286.0107),(48 4245.7427),(49 4248.1953),(50 4268.78),(51 4286.4263),(52 4214.3877),(53 4228.3525),(54 4251.5015),(55 4238.514),(56 4238.566),(57 4232.571),(58 4225.78),(59 4206.1167),(60 4173.671),(61 4100.632),(62 4109.568),(63 4151.982),(64 4170.7573),(65 4186.5444),(66 4188.3623),(67 4225.3174),(68 4259.3384),(69 4260.1104),(70 4265.328),(71 4272.851),(72 4325.394),(73 4326.62),(74 4393.707),(75 4478.9424),(76 4489.296),(77 4536.7305),(78 4599.772),(79 4604.417),
(1 1783.1375),(2 2459.3962),(3 2549.5225),(4 2606.3486),(5 2798.2468),(6 2871.692),(7 3005.6821),(8 2996.5837),(9 3034.5667),(10 3262.6787),(11 3316.353),(12 3207.0103),(13 3183.4885),(14 3351.572),(15 3457.5388),(16 3421.0635),(17 3345.9172),(18 3367.465),(19 3426.7),(20 3488.745),(21 3495.4485),(22 3537.1377),(23 3537.3962),(24 3510.2263),(25 3568.512),(26 3751.805),(27 3865.4905),(28 3764.0413),(29 3760.5862),(30 3834.704),(31 3952.8015),(32 4014.861),(33 3983.3342),(34 4003.1821),(35 4059.6357),(36 4102.723),(37 4148.379),(38 4149.5156),(39 4167.694),(40 4170.152),(41 4204.1187),(42 4163.716),(43 4149.111),(44 4170.59),(45 4226.912),(46 4283.8706),(47 4308.965),(48 4278.9976),(49 4316.9683),(50 4308.4224),(51 4287.381),(52 4257.131),(53 4266.415),(54 4284.138),(55 4299.751),(56 4295.3823),(57 4259.303),(58 4259.381),(59 4229.676),(60 4175.6567),(61 4137.317),(62 4167.077),(63 4224.054),(64 4209.6177),(65 4212.6304),(66 4244.1294),(67 4260.3823),(68 4265.653),(69 4256.408),(70 4280.806),(71 4279.873),(72 4328.223),(73 4316.2837),(74 4371.76),(75 4490.658),(76 4533.6265),(77 4594.6953),(78 4643.4897),(79 4647.6245),
(1 1672.7406),(2 2319.1506),(3 2407.1035),(4 2497.5945),(5 2695.1829),(6 2761.4612),(7 2840.889),(8 2830.1587),(9 2876.1648),(10 3088.9656),(11 3142.4797),(12 3073.659),(13 3064.888),(14 3210.2847),(15 3300.7598),(16 3255.755),(17 3231.8105),(18 3257.3064),(19 3281.0398),(20 3372.311),(21 3421.9807),(22 3444.2458),(23 3499.2217),(24 3472.0498),(25 3477.1191),(26 3652.4434),(27 3735.1775),(28 3661.9023),(29 3707.4094),(30 3754.979),(31 3859.347),(32 3927.8696),(33 3917.1162),(34 3952.7603),(35 4011.3538),(36 4086.8796),(37 4126.322),(38 4132.2134),(39 4116.6445),(40 4096.822),(41 4108.359),(42 4065.5417),(43 4087.1),(44 4120.117),(45 4160.015),(46 4190.8335),(47 4167.149),(48 4152.5483),(49 4170.3755),(50 4160.256),(51 4120.5503),(52 4102.122),(53 4047.7756),(54 4069.6897),(55 4076.8079),(56 4077.213),(57 3990.9636),(58 3970.063),(59 3953.6538),(60 3947.3435),(61 3914.017),(62 3920.3235),(63 3924.5796),(64 3906.425),(65 3926.075),(66 3953.1992),(67 3966.3982),(68 3984.9937),(69 4028.7402),(70 4063.3655),(71 4072.5256),(72 4102.2104),(73 4124.1357),(74 4185.4546),(75 4286.0996),(76 4271.2915),(77 4329.5767),(78 4398.065),(79 4427.5864),
(1 1643.377),(2 2253.1665),(3 2322.466),(4 2445.6902),(5 2619.8115),(6 2714.8306),(7 2783.3052),(8 2770.6265),(9 2810.4084),(10 2954.3264),(11 3032.2593),(12 2936.1816),(13 2974.4065),(14 3096.7344),(15 3129.83),(16 3083.0247),(17 3092.8984),(18 3088.947),(19 3120.3674),(20 3181.1511),(21 3241.991),(22 3302.9312),(23 3333.0352),(24 3269.949),(25 3280.0862),(26 3425.2156),(27 3505.355),(28 3464.4126),(29 3495.059),(30 3514.2869),(31 3594.9587),(32 3636.2305),(33 3691.919),(34 3687.0906),(35 3700.124),(36 3707.5974),(37 3752.961),(38 3749.532),(39 3758.6318),(40 3768.452),(41 3738.2021),(42 3738.307),(43 3760.3257),(44 3820.2139),(45 3853.574),(46 3855.629),(47 3906.5537),(48 3932.5051),(49 3904.5754),(50 3882.392),(51 3871.358),(52 3848.084),(53 3787.679),(54 3833.6191),(55 3863.3855),(56 3826.7307),(57 3742.1543),(58 3762.824),(59 3742.572),(60 3741.4998),(61 3694.0876),(62 3693.8047),(63 3689.5396),(64 3676.1409),(65 3678.5188),(66 3702.8445),(67 3734.4238),(68 3759.9048),(69 3789.619),(70 3783.3489),(71 3831.7246),(72 3836.39),(73 3843.9287),(74 3897.6267),(75 3950.6843),(76 3956.2612),(77 4063.825),(78 4089.9778),(79 4141.7056),
(1 1573.154),(2 2185.271),(3 2222.6563),(4 2332.6172),(5 2490.2327),(6 2634.4805),(7 2706.9946),(8 2686.1318),(9 2708.1772),(10 2882.6665),(11 2962.1143),(12 2851.8538),(13 2874.9705),(14 2993.2683),(15 3001.7673),(16 2947.2058),(17 3006.283),(18 3032.7595),(19 3034.2607),(20 3018.875),(21 3068.504),(22 3194.2793),(23 3175.7544),(24 3127.619),(25 3131.5476),(26 3253.8682),(27 3361.0962),(28 3321.354),(29 3390.5393),(30 3385.2188),(31 3426.6013),(32 3503.7056),(33 3525.573),(34 3549.8408),(35 3576.6685),(36 3611.3865),(37 3597.4446),(38 3648.0095),(39 3638.3613),(40 3646.6628),(41 3604.2783),(42 3580.041),(43 3575.9993),(44 3606.4211),(45 3641.6064),(46 3645.224),(47 3691.4841),(48 3681.6482),(49 3642.7097),(50 3611.6619),(51 3628.5337),(52 3601.0317),(53 3553.0908),(54 3590.7214),(55 3571.8726),(56 3534.8408),(57 3487.0562),(58 3504.2432),(59 3526.1365),(60 3487.321),(61 3466.921),(62 3481.376),(63 3483.2493),(64 3469.8347),(65 3477.1667),(66 3518.9119),(67 3538.047),(68 3537.9136),(69 3547.991),(70 3584.1887),(71 3633.3196),(72 3648.0317),(73 3689.917),(74 3766.3672),(75 3791.0974),(76 3819.0996),(77 3872.4675),(78 3924.761),(79 3951.866),
(1 1587.2163),(2 2254.5432),(3 2310.8408),(4 2366.392),(5 2511.7744),(6 2686.1133),(7 2789.8381),(8 2740.8203),(9 2709.4023),(10 2859.1936),(11 2963.8547),(12 2866.0347),(13 2878.0503),(14 3009.7664),(15 3045.1443),(16 3042.7932),(17 3148.1946),(18 3156.3696),(19 3091.4893),(20 3036.022),(21 3089.747),(22 3193.425),(23 3204.3047),(24 3137.0518),(25 3172.8916),(26 3313.507),(27 3423.9727),(28 3373.8936),(29 3385.401),(30 3413.0544),(31 3434.495),(32 3527.0134),(33 3495.028),(34 3521.501),(35 3536.9795),(36 3589.9507),(37 3560.411),(38 3575.2031),(39 3545.0562),(40 3560.2983),(41 3541.5422),(42 3519.8062),(43 3548.9932),(44 3619.0544),(45 3626.757),(46 3640.7888),(47 3664.2444),(48 3655.3318),(49 3671.5227),(50 3657.3093),(51 3675.9216),(52 3655.3267),(53 3626.5486),(54 3644.0337),(55 3604.8618),(56 3583.6328),(57 3587.8577),(58 3614.8728),(59 3618.096),(60 3558.696),(61 3495.0193),(62 3473.0095),(63 3489.2197),(64 3503.2444),(65 3516.6814),(66 3538.2444),(67 3533.7373),(68 3516.239),(69 3531.2312),(70 3583.7822),(71 3607.8945),(72 3593.8743),(73 3608.6924),(74 3683.706),(75 3728.9802),(76 3776.1243),(77 3805.0837),(78 3848.6729),(79 3892.9314),
(1 1529.6497),(2 2194.3486),(3 2252.2285),(4 2298.7834),(5 2435.1477),(6 2598.9512),(7 2710.0369),(8 2648.6316),(9 2629.1506),(10 2798.543),(11 2917.6375),(12 2870.4026),(13 2892.3208),(14 2977.6719),(15 3009.108),(16 2992.6895),(17 3092.4436),(18 3105.012),(19 2999.9402),(20 2983.5857),(21 3084.5137),(22 3174.5554),(23 3181.3909),(24 3103.688),(25 3113.2905),(26 3276.4194),(27 3352.2532),(28 3365.941),(29 3377.9868),(30 3414.7156),(31 3464.178),(32 3492.7139),(33 3507.3313),(34 3535.7668),(35 3562.4006),(36 3578.1313),(37 3589.6523),(38 3572.6123),(39 3538.9087),(40 3549.34),(41 3512.0896),(42 3504.283),(43 3525.2532),(44 3567.4902),(45 3559.6548),(46 3604.2732),(47 3642.0332),(48 3592.6313),(49 3609.7322),(50 3601.4893),(51 3593.162),(52 3590.5962),(53 3601.6062),(54 3575.9136),(55 3514.1982),(56 3522.3425),(57 3541.7546),(58 3563.928),(59 3584.616),(60 3501.342),(61 3481.3518),(62 3507.9873),(63 3540.842),(64 3563.9104),(65 3553.7898),(66 3537.5056),(67 3541.3337),(68 3542.1426),(69 3603.8542),(70 3637.1943),(71 3637.4055),(72 3625.1387),(73 3637.574),(74 3687.662),(75 3722.7122),(76 3731.3696),(77 3766.7283),(78 3799.2478),(79 3860.2002),
(1 1491.6278),(2 2172.9038),(3 2226.1394),(4 2258.506),(5 2363.6624),(6 2547.8354),(7 2688.434),(8 2641.6746),(9 2619.6226),(10 2798.8857),(11 2914.653),(12 2893.1912),(13 2943.9902),(14 3002.9219),(15 2965.3767),(16 2936.4063),(17 3059.3958),(18 3108.0596),(19 2992.7524),(20 2960.7803),(21 3028.3105),(22 3132.0288),(23 3129.4568),(24 3045.7292),(25 3085.2334),(26 3237.4458),(27 3273.643),(28 3315.6802),(29 3331.6523),(30 3375.999),(31 3383.875),(32 3420.6792),(33 3457.4578),(34 3480.4512),(35 3535.9697),(36 3472.805),(37 3476.7896),(38 3496.7148),(39 3495.5244),(40 3534.4915),(41 3487.2388),(42 3442.5652),(43 3466.6377),(44 3496.8796),(45 3498.3665),(46 3555.1362),(47 3556.9617),(48 3545.7651),(49 3559.6392),(50 3592.589),(51 3556.1965),(52 3594.828),(53 3600.8242),(54 3568.181),(55 3542.2927),(56 3527.9258),(57 3557.3293),(58 3560.1233),(59 3528.3599),(60 3459.7007),(61 3456.6697),(62 3472.3813),(63 3502.245),(64 3498.9827),(65 3502.7373),(66 3495.281),(67 3492.0212),(68 3550.437),(69 3589.258),(70 3608.7898),(71 3605.5547),(72 3619.3567),(73 3644.46),(74 3669.9182),(75 3681.3855),(76 3720.6035),(77 3771.2754),(78 3800.1775),(79 3859.157),
(1 1444.4965),(2 2125.6257),(3 2173.8667),(4 2195.5605),(5 2307.5474),(6 2478.3936),(7 2596.8762),(8 2565.9915),(9 2563.567),(10 2705.2537),(11 2802.1978),(12 2797.133),(13 2878.7715),(14 2896.6304),(15 2852.9846),(16 2889.4531),(17 2974.7524),(18 3021.8552),(19 2939.898),(20 2848.9185),(21 2912.1082),(22 3013.459),(23 3031.6804),(24 2958.16),(25 3020.915),(26 3135.4983),(27 3185.4211),(28 3221.7156),(29 3256.772),(30 3255.607),(31 3253.8828),(32 3273.6047),(33 3329.1729),(34 3361.0786),(35 3398.7346),(36 3356.978),(37 3332.8586),(38 3401.088),(39 3420.927),(40 3399.2295),(41 3374.865),(42 3356.1045),(43 3395.4805),(44 3406.9985),(45 3432.9187),(46 3453.5066),(47 3442.8503),(48 3469.75),(49 3463.7202),(50 3507.4038),(51 3506.681),(52 3525.5198),(53 3525.3054),(54 3517.2544),(55 3517.6208),(56 3447.2104),(57 3470.5164),(58 3450.779),(59 3441.4504),(60 3423.9556),(61 3444.278),(62 3495.1895),(63 3528.843),(64 3468.1868),(65 3408.7314),(66 3398.82),(67 3431.317),(68 3463.2551),(69 3500.3777),(70 3535.3784),(71 3540.5627),(72 3528.8066),(73 3575.2715),(74 3610.8135),(75 3630.4924),(76 3640.7754),(77 3672.148),(78 3705.6667),(79 3742.4763),
