1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 23605.787),(2 72787.46),(3 162424.63),(4 289664.94),(5 452663.16),(6 635920.56),(7 831765),(8 1088119.9),(9 1371996.1),(10 1714618.6),(11 2062223.5),(12 2444639.8),(13 2802780.8),(14 3227706.8),(15 3670809),(16 4189693),(17 4757907),(18 5318257.5),(19 5873426),(20 6503410.5),(21 7090739.5),(22 7637389.5),(23 8151447.5),(24 8665360),(25 9156417),(26 9587495),(27 9960185),(28 10324380),(29 10672530),(30 10960183),(31 11265160),(32 11529933),(33 11744993),(34 11944572),(35 12163400),(36 12321011),(37 12514629),(38 12665331),(39 12855416),(40 13009523),(41 13168099),(42 13277316),(43 13436917),(44 13563517),(45 13756460),(46 13935985),(47 14153251),(48 14459723),(49 14873275),(50 15348220),(51 15828349),(52 16304764),(53 16786882),(54 17324678),(55 17852662),(56 18331030),(57 18710896),(58 19002200),(59 19190656),(60 19282264),(61 19313226),(62 19288280),(63 19220580),(64 19160142),(65 19140144),(66 19253634),(67 19404546),(68 19646074),(69 19851960),(70 20003564),(71 20071152),(72 20097362),(73 20210848),(74 20377510),(75 20528328),(76 20646752),(77 20785226),(78 21035666),(79 21373644),
(1 61.577595),(2 73.55827),(3 80.12388),(4 82.96456),(5 86.87278),(6 90.79502),(7 92.74288),(8 94.208046),(9 95.4598),(10 96.91423),(11 98.967964),(12 99.52346),(13 101.91973),(14 101.316475),(15 102.57317),(16 101.494774),(17 102.069016),(18 101.1047),(19 101.98927),(20 102.0198),(21 103.7207),(22 104.48203),(23 103.52264),(24 102.64372),(25 104.1414),(26 105.87129),(27 105.332596),(28 104.91185),(29 104.184),(30 108.05143),(31 107.379974),(32 108.00429),(33 107.58113),(34 108.09292),(35 108.00549),(36 106.733574),(37 109.00073),(38 111.33165),(39 110.472946),(40 110.541725),(41 110.27447),(42 111.53719),(43 110.43836),(44 110.303375),(45 109.48005),(46 109.87554),(47 110.28864),(48 110.39932),(49 111.66981),(50 110.68476),(51 110.4288),(52 108.89917),(53 112.499794),(54 115.43504),(55 116.93147),(56 117.87072),(57 121.07596),(58 122.87332),(59 122.70678),(60 124.07776),(61 125.185776),(62 127.475655),(63 128.72089),(64 129.09245),(65 131.0549),(66 134.17838),(67 135.6458),(68 137.47687),(69 139.19803),(70 139.98293),(71 141.06679),(72 141.81392),(73 141.78282),(74 142.70355),(75 140.60039),(76 141.49391),(77 141.42413),(78 141.79292),(79 140.19954),
(1 61.14767),(2 73.883514),(3 78.67758),(4 82.047966),(5 86.08193),(6 90.31321),(7 91.47321),(8 93.68701),(9 94.46673),(10 96.43595),(11 96.61488),(12 97.341255),(13 100.00316),(14 99.70088),(15 102.10263),(16 102.190414),(17 102.61121),(18 103.65587),(19 102.735565),(20 102.88615),(21 103.99071),(22 104.56498),(23 104.417076),(24 104.33487),(25 105.0448),(26 106.97062),(27 105.9133),(28 105.9278),(29 107.52581),(30 109.66693),(31 108.827965),(32 108.943474),(33 107.65787),(34 107.35667),(35 107.38679),(36 106.97683),(37 107.476265),(38 108.98647),(39 109.27322),(40 111.13395),(41 110.14593),(42 109.82959),(43 109.37907),(44 109.22446),(45 108.93583),(46 108.884315),(47 109.35633),(48 109.45901),(49 110.60703),(50 109.982666),(51 109.59403),(52 109.06558),(53 112.28955),(54 114.99288),(55 118.81003),(56 118.86739),(57 119.21714),(58 121.52252),(59 122.17414),(60 123.53257),(61 125.19364),(62 127.0111),(63 127.53248),(64 127.98023),(65 130.82199),(66 132.35907),(67 132.94774),(68 134.43065),(69 135.47543),(70 135.6875),(71 137.53662),(72 138.63101),(73 139.7091),(74 139.21838),(75 137.83238),(76 137.50981),(77 137.79317),(78 138.38258),(79 137.66312),
(1 60.724915),(2 72.34589),(3 77.29153),(4 80.8952),(5 83.893074),(6 88.237785),(7 88.91461),(8 90.2092),(9 92.65581),(10 95.16152),(11 95.7572),(12 94.987366),(13 96.56436),(14 97.663155),(15 99.172066),(16 99.885925),(17 99.797356),(18 101.086464),(19 100.49133),(20 102.260345),(21 103.01716),(22 102.834175),(23 103.867874),(24 102.237495),(25 103.911156),(26 105.637054),(27 104.55989),(28 104.79383),(29 104.67957),(30 106.028435),(31 105.311554),(32 106.135376),(33 105.90918),(34 105.064064),(35 105.340706),(36 104.01512),(37 105.976204),(38 107.04708),(39 105.39686),(40 106.931816),(41 107.37963),(42 107.67712),(43 107.1201),(44 107.58876),(45 107.069855),(46 106.64561),(47 107.07434),(48 105.87117),(49 106.934746),(50 106.4576),(51 106.51023),(52 107.819595),(53 110.13512),(54 113.318146),(55 116.04104),(56 117.199104),(57 118.33948),(58 119.357315),(59 122.752686),(60 123.868454),(61 124.84871),(62 125.368996),(63 124.19865),(64 125.81296),(65 126.74709),(66 128.01411),(67 129.74893),(68 131.65382),(69 133.83519),(70 134.3411),(71 134.84082),(72 135.46625),(73 137.0483),(74 135.92665),(75 135.2333),(76 135.16835),(77 134.26361),(78 136.37665),(79 135.76605),
(1 59.93234),(2 71.82765),(3 77.17524),(4 81.05167),(5 83.25016),(6 86.80394),(7 88.038536),(8 90.90411),(9 92.13303),(10 92.35984),(11 94.82126),(12 93.941864),(13 96.46656),(14 97.60159),(15 96.39942),(16 96.656845),(17 98.289986),(18 98.9233),(19 98.67676),(20 100.379005),(21 101.34271),(22 100.19364),(23 101.45805),(24 101.990685),(25 103.788826),(26 103.80532),(27 104.53666),(28 104.29782),(29 104.84802),(30 105.03232),(31 103.90116),(32 105.56796),(33 105.32677),(34 105.527855),(35 105.74359),(36 104.9896),(37 106.49639),(38 107.61485),(39 106.11614),(40 107.11435),(41 107.0001),(42 106.69225),(43 107.6008),(44 108.570076),(45 107.89708),(46 107.48273),(47 106.93733),(48 105.136955),(49 107.87864),(50 106.811386),(51 107.33897),(52 106.66329),(53 111.17783),(54 114.6818),(55 115.6332),(56 117.40093),(57 118.75613),(58 119.52547),(59 122.19739),(60 123.634346),(61 123.549736),(62 125.0399),(63 126.52762),(64 126.913666),(65 128.1512),(66 128.5466),(67 131.66695),(68 133.19536),(69 135.13028),(70 135.38466),(71 136.55385),(72 137.3182),(73 138.63557),(74 138.10223),(75 137.62216),(76 137.11443),(77 137.42583),(78 136.99739),(79 136.5704),
(1 59.066956),(2 70.092384),(3 76.2022),(4 79.087296),(5 80.8749),(6 86.07006),(7 87.7694),(8 90.13281),(9 91.00016),(10 91.53976),(11 92.98251),(12 92.3731),(13 95.40589),(14 94.687935),(15 96.48485),(16 96.06203),(17 96.62241),(18 97.848236),(19 98.41692),(20 98.73961),(21 100.67534),(22 99.987625),(23 101.01134),(24 100.35147),(25 101.1063),(26 100.86037),(27 102.3489),(28 102.64943),(29 103.2744),(30 103.908806),(31 102.6524),(32 103.90845),(33 104.06797),(34 103.53446),(35 102.91592),(36 103.366035),(37 105.19678),(38 105.3771),(39 105.01454),(40 106.0892),(41 106.0189),(42 106.568115),(43 107.52726),(44 106.84968),(45 106.13258),(46 105.98607),(47 105.6577),(48 103.32861),(49 105.88023),(50 104.77172),(51 104.747),(52 104.46356),(53 107.316536),(54 109.999084),(55 109.83596),(56 111.900536),(57 112.47356),(58 113.2358),(59 114.72703),(60 117.001595),(61 116.52285),(62 117.40352),(63 117.8814),(64 118.29425),(65 120.34423),(66 121.1831),(67 123.27268),(68 124.8194),(69 127.56319),(70 127.3513),(71 127.78574),(72 128.92789),(73 129.50331),(74 129.69623),(75 129.23727),(76 130.14452),(77 129.49025),(78 129.90163),(79 129.3941),
(1 58.83751),(2 69.89724),(3 75.59803),(4 78.197464),(5 81.645096),(6 84.24312),(7 86.39864),(8 87.893105),(9 90.08984),(10 90.11309),(11 90.870224),(12 91.894356),(13 93.98104),(14 93.08728),(15 94.905914),(16 95.37607),(17 96.10152),(18 97.7837),(19 99.27589),(20 100.04894),(21 100.20898),(22 98.49931),(23 99.7216),(24 98.46758),(25 99.64104),(26 99.84359),(27 99.86999),(28 99.90187),(29 101.02501),(30 101.26495),(31 101.2406),(32 101.32313),(33 101.80033),(34 101.22584),(35 100.55109),(36 100.80651),(37 102.35991),(38 102.84806),(39 102.95463),(40 103.09614),(41 104.153076),(42 105.44536),(43 105.71316),(44 106.3435),(45 104.307),(46 104.84743),(47 103.725746),(48 102.31418),(49 105.20926),(50 105.61387),(51 105.28817),(52 106.68453),(53 107.920525),(54 108.940674),(55 111.2606),(56 111.80167),(57 113.75441),(58 113.7437),(59 114.91606),(60 117.045525),(61 118.376144),(62 118.94379),(63 119.08863),(64 118.50981),(65 119.24441),(66 121.638855),(67 123.56715),(68 126.76732),(69 127.371925),(70 128.45982),(71 129.48442),(72 129.53279),(73 128.90202),(74 130.83319),(75 128.73877),(76 129.07237),(77 128.01135),(78 128.79254),(79 128.06087),
(1 58.872066),(2 69.18762),(3 74.94229),(4 78.40534),(5 82.142914),(6 83.87799),(7 85.47035),(8 88.39641),(9 89.89991),(10 89.624306),(11 91.028015),(12 91.291626),(13 92.9931),(14 92.94922),(15 94.00278),(16 94.97341),(17 95.16721),(18 95.6417),(19 96.233696),(20 96.62523),(21 97.879776),(22 97.38978),(23 96.83815),(24 97.23077),(25 97.865105),(26 99.37669),(27 98.14797),(28 99.230225),(29 100.503334),(30 100.66775),(31 99.47233),(32 98.70734),(33 100.29168),(34 99.43352),(35 97.94073),(36 98.699554),(37 99.32693),(38 100.08933),(39 99.63311),(40 99.15403),(41 99.8047),(42 102.01304),(43 101.010925),(44 102.09355),(45 101.29426),(46 100.91328),(47 100.31473),(48 100.83968),(49 102.458275),(50 101.65717),(51 100.93829),(52 102.40494),(53 105.3222),(54 107.556206),(55 108.75584),(56 111.01915),(57 112.81391),(58 112.2887),(59 114.21074),(60 116.61101),(61 119.921165),(62 119.95511),(63 119.65751),(64 121.18774),(65 121.97313),(66 124.28634),(67 125.21811),(68 126.35125),(69 128.38393),(70 128.70782),(71 130.00352),(72 129.54071),(73 129.94664),(74 130.32404),(75 128.68944),(76 129.14003),(77 127.303955),(78 126.67964),(79 126.66047),
(1 57.512154),(2 68.80785),(3 74.01962),(4 77.6163),(5 80.774315),(6 82.784744),(7 86.21004),(8 87.63179),(9 89.10945),(10 88.75761),(11 90.639046),(12 89.62286),(13 91.91311),(14 93.6109),(15 92.86559),(16 93.8956),(17 94.45268),(18 95.6413),(19 95.98799),(20 96.31966),(21 97.83244),(22 96.98079),(23 97.418144),(24 96.01181),(25 97.20449),(26 100.12073),(27 98.91623),(28 98.09311),(29 99.08167),(30 99.95519),(31 99.563286),(32 100.06645),(33 99.94219),(34 98.933334),(35 97.31314),(36 97.70454),(37 99.3813),(38 100.156715),(39 99.108185),(40 99.403244),(41 100.7831),(42 103.57239),(43 101.80435),(44 102.703445),(45 101.28736),(46 102.21146),(47 101.63252),(48 101.983475),(49 103.81941),(50 103.5808),(51 102.784195),(52 102.8233),(53 107.482605),(54 109.357666),(55 110.88599),(56 111.79072),(57 113.1447),(58 112.53845),(59 113.32214),(60 114.45052),(61 116.71505),(62 118.536026),(63 118.72611),(64 119.34561),(65 119.65346),(66 121.704956),(67 122.527336),(68 124.04148),(69 125.34054),(70 124.50052),(71 124.686935),(72 125.19465),(73 125.49368),(74 125.69952),(75 123.763214),(76 123.38408),(77 121.516014),(78 121.761116),(79 122.38292),
(1 55.833637),(2 67.83339),(3 72.97473),(4 76.06452),(5 80.09277),(6 81.7542),(7 85.48465),(8 87.21854),(9 87.91882),(10 87.82077),(11 88.64729),(12 88.79429),(13 90.89668),(14 92.121544),(15 92.27381),(16 92.31104),(17 92.61318),(18 94.300125),(19 94.92263),(20 95.5004),(21 97.16708),(22 97.237885),(23 97.29879),(24 96.176636),(25 96.39553),(26 98.97508),(27 98.03539),(28 99.06188),(29 99.06707),(30 99.81288),(31 100.237564),(32 100.88453),(33 100.004135),(34 100.0712),(35 98.995094),(36 98.7745),(37 100.06302),(38 100.276535),(39 100.32746),(40 100.33036),(41 101.363495),(42 102.2065),(43 100.90241),(44 101.06962),(45 100.56772),(46 101.28044),(47 100.10121),(48 99.85164),(49 101.56053),(50 101.53208),(51 100.96757),(52 102.31469),(53 104.256096),(54 107.030876),(55 109.70122),(56 110.25491),(57 113.0576),(58 113.01335),(59 113.421135),(60 114.23637),(61 115.37324),(62 117.63076),(63 117.84002),(64 118.604866),(65 119.13318),(66 120.76432),(67 121.595985),(68 121.56308),(69 122.885475),(70 123.54536),(71 124.00446),(72 124.43292),(73 124.26977),(74 126.261635),(75 124.00959),(76 122.31689),(77 122.47554),(78 122.376595),(79 121.75694),
(1 54.83382),(2 66.54374),(3 71.50293),(4 73.77749),(5 76.227295),(6 78.94618),(7 82.45633),(8 82.86867),(9 83.95258),(10 83.51233),(11 84.38542),(12 83.323814),(13 85.20342),(14 86.54906),(15 88.20486),(16 88.793236),(17 87.761795),(18 89.25113),(19 90.4303),(20 90.28925),(21 91.46663),(22 91.99732),(23 92.60723),(24 91.27888),(25 92.32386),(26 94.02759),(27 93.520874),(28 93.3946),(29 93.86678),(30 94.92645),(31 94.972885),(32 95.66547),(33 94.97095),(34 95.37199),(35 95.82376),(36 96.209816),(37 95.7465),(38 96.36),(39 96.33987),(40 97.485115),(41 97.15204),(42 99.19731),(43 99.310616),(44 99.44835),(45 98.61733),(46 98.647415),(47 98.19225),(48 97.68781),(49 98.59175),(50 98.048065),(51 98.442535),(52 99.011826),(53 100.833046),(54 102.85954),(55 104.23528),(56 105.33274),(57 106.59538),(58 106.85035),(59 108.22646),(60 107.81523),(61 109.4088),(62 112.6266),(63 111.76579),(64 114.03211),(65 114.80736),(66 116.08673),(67 117.27598),(68 117.95899),(69 119.56593),(70 119.57675),(71 120.40535),(72 121.76894),(73 120.42933),(74 121.6753),(75 121.649345),(76 120.917564),(77 121.07177),(78 120.93642),(79 120.89459),
(1 54.69816),(2 65.41532),(3 70.42946),(4 74.9386),(5 77.83054),(6 80.59321),(7 82.462494),(8 83.45371),(9 84.96455),(10 84.510735),(11 85.63601),(12 86.10693),(13 87.57299),(14 87.88197),(15 88.8608),(16 89.08073),(17 89.41846),(18 88.68119),(19 89.49982),(20 89.94347),(21 92.31774),(22 93.01596),(23 91.98211),(24 91.97363),(25 92.91114),(26 93.8407),(27 92.61999),(28 92.81169),(29 93.68929),(30 94.08946),(31 94.8458),(32 94.697044),(33 95.00739),(34 94.37951),(35 94.65942),(36 95.26766),(37 95.754456),(38 97.89925),(39 97.6055),(40 98.00548),(41 98.14842),(42 99.319115),(43 98.90183),(44 98.99208),(45 98.9351),(46 98.197754),(47 97.66173),(48 97.07913),(49 98.28739),(50 98.789825),(51 98.41208),(52 98.27482),(53 100.86311),(54 102.07801),(55 103.913734),(56 105.699776),(57 107.308685),(58 107.63908),(59 108.14115),(60 108.123726),(61 108.829796),(62 110.46526),(63 111.33466),(64 112.25065),(65 113.08322),(66 113.74209),(67 114.92611),(68 115.821236),(69 117.701355),(70 118.23988),(71 119.271706),(72 119.94604),(73 119.98105),(74 120.27078),(75 119.17186),(76 119.36291),(77 120.18449),(78 120.09463),(79 119.88713),
(1 54.402878),(2 64.96953),(3 68.62527),(4 72.94147),(5 75.22707),(6 78.62622),(7 79.59557),(8 80.83267),(9 82.357506),(10 81.72197),(11 84.06978),(12 83.28258),(13 84.835464),(14 86.12977),(15 86.28773),(16 86.8981),(17 87.836716),(18 87.81387),(19 88.48854),(20 88.92836),(21 89.82917),(22 90.57474),(23 90.425156),(24 89.57764),(25 91.00887),(26 92.07959),(27 90.60408),(28 91.3969),(29 91.495125),(30 93.25143),(31 94.37371),(32 94.899994),(33 94.03379),(34 94.46611),(35 93.315384),(36 93.30267),(37 94.096085),(38 96.84733),(39 95.915726),(40 95.81169),(41 95.826004),(42 98.53796),(43 98.37899),(44 97.84364),(45 96.38298),(46 96.82999),(47 96.15779),(48 95.89555),(49 97.149895),(50 97.487785),(51 96.72476),(52 97.21382),(53 99.858765),(54 99.44238),(55 101.42446),(56 103.173065),(57 104.131615),(58 104.70401),(59 104.74803),(60 105.349),(61 106.30598),(62 107.69269),(63 108.2428),(64 109.543144),(65 109.46262),(66 109.8317),(67 111.48085),(68 111.82604),(69 114.2303),(70 113.08963),(71 114.823105),(72 115.17206),(73 114.50342),(74 114.65602),(75 114.287285),(76 113.79959),(77 114.678024),(78 113.97959),(79 113.61985),
(1 54.059326),(2 63.679348),(3 66.998055),(4 71.48858),(5 74.64265),(6 78.234276),(7 78.71664),(8 79.40304),(9 81.788925),(10 80.65515),(11 81.3892),(12 82.041115),(13 83.7037),(14 84.1853),(15 84.91393),(16 85.585556),(17 85.96403),(18 87.15297),(19 87.935555),(20 87.67858),(21 88.386696),(22 88.626915),(23 88.54866),(24 88.24529),(25 89.680435),(26 90.44312),(27 89.51346),(28 90.52848),(29 91.053185),(30 92.92107),(31 92.89514),(32 93.98171),(33 93.655266),(34 93.86333),(35 92.52422),(36 92.01574),(37 93.88812),(38 95.02812),(39 94.91119),(40 95.00571),(41 95.627464),(42 96.9159),(43 97.508675),(44 98.21223),(45 96.5736),(46 97.243004),(47 97.72752),(48 96.92404),(49 97.624565),(50 96.82788),(51 96.198555),(52 96.64364),(53 99.947014),(54 101.716095),(55 102.91129),(56 104.079025),(57 105.39041),(58 105.372795),(59 105.64226),(60 106.35771),(61 107.72043),(62 109.67628),(63 109.60749),(64 111.34992),(65 112.136765),(66 112.836975),(67 113.85311),(68 114.83323),(69 117.093864),(70 117.04879),(71 117.84344),(72 119.092476),(73 118.44182),(74 119.204094),(75 116.90573),(76 117.46379),(77 117.85682),(78 117.18683),(79 117.908554),
(1 52.022156),(2 62.12241),(3 67.83063),(4 71.56496),(5 74.31589),(6 77.47296),(7 78.29856),(8 79.34474),(9 81.50675),(10 80.815506),(11 81.947815),(12 81.957596),(13 85.04587),(14 86.46029),(15 86.63427),(16 88.07779),(17 87.629654),(18 89.44357),(19 89.485794),(20 89.88886),(21 91.59506),(22 91.651535),(23 91.13),(24 90.46799),(25 90.83784),(26 92.35094),(27 91.83418),(28 91.08538),(29 91.9257),(30 92.846214),(31 92.9837),(32 94.694145),(33 94.403145),(34 93.26722),(35 92.68633),(36 92.43667),(37 93.00556),(38 94.01039),(39 94.7439),(40 95.046104),(41 96.96426),(42 97.425224),(43 97.98521),(44 97.099945),(45 96.38906),(46 96.606514),(47 96.83266),(48 96.842865),(49 97.225815),(50 96.906105),(51 96.47184),(52 97.26263),(53 100.78739),(54 101.678955),(55 103.094086),(56 103.781845),(57 105.83407),(58 106.550095),(59 108.78502),(60 107.90525),(61 108.69507),(62 110.836395),(63 109.89149),(64 112.29193),(65 111.99838),(66 112.38285),(67 112.46664),(68 114.22838),(69 115.81942),(70 115.14814),(71 114.85785),(72 115.62107),(73 116.18401),(74 116.04315),(75 114.370544),(76 114.70963),(77 115.452736),(78 113.83988),(79 113.34787),
(1 51.032238),(2 61.049854),(3 66.18491),(4 70.094215),(5 73.13591),(6 76.52176),(7 76.63427),(8 77.9239),(9 80.74995),(10 81.32508),(11 82.10178),(12 81.31908),(13 84.61103),(14 84.63645),(15 85.00052),(16 85.70621),(17 84.67139),(18 86.35093),(19 86.71921),(20 88.02073),(21 88.31089),(22 88.411415),(23 88.64014),(24 87.67392),(25 88.841736),(26 90.476685),(27 88.930786),(28 89.24092),(29 89.99061),(30 90.68679),(31 91.78473),(32 92.649734),(33 91.965065),(34 91.49987),(35 90.3184),(36 90.97286),(37 92.16383),(38 92.82454),(39 91.83889),(40 93.40381),(41 94.266495),(42 93.61241),(43 94.00765),(44 93.0397),(45 92.59253),(46 92.92866),(47 92.22662),(48 91.50157),(49 92.71199),(50 92.38857),(51 93.049416),(52 93.32651),(53 95.58699),(54 98.437386),(55 99.76157),(56 99.512566),(57 101.2823),(58 101.40887),(59 104.17857),(60 103.32829),(61 104.4874),(62 105.62164),(63 106.25621),(64 107.60709),(65 109.5745),(66 110.92362),(67 112.38445),(68 112.193535),(69 113.65694),(70 113.325645),(71 114.253075),(72 114.82441),(73 113.44286),(74 114.04531),(75 111.71049),(76 112.34783),(77 111.9007),(78 111.15196),(79 112.09494),
(1 51.289406),(2 60.220078),(3 65.22692),(4 68.79261),(5 71.31646),(6 74.905495),(7 74.8429),(8 76.12422),(9 78.31397),(10 79.08869),(11 80.519905),(12 79.73965),(13 81.80557),(14 82.70437),(15 83.4582),(16 84.53946),(17 84.38158),(18 85.43332),(19 85.1773),(20 86.12097),(21 86.9029),(22 86.9139),(23 86.94491),(24 86.30077),(25 86.90932),(26 88.03603),(27 87.36495),(28 87.01114),(29 87.696014),(30 89.52417),(31 89.33427),(32 90.12724),(33 90.53063),(34 90.06441),(35 89.82096),(36 88.97397),(37 89.528145),(38 90.79875),(39 89.40414),(40 90.24896),(41 90.60729),(42 91.49082),(43 90.742256),(44 91.066734),(45 91.51459),(46 91.852776),(47 90.86817),(48 90.10431),(49 89.60566),(50 88.99514),(51 89.20524),(52 89.52129),(53 91.61589),(54 93.6566),(55 94.930016),(56 95.325424),(57 96.268036),(58 96.17335),(59 97.397285),(60 98.014046),(61 99.22075),(62 99.94333),(63 100.70473),(64 102.32975),(65 103.38896),(66 105.662735),(67 107.18624),(68 107.29427),(69 109.11479),(70 109.52843),(71 111.39911),(72 112.6007),(73 110.849106),(74 111.81091),(75 110.622505),(76 111.085304),(77 112.130135),(78 112.34551),(79 111.78696),
(1 51.488743),(2 60.60679),(3 66.56252),(4 69.03483),(5 72.66568),(6 76.2449),(7 76.968895),(8 77.97043),(9 79.989105),(10 80.135956),(11 81.56214),(12 79.7316),(13 81.83971),(14 83.084854),(15 83.70153),(16 84.806046),(17 85.34168),(18 85.92011),(19 86.55457),(20 87.280624),(21 87.37026),(22 87.02362),(23 86.97167),(24 87.34146),(25 87.410164),(26 89.220116),(27 88.65299),(28 87.86727),(29 88.12724),(30 89.15864),(31 88.62218),(32 89.64438),(33 89.57631),(34 90.501656),(35 89.85432),(36 89.58222),(37 90.66483),(38 92.292145),(39 91.20792),(40 91.325165),(41 92.59665),(42 93.05237),(43 91.75508),(44 92.48339),(45 92.55913),(46 92.15937),(47 91.351326),(48 90.98308),(49 90.97407),(50 89.88889),(51 90.34853),(52 91.201126),(53 94.68868),(54 95.92379),(55 95.843254),(56 97.31066),(57 98.9686),(58 97.97016),(59 98.75215),(60 99.66003),(61 100.91082),(62 101.9046),(63 102.46972),(64 103.11515),(65 103.5245),(66 103.1663),(67 105.38872),(68 106.29299),(69 108.43928),(70 107.35089),(71 108.501595),(72 109.25464),(73 109.36314),(74 110.10845),(75 108.80076),(76 109.13796),(77 109.38469),(78 109.06502),(79 108.259575),
(1 50.68808),(2 59.768707),(3 64.77899),(4 67.57035),(5 70.809296),(6 73.34665),(7 74.215675),(8 75.56932),(9 77.619255),(10 77.94656),(11 79.291664),(12 78.9901),(13 79.91327),(14 81.590645),(15 81.27724),(16 82.67863),(17 82.36076),(18 83.48673),(19 84.48),(20 84.49494),(21 84.09633),(22 84.97483),(23 84.73696),(24 84.53771),(25 85.64104),(26 87.01984),(27 85.48951),(28 86.038376),(29 86.41254),(30 88.462875),(31 87.312294),(32 87.36775),(33 87.85914),(34 89.34614),(35 88.93749),(36 88.64677),(37 89.570305),(38 90.93151),(39 89.90799),(40 90.049416),(41 90.76744),(42 91.93814),(43 90.72012),(44 90.896736),(45 90.720764),(46 92.09375),(47 91.45577),(48 90.24893),(49 91.47592),(50 91.03887),(51 91.09721),(52 91.83933),(53 93.90203),(54 96.703995),(55 96.3002),(56 98.87103),(57 100.34851),(58 99.29051),(59 99.22702),(60 101.258865),(61 102.65212),(62 105.20859),(63 103.78701),(64 104.469406),(65 106.48747),(66 106.28141),(67 106.77099),(68 107.527985),(69 109.736336),(70 108.90145),(71 108.87332),(72 108.856514),(73 108.85729),(74 108.16546),(75 108.04851),(76 108.34195),(77 106.986465),(78 107.69981),(79 107.379906),
