1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 593453.94),(2 950048.44),(3 998595.7),(4 2030403),(5 2780571.8),(6 3026946.3),(7 4125187.3),(8 4949871),(9 5065904.5),(10 6050705.5),(11 6645439.5),(12 6639856),(13 7521234.5),(14 8094774.5),(15 8071955.5),(16 8886381),(17 9493634),(18 9443013),(19 10290120),(20 10894497),(21 10880333),(22 11806005),(23 12433465),(24 12400719),(25 13332564),(26 14006139),(27 14051208),(28 14959291),(29 15575796),(30 15611368),(31 16392444),(32 17196360),(33 17445462),(34 18408126),(35 19522938),(36 19887472),(37 20989826),(38 22327468),(39 22576120),(40 23577866),(41 24712608),(42 24951878),(43 25735282),(44 26581290),(45 26631234),(46 27188072),(47 27940566),(48 27846744),(49 28315498),(50 28921614),(51 28706810),(52 29054448),(53 29653334),(54 29394182),(55 29797208),(56 30334018),(57 30028634),(58 30318678),(59 30733766),(60 30384646),(61 30454838),(62 30928976),(63 30641046),(64 30661050),(65 31272346),(66 31088202),(67 31307088),(68 32161750),(69 32166554),(70 32366256),(71 33169702),(72 33171994),(73 33487926),(74 34427744),(75 34730188),(76 35134624),(77 36400444),(78 37262580),(79 38032268),
(1 7752.778),(2 9138.878),(3 9524.182),(4 10269.08),(5 10220.875),(6 10925.291),(7 10810.016),(8 10859.72),(9 10977.066),(10 11082.819),(11 11310.764),(12 11298.069),(13 11255.5625),(14 11221.256),(15 11439.193),(16 11404.24),(17 11577.626),(18 11659.576),(19 11551.068),(20 11577.261),(21 11646.473),(22 11709.012),(23 11954.199),(24 11906.288),(25 11999.362),(26 12055.666),(27 11688.831),(28 11652.142),(29 11583.386),(30 11688.424),(31 11445.937),(32 11415.227),(33 11198.986),(34 11188.807),(35 10860.147),(36 10673.123),(37 10616.288),(38 10514.996),(39 10436.69),(40 10452.855),(41 10539.2705),(42 10691.445),(43 10858.055),(44 11214.899),(45 11218.445),(46 11291.78),(47 11505.13),(48 11900.929),(49 12034.183),(50 12202.649),(51 12167.698),(52 12290.848),(53 12560.212),(54 12560.568),(55 12561.396),(56 12735.781),(57 12892.117),(58 12930.688),(59 12861.357),(60 12979.621),(61 12986.248),(62 12940.673),(63 13132.578),(64 12949.517),(65 12875.981),(66 12886.704),(67 12839.233),(68 12779.515),(69 12612.636),(70 12246.27),(71 11947.203),(72 11922.367),(73 11930.102),(74 11915.659),(75 11703.507),(76 11793.862),(77 11708.762),(78 11717.844),(79 11467.898),
(1 7218.3633),(2 8473.219),(3 8791.818),(4 9510.261),(5 9654.685),(6 10204.314),(7 10168.487),(8 10189.076),(9 10552.654),(10 10573.075),(11 10733.093),(12 10806.239),(13 10718.784),(14 10939.162),(15 10994.362),(16 11055.18),(17 11061.293),(18 11278.201),(19 11143.834),(20 11146.273),(21 11327.176),(22 11491.901),(23 11449.685),(24 11301.327),(25 11431.523),(26 11464.113),(27 11335.008),(28 11162.472),(29 11122.188),(30 11042.645),(31 10952.861),(32 11111.632),(33 10743.215),(34 10841.162),(35 10412.884),(36 10241.249),(37 10213.036),(38 10201.479),(39 10047.127),(40 9985.837),(41 10011.068),(42 10211.097),(43 10519.365),(44 10339.727),(45 10628.537),(46 10712.275),(47 10969.446),(48 11251.409),(49 11462.553),(50 11467.363),(51 11691.387),(52 11601.71),(53 11835.003),(54 11803.77),(55 12066.096),(56 11952.163),(57 12004.579),(58 12116.702),(59 12004.285),(60 12010.354),(61 12080.451),(62 11967.708),(63 12064.457),(64 11955.978),(65 11869.498),(66 11879.513),(67 11713.854),(68 11625.603),(69 11629.042),(70 11570.429),(71 11441.999),(72 11174.0205),(73 11047.388),(74 10880.877),(75 11051.775),(76 10985.244),(77 11017.587),(78 10977.089),(79 10938.703),
(1 7106.627),(2 8568.975),(3 8670.179),(4 9224.859),(5 9410.756),(6 10010.999),(7 10034.883),(8 10008.189),(9 10214.84),(10 10257.98),(11 10362.076),(12 10343.821),(13 10543.435),(14 10349.078),(15 10522.04),(16 10720.609),(17 10578.247),(18 10602.409),(19 10777.934),(20 10952.81),(21 10987.455),(22 10768.605),(23 10867.77),(24 11022.11),(25 11043.997),(26 10982.478),(27 11004.697),(28 10950.135),(29 11042.443),(30 10999.693),(31 10831.378),(32 10711.418),(33 10522.541),(34 10514.302),(35 10131.639),(36 10124.917),(37 9934.047),(38 9816.721),(39 10031.258),(40 9950.156),(41 9908.701),(42 9924.137),(43 10313.988),(44 10369.396),(45 10544.739),(46 10600.545),(47 10860.697),(48 11068.558),(49 11229.759),(50 11453.658),(51 11300.075),(52 11297.438),(53 11502.739),(54 11465.586),(55 11463.767),(56 11568.731),(57 11542.081),(58 11661.798),(59 11709.199),(60 11773.234),(61 11719.456),(62 11668.159),(63 11724.203),(64 11565.416),(65 11427.734),(66 11445.135),(67 11473.2),(68 11246.377),(69 10971.442),(70 11027.836),(71 11022.097),(72 10899.192),(73 10837.017),(74 10874.09),(75 10620.776),(76 10552.686),(77 10497.997),(78 10515.138),(79 10265.49),
(1 7004.1304),(2 8197.144),(3 8457.587),(4 9043.271),(5 9257.489),(6 9585.603),(7 9443.355),(8 9888.481),(9 10033.821),(10 9904.6),(11 9967.337),(12 10069.427),(13 10268.043),(14 10150.956),(15 10291.729),(16 10226.339),(17 10396.785),(18 10655.466),(19 10536.251),(20 10500.497),(21 10470.834),(22 10503.214),(23 10534.396),(24 10663.897),(25 10767.74),(26 10624.561),(27 10561.388),(28 10326.206),(29 10376.434),(30 10555.849),(31 10395.923),(32 10336.207),(33 10398.226),(34 10064.023),(35 9806.328),(36 9769.908),(37 9758.684),(38 9500.139),(39 9479.383),(40 9579.4),(41 9566.21),(42 9718.099),(43 9733.131),(44 10134.131),(45 10295.031),(46 10313.752),(47 10537.218),(48 10697.319),(49 10871.988),(50 10948.101),(51 10975.519),(52 11032.227),(53 11101.005),(54 11039.86),(55 11427.68),(56 11469.503),(57 11447.213),(58 11497.823),(59 11573.99),(60 11635.781),(61 11710.741),(62 11635.001),(63 11751.068),(64 11503.393),(65 11535.397),(66 11453.079),(67 11465.938),(68 11566.082),(69 11346.31),(70 11330.315),(71 10999.688),(72 10857.187),(73 11005.3125),(74 10889.293),(75 10837.273),(76 10874.492),(77 10847.386),(78 10704.903),(79 10533.96),
(1 7209.74),(2 8265.762),(3 8469.623),(4 9119.614),(5 9402.849),(6 9678.36),(7 9657.287),(8 9902.3125),(9 9988.145),(10 10097.675),(11 10318.893),(12 10303.909),(13 10403.607),(14 10269.596),(15 10294.648),(16 10472.664),(17 10578.717),(18 10594.877),(19 10478.647),(20 10475.0205),(21 10710.583),(22 10744.161),(23 10811.06),(24 10732.386),(25 10803.69),(26 10659.592),(27 10715.164),(28 10728.125),(29 10599.233),(30 10717.627),(31 10463.246),(32 10526.483),(33 10309.849),(34 10184.446),(35 10029.769),(36 9761.107),(37 9621.036),(38 9574.963),(39 9562.783),(40 9610.911),(41 9628.192),(42 9752.105),(43 9664.019),(44 9940.908),(45 10241.317),(46 10365.268),(47 10396.261),(48 10569.703),(49 10820.616),(50 10956.916),(51 11107.97),(52 11012.264),(53 11063.436),(54 11307.947),(55 11570.434),(56 11608.945),(57 11810.097),(58 11671.548),(59 11752.182),(60 11916.107),(61 11851.129),(62 11728.839),(63 11623.948),(64 11540.673),(65 11432.572),(66 11305.332),(67 11334.671),(68 11391.79),(69 11359.43),(70 11293.425),(71 11038.31),(72 10954.755),(73 10678.464),(74 10497.993),(75 10592.577),(76 10521.904),(77 10451.757),(78 10215.226),(79 10182.485),
(1 6767.519),(2 8036.7524),(3 8314.708),(4 8714.634),(5 9118.284),(6 9396.797),(7 9494.353),(8 9553.205),(9 9578.892),(10 9694.588),(11 9726.934),(12 9884.572),(13 9959.923),(14 9937.545),(15 10132.404),(16 10126.219),(17 10319.882),(18 10428.923),(19 10417.244),(20 10307.712),(21 10285.256),(22 10211.199),(23 10309.036),(24 10444.562),(25 10334.758),(26 10138.376),(27 10134.995),(28 10176.407),(29 10158.437),(30 9986.853),(31 10108.303),(32 10092.931),(33 9752.634),(34 9680.386),(35 9663.654),(36 9557.523),(37 9361.358),(38 9280.883),(39 9259.792),(40 9186.053),(41 9297.399),(42 9506.411),(43 9687.339),(44 9866.119),(45 10043.462),(46 10209.45),(47 10106.341),(48 10292.18),(49 10499.698),(50 10553.396),(51 10700.04),(52 10789.818),(53 10838.333),(54 10869.727),(55 10893.621),(56 10898.737),(57 10894.738),(58 10957.136),(59 11006.117),(60 11142.054),(61 11257.937),(62 11153.525),(63 11199.017),(64 11164.877),(65 11115.395),(66 10783.762),(67 10785.928),(68 10848.059),(69 10742.457),(70 10684.6875),(71 10582.93),(72 10431.868),(73 10247.132),(74 10163.692),(75 10100.864),(76 10095.869),(77 10025.491),(78 10041.933),(79 9894.378),
(1 6500.0376),(2 7703.291),(3 7990.2354),(4 8383.984),(5 8518.639),(6 8955.213),(7 9033.495),(8 9174.815),(9 9271.326),(10 9429.647),(11 9546.934),(12 9689.072),(13 9748.13),(14 9775.188),(15 9839.744),(16 9890.684),(17 9819.468),(18 9881.985),(19 9968.323),(20 9872.846),(21 9948.975),(22 9898.477),(23 10028.899),(24 10140.784),(25 10175.435),(26 10060.968),(27 10024.03),(28 9889.552),(29 9926.298),(30 9939.64),(31 9852.644),(32 9788.363),(33 9589.665),(34 9346.901),(35 9324.177),(36 9149.939),(37 9015.39),(38 9148.529),(39 9071.378),(40 9153.537),(41 9115.96),(42 9099.631),(43 9233.6045),(44 9449.042),(45 9349.351),(46 9716.66),(47 9843.27),(48 9839.39),(49 10015.627),(50 10222.102),(51 10561.56),(52 10480.718),(53 10387.87),(54 10568.78),(55 10633.143),(56 10569.515),(57 10659.338),(58 10784.234),(59 10871.609),(60 10871.683),(61 10920.498),(62 10752.617),(63 10768.983),(64 10861.465),(65 10769.154),(66 10644.59),(67 10541.721),(68 10375.232),(69 10194.061),(70 10300.44),(71 10125.823),(72 10089.95),(73 10112.62),(74 9890.056),(75 9991.98),(76 9885.405),(77 9651.308),(78 9645.084),(79 9564.348),
(1 6598.662),(2 7765.1885),(3 8108.4985),(4 8710.917),(5 8737.543),(6 9112.123),(7 9041.138),(8 9180.785),(9 9230.4795),(10 9324.042),(11 9641.437),(12 9559.851),(13 9630.243),(14 9745.656),(15 9928.57),(16 9993.342),(17 10026.273),(18 10156.208),(19 10231.669),(20 10081.363),(21 10093.45),(22 10124.674),(23 10226.429),(24 10337.683),(25 10270.329),(26 10216.204),(27 10096.257),(28 9924.437),(29 9811.593),(30 9757.776),(31 9796.435),(32 9711.575),(33 9490.138),(34 9545.107),(35 9281.652),(36 9046.963),(37 8850.163),(38 8876.956),(39 8917.104),(40 9052.45),(41 9157.032),(42 9203.698),(43 9368.928),(44 9436.968),(45 9735.572),(46 9831.409),(47 10042.754),(48 10270.835),(49 10419.357),(50 10509.661),(51 10589.489),(52 10536.372),(53 10607.082),(54 10677.4795),(55 10737.865),(56 10919.754),(57 10879.077),(58 10712.342),(59 10807.781),(60 10943.034),(61 10853.937),(62 10731.297),(63 10749.787),(64 10705.695),(65 10563.866),(66 10447.928),(67 10291.386),(68 10160.463),(69 10034.269),(70 9995.435),(71 9898.482),(72 9823.256),(73 9893.077),(74 9949.377),(75 9864.187),(76 9836.5625),(77 9701.995),(78 9600.739),(79 9507.699),
(1 6568.612),(2 7596.736),(3 7887.555),(4 8411.537),(5 8453.918),(6 8794.406),(7 8791.222),(8 9122.859),(9 9162.816),(10 9154.424),(11 9290.747),(12 9359.587),(13 9520.84),(14 9550.037),(15 9686.664),(16 9824.129),(17 9917.028),(18 9952.897),(19 9905.022),(20 9742.891),(21 9703.837),(22 9866.713),(23 9998.853),(24 9947.679),(25 9741.862),(26 9649.1045),(27 9608.149),(28 9627.5205),(29 9556.974),(30 9490.068),(31 9368.859),(32 9209.052),(33 9116.172),(34 8974.682),(35 8876.407),(36 8738.822),(37 8652.138),(38 8550.59),(39 8623.622),(40 8597.065),(41 8655.663),(42 8836.824),(43 9101.197),(44 9242.823),(45 9426.6),(46 9422.647),(47 9652.056),(48 9906.138),(49 10027.261),(50 10181.215),(51 10215.342),(52 10229.762),(53 10178.527),(54 10230.293),(55 10384.854),(56 10531.004),(57 10486.432),(58 10375.868),(59 10407.809),(60 10478.776),(61 10491.684),(62 10608.988),(63 10289.949),(64 10211.424),(65 10228.921),(66 10176.02),(67 10171.701),(68 9779.638),(69 9687.991),(70 9589.802),(71 9880.609),(72 9798.727),(73 9563.033),(74 9537.059),(75 9504.907),(76 9614.1),(77 9588.416),(78 9406.138),(79 9326.073),
(1 6296.2466),(2 7392.1816),(3 7501.1196),(4 8023.9277),(5 8161.965),(6 8549.417),(7 8603.099),(8 8784.584),(9 9050.509),(10 8992.725),(11 9267.055),(12 9373.409),(13 9480.569),(14 9526.563),(15 9544.334),(16 9647.192),(17 9569.235),(18 9623.563),(19 9635.055),(20 9628.033),(21 9656.302),(22 9594.803),(23 9703.068),(24 9880.789),(25 9730.537),(26 9622.158),(27 9619.162),(28 9629.214),(29 9543.699),(30 9435.898),(31 9518.177),(32 9380.705),(33 9255.036),(34 9120.239),(35 8901.373),(36 8791.676),(37 8662.694),(38 8507.739),(39 8479.966),(40 8502.826),(41 8597.966),(42 8662.148),(43 9038.295),(44 9190.609),(45 9376.533),(46 9361.874),(47 9543.951),(48 9690.925),(49 9832.112),(50 9897.706),(51 10106.303),(52 10039.106),(53 10126.166),(54 10264.896),(55 10242.655),(56 10280.772),(57 10250.283),(58 10328.631),(59 10343.295),(60 10321.584),(61 10369.64),(62 10251.01),(63 10250.525),(64 10088.798),(65 10139.318),(66 10108.97),(67 9991.218),(68 9844.463),(69 9769.884),(70 9671.943),(71 9655.665),(72 9645.125),(73 9490.627),(74 9367.102),(75 9446.007),(76 9432.149),(77 9445.796),(78 9201.715),(79 9261.023),
(1 6356.6714),(2 7121.1177),(3 7551.4946),(4 8031.577),(5 8061.666),(6 8561.923),(7 8482.729),(8 8607.99),(9 8840.024),(10 8690.506),(11 9018.842),(12 9064.908),(13 9248.975),(14 9349.5625),(15 9514.202),(16 9405.571),(17 9464.492),(18 9678.135),(19 9703.748),(20 9859.388),(21 10022.025),(22 9949.789),(23 10044.536),(24 10094.475),(25 10103.965),(26 10151.802),(27 9908.284),(28 9791.842),(29 9715.558),(30 9719.126),(31 9758.068),(32 9471.591),(33 9379.123),(34 9342.128),(35 9118.855),(36 8784.348),(37 8616.768),(38 8518.854),(39 8533.386),(40 8571.469),(41 8579.189),(42 8754.753),(43 8880.305),(44 8800.244),(45 9109.409),(46 9082.182),(47 9415.254),(48 9571.568),(49 9794.175),(50 9759.487),(51 10050.283),(52 10022.928),(53 10146.709),(54 9986.658),(55 9990.48),(56 10132.342),(57 10146.663),(58 10294.262),(59 10350.153),(60 10436.439),(61 10391.972),(62 10433.098),(63 10336.248),(64 10120.479),(65 10177.485),(66 10144.161),(67 10046.055),(68 9941.422),(69 9866.931),(70 9812.925),(71 9686.978),(72 9482.897),(73 9528.414),(74 9399.024),(75 9584.897),(76 9486.583),(77 9345.039),(78 9379.722),(79 9382.379),
(1 6084.751),(2 7029.5474),(3 7276.5913),(4 7639.2217),(5 7819.9204),(6 8203.993),(7 8195.872),(8 8319.287),(9 8621.681),(10 8545.889),(11 8812.694),(12 8806.035),(13 8939.687),(14 9020.732),(15 9137.012),(16 9256.852),(17 9142.398),(18 9324.149),(19 9356.042),(20 9363.91),(21 9532.319),(22 9679.52),(23 9795.591),(24 9584.737),(25 9578.419),(26 9614.876),(27 9527.292),(28 9424.424),(29 9343.963),(30 9270.404),(31 9205.851),(32 9106.31),(33 8931.333),(34 8781.128),(35 8720.785),(36 8497.045),(37 8201.225),(38 8392.374),(39 8315.418),(40 8314.501),(41 8241.545),(42 8304.791),(43 8477.45),(44 8588.687),(45 8701.097),(46 8803.834),(47 9034.794),(48 9136.204),(49 9398.962),(50 9431.818),(51 9613.032),(52 9684.295),(53 9627.24),(54 9545.795),(55 9861.363),(56 9883.518),(57 9832.064),(58 9903.073),(59 9964.033),(60 10035.935),(61 10039.454),(62 10067.107),(63 10021.436),(64 9928.053),(65 10051.699),(66 10028.463),(67 9997.342),(68 9940.404),(69 9785.286),(70 9648.292),(71 9711.798),(72 9632.063),(73 9689.011),(74 9550.904),(75 9609.51),(76 9385.486),(77 9385.051),(78 9237.986),(79 9113.392),
(1 5836.651),(2 6722.344),(3 6970.5723),(4 7418.082),(5 7395.99),(6 7669.436),(7 7733.0146),(8 8024.0967),(9 8224.513),(10 8195.68),(11 8407.65),(12 8413.82),(13 8536.193),(14 8663.087),(15 8604.111),(16 8737.828),(17 8802.067),(18 8970.303),(19 9039.502),(20 8999.016),(21 9076.738),(22 9096.803),(23 9213.091),(24 9169.227),(25 9238.641),(26 9076.17),(27 9040.004),(28 8815.751),(29 8803.307),(30 8831.2),(31 8687.615),(32 8610.484),(33 8602.85),(34 8605.948),(35 8401.407),(36 8351.33),(37 8058.559),(38 7993.6704),(39 8100.2217),(40 8028.51),(41 8017.712),(42 8022.7363),(43 8200.299),(44 8255.359),(45 8356.3545),(46 8481.369),(47 8630.731),(48 8717.711),(49 8768.481),(50 9002.006),(51 9164.832),(52 9236.368),(53 9443.091),(54 9490.076),(55 9623.777),(56 9570.226),(57 9467.855),(58 9591.809),(59 9668.943),(60 9666.67),(61 9655.436),(62 9707.676),(63 9734.721),(64 9716.759),(65 9703.464),(66 9581.723),(67 9567.95),(68 9574.285),(69 9430.923),(70 9491.13),(71 9296.002),(72 9267.053),(73 9034.238),(74 9031.917),(75 9072.625),(76 8875.355),(77 8797.775),(78 8667.674),(79 8719.8545),
(1 5664.863),(2 6541.086),(3 6915.2573),(4 7478.2),(5 7560.9404),(6 7824.1167),(7 7871.4526),(8 8014.558),(9 8128.447),(10 8135.34),(11 8384.8125),(12 8352.297),(13 8545.072),(14 8462.868),(15 8579.377),(16 8465.483),(17 8590.116),(18 8685.034),(19 8679.235),(20 8731.276),(21 8874.221),(22 8887.574),(23 8944.114),(24 9097.182),(25 9236.922),(26 8968.036),(27 8813.013),(28 8579.881),(29 8558.737),(30 8536.356),(31 8559.822),(32 8549.038),(33 8305.105),(34 8364.329),(35 8244.2705),(36 8133.0127),(37 7965.797),(38 8003.0337),(39 7981.858),(40 7943.5127),(41 8006.9927),(42 8123.2886),(43 8104.764),(44 8181.9863),(45 8341.668),(46 8403.4375),(47 8517.95),(48 8563.752),(49 8713.519),(50 8857.331),(51 8888.759),(52 9060.503),(53 9109.522),(54 9114.318),(55 9145.688),(56 9069.972),(57 9281.201),(58 9129.689),(59 9231.614),(60 9231.442),(61 9224.903),(62 9229.659),(63 9193.548),(64 9163.337),(65 9311.217),(66 9162.611),(67 9250.27),(68 9110.598),(69 9109.081),(70 9124.761),(71 8965.399),(72 9046.391),(73 8833.373),(74 8841.981),(75 8800.513),(76 8670.81),(77 8710.729),(78 8674.699),(79 8571.024),
(1 5882.5503),(2 6553.2485),(3 6972.339),(4 7362.6885),(5 7312.403),(6 7578.864),(7 7641.7373),(8 7718.7007),(9 7888.5767),(10 7927.9946),(11 8070.8726),(12 8044.9785),(13 8257.997),(14 8187.84),(15 8214.42),(16 8397.655),(17 8428.165),(18 8482.529),(19 8476.427),(20 8543.061),(21 8669.624),(22 8673.978),(23 8826.224),(24 8866.218),(25 8857.43),(26 8910.139),(27 8734.869),(28 8657.037),(29 8583.449),(30 8546.11),(31 8514.077),(32 8470.47),(33 8328.243),(34 8221.633),(35 8110.8403),(36 7918.443),(37 7914.3335),(38 7885.4033),(39 7827.9224),(40 7881.884),(41 7791.739),(42 7885.8555),(43 7928.203),(44 8057.6445),(45 8112.526),(46 8265.421),(47 8391.048),(48 8389.266),(49 8534.487),(50 8726.906),(51 8735.327),(52 8825.398),(53 8881.295),(54 9032.2295),(55 8941.45),(56 8980.241),(57 9014.105),(58 9137.168),(59 9164.057),(60 9138.284),(61 9224.481),(62 9088.098),(63 9139.228),(64 9165.549),(65 9103.286),(66 9120.534),(67 9039.776),(68 9044.76),(69 9081.468),(70 9033.282),(71 8864.585),(72 8911.409),(73 8714.978),(74 8694.084),(75 8666.886),(76 8580.29),(77 8544.202),(78 8476.8),(79 8430.585),
(1 5680.066),(2 6459.937),(3 6910.0205),(4 7241.246),(5 7260.261),(6 7534.07),(7 7515.985),(8 7648.243),(9 7734.5767),(10 7773.4736),(11 7878.3647),(12 7879.646),(13 8145.1343),(14 8050.6763),(15 8117.925),(16 8200.664),(17 8354.316),(18 8349.745),(19 8380.77),(20 8446.252),(21 8481.55),(22 8520.781),(23 8481.197),(24 8598.053),(25 8534.361),(26 8414.531),(27 8330.002),(28 8140.494),(29 8091.1396),(30 8223.929),(31 8186.494),(32 8011.1997),(33 7907.0576),(34 7844.6616),(35 7748.2197),(36 7670.2627),(37 7657.2954),(38 7592.444),(39 7558.208),(40 7597.993),(41 7688.842),(42 7805.5967),(43 7843.5425),(44 7864.799),(45 7840.0264),(46 7913.406),(47 7973.0806),(48 8096.451),(49 8375.488),(50 8505.906),(51 8508.282),(52 8539.039),(53 8426.948),(54 8554.085),(55 8689.597),(56 8804.191),(57 8823.002),(58 8858.25),(59 8846.178),(60 8937.313),(61 8963.327),(62 8974.2),(63 8820.872),(64 8783.071),(65 8777.241),(66 8776.702),(67 8756.032),(68 8669.751),(69 8676.573),(70 8650.891),(71 8535.126),(72 8579.586),(73 8509.666),(74 8466.819),(75 8367.836),(76 8328.731),(77 8397.836),(78 8365.557),(79 8412.248),
(1 5634.794),(2 6460.7163),(3 6767.6494),(4 7012.3296),(5 7196.7935),(6 7318.635),(7 7388.408),(8 7541.4883),(9 7614.209),(10 7415.3354),(11 7647.0986),(12 7798.8066),(13 7877.5044),(14 7864.946),(15 8105.99),(16 8115.9414),(17 8058.3237),(18 8088.4653),(19 8075.3564),(20 8093.166),(21 8093.0083),(22 8191.1274),(23 8117.794),(24 8254.46),(25 8376.927),(26 8236.708),(27 8167.425),(28 8167.5845),(29 8140.8896),(30 8190.8867),(31 8029.4604),(32 8075.0205),(33 7879.2075),(34 7785.575),(35 7628.965),(36 7650.535),(37 7563.531),(38 7427.9707),(39 7470.91),(40 7540.69),(41 7557.202),(42 7538.7354),(43 7691.3086),(44 7944.983),(45 7936.032),(46 8049.222),(47 8016.3403),(48 8100.9204),(49 8319.048),(50 8265.018),(51 8210.035),(52 8364.405),(53 8530.813),(54 8536.616),(55 8463.572),(56 8495.469),(57 8593.689),(58 8600.084),(59 8592.768),(60 8686.73),(61 8555.025),(62 8470.196),(63 8542.165),(64 8521.162),(65 8474.889),(66 8634.366),(67 8488.27),(68 8518.562),(69 8447.389),(70 8333.579),(71 8181.638),(72 8220.282),(73 8153.364),(74 8143.5947),(75 8126.134),(76 8076.339),(77 8115.318),(78 8213.956),(79 8061.5234),
