1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 112273.336),(2 400510.1),(3 830002.2),(4 1374749.1),(5 2031796),(6 2776146),(7 3599654),(8 4501152),(9 5458514.5),(10 6488553.5),(11 7593072),(12 8785651),(13 9985285),(14 11244196),(15 12631297),(16 14054553),(17 15449356),(18 17087206),(19 18567516),(20 20079584),(21 21509238),(22 22954838),(23 24435224),(24 26002310),(25 27499032),(26 29083216),(27 30727008),(28 32307326),(29 33814556),(30 35283076),(31 36713676),(32 38186150),(33 39634612),(34 41020236),(35 42428100),(36 43745036),(37 44892988),(38 46039996),(39 47093470),(40 48187090),(41 49224132),(42 50255964),(43 51322676),(44 52440044),(45 53488640),(46 54504972),(47 55480944),(48 56514372),(49 57348612),(50 58242868),(51 59222868),(52 60218644),(53 61124130),(54 62025364),(55 62842172),(56 63472660),(57 63941980),(58 64435520),(59 64983460),(60 65515824),(61 65995652),(62 66649636),(63 67323960),(64 68090280),(65 68761310),(66 69502090),(67 70350020),(68 71225270),(69 71975030),(70 72675256),(71 73490856),(72 74367120),(73 75151670),(74 75898290),(75 76632340),(76 77345760),(77 77991270),(78 78880264),(79 79687120),
(1 113.218666),(2 143.40858),(3 158.42427),(4 171.77364),(5 178.6855),(6 186.08293),(7 187.37268),(8 188.55745),(9 192.33849),(10 196.07915),(11 195.41258),(12 196.89539),(13 198.12881),(14 198.55089),(15 196.78935),(16 197.19475),(17 195.77805),(18 200.30952),(19 202.27313),(20 200.66885),(21 201.82367),(22 203.74937),(23 203.26321),(24 200.78862),(25 200.17018),(26 199.54922),(27 200.40218),(28 200.55048),(29 197.62584),(30 199.7061),(31 199.47884),(32 200.46501),(33 199.6095),(34 198.71362),(35 198.96526),(36 198.73648),(37 196.47815),(38 195.33116),(39 192.43343),(40 194.66977),(41 194.16553),(42 193.01414),(43 191.41843),(44 190.11516),(45 187.15414),(46 188.15683),(47 187.35875),(48 189.20615),(49 188.35793),(50 189.87439),(51 188.55304),(52 190.3295),(53 188.21933),(54 188.28903),(55 189.30815),(56 190.50674),(57 187.84631),(58 189.61397),(59 186.62978),(60 187.43996),(61 188.5343),(62 187.76224),(63 189.57463),(64 189.53738),(65 189.58788),(66 190.17142),(67 190.40276),(68 190.48474),(69 193.20103),(70 193.90503),(71 193.30049),(72 194.54318),(73 193.52869),(74 195.002),(75 194.58371),(76 194.54088),(77 193.08206),(78 195.05107),(79 195.35762),
(1 109.5005),(2 137.23924),(3 152.93416),(4 163.25514),(5 171.494),(6 177.55896),(7 181.42868),(8 183.67024),(9 186.85324),(10 189.80905),(11 187.24297),(12 189.62756),(13 191.53732),(14 192.52776),(15 192.04962),(16 192.3054),(17 190.4801),(18 191.94),(19 194.5364),(20 192.93005),(21 193.68571),(22 194.26863),(23 193.90717),(24 196.73445),(25 194.02693),(26 194.46834),(27 194.96443),(28 193.7985),(29 191.31276),(30 191.47827),(31 190.71165),(32 191.79121),(33 188.77405),(34 186.41223),(35 186.9837),(36 189.58235),(37 187.2636),(38 189.0135),(39 184.44339),(40 185.38216),(41 185.24469),(42 184.61182),(43 184.04555),(44 182.4259),(45 178.53479),(46 177.83809),(47 175.9474),(48 179.39835),(49 179.82947),(50 182.80731),(51 183.48656),(52 184.88872),(53 184.34045),(54 182.47212),(55 181.58014),(56 184.13881),(57 183.2614),(58 183.87222),(59 180.26413),(60 183.09943),(61 179.63193),(62 180.94447),(63 179.17099),(64 180.34442),(65 182.83424),(66 182.70074),(67 183.36835),(68 184.04974),(69 184.96593),(70 182.9938),(71 184.06604),(72 185.62009),(73 184.84883),(74 186.37927),(75 186.6407),(76 186.33037),(77 185.30997),(78 186.64145),(79 186.46346),
(1 110.69656),(2 138.77597),(3 157.67761),(4 168.46078),(5 175.19751),(6 182.03645),(7 189.52298),(8 191.681),(9 195.51526),(10 195.74203),(11 194.5857),(12 195.32468),(13 197.1555),(14 198.04791),(15 199.39932),(16 202.48775),(17 200.56879),(18 201.67366),(19 201.32838),(20 200.55695),(21 202.05995),(22 203.3541),(23 203.17313),(24 204.13795),(25 200.6068),(26 203.02284),(27 200.88458),(28 200.07045),(29 199.50453),(30 199.56187),(31 198.96062),(32 198.15717),(33 195.70938),(34 195.18298),(35 194.56339),(36 194.54204),(37 194.9252),(38 195.87694),(39 191.32297),(40 190.96738),(41 191.47687),(42 189.71666),(43 189.2307),(44 186.85666),(45 187.14888),(46 186.87607),(47 185.00084),(48 187.38422),(49 185.70276),(50 188.09045),(51 187.33102),(52 186.35742),(53 186.43542),(54 187.1661),(55 185.86969),(56 185.41032),(57 184.41963),(58 187.02567),(59 185.23865),(60 185.32559),(61 185.62735),(62 186.674),(63 184.51828),(64 185.62958),(65 185.05),(66 186.43108),(67 184.37106),(68 185.85966),(69 185.48726),(70 186.98387),(71 189.52016),(72 191.30429),(73 192.23357),(74 191.98723),(75 192.5649),(76 190.55176),(77 192.5615),(78 192.05879),(79 192.01868),
(1 107.5934),(2 136.72893),(3 153.53526),(4 162.96999),(5 171.06793),(6 175.99731),(7 181.73549),(8 183.50607),(9 184.14758),(10 184.69452),(11 184.59047),(12 185.3272),(13 185.91591),(14 188.90407),(15 191.2394),(16 194.14256),(17 194.87483),(18 195.34071),(19 192.57991),(20 190.3233),(21 190.86502),(22 189.26955),(23 189.78632),(24 192.66461),(25 190.18895),(26 191.41862),(27 189.23581),(28 188.52304),(29 187.90897),(30 188.9494),(31 189.06238),(32 186.85867),(33 183.55359),(34 183.79857),(35 183.75418),(36 183.46156),(37 185.29872),(38 184.52061),(39 183.5889),(40 183.66573),(41 184.6498),(42 183.4863),(43 181.74852),(44 179.68011),(45 178.8297),(46 177.38924),(47 177.56165),(48 179.27122),(49 179.06874),(50 181.28111),(51 180.17967),(52 180.74225),(53 180.83858),(54 181.79933),(55 181.61508),(56 180.18819),(57 179.11404),(58 179.80185),(59 177.56732),(60 179.42865),(61 177.94705),(62 181.0446),(63 177.45999),(64 177.70688),(65 178.21487),(66 177.4227),(67 175.98997),(68 177.39433),(69 176.58043),(70 179.72964),(71 181.24597),(72 181.78958),(73 183.7328),(74 183.4987),(75 183.75829),(76 182.15176),(77 183.86665),(78 184.78102),(79 182.17584),
(1 108.76811),(2 140.48177),(3 154.95305),(4 162.9316),(5 171.02322),(6 177.45009),(7 183.83087),(8 186.59319),(9 187.46149),(10 188.01186),(11 190.68034),(12 189.86336),(13 191.6326),(14 194.5234),(15 195.87982),(16 197.7291),(17 198.8609),(18 199.23366),(19 198.03548),(20 194.8775),(21 192.83562),(22 190.93315),(23 188.60934),(24 191.1867),(25 187.76898),(26 190.70142),(27 189.7483),(28 189.96638),(29 187.87273),(30 190.43784),(31 192.58769),(32 191.16232),(33 190.21886),(34 187.48405),(35 187.43059),(36 188.31783),(37 186.8462),(38 188.54753),(39 188.02057),(40 187.52863),(41 186.3118),(42 185.64496),(43 184.30296),(44 183.85376),(45 184.78181),(46 183.8455),(47 182.3435),(48 184.57535),(49 185.44073),(50 186.18127),(51 184.53317),(52 183.50102),(53 182.73251),(54 185.30943),(55 184.89857),(56 183.57208),(57 183.81816),(58 185.18776),(59 183.76651),(60 186.63307),(61 185.43355),(62 186.27902),(63 184.95612),(64 183.50677),(65 183.52077),(66 183.47333),(67 181.7439),(68 181.8969),(69 180.91443),(70 181.94272),(71 181.54868),(72 181.60904),(73 181.83951),(74 182.50275),(75 180.98131),(76 182.22333),(77 184.0893),(78 186.21924),(79 184.41946),
(1 105.82389),(2 134.12997),(3 149.0166),(4 158.44138),(5 165.90625),(6 171.89256),(7 176.70552),(8 178.3116),(9 178.85883),(10 180.84525),(11 183.74057),(12 183.6256),(13 184.11378),(14 185.9448),(15 185.46869),(16 186.8876),(17 187.66756),(18 188.4248),(19 187.98288),(20 185.05252),(21 184.70079),(22 185.02507),(23 184.72316),(24 184.22713),(25 182.75441),(26 183.41388),(27 182.84041),(28 181.6682),(29 182.08626),(30 182.12122),(31 180.92705),(32 179.95378),(33 179.30244),(34 180.26476),(35 178.98175),(36 178.96164),(37 177.66223),(38 178.10938),(39 178.44112),(40 177.74608),(41 177.45624),(42 179.76459),(43 178.37079),(44 177.5562),(45 178.59119),(46 178.21498),(47 177.16801),(48 179.85144),(49 179.02982),(50 181.60678),(51 179.2098),(52 180.8988),(53 180.60222),(54 181.32732),(55 181.41347),(56 182.52002),(57 181.45871),(58 183.3013),(59 181.2275),(60 181.67618),(61 180.08112),(62 178.86453),(63 178.01164),(64 177.38194),(65 178.91072),(66 178.38014),(67 176.67813),(68 176.39526),(69 175.61998),(70 174.63658),(71 175.97559),(72 175.81476),(73 173.74268),(74 175.19374),(75 175.09933),(76 175.16429),(77 176.22234),(78 178.50745),(79 176.38083),
(1 104.78096),(2 133.3991),(3 148.36894),(4 158.26065),(5 166.84654),(6 171.60399),(7 177.55922),(8 180.28516),(9 180.19162),(10 182.90178),(11 187.90254),(12 188.4982),(13 188.53177),(14 186.87549),(15 188.2642),(16 187.54027),(17 185.63101),(18 190.29926),(19 189.41031),(20 189.01869),(21 187.17018),(22 188.06862),(23 189.85632),(24 189.29948),(25 189.6017),(26 188.81715),(27 188.06387),(28 188.40132),(29 188.07483),(30 188.05994),(31 187.78214),(32 186.8237),(33 187.48444),(34 188.41782),(35 184.6341),(36 184.25992),(37 185.88208),(38 187.34486),(39 185.65942),(40 184.74184),(41 182.15205),(42 183.407),(43 181.40767),(44 180.5549),(45 178.67735),(46 177.72624),(47 177.30814),(48 179.81526),(49 180.37727),(50 183.94951),(51 183.8216),(52 184.49678),(53 183.7652),(54 183.51067),(55 183.7729),(56 183.9279),(57 182.30232),(58 185.48727),(59 183.5682),(60 184.63141),(61 184.109),(62 182.82826),(63 181.1199),(64 182.89693),(65 182.02055),(66 181.24142),(67 180.04997),(68 181.18024),(69 180.6495),(70 179.78331),(71 181.60918),(72 179.84651),(73 178.07509),(74 179.90201),(75 180.98834),(76 180.7109),(77 179.08978),(78 181.18813),(79 179.26364),
(1 102.87005),(2 129.81425),(3 145.36447),(4 154.58617),(5 161.59207),(6 166.54254),(7 169.3608),(8 172.14441),(9 173.52469),(10 175.97371),(11 177.4299),(12 179.25954),(13 177.63867),(14 177.01749),(15 177.74625),(16 177.59099),(17 175.69476),(18 176.99214),(19 176.9869),(20 178.27603),(21 178.72057),(22 176.38043),(23 177.78362),(24 177.64929),(25 178.25235),(26 180.51712),(27 179.92654),(28 180.07512),(29 180.27585),(30 180.31076),(31 177.97186),(32 179.33762),(33 179.59473),(34 181.40724),(35 177.36821),(36 176.93498),(37 176.59622),(38 176.15344),(39 174.78699),(40 175.40773),(41 173.73276),(42 175.78294),(43 172.06277),(44 172.30276),(45 173.17685),(46 172.3152),(47 169.64629),(48 171.61658),(49 172.1157),(50 171.9489),(51 172.94176),(52 172.56522),(53 170.05362),(54 169.09421),(55 170.30412),(56 171.84813),(57 171.24075),(58 173.09427),(59 172.1369),(60 173.81194),(61 173.6455),(62 171.85126),(63 172.86731),(64 173.22887),(65 172.64201),(66 171.26521),(67 172.14821),(68 172.34169),(69 172.31606),(70 173.21396),(71 172.46883),(72 171.54053),(73 169.89632),(74 170.5909),(75 172.0011),(76 172.98322),(77 171.49257),(78 173.35672),(79 172.50174),
(1 102.98522),(2 129.75943),(3 143.80267),(4 155.56587),(5 162.36853),(6 169.27312),(7 170.0731),(8 172.61617),(9 175.14758),(10 176.15694),(11 178.03311),(12 178.80426),(13 176.8237),(14 176.2921),(15 175.74474),(16 174.84428),(17 174.35834),(18 175.89148),(19 177.59204),(20 180.1353),(21 180.05698),(22 180.23187),(23 179.64313),(24 179.98158),(25 180.8012),(26 184.28207),(27 182.40182),(28 182.93517),(29 181.16626),(30 178.68185),(31 178.80128),(32 178.90712),(33 179.14267),(34 179.79657),(35 177.14194),(36 177.77644),(37 177.22986),(38 176.59766),(39 174.72522),(40 175.65215),(41 174.60631),(42 174.60382),(43 172.8765),(44 172.96057),(45 173.00119),(46 173.73491),(47 173.24619),(48 174.88083),(49 173.78152),(50 172.4872),(51 170.6402),(52 172.08916),(53 170.20424),(54 171.79704),(55 172.04509),(56 171.89005),(57 171.2729),(58 171.49655),(59 170.87785),(60 173.06999),(61 173.14473),(62 173.2683),(63 170.70921),(64 171.10072),(65 169.63768),(66 169.09277),(67 168.84793),(68 170.10286),(69 170.69157),(70 172.77417),(71 169.78476),(72 168.83885),(73 168.6658),(74 168.47719),(75 170.5133),(76 171.74144),(77 169.26279),(78 170.76625),(79 170.25748),
(1 101.68532),(2 128.23532),(3 141.80534),(4 149.49568),(5 158.17752),(6 165.40431),(7 166.33887),(8 170.00116),(9 171.29034),(10 171.67424),(11 175.28247),(12 175.36545),(13 174.17148),(14 176.52563),(15 175.58101),(16 175.04466),(17 174.95108),(18 178.89268),(19 178.84691),(20 178.26602),(21 178.49176),(22 179.99684),(23 180.42603),(24 181.54233),(25 184.3606),(26 185.8994),(27 181.79549),(28 183.39954),(29 178.6991),(30 176.51115),(31 176.88977),(32 175.57452),(33 176.58565),(34 177.28024),(35 174.89949),(36 175.8384),(37 175.08632),(38 174.7987),(39 173.6866),(40 173.71391),(41 173.72711),(42 172.5362),(43 169.69724),(44 169.92577),(45 169.40808),(46 170.68709),(47 171.00313),(48 173.21432),(49 170.17694),(50 170.0657),(51 169.39642),(52 170.7954),(53 168.37616),(54 170.48874),(55 168.84271),(56 169.68408),(57 169.63918),(58 170.43678),(59 171.05821),(60 172.56058),(61 173.82985),(62 173.50926),(63 171.4622),(64 170.86899),(65 172.17587),(66 172.08952),(67 171.91046),(68 172.66281),(69 172.7504),(70 174.11804),(71 172.40126),(72 172.28085),(73 171.7151),(74 172.45616),(75 172.44312),(76 172.63443),(77 171.96347),(78 173.22115),(79 171.42496),
(1 100.068375),(2 127.07794),(3 141.39339),(4 153.41418),(5 161.40013),(6 166.52466),(7 171.51775),(8 173.2669),(9 174.14656),(10 175.54648),(11 178.92514),(12 181.62488),(13 181.27649),(14 181.62997),(15 179.54788),(16 178.31189),(17 177.70628),(18 181.40457),(19 179.94696),(20 180.5989),(21 179.46597),(22 181.69731),(23 181.5525),(24 184.89287),(25 185.22154),(26 184.42609),(27 180.956),(28 181.91386),(29 179.22101),(30 179.82277),(31 177.79176),(32 177.6782),(33 177.28366),(34 178.31496),(35 177.8232),(36 177.87965),(37 176.71837),(38 177.32166),(39 176.43652),(40 176.551),(41 175.49573),(42 175.84796),(43 173.61974),(44 173.34499),(45 171.39409),(46 171.75638),(47 171.21701),(48 170.92342),(49 169.35384),(50 167.8803),(51 169.74562),(52 170.23462),(53 171.57524),(54 172.42076),(55 171.41911),(56 172.33858),(57 173.6166),(58 175.94595),(59 175.82211),(60 174.39532),(61 173.71782),(62 173.50868),(63 173.61331),(64 171.94601),(65 174.042),(66 172.6247),(67 170.31442),(68 171.33247),(69 170.5279),(70 171.777),(71 170.2157),(72 169.37495),(73 170.31464),(74 171.60794),(75 172.60329),(76 171.18408),(77 171.54211),(78 175.03879),(79 173.9611),
(1 101.34322),(2 129.94641),(3 143.80338),(4 152.45377),(5 160.987),(6 166.93974),(7 170.99223),(8 174.8458),(9 175.58766),(10 175.7802),(11 177.08234),(12 180.37978),(13 179.60454),(14 178.33725),(15 176.66597),(16 174.99492),(17 174.12726),(18 176.33162),(19 175.4661),(20 178.80717),(21 179.16264),(22 177.97017),(23 179.62677),(24 180.40572),(25 179.71356),(26 177.66565),(27 176.63464),(28 175.86673),(29 174.40718),(30 177.23866),(31 176.55754),(32 177.37395),(33 175.56288),(34 174.14305),(35 174.72377),(36 174.91185),(37 171.98944),(38 171.85048),(39 170.64255),(40 171.39964),(41 169.8418),(42 169.64563),(43 168.78894),(44 168.64641),(45 166.26906),(46 167.22491),(47 166.55151),(48 164.54767),(49 163.34122),(50 163.41785),(51 164.92236),(52 165.42047),(53 166.58372),(54 167.64806),(55 168.22806),(56 167.85837),(57 166.85966),(58 168.15361),(59 168.04811),(60 168.29391),(61 166.83006),(62 166.21965),(63 165.63576),(64 166.83786),(65 166.94183),(66 166.89853),(67 165.16302),(68 166.29942),(69 165.59938),(70 167.04376),(71 165.92657),(72 165.35483),(73 165.03276),(74 163.65422),(75 166.61108),(76 167.44476),(77 167.30788),(78 169.5046),(79 167.77608),
(1 98.03585),(2 124.824615),(3 140.36815),(4 147.69432),(5 155.69807),(6 162.07648),(7 166.51178),(8 170.02058),(9 171.89989),(10 171.93637),(11 175.10587),(12 175.89435),(13 176.0386),(14 176.26616),(15 174.6609),(16 173.51566),(17 171.16408),(18 172.26894),(19 171.02054),(20 174.02882),(21 174.53731),(22 174.48308),(23 176.14484),(24 176.84811),(25 175.2801),(26 174.37494),(27 174.95877),(28 174.8131),(29 174.81018),(30 175.57442),(31 176.25522),(32 174.3362),(33 173.02982),(34 174.21504),(35 171.67072),(36 173.41217),(37 171.43462),(38 171.58229),(39 167.69972),(40 167.70216),(41 167.07707),(42 166.73901),(43 166.04163),(44 166.55788),(45 166.22281),(46 166.7062),(47 165.86256),(48 165.35114),(49 164.93752),(50 166.00546),(51 167.9155),(52 167.97882),(53 166.902),(54 168.30267),(55 168.08351),(56 167.65506),(57 167.6273),(58 169.3907),(59 170.05563),(60 170.83177),(61 170.43668),(62 171.01764),(63 169.85858),(64 167.35278),(65 166.96046),(66 165.14894),(67 165.07002),(68 165.64178),(69 164.31522),(70 164.94695),(71 162.61963),(72 162.60965),(73 162.7342),(74 161.99245),(75 164.27917),(76 165.09026),(77 165.30304),(78 166.60144),(79 164.55354),
(1 100.20452),(2 124.01447),(3 138.8467),(4 149.0481),(5 157.03856),(6 161.78242),(7 166.18958),(8 170.50148),(9 172.17558),(10 173.57977),(11 176.09677),(12 177.2889),(13 177.4555),(14 178.85898),(15 177.14174),(16 175.97008),(17 174.01317),(18 174.40204),(19 175.50183),(20 175.08015),(21 173.96736),(22 172.90373),(23 173.82204),(24 174.37247),(25 175.15721),(26 177.1927),(27 175.59436),(28 175.32025),(29 174.8437),(30 174.38197),(31 174.49889),(32 173.85919),(33 172.93578),(34 175.97304),(35 173.3595),(36 172.88333),(37 173.40225),(38 172.39847),(39 168.90239),(40 168.79596),(41 169.73535),(42 170.04874),(43 168.77856),(44 168.89497),(45 168.97823),(46 167.47627),(47 166.98402),(48 166.20583),(49 165.94135),(50 163.10818),(51 163.19235),(52 165.13797),(53 165.71484),(54 166.83467),(55 169.70123),(56 168.4498),(57 167.44545),(58 168.81558),(59 167.7015),(60 168.81906),(61 168.80832),(62 169.45352),(63 168.95662),(64 168.04073),(65 166.47737),(66 165.15195),(67 165.18196),(68 164.96817),(69 165.88933),(70 165.33704),(71 164.68155),(72 166.69067),(73 167.5953),(74 166.03598),(75 165.57349),(76 163.82161),(77 165.04979),(78 165.70467),(79 165.15459),
(1 99.33461),(2 124.09978),(3 138.6021),(4 149.54253),(5 157.8069),(6 163.3445),(7 168.87578),(8 172.57883),(9 174.98843),(10 176.35703),(11 176.65744),(12 176.06627),(13 174.84659),(14 174.43318),(15 173.51923),(16 172.75117),(17 172.26256),(18 174.7714),(19 174.94276),(20 175.75313),(21 176.74226),(22 175.55258),(23 176.02527),(24 177.26248),(25 176.0628),(26 176.32298),(27 175.83496),(28 176.84322),(29 173.87209),(30 174.2531),(31 175.2815),(32 174.28986),(33 172.84633),(34 174.22932),(35 174.2584),(36 173.38638),(37 172.6978),(38 172.98912),(39 171.3016),(40 171.06998),(41 171.53148),(42 171.17749),(43 170.62024),(44 171.08966),(45 169.97906),(46 168.91936),(47 168.79436),(48 168.84239),(49 169.66486),(50 167.9257),(51 169.66812),(52 170.34935),(53 168.78998),(54 169.33086),(55 171.47134),(56 168.71335),(57 171.27742),(58 172.20624),(59 170.12715),(60 169.8367),(61 169.2269),(62 168.90193),(63 168.26878),(64 167.69098),(65 167.16093),(66 166.57248),(67 166.64462),(68 166.91869),(69 167.73273),(70 165.83301),(71 166.31856),(72 167.29733),(73 168.4387),(74 168.98018),(75 168.93398),(76 167.53238),(77 167.7222),(78 168.68788),(79 169.86131),
(1 97.52338),(2 122.27582),(3 136.5037),(4 144.34874),(5 153.49724),(6 161.43373),(7 164.4071),(8 167.44833),(9 169.44418),(10 170.3259),(11 172.97382),(12 172.80368),(13 174.20285),(14 174.37701),(15 172.40627),(16 171.48354),(17 172.07155),(18 172.29126),(19 170.7366),(20 172.07936),(21 171.61006),(22 170.62152),(23 168.83423),(24 170.46812),(25 171.24236),(26 169.15173),(27 169.69),(28 168.8703),(29 166.37842),(30 168.9941),(31 169.08307),(32 169.73306),(33 169.46657),(34 169.18575),(35 168.83846),(36 168.07277),(37 168.26523),(38 168.49416),(39 168.82404),(40 167.95778),(41 168.15314),(42 166.5918),(43 166.09686),(44 165.428),(45 163.765),(46 162.82913),(47 163.68304),(48 164.98529),(49 165.57104),(50 165.15138),(51 164.37268),(52 166.02528),(53 165.16002),(54 165.5413),(55 167.1038),(56 164.68233),(57 167.09232),(58 166.16374),(59 166.62956),(60 168.20485),(61 167.63094),(62 166.14742),(63 162.74625),(64 160.0579),(65 161.08142),(66 161.41225),(67 161.15707),(68 160.17828),(69 159.0537),(70 160.29433),(71 159.86987),(72 159.58011),(73 159.62057),(74 158.47495),(75 157.9847),(76 158.83592),(77 159.30241),(78 160.47995),(79 162.07571),
(1 96.4797),(2 119.68432),(3 134.29039),(4 140.81725),(5 147.89615),(6 152.7501),(7 157.43695),(8 159.92157),(9 161.79877),(10 163.78976),(11 164.58035),(12 163.38072),(13 164.82425),(14 163.91943),(15 163.46202),(16 162.0124),(17 162.69818),(18 163.42331),(19 164.82013),(20 166.41006),(21 165.27426),(22 165.88008),(23 166.48549),(24 165.40736),(25 167.72748),(26 166.77791),(27 165.67407),(28 164.95728),(29 165.19823),(30 163.05049),(31 163.09435),(32 165.18126),(33 163.13498),(34 163.8708),(35 162.43903),(36 162.16096),(37 163.51233),(38 160.78453),(39 160.82309),(40 161.46736),(41 160.63347),(42 159.16261),(43 158.09894),(44 156.40782),(45 155.74023),(46 153.92587),(47 154.82147),(48 156.08649),(49 156.20766),(50 156.55225),(51 153.93813),(52 155.31706),(53 156.67133),(54 155.5977),(55 157.26425),(56 158.33833),(57 158.8293),(58 157.77484),(59 158.62413),(60 159.24573),(61 158.53302),(62 157.2998),(63 155.16492),(64 154.75682),(65 154.71248),(66 157.02057),(67 156.98114),(68 156.5084),(69 156.68147),(70 154.88194),(71 155.53021),(72 155.63423),(73 155.71312),(74 155.90173),(75 154.60808),(76 154.14568),(77 154.47052),(78 156.87782),(79 156.60143),
(1 95.135666),(2 118.480896),(3 132.36469),(4 140.1927),(5 146.4252),(6 152.50745),(7 157.11935),(8 158.29597),(9 159.67157),(10 163.2623),(11 163.57874),(12 162.23177),(13 164.21635),(14 165.09383),(15 162.96153),(16 165.12376),(17 165.91121),(18 167.08829),(19 168.27122),(20 168.24692),(21 169.69229),(22 170.09456),(23 169.9811),(24 167.70425),(25 168.12622),(26 168.1391),(27 167.14705),(28 166.10663),(29 164.8924),(30 165.0557),(31 164.06985),(32 163.94063),(33 164.2201),(34 163.29773),(35 161.20552),(36 160.94083),(37 161.77626),(38 160.98663),(39 159.20494),(40 158.69223),(41 159.40553),(42 158.12886),(43 155.72462),(44 154.56276),(45 156.03139),(46 155.31763),(47 155.38278),(48 155.38618),(49 155.4114),(50 155.59251),(51 153.66078),(52 153.62051),(53 155.49803),(54 154.08339),(55 155.22739),(56 155.7363),(57 157.13661),(58 156.42656),(59 156.87785),(60 157.69281),(61 157.3119),(62 156.72093),(63 156.27826),(64 156.44586),(65 155.54608),(66 155.82823),(67 156.27167),(68 156.32257),(69 155.65681),(70 154.61208),(71 154.46078),(72 155.73018),(73 155.49638),(74 155.52594),(75 157.76007),(76 157.92105),(77 156.83087),(78 157.15628),(79 155.57892),
