1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 204745.39),(2 734819),(3 1532139.1),(4 2511584),(5 3600810),(6 4775723.5),(7 6041482.5),(8 7435982.5),(9 8899128),(10 10493669),(11 12164048),(12 13866745),(13 15607523),(14 17426250),(15 19223238),(16 21025678),(17 22784342),(18 24700698),(19 26588614),(20 28430800),(21 30180950),(22 31652384),(23 33314054),(24 34657630),(25 36008780),(26 37700500),(27 39724404),(28 41837980),(29 44116068),(30 46497868),(31 48717116),(32 50728180),(33 52618228),(34 54145004),(35 55520884),(36 56944560),(37 57935796),(38 58894916),(39 59707404),(40 60391180),(41 61172588),(42 61947724),(43 62961852),(44 63704172),(45 64786830),(46 66170690),(47 67778170),(48 69450790),(49 71133080),(50 73294856),(51 75884520),(52 79033480),(53 82912824),(54 86620870),(55 90596700),(56 94809880),(57 99677510),(58 105027010),(59 111048510),(60 117170184),(61 123376700),(62 129844120),(63 136872850),(64 144225870),(65 152200340),(66 159737390),(67 167332130),(68 175390540),(69 183296720),(70 191226930),(71 198733230),(72 205971650),(73 211904340),(74 216961400),(75 220759700),(76 224843280),(77 229064880),(78 232459410),(79 235455660),
(1 1920.0685),(2 2291.5425),(3 2492.4119),(4 2627.8235),(5 2744.5313),(6 2855.599),(7 2969.6104),(8 3164.226),(9 3231.2295),(10 3332.4675),(11 3434.6602),(12 3577.9458),(13 3653.4763),(14 3738.3875),(15 3812.8972),(16 3907.5486),(17 3951.6838),(18 4046.0864),(19 4126.0273),(20 4189.165),(21 4252.709),(22 4287.66),(23 4323.1353),(24 4364.0176),(25 4306.8364),(26 4324.403),(27 4343.613),(28 4258.599),(29 4181.5825),(30 4115.2754),(31 4125.0933),(32 4094.3865),(33 4062.8477),(34 4027.769),(35 3987.2004),(36 3993.1675),(37 3949.786),(38 3965.1277),(39 3933.4446),(40 3878.402),(41 3828.2876),(42 3811.8752),(43 3782.9888),(44 3734.1982),(45 3708.2598),(46 3693.4937),(47 3660.8691),(48 3682.054),(49 3704.9602),(50 3720.8313),(51 3772.162),(52 3772.1787),(53 3852.0767),(54 3889.2214),(55 3904.339),(56 3988.179),(57 4047.134),(58 4087.7131),(59 4106.318),(60 4085.452),(61 4152.4956),(62 4171.7563),(63 4184.2085),(64 4184.8516),(65 4218.0483),(66 4247.791),(67 4246.014),(68 4267.9063),(69 4332.6733),(70 4261.9985),(71 4227.1787),(72 4217.8003),(73 4173.269),(74 4130.4385),(75 4194.4775),(76 4175.853),(77 4181.2764),(78 4177.4893),(79 4159.8984),
(1 1894.7931),(2 2258.9993),(3 2507.2834),(4 2642.4346),(5 2739.8516),(6 2889.705),(7 3010.5227),(8 3165.5066),(9 3277.089),(10 3368.6099),(11 3465.651),(12 3565.11),(13 3662.4814),(14 3721.357),(15 3874.6685),(16 3931.2244),(17 4016.5679),(18 4060.4458),(19 4166.53),(20 4200.296),(21 4254.412),(22 4273.1567),(23 4393.4736),(24 4380.724),(25 4389.11),(26 4368.659),(27 4378.0244),(28 4324.7793),(29 4238.381),(30 4189.361),(31 4145.1177),(32 4094.5618),(33 4031.9084),(34 4015.991),(35 4016.9167),(36 4023.3452),(37 4010.988),(38 4041.8364),(39 4037.5298),(40 3975.178),(41 3961.8535),(42 3960.3445),(43 3944.5488),(44 3921.0054),(45 3858.6863),(46 3861.038),(47 3885.819),(48 3885.307),(49 3908.7249),(50 3944.1155),(51 3960.9463),(52 4000.6887),(53 4087.6196),(54 4091.6638),(55 4110.6377),(56 4200.3403),(57 4215.4185),(58 4214.9453),(59 4234.22),(60 4218.854),(61 4260.5303),(62 4285.354),(63 4345.3564),(64 4307.524),(65 4356.381),(66 4366.796),(67 4378.4595),(68 4429.682),(69 4434.352),(70 4382.733),(71 4366.3545),(72 4346.23),(73 4368.2114),(74 4393.4575),(75 4377.9307),(76 4388.1196),(77 4378.558),(78 4366.3716),(79 4348.1533),
(1 1823.3987),(2 2225.7168),(3 2421.9753),(4 2546.2576),(5 2637.3608),(6 2821.2354),(7 2894.3337),(8 3069.0964),(9 3214.8164),(10 3290.8572),(11 3387.6357),(12 3465.1362),(13 3562.1157),(14 3612.8975),(15 3735.7556),(16 3800.926),(17 3887.7644),(18 3950.5112),(19 3997.1292),(20 3999.845),(21 3995.281),(22 4037.9734),(23 4061.084),(24 4063.3154),(25 4058.0361),(26 4036.3884),(27 4008.7349),(28 3978.7947),(29 3927.9924),(30 3903.0867),(31 3840.6848),(32 3784.3647),(33 3744.9285),(34 3687.3196),(35 3710.7083),(36 3674.3074),(37 3684.4072),(38 3681.9788),(39 3648.8108),(40 3604.7454),(41 3580.9192),(42 3646.7861),(43 3607.0615),(44 3636.5522),(45 3617.5671),(46 3660.2524),(47 3590.9504),(48 3564.7288),(49 3588.2554),(50 3626.221),(51 3621.9214),(52 3631.7292),(53 3700.1987),(54 3742.4316),(55 3797.3809),(56 3902.8752),(57 3924.7764),(58 3963.582),(59 3973.5303),(60 3958.2122),(61 4077.9827),(62 4072.5894),(63 4139.5137),(64 4150.1675),(65 4159.8945),(66 4138.7266),(67 4133.6787),(68 4216.1616),(69 4197.5356),(70 4174.55),(71 4159.0117),(72 4096.7627),(73 4132.689),(74 4115.717),(75 4085.649),(76 4086.9258),(77 4131.699),(78 4084.3647),(79 4068.7288),
(1 1770.3407),(2 2117.929),(3 2349.4604),(4 2505.022),(5 2628.895),(6 2741.7236),(7 2870.9646),(8 3100.2615),(9 3221.1782),(10 3340.9192),(11 3421.3499),(12 3587.728),(13 3655.9277),(14 3747.242),(15 3863.261),(16 3995.2725),(17 4045.1921),(18 4089.1814),(19 4142.9263),(20 4205.6597),(21 4210.7144),(22 4211.431),(23 4239.8237),(24 4234.1484),(25 4205.147),(26 4148.0723),(27 4105.0283),(28 4075.101),(29 4064.2603),(30 3980.3198),(31 3937.9065),(32 3910.5696),(33 3803.6292),(34 3789.2473),(35 3777.447),(36 3745.4583),(37 3713.259),(38 3710.5786),(39 3755.7703),(40 3735.0493),(41 3700.0276),(42 3663.3923),(43 3674.4739),(44 3663.259),(45 3650.0012),(46 3639.3435),(47 3632.2651),(48 3617.8582),(49 3645.951),(50 3640.9934),(51 3779.6426),(52 3724.7983),(53 3850.3042),(54 3873.068),(55 3908.8755),(56 4007.3538),(57 4010.3245),(58 4065.6707),(59 4078.8303),(60 4101.2314),(61 4121.0693),(62 4094.1948),(63 4128.6416),(64 4134.98),(65 4146.4526),(66 4170.06),(67 4193.6147),(68 4217.226),(69 4223.4536),(70 4258.7163),(71 4270.0117),(72 4211.043),(73 4224.061),(74 4236.75),(75 4224.208),(76 4233.053),(77 4201.9883),(78 4188.1826),(79 4206.8784),
(1 1798.4329),(2 2160.8164),(3 2389.4277),(4 2534.1099),(5 2654.0247),(6 2761.564),(7 2884.9656),(8 3036.7236),(9 3127.304),(10 3249.4397),(11 3350.301),(12 3446.9712),(13 3555.0098),(14 3631.0168),(15 3710.2544),(16 3780.9067),(17 3836.1243),(18 3912.0525),(19 3961.2205),(20 3991.1802),(21 4001.0176),(22 4041.1877),(23 4073.0496),(24 4074.4202),(25 4055.012),(26 4022.0974),(27 3996.5679),(28 3920.7664),(29 3920.144),(30 3840.7075),(31 3834.3938),(32 3756.9226),(33 3720.164),(34 3711.9695),(35 3711.3381),(36 3707.5913),(37 3718.5098),(38 3687.3489),(39 3716.292),(40 3685.493),(41 3678.467),(42 3651.9033),(43 3648.167),(44 3657.326),(45 3626.6504),(46 3644.4912),(47 3570.4639),(48 3626.8335),(49 3640.5107),(50 3635.1797),(51 3691.5786),(52 3718.618),(53 3834.719),(54 3863.7766),(55 3928.4355),(56 3991.1174),(57 4025.4075),(58 4047.93),(59 4046.4736),(60 4082.5657),(61 4096.496),(62 4104.9604),(63 4150.083),(64 4165.3857),(65 4132.1626),(66 4192.867),(67 4181.6733),(68 4249.9624),(69 4231.497),(70 4193.9375),(71 4211.3027),(72 4169.773),(73 4182.521),(74 4127.772),(75 4095.706),(76 4102.362),(77 4037.1218),(78 4055.816),(79 4048.0786),
(1 1726.6448),(2 2117.123),(3 2339.343),(4 2479.7712),(5 2611.232),(6 2746.2544),(7 2855.9106),(8 2956.4622),(9 3059.9731),(10 3211.7625),(11 3284.985),(12 3362.323),(13 3463.9807),(14 3597.148),(15 3707.5354),(16 3705.86),(17 3815.6833),(18 3884.9624),(19 3940.5918),(20 4026.6016),(21 4050.39),(22 4059.5037),(23 4138.4976),(24 4155.401),(25 4151.58),(26 4114.25),(27 4104.835),(28 4051.414),(29 4035.8567),(30 3999.2603),(31 3946.954),(32 3885.0366),(33 3826.037),(34 3777.166),(35 3803.5513),(36 3795.357),(37 3747.9695),(38 3826.492),(39 3770.574),(40 3732.995),(41 3686.6992),(42 3695.3025),(43 3672.6194),(44 3667.9192),(45 3622.8906),(46 3614.4783),(47 3576.4827),(48 3584.6033),(49 3581.13),(50 3571.8716),(51 3653.6167),(52 3651.7202),(53 3733.1533),(54 3777.391),(55 3862.4365),(56 3892.0603),(57 3949.5503),(58 3997.6624),(59 3962.242),(60 4032.6433),(61 4059.8633),(62 4087.377),(63 4085.4795),(64 4133.613),(65 4158.4746),(66 4165.6133),(67 4182.3916),(68 4248.886),(69 4255.7915),(70 4221.545),(71 4240.604),(72 4225.76),(73 4202.398),(74 4220.1733),(75 4152.462),(76 4179.7554),(77 4134.481),(78 4118.453),(79 4137.7466),
(1 1714.8038),(2 2046.0608),(3 2252.6265),(4 2382.0552),(5 2495.7092),(6 2635.8318),(7 2771.4148),(8 2951.9968),(9 3032.8638),(10 3128.472),(11 3139.7056),(12 3281.9277),(13 3385.6572),(14 3469.5225),(15 3538.164),(16 3580.4902),(17 3668.8928),(18 3732.4197),(19 3798.5667),(20 3884.5818),(21 3912.4937),(22 3971.0122),(23 4032.6025),(24 3990.1091),(25 4015.739),(26 3935.6135),(27 3941.4373),(28 3898.6538),(29 3856.4314),(30 3842.1987),(31 3769.3352),(32 3716.9434),(33 3652.763),(34 3589.9226),(35 3593.2712),(36 3565.737),(37 3568.4849),(38 3596.2563),(39 3581.7087),(40 3539.0618),(41 3542.2515),(42 3510.572),(43 3503.3953),(44 3473.0474),(45 3443.3857),(46 3426.6538),(47 3399.1846),(48 3398.2698),(49 3426.1086),(50 3466.377),(51 3507.9524),(52 3546.8135),(53 3630.1516),(54 3661.5623),(55 3718.7485),(56 3742.3296),(57 3747.3542),(58 3788.1794),(59 3752.865),(60 3796.0676),(61 3809.8606),(62 3814.5232),(63 3890.8894),(64 3945.6152),(65 3930.8176),(66 3974.0918),(67 3960.4036),(68 4021.2673),(69 3999.6738),(70 4016.646),(71 3980.574),(72 3963.4172),(73 3958.6902),(74 4004.0156),(75 3927.9656),(76 3946.7986),(77 3919.082),(78 3915.5076),(79 3954.0652),
(1 1650.4329),(2 1985.3193),(3 2139.532),(4 2300.8384),(5 2407.3433),(6 2568.8828),(7 2640.8132),(8 2790.751),(9 2840.3696),(10 2951.321),(11 3008.4004),(12 3110.1106),(13 3205.5886),(14 3276.28),(15 3353.1536),(16 3409.6921),(17 3472.7183),(18 3559.1184),(19 3629.6418),(20 3708.8867),(21 3747.3403),(22 3809.2673),(23 3805.6816),(24 3775.8772),(25 3775.311),(26 3758.485),(27 3716.3816),(28 3638.453),(29 3593.6511),(30 3585.9844),(31 3521.2905),(32 3490.1301),(33 3474.4185),(34 3438.435),(35 3440.15),(36 3426.4434),(37 3404.5618),(38 3407.7278),(39 3410.5408),(40 3387.3684),(41 3360.2183),(42 3363.9053),(43 3337.9395),(44 3333.0227),(45 3297.9683),(46 3302.3484),(47 3346.0261),(48 3408.8909),(49 3395.0234),(50 3439.6372),(51 3477.4229),(52 3525.581),(53 3592.113),(54 3635.3645),(55 3695.2747),(56 3703.9253),(57 3775.963),(58 3776.9395),(59 3800.1187),(60 3803.3958),(61 3882.2263),(62 3855.776),(63 3867.6633),(64 3870.0168),(65 3860.3564),(66 3882.3167),(67 3869.129),(68 3914.2854),(69 3890.1602),(70 3887.5513),(71 3887.1057),(72 3893.1934),(73 3894.7668),(74 3863.6284),(75 3827.2463),(76 3877.5828),(77 3890.1367),(78 3883.8215),(79 3873.1365),
(1 1597.2583),(2 1962.0404),(3 2136.6157),(4 2311.1292),(5 2394.7537),(6 2498.41),(7 2588.9175),(8 2730.6736),(9 2812.4272),(10 2879.0247),(11 2957.2585),(12 3045.887),(13 3110.453),(14 3188.8022),(15 3302.1394),(16 3357.177),(17 3438.3484),(18 3497.9207),(19 3591.6553),(20 3616.1667),(21 3643.0369),(22 3708.585),(23 3729.6328),(24 3719.978),(25 3724.797),(26 3695.4954),(27 3703.8816),(28 3624.5332),(29 3615.52),(30 3577.4502),(31 3567.5718),(32 3503.934),(33 3496.4683),(34 3459.7312),(35 3454.3713),(36 3445.3523),(37 3436.3994),(38 3450.8281),(39 3431.0642),(40 3357.4333),(41 3348.1687),(42 3347.3047),(43 3337.3926),(44 3356.2424),(45 3325.5435),(46 3332.412),(47 3334.8687),(48 3355.9868),(49 3370.7585),(50 3406.658),(51 3440.2253),(52 3422.111),(53 3487.8333),(54 3558.8096),(55 3594.9844),(56 3665.9421),(57 3731.071),(58 3742.3047),(59 3753.2466),(60 3792.6438),(61 3818.7869),(62 3842.2998),(63 3847.7585),(64 3856.9998),(65 3900.6692),(66 3897.4133),(67 3848.6458),(68 3931.8901),(69 3927.927),(70 3889.8894),(71 3921.1873),(72 3930.9436),(73 3917.0955),(74 3943.4336),(75 3915.3215),(76 3899.7854),(77 3919.5322),(78 3877.8965),(79 3905.955),
(1 1575.9308),(2 1934.0298),(3 2080.4553),(4 2205.7227),(5 2303.3145),(6 2400.5513),(7 2485.2395),(8 2637.1895),(9 2722.5605),(10 2851.9556),(11 2954.144),(12 3030.0293),(13 3068.5054),(14 3161.3018),(15 3256.2495),(16 3331.592),(17 3422.684),(18 3454.3184),(19 3560.4692),(20 3601.3535),(21 3640.136),(22 3735.6343),(23 3736.678),(24 3720.6912),(25 3722.2656),(26 3708.7021),(27 3680.856),(28 3643.741),(29 3593.725),(30 3527.7703),(31 3483.8154),(32 3400.8938),(33 3392.255),(34 3397.4773),(35 3391.3713),(36 3386.4421),(37 3359.6973),(38 3378.4875),(39 3365.019),(40 3301.667),(41 3269.5342),(42 3264.1023),(43 3268.0718),(44 3226.1057),(45 3201.9011),(46 3207.4043),(47 3177.4053),(48 3194.9949),(49 3207.413),(50 3250.6829),(51 3283.7234),(52 3326.3826),(53 3388.1814),(54 3421.7449),(55 3476.1853),(56 3492.98),(57 3554.5027),(58 3577.9216),(59 3558.062),(60 3621.604),(61 3653.5383),(62 3682.5767),(63 3717.8728),(64 3764.4795),(65 3794.8613),(66 3788.8496),(67 3783.4128),(68 3816.5957),(69 3811.638),(70 3805.3435),(71 3799.11),(72 3813.9546),(73 3785.149),(74 3795.7031),(75 3794.0176),(76 3807.2769),(77 3762.4268),(78 3748.2263),(79 3740.0857),
(1 1539.8672),(2 1858.9949),(3 2027.8706),(4 2141.2798),(5 2228.7085),(6 2333.9675),(7 2428.5256),(8 2563.753),(9 2689.8772),(10 2788.3982),(11 2864.3926),(12 2947.629),(13 3019.084),(14 3127.4055),(15 3190.0208),(16 3277.0955),(17 3328.0781),(18 3379.4705),(19 3458.3032),(20 3499.6501),(21 3533.8079),(22 3559.731),(23 3583.843),(24 3555.6394),(25 3573.158),(26 3571.9197),(27 3564.618),(28 3482.314),(29 3491.5825),(30 3413.3665),(31 3404.0544),(32 3342.9973),(33 3326.5557),(34 3297.7466),(35 3248.7092),(36 3246.7126),(37 3223.2737),(38 3241.4905),(39 3219.5374),(40 3192.004),(41 3171.945),(42 3180.3984),(43 3180.7664),(44 3174.0842),(45 3133.7146),(46 3170.438),(47 3191.5696),(48 3175.9187),(49 3207.8894),(50 3248.5247),(51 3278.0505),(52 3272.678),(53 3365.4282),(54 3383.7732),(55 3439.649),(56 3485.8118),(57 3519.5803),(58 3607.5894),(59 3642.8147),(60 3667.8154),(61 3708.2478),(62 3731.4392),(63 3773.7876),(64 3819.261),(65 3841.1223),(66 3829.771),(67 3811.8118),(68 3880.9915),(69 3834.2935),(70 3823.437),(71 3804.4766),(72 3818.7876),(73 3824.6035),(74 3819.2322),(75 3839.4114),(76 3809.0962),(77 3822.0413),(78 3799.8599),(79 3784.761),
(1 1550.5676),(2 1875.4243),(3 2032.571),(4 2137.066),(5 2221.6953),(6 2297.1184),(7 2408.1284),(8 2556.176),(9 2639.4153),(10 2708.9592),(11 2761.8884),(12 2868.6921),(13 2900.9524),(14 3017.8933),(15 3051.7734),(16 3119.5037),(17 3168.906),(18 3210.9363),(19 3274.0564),(20 3313.2002),(21 3354.5874),(22 3414.0083),(23 3440.2898),(24 3469.849),(25 3491.465),(26 3490.411),(27 3500.7058),(28 3470.5942),(29 3430.0127),(30 3404.649),(31 3346.2822),(32 3316.3499),(33 3316.129),(34 3281.7776),(35 3251.8086),(36 3232.8767),(37 3244.233),(38 3210.4114),(39 3194.697),(40 3145.8665),(41 3117.6345),(42 3071.1738),(43 3060.6653),(44 3060.3525),(45 3004.8103),(46 2984.7617),(47 2953.5273),(48 2953.3228),(49 2942.1267),(50 2993.8042),(51 3051.5464),(52 3054.8765),(53 3124.0547),(54 3174.5674),(55 3261.424),(56 3308.3992),(57 3363.8264),(58 3427.6672),(59 3452.9504),(60 3473.479),(61 3533.672),(62 3555.9038),(63 3587.8071),(64 3655.6023),(65 3677.3398),(66 3669.8867),(67 3696.9697),(68 3751.0513),(69 3712.5537),(70 3716.273),(71 3691.7725),(72 3671.4292),(73 3691.4897),(74 3681.7314),(75 3649.7214),(76 3641.622),(77 3652.2979),(78 3581.8408),(79 3559.1675),
(1 1500.3867),(2 1815.6154),(3 1957.1385),(4 2055.0803),(5 2106.423),(6 2223.414),(7 2323.9468),(8 2435.5554),(9 2523.2625),(10 2598.156),(11 2650.2913),(12 2715.0176),(13 2763.398),(14 2835.9548),(15 2907.0476),(16 2957.7734),(17 3038.3064),(18 3089.444),(19 3124.2678),(20 3199.4927),(21 3216.2263),(22 3246.1675),(23 3273.782),(24 3280.2737),(25 3285.229),(26 3265.2588),(27 3268.5378),(28 3217.5928),(29 3196.6428),(30 3199.6343),(31 3171.428),(32 3139.437),(33 3120.633),(34 3105.2065),(35 3134.541),(36 3115.698),(37 3132.1606),(38 3174.0564),(39 3165.9058),(40 3130.8613),(41 3099.152),(42 3044.213),(43 3080.9502),(44 3080.1245),(45 3044.6895),(46 3008.6064),(47 2991.9268),(48 3004.2766),(49 2985.5168),(50 2985.9063),(51 3017.6885),(52 3101.546),(53 3175.5063),(54 3216.317),(55 3239.379),(56 3291.338),(57 3286.85),(58 3330.0808),(59 3351.7654),(60 3355.0823),(61 3398.4138),(62 3433.0542),(63 3498.1714),(64 3502.079),(65 3494.0771),(66 3541.2354),(67 3576.7703),(68 3609.1853),(69 3657.4514),(70 3640.353),(71 3631.0286),(72 3636.9717),(73 3601.661),(74 3581.9565),(75 3557.0286),(76 3592.5662),(77 3558.656),(78 3560.2686),(79 3539.076),
(1 1492.7998),(2 1791.5115),(3 1989.8063),(4 2056.4338),(5 2156.978),(6 2246.249),(7 2314.0676),(8 2477.2073),(9 2546.4705),(10 2602.8508),(11 2650.7744),(12 2724.11),(13 2774.5278),(14 2848.3293),(15 2913.3455),(16 2946.116),(17 2975.4063),(18 3038.728),(19 3069.1226),(20 3083.6677),(21 3130.9136),(22 3173.7866),(23 3173.6304),(24 3157.4414),(25 3190.3262),(26 3180.9265),(27 3166.8914),(28 3126.629),(29 3045.4265),(30 3088.3188),(31 3065.2004),(32 3001.2053),(33 3041.7334),(34 3005.9841),(35 3049.559),(36 3020.4558),(37 3079.241),(38 3104.3267),(39 3114.508),(40 3069.182),(41 3059.6375),(42 3028.562),(43 3047.5432),(44 3074.3572),(45 3044.876),(46 3070.2375),(47 3032.5754),(48 3022.4521),(49 3005.1406),(50 3058.0044),(51 3052.3894),(52 3113.5579),(53 3137.7878),(54 3169.3333),(55 3226.6978),(56 3274.2932),(57 3303.8022),(58 3316.9495),(59 3334.6213),(60 3344.7275),(61 3392.4385),(62 3388.3965),(63 3411.9004),(64 3402.8503),(65 3386.0347),(66 3438.7983),(67 3450.0513),(68 3497.7434),(69 3510.1895),(70 3510.3638),(71 3517.1948),(72 3510.0925),(73 3521.821),(74 3516.7397),(75 3515.238),(76 3489.9258),(77 3489.7773),(78 3456.0103),(79 3454.508),
(1 1441.1812),(2 1722.7991),(3 1926.9282),(4 2052.4998),(5 2148.2454),(6 2233.3064),(7 2331.7996),(8 2482.057),(9 2554.7458),(10 2647.2148),(11 2722.381),(12 2796.1501),(13 2878.713),(14 2960.253),(15 2998.8384),(16 3064.268),(17 3102.5398),(18 3161.0173),(19 3213.109),(20 3272.5615),(21 3282.8982),(22 3311.425),(23 3372.7004),(24 3350.2092),(25 3359.107),(26 3366.555),(27 3337.731),(28 3291.968),(29 3258.7617),(30 3282.4556),(31 3227.8047),(32 3213.2202),(33 3215.9583),(34 3186.1836),(35 3156.8955),(36 3149.202),(37 3135.5251),(38 3145.3123),(39 3156.4187),(40 3075.8894),(41 3064.0188),(42 3054.963),(43 3044.5112),(44 3043.2957),(45 3054.4998),(46 3062.5107),(47 3087.7942),(48 3095.8362),(49 3089.335),(50 3111.8086),(51 3109.9307),(52 3150.8667),(53 3206.5884),(54 3242.2227),(55 3294.5134),(56 3346.097),(57 3361.303),(58 3397.2412),(59 3407.113),(60 3442.5955),(61 3436.4563),(62 3469.2983),(63 3494.6821),(64 3530.5002),(65 3509.3262),(66 3536.6768),(67 3545.2651),(68 3547.6292),(69 3551.4907),(70 3543.3953),(71 3543.8357),(72 3536.747),(73 3529.3252),(74 3531.749),(75 3530.7156),(76 3500.8472),(77 3486.803),(78 3453.3472),(79 3449.201),
(1 1447.1772),(2 1712.8625),(3 1901.3668),(4 1996.4102),(5 2108.5847),(6 2200.31),(7 2275.4263),(8 2420.6274),(9 2485.7817),(10 2580),(11 2643.4832),(12 2730.7825),(13 2778.116),(14 2834.4248),(15 2895.331),(16 2973.0547),(17 3000.2134),(18 3042.89),(19 3083.653),(20 3161.7695),(21 3231.8828),(22 3246.9854),(23 3290.1104),(24 3268.068),(25 3296.076),(26 3289.413),(27 3249.788),(28 3190.0857),(29 3163.7537),(30 3157.2522),(31 3123.6816),(32 3122.0703),(33 3073.6616),(34 3048.409),(35 3036.4592),(36 2994.7644),(37 3004.5588),(38 3039.8347),(39 3028.7734),(40 2966.5273),(41 2959.8977),(42 2938.6816),(43 2918.0078),(44 2898.2),(45 2900.7903),(46 2883.3997),(47 2882.168),(48 2900.2544),(49 2923.0938),(50 2919.9507),(51 2965.1423),(52 3012.2744),(53 3026.85),(54 3108.2986),(55 3145.3481),(56 3176.118),(57 3229.7732),(58 3245.0815),(59 3309.664),(60 3304.4),(61 3312.7537),(62 3346.238),(63 3372.8074),(64 3409.8875),(65 3399.8406),(66 3414.0652),(67 3439.1672),(68 3451.539),(69 3426.7566),(70 3402.9963),(71 3421.8162),(72 3376.0107),(73 3396.641),(74 3372.5059),(75 3376.383),(76 3373.8494),(77 3350.3572),(78 3288.2463),(79 3302.2146),
