1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 21391.945),(2 66564.66),(3 132435.3),(4 220510.95),(5 325385.34),(6 446990.5),(7 586407.7),(8 742490.7),(9 899759.5),(10 1054739.1),(11 1204664.9),(12 1328830.9),(13 1440100.1),(14 1499537.9),(15 1526615.5),(16 1530765.1),(17 1521872.4),(18 1501910),(19 1496855.6),(20 1503573.1),(21 1517394.9),(22 1548497.6),(23 1585551.4),(24 1629335),(25 1684430.6),(26 1754940.6),(27 1848279),(28 1965202.1),(29 2114396),(30 2239515.5),(31 2403788),(32 2566945.3),(33 2729037.5),(34 2875601.3),(35 2989412.8),(36 3077058),(37 3119936.3),(38 3129185),(39 3134289),(40 3112382),(41 3096185),(42 3093951),(43 3114231.3),(44 3157684),(45 3233909.3),(46 3371044.8),(47 3500632.3),(48 3700901.3),(49 3973698),(50 4325240),(51 4737750.5),(52 5231571.5),(53 5732929.5),(54 6294913.5),(55 6895501.5),(56 7492845.5),(57 8095290),(58 8689724),(59 9273313),(60 9813955),(61 10333461),(62 10829105),(63 11337761),(64 11818409),(65 12194469),(66 12536615),(67 12859265),(68 13079423),(69 13298847),(70 13471287),(71 13580827),(72 13591092),(73 13607584),(74 13623003),(75 13623952),(76 13643584),(77 13675620),(78 13741389),(79 13805875),
(1 3188.264),(2 6174.7334),(3 6876.035),(4 7089.671),(5 7916.595),(6 8394.814),(7 8785.164),(8 9156.756),(9 9369.154),(10 9397.527),(11 9654.158),(12 9873.37),(13 9974.037),(14 9971.931),(15 10031.174),(16 10074.964),(17 10229.759),(18 10264.04),(19 10344.195),(20 10487.125),(21 10555.641),(22 10743.815),(23 10866.148),(24 10873.109),(25 10912.206),(26 10865.441),(27 10885.053),(28 10895.334),(29 10746.52),(30 10770.674),(31 10733.438),(32 10881.149),(33 10904.244),(34 10907.526),(35 11032.959),(36 11089.912),(37 10961.21),(38 11091.997),(39 11218.417),(40 11308.953),(41 11345.719),(42 11345.998),(43 11307.627),(44 11385.045),(45 11557.432),(46 11705.936),(47 11922.109),(48 12219.464),(49 12525.522),(50 12800.4),(51 12942.018),(52 13104.537),(53 13028.569),(54 12861.173),(55 12705.277),(56 12614.546),(57 12577.529),(58 12656.483),(59 12715.388),(60 12840.947),(61 12907.367),(62 12999.135),(63 12883.551),(64 12530.841),(65 12399.326),(66 12339.004),(67 12121.666),(68 11823.167),(69 11565.9),(70 11306.8955),(71 11174.466),(72 11251.539),(73 11051.75),(74 10928.507),(75 10921.684),(76 10932.801),(77 10875.026),(78 10854.127),(79 10845.228),
(1 3160.0828),(2 6050.9854),(3 6643.268),(4 6852.2676),(5 7582.6455),(6 8187.334),(7 8580.855),(8 8933.068),(9 9186.372),(10 9070.1455),(11 9151.96),(12 9332.723),(13 9564.28),(14 9585.182),(15 9611.381),(16 9686.215),(17 9765.908),(18 9895.337),(19 10165.79),(20 10343.786),(21 10296.967),(22 10402.49),(23 10492.742),(24 10470.266),(25 10563.731),(26 10571.54),(27 10568.405),(28 10512.519),(29 10572.075),(30 10478.789),(31 10354.04),(32 10383.331),(33 10463.576),(34 10526.012),(35 10644.234),(36 10604.246),(37 10589.832),(38 10605.133),(39 10627.808),(40 10797.028),(41 10828.487),(42 10924.285),(43 11065.299),(44 11446.566),(45 11357.633),(46 11386.677),(47 11717.585),(48 11965.49),(49 12113.59),(50 12100.603),(51 12155.643),(52 12342.949),(53 12312.065),(54 12314.348),(55 12258.915),(56 12089.807),(57 12208.388),(58 12225.036),(59 12148.902),(60 12199.552),(61 12329.117),(62 12369.815),(63 12320.397),(64 12162.675),(65 11936.291),(66 11764.493),(67 11497.36),(68 11203.669),(69 10925.228),(70 10687.327),(71 10647.567),(72 10636.705),(73 10501.661),(74 10493.495),(75 10590.182),(76 10731.418),(77 10659.235),(78 10620.161),(79 10543.328),
(1 3112.2239),(2 5831.3223),(3 6321.6855),(4 6462.8315),(5 7097.9526),(6 7559.2197),(7 7862.3594),(8 8301.366),(9 8523.336),(10 8584.813),(11 8843.465),(12 9082.585),(13 9284.98),(14 9415.656),(15 9534.419),(16 9588.827),(17 9677.852),(18 9799.968),(19 10017.899),(20 10018.208),(21 10021.53),(22 10202.748),(23 10305.52),(24 10272.216),(25 10355.818),(26 10400.639),(27 10315.015),(28 10255.621),(29 10296.8545),(30 10220.49),(31 10039.621),(32 9915.436),(33 9937.546),(34 9988.035),(35 9972.605),(36 9959.575),(37 10043.251),(38 10161.178),(39 10249.537),(40 10380.847),(41 10405.805),(42 10457.939),(43 10530.375),(44 10830.61),(45 10997.827),(46 11107.454),(47 11390.901),(48 11489.67),(49 11554.57),(50 11677.919),(51 11663.387),(52 11705.115),(53 11731.393),(54 11635.121),(55 11584.11),(56 11457.324),(57 11400.914),(58 11406.544),(59 11389.865),(60 11502.113),(61 11573.106),(62 11493.852),(63 11376.297),(64 11204.747),(65 11138.16),(66 11015.893),(67 10917.12),(68 10639.795),(69 10460.244),(70 10274.217),(71 10039.855),(72 9942.858),(73 9808.589),(74 9788.067),(75 9972.573),(76 9894.41),(77 9774.717),(78 9771.634),(79 9770.836),
(1 3081.7715),(2 5837.335),(3 6378.3506),(4 6525.9956),(5 7250.528),(6 7689.8345),(7 7913.1416),(8 8161.7153),(9 8321.011),(10 8393.281),(11 8514.733),(12 8644.476),(13 8732.411),(14 8870.204),(15 9060.563),(16 9066.338),(17 9105.607),(18 9225.193),(19 9470.806),(20 9602.752),(21 9631.393),(22 9741.736),(23 9732.177),(24 9543.465),(25 9434.788),(26 9528.443),(27 9605.514),(28 9537.695),(29 9593.637),(30 9612.733),(31 9495.966),(32 9523.403),(33 9618.738),(34 9694.205),(35 9751.998),(36 9769.926),(37 9827.56),(38 9859.086),(39 9847.591),(40 9987.744),(41 9948.531),(42 10093.043),(43 10270.221),(44 10467.277),(45 10600.083),(46 10662.991),(47 10916.899),(48 11059.973),(49 11154.509),(50 11232.205),(51 11187.226),(52 11337.721),(53 11354.487),(54 11221.4375),(55 11107.356),(56 11119.72),(57 11088.093),(58 11175.354),(59 11254.637),(60 11350.789),(61 11327.302),(62 11209.308),(63 11247.013),(64 11238.056),(65 11102.1),(66 10920.572),(67 10819.749),(68 10435.21),(69 10280.364),(70 10208.534),(71 10031.888),(72 9904.165),(73 9773.78),(74 9859.032),(75 9911.523),(76 9844.299),(77 9703.205),(78 9729.979),(79 9693.84),
(1 3166.535),(2 5953.113),(3 6343.489),(4 6314.646),(5 6967.8403),(6 7541.6636),(7 7821.0674),(8 8133.423),(9 8146.444),(10 8205.115),(11 8406.542),(12 8733.819),(13 8802.09),(14 8753.536),(15 8882.99),(16 8994.973),(17 9018.734),(18 9165.822),(19 9368.45),(20 9515.173),(21 9629.739),(22 9643.282),(23 9640.712),(24 9578.272),(25 9534.162),(26 9529.453),(27 9518.342),(28 9399.7705),(29 9397.3),(30 9496.9),(31 9539.253),(32 9483.147),(33 9482.292),(34 9484.415),(35 9593.705),(36 9638.842),(37 9704.196),(38 9867.732),(39 9962.482),(40 10031.453),(41 10012.72),(42 10054.383),(43 10183.378),(44 10407.542),(45 10495.123),(46 10550.492),(47 10761.731),(48 10901.27),(49 11013.64),(50 11058.511),(51 11055.225),(52 11144.737),(53 11147.189),(54 11054.462),(55 10947.228),(56 10890.617),(57 10895.073),(58 11092.203),(59 11139.003),(60 11132.267),(61 11078.372),(62 10981.065),(63 10975.1875),(64 11019.888),(65 10943.292),(66 10813.11),(67 10680.602),(68 10397.732),(69 10249.518),(70 10100.856),(71 9946.592),(72 9827.082),(73 9649.916),(74 9725.465),(75 9696.244),(76 9726.868),(77 9700.951),(78 9707.513),(79 9566.094),
(1 3011.6108),(2 5690.7915),(3 6103.001),(4 6295.0103),(5 7034.9863),(6 7505.171),(7 7652.044),(8 7973.6895),(9 8114.687),(10 8214.626),(11 8435.223),(12 8614.527),(13 8671.341),(14 8761.121),(15 8855.336),(16 8851.634),(17 9011.394),(18 9230.457),(19 9274.07),(20 9258.935),(21 9293.122),(22 9453.463),(23 9510.743),(24 9465.083),(25 9460.118),(26 9497.852),(27 9464.185),(28 9428.784),(29 9475.4795),(30 9567.693),(31 9560.046),(32 9631.354),(33 9826.227),(34 9961.7295),(35 9925.897),(36 9992.928),(37 9982.902),(38 10036.986),(39 9922.148),(40 9826.27),(41 9977.713),(42 10022.668),(43 10147.62),(44 10487.621),(45 10671.607),(46 10720.831),(47 10754.248),(48 10959.544),(49 11232.92),(50 11147.283),(51 10940.467),(52 10965.945),(53 10953.163),(54 10750.669),(55 10707.382),(56 10612.1455),(57 10613.058),(58 10696.072),(59 10793.952),(60 10936.331),(61 10872.743),(62 10636.286),(63 10607.053),(64 10588.425),(65 10598.844),(66 10434.372),(67 10241.031),(68 10122.714),(69 9964.778),(70 9798.708),(71 9608.979),(72 9535.558),(73 9608.123),(74 9618.107),(75 9614.605),(76 9545.184),(77 9412.204),(78 9509.572),(79 9565.69),
(1 2968.1511),(2 5621.7544),(3 6083.161),(4 6180.616),(5 6757.5),(6 7124.8813),(7 7408.071),(8 7629.876),(9 7743.1343),(10 7846.891),(11 8168.8),(12 8325.327),(13 8294.072),(14 8294.909),(15 8368.814),(16 8288.346),(17 8269.534),(18 8510.752),(19 8649.011),(20 8565.085),(21 8564.253),(22 8781.697),(23 8981.138),(24 8995.617),(25 9040.194),(26 9122.454),(27 9203.851),(28 9124.982),(29 9136.742),(30 9153.214),(31 9161.79),(32 9117.839),(33 9216.342),(34 9367.217),(35 9562.272),(36 9818.448),(37 9822.283),(38 9805.725),(39 9935.924),(40 9979.458),(41 10155.122),(42 10184.119),(43 10176.889),(44 10436.578),(45 10629.403),(46 10672.558),(47 10764.907),(48 10946.743),(49 11004.086),(50 10952.808),(51 10934.76),(52 10881.891),(53 10796.07),(54 10670.742),(55 10621.784),(56 10542.391),(57 10506.948),(58 10458.915),(59 10502.638),(60 10666.249),(61 10745.09),(62 10634.718),(63 10629.133),(64 10619.447),(65 10668.155),(66 10539.049),(67 10390.508),(68 10128.8955),(69 9858.273),(70 9662.607),(71 9501.79),(72 9458.147),(73 9503.331),(74 9536.056),(75 9643.095),(76 9575.195),(77 9505.273),(78 9626.138),(79 9632.332),
(1 2979.5623),(2 5573.5703),(3 5934.215),(4 6073.0723),(5 6620.69),(6 6952.4043),(7 7221.254),(8 7419.2676),(9 7557.425),(10 7618.066),(11 7809.925),(12 7830.108),(13 7929.5015),(14 7995.6816),(15 8138.148),(16 8193.675),(17 8193.672),(18 8436.747),(19 8712.263),(20 8680.084),(21 8803.758),(22 8979.163),(23 9092.232),(24 9215.566),(25 9222.382),(26 9268.059),(27 9285.783),(28 9270.529),(29 9349.119),(30 9351.083),(31 9315.821),(32 9370.8545),(33 9358.066),(34 9292.179),(35 9325.909),(36 9450.787),(37 9543.387),(38 9586.211),(39 9630.916),(40 9792.716),(41 9863.776),(42 9937.263),(43 9863.368),(44 10182.892),(45 10333.609),(46 10382.759),(47 10444.578),(48 10399.534),(49 10546.337),(50 10530.394),(51 10566.161),(52 10573.931),(53 10492.535),(54 10415.454),(55 10277.662),(56 10221.327),(57 10228.173),(58 10332.792),(59 10400.916),(60 10520.198),(61 10525.799),(62 10472.9795),(63 10571.234),(64 10559.302),(65 10511.335),(66 10438.192),(67 10363.989),(68 10190.847),(69 9973.968),(70 9714.412),(71 9566.771),(72 9496.124),(73 9448.9375),(74 9349.191),(75 9272.273),(76 9222.173),(77 9115.982),(78 9165.92),(79 9166.496),
(1 2809.0366),(2 5250.226),(3 5735.547),(4 5996.2524),(5 6560.1626),(6 6916.979),(7 7192.706),(8 7378.065),(9 7480.783),(10 7655.142),(11 7889.409),(12 8031.566),(13 8133.4653),(14 8160.8457),(15 8340.756),(16 8542.899),(17 8556.243),(18 8590.738),(19 8734.18),(20 8785.354),(21 8766.984),(22 8850.155),(23 8992.186),(24 8992.933),(25 9128.907),(26 9226.773),(27 9233.986),(28 9200.387),(29 9270.008),(30 9148.105),(31 9145.207),(32 9134.235),(33 9236.753),(34 9216.912),(35 9205.725),(36 9199.306),(37 9250.099),(38 9359.737),(39 9429.641),(40 9667.846),(41 9788.848),(42 9812.801),(43 9752.538),(44 10116.248),(45 10184.808),(46 10178.571),(47 10333.064),(48 10443.602),(49 10702.563),(50 10724.193),(51 10825.228),(52 10892.182),(53 10829.418),(54 10704.889),(55 10699.395),(56 10615.929),(57 10598.074),(58 10737.731),(59 10800.533),(60 10956.681),(61 11054.1),(62 10929.071),(63 10962.445),(64 10858.746),(65 10726.209),(66 10536.605),(67 10440.561),(68 10196.958),(69 9879.712),(70 9543.685),(71 9378.496),(72 9325.697),(73 9252.265),(74 9180.553),(75 9097.157),(76 9043.467),(77 9028.505),(78 8971.789),(79 8904.116),
(1 2811.854),(2 5281.5513),(3 5582.413),(4 5784.3677),(5 6348.3535),(6 6734.3247),(7 7102.38),(8 7318.814),(9 7268.385),(10 7413.7754),(11 7680.3423),(12 7788.3145),(13 7867.921),(14 8006.6245),(15 8177.495),(16 8361.415),(17 8362.8),(18 8359.776),(19 8486.859),(20 8486.76),(21 8381.8125),(22 8456.456),(23 8462.682),(24 8524.215),(25 8723.046),(26 8665.461),(27 8627.588),(28 8590.212),(29 8553.22),(30 8531.711),(31 8583.184),(32 8633.375),(33 8679.342),(34 8626.772),(35 8594.052),(36 8567.334),(37 8685.008),(38 8739.289),(39 8829.051),(40 9096.505),(41 9261.5205),(42 9304.588),(43 9429.426),(44 9826.862),(45 9840.403),(46 9846.892),(47 10008.097),(48 10070.54),(49 10276.72),(50 10341.708),(51 10430.117),(52 10519.494),(53 10411.124),(54 10328.763),(55 10357.895),(56 10270.306),(57 10265.709),(58 10388.933),(59 10405.809),(60 10443.713),(61 10368.102),(62 10239.573),(63 10125.823),(64 10036.611),(65 9883.897),(66 9639.71),(67 9518.478),(68 9322.597),(69 9157.597),(70 9000.623),(71 8885.306),(72 8835.387),(73 8763.656),(74 8656.144),(75 8749.203),(76 8759.2),(77 8821.347),(78 8777.962),(79 8767.78),
(1 2777.8633),(2 5017.9365),(3 5375.011),(4 5675.7944),(5 6200.975),(6 6546.3823),(7 6724.03),(8 6907.4536),(9 6990.1875),(10 7070.766),(11 7331.155),(12 7411.3486),(13 7357.6753),(14 7531.672),(15 7768.108),(16 7905.501),(17 7903.8335),(18 7905.91),(19 8039.907),(20 8040.4863),(21 7957.5874),(22 7966.801),(23 8024.597),(24 8058.97),(25 8185.0327),(26 8268.216),(27 8239.225),(28 8190.8755),(29 8187.451),(30 8098.3403),(31 8150.655),(32 8162.5967),(33 8223.409),(34 8228.782),(35 8270.881),(36 8306.816),(37 8237.184),(38 8271.353),(39 8493.307),(40 8571.282),(41 8655.778),(42 8725.822),(43 8871.733),(44 9262.397),(45 9364.514),(46 9441.296),(47 9501.637),(48 9611.73),(49 9728.623),(50 9725.057),(51 9774.15),(52 9868.063),(53 9857.681),(54 9726.087),(55 9676.632),(56 9695.818),(57 9715.201),(58 9765.687),(59 9827.652),(60 9869.807),(61 9812.567),(62 9679.096),(63 9637.063),(64 9535.33),(65 9339.363),(66 9082.866),(67 9051.473),(68 8979.964),(69 8862.532),(70 8775.302),(71 8715.269),(72 8574.619),(73 8504.3955),(74 8487.117),(75 8614.342),(76 8467.744),(77 8390.457),(78 8403.754),(79 8409.265),
(1 2769.3735),(2 4904.315),(3 5143.8857),(4 5489.3433),(5 6122.9614),(6 6436.0767),(7 6649.05),(8 6936.857),(9 6930.283),(10 7047.446),(11 7275.017),(12 7344.5806),(13 7331.36),(14 7461.3735),(15 7605.6445),(16 7686.731),(17 7647.6514),(18 7704.857),(19 7896.0337),(20 7922.5024),(21 8026.57),(22 7980.797),(23 7934.7427),(24 8106.2734),(25 8045.3774),(26 8040.6475),(27 8012.4097),(28 7988.211),(29 7994.1807),(30 7983.372),(31 7950.954),(32 7948.5015),(33 8133.572),(34 8114.717),(35 8138.8413),(36 8130.1753),(37 8080.835),(38 8098.4307),(39 8324.0205),(40 8602.181),(41 8596.62),(42 8492.022),(43 8599.077),(44 9005.514),(45 8979.962),(46 9096.341),(47 9271.138),(48 9314.445),(49 9392.082),(50 9417.742),(51 9519.807),(52 9689.005),(53 9680.019),(54 9522.984),(55 9499.966),(56 9561.13),(57 9523.409),(58 9439.778),(59 9574.034),(60 9769.234),(61 9713.345),(62 9616.663),(63 9633.775),(64 9541.311),(65 9451.116),(66 9338.362),(67 9335.723),(68 9045.553),(69 8929.049),(70 8724.903),(71 8546.702),(72 8417.08),(73 8329.053),(74 8360.795),(75 8340.755),(76 8225.482),(77 8264.859),(78 8282.485),(79 8387.315),
(1 2714.1638),(2 4844.3516),(3 5087.977),(4 5400.9224),(5 6010.247),(6 6308.034),(7 6557.2393),(8 6770.7446),(9 6835.6147),(10 7020.9),(11 7217.6064),(12 7329.449),(13 7489.566),(14 7564.667),(15 7640.2705),(16 7751.6724),(17 7851.8843),(18 8011.0386),(19 8010.699),(20 7989.4014),(21 8140.8057),(22 8188.2104),(23 8141.953),(24 8237.844),(25 8274.252),(26 8226.059),(27 8209.372),(28 8233.602),(29 8198.131),(30 8087.1655),(31 8047.8335),(32 8060.2935),(33 8127.4233),(34 7978.1875),(35 7947.396),(36 7912.309),(37 7861.205),(38 7965.422),(39 8162.6255),(40 8236.688),(41 8221.232),(42 8179.2476),(43 8176.246),(44 8411.945),(45 8491.321),(46 8629.0205),(47 8841.702),(48 8960.762),(49 9036.2),(50 9104.19),(51 9283.648),(52 9482.738),(53 9417.111),(54 9340.107),(55 9441.259),(56 9565.807),(57 9496.835),(58 9427.366),(59 9458.962),(60 9459.85),(61 9436.626),(62 9441.409),(63 9455),(64 9409.43),(65 9391.206),(66 9246.184),(67 9260.611),(68 9040.68),(69 8878.84),(70 8676.598),(71 8516.32),(72 8445.991),(73 8440.438),(74 8334.539),(75 8327.734),(76 8265.695),(77 8309.958),(78 8327.846),(79 8332.219),
(1 2618.7585),(2 4712.1),(3 5042.419),(4 5306.487),(5 5775.3125),(6 6040.7207),(7 6339.9546),(8 6483.15),(9 6449.757),(10 6597.2646),(11 6865.246),(12 7009.7925),(13 7181.787),(14 7244.9165),(15 7357.5396),(16 7424.631),(17 7516.694),(18 7580.545),(19 7640.6543),(20 7774.747),(21 7781.2935),(22 7728.4224),(23 7776.463),(24 7885.451),(25 8038.1914),(26 8023.8047),(27 7968.9043),(28 7930.489),(29 8002.4854),(30 7986.81),(31 8000.7866),(32 7960.0244),(33 7965.3647),(34 7924.9087),(35 8050.523),(36 8081.965),(37 8006.516),(38 7987.978),(39 8128.783),(40 8380.241),(41 8388.264),(42 8342.358),(43 8348.252),(44 8542.775),(45 8644.413),(46 8701.188),(47 8888.504),(48 8958.304),(49 9055.309),(50 9255.436),(51 9368.864),(52 9419.879),(53 9501.077),(54 9460.678),(55 9490.238),(56 9525.516),(57 9524.548),(58 9552.388),(59 9514.756),(60 9564.196),(61 9539.575),(62 9453.741),(63 9388.888),(64 9320.935),(65 9211.541),(66 9058.128),(67 9090.891),(68 8960.328),(69 8771.164),(70 8617.239),(71 8612.351),(72 8457.443),(73 8366.357),(74 8348.389),(75 8383.163),(76 8309.1455),(77 8363.373),(78 8434.827),(79 8402.68),
(1 2671.5667),(2 4741.9087),(3 4926.5083),(4 5193.613),(5 5780.1265),(6 6081.33),(7 6298.3086),(8 6525.548),(9 6724.035),(10 6879.061),(11 7158.8726),(12 7147.49),(13 7182.847),(14 7274.4233),(15 7392.828),(16 7492.535),(17 7563.182),(18 7609.856),(19 7690.95),(20 7700.6436),(21 7765.788),(22 7828.8057),(23 7799.984),(24 7842.503),(25 7918.26),(26 7919.215),(27 7943.9824),(28 7856.3506),(29 7844.612),(30 7816.953),(31 7874.218),(32 7894.6104),(33 7847.435),(34 7919.214),(35 7982.34),(36 7928.75),(37 7897.0103),(38 8009.606),(39 8166.0586),(40 8407.926),(41 8446.613),(42 8375.947),(43 8387.862),(44 8776.561),(45 8967.148),(46 9020.591),(47 9022.084),(48 9014.334),(49 9158.75),(50 9286.954),(51 9359.515),(52 9462.707),(53 9447.401),(54 9310.482),(55 9295.456),(56 9346.379),(57 9369.389),(58 9415.659),(59 9506.863),(60 9568.614),(61 9574.365),(62 9512.648),(63 9515.71),(64 9397.559),(65 9184.376),(66 9062.507),(67 9034.204),(68 8862.392),(69 8717.043),(70 8595.43),(71 8491.415),(72 8428.603),(73 8417.07),(74 8334.888),(75 8309.279),(76 8432.048),(77 8444.706),(78 8406.2705),(79 8445.549),
(1 2588.7893),(2 4556.228),(3 4775.668),(4 5082.5117),(5 5630.9497),(6 5868.1006),(7 5976.4507),(8 6113.978),(9 6271.4395),(10 6406.295),(11 6652.297),(12 6646.7363),(13 6698.9097),(14 6753.503),(15 6899.945),(16 7045.8203),(17 7029.718),(18 7010.4985),(19 7104.0327),(20 7080.974),(21 7186.006),(22 7274.5522),(23 7319.839),(24 7293.692),(25 7365.179),(26 7473.282),(27 7472.857),(28 7442.47),(29 7564.282),(30 7584.156),(31 7566.4307),(32 7538.3535),(33 7646.172),(34 7723.287),(35 7726.968),(36 7820.065),(37 7767.3457),(38 7828.284),(39 7998.67),(40 8079.0605),(41 8089.162),(42 8056.7173),(43 8073.7334),(44 8244.865),(45 8398.382),(46 8519.612),(47 8546.21),(48 8583.776),(49 8702.013),(50 8736.831),(51 8814.938),(52 8910.142),(53 8978.366),(54 8911.144),(55 8857.161),(56 8801.714),(57 8777.824),(58 8811.325),(59 8795.818),(60 8900.776),(61 9044.429),(62 9022.428),(63 9074.204),(64 9004.359),(65 8887.807),(66 8845.964),(67 8788.84),(68 8609.597),(69 8459.937),(70 8395.9795),(71 8307.704),(72 8190.9644),(73 8182.4717),(74 8162.1763),(75 8125.3955),(76 8005.1074),(77 7908.5425),(78 8059.8506),(79 8121.58),
(1 2555.7986),(2 4477.8516),(3 4774.979),(4 5064.306),(5 5548.964),(6 5793.045),(7 6009.4487),(8 6167.0938),(9 6265.5557),(10 6431.376),(11 6681.2373),(12 6710.216),(13 6771.74),(14 6802.6333),(15 6968.7573),(16 7174.3047),(17 7171.014),(18 7166.26),(19 7173.5156),(20 7205.589),(21 7159.003),(22 7229.132),(23 7262.123),(24 7301.3975),(25 7381.501),(26 7397.594),(27 7313.344),(28 7318.1567),(29 7434.594),(30 7444.02),(31 7438.363),(32 7405.5713),(33 7543.8516),(34 7538.516),(35 7598.4683),(36 7681.6426),(37 7720.207),(38 7607.447),(39 7694.138),(40 7833.6074),(41 7892.9297),(42 7767.027),(43 7807.537),(44 8053.561),(45 8235.493),(46 8332.789),(47 8387.5),(48 8471.55),(49 8688.125),(50 8791.501),(51 8677.276),(52 8788.711),(53 8914.176),(54 8862.952),(55 8747.65),(56 8753.211),(57 8915.279),(58 8895.329),(59 8833.2705),(60 8853.214),(61 8941.943),(62 8923.074),(63 8853.385),(64 8827.986),(65 8723.074),(66 8684.289),(67 8647.369),(68 8484.98),(69 8262.1045),(70 8131.5674),(71 7951.1104),(72 7850.607),(73 7860.503),(74 7845.606),(75 7773.1846),(76 7665.924),(77 7737.997),(78 7801.5625),(79 7740.1626),
