1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 88144.18),(2 308513),(3 689130.25),(4 1203762.8),(5 1868418.4),(6 2669820.5),(7 3606745),(8 4688546.5),(9 5933285.5),(10 7275392),(11 8762200),(12 10375569),(13 12136365),(14 13960424),(15 15881539),(16 17828814),(17 19785106),(18 21798664),(19 23862830),(20 25932278),(21 28030930),(22 30172610),(23 32368448),(24 34553460),(25 36735156),(26 38917084),(27 41096840),(28 43351650),(29 45674516),(30 47965236),(31 50346508),(32 52743840),(33 55261630),(34 57751790),(35 60299316),(36 62935460),(37 65705716),(38 68621780),(39 71686970),(40 74789050),(41 78087200),(42 81526216),(43 85256776),(44 89271850),(45 93489150),(46 97820030),(47 102430760),(48 107355096),(49 112512490),(50 117558616),(51 122864280),(52 128178296),(53 133492936),(54 138916380),(55 144401230),(56 150159280),(57 156289490),(58 162548880),(59 168815090),(60 175454740),(61 182059710),(62 188474240),(63 195209840),(64 202094670),(65 209052240),(66 216186110),(67 223221390),(68 230142320),(69 236450130),(70 242968770),(71 248935760),(72 254723970),(73 260590930),(74 266666690),(75 272770600),(76 279272300),(77 285785300),(78 292492200),(79 298787940),
(1 648.2479),(2 776.41736),(3 854.8359),(4 919.43243),(5 952.81085),(6 948.3733),(7 959.1522),(8 982.464),(9 987.758),(10 997.1196),(11 1008.1102),(12 1013.76135),(13 1043.326),(14 1042.9637),(15 1070.684),(16 1080.7311),(17 1108.197),(18 1109.6649),(19 1128.7643),(20 1155.2758),(21 1171.9381),(22 1191.7651),(23 1181.4972),(24 1180.3309),(25 1194.8794),(26 1235.8695),(27 1252.3113),(28 1283.1874),(29 1316.1722),(30 1326.958),(31 1344.1191),(32 1358.495),(33 1370.0398),(34 1385.3809),(35 1401.7505),(36 1440.2478),(37 1452.1028),(38 1456.5737),(39 1439.9609),(40 1444.1608),(41 1448.1876),(42 1445.3756),(43 1441.6001),(44 1463.4725),(45 1464.6511),(46 1455.5254),(47 1474.2205),(48 1465.4817),(49 1461.5516),(50 1457.4727),(51 1453.6461),(52 1455.5774),(53 1464.7242),(54 1450.1298),(55 1443.2885),(56 1442.6182),(57 1434.1204),(58 1435.493),(59 1440.3635),(60 1434.4863),(61 1411.3859),(62 1406.759),(63 1410.4302),(64 1410.3738),(65 1387.7717),(66 1364.794),(67 1379.9164),(68 1383.0806),(69 1393.0939),(70 1394.4291),(71 1384.9694),(72 1398.5854),(73 1408.9442),(74 1407.9877),(75 1405.7289),(76 1427.5466),(77 1438.4519),(78 1416.6216),(79 1414.6835),
(1 639.0135),(2 769.3961),(3 836.4591),(4 894.8769),(5 928.83264),(6 936.51154),(7 952.48206),(8 969.7632),(9 980.5072),(10 994.0858),(11 1007.17834),(12 1010.1784),(13 1031.385),(14 1041.8173),(15 1064.1218),(16 1077.4952),(17 1084.7102),(18 1092.0303),(19 1111.1702),(20 1137.8887),(21 1145.5747),(22 1150.3503),(23 1166.4299),(24 1168.3251),(25 1185.1227),(26 1211.9941),(27 1251.1232),(28 1266.2278),(29 1296.2454),(30 1325.7952),(31 1339.6283),(32 1332.453),(33 1345.9733),(34 1359.624),(35 1372.4048),(36 1393.7482),(37 1411.5825),(38 1409.3042),(39 1417.4757),(40 1430.1174),(41 1429.1213),(42 1437.1188),(43 1475.2805),(44 1473.3795),(45 1466.0464),(46 1455.6769),(47 1462.6543),(48 1478.6017),(49 1463.5967),(50 1466.6688),(51 1456.7667),(52 1448.3595),(53 1449.7451),(54 1441.8296),(55 1435.0004),(56 1435.7086),(57 1436.1837),(58 1453.2866),(59 1464.4917),(60 1451.5037),(61 1439.6027),(62 1418.0707),(63 1435.5702),(64 1434.436),(65 1416.0482),(66 1399.7858),(67 1402.5281),(68 1403.5674),(69 1386.6371),(70 1386.8848),(71 1399.7014),(72 1399.6547),(73 1398.6311),(74 1391.8557),(75 1402.1702),(76 1401.7079),(77 1404.3585),(78 1391.2861),(79 1368.5231),
(1 623.8171),(2 759.6488),(3 824.76886),(4 882.3792),(5 916.5822),(6 929.65594),(7 941.288),(8 944.9714),(9 973.8119),(10 991.76855),(11 991.19165),(12 985.22003),(13 1014.0787),(14 1026.4521),(15 1042.1925),(16 1054.3693),(17 1050.7344),(18 1072.0684),(19 1068.128),(20 1081.691),(21 1092.4849),(22 1101.6436),(23 1112.8412),(24 1124.5259),(25 1141.2965),(26 1158.9674),(27 1180.4877),(28 1213.3641),(29 1231.0321),(30 1265.3274),(31 1268.9998),(32 1282.9132),(33 1304.3342),(34 1320.1558),(35 1328.9783),(36 1342.8894),(37 1355.7228),(38 1365.8804),(39 1366.8177),(40 1373.4562),(41 1370.6475),(42 1369.1395),(43 1386.2054),(44 1374.6288),(45 1373.9567),(46 1375.4297),(47 1373.7874),(48 1378.7769),(49 1375.3558),(50 1374.7092),(51 1370.4429),(52 1360.9292),(53 1349.87),(54 1336.3118),(55 1327.1533),(56 1334.3768),(57 1342.6854),(58 1342.6575),(59 1344.2867),(60 1327.7565),(61 1328.7853),(62 1309.2407),(63 1327.8412),(64 1328.0338),(65 1320.0725),(66 1328.6646),(67 1315.878),(68 1312.2002),(69 1305.2235),(70 1312.6172),(71 1311.2957),(72 1315.6884),(73 1311.8646),(74 1310.1665),(75 1313.1724),(76 1317.4434),(77 1329.7837),(78 1306.416),(79 1313.0785),
(1 612.5929),(2 741.6254),(3 800.0873),(4 859.57153),(5 889.7328),(6 898.55),(7 923.1378),(8 936.57654),(9 946.2705),(10 979.32684),(11 985.1475),(12 989.79663),(13 1004.98334),(14 1028.0629),(15 1050.6299),(16 1056.7231),(17 1051.1165),(18 1059.933),(19 1063.6782),(20 1076.5884),(21 1106.591),(22 1118.6302),(23 1125.7896),(24 1149.5791),(25 1172.6399),(26 1188.3068),(27 1225.0442),(28 1243.657),(29 1267.7565),(30 1291.3285),(31 1301.4408),(32 1300.4424),(33 1317.6223),(34 1334.801),(35 1348.6722),(36 1355.7775),(37 1368.0824),(38 1382.7052),(39 1391.5317),(40 1399.811),(41 1392.1475),(42 1390.046),(43 1399.3445),(44 1399.3641),(45 1392.732),(46 1380.7175),(47 1376.7539),(48 1372.4313),(49 1376.7557),(50 1388.8163),(51 1380.146),(52 1369.7119),(53 1374.2643),(54 1358.1558),(55 1349.8442),(56 1360.4524),(57 1359.6743),(58 1353.9453),(59 1359.9063),(60 1330.581),(61 1329.602),(62 1336.5133),(63 1326.9246),(64 1320.4484),(65 1330.6558),(66 1317.5371),(67 1340.4802),(68 1331.6434),(69 1325.7145),(70 1330.2643),(71 1336.8318),(72 1344.313),(73 1348.0901),(74 1349.858),(75 1353.5562),(76 1354.2831),(77 1355.8914),(78 1360.3248),(79 1360.5315),
(1 594.8457),(2 722.56964),(3 771.147),(4 816.2799),(5 844.6235),(6 851.64307),(7 882.0984),(8 898.5516),(9 916.17804),(10 933.23065),(11 936.55334),(12 938.9962),(13 953.2266),(14 983.59503),(15 987.5902),(16 1006.0647),(17 1003.5986),(18 1005.0354),(19 1023.35535),(20 1036.9279),(21 1042.4761),(22 1061.5979),(23 1068.3119),(24 1090.3757),(25 1109.1381),(26 1116.8254),(27 1147.7334),(28 1157.86),(29 1170.2721),(30 1190.2589),(31 1207.1403),(32 1220.6154),(33 1247.8297),(34 1249.4983),(35 1269.4722),(36 1277.239),(37 1294.5663),(38 1298.5118),(39 1316.3796),(40 1317.5709),(41 1317.0183),(42 1330.1584),(43 1322.7028),(44 1335.0751),(45 1333.0978),(46 1325.8112),(47 1318.0309),(48 1313.1643),(49 1312.2097),(50 1315.204),(51 1321.648),(52 1321.1444),(53 1313.4393),(54 1300.9927),(55 1294.765),(56 1309.067),(57 1296.7012),(58 1313.1466),(59 1311.6427),(60 1287.5317),(61 1282.7025),(62 1288.2722),(63 1286.0671),(64 1278.0592),(65 1266.22),(66 1276.053),(67 1270.0864),(68 1286.0933),(69 1265.7668),(70 1273.4183),(71 1277.5002),(72 1288.4469),(73 1286.9248),(74 1293.0055),(75 1291.5829),(76 1293.2146),(77 1296.6934),(78 1289.1189),(79 1289.5509),
(1 589.5584),(2 712.6625),(3 777.106),(4 818.19855),(5 846.06525),(6 856.9863),(7 885.9186),(8 908.02734),(9 921.819),(10 941.65717),(11 941.8737),(12 945.8919),(13 971.59033),(14 983.85864),(15 998.8193),(16 998.0675),(17 1009.87354),(18 1023.7001),(19 1030.7239),(20 1034.9736),(21 1044.9585),(22 1058.561),(23 1078.1636),(24 1111.0809),(25 1125.9569),(26 1138.0957),(27 1172.4882),(28 1195.8728),(29 1204.8398),(30 1200.3152),(31 1216.9175),(32 1227.8417),(33 1250.3945),(34 1264.7225),(35 1276.5967),(36 1285.994),(37 1300.52),(38 1312.5015),(39 1316.8058),(40 1326.6769),(41 1337.784),(42 1333.3832),(43 1338.5769),(44 1328.909),(45 1333.4622),(46 1343.33),(47 1340.0146),(48 1335.0743),(49 1326.0037),(50 1312.7972),(51 1324.4406),(52 1331.6594),(53 1318.206),(54 1312.886),(55 1306.8956),(56 1313.5035),(57 1300.471),(58 1308.5645),(59 1287.064),(60 1290.5354),(61 1286.8075),(62 1283.3624),(63 1295.3955),(64 1290.0996),(65 1287.313),(66 1285.6176),(67 1278.5219),(68 1270.0787),(69 1264.8856),(70 1293.7245),(71 1280.6698),(72 1297.6149),(73 1299.5975),(74 1307.2106),(75 1306.8973),(76 1301.8839),(77 1308.5314),(78 1289.5433),(79 1279.5465),
(1 584.5677),(2 702.74445),(3 771.7242),(4 823.3663),(5 846.8143),(6 851.00006),(7 874.0807),(8 893.96716),(9 905.2376),(10 914.24805),(11 913.9944),(12 919.07117),(13 955.30835),(14 965.0976),(15 972.0936),(16 988.57025),(17 988.3358),(18 1003.77716),(19 1015.67175),(20 1027.7859),(21 1027.6062),(22 1058.3285),(23 1059.7385),(24 1074.7826),(25 1092.2502),(26 1111.508),(27 1122.4498),(28 1134.387),(29 1155.3539),(30 1170.0692),(31 1169.5099),(32 1178.1797),(33 1198.192),(34 1222.849),(35 1223.8458),(36 1227.7485),(37 1240.4054),(38 1242.3711),(39 1255.6692),(40 1267.884),(41 1266.6987),(42 1267.4188),(43 1271.572),(44 1265.0564),(45 1271.7865),(46 1253.6354),(47 1255.8835),(48 1264.688),(49 1250.115),(50 1229.0011),(51 1236.1238),(52 1234.1536),(53 1232.4501),(54 1223.2645),(55 1237.1559),(56 1218.3927),(57 1224.2117),(58 1216.3845),(59 1214.8358),(60 1214.4546),(61 1208.417),(62 1212.3683),(63 1215.503),(64 1228.2338),(65 1219.6598),(66 1214.6475),(67 1205.2029),(68 1208.7389),(69 1212.2743),(70 1229.2095),(71 1229.6896),(72 1227.4993),(73 1227.5023),(74 1237.7942),(75 1243.745),(76 1258.0712),(77 1256.3488),(78 1255.5116),(79 1242.7532),
(1 574.91516),(2 681.2793),(3 760.69745),(4 795.48755),(5 805.8669),(6 826.7345),(7 837.3793),(8 854.4796),(9 878.3371),(10 893.44244),(11 882.42004),(12 903.336),(13 918.2129),(14 929.1686),(15 936.0365),(16 942.8757),(17 942.12445),(18 956.6336),(19 977.7678),(20 984.24677),(21 986.142),(22 1013.07837),(23 1015.49036),(24 1028.5276),(25 1035.9736),(26 1056.4747),(27 1075.1599),(28 1107.572),(29 1123.8323),(30 1146.1177),(31 1138.277),(32 1146.009),(33 1157.4316),(34 1174.9612),(35 1198.5734),(36 1193.4563),(37 1198.6764),(38 1196.0098),(39 1203.3773),(40 1214.677),(41 1211.3546),(42 1220.4019),(43 1228.3284),(44 1224.407),(45 1231.7018),(46 1213.8942),(47 1212.6255),(48 1206.5643),(49 1202.176),(50 1191.6207),(51 1184.4476),(52 1177.9066),(53 1181.4214),(54 1181.3467),(55 1182.2009),(56 1185.823),(57 1188.2184),(58 1200.837),(59 1198.0134),(60 1180.2714),(61 1182.6552),(62 1186.8168),(63 1191.356),(64 1184.9539),(65 1188.8188),(66 1193.1322),(67 1178.244),(68 1190.8954),(69 1186.8469),(70 1190.4373),(71 1202.8671),(72 1205.3362),(73 1211.7819),(74 1208.7749),(75 1211.7599),(76 1201.8827),(77 1208.6481),(78 1219.0155),(79 1202.387),
(1 576.53503),(2 685.8129),(3 753.703),(4 783.8901),(5 795.83276),(6 824.96735),(7 841.1871),(8 863.7708),(9 882.41895),(10 896.8461),(11 895.8215),(12 908.2096),(13 924.0557),(14 928.4977),(15 936.08624),(16 951.93945),(17 954.80273),(18 978.471),(19 990.0985),(20 992.73694),(21 1003.0419),(22 1023.5893),(23 1048.5109),(24 1058.5032),(25 1067.3147),(26 1092.3289),(27 1110.8616),(28 1127.7694),(29 1136.1053),(30 1159.3235),(31 1170.0933),(32 1177.618),(33 1187.3066),(34 1198.432),(35 1213.3922),(36 1227.5336),(37 1235.6388),(38 1226.7972),(39 1231.6732),(40 1242.9148),(41 1244.0206),(42 1238.601),(43 1256.4388),(44 1260.1096),(45 1263.8046),(46 1257.1288),(47 1251.603),(48 1257.5289),(49 1251.0924),(50 1250.7559),(51 1248.2152),(52 1243.1953),(53 1230.2673),(54 1238.063),(55 1251.7905),(56 1244.8805),(57 1250.8693),(58 1240.4747),(59 1234.7686),(60 1236.0378),(61 1220.015),(62 1221.9564),(63 1223.5488),(64 1228.7135),(65 1226.8666),(66 1217.9337),(67 1213.8726),(68 1223.1763),(69 1218.3082),(70 1223.1117),(71 1219.1067),(72 1220.0695),(73 1227.4376),(74 1232.8229),(75 1252.033),(76 1248.6743),(77 1243.8695),(78 1236.9233),(79 1236.0969),
(1 564.1753),(2 682.7197),(3 747.69434),(4 790.9305),(5 798.94073),(6 820.2058),(7 839.0299),(8 863.07684),(9 882.9599),(10 888.896),(11 893.10376),(12 907.4008),(13 907.1316),(14 914.25287),(15 928.4612),(16 941.4253),(17 936.054),(18 956.7499),(19 968.0291),(20 974.62836),(21 978.3202),(22 1009.1306),(23 1020.3513),(24 1021.14484),(25 1036.401),(26 1051.8315),(27 1074.5923),(28 1105.628),(29 1127.8186),(30 1134.5859),(31 1138.7328),(32 1154.0951),(33 1158.5681),(34 1179.5349),(35 1191.6501),(36 1195.1271),(37 1182.9373),(38 1188.3364),(39 1199.7838),(40 1194.464),(41 1184.7449),(42 1193.7284),(43 1208.2883),(44 1204.1672),(45 1197.1125),(46 1186.8414),(47 1188.4637),(48 1179.765),(49 1163.1931),(50 1159.9634),(51 1157.2811),(52 1163.8014),(53 1160.7042),(54 1159.7021),(55 1159.8289),(56 1171.3252),(57 1168.4517),(58 1175.7),(59 1161.2848),(60 1169.7899),(61 1157.2687),(62 1160.7731),(63 1165.8334),(64 1172.2938),(65 1173.7032),(66 1181.075),(67 1157.0999),(68 1149.74),(69 1147.6506),(70 1156.1626),(71 1157.246),(72 1158.7642),(73 1164.1715),(74 1172.6001),(75 1174.467),(76 1174.4867),(77 1160.6819),(78 1160.3477),(79 1136.5012),
(1 563.2514),(2 671.7355),(3 728.36206),(4 768.9938),(5 788.37805),(6 815.20984),(7 824.52106),(8 844.8502),(9 861.4221),(10 867.63214),(11 881.0923),(12 890.61237),(13 895.18915),(14 898.47235),(15 905.6633),(16 925.64777),(17 923.0615),(18 943.5595),(19 957.6098),(20 948.11163),(21 959.3637),(22 992.3349),(23 1006.42706),(24 1008.7742),(25 1034.1349),(26 1062.3545),(27 1091.1422),(28 1122.2726),(29 1139.8444),(30 1157.7545),(31 1169.0742),(32 1175.1704),(33 1186.3806),(34 1197.488),(35 1223.2802),(36 1232.5146),(37 1238.368),(38 1251.5509),(39 1257.6057),(40 1261.6805),(41 1249.0913),(42 1257.862),(43 1264.8881),(44 1261.7072),(45 1263.8076),(46 1247.4446),(47 1240.1676),(48 1233.8667),(49 1234.1075),(50 1204.7822),(51 1208.5515),(52 1193.6211),(53 1190.2607),(54 1188.3036),(55 1186.2019),(56 1182.225),(57 1175.0175),(58 1183.191),(59 1174.8217),(60 1165.1594),(61 1168.6042),(62 1158.2526),(63 1163.7283),(64 1154.8413),(65 1164.089),(66 1163.6069),(67 1156.7203),(68 1161.8208),(69 1162.956),(70 1170.6135),(71 1180.604),(72 1185.4283),(73 1195.5752),(74 1200.0549),(75 1199.7024),(76 1210.9215),(77 1211.5638),(78 1218.7505),(79 1205.2222),
(1 551.9167),(2 666.4276),(3 719.3531),(4 757.6056),(5 776.24316),(6 803.7131),(7 817.229),(8 835.3397),(9 863.4639),(10 850.4661),(11 859.53253),(12 857.46655),(13 867.4371),(14 870.3861),(15 888.2845),(16 912.8488),(17 916.1244),(18 921.1764),(19 934.3961),(20 946.3366),(21 954.1536),(22 965.2248),(23 992.98846),(24 997.7007),(25 1019.63135),(26 1038.8414),(27 1069.985),(28 1092.7997),(29 1100.0945),(30 1115.7775),(31 1129.0927),(32 1144.5284),(33 1157.1633),(34 1166.9456),(35 1188.4701),(36 1199.1371),(37 1196.8241),(38 1200.5306),(39 1218.0983),(40 1201.9763),(41 1224.8999),(42 1220.0206),(43 1209.477),(44 1199.1478),(45 1188.9578),(46 1190.3691),(47 1196.2489),(48 1197.3799),(49 1190.3348),(50 1189.2971),(51 1198.0009),(52 1189.3954),(53 1186.5),(54 1181.0104),(55 1179.8608),(56 1168.091),(57 1172.2382),(58 1165.7891),(59 1172.7382),(60 1163.3726),(61 1161.8322),(62 1152.4913),(63 1154.2466),(64 1136.8881),(65 1130.4055),(66 1134.5785),(67 1127.5646),(68 1135.7291),(69 1141.2849),(70 1144.7617),(71 1149.5121),(72 1152.3097),(73 1161.5139),(74 1163.0065),(75 1165.1031),(76 1159.8838),(77 1156.186),(78 1166.9635),(79 1157.4962),
(1 544.0394),(2 653.43054),(3 709.49756),(4 747.20416),(5 758.9576),(6 783.2923),(7 796.1893),(8 807.4726),(9 820.3504),(10 816.5531),(11 827.2627),(12 829.6123),(13 844.2885),(14 850.84064),(15 868.87024),(16 867.6153),(17 886.5029),(18 896.79785),(19 900.3744),(20 916.01044),(21 915.83093),(22 933.483),(23 944.3072),(24 958.24603),(25 986.44867),(26 1001.2304),(27 1020.86273),(28 1047.5817),(29 1068.5061),(30 1070.2163),(31 1081.3713),(32 1103.6191),(33 1102.1738),(34 1121.2115),(35 1131.1134),(36 1150.3582),(37 1155.3528),(38 1170.6927),(39 1176.8896),(40 1177.7793),(41 1190.9656),(42 1186.4961),(43 1188.1628),(44 1177.5472),(45 1182.4076),(46 1166.4509),(47 1172.9377),(48 1169.9144),(49 1173.3636),(50 1160.216),(51 1169.5374),(52 1158.9324),(53 1151.2281),(54 1149.4878),(55 1152.949),(56 1141.4982),(57 1139.8102),(58 1132.8081),(59 1135.6049),(60 1127.8524),(61 1136.5743),(62 1133.0273),(63 1123.886),(64 1121.6102),(65 1114.156),(66 1118.7994),(67 1112.7853),(68 1113.0131),(69 1118.8026),(70 1116.5056),(71 1120.0358),(72 1139.7991),(73 1137.5044),(74 1155.9065),(75 1160.3317),(76 1145.5824),(77 1158.4979),(78 1146.659),(79 1140.0322),
(1 534.16864),(2 643.4424),(3 697.7574),(4 726.8312),(5 732.19086),(6 744.2155),(7 755.60004),(8 772.1287),(9 784.048),(10 787.2334),(11 794.9048),(12 798.3541),(13 808.6657),(14 822.8088),(15 832.7341),(16 834.5862),(17 846.8267),(18 865.8419),(19 867.2279),(20 881.933),(21 891.4357),(22 907.53015),(23 929.34265),(24 933.8865),(25 958.3871),(26 973.8794),(27 986.05475),(28 1021.7728),(29 1047.2893),(30 1058.8163),(31 1065.9662),(32 1094.1981),(33 1098.9084),(34 1097.2385),(35 1101.117),(36 1097.1781),(37 1105.7561),(38 1113.2399),(39 1130.7631),(40 1133.9391),(41 1136.2336),(42 1132.9739),(43 1143.8942),(44 1144.4534),(45 1147.4476),(46 1130.3925),(47 1143.0095),(48 1151.7517),(49 1144.2224),(50 1138.2046),(51 1140.3542),(52 1130.0577),(53 1128.0631),(54 1136.4067),(55 1139.3593),(56 1131.7302),(57 1138.054),(58 1124.5002),(59 1123.3877),(60 1118.9464),(61 1111.1619),(62 1096.0977),(63 1087.8552),(64 1083.6649),(65 1085.933),(66 1083.7404),(67 1086.3513),(68 1078.2275),(69 1067.929),(70 1071.3484),(71 1076.7952),(72 1073.4954),(73 1075.5669),(74 1082.3634),(75 1097.6643),(76 1085.9758),(77 1085.6337),(78 1080.9978),(79 1071.5073),
(1 506.35654),(2 616.42914),(3 672.1434),(4 686.8393),(5 699.7924),(6 731.5263),(7 752.61176),(8 754.73444),(9 765.0798),(10 765.76904),(11 774.9732),(12 780.39526),(13 789.31604),(14 798.1858),(15 801.0545),(16 806.42017),(17 824.1235),(18 846.7245),(19 848.7222),(20 861.3677),(21 865.58575),(22 874.22363),(23 889.7216),(24 899.28296),(25 923.64844),(26 934.73004),(27 951.35),(28 980.22864),(29 982.64374),(30 991.96814),(31 1014.79553),(32 1032.2516),(33 1046.2322),(34 1047.8732),(35 1055.6514),(36 1053.4689),(37 1060.6797),(38 1064.3644),(39 1086.9528),(40 1082.0111),(41 1090.9829),(42 1084.4625),(43 1103.3444),(44 1114.0289),(45 1112.1687),(46 1109.5835),(47 1112.2867),(48 1112.6537),(49 1105.5175),(50 1110.4355),(51 1114.2451),(52 1109.721),(53 1109.3282),(54 1099.188),(55 1095.6346),(56 1099.906),(57 1099.836),(58 1090.3536),(59 1090.3944),(60 1088.33),(61 1071.7358),(62 1069.2699),(63 1067.7008),(64 1054.3113),(65 1062.4462),(66 1065.4819),(67 1056.8895),(68 1054.5776),(69 1056.8479),(70 1056.4462),(71 1058.7386),(72 1057.6567),(73 1073.2284),(74 1079.7933),(75 1090.1915),(76 1091.5114),(77 1096.3906),(78 1095.5044),(79 1099.2875),
(1 504.87643),(2 616.6837),(3 669.4413),(4 691.53406),(5 715.9003),(6 732.30365),(7 750.09283),(8 769.20074),(9 769.7757),(10 780.69415),(11 794.8129),(12 791.5526),(13 804.15094),(14 808.5289),(15 822.98895),(16 832.21484),(17 840.6928),(18 864.7603),(19 860.40155),(20 876.8859),(21 882.3826),(22 892.92456),(23 916.0048),(24 935.9076),(25 952.95544),(26 956.53973),(27 974.0427),(28 993.5084),(29 1000.243),(30 1021.07025),(31 1030.7961),(32 1027.072),(33 1039.3661),(34 1043.486),(35 1052.7401),(36 1068.5437),(37 1074.9133),(38 1074.0878),(39 1089.8379),(40 1091.2426),(41 1103.177),(42 1094.5006),(43 1108.9224),(44 1104.421),(45 1100.9081),(46 1084.2123),(47 1085.0739),(48 1086.7839),(49 1082.3906),(50 1082.4603),(51 1072.3055),(52 1064.4403),(53 1067.3975),(54 1059.5958),(55 1058.8087),(56 1039.9199),(57 1029.2484),(58 1027.2098),(59 1025.4012),(60 1031.1833),(61 1013.39124),(62 1015.574),(63 1020.05304),(64 1004.938),(65 1020.6144),(66 1015.62305),(67 1018.239),(68 1016.18054),(69 1014.17413),(70 1017.8204),(71 1016.5764),(72 1016.54193),(73 1026.4794),(74 1023.10547),(75 1025.7087),(76 1018.4679),(77 1023.01025),(78 1013.74445),(79 1023.55383),
