1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 145.97093),(2 159.00201),(3 164.77284),(4 165.01685),(5 165.58308),(6 167.56847),(7 165.85043),(8 164.52039),(9 163.28514),(10 163.84164),(11 160.77124),(12 162.51334),(13 167.08078),(14 165.46507),(15 165.59239),(16 162.77335),(17 165.76627),(18 167.61014),(19 169.26837),(20 168.29282),(21 168.30455),(22 162.1723),(23 160.90102),(24 160.26291),(25 163.69124),(26 164.6567),(27 163.36292),(28 165.81966),(29 165.63939),(30 164.25208),(31 162.29448),(32 164.82896),(33 163.82106),(34 163.18233),(35 162.46484),(36 165.6225),(37 167.44371),(38 166.54974),(39 163.53854),(40 165.60197),(41 167.23727),(42 164.20876),(43 163.80113),(44 164.74745),(45 165.79793),(46 166.7618),(47 164.39227),(48 161.90204),(49 161.95622),(50 162.91321),(51 164.3398),(52 163.8721),(53 161.00769),(54 161.73564),(55 160.88802),(56 163.02306),(57 165.17012),(58 164.94612),(59 164.39775),(60 166.64427),(61 167.598),(62 168.36807),(63 165.12317),(64 164.97444),(65 163.86533),(66 164.60747),(67 169.67734),(68 169.20296),(69 166.89732),(70 165.7908),(71 165.92847),(72 166.22235),(73 171.96825),(74 172.73207),(75 175.53844),(76 174.21329),(77 171.29291),(78 168.09953),(79 168.52592),
(1 147.97974),(2 164.34433),(3 169.34474),(4 172.02914),(5 169.91736),(6 170.0539),(7 168.32315),(8 168.45721),(9 165.34698),(10 165.88614),(11 165.46043),(12 169.50671),(13 172.29681),(14 172.10042),(15 169.19464),(16 167.71489),(17 169.39534),(18 169.23982),(19 169.03851),(20 171.45152),(21 171.44229),(22 166.71605),(23 164.90775),(24 165.20816),(25 167.76443),(26 168.5416),(27 166.23491),(28 167.60522),(29 167.34604),(30 166.8332),(31 167.69234),(32 170.59818),(33 168.61179),(34 168.84178),(35 166.49586),(36 171.00887),(37 171.34917),(38 174.0844),(39 170.81192),(40 169.95706),(41 171.06471),(42 168.1527),(43 167.4321),(44 170.75385),(45 170.79424),(46 173.49884),(47 171.8613),(48 169.52211),(49 166.43404),(50 166.24734),(51 168.41696),(52 170.33841),(53 167.5101),(54 166.5036),(55 168.66092),(56 168.33394),(57 170.54353),(58 169.69601),(59 168.5186),(60 167.24731),(61 169.55469),(62 171.93578),(63 170.50502),(64 169.85028),(65 167.13268),(66 167.97351),(67 172.70941),(68 173.91759),(69 170.28787),(70 170.94708),(71 168.2691),(72 170.34087),(73 175.68141),(74 174.57018),(75 173.28738),(76 173.42125),(77 172.23775),(78 171.14133),(79 171.24925),
(1 144.40594),(2 161.74892),(3 168.7338),(4 172.66644),(5 173.46838),(6 171.1186),(7 169.78697),(8 164.66524),(9 161.94858),(10 161.25887),(11 163.6267),(12 166.80899),(13 169.42389),(14 171.30919),(15 167.6335),(16 165.82558),(17 168.72961),(18 169.17111),(19 167.37659),(20 169.40051),(21 170.66437),(22 166.0028),(23 164.4317),(24 163.4464),(25 164.3189),(26 164.38211),(27 159.41136),(28 163.8184),(29 165.8306),(30 168.70164),(31 168.16165),(32 169.79347),(33 167.81697),(34 167.20906),(35 167.69135),(36 167.46002),(37 167.60753),(38 169.18896),(39 164.3737),(40 163.61261),(41 167.10747),(42 167.78256),(43 168.28853),(44 168.47481),(45 171.19395),(46 173.43733),(47 169.00005),(48 169.8671),(49 168.56119),(50 168.04001),(51 168.42839),(52 167.41048),(53 163.28537),(54 159.91714),(55 160.76637),(56 166.30759),(57 171.65831),(58 172.40999),(59 168.81955),(60 168.17174),(61 168.39742),(62 167.82558),(63 166.57861),(64 169.51112),(65 167.66478),(66 167.89844),(67 168.83784),(68 171.6441),(69 170.38885),(70 168.62723),(71 168.134),(72 168.54889),(73 171.01292),(74 172.93349),(75 172.49669),(76 169.79051),(77 167.18489),(78 163.58298),(79 162.84998),
(1 144.13354),(2 160.46085),(3 164.35988),(4 165.88568),(5 164.92577),(6 161.78494),(7 163.02396),(8 162.59741),(9 159.17638),(10 158.84048),(11 158.1314),(12 160.38084),(13 164.13557),(14 165.24779),(15 161.87308),(16 161.6241),(17 163.1553),(18 162.97415),(19 164.2487),(20 164.37521),(21 167.21489),(22 162.07776),(23 157.75122),(24 157.86186),(25 160.52887),(26 161.49072),(27 161.77141),(28 163.71889),(29 162.32727),(30 161.81335),(31 162.77026),(32 164.41919),(33 163.78879),(34 165.13078),(35 163.52301),(36 164.04358),(37 166.9364),(38 168.55171),(39 163.42506),(40 165.70253),(41 162.73183),(42 161.09904),(43 161.88962),(44 164.45496),(45 163.86546),(46 169.09201),(47 164.9836),(48 163.86671),(49 162.38968),(50 160.2249),(51 162.81683),(52 165.05615),(53 159.78273),(54 160.34604),(55 160.91696),(56 160.65393),(57 164.2551),(58 164.57332),(59 164.02428),(60 164.53848),(61 164.79613),(62 165.88953),(63 165.9804),(64 166.69565),(65 163.02362),(66 163.51605),(67 167.81995),(68 168.42055),(69 163.5827),(70 164.93774),(71 163.84097),(72 166.36057),(73 170.65707),(74 170.50218),(75 168.6034),(76 169.85353),(77 168.38803),(78 168.45393),(79 169.34515),
(1 144.78206),(2 161.65666),(3 165.9454),(4 167.42943),(5 168.24408),(6 166.37779),(7 164.98619),(8 163.76369),(9 160.33127),(10 159.9684),(11 160.69292),(12 161.9847),(13 166.87389),(14 166.47426),(15 163.208),(16 161.34442),(17 164.3914),(18 165.70462),(19 166.0415),(20 168.09967),(21 166.00189),(22 161.52393),(23 159.73271),(24 160.29251),(25 165.7828),(26 166.40881),(27 164.78044),(28 164.12798),(29 165.91554),(30 163.22508),(31 165.72072),(32 166.04044),(33 167.62589),(34 166.27121),(35 164.76932),(36 166.16379),(37 168.63696),(38 169.08559),(39 166.67233),(40 168.18826),(41 167.39601),(42 165.02094),(43 164.86935),(44 165.45427),(45 169.05289),(46 168.33827),(47 168.32884),(48 164.11568),(49 164.64111),(50 165.13876),(51 169.41016),(52 168.4281),(53 165.72943),(54 164.2326),(55 163.05006),(56 164.63893),(57 166.66725),(58 166.90369),(59 166.07253),(60 166.42358),(61 167.47385),(62 168.00798),(63 168.00587),(64 167.24397),(65 165.92453),(66 167.72609),(67 170.16359),(68 169.74858),(69 168.84505),(70 167.21036),(71 166.22119),(72 168.65439),(73 170.2083),(74 172.95955),(75 174.18619),(76 171.78409),(77 171.30199),(78 170.7167),(79 171.54787),
(1 143.0242),(2 158.01726),(3 162.08861),(4 167.06834),(5 166.25958),(6 165.97029),(7 165.70847),(8 162.50632),(9 159.80168),(10 159.68648),(11 159.0122),(12 159.86351),(13 163.11253),(14 165.10103),(15 163.17552),(16 161.97403),(17 162.75775),(18 163.60521),(19 164.94852),(20 168.03027),(21 163.78078),(22 159.57866),(23 159.10992),(24 158.99136),(25 160.06793),(26 162.47214),(27 161.20615),(28 161.89363),(29 162.86214),(30 162.36871),(31 165.12048),(32 164.82593),(33 165.75073),(34 164.5444),(35 162.31586),(36 163.8081),(37 163.4623),(38 164.28563),(39 161.40569),(40 161.16685),(41 165.4706),(42 165.1903),(43 164.72151),(44 165.98914),(45 169.09062),(46 170.34886),(47 168.98332),(48 167.33427),(49 166.49782),(50 166.7871),(51 166.10649),(52 163.26347),(53 160.6847),(54 158.38312),(55 160.20152),(56 165.23476),(57 168.14903),(58 170.14055),(59 165.99072),(60 166.93573),(61 166.67105),(62 166.05267),(63 163.41008),(64 164.3698),(65 163.87674),(66 166.54248),(67 167.26895),(68 165.89986),(69 164.77403),(70 163.99385),(71 164.89807),(72 164.80852),(73 169.3904),(74 167.76784),(75 168.0268),(76 167.77946),(77 163.39124),(78 160.85016),(79 161.82309),
(1 145.33139),(2 162.20503),(3 166.75336),(4 168.35764),(5 167.0403),(6 166.74504),(7 164.82884),(8 164.00229),(9 163.83195),(10 164.31615),(11 161.54314),(12 162.30992),(13 165.22707),(14 168.5753),(15 163.27881),(16 164.33803),(17 163.30927),(18 166.02838),(19 167.32277),(20 167.42792),(21 166.65323),(22 166.305),(23 161.64754),(24 162.22795),(25 164.46906),(26 166.25705),(27 163.20573),(28 163.45067),(29 165.477),(30 165.67607),(31 166.12578),(32 166.84048),(33 168.28253),(34 166.93355),(35 164.88406),(36 164.97412),(37 167.97603),(38 166.02213),(39 165.65338),(40 168.02762),(41 166.48413),(42 166.45782),(43 166.2357),(44 166.53778),(45 168.95535),(46 169.92126),(47 167.41565),(48 164.43095),(49 164.8399),(50 164.88202),(51 164.74916),(52 167.37592),(53 163.24455),(54 163.05278),(55 163.09424),(56 164.85966),(57 167.0903),(58 165.65796),(59 167.01357),(60 165.30986),(61 167.06912),(62 167.64983),(63 164.22539),(64 167.95747),(65 166.04042),(66 166.18193),(67 169.4333),(68 169.11737),(69 166.56622),(70 166.98677),(71 166.8205),(72 168.33955),(73 170.8651),(74 171.13458),(75 172.85928),(76 173.43039),(77 170.86218),(78 167.5083),(79 168.4951),
(1 139.81375),(2 156.1258),(3 160.76102),(4 161.90259),(5 162.01303),(6 158.62556),(7 157.91888),(8 156.56937),(9 158.75476),(10 157.71071),(11 158.62074),(12 159.1714),(13 161.79832),(14 162.41042),(15 158.34084),(16 157.48996),(17 159.35918),(18 161.44717),(19 163.37425),(20 164.4062),(21 165.59932),(22 156.77518),(23 155.57674),(24 157.17935),(25 159.15182),(26 162.10138),(27 159.5483),(28 161.16556),(29 161.29028),(30 161.31046),(31 159.16832),(32 160.22055),(33 161.3931),(34 160.25569),(35 161.5358),(36 160.95511),(37 164.54286),(38 164.37367),(39 160.09529),(40 161.44154),(41 160.85081),(42 158.7173),(43 159.93983),(44 162.62727),(45 164.01901),(46 165.08301),(47 159.33258),(48 159.6661),(49 159.28362),(50 158.05757),(51 162.8524),(52 164.35904),(53 161.78578),(54 159.37326),(55 160.51334),(56 160.95724),(57 160.6504),(58 161.5855),(59 161.01566),(60 159.68314),(61 162.97495),(62 161.9003),(63 159.68532),(64 160.44273),(65 159.14774),(66 159.87595),(67 162.40938),(68 164.10168),(69 160.7493),(70 161.46815),(71 158.99951),(72 160.59619),(73 164.99098),(74 165.42212),(75 164.9069),(76 166.51424),(77 163.77716),(78 165.07625),(79 163.74187),
(1 141.02585),(2 158.42058),(3 162.0035),(4 167.31674),(5 167.2862),(6 164.44754),(7 164.62065),(8 161.41728),(9 157.42508),(10 160.55782),(11 159.81255),(12 163.04846),(13 163.44897),(14 165.7629),(15 164.39049),(16 162.37633),(17 162.45897),(18 162.70026),(19 166.56981),(20 167.4002),(21 165.24751),(22 162.56693),(23 159.60706),(24 160.4049),(25 162.3895),(26 161.9069),(27 159.61552),(28 160.40302),(29 164.17166),(30 163.49792),(31 163.86076),(32 165.31793),(33 164.60924),(34 164.81644),(35 164.63622),(36 164.32658),(37 166.36948),(38 166.41354),(39 161.71527),(40 161.25247),(41 163.75407),(42 165.5822),(43 164.07845),(44 165.0158),(45 167.41484),(46 168.02005),(47 166.64063),(48 167.40028),(49 165.43524),(50 165.57527),(51 165.43353),(52 164.49934),(53 160.17818),(54 156.27544),(55 159.66632),(56 164.03577),(57 168.68301),(58 167.21904),(59 169.8885),(60 166.66106),(61 165.61269),(62 166.24193),(63 163.95879),(64 166.30678),(65 167.98738),(66 167.643),(67 167.39192),(68 169.37823),(69 166.86536),(70 168.12001),(71 164.82553),(72 165.0843),(73 166.41426),(74 170.19563),(75 170.35349),(76 168.92119),(77 164.80234),(78 162.95299),(79 162.4629),
(1 139.63232),(2 154.57814),(3 161.5629),(4 161.98643),(5 162.03006),(6 159.46893),(7 159.02875),(8 157.89053),(9 156.15681),(10 156.83531),(11 158.24796),(12 158.64676),(13 162.95656),(14 165.39294),(15 162.13086),(16 159.30296),(17 160.77501),(18 162.04193),(19 163.09787),(20 162.25967),(21 163.39455),(22 158.06221),(23 153.45688),(24 156.15842),(25 156.6009),(26 159.7405),(27 159.49599),(28 161.02019),(29 159.27948),(30 160.3677),(31 158.62343),(32 160.16032),(33 160.74713),(34 159.86374),(35 160.04012),(36 158.87961),(37 161.04999),(38 162.68799),(39 160.1598),(40 162.48604),(41 160.43791),(42 160.23904),(43 160.34819),(44 161.86833),(45 162.06761),(46 165.7866),(47 161.35567),(48 160.00426),(49 156.54779),(50 157.15788),(51 160.12352),(52 161.52177),(53 160.21857),(54 158.05267),(55 160.46227),(56 160.63713),(57 161.39955),(58 161.73187),(59 159.33693),(60 159.86707),(61 162.08302),(62 161.98033),(63 158.70317),(64 159.59386),(65 158.2508),(66 161.81685),(67 162.97313),(68 166.25783),(69 162.79686),(70 162.03691),(71 160.40936),(72 162.89491),(73 163.85223),(74 166.31647),(75 168.24577),(76 170.23688),(77 166.63858),(78 163.63905),(79 163.54851),
(1 141.6773),(2 159.73564),(3 162.03815),(4 162.0312),(5 161.58076),(6 159.05647),(7 157.52045),(8 157.18542),(9 154.10559),(10 156.45161),(11 153.87485),(12 158.25114),(13 162.10532),(14 160.75305),(15 159.42984),(16 158.6694),(17 158.9749),(18 161.32516),(19 160.72519),(20 160.5917),(21 158.9675),(22 156.8375),(23 156.31987),(24 156.53918),(25 160.87358),(26 161.10117),(27 160.48282),(28 160.04895),(29 158.56822),(30 156.64671),(31 159.61543),(32 161.38062),(33 158.65889),(34 159.36371),(35 158.57034),(36 160.26535),(37 162.11023),(38 165.04301),(39 164.28772),(40 163.26994),(41 161.7016),(42 162.3861),(43 161.20067),(44 161.41133),(45 162.58311),(46 163.37784),(47 159.65193),(48 159.98247),(49 158.54288),(50 160.28671),(51 163.25964),(52 163.31589),(53 160.23381),(54 159.69109),(55 159.45204),(56 161.61247),(57 163.01889),(58 163.1929),(59 164.02843),(60 162.37245),(61 164.0885),(62 165.28482),(63 162.8494),(64 160.35126),(65 160.80443),(66 161.94008),(67 165.59659),(68 167.04027),(69 164.72665),(70 163.21677),(71 162.00285),(72 163.64526),(73 167.48074),(74 167.94661),(75 167.30109),(76 165.07533),(77 165.89407),(78 164.93137),(79 164.48639),
(1 141.88855),(2 157.34528),(3 163.14114),(4 165.7953),(5 166.00829),(6 164.49432),(7 161.36177),(8 157.5712),(9 156.90416),(10 157.52332),(11 158.24718),(12 160.47517),(13 162.33292),(14 165.829),(15 160.8194),(16 159.63542),(17 159.09586),(18 157.76031),(19 161.10857),(20 163.87646),(21 161.96046),(22 159.25294),(23 155.31126),(24 155.05617),(25 157.65344),(26 159.42012),(27 157.58858),(28 159.41699),(29 160.4814),(30 161.13695),(31 162.4225),(32 163.68892),(33 163.15414),(34 165.74956),(35 162.57132),(36 163.47417),(37 163.26051),(38 161.60338),(39 160.13039),(40 161.52061),(41 164.26492),(42 163.63742),(43 161.60869),(44 162.28458),(45 167.82957),(46 168.43173),(47 165.08847),(48 163.77216),(49 162.91959),(50 161.10825),(51 162.56786),(52 161.65224),(53 157.41425),(54 155.08911),(55 157.4472),(56 161.18118),(57 165.77159),(58 163.45796),(59 161.6751),(60 162.27504),(61 161.24443),(62 160.82394),(63 162.37181),(64 163.73138),(65 163.03954),(66 162.38516),(67 164.7072),(68 165.88838),(69 162.72061),(70 161.20688),(71 161.95763),(72 162.86176),(73 163.05788),(74 166.30913),(75 167.47163),(76 166.14525),(77 160.98459),(78 159.61),(79 159.89824),
(1 137.9786),(2 155.74449),(3 159.30754),(4 160.71562),(5 162.11998),(6 160.14368),(7 156.52666),(8 157.88889),(9 153.4547),(10 154.26506),(11 152.84418),(12 154.21323),(13 159.23926),(14 160.39919),(15 156.71858),(16 154.50621),(17 155.96802),(18 158.95438),(19 159.6917),(20 159.42871),(21 160.5366),(22 155.57231),(23 153.51544),(24 153.8149),(25 156.97906),(26 156.95142),(27 156.75462),(28 156.76901),(29 156.63815),(30 157.2095),(31 156.60133),(32 156.50569),(33 157.30217),(34 157.16899),(35 156.85458),(36 157.87532),(37 159.67848),(38 159.59375),(39 159.07016),(40 159.07895),(41 158.15672),(42 156.72499),(43 155.90799),(44 156.76755),(45 158.96858),(46 162.11809),(47 159.14764),(48 158.7019),(49 156.65431),(50 156.38107),(51 157.9735),(52 160.01396),(53 157.69083),(54 156.06256),(55 155.41763),(56 155.8965),(57 160.49626),(58 161.34222),(59 160.81116),(60 157.94756),(61 161.70859),(62 162.97827),(63 161.01761),(64 159.42136),(65 159.81805),(66 161.87437),(67 165.47841),(68 166.28053),(69 162.61223),(70 161.07794),(71 159.38857),(72 162.86296),(73 163.98813),(74 165.14812),(75 165.56708),(76 167.31708),(77 165.94518),(78 164.44548),(79 163.23627),
(1 141.7551),(2 157.5329),(3 161.11089),(4 161.64748),(5 161.55397),(6 161.28462),(7 161.5958),(8 159.55774),(9 159.24394),(10 156.98871),(11 158.79828),(12 159.58714),(13 163.65071),(14 164.10355),(15 159.25621),(16 158.64153),(17 159.64957),(18 163.29892),(19 161.08223),(20 162.06447),(21 160.16005),(22 157.68594),(23 156.06145),(24 158.00525),(25 160.53163),(26 162.96872),(27 160.45303),(28 159.8427),(29 159.5984),(30 158.53409),(31 160.81134),(32 162.48123),(33 162.1412),(34 159.7141),(35 159.24925),(36 162.76544),(37 163.06801),(38 162.60527),(39 161.55061),(40 164.98904),(41 163.74005),(42 160.86343),(43 161.36603),(44 161.905),(45 165.57751),(46 164.84598),(47 160.79376),(48 161.74942),(49 156.4269),(50 157.34053),(51 163.2597),(52 165.2592),(53 162.00662),(54 158.68839),(55 161.50938),(56 160.49509),(57 161.86046),(58 160.2421),(59 161.74655),(60 160.42947),(61 162.75752),(62 164.51424),(63 162.87173),(64 161.06363),(65 161.16512),(66 161.07146),(67 164.14142),(68 165.25323),(69 162.96484),(70 163.04184),(71 158.9779),(72 161.19559),(73 165.74118),(74 169.37823),(75 168.00244),(76 167.43718),(77 163.60011),(78 164.26324),(79 163.61021),
(1 139.33913),(2 158.87819),(3 160.76912),(4 165.92657),(5 165.37885),(6 164.8573),(7 162.51677),(8 157.45448),(9 155.7757),(10 156.45807),(11 156.36317),(12 161.8203),(13 163.51767),(14 166.39293),(15 163.20073),(16 161.41864),(17 160.40411),(18 160.87584),(19 162.53976),(20 162.22981),(21 161.73576),(22 157.99144),(23 156.3233),(24 154.55095),(25 156.30989),(26 157.85031),(27 154.84346),(28 161.13994),(29 162.0556),(30 162.17918),(31 161.64766),(32 162.84222),(33 160.65146),(34 161.19649),(35 160.27237),(36 161.92226),(37 162.95087),(38 161.8627),(39 159.26474),(40 161.19113),(41 162.39969),(42 159.9325),(43 161.2565),(44 163.21997),(45 164.84952),(46 166.36235),(47 163.92964),(48 163.01096),(49 163.6502),(50 161.206),(51 159.9718),(52 162.66655),(53 155.57272),(54 153.13051),(55 156.43219),(56 158.80794),(57 163.38011),(58 165.49939),(59 162.67903),(60 161.0857),(61 162.5189),(62 161.61136),(63 161.6653),(64 163.19183),(65 159.85068),(66 164.6054),(67 161.64766),(68 162.52124),(69 161.62057),(70 162.2157),(71 158.73943),(72 161.11903),(73 163.90315),(74 163.7925),(75 163.7491),(76 165.24586),(77 162.12296),(78 158.95528),(79 156.57251),
(1 136.07884),(2 152.31366),(3 158.95363),(4 159.12103),(5 161.54297),(6 161.00078),(7 158.31464),(8 155.02493),(9 152.4747),(10 150.36285),(11 153.5836),(12 154.76308),(13 156.52232),(14 158.84442),(15 155.51707),(16 155.84366),(17 157.46198),(18 159.65883),(19 158.88876),(20 158.88322),(21 157.66168),(22 152.90776),(23 151.80293),(24 153.93124),(25 155.04099),(26 156.87085),(27 156.29716),(28 156.98631),(29 158.0143),(30 156.53358),(31 156.37854),(32 156.1389),(33 157.57411),(34 155.95403),(35 156.12839),(36 156.53348),(37 157.78842),(38 156.22746),(39 157.64641),(40 156.69717),(41 156.33415),(42 156.95195),(43 156.93144),(44 158.52492),(45 158.8871),(46 160.88521),(47 156.64777),(48 156.03453),(49 155.77667),(50 155.26947),(51 154.578),(52 157.92374),(53 156.90736),(54 153.59526),(55 153.35643),(56 155.76227),(57 158.49861),(58 159.26611),(59 160.20935),(60 158.0149),(61 160.36803),(62 157.03076),(63 155.73166),(64 157.84016),(65 155.96036),(66 156.18378),(67 160.85854),(68 163.90436),(69 159.5314),(70 159.06293),(71 155.62344),(72 158.74918),(73 161.37228),(74 164.58228),(75 164.80687),(76 163.46617),(77 159.94969),(78 159.43158),(79 157.53206),
(1 134.52354),(2 151.41603),(3 156.28133),(4 155.45874),(5 154.37617),(6 154.63324),(7 152.56984),(8 154.04245),(9 152.63513),(10 151.09908),(11 149.6615),(12 152.69852),(13 155.2946),(14 157.40312),(15 155.19034),(16 152.6347),(17 155.29657),(18 157.8403),(19 155.08315),(20 156.48534),(21 157.25629),(22 155.21211),(23 152.42953),(24 152.4841),(25 155.59955),(26 157.78242),(27 156.43243),(28 156.70421),(29 156.69643),(30 154.11555),(31 152.9901),(32 155.80586),(33 156.77403),(34 155.68692),(35 156.03743),(36 157.71239),(37 157.08543),(38 156.86404),(39 154.9954),(40 156.25014),(41 155.03247),(42 154.77254),(43 155.61253),(44 157.04668),(45 156.85593),(46 156.61823),(47 153.48097),(48 154.58673),(49 154.14734),(50 154.52477),(51 154.91545),(52 156.54062),(53 156.26297),(54 153.51935),(55 154.97078),(56 153.05453),(57 156.6175),(58 154.39514),(59 154.27184),(60 153.2808),(61 158.4242),(62 157.7038),(63 156.3278),(64 156.00212),(65 154.73997),(66 156.03648),(67 158.61389),(68 158.27968),(69 154.95709),(70 155.19476),(71 153.61624),(72 154.76202),(73 158.31027),(74 161.05843),(75 159.36964),(76 161.02042),(77 159.6152),(78 158.89638),(79 159.03018),
(1 135.80235),(2 152.27382),(3 159.18738),(4 160.79865),(5 163.79027),(6 162.63177),(7 159.95279),(8 157.38293),(9 151.55524),(10 154.20068),(11 154.31888),(12 156.3582),(13 158.92381),(14 162.17374),(15 158.27019),(16 157.87794),(17 157.58127),(18 159.22145),(19 160.09259),(20 160.69543),(21 159.16345),(22 155.67429),(23 153.48355),(24 152.91815),(25 155.18735),(26 154.98665),(27 152.53625),(28 155.02104),(29 156.08409),(30 156.80696),(31 158.21349),(32 158.57516),(33 161.01256),(34 159.55003),(35 158.72148),(36 158.64874),(37 158.53212),(38 157.3384),(39 156.34177),(40 158.28429),(41 159.28606),(42 159.67351),(43 159.27089),(44 159.96098),(45 163.54424),(46 166.48085),(47 162.02818),(48 159.50806),(49 158.36021),(50 157.39772),(51 158.12437),(52 156.08157),(53 153.5735),(54 154.11761),(55 153.18214),(56 158.39795),(57 163.66568),(58 163.29001),(59 160.22302),(60 159.23863),(61 157.96803),(62 158.91135),(63 157.94351),(64 158.77144),(65 160.21535),(66 160.00575),(67 161.92577),(68 162.79816),(69 159.2515),(70 159.1707),(71 159.3733),(72 161.22006),(73 161.72385),(74 164.34862),(75 163.45493),(76 164.75664),(77 160.54433),(78 156.28586),(79 153.7866),
