1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 162475.4),(2 219829.94),(3 204572.17),(4 459425.22),(5 647864.6),(6 740332.3),(7 1067885.5),(8 1342385.8),(9 1484606.5),(10 1882944.9),(11 2242201.5),(12 2464931.3),(13 2924699.8),(14 3360446.3),(15 3628804),(16 4125993.3),(17 4593215.5),(18 4853580),(19 5318245.5),(20 5754967.5),(21 5989396),(22 6428824),(23 6817549.5),(24 7036633.5),(25 7456931.5),(26 7846291.5),(27 8071112.5),(28 8586497),(29 9044455),(30 9328568),(31 9840908),(32 10282773),(33 10502262),(34 10982015),(35 11388491),(36 11583853),(37 11977357),(38 12363640),(39 12504488),(40 12901672),(41 13286977),(42 13429413),(43 13870021),(44 14316552),(45 14515421),(46 14949461),(47 15436869),(48 15710947),(49 16221421),(50 16692383),(51 16902688),(52 17333858),(53 17790670),(54 18020256),(55 18452952),(56 18916404),(57 19160934),(58 19735606),(59 20371642),(60 20780860),(61 21487446),(62 22212278),(63 22710082),(64 23492272),(65 24307514),(66 24863566),(67 25691920),(68 26542662),(69 27195190),(70 28078426),(71 28977432),(72 29676624),(73 30730582),(74 31748566),(75 32625326),(76 33795036),(77 34974636),(78 35979256),(79 37247932),
(1 19488.896),(2 71442.07),(3 146775.31),(4 233087.53),(5 320939.34),(6 402946.94),(7 472610.56),(8 527615.06),(9 571477.5),(10 606827.5),(11 636256.75),(12 656270.7),(13 672416.94),(14 686697.75),(15 701489.44),(16 715005.3),(17 728652.7),(18 745161.25),(19 758037.94),(20 769795.75),(21 781972.25),(22 792473.75),(23 799079),(24 805418.1),(25 810406.06),(26 817425.25),(27 823193.9),(28 824084.8),(29 821554.56),(30 815908.7),(31 807625.44),(32 796727.4),(33 787864.3),(34 782130.44),(35 775803.44),(36 771179.6),(37 770674.7),(38 768903.75),(39 769575.6),(40 773270.44),(41 778658.1),(42 786153),(43 795161.8),(44 807795.6),(45 822160),(46 839497.44),(47 859317.2),(48 883117),(49 907651.8),(50 929075),(51 942212.2),(52 947905.5),(53 950392.25),(54 949614.2),(55 948493.94),(56 945920.25),(57 938945.8),(58 930879.8),(59 918416.6),(60 902933.56),(61 882344),(62 859998.56),(63 839661),(64 824609.94),(65 816124.4),(66 814317.2),(67 821404.9),(68 832429.5),(69 843858.9),(70 853312.5),(71 867476.2),(72 885894.1),(73 904852.06),(74 919028.94),(75 929417.3),(76 936992),(77 939842.25),(78 936927.06),(79 929010.7),
(1 19895.412),(2 72348.33),(3 147957.73),(4 234575.14),(5 322573.9),(6 406278.22),(7 480019.6),(8 540670.94),(9 592339.94),(10 639562.75),(11 681333.9),(12 714784.06),(13 743629.75),(14 770518.75),(15 798227),(16 826978.7),(17 852412.3),(18 877459),(19 899487.7),(20 919764.7),(21 936773.7),(22 951494.44),(23 963063.3),(24 975888.06),(25 987910.7),(26 999224.56),(27 1006561.25),(28 1001716.3),(29 992773.8),(30 979913.7),(31 966928.8),(32 955019.2),(33 947590.56),(34 947532.2),(35 949295.7),(36 951306.94),(37 957743.94),(38 963656.44),(39 965287.5),(40 967101.25),(41 969526.7),(42 973442.25),(43 980426),(44 988824.44),(45 999312.5),(46 1010807.25),(47 1023525.7),(48 1040377.06),(49 1060467.9),(50 1083108.9),(51 1109024.6),(52 1133365.9),(53 1153607.6),(54 1168901.9),(55 1176031.9),(56 1175173.8),(57 1164041.1),(58 1147261.4),(59 1130803.9),(60 1119763.6),(61 1106748),(62 1096329.8),(63 1089970.6),(64 1086875.1),(65 1085203.4),(66 1082119.6),(67 1082702.4),(68 1090270.4),(69 1099130.1),(70 1109889.3),(71 1115142.6),(72 1113788.9),(73 1112322.4),(74 1111380.9),(75 1109034.5),(76 1106469.9),(77 1101341.9),(78 1098106),(79 1097501.9),
(1 19126.594),(2 69650.766),(3 141039.05),(4 221200.83),(5 300737.25),(6 374278.06),(7 437715.22),(8 489848.97),(9 530985.1),(10 563930.7),(11 590651.9),(12 612775.9),(13 635549.1),(14 658242.94),(15 679780.7),(16 700926.6),(17 720359.1),(18 740644.5),(19 759119.75),(20 774454.3),(21 792072.3),(22 806891.7),(23 818156.6),(24 831515.6),(25 842480.5),(26 849866.6),(27 849803.7),(28 842984.25),(29 832562.1),(30 816989.9),(31 801989.7),(32 787985.44),(33 780333.56),(34 779323.9),(35 776732.1),(36 774880.06),(37 775589.44),(38 777943.6),(39 783463.75),(40 791415.7),(41 802712.8),(42 819308.8),(43 842079.5),(44 866286.25),(45 893917.8),(46 921647),(47 947104.3),(48 971292.44),(49 990085.94),(50 1003391.7),(51 1006404.3),(52 999437.94),(53 990365.7),(54 981038.9),(55 971065.9),(56 964659.56),(57 963776.4),(58 966876.1),(59 974163.5),(60 984761.4),(61 995319),(62 1005550.25),(63 1010688.25),(64 1012567),(65 1012801.9),(66 1008680.1),(67 1005059.3),(68 1000430.56),(69 995235.94),(70 996252.3),(71 1000709.44),(72 1012202.06),(73 1028583),(74 1044243.9),(75 1056197.6),(76 1063720.5),(77 1067674.1),(78 1069010.4),(79 1072783.1),
(1 17830.67),(2 64466.348),(3 129568.5),(4 200891.69),(5 271681.5),(6 336800.72),(7 392394.03),(8 437896.13),(9 473679.06),(10 502077.34),(11 523892),(12 543339.5),(13 566875),(14 596352.8),(15 627123.3),(16 659189),(17 689417.75),(18 720958.4),(19 750144.9),(20 778155),(21 807911.4),(22 832571.75),(23 849184.2),(24 861529),(25 867572.7),(26 869854.5),(27 863793.44),(28 850832.9),(29 836690.2),(30 820677.1),(31 805348.8),(32 793932.56),(33 790073.5),(34 791071.75),(35 793938.4),(36 798001.75),(37 800658.5),(38 799591.75),(39 797021.94),(40 799164.56),(41 805060),(42 814606.44),(43 828058.9),(44 845411.1),(45 866788.4),(46 889455.2),(47 909083),(48 923700),(49 933987.8),(50 942779.1),(51 946517),(52 947004),(53 944836.06),(54 941058.06),(55 937574.5),(56 934024.8),(57 932865.56),(58 931817.5),(59 930399.7),(60 928715.4),(61 925762.06),(62 925530.1),(63 926432.25),(64 927520.8),(65 930346.06),(66 932912.7),(67 939317.1),(68 950635.8),(69 962961.8),(70 977425.9),(71 989401.6),(72 998154.4),(73 1003525.1),(74 1006978.7),(75 1008615.94),(76 1009892.3),(77 1011222.5),(78 1013378.75),(79 1015271.2),
(1 16763.879),(2 59876.42),(3 119061.58),(4 182205.1),(5 241687.6),(6 294266.16),(7 337047.84),(8 371298),(9 398000.66),(10 419200.8),(11 436610.44),(12 456839.56),(13 478519.84),(14 499827.34),(15 518403.8),(16 531990.3),(17 541472.75),(18 549629.9),(19 556498.5),(20 563987),(21 572025.7),(22 579562.56),(23 587084.56),(24 594063.9),(25 600748.75),(26 605324),(27 604579.9),(28 597702.25),(29 587308.94),(30 573896.8),(31 562106.6),(32 555123.06),(33 555209.8),(34 558113.75),(35 560098.2),(36 565314.94),(37 574198.4),(38 583962.75),(39 593814.7),(40 606214.4),(41 619194.3),(42 632925.94),(43 646828.9),(44 663128.1),(45 682583.9),(46 701127.2),(47 712606.4),(48 717935.6),(49 720798.6),(50 722737.8),(51 723594.5),(52 724941.2),(53 727696.4),(54 732133),(55 739462.8),(56 750650.3),(57 760900.6),(58 765976.44),(59 767941.06),(60 767358.25),(61 762416.44),(62 756935),(63 751255.2),(64 747554.06),(65 750535.1),(66 756798.7),(67 761407.1),(68 767410.06),(69 774595.5),(70 783351.2),(71 794793.75),(72 804808.06),(73 809686.06),(74 808156.75),(75 801002.8),(76 790893.9),(77 779770.1),(78 769739.7),(79 762847.4),
(1 16839.818),(2 59900.824),(3 118923.09),(4 183628.78),(5 246279.28),(6 302283.53),(7 348066.72),(8 382708.56),(9 407577),(10 426685.06),(11 442351.84),(12 459174.84),(13 472665.72),(14 483495.88),(15 492077.06),(16 500276.34),(17 507531.13),(18 516263.13),(19 523740.44),(20 529731.4),(21 537224.25),(22 545775.4),(23 554302.6),(24 561084.94),(25 566722.3),(26 574469.2),(27 582552.56),(28 589450.06),(29 597737.6),(30 606033.25),(31 617382.56),(32 630717.6),(33 644568.56),(34 656004.4),(35 662959.94),(36 667768.4),(37 670571),(38 672029.4),(39 673119.75),(40 673632.25),(41 676551.4),(42 683784),(43 694279),(44 709577.44),(45 725043.44),(46 738104.56),(47 746393.56),(48 748240.56),(49 743930.94),(50 735713.3),(51 728468),(52 722674.94),(53 718320.8),(54 717159.6),(55 719726.4),(56 722939.44),(57 727619.4),(58 732865),(59 737323.06),(60 743350.6),(61 749932.8),(62 757727.2),(63 765459),(64 775171.8),(65 782794.25),(66 787248.75),(67 787398.44),(68 787643.6),(69 786210.6),(70 785678.4),(71 785339.9),(72 786550.8),(73 792664.8),(74 803619.06),(75 815806.2),(76 829097.7),(77 841354.7),(78 853055.2),(79 863836.75),
(1 16838.229),(2 59474.992),(3 117653.32),(4 179757.44),(5 240134.55),(6 295550.72),(7 342253.78),(8 377894.25),(9 404723.84),(10 426475.34),(11 444199.8),(12 458550.34),(13 468546.6),(14 475469.5),(15 480910.78),(16 487166.13),(17 493301.44),(18 501450.16),(19 511533.5),(20 523447.94),(21 538090.06),(22 551301.44),(23 563103.94),(24 574257.8),(25 583792.6),(26 594345.94),(27 600982.1),(28 599729.3),(29 596513.8),(30 589921.75),(31 584686.5),(32 580417.8),(33 576672.25),(34 573787.56),(35 571327.75),(36 570518.2),(37 570285.06),(38 568395.2),(39 569809.3),(40 573158.75),(41 580576.44),(42 590281.5),(43 599231.56),(44 610006),(45 618634.25),(46 625859.6),(47 631826.44),(48 634488.1),(49 634375.7),(50 633354.94),(51 635917.3),(52 641727.3),(53 649034.1),(54 658300.9),(55 670098.2),(56 682081.94),(57 692813.3),(58 700815.5),(59 705870.5),(60 706861.44),(61 705550.6),(62 705928.8),(63 708055.9),(64 712752),(65 716499.3),(66 717626.8),(67 718519.56),(68 720411.7),(69 720864.8),(70 721229.94),(71 724746.1),(72 731909.1),(73 739197.1),(74 745944),(75 754353.94),(76 760623.6),(77 765139.5),(78 767999.2),(79 770332.1),
(1 16843.996),(2 59164.598),(3 115863.47),(4 177641.11),(5 237322.9),(6 289018.22),(7 328725.84),(8 356114.94),(9 372823.75),(10 381847.84),(11 386466.7),(12 388586.56),(13 390412.4),(14 392703.84),(15 395349.72),(16 402302.94),(17 412834.1),(18 425597.25),(19 439889.53),(20 452351.03),(21 464121.13),(22 472603.22),(23 477840.3),(24 481694.44),(25 484329.75),(26 485973.9),(27 483445.78),(28 478644.66),(29 476473.13),(30 477107.9),(31 481565.13),(32 488594.1),(33 496955.6),(34 506817.13),(35 516605.44),(36 528111.8),(37 539337.1),(38 546743.94),(39 551797.6),(40 555387.5),(41 561545.2),(42 569237.56),(43 577493.6),(44 583128.5),(45 585267.8),(46 586566.25),(47 588715.4),(48 593837.1),(49 601879.8),(50 609462.06),(51 615328.5),(52 620945.8),(53 626369.8),(54 632037.75),(55 636225.5),(56 639978.4),(57 643527.9),(58 644810.44),(59 644971),(60 645935.1),(61 646278.5),(62 645810.9),(63 644501.25),(64 641750.5),(65 637868.6),(66 634414.25),(67 631866.8),(68 634128.1),(69 637916.3),(70 641538.25),(71 647164.1),(72 656251),(73 666698.56),(74 676457.25),(75 684031.6),(76 691651.56),(77 698850.8),(78 704276.3),(79 708555.1),
(1 16330.425),(2 57261.2),(3 111910.93),(4 170303.06),(5 227068.69),(6 276324.03),(7 314829.38),(8 340149.03),(9 353865.88),(10 359494.03),(11 359778.9),(12 356912.3),(13 353023.44),(14 353146.7),(15 356902.9),(16 365440.13),(17 377126),(18 391770.56),(19 405817.78),(20 415719.38),(21 422719.78),(22 426501.75),(23 428093.66),(24 429311.03),(25 430349.25),(26 429244.9),(27 425680.63),(28 421817.44),(29 421499.6),(30 422863.72),(31 427544.13),(32 434013.7),(33 440943.03),(34 447399.53),(35 452370.03),(36 458465.34),(37 463918.56),(38 467703.56),(39 471812.6),(40 477720.78),(41 484703.66),(42 488235.25),(43 489605.88),(44 490398.1),(45 491676.22),(46 494394.9),(47 498263.88),(48 505275.97),(49 513788.1),(50 521230.03),(51 528682.8),(52 537585.06),(53 546457.06),(54 557701.44),(55 569756.1),(56 582069.5),(57 594453.4),(58 606306.75),(59 614291.56),(60 621403.94),(61 626458.9),(62 629264.56),(63 629625.25),(64 628115.1),(65 626083.1),(66 624540.06),(67 622567.5),(68 619868.6),(69 619071.44),(70 622512.1),(71 627174.94),(72 634950),(73 643876.7),(74 650634.2),(75 653264.75),(76 654389.4),(77 653532.44),(78 649384.2),(79 644483.44),
(1 15890.351),(2 55173.07),(3 106186.766),(4 158359.61),(5 207059.33),(6 247540.98),(7 279554.16),(8 302772),(9 317212.16),(10 324392.34),(11 325954.34),(12 324435.1),(13 324267.06),(14 327492.34),(15 335690.3),(16 347835.94),(17 358868.97),(18 369149.84),(19 376420.34),(20 382718.94),(21 388743.94),(22 393839.5),(23 398227.75),(24 403528.53),(25 412088.34),(26 424461.22),(27 435299.66),(28 444162.22),(29 451506.3),(30 455568.44),(31 458800.9),(32 461929.9),(33 464915.84),(34 468335.6),(35 473355.66),(36 482184.34),(37 495320.06),(38 509274.7),(39 520419.75),(40 530406.5),(41 537274.75),(42 538125.06),(43 533780.1),(44 527510.06),(45 522251.1),(46 517746.38),(47 515644.06),(48 518903.53),(49 526274.6),(50 536696.94),(51 546763.1),(52 557484.44),(53 567031),(54 572416.4),(55 575724.25),(56 576608.75),(57 575558.06),(58 572178.1),(59 566727.8),(60 563724.4),(61 563530.6),(62 567009.7),(63 572126.6),(64 578234),(65 584587.56),(66 589020.3),(67 593053.4),(68 597485.25),(69 600607.75),(70 601978.5),(71 601620.9),(72 600609.44),(73 598287.06),(74 595898.75),(75 594678.4),(76 596177.2),(77 601684),(78 606529.6),(79 610725.56),
(1 15485.578),(2 53807.77),(3 103105),(4 152948.78),(5 199060.33),(6 237154.64),(7 265852.06),(8 286030.72),(9 299466.5),(10 308941.97),(11 315607.53),(12 321230.34),(13 327464.53),(14 335129.84),(15 343320.84),(16 352104.22),(17 359836.7),(18 370054.06),(19 379244.7),(20 386752.2),(21 393527.25),(22 399886.38),(23 407256.63),(24 415309.6),(25 423325.97),(26 433687.8),(27 443491.56),(28 451636.63),(29 459426.78),(30 465788.13),(31 473267.47),(32 480549.94),(33 486613.78),(34 489375.22),(35 491126.5),(36 494867.44),(37 500862.16),(38 507365.22),(39 512883.94),(40 518094.1),(41 522272.5),(42 522703.5),(43 519908.44),(44 515668.88),(45 509747.28),(46 503449.8),(47 500237.34),(48 501766.44),(49 505689.56),(50 509985.1),(51 515211.1),(52 520907.5),(53 525867.56),(54 529405.3),(55 531663.6),(56 533874.7),(57 535123.8),(58 536047),(59 537909.25),(60 540536.94),(61 540372.2),(62 539283.1),(63 538888.75),(64 538854.06),(65 537812.1),(66 536124.7),(67 535709.44),(68 532601),(69 526718),(70 520465.97),(71 517175.63),(72 516986.72),(73 518693.97),(74 523741.9),(75 529648.25),(76 536803.44),(77 543866.7),(78 549944.4),(79 553260.44),
(1 15800.931),(2 53721.793),(3 101525.36),(4 149509.2),(5 193093.52),(6 228282.61),(7 253120.02),(8 269678.28),(9 279847.94),(10 286002.56),(11 289697.63),(12 293563.13),(13 298521.9),(14 304842.9),(15 313118.63),(16 323365.06),(17 331261.56),(18 337328.72),(19 341315.66),(20 343251.25),(21 347015.72),(22 350769.06),(23 357171.3),(24 364892.97),(25 375995.8),(26 390441),(27 399674.06),(28 406278.28),(29 414262.2),(30 422470),(31 431057.97),(32 439846.6),(33 448092.7),(34 454934.1),(35 461191.53),(36 468115.22),(37 474533.9),(38 479268.44),(39 485042.13),(40 491007.06),(41 495488.03),(42 496363.34),(43 495127.13),(44 494253.9),(45 492541.84),(46 492219.53),(47 492344.78),(48 492738.28),(49 493234.22),(50 494696.53),(51 496025.66),(52 496848.94),(53 498014.66),(54 499552.34),(55 499889.88),(56 501795.06),(57 504521.1),(58 508833.63),(59 512875.34),(60 517918.2),(61 520534.44),(62 521390.7),(63 523134.2),(64 527349.3),(65 533475.9),(66 540230.6),(67 548105.7),(68 552084.8),(69 554509.75),(70 557007.3),(71 561250.4),(72 569086.25),(73 576846.75),(74 584849.7),(75 592374.75),(76 598058.6),(77 603682.56),(78 610070.4),(79 616577.75),
(1 15404.48),(2 52144.324),(3 98637.65),(4 146826.64),(5 192022.3),(6 228404.1),(7 253941.45),(8 268312.7),(9 274474.56),(10 277959.34),(11 278632.4),(12 278622.78),(13 280705.22),(14 286806.6),(15 295522.9),(16 305297.44),(17 314324.03),(18 321734.94),(19 326278.44),(20 327468.94),(21 327558.4),(22 327407.9),(23 328898.78),(24 334844.63),(25 344066.25),(26 355591.88),(27 363046.47),(28 368012.6),(29 372985.8),(30 377620.25),(31 383620.78),(32 390279.88),(33 398189.22),(34 407114.84),(35 415678.44),(36 425154.5),(37 434310.44),(38 439051.28),(39 442598.75),(40 445420.4),(41 445132.5),(42 443374.03),(43 443008.53),(44 444381.38),(45 444280.72),(46 443672.94),(47 443641),(48 444405.25),(49 445048.84),(50 445966.56),(51 448494.8),(52 450840.8),(53 454437.8),(54 460806.94),(55 469363.2),(56 478205.72),(57 486480.75),(58 494365.44),(59 501385.84),(60 508893.22),(61 514194.5),(62 518574.03),(63 521183.13),(64 524173),(65 526696.7),(66 532180.1),(67 538508.94),(68 544430.94),(69 551284),(70 557976.8),(71 560775.1),(72 563346.8),(73 565938.44),(74 566640.1),(75 565125),(76 560648.25),(77 555701.8),(78 552651),(79 551408.7),
(1 16319.949),(2 55991.25),(3 106530.73),(4 157612.58),(5 202920.1),(6 238333.61),(7 263227.56),(8 277932.16),(9 284894.63),(10 286525.38),(11 283798.03),(12 281113.56),(13 280106.3),(14 282120.66),(15 287522.75),(16 293549.22),(17 298203.78),(18 302682.34),(19 305626.63),(20 308381.8),(21 315100.25),(22 323893.5),(23 333968.22),(24 345211.63),(25 356864.34),(26 366409.2),(27 371105.38),(28 374795.53),(29 378107.8),(30 383137.25),(31 390323.66),(32 397509.78),(33 405003.06),(34 411778.22),(35 417744.84),(36 423654.34),(37 428352),(38 430961),(39 431473.38),(40 431902.13),(41 432066.34),(42 431012.47),(43 429851.25),(44 429435.7),(45 431947.34),(46 435040.63),(47 438009.4),(48 440862.63),(49 441897.06),(50 441264.06),(51 437767.38),(52 432580.66),(53 429784.13),(54 431066.22),(55 435724.88),(56 442825.97),(57 449249.66),(58 455653.2),(59 462227.22),(60 471525.13),(61 479622.1),(62 485728.75),(63 489147),(64 491133.2),(65 492264.13),(66 494436.84),(67 495630.34),(68 497983.66),(69 500727.8),(70 502490.38),(71 505595.6),(72 510665.66),(73 513941.97),(74 515500.72),(75 514185.9),(76 509466.1),(77 502726.28),(78 496806.44),(79 493906.53),
(1 15247.147),(2 51839.29),(3 97139.58),(4 142469.38),(5 182564.9),(6 212509.45),(7 233285.86),(8 248871.83),(9 260663.92),(10 268909.8),(11 272727.1),(12 274086.47),(13 273046.2),(14 273333.7),(15 276249.16),(16 279291.78),(17 280784.5),(18 283005.88),(19 283699),(20 282619.72),(21 283332.3),(22 287125.6),(23 292239),(24 298254.88),(25 303831.7),(26 308697.38),(27 310114.84),(28 310930.34),(29 314298.13),(30 320915.22),(31 331755),(32 342395.88),(33 354504.38),(34 367285.16),(35 378602.6),(36 386249),(37 389144.22),(38 387389.16),(39 384363.22),(40 381374.44),(41 380711.44),(42 382594.63),(43 386047.88),(44 390103.9),(45 395509.8),(46 399814.7),(47 401674.2),(48 402248.44),(49 402622),(50 404110.75),(51 405194.8),(52 404883.72),(53 406252.56),(54 408750.34),(55 411579.88),(56 416572.44),(57 422514.47),(58 429423.88),(59 435320.78),(60 441882.28),(61 446276.66),(62 447733.97),(63 447816.88),(64 450879.9),(65 456497.22),(66 461985.22),(67 465756.66),(68 470456.8),(69 474030.53),(70 471618.63),(71 465406.47),(72 461025.3),(73 457442.63),(74 454178.13),(75 452799.06),(76 452754.94),(77 453680.53),(78 455574.8),(79 457237.9),
(1 16129.066),(2 55755.125),(3 105397.695),(4 154475.34),(5 196287.94),(6 227418.55),(7 247248.11),(8 258420.61),(9 264032.78),(10 265811.6),(11 265687.9),(12 264868.28),(13 262971.6),(14 261200.22),(15 261644.14),(16 263473.13),(17 264468.84),(18 267303.3),(19 270118.03),(20 272803.03),(21 279862.6),(22 287904.44),(23 296793.88),(24 302931.63),(25 305847.63),(26 308983.56),(27 312745.97),(28 315303.4),(29 319928.06),(30 326462.4),(31 335139.3),(32 343287.25),(33 350883.4),(34 358486.88),(35 365517.63),(36 370999.16),(37 373595.38),(38 374994.84),(39 376694.6),(40 375727.88),(41 375936.13),(42 378107.16),(43 383255.94),(44 390803.03),(45 397913.06),(46 403371.25),(47 406807.38),(48 407016.06),(49 404124.34),(50 399124.72),(51 392261.22),(52 388100.63),(53 387735.44),(54 391717.5),(55 398352.13),(56 405759.5),(57 410770.9),(58 415291.06),(59 418489.06),(60 422958.06),(61 426975.44),(62 431593.56),(63 436269),(64 441103.22),(65 444374.78),(66 444217.38),(67 441738.13),(68 438251.22),(69 434912.66),(70 431995.47),(71 431391.75),(72 434257.2),(73 436441.63),(74 435616.5),(75 432176.16),(76 428941.47),(77 428242.1),(78 431858.88),(79 435970.16),
(1 15899.645),(2 54348.11),(3 102014.52),(4 149581.48),(5 188944.52),(6 214398.81),(7 230290.4),(8 240515.4),(9 248022.4),(10 253681.08),(11 257921.16),(12 262085.22),(13 264101.22),(14 266851.22),(15 271192.13),(16 276232.7),(17 279854.4),(18 285538.2),(19 292489.44),(20 299497),(21 308545.72),(22 319552.53),(23 330069.66),(24 338752.25),(25 344538.28),(26 349639.3),(27 355064.75),(28 360661.8),(29 369610.66),(30 379899.94),(31 390008.7),(32 398779.03),(33 405912.6),(34 411341.28),(35 413766.6),(36 414781.4),(37 417477.8),(38 418303.66),(39 418329.9),(40 418151.88),(41 419352.53),(42 420401.9),(43 422441.97),(44 425751.28),(45 429404.5),(46 431180.8),(47 431993.47),(48 432618.2),(49 433209.06),(50 432139.3),(51 431876),(52 431374.9),(53 430186),(54 431727.44),(55 434508.63),(56 438469.7),(57 440503.4),(58 441485.88),(59 439965.63),(60 440237.88),(61 439715.06),(62 440026.6),(63 441973.2),(64 444939.94),(65 448307.56),(66 451633.8),(67 455081.7),(68 459554.63),(69 464728.9),(70 469233.7),(71 474089.06),(72 478467.94),(73 479384.38),(74 478432.03),(75 476943.5),(76 476438.2),(77 475940.13),(78 477573.22),(79 479423.06),
(1 16949.77),(2 57438.074),(3 106900.07),(4 153899.63),(5 192025.02),(6 219825.27),(7 239681.95),(8 252595.66),(9 261991.36),(10 269478.1),(11 274424.88),(12 278475.53),(13 280816.75),(14 283111.63),(15 284931.03),(16 286884.25),(17 286725),(18 287494.63),(19 290059),(20 294284.7),(21 300790.34),(22 308362.1),(23 313814.34),(24 317714.06),(25 319860.44),(26 320683.38),(27 319076.47),(28 316141.22),(29 316652.88),(30 319386.94),(31 323769.16),(32 328198.22),(33 333647.16),(34 338291.1),(35 340666.72),(36 341642.94),(37 343109.34),(38 345447.03),(39 350453.9),(40 354917.9),(41 357461.38),(42 360612.3),(43 364746.7),(44 369567.84),(45 373402.88),(46 374856.22),(47 374551.8),(48 373442.38),(49 372050.94),(50 370277.28),(51 369531.38),(52 371561.63),(53 374506.72),(54 379152.44),(55 384472.47),(56 389355.38),(57 394059.4),(58 398029.06),(59 400658.78),(60 402420.22),(61 402388.38),(62 404244.28),(63 406298.28),(64 406929.22),(65 406471.44),(66 405004.1),(67 405735.72),(68 407161.72),(69 409949.5),(70 417161.72),(71 425429.6),(72 432652.16),(73 436984.6),(74 437685.22),(75 436996.25),(76 437480.2),(77 439004.38),(78 441164.22),(79 441809.28),
