1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 454792.4),(2 1457979.4),(3 2980811.8),(4 4766362),(5 6838145.5),(6 9020278),(7 11223203),(8 13464892),(9 15639623),(10 17898758),(11 19844950),(12 21716774),(13 24039494),(14 26283322),(15 28168870),(16 30034542),(17 31977144),(18 33921156),(19 36140764),(20 39115860),(21 42790770),(22 47492828),(23 52420020),(24 54861744),(25 56874956),(26 58491010),(27 59252716),(28 59524224),(29 59446212),(30 59084930),(31 58787620),(32 58463492),(33 58026236),(34 57834164),(35 57460260),(36 57180356),(37 57050628),(38 57088188),(39 57360716),(40 58402676),(41 59303916),(42 59943040),(43 60224240),(44 60523170),(45 61602540),(46 63429420),(47 65593172),(48 68023140),(49 71285590),(50 74711860),(51 78290870),(52 82143224),(53 86132010),(54 89964984),(55 93603580),(56 97093416),(57 100831064),(58 104473096),(59 108772710),(60 112570460),(61 115835416),(62 118915210),(63 122458824),(64 124875620),(65 128382120),(66 132691096),(67 138235900),(68 143408620),(69 146110350),(70 147355250),(71 147500880),(72 145639950),(73 142644340),(74 139161700),(75 136267540),(76 133100920),(77 129743064),(78 126378650),(79 122412184),
(1 142005.33),(2 397097.34),(3 567988.44),(4 651723.5),(5 749674.06),(6 886405.3),(7 1000915.44),(8 1073451.8),(9 1130318.9),(10 1200958.8),(11 1276770.9),(12 1340934),(13 1362434.9),(14 1358799),(15 1371618),(16 1394793.4),(17 1433539.5),(18 1468213.6),(19 1502463.5),(20 1529831.4),(21 1581884.5),(22 1638769),(23 1650475),(24 1673645),(25 1679133.5),(26 1684625.6),(27 1695523.6),(28 1705081.4),(29 1710506.5),(30 1734753.3),(31 1763700.3),(32 1779777.3),(33 1788648.8),(34 1788294.3),(35 1787434.6),(36 1802891.1),(37 1839851),(38 1852723.5),(39 1843022.8),(40 1839545.6),(41 1844454.6),(42 1828190.4),(43 1797566.3),(44 1815350.1),(45 1860954.6),(46 1881648.8),(47 1897756.3),(48 1891552.4),(49 1897438.4),(50 1896347.9),(51 1879905.1),(52 1879953.1),(53 1892947.3),(54 1878459.5),(55 1879689.3),(56 1904822.8),(57 1902654.8),(58 1866692.1),(59 1859113.6),(60 1887886.9),(61 1903760.1),(62 1922851.8),(63 1865133.6),(64 1810213.6),(65 1805155.5),(66 1809129.1),(67 1829262.6),(68 1826511),(69 1819578.3),(70 1792632.5),(71 1773780.1),(72 1769112.5),(73 1759850.3),(74 1782005.5),(75 1816646.6),(76 1822373.1),(77 1832158.9),(78 1864264.1),(79 1859065.9),
(1 139620.42),(2 381193.72),(3 538068.75),(4 622852.75),(5 747380.8),(6 905818.06),(7 1037841.7),(8 1130615.6),(9 1180344.8),(10 1246982),(11 1313398.9),(12 1345098),(13 1361750.5),(14 1393106.4),(15 1414593),(16 1432580.9),(17 1450140.6),(18 1465733),(19 1470589.1),(20 1471163),(21 1490773.9),(22 1524454.9),(23 1546316.6),(24 1571154),(25 1573251.6),(26 1602180.4),(27 1600834.6),(28 1591345.4),(29 1576770.6),(30 1601355.9),(31 1642974.6),(32 1655655.1),(33 1658949.4),(34 1668242.9),(35 1690764.6),(36 1736593.5),(37 1764087.5),(38 1767389.1),(39 1763554.6),(40 1783919.5),(41 1816587),(42 1830505.6),(43 1794424.9),(44 1784919.1),(45 1805633.5),(46 1774966.9),(47 1737019.4),(48 1723857.6),(49 1726025.5),(50 1703100.6),(51 1694163.5),(52 1719247),(53 1725141.9),(54 1717128.4),(55 1740732.6),(56 1785355.1),(57 1763533.4),(58 1716990.9),(59 1704899.1),(60 1737950.6),(61 1794761.4),(62 1799251.4),(63 1765833.1),(64 1751145.5),(65 1744856.1),(66 1771965.6),(67 1772407.5),(68 1788923),(69 1824417.4),(70 1814262.4),(71 1804607.6),(72 1769995.9),(73 1813959.9),(74 1839215.6),(75 1847288.1),(76 1835336.9),(77 1858067.1),(78 1861542.9),(79 1859209.6),
(1 134821.34),(2 361152.03),(3 504462.2),(4 581117.2),(5 686741.94),(6 815717.7),(7 927243.5),(8 990514.2),(9 1003543),(10 1044345.8),(11 1115733.3),(12 1166592.5),(13 1189194.4),(14 1219496.3),(15 1252106),(16 1268818),(17 1265619),(18 1259109.3),(19 1265160.9),(20 1284694.5),(21 1305695.8),(22 1351443.5),(23 1378597),(24 1408842.1),(25 1421326),(26 1433900.6),(27 1418596.3),(28 1402817.6),(29 1396413.1),(30 1409009.4),(31 1416070.3),(32 1425250.9),(33 1447963.1),(34 1473166.6),(35 1501665.3),(36 1529682.4),(37 1563981.1),(38 1572180.1),(39 1584307.4),(40 1636416.1),(41 1683484.4),(42 1683018.1),(43 1679580.9),(44 1682562.9),(45 1695195.4),(46 1706068.5),(47 1708449.8),(48 1708996.4),(49 1729836.6),(50 1739791.4),(51 1740443.9),(52 1745686.4),(53 1755985.5),(54 1763766.6),(55 1796649.4),(56 1815363.6),(57 1790575.3),(58 1745442.3),(59 1730595),(60 1764031.9),(61 1806434.3),(62 1822403.1),(63 1807502.8),(64 1768665),(65 1772631.9),(66 1755909.4),(67 1748619.1),(68 1765319.8),(69 1804257.8),(70 1814320.5),(71 1782219.5),(72 1743217.5),(73 1758909),(74 1756636.1),(75 1770979),(76 1784217),(77 1781561.5),(78 1773820.9),(79 1784241.3),
(1 144355.52),(2 377544.03),(3 511355.03),(4 585561.5),(5 703002.2),(6 814596),(7 899393.56),(8 964580.2),(9 972823.3),(10 994763.6),(11 1064023.3),(12 1135846.9),(13 1164409),(14 1199452.4),(15 1224441.1),(16 1235799),(17 1221653.8),(18 1229144.4),(19 1240562.3),(20 1235566.3),(21 1264639.8),(22 1295552),(23 1336985),(24 1361421.1),(25 1372451.1),(26 1398163),(27 1399252.9),(28 1373795.1),(29 1354653.4),(30 1364793.8),(31 1382327.5),(32 1412043.9),(33 1453739.9),(34 1490220.8),(35 1532551.5),(36 1572304.5),(37 1594336.1),(38 1613072),(39 1637772.9),(40 1654262.8),(41 1664014.4),(42 1686108.4),(43 1702533),(44 1709443.1),(45 1732239.3),(46 1719057.1),(47 1700254.8),(48 1696773.8),(49 1695641.6),(50 1690183.9),(51 1690379),(52 1690003.1),(53 1661160),(54 1628468.3),(55 1642053.6),(56 1667678.1),(57 1655457.1),(58 1628210.4),(59 1599437.6),(60 1628507.5),(61 1680457.1),(62 1680201.4),(63 1667260.9),(64 1650171),(65 1637141.6),(66 1619368.6),(67 1602719.6),(68 1601588.9),(69 1610789),(70 1586575.6),(71 1577696.8),(72 1549413.1),(73 1542384.8),(74 1558300.1),(75 1589818.9),(76 1620923.6),(77 1621776.6),(78 1617144.6),(79 1583484.4),
(1 148064.14),(2 371244.3),(3 476159.84),(4 554891.3),(5 674910.06),(6 742370.7),(7 808819.06),(8 856943.1),(9 852230.7),(10 846065.7),(11 902142.75),(12 963632.3),(13 998933.44),(14 1002015.1),(15 1004789.9),(16 999073.44),(17 978473.9),(18 975304.75),(19 982542.2),(20 1012183.06),(21 1029752.3),(22 1070602.6),(23 1081549),(24 1100798),(25 1139787.9),(26 1166184.1),(27 1159762.6),(28 1132750.9),(29 1111879.6),(30 1143933.9),(31 1173562.4),(32 1190316.1),(33 1216793.5),(34 1263106.6),(35 1311151.6),(36 1337600.9),(37 1356727.3),(38 1377860.6),(39 1389597),(40 1392971.3),(41 1415303.8),(42 1424426.8),(43 1434812.4),(44 1458017),(45 1444470.9),(46 1435463),(47 1436788.5),(48 1447883),(49 1458433.1),(50 1476225.3),(51 1492365.5),(52 1473863.4),(53 1423488.6),(54 1396292.3),(55 1413812.8),(56 1432969.3),(57 1432085.1),(58 1413629.3),(59 1379417.5),(60 1424641),(61 1454258.6),(62 1469818.8),(63 1491830.8),(64 1472543.6),(65 1465326.9),(66 1444637.6),(67 1432400.3),(68 1429802.9),(69 1452876.3),(70 1454640.3),(71 1439604.6),(72 1413334.9),(73 1433473.9),(74 1445915.9),(75 1450706.4),(76 1471824.1),(77 1450388.5),(78 1420160.1),(79 1426457.8),
(1 156395.53),(2 367598.44),(3 441715.22),(4 504242.63),(5 602442),(6 656087.7),(7 707766),(8 757801.75),(9 762180.1),(10 764284.56),(11 826335),(12 880804.6),(13 904519.7),(14 921827.44),(15 934182.2),(16 936256.94),(17 932568.1),(18 927974.1),(19 934336.8),(20 961820.4),(21 984469.3),(22 985143.75),(23 1021291.94),(24 1043318.1),(25 1060209.5),(26 1075111.9),(27 1070526),(28 1042411.9),(29 1038319.1),(30 1069815.1),(31 1073737.5),(32 1078637.6),(33 1084721.5),(34 1120424),(35 1145179.1),(36 1155513.9),(37 1178043.6),(38 1206705.8),(39 1236665.1),(40 1257314.5),(41 1287334.5),(42 1291674.4),(43 1302016.9),(44 1298052.4),(45 1297085.5),(46 1303675.3),(47 1300982.9),(48 1320334.6),(49 1333840),(50 1345983.6),(51 1372710.4),(52 1383958.5),(53 1368338.4),(54 1348448.5),(55 1354036.9),(56 1356028.8),(57 1377706.6),(58 1367709.8),(59 1362749.5),(60 1372922.9),(61 1351790.4),(62 1361048.5),(63 1356654.6),(64 1361655.5),(65 1357934.6),(66 1353794.3),(67 1333497.8),(68 1328116.5),(69 1371448),(70 1362398.9),(71 1331783.9),(72 1310636.5),(73 1313304.6),(74 1302573.9),(75 1311547.1),(76 1318522.6),(77 1290232.5),(78 1291324.3),(79 1297893.4),
(1 173558.75),(2 387809.06),(3 448832),(4 506745.7),(5 614163),(6 673929.44),(7 716283.3),(8 769523.2),(9 792212.06),(10 814367.2),(11 857864.9),(12 924654.9),(13 978323.7),(14 991494.1),(15 1015264.6),(16 1042203.2),(17 1058388.4),(18 1074822.3),(19 1073228.1),(20 1083294.6),(21 1101333.3),(22 1134150.8),(23 1166186.9),(24 1174748.6),(25 1171326.4),(26 1173058.8),(27 1173047.3),(28 1148958.4),(29 1148292.3),(30 1183491.9),(31 1196440.5),(32 1204869),(33 1204900.8),(34 1229650.3),(35 1254971.4),(36 1266851.1),(37 1285260.6),(38 1329889),(39 1374572.4),(40 1385595.1),(41 1398990.3),(42 1376277.8),(43 1390992.3),(44 1427987.6),(45 1416462.8),(46 1408638.8),(47 1412211.1),(48 1432034.8),(49 1421696.6),(50 1416049.5),(51 1439922.6),(52 1461335.8),(53 1431342),(54 1411141.8),(55 1390407.3),(56 1395846.4),(57 1417663.4),(58 1415052.4),(59 1375627.5),(60 1363017.6),(61 1347881),(62 1336610.6),(63 1368546.1),(64 1393841.5),(65 1408259.6),(66 1380507.4),(67 1383818.8),(68 1392400.8),(69 1414459.4),(70 1400228.9),(71 1395383.9),(72 1381104),(73 1408636.3),(74 1393237.1),(75 1388056.1),(76 1399358.5),(77 1382970.3),(78 1358777.3),(79 1342449.8),
(1 167679.55),(2 366907.94),(3 417998.88),(4 477175.06),(5 578892.2),(6 638826.25),(7 673546.06),(8 727487.44),(9 767202.25),(10 790961.3),(11 813073.1),(12 875226.1),(13 926318.4),(14 949442.56),(15 968533.06),(16 976753.8),(17 990361.25),(18 996454.3),(19 987723.9),(20 988646.2),(21 1015002.3),(22 1051338.1),(23 1065325.5),(24 1054572.1),(25 1058353.8),(26 1085144.5),(27 1098888.3),(28 1066463),(29 1061319),(30 1082427.9),(31 1098348.8),(32 1124445.1),(33 1126616),(34 1138291.4),(35 1145884.1),(36 1149484.4),(37 1153280),(38 1161975.4),(39 1168034.4),(40 1175780.5),(41 1166841.3),(42 1147509.6),(43 1152159.5),(44 1142682.4),(45 1123260.3),(46 1116595),(47 1116973.5),(48 1129289.3),(49 1141792.5),(50 1156244.3),(51 1195888.6),(52 1206725),(53 1199066),(54 1181779.1),(55 1191256.4),(56 1213733.5),(57 1250804.6),(58 1243326),(59 1234196.3),(60 1255621.4),(61 1241961.1),(62 1250451.4),(63 1257175),(64 1259038.4),(65 1257357.8),(66 1244129.5),(67 1234718.5),(68 1226984.9),(69 1221043.3),(70 1198147.8),(71 1172954.3),(72 1158988.4),(73 1165948.4),(74 1128797.6),(75 1115638.8),(76 1116108.3),(77 1106500.8),(78 1102363.9),(79 1107608.6),
(1 169085.63),(2 363457.22),(3 413078.25),(4 453857.03),(5 556842.8),(6 627316.7),(7 636760.94),(8 666744.56),(9 719653.3),(10 742711.44),(11 756100.56),(12 824385.4),(13 899967.8),(14 941243.44),(15 942565.44),(16 948186.5),(17 972449.8),(18 971756.8),(19 959797.3),(20 966065.44),(21 991626.94),(22 1021817.44),(23 1035989.4),(24 1051486.4),(25 1067251.3),(26 1084974.5),(27 1081977.9),(28 1040164.06),(29 1035630.9),(30 1062189.5),(31 1090437.5),(32 1104440.5),(33 1107447.3),(34 1133247.6),(35 1159346.5),(36 1163426.1),(37 1151393.1),(38 1160376.4),(39 1161204),(40 1167676.1),(41 1161259.9),(42 1138716.3),(43 1128529.4),(44 1118397),(45 1094571),(46 1064933.3),(47 1064979.8),(48 1084930.4),(49 1071266.5),(50 1080690.4),(51 1100974.4),(52 1113682.4),(53 1094594.8),(54 1090913.5),(55 1093813.5),(56 1110853),(57 1116769.6),(58 1124585.8),(59 1147967.9),(60 1180681.4),(61 1201648.1),(62 1208825.1),(63 1208490.6),(64 1223186.5),(65 1249658.8),(66 1243857.4),(67 1240840),(68 1245641.6),(69 1258668),(70 1243761.4),(71 1210279.6),(72 1195374.1),(73 1190107.9),(74 1172318.3),(75 1146900.3),(76 1134379.1),(77 1133468.3),(78 1124959.8),(79 1107019),
(1 156072.63),(2 336463.6),(3 384132.7),(4 427160.7),(5 531010.56),(6 589533.94),(7 581929.1),(8 605018.1),(9 650045.56),(10 671036.7),(11 684859.1),(12 758160.8),(13 836771.56),(14 863578.25),(15 870408),(16 897819.3),(17 925044.2),(18 934385.3),(19 926028.7),(20 927384.94),(21 947780.1),(22 969891.3),(23 996168.6),(24 1005704.7),(25 1005094.94),(26 1009840.94),(27 1012419.94),(28 990387.7),(29 994053.75),(30 1001171.7),(31 995881.44),(32 1002156.2),(33 1015649.44),(34 1038100.56),(35 1043944.1),(36 1038240.8),(37 1032665.44),(38 1035720.94),(39 1028724.06),(40 1032672.5),(41 1035443.44),(42 1018969.3),(43 1013655.3),(44 1010992.7),(45 1000586.8),(46 1017821.4),(47 1033411),(48 1049222.8),(49 1071799.4),(50 1078727.3),(51 1094702),(52 1106460.1),(53 1119582.6),(54 1120501.5),(55 1143302),(56 1135373.5),(57 1139424),(58 1139296.5),(59 1142199),(60 1159938.4),(61 1150265.8),(62 1138810.5),(63 1141787.3),(64 1146975.1),(65 1161792.1),(66 1143678.6),(67 1111167.4),(68 1093979.8),(69 1092004.4),(70 1071953.8),(71 1034080.94),(72 1036334.8),(73 1041913.94),(74 1014865.7),(75 985667),(76 999198.9),(77 996911.06),(78 985590.56),(79 984318.6),
(1 157044.08),(2 331963),(3 380944.3),(4 429838.06),(5 530604.9),(6 595404.4),(7 587361.7),(8 592073.9),(9 635776.94),(10 662638.56),(11 667704.06),(12 725011.2),(13 788721.7),(14 807014.25),(15 819299.56),(16 833660.3),(17 880115.75),(18 866437.3),(19 853078.6),(20 855162),(21 887948.5),(22 914986.6),(23 929751.7),(24 909699.8),(25 896304.5),(26 904878.25),(27 907892.8),(28 889379),(29 869410.44),(30 864424),(31 867224.06),(32 875268.06),(33 889103.8),(34 904054.6),(35 914460.3),(36 912330.7),(37 916767.75),(38 917784.6),(39 924292.3),(40 948441.4),(41 961210.75),(42 959739.4),(43 958148.56),(44 972948.9),(45 984470),(46 981569.1),(47 1009570.5),(48 1047023.4),(49 1046721.6),(50 1049200.8),(51 1067618.8),(52 1089890.6),(53 1079504.3),(54 1096513.6),(55 1099560.4),(56 1098072.1),(57 1091174.9),(58 1095466),(59 1116373),(60 1121848.5),(61 1110068.5),(62 1101266.8),(63 1098896.3),(64 1105062.3),(65 1126927.5),(66 1103323.6),(67 1083003.1),(68 1061328),(69 1064240.5),(70 1055415.3),(71 1025907.4),(72 1038478.6),(73 1041060.06),(74 1007555.6),(75 998036.4),(76 1013357.9),(77 1015774.6),(78 1014184.6),(79 1009337.5),
(1 159092.3),(2 330320.66),(3 390336.25),(4 439306.3),(5 542817.6),(6 622234.6),(7 613459.06),(8 612686.9),(9 660712.94),(10 695226),(11 708180.06),(12 748980.3),(13 794865.56),(14 836893.9),(15 840409.4),(16 868530.5),(17 892409.7),(18 875348.44),(19 855530.25),(20 859173.56),(21 894685.7),(22 913574.9),(23 920596.1),(24 915921.3),(25 914336.2),(26 919538),(27 920606.5),(28 886346.5),(29 878088.94),(30 887679.1),(31 883022.3),(32 888246.3),(33 898800.1),(34 908911.75),(35 891616.44),(36 878556.56),(37 882045.2),(38 888423.06),(39 901545.2),(40 919254.7),(41 929074.7),(42 931193.75),(43 944803.56),(44 974689.94),(45 973459.44),(46 988717.4),(47 1009333.4),(48 1016214.1),(49 1025255.3),(50 1025557.06),(51 1051282.6),(52 1063294),(53 1078069.8),(54 1094204.9),(55 1109133.1),(56 1100604.4),(57 1093615.1),(58 1081779.5),(59 1076875.1),(60 1079789.5),(61 1065194.9),(62 1037274.4),(63 1032134.94),(64 1049659.8),(65 1050633.9),(66 1022925.2),(67 987994.56),(68 986914.25),(69 987693.56),(70 987151.6),(71 947417.5),(72 963063.1),(73 969301.06),(74 939695.25),(75 930244.44),(76 942163.2),(77 939318.6),(78 949481.7),(79 954636.6),
(1 147546.58),(2 303119.03),(3 368694.84),(4 426349.1),(5 530208.4),(6 595499.75),(7 594114.75),(8 591730.5),(9 615804.2),(10 649092.44),(11 657562),(12 679876.6),(13 734202.9),(14 755653.1),(15 775312.2),(16 790097.06),(17 807850.4),(18 810530.3),(19 806646.25),(20 802741.9),(21 815971.56),(22 818915.1),(23 828353.94),(24 823290.06),(25 831264.25),(26 826593.5),(27 805483.2),(28 793834.7),(29 789627.3),(30 811408.94),(31 815023.5),(32 821834),(33 846061.4),(34 852276.5),(35 845746.2),(36 841190.94),(37 856534.75),(38 870915.9),(39 891370.75),(40 906747.3),(41 913337.06),(42 921800.5),(43 940048.3),(44 950345.56),(45 959175.56),(46 967118.5),(47 967353.25),(48 979559.9),(49 976399.6),(50 988281.4),(51 1005150.5),(52 1027982.4),(53 1023039.06),(54 1021116.3),(55 1029050.3),(56 1027900.5),(57 1023192.56),(58 1001546.3),(59 996224.94),(60 995163.4),(61 988316.5),(62 982449.06),(63 988553.4),(64 985183.6),(65 982993.25),(66 958780.2),(67 933547.75),(68 922046.7),(69 930199.8),(70 921950.8),(71 897081.25),(72 887442),(73 884312.2),(74 872235.6),(75 862256.9),(76 869218.1),(77 885924.4),(78 893184.56),(79 887861.56),
(1 147510.77),(2 300660.97),(3 358424.3),(4 416438.88),(5 500356.16),(6 554414.9),(7 551859.9),(8 529324.56),(9 557820.4),(10 598011.6),(11 620853.56),(12 657890.94),(13 689636.25),(14 711891.3),(15 738776.1),(16 744596.7),(17 778857.06),(18 777185.2),(19 751931.75),(20 737844.75),(21 743206.75),(22 746656.75),(23 761643.25),(24 767217),(25 769761.75),(26 781246.1),(27 780931.8),(28 776868.56),(29 778600.4),(30 794817.4),(31 788307.8),(32 784718.1),(33 801957.1),(34 807052.6),(35 798672.9),(36 787828.25),(37 805447.75),(38 818683.7),(39 836069.75),(40 846303.56),(41 856278.56),(42 861626.1),(43 857232.44),(44 874638.25),(45 879391.4),(46 873760.5),(47 883154.1),(48 881736.3),(49 890906),(50 886195.2),(51 910825.1),(52 919659.5),(53 889507.6),(54 899462),(55 907248.56),(56 903856.25),(57 898311.06),(58 867873.06),(59 876109),(60 875191.44),(61 872736.8),(62 870539.06),(63 878154.8),(64 901138.4),(65 895931.7),(66 891403.8),(67 880291.3),(68 875186),(69 879670),(70 882708.9),(71 864100.8),(72 854069),(73 867603.3),(74 846599.06),(75 842309),(76 840671.9),(77 849771.75),(78 848517.9),(79 840184.2),
(1 144334.67),(2 283640.88),(3 334924.72),(4 400894.34),(5 471367.88),(6 520738.2),(7 505869.75),(8 499779.13),(9 526560.44),(10 563208.1),(11 580514.75),(12 617611.06),(13 626165.56),(14 664138.9),(15 689466.9),(16 711021.3),(17 721160.4),(18 717175.2),(19 673542.44),(20 662490.3),(21 683869.2),(22 690890.56),(23 693972.9),(24 696087.06),(25 697525.56),(26 709577.6),(27 703303.06),(28 701653.06),(29 706058.7),(30 727163.3),(31 749375.9),(32 769727.56),(33 788335.56),(34 794224.44),(35 788309.6),(36 782110.3),(37 796907.1),(38 808023.75),(39 824557.1),(40 830858.6),(41 844425.3),(42 836408.5),(43 839563.3),(44 843226.4),(45 837155.3),(46 832090.44),(47 838323.9),(48 844935.6),(49 840116.75),(50 844268.94),(51 858874),(52 851454.9),(53 837092.2),(54 832568.94),(55 840844.4),(56 840560.6),(57 831804.06),(58 829453.56),(59 833755.3),(60 836173.06),(61 837249.25),(62 843455.75),(63 853510.9),(64 869632.25),(65 880001.4),(66 884679.3),(67 871598.5),(68 861033.7),(69 851951.8),(70 866748.25),(71 856851.3),(72 853232.9),(73 850306.94),(74 862082.9),(75 850888.25),(76 848110.2),(77 867108.44),(78 864385.56),(79 857746.7),
(1 146053.36),(2 273391.63),(3 321447.63),(4 382990.44),(5 446180.44),(6 490899.63),(7 494689.16),(8 491661.22),(9 503961.94),(10 523821.56),(11 544991.75),(12 570395),(13 579145.25),(14 614590.75),(15 657474.8),(16 678910),(17 686297.2),(18 669601.7),(19 641964.6),(20 640157.25),(21 662767.94),(22 662224.56),(23 667871.44),(24 676261.2),(25 672564.44),(26 660522.4),(27 646729),(28 648390.3),(29 652369.9),(30 663502.1),(31 674739.9),(32 688710.7),(33 704213.25),(34 714785.25),(35 722117.94),(36 728213.7),(37 744084.06),(38 751187.9),(39 762953.6),(40 771368.56),(41 770542.75),(42 763728.4),(43 763460.75),(44 766418),(45 769743.3),(46 757263.9),(47 767150.7),(48 767812.3),(49 769855.94),(50 762585.56),(51 758921.1),(52 771905.1),(53 740446),(54 749040.1),(55 755861.56),(56 749165.75),(57 752220.25),(58 738789.94),(59 745129.56),(60 736734.75),(61 741083.94),(62 746277.06),(63 743413.3),(64 757021.3),(65 772620.75),(66 782168.56),(67 783354.3),(68 786649.1),(69 798379.3),(70 812314.5),(71 799905.8),(72 788423.25),(73 798157.2),(74 794662.06),(75 788462.44),(76 781226.44),(77 786153.75),(78 779866.2),(79 777173.44),
(1 147447.42),(2 267450.4),(3 312015.88),(4 378145.6),(5 431880.53),(6 475993.72),(7 490016.34),(8 482192),(9 490959.8),(10 514575.13),(11 531520.44),(12 563859.94),(13 584056.6),(14 615102.9),(15 658994.2),(16 673831.75),(17 671084.25),(18 666395.75),(19 635468.6),(20 635271.7),(21 657644.56),(22 649746.8),(23 656231.5),(24 654258.44),(25 644203.75),(26 638642.44),(27 629645.94),(28 626707.06),(29 638310.4),(30 655356.94),(31 665833.6),(32 673963.56),(33 695237.8),(34 706744.44),(35 705935.44),(36 700958.44),(37 710536.9),(38 717502.9),(39 732015.25),(40 737410.94),(41 745416.1),(42 746894.25),(43 749063.2),(44 749394.6),(45 746191.7),(46 737813.7),(47 751962.5),(48 749553.7),(49 744201.44),(50 727322.4),(51 737872.56),(52 739258.06),(53 718826.56),(54 729691.06),(55 727668.44),(56 723672.44),(57 715849.2),(58 702935.25),(59 696503.44),(60 706517.25),(61 716483.2),(62 724543.7),(63 710828.2),(64 718410.2),(65 726315.5),(66 740037),(67 722579.9),(68 723080.7),(69 721219.6),(70 733174.7),(71 727546.56),(72 718594.75),(73 728092.56),(74 744993.6),(75 729343.44),(76 721799.56),(77 727095.75),(78 722207.4),(79 724201.3),
