1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 726318.06),(2 2043110),(3 3419749.8),(4 4336164),(5 5234471.5),(6 6104669.5),(7 7037050.5),(8 8217792),(9 9678833),(10 10774543),(11 11633835),(12 11964169),(13 12451037),(14 13263048),(15 14565968),(16 15811289),(17 17571978),(18 19285386),(19 20172176),(20 20895414),(21 21310664),(22 21877842),(23 22717472),(24 23505146),(25 24222208),(26 24825272),(27 25033264),(28 25013058),(29 25039654),(30 25312808),(31 25422678),(32 26106912),(33 26736698),(34 27120304),(35 26868288),(36 26884336),(37 27416266),(38 28570558),(39 29620738),(40 30360258),(41 30740752),(42 31372808),(43 32232000),(44 32775090),(45 33289712),(46 33300682),(47 33638436),(48 34386236),(49 34706884),(50 35061810),(51 35587970),(52 35995276),(53 37033668),(54 38781748),(55 40720132),(56 42467212),(57 43424144),(58 43422364),(59 44400124),(60 45539996),(61 47232660),(62 48858450),(63 50782156),(64 52198420),(65 53533588),(66 53829764),(67 54630370),(68 56302468),(69 57341748),(70 57908850),(71 58223584),(72 58716588),(73 60438060),(74 61752896),(75 62905860),(76 63828864),(77 64885390),(78 65315820),(79 66165580),
(1 1870987.3),(2 1837230.9),(3 1785308.4),(4 1933646.3),(5 1872981.3),(6 2022042.8),(7 1944890),(8 1870964.5),(9 2032173.6),(10 1953323.6),(11 1901169.8),(12 1993282.4),(13 1926961.8),(14 1944092.8),(15 1936603.3),(16 1844046.9),(17 1835809.3),(18 1824498.4),(19 1913734.8),(20 1909860.4),(21 1825242.1),(22 1851342.8),(23 1805724.3),(24 1864451.9),(25 1884045.9),(26 1846442.8),(27 1758707.6),(28 1792909.3),(29 1765167.3),(30 1831188.5),(31 1879214),(32 1895785.5),(33 1856107.3),(34 1862022.3),(35 1725850.1),(36 1780257.1),(37 1845866.6),(38 1771584.3),(39 1842363.6),(40 1846064),(41 1859151.4),(42 1831456.3),(43 1849740.4),(44 1802562.8),(45 1763383.4),(46 1854626.4),(47 1862943.4),(48 1885834.4),(49 1822727.6),(50 1857223.4),(51 1811245.4),(52 1806546.6),(53 1800174.8),(54 1791759.1),(55 1770501.9),(56 1790279.6),(57 1733153.6),(58 1857625.1),(59 1877329.1),(60 1768550.5),(61 1836003.9),(62 1799279.1),(63 1824378.4),(64 1802736.4),(65 1714447.6),(66 1790294.5),(67 1813631.8),(68 1843552),(69 1821792),(70 1803286.5),(71 1807263.1),(72 1825125.9),(73 1807591.1),(74 1808827.1),(75 1832748.1),(76 1843116.1),(77 1821702.5),(78 1867673.8),(79 1881494.3),
(1 1691737.9),(2 1599270),(3 1576454),(4 1689573.6),(5 1668232.8),(6 1784650.8),(7 1709741.8),(8 1758612.6),(9 1759452.1),(10 1654951.8),(11 1656159.1),(12 1694673.5),(13 1639593.5),(14 1671450.6),(15 1682276.5),(16 1569299.1),(17 1717609.4),(18 1546944.1),(19 1598010.4),(20 1686423.3),(21 1586198.6),(22 1646958.1),(23 1639757),(24 1702367.4),(25 1657715.9),(26 1644733.1),(27 1678631.9),(28 1686546.5),(29 1657172.5),(30 1648995.8),(31 1673769.8),(32 1625512.9),(33 1709139.3),(34 1683158.5),(35 1682656.9),(36 1649941.3),(37 1608357.1),(38 1656138.8),(39 1636146),(40 1668880.4),(41 1645998),(42 1633753.8),(43 1772206.6),(44 1647515.3),(45 1564836.8),(46 1698108.3),(47 1590959.8),(48 1608036.8),(49 1645353.8),(50 1597241.4),(51 1631243.1),(52 1614263.8),(53 1638206.9),(54 1548053.4),(55 1580565.6),(56 1662074.1),(57 1618903.4),(58 1579108.6),(59 1578623.9),(60 1622081),(61 1667171.5),(62 1615013),(63 1662933.1),(64 1591582.6),(65 1593985.8),(66 1588404.4),(67 1651117.6),(68 1663744),(69 1602670.3),(70 1689590.3),(71 1588184.8),(72 1620342.5),(73 1650990.1),(74 1640934.8),(75 1643097),(76 1619899),(77 1695130.1),(78 1716562.9),(79 1722686.6),
(1 1565638.9),(2 1421618.9),(3 1625230.3),(4 1615511.3),(5 1591177.6),(6 1647313.3),(7 1612088.8),(8 1525238.4),(9 1601722.1),(10 1655856.9),(11 1647013.9),(12 1628047),(13 1592457.4),(14 1627753.4),(15 1532959.6),(16 1625199.8),(17 1588253.9),(18 1611938),(19 1556967.1),(20 1603186.1),(21 1648916.5),(22 1625582.1),(23 1597687.1),(24 1700305.1),(25 1607218.1),(26 1605781.4),(27 1571371.9),(28 1547286.1),(29 1625133.3),(30 1570324.9),(31 1564938.1),(32 1558809.6),(33 1599421.8),(34 1566646.1),(35 1635606.1),(36 1601619.9),(37 1543656),(38 1580698.6),(39 1537235.5),(40 1582375),(41 1571501),(42 1526309.4),(43 1622569.6),(44 1550473.1),(45 1563076.8),(46 1571473.8),(47 1560971.9),(48 1578519.3),(49 1495419),(50 1543080.8),(51 1491988.5),(52 1500202.9),(53 1500596.1),(54 1483384.3),(55 1600812.9),(56 1569004.9),(57 1618759.4),(58 1564565.4),(59 1520466),(60 1591460.1),(61 1568756.9),(62 1589106),(63 1559911.6),(64 1602634.3),(65 1564161.6),(66 1562181.5),(67 1544457.6),(68 1553120.8),(69 1597910),(70 1508401.4),(71 1614702.3),(72 1539429),(73 1627301.4),(74 1645246.9),(75 1561233.1),(76 1571372.3),(77 1629617.1),(78 1650059.8),(79 1624429.9),
(1 1620032.4),(2 1414230.1),(3 1554145.6),(4 1581671.8),(5 1471301),(6 1581388.5),(7 1589897.6),(8 1536037.1),(9 1552118.1),(10 1541160.5),(11 1492628),(12 1564269),(13 1526562.8),(14 1511804),(15 1420298.9),(16 1456113.1),(17 1531599.1),(18 1514973),(19 1511569.5),(20 1520611.5),(21 1540619.1),(22 1595443.1),(23 1540284.8),(24 1550773.1),(25 1571685),(26 1547731.6),(27 1552420.8),(28 1501519.5),(29 1529383.4),(30 1498291.8),(31 1518638.8),(32 1512266.8),(33 1530651.3),(34 1532030.4),(35 1584631.5),(36 1557918.4),(37 1543798.3),(38 1506421),(39 1524143),(40 1514991.6),(41 1531360.6),(42 1517491.3),(43 1474116.4),(44 1451096),(45 1488456.9),(46 1538564),(47 1433969.9),(48 1530155.3),(49 1443684.8),(50 1526953.3),(51 1464848.9),(52 1484551.8),(53 1469244.4),(54 1458223.5),(55 1515756.4),(56 1483430.8),(57 1512554.8),(58 1465679),(59 1468577),(60 1497322.3),(61 1529332.8),(62 1457503.5),(63 1467836),(64 1487938),(65 1427006.1),(66 1517019.1),(67 1460634.6),(68 1517077.9),(69 1515815.5),(70 1514056.6),(71 1563408.8),(72 1442507.3),(73 1535240.5),(74 1455670.8),(75 1568163.9),(76 1433702.1),(77 1530261.5),(78 1515502.4),(79 1562231.8),
(1 1536965.4),(2 1421387.4),(3 1509075.1),(4 1484534.9),(5 1481079.8),(6 1450808.3),(7 1487080.6),(8 1443240),(9 1451002.3),(10 1507611),(11 1453110.6),(12 1513810.3),(13 1384112.8),(14 1461257.5),(15 1460257.8),(16 1457121.5),(17 1426638.3),(18 1418143),(19 1503540.5),(20 1460715.4),(21 1460492.6),(22 1475079),(23 1471526.3),(24 1459065.8),(25 1457757.8),(26 1454495.6),(27 1474144.3),(28 1451340.6),(29 1499943.5),(30 1448482.3),(31 1436385.6),(32 1476265),(33 1511712),(34 1459512.3),(35 1464253.9),(36 1460090.3),(37 1461928.4),(38 1330021.3),(39 1399106.8),(40 1403189),(41 1467772.3),(42 1406933.4),(43 1414259),(44 1394682.3),(45 1460257.5),(46 1489181.4),(47 1440459),(48 1423703.9),(49 1412834.3),(50 1385227.4),(51 1375904.5),(52 1408005.4),(53 1340991.1),(54 1423064.3),(55 1399996.3),(56 1410024.6),(57 1403135),(58 1381501.4),(59 1324530),(60 1421600.4),(61 1349745.1),(62 1386253),(63 1435557),(64 1433647.4),(65 1491362.4),(66 1416034.8),(67 1449395.6),(68 1408331.5),(69 1456270.6),(70 1366600.8),(71 1427103),(72 1380799.5),(73 1390421.5),(74 1427829.8),(75 1462661.5),(76 1452910.3),(77 1421935),(78 1438452.9),(79 1461563.6),
(1 1485166.3),(2 1210110.8),(3 1474126.3),(4 1388215.8),(5 1414891.9),(6 1394891.8),(7 1410397.1),(8 1458599),(9 1424328.3),(10 1466586.3),(11 1461472.3),(12 1399483.1),(13 1330990.5),(14 1326522.6),(15 1350689),(16 1416488.8),(17 1405648.8),(18 1421586.9),(19 1430852.1),(20 1373710.4),(21 1398665.4),(22 1438315.3),(23 1421317),(24 1419108),(25 1375635.1),(26 1441039.1),(27 1423166.6),(28 1407101),(29 1361734.4),(30 1387582.3),(31 1382645.9),(32 1436823.3),(33 1377444.4),(34 1452866.9),(35 1391848.3),(36 1420588.3),(37 1408532.3),(38 1402849.1),(39 1373827.6),(40 1424232),(41 1397403.1),(42 1435053.3),(43 1394645.9),(44 1363826.3),(45 1410576.4),(46 1339706.9),(47 1400095.3),(48 1317491),(49 1363281.3),(50 1350788.4),(51 1315659.1),(52 1302277.4),(53 1295156.5),(54 1314593.4),(55 1350408),(56 1318892.1),(57 1337018.5),(58 1355003),(59 1303360.3),(60 1321778.5),(61 1278907.6),(62 1379107.8),(63 1414757.4),(64 1321067.3),(65 1381324.4),(66 1334780.9),(67 1409955.3),(68 1336854.9),(69 1396396),(70 1362507.5),(71 1411868.9),(72 1350157.4),(73 1392399.3),(74 1363401.1),(75 1397009.4),(76 1408352.1),(77 1447475.5),(78 1428206.9),(79 1402614.4),
(1 1607045.4),(2 1289427.8),(3 1413607.5),(4 1387337.4),(5 1441369.3),(6 1444541.6),(7 1386384.9),(8 1387449.9),(9 1442521),(10 1396657.9),(11 1403331.3),(12 1445311.3),(13 1363853.3),(14 1333767),(15 1367985.4),(16 1364905),(17 1391183.6),(18 1333142),(19 1415598.8),(20 1346655.4),(21 1373297.6),(22 1378304.6),(23 1403907.3),(24 1399610.6),(25 1379079.9),(26 1335974.5),(27 1414355.5),(28 1332334.1),(29 1376096),(30 1371015.6),(31 1324880.1),(32 1445630),(33 1358255.1),(34 1438658.4),(35 1372795.6),(36 1385641.3),(37 1414745.4),(38 1384071.5),(39 1376775.3),(40 1396320.8),(41 1296763.6),(42 1417948.5),(43 1355285),(44 1367318.8),(45 1344706),(46 1280408.1),(47 1378326.6),(48 1355458.4),(49 1354644),(50 1393264.5),(51 1327719.9),(52 1324147.1),(53 1273811.6),(54 1313288.9),(55 1276384.4),(56 1280855.5),(57 1362923.1),(58 1304614.4),(59 1331117.3),(60 1284642.3),(61 1317754.9),(62 1367241),(63 1331539),(64 1344957.5),(65 1303448.9),(66 1289587.6),(67 1364254.8),(68 1346759),(69 1326155.3),(70 1365159.5),(71 1344784.4),(72 1345876.4),(73 1333058.6),(74 1384656.3),(75 1377015.5),(76 1354080.4),(77 1439279.5),(78 1416716),(79 1382518.4),
(1 1465086),(2 1151398.5),(3 1387349.1),(4 1278624.4),(5 1367918.1),(6 1426490.3),(7 1302218.8),(8 1370542.9),(9 1325835.6),(10 1302232),(11 1297254.5),(12 1339218.4),(13 1323146.4),(14 1316653.5),(15 1330378.5),(16 1345269.4),(17 1358454.1),(18 1315008),(19 1324854.3),(20 1324296.3),(21 1220726.9),(22 1303185.4),(23 1261491.4),(24 1306629.6),(25 1229815.4),(26 1287395.6),(27 1291835.8),(28 1304349.4),(29 1270556.3),(30 1311481.4),(31 1334477.8),(32 1318201.8),(33 1351820),(34 1321919.4),(35 1260081.9),(36 1358185.4),(37 1266073.1),(38 1343329.6),(39 1299506.4),(40 1339125.1),(41 1290029),(42 1343583.1),(43 1298014.5),(44 1317211.9),(45 1272603.8),(46 1279491.4),(47 1343592.3),(48 1286873.8),(49 1318599),(50 1288352.8),(51 1263638.8),(52 1297366.1),(53 1233835.4),(54 1346298.9),(55 1280300.3),(56 1238350.6),(57 1323726.3),(58 1294271.9),(59 1337208.6),(60 1266008.3),(61 1326739.3),(62 1318259.1),(63 1314083.8),(64 1280763.9),(65 1303965.9),(66 1294048),(67 1329347.6),(68 1273364),(69 1302129.4),(70 1285308),(71 1306641.1),(72 1286181.8),(73 1262899.9),(74 1349636.5),(75 1262623.4),(76 1347483),(77 1329551.8),(78 1367842.3),(79 1308783.1),
(1 1466125.1),(2 1123898.4),(3 1366174.5),(4 1171335.8),(5 1297901.3),(6 1262683.6),(7 1247006.9),(8 1253784.5),(9 1235421),(10 1273450.3),(11 1227263.5),(12 1292171.6),(13 1254469),(14 1215180),(15 1281022.8),(16 1271902.1),(17 1269566.9),(18 1285374.9),(19 1235038.4),(20 1257122.6),(21 1267768.4),(22 1251156.3),(23 1244450.1),(24 1245725.9),(25 1294593.1),(26 1271594.3),(27 1246602.8),(28 1314094.3),(29 1255244.6),(30 1269142.1),(31 1285568),(32 1279266.8),(33 1279086.4),(34 1269014.5),(35 1244790.1),(36 1250549.3),(37 1249669.6),(38 1250526.6),(39 1257704.6),(40 1249514.4),(41 1211954.6),(42 1263476.5),(43 1190842.8),(44 1218123.8),(45 1164206.9),(46 1250862.6),(47 1207188),(48 1185673.1),(49 1205249.4),(50 1218651.1),(51 1207185.1),(52 1184939.6),(53 1223623.1),(54 1253112.3),(55 1207629.6),(56 1193846.8),(57 1206623),(58 1211097.3),(59 1235477.5),(60 1225571.8),(61 1246348.8),(62 1231469.5),(63 1272704.5),(64 1271189.4),(65 1245440.5),(66 1241940.8),(67 1272034.3),(68 1175149.3),(69 1285163.5),(70 1201555.5),(71 1251704.6),(72 1236539),(73 1252894.6),(74 1246624.6),(75 1246317.6),(76 1238212.8),(77 1235657.1),(78 1236732.6),(79 1234136.9),
(1 1494400.5),(2 1096567.9),(3 1417588.5),(4 1225403.9),(5 1330091),(6 1324854.3),(7 1300393.4),(8 1248017.3),(9 1315364.6),(10 1318425.5),(11 1273356.4),(12 1260205.3),(13 1236403),(14 1283919.4),(15 1221541),(16 1271806.1),(17 1270207.9),(18 1292140.5),(19 1255808.9),(20 1259587.3),(21 1249275),(22 1276492.8),(23 1169191),(24 1297635.3),(25 1264670.4),(26 1294896.5),(27 1225601.6),(28 1279519.4),(29 1234973.5),(30 1242754.5),(31 1234241.1),(32 1270822.1),(33 1223951.3),(34 1282570.6),(35 1190777.6),(36 1276984.9),(37 1190863.1),(38 1237662.8),(39 1207727.6),(40 1257867.6),(41 1199949.1),(42 1204796.4),(43 1214577.3),(44 1282925),(45 1245009.9),(46 1274563.9),(47 1200350.9),(48 1151874.3),(49 1222272.1),(50 1179907),(51 1237378.3),(52 1191577.6),(53 1192427),(54 1216209.4),(55 1178084.5),(56 1194511.4),(57 1201244.8),(58 1158047.9),(59 1236420.4),(60 1199167.1),(61 1175156),(62 1224434.6),(63 1203194.1),(64 1238034),(65 1205615.3),(66 1219341.8),(67 1271157.5),(68 1174341.4),(69 1214390.9),(70 1194758.1),(71 1228011.4),(72 1221107),(73 1201215.8),(74 1199731.6),(75 1216622.3),(76 1235782.4),(77 1221797.9),(78 1227060.9),(79 1177676.4),
(1 1319583.8),(2 981156.5),(3 1241676.9),(4 1159242.1),(5 1204244.6),(6 1213956),(7 1136628),(8 1206476),(9 1173830.6),(10 1244598.5),(11 1179637.4),(12 1202144.8),(13 1184831),(14 1210045),(15 1159136.5),(16 1153984.3),(17 1181239.9),(18 1132304),(19 1164638.9),(20 1106386.4),(21 1136762.8),(22 1126364.3),(23 1158100.3),(24 1119766.8),(25 1129925.8),(26 1156342.8),(27 1125397.5),(28 1122917.9),(29 1124946.9),(30 1120783),(31 1124063.3),(32 1092311.1),(33 1123689.5),(34 1160765.5),(35 1145484.8),(36 1099552.9),(37 1130346.6),(38 1145325.1),(39 1116946.3),(40 1112949.1),(41 1111947.5),(42 1126565.9),(43 1115082.4),(44 1187174.8),(45 1143882.4),(46 1152940.5),(47 1118238.8),(48 1118665.5),(49 1131735.8),(50 1139651.4),(51 1123729.4),(52 1178902.4),(53 1160410),(54 1169436.1),(55 1127708.9),(56 1146104.1),(57 1169161.4),(58 1152365),(59 1172251.9),(60 1147590.1),(61 1123062.9),(62 1140862.8),(63 1090764.5),(64 1147119.8),(65 1105074.4),(66 1161332),(67 1174045),(68 1089882.4),(69 1115422.6),(70 1128828.1),(71 1111830.8),(72 1150769.5),(73 1092889.1),(74 1128097.1),(75 1115407.4),(76 1118644.9),(77 1127708.5),(78 1115504.9),(79 1122591.6),
(1 1411756.5),(2 1006316.06),(3 1257448.3),(4 1128180.9),(5 1190009.6),(6 1211389.1),(7 1158270.8),(8 1177690.3),(9 1177240.8),(10 1143340.3),(11 1178708.8),(12 1182158.4),(13 1189036.5),(14 1165501),(15 1166648.8),(16 1130599.3),(17 1134667.3),(18 1129302.1),(19 1143271.3),(20 1136377.1),(21 1083309.5),(22 1116539.3),(23 1059448),(24 1120515),(25 1105111.6),(26 1103582.8),(27 1111750.9),(28 1076480.1),(29 1060006.8),(30 1059388.6),(31 1053144.5),(32 1083821.9),(33 1067754.4),(34 1102677.4),(35 1157077.6),(36 1091282.6),(37 1122943),(38 1142723.9),(39 1070676.9),(40 1073858.8),(41 1043423.94),(42 1095951.6),(43 1107879.9),(44 1137818.9),(45 1115640.9),(46 1070882.6),(47 1103171.1),(48 1081746.5),(49 1089520.5),(50 1059340.9),(51 1101177),(52 1078105.9),(53 1117359.9),(54 1135075.9),(55 1097025.6),(56 1136430.1),(57 1093978.1),(58 1122297.9),(59 1096613.8),(60 1122597.9),(61 1133365.8),(62 1098136.1),(63 1127902.8),(64 1113612),(65 1089713.4),(66 1119562.8),(67 1144739.9),(68 1099052.8),(69 1132687.9),(70 1169418.6),(71 1124435.5),(72 1147909.6),(73 1125958.9),(74 1168226.8),(75 1116697),(76 1178030.3),(77 1172077.5),(78 1154657.6),(79 1155446.4),
(1 1331308.6),(2 960746.4),(3 1189815.9),(4 1080928),(5 1118098.4),(6 1109153.9),(7 1122750),(8 1133042.8),(9 1120197.3),(10 1124408.4),(11 1112719.6),(12 1103875),(13 1152669.5),(14 1123790.5),(15 1158947),(16 1119704.4),(17 1078981.9),(18 1107038.6),(19 1093681.4),(20 1112202.5),(21 1086786.8),(22 1086628.5),(23 1056417.9),(24 1077566.6),(25 1096052.5),(26 1083164.5),(27 1094597.3),(28 1054810.1),(29 1097093.1),(30 1099160.8),(31 1078063.8),(32 1101404.8),(33 1059738.5),(34 1045584),(35 1066244.6),(36 1094539.5),(37 1123345.4),(38 1095514.8),(39 1112935.4),(40 1107167.6),(41 1108733.3),(42 1081369.4),(43 1108933),(44 1096153),(45 1092400.3),(46 1077439.1),(47 1098103.1),(48 1090701.9),(49 1061261),(50 1062519.6),(51 1026641.2),(52 1068188.8),(53 1034336),(54 1071864.6),(55 1053639.6),(56 1044785.9),(57 1073348),(58 1063001.1),(59 1068007.1),(60 1076572.9),(61 1059043.3),(62 1030533.56),(63 1073013),(64 1015002.25),(65 1062609.4),(66 1022119.5),(67 1111787.9),(68 1082761.3),(69 1077751.1),(70 1065428.8),(71 1058309.4),(72 1045852.7),(73 1131276.5),(74 1062128.9),(75 1053512.1),(76 1095594.6),(77 1105305),(78 1106651.4),(79 1107170.1),
(1 1178342),(2 898070.56),(3 1085405.4),(4 982950.6),(5 977012.25),(6 1008211.56),(7 1017072.94),(8 1022713.2),(9 979768.7),(10 1024882.9),(11 1000839.06),(12 1020716.7),(13 979336.06),(14 988433.75),(15 999293),(16 989715.2),(17 956075.5),(18 991738),(19 970790.2),(20 1012735.8),(21 975465.8),(22 997891.2),(23 964343.1),(24 1018820.7),(25 1008490.6),(26 992123.75),(27 1021818.06),(28 999726.5),(29 981246.6),(30 971271.4),(31 1000195.25),(32 992789.8),(33 1004392.06),(34 1063086.6),(35 1017708.75),(36 1015678.9),(37 1039955.8),(38 1025536.06),(39 1019121.8),(40 1047245.8),(41 1008716.7),(42 1034458.06),(43 1031253),(44 1039833.4),(45 1007857.56),(46 1028127.4),(47 1045761.2),(48 1055638),(49 991847.44),(50 1006956.7),(51 993141.8),(52 1039391.7),(53 1018238.2),(54 1034766.9),(55 1013800.06),(56 1009188.4),(57 989200.9),(58 1038196.06),(59 1029092.06),(60 1017048.4),(61 997997.44),(62 992766.3),(63 990690.9),(64 1003892.44),(65 998087.3),(66 980148.5),(67 978971.75),(68 1002259.5),(69 991080.9),(70 1017018.44),(71 1014598.8),(72 977120.2),(73 984390.75),(74 986645.8),(75 991518.8),(76 1056238.8),(77 1022947.5),(78 1064072.9),(79 993317),
(1 1146150.5),(2 883735.25),(3 1055651.8),(4 972496.25),(5 984166.94),(6 993879.56),(7 997159.5),(8 970065.1),(9 1010932.25),(10 980658.6),(11 1010735.4),(12 986750.94),(13 963984),(14 986014.4),(15 970225.4),(16 1003700.25),(17 982533.8),(18 1013677.8),(19 959015.25),(20 1019951),(21 1005352),(22 1022474.6),(23 989556.56),(24 994517.4),(25 1017710.06),(26 1007669),(27 1002186.3),(28 973691.25),(29 1009387.56),(30 1003369.6),(31 987426.6),(32 1025465.4),(33 1013117.1),(34 1028859.56),(35 1033011.25),(36 1030020.75),(37 1026676.25),(38 962126.5),(39 1025393),(40 986701.7),(41 988723.94),(42 1002385.1),(43 996809.06),(44 1013562.1),(45 1025252.2),(46 1000706.44),(47 986202.44),(48 986140.2),(49 990345.4),(50 961591),(51 994430.9),(52 972296.2),(53 998659.5),(54 960102.7),(55 977202.9),(56 1006343.94),(57 943017.7),(58 1006874.1),(59 975647.75),(60 973512.3),(61 986503.56),(62 973051.56),(63 990127.44),(64 964012.3),(65 964084.75),(66 961550.1),(67 945997.06),(68 977094.2),(69 967507.44),(70 1003815.1),(71 967777.94),(72 997729.9),(73 959076.44),(74 968171.75),(75 960632.6),(76 980420.25),(77 961135.5),(78 1003808.3),(79 978057.56),
(1 1102390.4),(2 863251.9),(3 987200.06),(4 928144),(5 944888.75),(6 942320),(7 934611.5),(8 912059.8),(9 925188.1),(10 979298),(11 958745.06),(12 981398.3),(13 922414.25),(14 959878.06),(15 940254.7),(16 940916.44),(17 962942.44),(18 970012.94),(19 931146.8),(20 963435.9),(21 947603.56),(22 941291),(23 951623.94),(24 939009),(25 931318.94),(26 937722.3),(27 903524.9),(28 933663.4),(29 903695.4),(30 961768.25),(31 910529.06),(32 946539.3),(33 894669.7),(34 917348.44),(35 906350.6),(36 913674.94),(37 926674.7),(38 913558.7),(39 913229.25),(40 925905.2),(41 891179.25),(42 933134.1),(43 967016.75),(44 947012.7),(45 925665.2),(46 954944.3),(47 926703.7),(48 913761.3),(49 950963.6),(50 928817.4),(51 931410.44),(52 936120),(53 927735.2),(54 931106.44),(55 920187),(56 972091.25),(57 922234.3),(58 934614.25),(59 938220.9),(60 941934),(61 911229.06),(62 921078.8),(63 941885.75),(64 933100.2),(65 962818.25),(66 932652.94),(67 948209.1),(68 939764.4),(69 953477.7),(70 939900.06),(71 938415.6),(72 966528.8),(73 931710.8),(74 930222.56),(75 938611.7),(76 968638.25),(77 954193.2),(78 988578.75),(79 961537),
