1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 48267.06),(2 165405.81),(3 347365.97),(4 569806.6),(5 837131.44),(6 1124428.6),(7 1423176.4),(8 1725143.5),(9 2052629.6),(10 2359891.8),(11 2728530.8),(12 3092787.3),(13 3481482.8),(14 3893740.8),(15 4352427.5),(16 4796895),(17 5286959.5),(18 5784850.5),(19 6337949.5),(20 6853946),(21 7327737.5),(22 7815158.5),(23 8235018),(24 8628091),(25 9099600),(26 9464595),(27 9861925),(28 10220423),(29 10605292),(30 10932141),(31 11253272),(32 11508144),(33 11751643),(34 11981581),(35 12190925),(36 12373203),(37 12624000),(38 12825563),(39 13120701),(40 13383477),(41 13767593),(42 14249787),(43 14828133),(44 15379808),(45 16055317),(46 16715811),(47 17538330),(48 18376800),(49 19388250),(50 20327944),(51 21279414),(52 22264630),(53 23363686),(54 24616032),(55 25957806),(56 27192722),(57 28541246),(58 29810296),(59 31077414),(60 32147744),(61 33106266),(62 33900324),(63 34793348),(64 35510948),(65 36268510),(66 36840244),(67 37412188),(68 37800124),(69 38103440),(70 38363120),(71 38636850),(72 38840784),(73 39018052),(74 39219150),(75 39275364),(76 39337710),(77 39376308),(78 39297116),(79 39149340),
(1 110.24173),(2 136.53238),(3 146.58939),(4 154.89134),(5 163.4105),(6 166.31491),(7 170.47137),(8 175.83777),(9 176.62836),(10 178.93456),(11 177.63745),(12 179.93431),(13 179.75072),(14 186.86266),(15 185.1513),(16 186.26299),(17 188.29208),(18 188.49147),(19 188.86449),(20 188.90358),(21 189.98535),(22 191.01224),(23 191.64229),(24 192.56242),(25 195.47682),(26 199.76894),(27 199.01442),(28 201.89214),(29 202.49748),(30 204.6194),(31 206.87883),(32 207.47324),(33 209.45766),(34 210.67032),(35 208.84268),(36 208.73029),(37 208.88803),(38 211.43483),(39 211.14763),(40 210.60425),(41 211.29453),(42 209.29565),(43 209.45499),(44 210.35593),(45 210.17978),(46 208.79744),(47 206.84587),(48 208.3132),(49 207.43451),(50 213.30722),(51 210.94939),(52 210.71321),(53 211.15085),(54 210.17694),(55 211.01299),(56 209.17628),(57 209.29353),(58 209.05229),(59 209.78703),(60 208.69269),(61 210.22115),(62 214.62234),(63 214.4813),(64 215.61601),(65 216.31215),(66 220.28067),(67 221.06572),(68 223.18124),(69 225.04453),(70 225.00056),(71 224.81541),(72 226.34145),(73 227.01758),(74 226.87027),(75 227.1892),(76 228.91118),(77 228.04971),(78 229.64415),(79 228.48224),
(1 110.36109),(2 135.9494),(3 146.96284),(4 153.03438),(5 161.12616),(6 165.24901),(7 169.64322),(8 172.1517),(9 175.83429),(10 178.06271),(11 178.859),(12 180.39369),(13 183.87338),(14 190.33658),(15 189.68275),(16 191.4959),(17 190.722),(18 191.20816),(19 191.9366),(20 192.42302),(21 192.64453),(22 193.18149),(23 191.96219),(24 192.90065),(25 193.35352),(26 197.95744),(27 196.58934),(28 199.92384),(29 203.14143),(30 202.8894),(31 207.06917),(32 206.9654),(33 208.2324),(34 208.33064),(35 208.83229),(36 206.71997),(37 206.58228),(38 210.51372),(39 208.21565),(40 206.61684),(41 205.26309),(42 202.1474),(43 203.05382),(44 202.74982),(45 205.14134),(46 203.47722),(47 203.64612),(48 203.8957),(49 205.32512),(50 210.88269),(51 210.02812),(52 208.42087),(53 207.1091),(54 206.60164),(55 207.0602),(56 205.56494),(57 206.95967),(58 206.62761),(59 206.22664),(60 207.65176),(61 210.76242),(62 213.18988),(63 213.56987),(64 214.31163),(65 217.34436),(66 219.5194),(67 221.04692),(68 220.83862),(69 224.73335),(70 223.86102),(71 222.89038),(72 224.77858),(73 223.7161),(74 227.21986),(75 224.35385),(76 223.27356),(77 224.74934),(78 225.33641),(79 227.32997),
(1 106.753716),(2 134.12431),(3 142.74037),(4 150.5665),(5 157.44357),(6 161.93079),(7 165.05672),(8 168.29922),(9 174.24065),(10 174.27287),(11 177.1852),(12 178.1287),(13 180.46974),(14 186.99484),(15 185.53236),(16 185.72682),(17 185.35782),(18 185.6569),(19 188.02608),(20 189.67987),(21 189.41356),(22 189.42726),(23 188.57716),(24 188.5118),(25 190.19037),(26 194.77051),(27 194.5523),(28 195.25368),(29 197.78897),(30 197.63748),(31 198.83195),(32 200.4182),(33 203.78122),(34 203.9818),(35 205.49615),(36 205.4507),(37 206.40723),(38 206.39929),(39 202.30643),(40 205.22145),(41 203.34961),(42 204.16232),(43 202.62009),(44 204.10165),(45 205.32976),(46 207.73018),(47 204.5408),(48 205.26999),(49 205.52567),(50 207.27107),(51 206.87508),(52 205.07376),(53 205.3512),(54 206.0177),(55 205.50046),(56 203.72144),(57 204.23166),(58 202.40729),(59 202.82652),(60 202.94403),(61 207.1357),(62 210.90103),(63 211.64543),(64 212.11118),(65 212.64697),(66 212.24127),(67 211.92183),(68 213.36076),(69 213.57802),(70 215.02716),(71 213.50519),(72 211.40985),(73 211.83174),(74 213.6131),(75 211.00298),(76 213.23373),(77 214.92087),(78 216.39803),(79 217.32156),
(1 105.91288),(2 130.95319),(3 142.59174),(4 149.4466),(5 156.56369),(6 162.83429),(7 165.21643),(8 167.2775),(9 169.52165),(10 172.46266),(11 171.34613),(12 173.73088),(13 175.05032),(14 178.96022),(15 178.7154),(16 180.45753),(17 180.92113),(18 180.90833),(19 182.5537),(20 183.72305),(21 183.769),(22 184.10312),(23 185.36707),(24 187.13568),(25 188.94293),(26 192.46817),(27 192.85017),(28 192.0448),(29 194.45016),(30 194.5051),(31 196.01915),(32 200.00993),(33 200.27356),(34 201.82556),(35 203.0873),(36 203.89943),(37 203.58708),(38 205.8622),(39 202.89941),(40 205.92221),(41 203.11908),(42 203.95274),(43 202.9313),(44 204.08449),(45 204.78217),(46 203.89323),(47 203.46764),(48 202.0079),(49 200.32216),(50 206.19699),(51 205.54031),(52 205.02434),(53 206.42249),(54 207.23001),(55 206.59584),(56 207.60493),(57 204.45221),(58 202.89151),(59 201.39856),(60 201.59578),(61 203.92572),(62 207.69995),(63 207.84471),(64 209.17097),(65 209.62589),(66 208.86005),(67 211.6998),(68 211.43262),(69 213.1085),(70 213.83438),(71 212.46713),(72 213.40404),(73 211.50351),(74 214.91336),(75 213.76372),(76 215.04773),(77 214.17026),(78 216.82265),(79 218.87744),
(1 105.26825),(2 128.99364),(3 137.6929),(4 145.83743),(5 153.04344),(6 158.21527),(7 161.79654),(8 165.16904),(9 169.95743),(10 173.2633),(11 174.2031),(12 175.19948),(13 177.0203),(14 184.5631),(15 184.02841),(16 183.75261),(17 182.58444),(18 181.20184),(19 183.19987),(20 183.65573),(21 184.3773),(22 185.35397),(23 186.24774),(24 186.25067),(25 187.18336),(26 192.76096),(27 195.40312),(28 196.44681),(29 201.02592),(30 202.62233),(31 202.66121),(32 204.16003),(33 204.23663),(34 205.68806),(35 205.07701),(36 204.47992),(37 203.94217),(38 205.22722),(39 204.84073),(40 204.30077),(41 202.86682),(42 203.87088),(43 205.49432),(44 204.05197),(45 203.85326),(46 203.53972),(47 201.64687),(48 201.27063),(49 199.9246),(50 202.85857),(51 202.79274),(52 201.42892),(53 202.69016),(54 202.91562),(55 204.5989),(56 206.0068),(57 202.92279),(58 203.49648),(59 198.84389),(60 201.51302),(61 200.3464),(62 206.16176),(63 206.89346),(64 208.09415),(65 207.21573),(66 207.1312),(67 207.65941),(68 209.45047),(69 210.46355),(70 212.32056),(71 213.94553),(72 214.41742),(73 214.59468),(74 215.40154),(75 214.9416),(76 216.53334),(77 215.43839),(78 215.64359),(79 217.07394),
(1 104.640335),(2 128.59253),(3 137.95288),(4 146.6144),(5 152.09407),(6 156.74495),(7 161.65012),(8 165.15256),(9 169.37488),(10 171.30466),(11 173.465),(12 174.88191),(13 176.00954),(14 181.56071),(15 182.23001),(16 182.5532),(17 181.97629),(18 182.67322),(19 182.69698),(20 184.03545),(21 184.19519),(22 184.50256),(23 183.11458),(24 184.47139),(25 186.46161),(26 189.29228),(27 189.79173),(28 191.32709),(29 195.05286),(30 196.27145),(31 198.37108),(32 198.62105),(33 198.56857),(34 202.50653),(35 202.22299),(36 204.26643),(37 203.61203),(38 206.579),(39 206.60774),(40 206.04672),(41 203.96391),(42 201.47086),(43 201.21178),(44 203.49072),(45 204.08678),(46 202.80872),(47 201.89981),(48 200.90451),(49 199.65697),(50 203.06346),(51 201.95122),(52 200.13582),(53 200.22844),(54 198.7941),(55 196.93056),(56 197.21852),(57 196.18929),(58 195.7686),(59 195.04095),(60 197.47713),(61 198.19894),(62 200.86569),(63 199.92172),(64 201.96164),(65 202.94669),(66 202.1174),(67 199.56842),(68 200.66579),(69 201.5448),(70 201.76543),(71 200.22006),(72 200.085),(73 204.80002),(74 203.35594),(75 204.48407),(76 205.37236),(77 205.76984),(78 210.01926),(79 212.03679),
(1 106.279045),(2 129.12311),(3 136.22253),(4 145.44974),(5 152.0585),(6 156.24965),(7 159.26884),(8 162.08081),(9 165.07538),(10 167.21915),(11 167.69247),(12 170.98335),(13 171.16718),(14 177.04085),(15 174.69202),(16 177.11964),(17 177.86243),(18 179.08713),(19 178.03654),(20 178.393),(21 179.29483),(22 178.71538),(23 177.98502),(24 180.29294),(25 183.22748),(26 186.17935),(27 185.97311),(28 187.05212),(29 189.46701),(30 190.46301),(31 190.87788),(32 193.07349),(33 193.01735),(34 194.82195),(35 197.66539),(36 198.96799),(37 198.3605),(38 200.1747),(39 199.09279),(40 199.3463),(41 199.52435),(42 200.55902),(43 199.66908),(44 201.77095),(45 200.9377),(46 201.4763),(47 201.05923),(48 200.02248),(49 199.34587),(50 202.09714),(51 200.11191),(52 201.58904),(53 200.70067),(54 199.75113),(55 198.08904),(56 195.91068),(57 195.19434),(58 194.60919),(59 192.6927),(60 194.33398),(61 196.09674),(62 200.03474),(63 199.46904),(64 200.74359),(65 199.65298),(66 201.25108),(67 200.94638),(68 200.86963),(69 203.0726),(70 205.60858),(71 207.26358),(72 206.88434),(73 207.91252),(74 209.89911),(75 212.28487),(76 213.56961),(77 213.78484),(78 216.68364),(79 219.15265),
(1 104.63687),(2 126.47921),(3 134.55374),(4 142.87595),(5 148.18225),(6 152.79784),(7 156.27591),(8 159.09096),(9 162.03235),(10 163.28554),(11 165.19885),(12 165.4279),(13 166.86685),(14 173.81131),(15 174.38536),(16 175.30666),(17 177.07707),(18 177.58928),(19 176.97955),(20 175.813),(21 176.99106),(22 176.23933),(23 175.41887),(24 177.98416),(25 178.99977),(26 184.25183),(27 183.8855),(28 187.40619),(29 189.40642),(30 191.88194),(31 191.53123),(32 192.25087),(33 190.82191),(34 192.32411),(35 191.38748),(36 191.00513),(37 191.64395),(38 194.24248),(39 191.15596),(40 191.36086),(41 189.87056),(42 189.07613),(43 188.75182),(44 189.82169),(45 189.3073),(46 188.88544),(47 188.57884),(48 188.10193),(49 188.29518),(50 192.9396),(51 192.35056),(52 190.13695),(53 191.24664),(54 191.17801),(55 192.4601),(56 190.8818),(57 191.80325),(58 192.6278),(59 191.44801),(60 192.60141),(61 194.54594),(62 199.57556),(63 199.41629),(64 199.85353),(65 198.89728),(66 199.71269),(67 200.52583),(68 202.16325),(69 201.84196),(70 204.13142),(71 205.00142),(72 203.25142),(73 205.65819),(74 208.73108),(75 206.53886),(76 206.52148),(77 206.77158),(78 207.52477),(79 207.94427),
(1 103.69777),(2 126.30845),(3 133.42903),(4 142.82336),(5 148.94933),(6 153.86827),(7 158.37813),(8 161.61311),(9 164.38983),(10 166.98262),(11 168.7236),(12 170.93875),(13 173.37231),(14 177.97845),(15 177.06462),(16 176.99976),(17 178.52437),(18 178.51237),(19 176.77087),(20 175.67717),(21 177.09048),(22 177.19994),(23 177.51878),(24 178.28697),(25 181.11995),(26 186.01106),(27 184.52054),(28 184.08401),(29 185.0621),(30 184.89772),(31 184.6104),(32 187.11195),(33 187.00183),(34 186.82977),(35 189.4303),(36 190.50601),(37 189.91052),(38 192.20566),(39 190.55879),(40 191.69763),(41 191.43965),(42 189.85896),(43 190.08675),(44 190.78885),(45 189.46889),(46 189.98723),(47 188.86787),(48 187.81306),(49 190.35426),(50 193.39714),(51 193.95732),(52 195.05135),(53 194.42546),(54 194.7255),(55 195.39104),(56 194.13925),(57 191.3791),(58 191.28894),(59 190.72284),(60 191.74612),(61 193.27225),(62 197.62384),(63 198.8283),(64 199.18083),(65 198.47862),(66 199.58292),(67 199.33855),(68 199.84285),(69 202.39728),(70 203.36002),(71 201.06027),(72 202.32169),(73 202.08104),(74 202.56335),(75 205.16466),(76 205.73122),(77 205.19429),(78 207.78856),(79 208.38708),
(1 100.75032),(2 124.53746),(3 132.5689),(4 140.97037),(5 145.96388),(6 149.10918),(7 152.83223),(8 156.57681),(9 159.2576),(10 160.65944),(11 162.16893),(12 162.92969),(13 164.20319),(14 168.73222),(15 166.96959),(16 167.06935),(17 167.63591),(18 169.8821),(19 168.45543),(20 168.74495),(21 168.93819),(22 170.64977),(23 170.58156),(24 170.9868),(25 173.12645),(26 178.63849),(27 176.83997),(28 178.22069),(29 180.51569),(30 180.671),(31 181.20924),(32 183.80719),(33 183.42264),(34 184.6937),(35 184.20274),(36 183.02141),(37 186.36656),(38 187.75272),(39 186.21463),(40 186.77844),(41 186.47389),(42 184.8235),(43 186.43011),(44 187.58911),(45 188.11769),(46 187.28014),(47 186.55801),(48 186.14052),(49 187.57957),(50 192.55966),(51 189.40985),(52 191.85675),(53 190.8761),(54 190.33333),(55 188.44267),(56 189.13968),(57 188.34023),(58 187.62224),(59 186.12561),(60 189.24754),(61 188.39984),(62 190.81737),(63 189.70334),(64 189.22871),(65 192.86194),(66 191.86398),(67 191.36745),(68 194.15283),(69 195.07597),(70 194.94183),(71 195.26746),(72 196.37006),(73 196.8279),(74 197.72624),(75 198.17307),(76 199.49257),(77 200.56529),(78 203.29741),(79 205.10767),
(1 99.677956),(2 121.9138),(3 133.14204),(4 138.87424),(5 145.57458),(6 148.18127),(7 151.9058),(8 155.00896),(9 158.18304),(10 159.52574),(11 158.15329),(12 160.75142),(13 163.84117),(14 170.65677),(15 168.00775),(16 169.26836),(17 169.83986),(18 169.7176),(19 172.19962),(20 171.93398),(21 173.0473),(22 174.26111),(23 172.92258),(24 174.43268),(25 178.44197),(26 181.74461),(27 180.21852),(28 181.45906),(29 183.65216),(30 183.03464),(31 183.48715),(32 186.20477),(33 187.96605),(34 187.44218),(35 187.81203),(36 187.83896),(37 188.05879),(38 192.6399),(39 189.80148),(40 189.19728),(41 187.70277),(42 184.7915),(43 185.40482),(44 185.13437),(45 184.32085),(46 184.88524),(47 183.37627),(48 186.14722),(49 185.78171),(50 189.75685),(51 188.10988),(52 187.53947),(53 187.33058),(54 188.57042),(55 186.86992),(56 188.27475),(57 188.50345),(58 187.43689),(59 187.89714),(60 187.76924),(61 189.96953),(62 192.96953),(63 194.46964),(64 195.97534),(65 196.04045),(66 197.58778),(67 197.48714),(68 199.3858),(69 199.63435),(70 201.35889),(71 202.35918),(72 202.90501),(73 202.4754),(74 204.12213),(75 203.40623),(76 205.56958),(77 205.04556),(78 206.02473),(79 205.5671),
(1 100.12536),(2 122.168274),(3 130.71533),(4 138.32195),(5 144.52246),(6 148.77689),(7 153.24722),(8 154.9634),(9 158.76642),(10 159.21198),(11 159.16824),(12 161.96346),(13 163.48524),(14 170.91402),(15 168.40671),(16 168.21414),(17 168.9659),(18 169.56917),(19 170.59914),(20 170.61627),(21 171.40302),(22 170.37527),(23 168.85623),(24 170.0872),(25 170.58995),(26 173.47247),(27 175.66394),(28 174.3556),(29 176.40941),(30 179.33168),(31 180.9022),(32 183.43234),(33 185.8253),(34 184.48494),(35 184.86873),(36 185.51218),(37 184.82976),(38 186.36237),(39 183.29198),(40 184.51404),(41 183.65674),(42 184.10435),(43 182.5639),(44 184.08992),(45 186.44643),(46 186.47404),(47 186.3218),(48 184.96454),(49 184.9626),(50 188.0649),(51 186.02411),(52 185.84126),(53 186.2349),(54 184.85815),(55 183.94878),(56 182.97943),(57 182.64708),(58 183.67093),(59 182.12506),(60 185.55853),(61 186.57588),(62 188.59277),(63 186.67693),(64 188.7123),(65 189.5949),(66 189.39368),(67 191.5665),(68 192.4792),(69 194.53513),(70 193.37839),(71 195.42346),(72 194.37535),(73 197.23892),(74 197.8292),(75 198.90782),(76 200.34644),(77 201.33064),(78 202.07924),(79 201.8948),
(1 99.09306),(2 121.34655),(3 127.80603),(4 134.73679),(5 140.63365),(6 143.97743),(7 146.73073),(8 150.29874),(9 151.00404),(10 152.47786),(11 151.37877),(12 153.79056),(13 155.88245),(14 160.72598),(15 159.64676),(16 160.99695),(17 162.68507),(18 164.47409),(19 164.2801),(20 163.52592),(21 163.67787),(22 162.24623),(23 161.75053),(24 164.81212),(25 167.14453),(26 171.98141),(27 170.4244),(28 171.70294),(29 173.6193),(30 175.3729),(31 176.32501),(32 176.1255),(33 176.24655),(34 177.48117),(35 174.82988),(36 175.02884),(37 176.7813),(38 180.64711),(39 180.07475),(40 180.64064),(41 178.86995),(42 179.82361),(43 180.53009),(44 180.62016),(45 180.52078),(46 178.78471),(47 178.56494),(48 176.44537),(49 178.13869),(50 180.823),(51 178.57866),(52 177.48706),(53 179.7979),(54 178.21579),(55 178.86765),(56 178.88168),(57 179.09375),(58 177.73235),(59 176.60748),(60 177.40645),(61 178.5744),(62 182.6539),(63 182.52226),(64 183.97665),(65 183.21852),(66 183.57683),(67 181.57365),(68 183.7097),(69 184.26395),(70 185.12798),(71 185.60516),(72 187.89696),(73 186.9326),(74 188.10825),(75 188.11368),(76 190.24068),(77 191.47133),(78 191.77444),(79 195.77971),
(1 96.554184),(2 119.024994),(3 128.7843),(4 137.68933),(5 143.07446),(6 146.50485),(7 150.38011),(8 152.43823),(9 154.05481),(10 154.55888),(11 155.71909),(12 155.7659),(13 160.19162),(14 165.55872),(15 164.6514),(16 166.8096),(17 166.95996),(18 166.1776),(19 167.02847),(20 168.67235),(21 169.28),(22 168.35422),(23 168.17303),(24 170.35696),(25 169.72934),(26 171.78064),(27 171.49374),(28 172.23851),(29 175.3928),(30 176.70914),(31 179.4306),(32 180.47498),(33 182.41254),(34 183.48067),(35 181.30345),(36 182.26518),(37 182.20375),(38 182.52051),(39 181.39911),(40 179.37527),(41 179.92705),(42 179.1932),(43 179.85947),(44 178.81004),(45 180.36143),(46 181.22961),(47 181.40898),(48 180.88585),(49 183.2961),(50 188.00012),(51 187.49532),(52 184.93153),(53 186.34018),(54 184.24245),(55 184.50157),(56 183.46213),(57 181.85687),(58 182.29189),(59 182.3278),(60 184.17276),(61 184.35971),(62 189.08772),(63 188.35457),(64 190.78172),(65 190.50786),(66 191.0807),(67 193.78342),(68 196.87656),(69 198.66252),(70 200.77127),(71 198.61264),(72 199.0931),(73 198.62793),(74 197.46735),(75 197.4275),(76 200.08804),(77 199.47632),(78 200.1962),(79 200.44617),
(1 96.25239),(2 117.95434),(3 125.60701),(4 132.60855),(5 140.86766),(6 145.5194),(7 148.45691),(8 151.55405),(9 154.3299),(10 154.54906),(11 155.4532),(12 156.71884),(13 158.73352),(14 163.82407),(15 160.00389),(16 161.68542),(17 162.52586),(18 164.13507),(19 164.55591),(20 164.16649),(21 162.16357),(22 163.49573),(23 161.7114),(24 161.31934),(25 162.80746),(26 168.54683),(27 167.40324),(28 171.40686),(29 172.34084),(30 173.1545),(31 173.71558),(32 174.12187),(33 177.20447),(34 177.54382),(35 175.93661),(36 177.65726),(37 179.38248),(38 180.92216),(39 178.58148),(40 179.54071),(41 178.4907),(42 177.47884),(43 177.14758),(44 176.32153),(45 178.38686),(46 177.622),(47 176.6064),(48 176.40057),(49 176.01295),(50 178.57681),(51 176.0785),(52 176.78862),(53 177.5147),(54 176.71394),(55 175.49356),(56 173.92621),(57 175.33409),(58 174.05492),(59 173.81888),(60 174.54024),(61 177.34128),(62 181.44383),(63 180.46532),(64 182.01466),(65 183.61908),(66 184.12398),(67 185.44174),(68 185.97247),(69 187.06131),(70 187.24913),(71 187.73618),(72 188.55392),(73 190.90758),(74 190.37334),(75 191.47783),(76 192.54308),(77 193.42426),(78 194.46011),(79 196.2378),
(1 94.2363),(2 116.09737),(3 123.945404),(4 131.32832),(5 137.3355),(6 143.36105),(7 146.3571),(8 148.53896),(9 150.71411),(10 149.89499),(11 150.90092),(12 150.9365),(13 153.74284),(14 158.79787),(15 157.71236),(16 158.68958),(17 158.24536),(18 161.10661),(19 160.50374),(20 161.0129),(21 161.18047),(22 162.00145),(23 160.70393),(24 162.35222),(25 165.81987),(26 168.58069),(27 168.44896),(28 170.26575),(29 171.98097),(30 174.06851),(31 173.90936),(32 175.81596),(33 178.81406),(34 178.32849),(35 178.99255),(36 180.49191),(37 181.35031),(38 181.57458),(39 180.74304),(40 182.45914),(41 181.26575),(42 181.74936),(43 182.56075),(44 181.75533),(45 182.70071),(46 183.39122),(47 180.92513),(48 181.02202),(49 181.17166),(50 184.36607),(51 181.04982),(52 181.79588),(53 182.71625),(54 181.65091),(55 181.05792),(56 178.95508),(57 178.50912),(58 178.3011),(59 176.44237),(60 176.2244),(61 176.64967),(62 180.57814),(63 181.62662),(64 183.33206),(65 181.00676),(66 181.84471),(67 181.3758),(68 181.31194),(69 182.5248),(70 183.25215),(71 183.33974),(72 184.07266),(73 185.92535),(74 187.78807),(75 190.04187),(76 191.81117),(77 194.15387),(78 194.33415),(79 197.09282),
(1 93.08748),(2 114.2164),(3 120.9811),(4 128.35568),(5 135.03949),(6 139.41339),(7 142.43831),(8 145.22893),(9 145.95412),(10 147.49234),(11 148.88554),(12 150.28284),(13 151.67682),(14 157.96437),(15 156.47467),(16 158.6544),(17 159.33722),(18 160.09041),(19 161.79872),(20 163.07338),(21 164.65001),(22 164.47194),(23 164.64983),(24 165.77364),(25 165.06735),(26 167.47281),(27 168.02966),(28 169.56165),(29 170.13882),(30 172.56236),(31 174.08717),(32 176.10663),(33 176.2929),(34 174.8318),(35 174.45854),(36 175.22691),(37 177.06856),(38 178.20541),(39 178.67148),(40 174.70107),(41 175.85268),(42 173.81293),(43 172.45546),(44 172.00227),(45 171.88771),(46 172.3249),(47 171.00543),(48 171.01382),(49 171.80052),(50 174.90247),(51 175.9063),(52 175.69946),(53 175.32285),(54 175.03667),(55 172.54947),(56 172.73131),(57 173.18356),(58 172.88725),(59 171.76738),(60 173.18678),(61 175.10231),(62 177.66214),(63 179.22499),(64 181.65846),(65 182.73592),(66 184.31816),(67 183.79333),(68 183.5227),(69 184.96735),(70 186.86224),(71 188.19537),(72 188.73558),(73 189.41353),(74 189.00912),(75 188.08202),(76 188.25941),(77 189.256),(78 189.19873),(79 190.75186),
(1 92.9493),(2 112.039055),(3 118.495514),(4 126.93043),(5 133.90848),(6 138.89252),(7 142.20796),(8 145.44992),(9 147.08846),(10 149.12689),(11 151.84457),(12 153.32619),(13 156.15054),(14 160.99469),(15 158.39818),(16 160.21848),(17 159.57037),(18 160.74167),(19 159.9363),(20 161.09651),(21 162.5981),(22 162.37029),(23 160.97461),(24 162.70921),(25 164.60611),(26 169.41766),(27 168.07944),(28 170.73149),(29 172.16199),(30 173.00992),(31 173.87903),(32 174.46999),(33 176.23872),(34 176.57617),(35 175.98593),(36 177.3839),(37 178.3969),(38 178.954),(39 176.32867),(40 177.43277),(41 177.75478),(42 175.96535),(43 174.84279),(44 173.79396),(45 175.3875),(46 174.30844),(47 172.2138),(48 172.6236),(49 171.3122),(50 175.37207),(51 173.17194),(52 172.01175),(53 171.74904),(54 171.94928),(55 171.72148),(56 170.04129),(57 167.6621),(58 170.83076),(59 170.1544),(60 171.5329),(61 172.50552),(62 174.37753),(63 174.72523),(64 176.07036),(65 174.3656),(66 175.34402),(67 175.31139),(68 174.63744),(69 175.35928),(70 177.01282),(71 176.48944),(72 177.65675),(73 180.24992),(74 182.05852),(75 181.44868),(76 183.09406),(77 185.10645),(78 185.39023),(79 186.89445),
