1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 109269.15),(2 383907.53),(3 812419.7),(4 1359347),(5 1970322.5),(6 2636647.8),(7 3366642),(8 4084401.8),(9 4827180.5),(10 5552880.5),(11 6342312),(12 6933332),(13 7409336.5),(14 7928782),(15 8496457),(16 9117221),(17 9865192),(18 10594368),(19 11303573),(20 12068972),(21 12849229),(22 13651521),(23 14597667),(24 15400884),(25 16023769),(26 16676320),(27 17383662),(28 17997194),(29 18559574),(30 19045262),(31 19377782),(32 19795622),(33 20242596),(34 20728566),(35 21278952),(36 21812196),(37 22297792),(38 22727438),(39 23234078),(40 23666666),(41 24222712),(42 24793254),(43 25316370),(44 25833392),(45 26323264),(46 26848570),(47 27575280),(48 28378314),(49 29296570),(50 30208170),(51 31179218),(52 32192502),(53 33184182),(54 34155270),(55 35085680),(56 35934600),(57 36866988),(58 37885370),(59 39025500),(60 40341930),(61 41670356),(62 43254480),(63 44903812),(64 46577184),(65 48260268),(66 50230892),(67 52242844),(68 54290036),(69 56427292),(70 58300244),(71 60118092),(72 61972124),(73 63496468),(74 65068396),(75 66395308),(76 67529960),(77 68770570),(78 69903350),(79 70838220),
(1 201.50462),(2 262.3878),(3 294.48346),(4 311.0497),(5 326.45645),(6 334.41858),(7 334.97934),(8 333.85632),(9 337.80307),(10 337.90088),(11 343.0216),(12 342.17123),(13 348.6277),(14 351.47745),(15 350.66745),(16 352.4625),(17 353.33466),(18 355.4474),(19 355.84308),(20 357.2066),(21 358.26678),(22 358.02792),(23 361.11218),(24 361.1289),(25 361.99698),(26 364.47327),(27 362.59604),(28 369.485),(29 366.6853),(30 367.3144),(31 368.89252),(32 373.95776),(33 375.09906),(34 375.57764),(35 380.1059),(36 380.9791),(37 382.99286),(38 385.65063),(39 385.70905),(40 384.05826),(41 383.96088),(42 387.3155),(43 387.4376),(44 389.57675),(45 387.52548),(46 384.28082),(47 388.66312),(48 395.61783),(49 400.23276),(50 406.5176),(51 409.92035),(52 412.10422),(53 409.14838),(54 412.31784),(55 414.411),(56 420.09894),(57 420.98395),(58 418.0212),(59 424.10962),(60 429.13397),(61 426.67392),(62 425.95413),(63 418.47598),(64 419.59488),(65 422.9491),(66 424.93402),(67 428.8438),(68 432.5408),(69 432.8977),(70 434.07834),(71 434.3377),(72 433.76505),(73 434.001),(74 438.87253),(75 436.78937),(76 441.00296),(77 443.65033),(78 440.94775),(79 439.4542),
(1 199.2814),(2 255.82791),(3 283.7311),(4 301.82715),(5 318.63205),(6 333.89148),(7 337.38806),(8 343.7736),(9 346.6794),(10 345.17017),(11 348.10168),(12 345.88684),(13 347.85526),(14 352.6812),(15 346.82767),(16 351.73624),(17 354.51804),(18 353.97098),(19 350.20218),(20 349.8739),(21 346.50458),(22 343.30017),(23 342.95325),(24 344.99194),(25 347.87994),(26 350.4083),(27 353.41986),(28 358.92047),(29 360.32574),(30 364.20474),(31 367.52408),(32 368.10104),(33 371.13794),(34 368.4399),(35 372.89294),(36 372.35117),(37 372.85477),(38 371.91537),(39 375.4628),(40 379.14648),(41 380.18372),(42 382.57333),(43 381.31546),(44 382.8702),(45 385.96988),(46 385.1756),(47 388.82306),(48 390.01337),(49 384.91827),(50 389.29028),(51 389.6733),(52 390.5423),(53 387.76715),(54 395.35596),(55 394.1154),(56 395.51932),(57 396.45325),(58 402.9805),(59 403.3929),(60 408.23135),(61 409.96954),(62 406.98352),(63 407.53293),(64 404.896),(65 406.79285),(66 407.4359),(67 409.48767),(68 413.03357),(69 417.9948),(70 417.33533),(71 420.29352),(72 421.8889),(73 427.2501),(74 428.4065),(75 428.39896),(76 427.51776),(77 428.0186),(78 424.9495),(79 424.98474),
(1 196.69893),(2 252.61687),(3 281.91257),(4 299.47098),(5 317.49933),(6 323.80472),(7 331.20605),(8 330.92307),(9 335.1263),(10 336.72104),(11 334.30154),(12 333.54205),(13 338.36057),(14 342.05612),(15 343.33005),(16 345.56696),(17 346.26874),(18 345.48297),(19 345.50266),(20 347.57474),(21 347.93604),(22 346.98428),(23 346.66144),(24 348.34363),(25 347.55014),(26 346.95242),(27 349.09668),(28 354.9155),(29 357.20493),(30 358.92813),(31 356.8282),(32 359.2625),(33 360.09308),(34 365.20245),(35 366.63492),(36 368.28998),(37 367.61063),(38 370.03616),(39 373.37286),(40 374.87213),(41 375.75708),(42 373.64404),(43 380.9869),(44 380.4159),(45 380.2895),(46 383.90985),(47 386.59616),(48 387.97992),(49 390.33282),(50 392.89896),(51 393.90057),(52 398.51218),(53 402.08432),(54 404.54504),(55 404.41168),(56 404.2384),(57 404.53146),(58 406.79858),(59 403.0032),(60 406.96088),(61 407.8696),(62 412.31784),(63 411.7487),(64 415.43274),(65 412.57687),(66 415.39633),(67 415.52908),(68 418.2043),(69 418.44577),(70 420.17578),(71 420.39728),(72 423.47968),(73 424.24374),(74 428.33905),(75 426.6621),(76 425.61053),(77 427.49185),(78 429.53308),(79 430.93747),
(1 190.55385),(2 242.905),(3 273.18552),(4 291.9573),(5 306.0716),(6 313.6409),(7 315.83496),(8 320.59302),(9 319.63055),(10 320.6513),(11 319.71994),(12 322.69644),(13 329.0077),(14 329.80463),(15 328.89264),(16 329.8236),(17 330.44284),(18 331.15945),(19 334.5943),(20 334.1546),(21 336.9701),(22 336.3322),(23 335.82333),(24 333.73523),(25 335.44504),(26 336.0617),(27 338.83737),(28 341.45627),(29 343.13608),(30 345.3481),(31 351.36185),(32 354.33423),(33 355.32806),(34 353.65308),(35 356.722),(36 359.47882),(37 357.93307),(38 359.21097),(39 356.9809),(40 356.93372),(41 357.6138),(42 360.7738),(43 364.046),(44 369.24115),(45 374.05945),(46 375.78647),(47 376.36362),(48 376.29776),(49 374.28925),(50 375.8894),(51 374.1108),(52 378.0188),(53 379.22327),(54 381.75403),(55 384.1459),(56 390.08325),(57 386.70877),(58 391.811),(59 387.0975),(60 390.54028),(61 389.0992),(62 392.79813),(63 393.3405),(64 394.90732),(65 393.77356),(66 393.81125),(67 395.50406),(68 395.7882),(69 398.38675),(70 400.23825),(71 406.13205),(72 405.42914),(73 408.71182),(74 411.51056),(75 411.4653),(76 409.57013),(77 410.43042),(78 410.821),(79 410.71863),
(1 186.60527),(2 233.0194),(3 260.3592),(4 275.6415),(5 289.9729),(6 295.37036),(7 299.53412),(8 302.86163),(9 302.04898),(10 306.27615),(11 305.53357),(12 310.3757),(13 318.5641),(14 317.51376),(15 316.82144),(16 317.25937),(17 313.27646),(18 314.6715),(19 314.5635),(20 316.9285),(21 321.8381),(22 321.48907),(23 322.44214),(24 322.46982),(25 325.00726),(26 329.10477),(27 328.789),(28 330.08112),(29 331.0044),(30 333.8269),(31 333.88123),(32 338.40192),(33 342.0572),(34 347.46262),(35 345.2119),(36 347.6664),(37 348.6166),(38 350.46152),(39 345.7232),(40 348.82193),(41 347.72656),(42 348.63977),(43 352.23218),(44 351.4813),(45 354.24652),(46 354.38336),(47 355.13794),(48 356.67477),(49 356.82492),(50 362.0203),(51 361.26462),(52 366.12878),(53 367.45044),(54 369.90738),(55 368.88177),(56 369.849),(57 368.23187),(58 369.19376),(59 370.0103),(60 372.30182),(61 374.60278),(62 374.3712),(63 372.00674),(64 374.23935),(65 373.1946),(66 375.0432),(67 378.95996),(68 378.87366),(69 381.01904),(70 380.05487),(71 384.05527),(72 389.55118),(73 391.863),(74 392.77124),(75 393.2801),(76 391.15317),(77 392.76923),(78 392.3131),(79 393.6908),
(1 181.81467),(2 230.62357),(3 257.45636),(4 271.95044),(5 287.57846),(6 295.60873),(7 301.77158),(8 308.2789),(9 304.23102),(10 303.55573),(11 305.21454),(12 308.68158),(13 314.2359),(14 315.99664),(15 313.80618),(16 313.32764),(17 313.1286),(18 315.76804),(19 318.03537),(20 320.8234),(21 322.69144),(22 320.47702),(23 319.95465),(24 324.88892),(25 328.21176),(26 328.7761),(27 327.51624),(28 329.63568),(29 332.04285),(30 332.37622),(31 330.56833),(32 331.0435),(33 332.68546),(34 337.7162),(35 336.29062),(36 334.81955),(37 340.57996),(38 345.0333),(39 344.13327),(40 345.8128),(41 345.59137),(42 344.10007),(43 345.95044),(44 350.09564),(45 353.92178),(46 353.37677),(47 351.67017),(48 353.52625),(49 354.5981),(50 356.31528),(51 353.79132),(52 353.5092),(53 359.83856),(54 359.3287),(55 359.14056),(56 361.41013),(57 357.19785),(58 362.72046),(59 362.77225),(60 365.0138),(61 367.52597),(62 365.20706),(63 363.12247),(64 362.23172),(65 360.60138),(66 361.1784),(67 365.93118),(68 366.79077),(69 367.93396),(70 368.06744),(71 369.26437),(72 371.23923),(73 374.5411),(74 375.03308),(75 373.2266),(76 373.46014),(77 374.62115),(78 379.0149),(79 377.59283),
(1 181.81587),(2 229.89244),(3 254.37741),(4 272.0079),(5 284.0874),(6 291.95657),(7 295.97107),(8 298.61707),(9 301.32703),(10 300.83087),(11 305.55615),(12 302.4363),(13 305.4912),(14 305.8767),(15 305.27457),(16 309.46954),(17 308.28293),(18 309.16376),(19 312.8295),(20 311.69708),(21 315.5744),(22 315.86722),(23 316.43893),(24 318.7754),(25 319.62677),(26 320.32648),(27 316.33206),(28 321.68704),(29 325.34592),(30 325.6571),(31 329.19272),(32 329.06964),(33 334.0444),(34 333.052),(35 335.32315),(36 337.05093),(37 337.95724),(38 339.90527),(39 342.68976),(40 340.46262),(41 343.625),(42 342.1305),(43 346.2803),(44 347.96442),(45 351.6658),(46 346.8292),(47 346.44217),(48 350.70657),(49 350.06146),(50 350.9578),(51 350.596),(52 353.64346),(53 357.58725),(54 358.35934),(55 360.15234),(56 356.97635),(57 359.08325),(58 359.03363),(59 357.31302),(60 359.95865),(61 359.72443),(62 357.52557),(63 357.7303),(64 357.23563),(65 356.75864),(66 357.5606),(67 363.97757),(68 363.65506),(69 362.69952),(70 363.88293),(71 367.11572),(72 368.37903),(73 367.27228),(74 368.0723),(75 369.13895),(76 372.68478),(77 372.03952),(78 371.38544),(79 369.7794),
(1 177.53175),(2 224.48845),(3 249.44388),(4 269.252),(5 281.56714),(6 288.2298),(7 293.4147),(8 296.05142),(9 296.76407),(10 302.77216),(11 302.8265),(12 303.87393),(13 301.68213),(14 305.38315),(15 300.791),(16 304.36267),(17 305.69113),(18 304.8939),(19 304.9285),(20 301.20392),(21 305.7568),(22 306.4536),(23 310.63678),(24 310.35672),(25 309.58893),(26 314.50662),(27 311.9402),(28 314.78845),(29 314.6297),(30 321.4056),(31 322.63052),(32 324.71484),(33 327.4453),(34 326.58777),(35 329.7168),(36 335.30475),(37 333.3828),(38 332.06354),(39 331.41522),(40 329.66507),(41 334.08136),(42 335.0613),(43 337.441),(44 341.8582),(45 344.4542),(46 341.0735),(47 340.27),(48 340.62674),(49 339.94894),(50 343.3883),(51 341.8813),(52 344.71637),(53 346.7668),(54 345.4984),(55 347.3259),(56 345.47485),(57 349.1644),(58 348.53992),(59 345.38113),(60 349.42743),(61 347.23715),(62 348.46255),(63 350.2065),(64 353.84576),(65 359.0283),(66 355.92044),(67 356.38046),(68 355.68082),(69 356.83878),(70 357.99164),(71 362.95816),(72 364.14307),(73 360.39984),(74 360.28336),(75 362.77124),(76 365.41202),(77 366.51752),(78 365.4969),(79 364.03802),
(1 175.42993),(2 219.11584),(3 243.22144),(4 261.64032),(5 272.3874),(6 281.47955),(7 284.54117),(8 286.32343),(9 286.6815),(10 288.0182),(11 291.18314),(12 291.8719),(13 294.6218),(14 296.6437),(15 292.64767),(16 295.49463),(17 300.9193),(18 302.6343),(19 300.43817),(20 299.62427),(21 303.22122),(22 305.3813),(23 307.87228),(24 309.24637),(25 307.81125),(26 308.6593),(27 307.98477),(28 310.75656),(29 310.48395),(30 314.03113),(31 316.7081),(32 317.1862),(33 317.15762),(34 320.93515),(35 319.10828),(36 324.1267),(37 321.6912),(38 323.6082),(39 324.72607),(40 324.86337),(41 326.51254),(42 328.9593),(43 331.45508),(44 333.3477),(45 331.24475),(46 331.25024),(47 329.66263),(48 331.81882),(49 332.49783),(50 333.9173),(51 337.46347),(52 336.76025),(53 338.27875),(54 339.2131),(55 335.5047),(56 333.7339),(57 337.9891),(58 337.89722),(59 341.18225),(60 342.9081),(61 343.4358),(62 346.76337),(63 346.36392),(64 344.89417),(65 344.47794),(66 342.69833),(67 346.86282),(68 348.6449),(69 348.91003),(70 352.11414),(71 351.1692),(72 352.77167),(73 352.04877),(74 353.29657),(75 355.2307),(76 353.50134),(77 356.3267),(78 358.75958),(79 358.9784),
(1 173.44702),(2 219.10744),(3 239.38295),(4 252.38608),(5 266.20706),(6 271.67368),(7 276.28375),(8 275.50235),(9 278.36392),(10 280.33356),(11 279.45142),(12 281.34726),(13 281.5312),(14 283.77853),(15 283.56366),(16 284.92493),(17 287.76297),(18 289.30353),(19 289.82236),(20 288.9478),(21 295.43094),(22 301.4193),(23 302.38922),(24 300.87634),(25 304.1475),(26 302.17822),(27 302.72092),(28 307.52988),(29 303.70453),(30 307.32236),(31 310.17767),(32 308.232),(33 313.53305),(34 313.961),(35 311.84976),(36 315.4873),(37 314.22247),(38 318.32727),(39 317.55368),(40 318.32523),(41 317.91248),(42 317.57568),(43 316.76254),(44 317.61414),(45 319.72406),(46 319.34418),(47 317.2545),(48 321.87787),(49 325.3719),(50 326.085),(51 326.83017),(52 327.8008),(53 325.76172),(54 327.5626),(55 328.30933),(56 330.52057),(57 334.11673),(58 332.56915),(59 335.68567),(60 338.0915),(61 339.67358),(62 339.98038),(63 340.98288),(64 341.69986),(65 343.35187),(66 344.48175),(67 349.3627),(68 346.0075),(69 347.98572),(70 346.97556),(71 348.55804),(72 350.33884),(73 353.28366),(74 356.07068),(75 358.11636),(76 361.00983),(77 358.7812),(78 358.96826),(79 360.8853),
(1 170.36983),(2 213.92888),(3 236.079),(4 251.20657),(5 257.96918),(6 266.70468),(7 272.2329),(8 273.77597),(9 274.1531),(10 277.22614),(11 281.43646),(12 283.09985),(13 286.29584),(14 285.1661),(15 284.91254),(16 287.2392),(17 285.1603),(18 283.75632),(19 284.82516),(20 282.4463),(21 286.31854),(22 286.71982),(23 288.185),(24 289.22397),(25 289.91342),(26 291.7567),(27 292.12384),(28 295.05142),(29 298.1699),(30 299.38168),(31 301.70865),(32 303.151),(33 306.15503),(34 307.17395),(35 312.0882),(36 312.6215),(37 311.40866),(38 316.65665),(39 317.71378),(40 317.18726),(41 316.21875),(42 312.9024),(43 316.17606),(44 316.0536),(45 314.93546),(46 314.1694),(47 317.3525),(48 320.39572),(49 321.5307),(50 320.1809),(51 323.3434),(52 326.5536),(53 320.01962),(54 324.7921),(55 323.43118),(56 326.05386),(57 325.31705),(58 325.98486),(59 327.6471),(60 328.5082),(61 329.0046),(62 331.30997),(63 329.3111),(64 329.8034),(65 332.85834),(66 334.44757),(67 333.63293),(68 334.414),(69 335.44034),(70 337.26178),(71 338.3447),(72 342.73264),(73 345.29913),(74 346.88647),(75 346.73538),(76 347.29788),(77 346.03186),(78 348.43283),(79 349.43646),
(1 166.25021),(2 209.81439),(3 230.58455),(4 247.51945),(5 255.8148),(6 267.14124),(7 268.56165),(8 269.9103),(9 270.20673),(10 271.29852),(11 271.973),(12 276.9005),(13 277.98422),(14 280.66574),(15 279.88147),(16 280.11243),(17 280.37112),(18 279.49533),(19 280.0319),(20 281.25018),(21 284.3598),(22 285.8549),(23 285.89578),(24 285.0414),(25 287.6865),(26 289.37274),(27 285.27585),(28 288.74512),(29 286.58704),(30 283.44403),(31 288.4557),(32 290.5782),(33 291.7648),(34 291.3088),(35 294.6895),(36 297.33188),(37 296.65997),(38 298.83643),(39 295.4731),(40 297.9926),(41 299.65247),(42 304.0387),(43 307.31042),(44 305.73642),(45 307.55597),(46 305.0063),(47 304.49115),(48 306.05334),(49 307.93784),(50 308.90613),(51 306.32684),(52 307.65186),(53 308.5981),(54 312.3039),(55 313.09473),(56 313.84366),(57 311.76947),(58 309.917),(59 313.70477),(60 316.95044),(61 314.25656),(62 315.33975),(63 312.17923),(64 311.7198),(65 313.43356),(66 314.7514),(67 317.1424),(68 318.92813),(69 323.04297),(70 326.35757),(71 328.64505),(72 331.8019),(73 332.4669),(74 328.4503),(75 328.90848),(76 329.63678),(77 328.76227),(78 331.35068),(79 335.2299),
(1 164.03091),(2 200.619),(3 221.28288),(4 236.64456),(5 243.41235),(6 252.7983),(7 260.96402),(8 260.85052),(9 264.59775),(10 265.8064),(11 267.40512),(12 269.0677),(13 268.7288),(14 270.25638),(15 269.87613),(16 270.1179),(17 271.08832),(18 271.09274),(19 271.8611),(20 275.12753),(21 277.87582),(22 275.79306),(23 279.6144),(24 278.78024),(25 278.2372),(26 280.28198),(27 279.38205),(28 282.12473),(29 282.33398),(30 282.34283),(31 284.19623),(32 285.15762),(33 286.09732),(34 288.1252),(35 289.0186),(36 291.40833),(37 291.67545),(38 293.9115),(39 291.14777),(40 290.4525),(41 292.91464),(42 297.39853),(43 303.54044),(44 302.3073),(45 301.538),(46 297.00876),(47 297.83014),(48 300.219),(49 301.17584),(50 302.67218),(51 300.45514),(52 303.1052),(53 303.81943),(54 302.74826),(55 305.0729),(56 304.54504),(57 306.04745),(58 308.17822),(59 308.79498),(60 311.59836),(61 313.2096),(62 309.7883),(63 311.50766),(64 314.6644),(65 315.4771),(66 314.02628),(67 315.42838),(68 314.9578),(69 317.97342),(70 318.60873),(71 318.78336),(72 321.42737),(73 324.7308),(74 324.14026),(75 322.5638),(76 322.67242),(77 324.49402),(78 324.2779),(79 325.65424),
(1 161.64577),(2 203.45613),(3 226.08276),(4 237.90532),(5 251.6509),(6 257.0753),(7 261.2975),(8 266.50867),(9 269.33746),(10 267.24554),(11 267.47568),(12 271.45654),(13 271.5408),(14 273.6663),(15 271.31125),(16 273.59738),(17 269.80432),(18 272.67178),(19 274.46646),(20 274.74683),(21 276.4979),(22 277.23993),(23 279.8264),(24 280.37375),(25 279.63626),(26 282.7187),(27 282.45477),(28 283.1917),(29 287.99112),(30 289.4448),(31 296.69928),(32 294.225),(33 295.95728),(34 294.9119),(35 296.55295),(36 297.21756),(37 296.81885),(38 301.73532),(39 299.4501),(40 300.58893),(41 303.18967),(42 303.10526),(43 303.6737),(44 305.99808),(45 305.3816),(46 306.05847),(47 305.7055),(48 309.48),(49 308.51025),(50 308.4202),(51 304.38208),(52 303.234),(53 302.61655),(54 302.066),(55 303.6747),(56 305.17157),(57 303.48758),(58 304.61853),(59 304.9281),(60 304.72433),(61 302.62692),(62 304.7725),(63 306.45117),(64 306.9849),(65 308.0485),(66 307.20847),(67 308.7931),(68 308.03195),(69 309.19287),(70 310.49158),(71 310.47583),(72 310.0041),(73 314.0017),(74 311.47418),(75 310.96442),(76 312.66464),(77 315.21344),(78 315.11475),(79 316.60352),
(1 158.31772),(2 196.13272),(3 216.67216),(4 230.78412),(5 241.05205),(6 248.30688),(7 251.00421),(8 258.20645),(9 259.2021),(10 257.806),(11 256.9473),(12 259.22107),(13 265.2603),(14 266.12604),(15 263.1085),(16 262.114),(17 262.6857),(18 263.20206),(19 267.20825),(20 267.81497),(21 270.41818),(22 269.0886),(23 271.39734),(24 274.95557),(25 275.567),(26 275.41428),(27 276.4388),(28 276.3964),(29 278.18073),(30 277.47784),(31 281.78903),(32 282.8906),(33 283.5271),(34 284.84317),(35 283.85962),(36 286.3585),(37 288.21985),(38 285.06046),(39 282.525),(40 285.6918),(41 286.17328),(42 289.98788),(43 291.81796),(44 294.64035),(45 295.84497),(46 295.03943),(47 297.71237),(48 299.15463),(49 301.419),(50 302.0256),(51 298.59552),(52 298.615),(53 296.01587),(54 299.3568),(55 299.3835),(56 300.51624),(57 297.75806),(58 300.48926),(59 300.0554),(60 304.63074),(61 304.77237),(62 309.28748),(63 304.4183),(64 305.88998),(65 306.96527),(66 305.64075),(67 307.98984),(68 309.93173),(69 308.9407),(70 311.1542),(71 306.85034),(72 312.1592),(73 318.15176),(74 317.55994),(75 317.17847),(76 318.19943),(77 317.49365),(78 318.92465),(79 317.18243),
(1 158.84293),(2 197.10022),(3 214.93951),(4 230.9504),(5 239.03392),(6 245.77855),(7 251.39809),(8 255.99277),(9 257.16528),(10 256.63498),(11 257.2273),(12 258.36243),(13 263.35025),(14 262.93536),(15 261.95602),(16 259.90802),(17 261.27167),(18 261.09302),(19 264.2098),(20 268.85574),(21 271.98267),(22 269.94284),(23 271.63223),(24 277.4849),(25 274.60153),(26 277.62802),(27 277.08374),(28 276.34637),(29 276.28476),(30 277.97507),(31 278.71915),(32 278.6003),(33 278.31638),(34 279.74072),(35 285.698),(36 288.9478),(37 287.6208),(38 286.85617),(39 284.22174),(40 286.5006),(41 290.09167),(42 291.80466),(43 293.3277),(44 295.0147),(45 291.5069),(46 291.62604),(47 291.40598),(48 291.74704),(49 294.17963),(50 293.89343),(51 291.95624),(52 294.15045),(53 295.66223),(54 295.48264),(55 295.41318),(56 292.78784),(57 292.69125),(58 293.91602),(59 298.09067),(60 304.05038),(61 303.58667),(62 305.103),(63 303.2274),(64 305.9137),(65 307.62408),(66 307.5744),(67 309.6322),(68 310.4929),(69 313.7201),(70 314.43158),(71 314.99142),(72 314.28403),(73 316.02948),(74 316.80194),(75 313.86398),(76 312.45993),(77 316.31046),(78 315.31662),(79 313.00513),
(1 153.44916),(2 189.46199),(3 207.97574),(4 221.16238),(5 229.44508),(6 235.70064),(7 238.5059),(8 241.35983),(9 242.35156),(10 244.84741),(11 246.85187),(12 249.07195),(13 249.79918),(14 251.42383),(15 251.00365),(16 252.25888),(17 256.0259),(18 255.10527),(19 254.90831),(20 257.3058),(21 259.94272),(22 262.3774),(23 260.4005),(24 263.03635),(25 264.4048),(26 264.2429),(27 262.43292),(28 263.92975),(29 265.5711),(30 265.44205),(31 269.15826),(32 269.95135),(33 272.0823),(34 273.1723),(35 272.49234),(36 275.31415),(37 274.6747),(38 273.28955),(39 270.6591),(40 274.28668),(41 273.03397),(42 279.4166),(43 279.0272),(44 281.04266),(45 279.51135),(46 278.4266),(47 278.7828),(48 282.2258),(49 283.3621),(50 283.1231),(51 282.98367),(52 284.54114),(53 283.67087),(54 281.93628),(55 282.11832),(56 281.5946),(57 281.3962),(58 282.46497),(59 285.052),(60 286.11578),(61 286.7338),(62 289.87308),(63 287.1735),(64 287.0103),(65 287.3205),(66 284.98096),(67 289.7561),(68 290.4017),(69 291.1116),(70 290.2157),(71 288.80115),(72 294.69284),(73 294.21396),(74 293.69604),(75 292.65048),(76 292.43097),(77 294.85742),(78 294.70132),(79 293.4526),
(1 154.12215),(2 187.37764),(3 203.91278),(4 220.48564),(5 232.41515),(6 238.36789),(7 241.16458),(8 247.51874),(9 248.51105),(10 251.768),(11 251.94676),(12 254.15842),(13 254.59103),(14 255.82332),(15 251.35051),(16 254.97502),(17 252.89641),(18 252.23314),(19 252.91216),(20 255.3379),(21 255.28624),(22 259.44843),(23 257.78668),(24 262.85114),(25 261.1769),(26 263.68484),(27 259.92358),(28 267.0282),(29 267.0536),(30 269.43085),(31 266.80264),(32 270.02698),(33 271.47678),(34 269.3451),(35 269.56232),(36 271.10757),(37 273.64905),(38 274.44412),(39 272.73587),(40 273.79333),(41 275.34814),(42 280.04697),(43 278.96326),(44 279.46735),(45 278.81754),(46 280.89307),(47 278.1526),(48 276.6322),(49 283.71548),(50 283.0724),(51 282.67868),(52 283.42496),(53 283.77228),(54 282.21585),(55 281.22687),(56 283.64737),(57 281.2383),(58 282.15222),(59 282.7228),(60 283.761),(61 285.33575),(62 285.8031),(63 284.2141),(64 284.23956),(65 285.55246),(66 284.2137),(67 286.2642),(68 288.38083),(69 288.09525),(70 288.74182),(71 286.77115),(72 288.99872),(73 292.0222),(74 291.28577),(75 287.6041),(76 290.3945),(77 290.26117),(78 289.0632),(79 290.0115),
