1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 104935.51),(2 175442.55),(3 205552.69),(4 389157.25),(5 518066),(6 598334.75),(7 836096.3),(8 1009370.56),(9 1080741),(10 1319049.3),(11 1496890.9),(12 1579188.6),(13 1813158),(14 1979130.4),(15 2036830.4),(16 2283201.8),(17 2466941.8),(18 2511067.3),(19 2743796.3),(20 2934801.8),(21 3003528.8),(22 3268799.3),(23 3550555.3),(24 3663256),(25 4000852),(26 4337561.5),(27 4485941.5),(28 4827280),(29 5172644.5),(30 5379207),(31 5805374.5),(32 6221814),(33 6473874.5),(34 6912728),(35 7358525.5),(36 7632615.5),(37 8058034),(38 8562907),(39 8836453),(40 9284385),(41 9753366),(42 10064820),(43 10560983),(44 11068233),(45 11385749),(46 11880776),(47 12416603),(48 12788739),(49 13326653),(50 13905747),(51 14241513),(52 14761833),(53 15395776),(54 15708163),(55 16224636),(56 16763533),(57 17147816),(58 17770466),(59 18304320),(60 18748846),(61 19333112),(62 19980698),(63 20446110),(64 21063504),(65 21753198),(66 22253898),(67 22945602),(68 23787882),(69 24245792),(70 24848920),(71 25576246),(72 26049024),(73 26666522),(74 27303658),(75 27751546),(76 28349152),(77 29029856),(78 29540118),(79 30155182),
(1 382.36752),(2 511.41306),(3 586.73505),(4 618.63916),(5 632.33655),(6 645.5289),(7 658.7345),(8 690.58124),(9 699.6136),(10 707.12305),(11 696.3436),(12 674.074),(13 656.77264),(14 646.4746),(15 646.57074),(16 660.6755),(17 662.87585),(18 665.7772),(19 665.4604),(20 662.0378),(21 660.70776),(22 662.7735),(23 674.4708),(24 684.02673),(25 694.37506),(26 700.8794),(27 708.8468),(28 714.02344),(29 717.66705),(30 717.3085),(31 721.40875),(32 722.21313),(33 725.1315),(34 720.9546),(35 725.21027),(36 726.4703),(37 726.42096),(38 740.44904),(39 750.6042),(40 758.0831),(41 757.6895),(42 760.83496),(43 751.9674),(44 749.3321),(45 746.8963),(46 744.78986),(47 739.2642),(48 739.30176),(49 728.83374),(50 729.5114),(51 730.3773),(52 735.294),(53 736.1447),(54 730.4309),(55 739.24414),(56 738.48175),(57 744.2002),(58 752.2366),(59 757.0951),(60 756.24426),(61 758.4179),(62 758.6426),(63 751.7463),(64 748.00964),(65 750.9008),(66 742.7503),(67 744.7831),(68 746.9966),(69 741.66046),(70 731.9452),(71 736.6554),(72 743.1942),(73 749.5325),(74 757.02905),(75 758.6822),(76 765.69855),(77 766.4863),(78 761.30896),(79 753.95215),
(1 367.2571),(2 491.08783),(3 554.80365),(4 585.559),(5 602.3382),(6 621.9809),(7 637.01654),(8 667.46747),(9 671.9951),(10 672.3106),(11 661.0866),(12 646.1758),(13 637.3785),(14 624.2638),(15 617.0401),(16 630.75696),(17 635.44385),(18 638.9727),(19 638.6008),(20 645.36676),(21 649.8497),(22 652.63995),(23 660.68616),(24 666.48114),(25 676.8571),(26 679.30194),(27 686.44293),(28 689.0042),(29 688.3962),(30 693.3524),(31 695.73193),(32 691.726),(33 694.8679),(34 700.4755),(35 709.6283),(36 707.47076),(37 709.9519),(38 716.35376),(39 721.4173),(40 729.91144),(41 735.5723),(42 733.601),(43 727.60315),(44 725.5035),(45 733.73303),(46 727.565),(47 725.52795),(48 722.75684),(49 719.1487),(50 715.69055),(51 710.1824),(52 703.792),(53 703.7261),(54 704.2711),(55 712.78357),(56 719.7548),(57 715.0067),(58 717.14056),(59 720.8781),(60 726.1729),(61 719.87354),(62 725.5204),(63 728.252),(64 719.9043),(65 720.95746),(66 716.3452),(67 719.06866),(68 730.8492),(69 728.5779),(70 721.7861),(71 717.8264),(72 714.0649),(73 713.46344),(74 719.4822),(75 726.8448),(76 730.0263),(77 739.97076),(78 739.04474),(79 737.1498),
(1 355.29376),(2 466.8586),(3 534.7676),(4 570.57745),(5 591.97266),(6 601.51324),(7 619.6765),(8 651.4695),(9 657.6014),(10 662.01025),(11 654.54004),(12 633.6869),(13 618.603),(14 607.73096),(15 604.4567),(16 616.89685),(17 624.8773),(18 624.9232),(19 626.9935),(20 625.1804),(21 630.4308),(22 630.19666),(23 634.6737),(24 639.8256),(25 646.66956),(26 658.78284),(27 668.1436),(28 676.22644),(29 674.01013),(30 674.60876),(31 672.9704),(32 672.9891),(33 672.2521),(34 670.8812),(35 681.8789),(36 686.1216),(37 683.7472),(38 690.15344),(39 692.4032),(40 693.10876),(41 703.0639),(42 708.98755),(43 707.4783),(44 705.8682),(45 712.06165),(46 705.64465),(47 701.1637),(48 695.25116),(49 691.9171),(50 692.13495),(51 689.3914),(52 685.03064),(53 687.38477),(54 693.8948),(55 706.4218),(56 713.00757),(57 713.37994),(58 708.497),(59 709.18915),(60 708.8302),(61 713.9837),(62 715.3632),(63 717.3297),(64 715.67816),(65 708.1408),(66 708.5347),(67 712.04486),(68 719.09045),(69 720.37494),(70 713.26184),(71 711.86816),(72 705.1997),(73 703.4797),(74 709.17554),(75 719.5861),(76 723.9165),(77 716.7523),(78 716.9862),(79 715.694),
(1 362.22995),(2 471.5256),(3 539.00726),(4 573.7445),(5 594.2172),(6 611.62897),(7 621.0764),(8 647.1153),(9 654.85004),(10 653.5699),(11 643.4566),(12 633.5282),(13 623.9014),(14 614.70966),(15 611.2815),(16 627.10144),(17 632.9959),(18 632.6095),(19 631.2754),(20 629.5884),(21 632.2694),(22 634.6199),(23 638.681),(24 642.029),(25 651.0072),(26 662.384),(27 664.1175),(28 664.0261),(29 668.63055),(30 672.1898),(31 678.89386),(32 675.41656),(33 676.9718),(34 672.6105),(35 682.77997),(36 683.3722),(37 683.62524),(38 697.34625),(39 697.5776),(40 705.6377),(41 702.2972),(42 706.8633),(43 702.8633),(44 707.3849),(45 704.3745),(46 700.2017),(47 697.74963),(48 692.64624),(49 691.095),(50 689.98566),(51 684.07214),(52 677.4823),(53 680.1129),(54 685.77057),(55 686.55383),(56 703.5941),(57 703.1499),(58 710.2564),(59 710.4668),(60 712.93616),(61 705.9114),(62 710.5205),(63 712.4174),(64 707.3677),(65 707.7858),(66 695.58936),(67 698.9446),(68 709.9687),(69 710.34235),(70 709.10004),(71 710.41693),(72 704.19196),(73 702.17377),(74 699.83527),(75 703.51794),(76 712.1386),(77 709.5878),(78 706.95154),(79 709.9532),
(1 353.10944),(2 460.82166),(3 520.4078),(4 552.506),(5 572.75024),(6 588.3727),(7 601.45935),(8 626.0559),(9 637.8595),(10 641.6405),(11 628.5219),(12 616.33923),(13 607.9853),(14 598.05975),(15 590.9906),(16 601.7013),(17 608.6688),(18 611.43677),(19 610.39813),(20 611.49817),(21 616.51416),(22 620.7692),(23 626.61975),(24 638.34357),(25 642.9981),(26 649.42957),(27 656.11334),(28 661.7936),(29 670.87427),(30 676.9789),(31 677.32733),(32 671.03546),(33 674.77057),(34 670.64557),(35 681.5568),(36 683.7382),(37 684.77686),(38 693.9525),(39 695.92615),(40 697.4467),(41 699.7669),(42 708.6098),(43 703.33105),(44 703.3502),(45 704.1058),(46 698.98035),(47 699.3223),(48 696.02905),(49 692.0963),(50 689.0254),(51 686.4372),(52 679.7979),(53 683.3438),(54 680.9198),(55 684.4355),(56 688.6439),(57 688.4234),(58 695.26917),(59 704.8111),(60 703.72534),(61 711.2576),(62 706.3704),(63 712.6273),(64 704.22375),(65 697.6875),(66 702.51605),(67 693.1619),(68 700.4008),(69 701.8196),(70 697.11176),(71 699.5108),(72 693.08966),(73 697.0046),(74 690.8313),(75 697.3068),(76 698.8229),(77 703.235),(78 702.615),(79 700.96),
(1 346.45193),(2 445.62622),(3 512.0086),(4 548.43823),(5 567.3258),(6 586.05597),(7 599.995),(8 623.13324),(9 624.8936),(10 630.5749),(11 625.035),(12 611.3679),(13 602.5437),(14 593.4075),(15 585.3497),(16 592.7281),(17 599.0831),(18 603.147),(19 603.7267),(20 608.3452),(21 612.07245),(22 613.6418),(23 616.00793),(24 616.979),(25 620.03),(26 625.107),(27 635.9103),(28 638.7366),(29 649.50134),(30 648.47437),(31 650.9381),(32 652.8636),(33 653.2085),(34 654.6101),(35 661.5112),(36 666.46326),(37 669.60925),(38 669.8763),(39 682.9987),(40 678.285),(41 679.63226),(42 682.6286),(43 684.006),(44 685.0584),(45 682.9718),(46 676.85077),(47 669.4584),(48 662.02985),(49 657.87195),(50 656.3733),(51 655.3272),(52 648.29443),(53 648.9905),(54 646.7268),(55 648.5044),(56 655.2598),(57 659.29175),(58 667.52954),(59 668.22186),(60 674.71216),(61 673.4976),(62 675.05023),(63 682.8548),(64 679.7896),(65 670.12384),(66 667.87274),(67 664.49347),(68 667.948),(69 661.8444),(70 666.2136),(71 666.27466),(72 668.6448),(73 668.1443),(74 670.6209),(75 674.1319),(76 672.18896),(77 672.6441),(78 677.0306),(79 672.2319),
(1 344.56195),(2 453.64908),(3 518.60266),(4 561.0796),(5 581.8633),(6 593.0726),(7 601.76434),(8 624.5368),(9 624.32935),(10 628.0803),(11 617.13824),(12 607.6848),(13 593.8727),(14 584.7057),(15 584.84796),(16 596.70386),(17 597.78455),(18 599.98364),(19 603.48474),(20 602.6768),(21 605.03827),(22 607.1627),(23 621.0561),(24 625.5443),(25 624.954),(26 626.5538),(27 638.25214),(28 640.2483),(29 644.846),(30 642.5551),(31 651.26685),(32 653.29443),(33 653.57806),(34 651.26697),(35 657.5892),(36 660.0885),(37 660.78436),(38 670.58264),(39 679.07166),(40 674.2692),(41 681.15686),(42 681.7499),(43 677.8972),(44 679.5329),(45 678.195),(46 681.13214),(47 680.85864),(48 663.20917),(49 657.2501),(50 653.1655),(51 654.61145),(52 653.3122),(53 652.73505),(54 658.94556),(55 672.41077),(56 681.8867),(57 680.2284),(58 689.9119),(59 689.0794),(60 687.1838),(61 683.41064),(62 684.6471),(63 685.7479),(64 682.5413),(65 676.232),(66 675.2234),(67 675.7125),(68 684.3352),(69 683.0817),(70 689.8987),(71 690.27405),(72 695.9865),(73 696.3683),(74 693.8332),(75 688.51935),(76 686.9666),(77 687.6024),(78 689.8666),(79 688.9509),
(1 331.58978),(2 432.30682),(3 491.82678),(4 523.08154),(5 544.8622),(6 557.0543),(7 567.63416),(8 582.24133),(9 593.1082),(10 596.70996),(11 587.7094),(12 570.7619),(13 563.8687),(14 552.38513),(15 551.6708),(16 562.58496),(17 574.3855),(18 580.31604),(19 582.9927),(20 577.928),(21 586.2672),(22 590.8334),(23 594.0803),(24 599.4176),(25 608.8453),(26 611.922),(27 617.2663),(28 625.62915),(29 632.8774),(30 633.1866),(31 628.7398),(32 629.88745),(33 629.6641),(34 629.6618),(35 633.4857),(36 643.2604),(37 657.8296),(38 663.5574),(39 662.3504),(40 654.30853),(41 655.0377),(42 653.2326),(43 656.38324),(44 663.2609),(45 662.5445),(46 663.22644),(47 656.01715),(48 650.56946),(49 644.504),(50 644.6223),(51 643.4036),(52 642.4699),(53 640.3651),(54 644.6603),(55 653.4522),(56 658.87146),(57 658.2229),(58 662.24915),(59 657.29944),(60 658.5359),(61 663.84937),(62 665.92834),(63 663.63116),(64 661.92017),(65 651.6902),(66 657.53973),(67 656.34),(68 661.3288),(69 659.15924),(70 664.4631),(71 663.20087),(72 667.99243),(73 661.30597),(74 664.90094),(75 661.4988),(76 654.1519),(77 651.1338),(78 648.0969),(79 642.854),
(1 329.78683),(2 433.13385),(3 494.59717),(4 529.7067),(5 548.9145),(6 560.0305),(7 567.3501),(8 588.0145),(9 590.8791),(10 592.13855),(11 582.5062),(12 569.38007),(13 562.85016),(14 545.8948),(15 541.9591),(16 553.3024),(17 552.8853),(18 557.13385),(19 559.9309),(20 554.39355),(21 555.9606),(22 560.08594),(23 569.55273),(24 571.2045),(25 576.7282),(26 583.2768),(27 589.3675),(28 601.8246),(29 608.09625),(30 614.4334),(31 611.6839),(32 612.57324),(33 616.48303),(34 620.173),(35 634.0951),(36 636.6658),(37 642.32715),(38 644.0334),(39 639.8586),(40 636.07227),(41 635.1581),(42 636.14844),(43 632.00476),(44 647.0027),(45 645.80664),(46 647.17224),(47 642.29474),(48 634.97516),(49 631.0146),(50 629.15295),(51 625.34625),(52 626.77673),(53 622.696),(54 624.5761),(55 623.9665),(56 632.98584),(57 627.2907),(58 634.9484),(59 638.15454),(60 635.7785),(61 634.0146),(62 639.8804),(63 633.3451),(64 631.1918),(65 634.07947),(66 628.4234),(67 623.8542),(68 632.78375),(69 634.94403),(70 644.8862),(71 644.11633),(72 649.6512),(73 650.84204),(74 654.186),(75 649.81213),(76 649.6638),(77 647.29376),(78 642.1945),(79 635.29803),
(1 329.53568),(2 425.0858),(3 485.10977),(4 519.9454),(5 537.04913),(6 548.4116),(7 557.7614),(8 571.3782),(9 578.89514),(10 578.0245),(11 573.725),(12 565.38654),(13 558.73126),(14 545.6735),(15 541.07654),(16 544.4478),(17 540.85706),(18 544.3173),(19 550.3762),(20 551.231),(21 555.4348),(22 554.0992),(23 564.823),(24 566.9129),(25 563.4116),(26 567.21375),(27 569.57544),(28 582.337),(29 595.88354),(30 602.3385),(31 602.0947),(32 596.17773),(33 597.7802),(34 601.3207),(35 603.77594),(36 616.6478),(37 623.8791),(38 632.57605),(39 632.9426),(40 632.7609),(41 629.55457),(42 629.79443),(43 625.67596),(44 640.09015),(45 635.5546),(46 632.83215),(47 632.5879),(48 629.8129),(49 627.6972),(50 626.46185),(51 626.95074),(52 626.088),(53 629.4597),(54 627.3648),(55 632.81866),(56 630.5932),(57 632.2116),(58 639.9627),(59 643.7223),(60 646.9588),(61 638.8326),(62 635.6207),(63 635.4857),(64 635.7989),(65 633.44476),(66 639.1506),(67 635.225),(68 644.8386),(69 639.3212),(70 643.5831),(71 649.2369),(72 648.8543),(73 649.2961),(74 649.6351),(75 653.16077),(76 653.80414),(77 655.1248),(78 645.7627),(79 650.86957),
(1 318.46857),(2 408.2264),(3 469.382),(4 508.37787),(5 521.95447),(6 531.23016),(7 537.86444),(8 546.99255),(9 554.8246),(10 555.9339),(11 555.1561),(12 545.86005),(13 541.4243),(14 533.9851),(15 534.0929),(16 542.66266),(17 542.9145),(18 533.9095),(19 533.399),(20 536.2812),(21 542.0673),(22 545.9696),(23 556.1755),(24 553.7802),(25 554.1278),(26 554.7467),(27 558.8578),(28 573.2243),(29 584.95593),(30 589.85187),(31 593.4804),(32 592.83813),(33 594.3706),(34 588.51715),(35 593.378),(36 598.4861),(37 608.12726),(38 609.8386),(39 614.991),(40 613.72406),(41 616.68677),(42 617.17633),(43 613.9069),(44 617.8926),(45 617.12024),(46 611.74963),(47 609.56555),(48 607.19324),(49 603.1688),(50 600.4757),(51 605.8455),(52 609.6691),(53 610.20746),(54 611.8112),(55 622.04913),(56 627.20795),(57 622.37646),(58 627.6337),(59 625.01294),(60 631.20374),(61 628.07513),(62 627.6454),(63 618.95044),(64 618.49786),(65 608.8857),(66 610.8118),(67 608.64453),(68 620.5839),(69 616.6231),(70 617.35565),(71 626.8105),(72 622.47217),(73 619.35803),(74 621.91516),(75 618.2745),(76 620.03516),(77 618.1518),(78 618.64386),(79 614.11316),
(1 313.9355),(2 404.1029),(3 462.73602),(4 500.38507),(5 520.494),(6 528.6079),(7 531.17615),(8 541.81555),(9 544.4788),(10 546.7411),(11 548.91315),(12 549.3981),(13 538.0042),(14 527.7481),(15 522.6782),(16 527.24),(17 525.8794),(18 525.1743),(19 529.5652),(20 536.2106),(21 542.49664),(22 548.1609),(23 551.73),(24 555.0139),(25 554.83954),(26 547.49396),(27 549.19),(28 559.4647),(29 563.1998),(30 570.42126),(31 573.77155),(32 575.1685),(33 571.23486),(34 567.2869),(35 568.64215),(36 572.9571),(37 574.116),(38 581.1357),(39 585.8415),(40 582.7597),(41 583.9211),(42 588.32715),(43 589.57544),(44 593.83844),(45 597.37134),(46 594.8714),(47 593.2346),(48 597.06854),(49 595.9494),(50 593.67505),(51 588.2917),(52 585.93933),(53 584.2014),(54 585.571),(55 586.3726),(56 593.3145),(57 603.0085),(58 612.1607),(59 613.0049),(60 613.9542),(61 606.18365),(62 604.71643),(63 603.9007),(64 593.61017),(65 590.8709),(66 588.15344),(67 589.29895),(68 595.0221),(69 596.44415),(70 596.7548),(71 602.44354),(72 605.96515),(73 606.47754),(74 609.621),(75 605.67755),(76 602.00085),(77 599.32025),(78 599.82544),(79 595.9252),
(1 310.9719),(2 405.0332),(3 455.9298),(4 497.50406),(5 520.7199),(6 528.4056),(7 539.7383),(8 545.9671),(9 543.32745),(10 537.2162),(11 530.74054),(12 527.1673),(13 522.8926),(14 516.56757),(15 510.69617),(16 519.1895),(17 520.4763),(18 518.30945),(19 518.61426),(20 517.5627),(21 516.9043),(22 530.7092),(23 534.50543),(24 537.2533),(25 542.6632),(26 537.93353),(27 538.3167),(28 542.66345),(29 553.62164),(30 562.9683),(31 568.02783),(32 568.10126),(33 571.9996),(34 572.45386),(35 578.21466),(36 584.2961),(37 583.17834),(38 584.8829),(39 583.2221),(40 583.6249),(41 586.0176),(42 590.2833),(43 591.4271),(44 596.07874),(45 601.0234),(46 600.6615),(47 597.3987),(48 601.5185),(49 600.5129),(50 599.8358),(51 596.0788),(52 593.6387),(53 600.0158),(54 602.1781),(55 602.50836),(56 604.9285),(57 611.8887),(58 612.5735),(59 610.1282),(60 613.61505),(61 611.5457),(62 607.72107),(63 604.9152),(64 598.85645),(65 596.6698),(66 594.4957),(67 593.1344),(68 600.16547),(69 606.54456),(70 615.06195),(71 619.4554),(72 615.79004),(73 608.84045),(74 612.19586),(75 614.53046),(76 604.22095),(77 609.8343),(78 609.93353),(79 607.235),
(1 302.7412),(2 384.61832),(3 436.41693),(4 475.24814),(5 489.93256),(6 504.34955),(7 514.8419),(8 527.5356),(9 529.29926),(10 522.11725),(11 516.27045),(12 508.83472),(13 501.39932),(14 494.62537),(15 493.78705),(16 510.07895),(17 512.7794),(18 512.2745),(19 516.4146),(20 509.9863),(21 507.4502),(22 509.44244),(23 515.7019),(24 516.7394),(25 524.15735),(26 520.6233),(27 531.02563),(28 535.465),(29 542.6745),(30 551.07806),(31 557.97253),(32 555.62384),(33 555.24915),(34 556.6499),(35 561.6214),(36 558.87067),(37 562.9314),(38 558.6542),(39 559.2843),(40 562.28845),(41 559.739),(42 557.4421),(43 562.73444),(44 566.89374),(45 572.9412),(46 569.13995),(47 570.78894),(48 568.25433),(49 566.21704),(50 569.29156),(51 564.46515),(52 561.44135),(53 565.5651),(54 567.0961),(55 572.39886),(56 567.3339),(57 573.7212),(58 585.17285),(59 582.0054),(60 584.3588),(61 582.4037),(62 577.3542),(63 580.16034),(64 580.55164),(65 578.6735),(66 580.8418),(67 580.9381),(68 582.4048),(69 582.4751),(70 585.9473),(71 586.37695),(72 591.2845),(73 586.05237),(74 585.71625),(75 582.6389),(76 577.15027),(77 574.9997),(78 570.00854),(79 569.02527),
(1 299.47537),(2 389.44046),(3 444.12042),(4 476.70056),(5 493.9895),(6 508.48114),(7 519.9261),(8 532.3971),(9 533.41547),(10 523.98834),(11 521.45105),(12 516.606),(13 507.81165),(14 502.36914),(15 503.57),(16 518.5918),(17 517.53204),(18 520.86237),(19 527.10156),(20 526.9444),(21 523.97955),(22 522.62274),(23 535.7151),(24 538.98773),(25 539.7039),(26 535.84436),(27 540.9845),(28 547.22424),(29 557.9441),(30 571.1479),(31 573.1195),(32 571.15155),(33 575.6294),(34 573.70654),(35 575.24646),(36 573.9623),(37 572.5238),(38 566.9182),(39 568.9178),(40 570.7797),(41 571.0082),(42 573.1119),(43 577.0035),(44 579.91736),(45 584.45447),(46 584.1614),(47 582.2724),(48 582.3725),(49 587.45807),(50 583.95197),(51 582.67883),(52 576.7095),(53 576.62573),(54 579.0362),(55 583.9632),(56 589.7523),(57 597.2847),(58 601.5013),(59 601.95605),(60 599.0622),(61 600.88),(62 603.3774),(63 603.1835),(64 597.68365),(65 597.9593),(66 595.74976),(67 593.94635),(68 598.7575),(69 601.89557),(70 607.8598),(71 604.01715),(72 607.4416),(73 606.40796),(74 613.27045),(75 610.6626),(76 606.6975),(77 606.79553),(78 604.66034),(79 599.9414),
(1 290.20032),(2 375.5698),(3 425.86642),(4 460.7305),(5 476.24557),(6 492.55087),(7 503.729),(8 516.8837),(9 514.58356),(10 509.38193),(11 500.87845),(12 497.51074),(13 494.32266),(14 485.59845),(15 484.2541),(16 494.1097),(17 502.116),(18 507.82205),(19 508.6654),(20 507.062),(21 500.1062),(22 504.0115),(23 507.70828),(24 511.6831),(25 514.0989),(26 516.79895),(27 526.42737),(28 527.27167),(29 532.2266),(30 541.107),(31 543.47437),(32 550.2104),(33 550.88135),(34 555.46765),(35 560.3489),(36 557.8651),(37 558.05945),(38 556.0742),(39 556.97656),(40 550.8307),(41 551.7599),(42 553.143),(43 556.07196),(44 554.08636),(45 554.2958),(46 556.88824),(47 555.26044),(48 562.27625),(49 559.67535),(50 558.9928),(51 554.6261),(52 552.326),(53 548.0176),(54 551.3904),(55 550.56396),(56 553.70984),(57 562.966),(58 572.4988),(59 580.5301),(60 576.7561),(61 581.3274),(62 578.88086),(63 570.7187),(64 565.87604),(65 565.26495),(66 569.0266),(67 572.17224),(68 579.0086),(69 581.3021),(70 585.934),(71 584.3603),(72 584.66473),(73 582.8805),(74 580.5681),(75 587.4644),(76 588.1967),(77 585.6206),(78 582.9044),(79 582.9387),
(1 292.0415),(2 371.0707),(3 426.393),(4 460.08643),(5 475.04486),(6 492.45386),(7 505.71683),(8 516.47784),(9 512.1037),(10 509.58514),(11 494.9776),(12 491.30695),(13 482.73184),(14 475.50565),(15 472.4359),(16 484.62634),(17 485.5022),(18 491.46347),(19 496.8796),(20 502.04913),(21 500.31033),(22 497.43747),(23 509.1251),(24 508.63373),(25 517.9125),(26 520.7865),(27 525.7416),(28 524.8792),(29 520.81635),(30 528.17206),(31 536.04297),(32 539.17035),(33 544.1609),(34 546.4995),(35 553.14557),(36 554.3104),(37 550.1741),(38 555.0814),(39 556.7246),(40 548.3333),(41 550.71735),(42 558.78125),(43 565.2888),(44 559.6633),(45 563.5188),(46 560.20087),(47 561.187),(48 561.08093),(49 559.2643),(50 562.7874),(51 564.09827),(52 559.2746),(53 558.4496),(54 558.2688),(55 561.15344),(56 565.99536),(57 575.349),(58 585.2891),(59 591.5715),(60 595.1742),(61 594.3139),(62 590.9861),(63 584.48676),(64 577.03076),(65 575.83765),(66 571.3034),(67 576.5938),(68 585.82904),(69 586.50085),(70 592.6945),(71 600.1832),(72 605.118),(73 604.2773),(74 603.64636),(75 598.8922),(76 594.1275),(77 592.90704),(78 589.57245),(79 587.08484),
(1 285.50604),(2 363.69785),(3 419.2687),(4 452.96292),(5 471.9677),(6 486.98868),(7 496.40292),(8 505.05743),(9 502.29675),(10 495.98056),(11 488.19644),(12 485.22903),(13 478.3326),(14 469.32236),(15 467.97015),(16 483.41034),(17 490.86813),(18 490.54245),(19 487.635),(20 489.05203),(21 484.0672),(22 487.85782),(23 498.90112),(24 502.02734),(25 504.58853),(26 505.49512),(27 509.6356),(28 511.04483),(29 515.67773),(30 517.92017),(31 520.88153),(32 523.48584),(33 527.4437),(34 529.8226),(35 536.8523),(36 537.1023),(37 530.38086),(38 535.00287),(39 536.7247),(40 534.00543),(41 538.3345),(42 536.89325),(43 546.02075),(44 543.7241),(45 540.0183),(46 536.6611),(47 544.95776),(48 539.07916),(49 540.67096),(50 536.68463),(51 537.8323),(52 534.9836),(53 534.0302),(54 534.92285),(55 533.8727),(56 538.8857),(57 546.5021),(58 553.22516),(59 558.2514),(60 558.14),(61 558.9464),(62 558.7377),(63 556.2265),(64 551.5305),(65 548.82556),(66 551.185),(67 548.1904),(68 556.342),(69 558.1471),(70 559.43414),(71 562.3494),(72 564.3904),(73 567.0616),(74 569.09705),(75 563.31354),(76 564.0055),(77 556.6846),(78 554.2078),(79 557.3344),
