1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 203919.42),(2 562485.2),(3 882198.8),(4 1200133.1),(5 1582555),(6 1952062.1),(7 2259436.8),(8 2516771.8),(9 2739225.8),(10 3129988.8),(11 3495771),(12 3884250),(13 4244400.5),(14 4551337.5),(15 4840519.5),(16 5000094.5),(17 5108614.5),(18 5212156),(19 5323537.5),(20 5541835.5),(21 5705391.5),(22 5794377.5),(23 5936660.5),(24 6139368),(25 6366262.5),(26 6696866),(27 6971364.5),(28 7044243.5),(29 7078231.5),(30 6967235.5),(31 6751065.5),(32 6557044.5),(33 6369568.5),(34 6162994.5),(35 5896548),(36 5642412.5),(37 5586348.5),(38 5685145.5),(39 5605832),(40 5358024.5),(41 5190711),(42 5127028),(43 5095940.5),(44 5081890),(45 5224718.5),(46 5390680),(47 5469081.5),(48 5541716),(49 5728868.5),(50 5949642.5),(51 6123184.5),(52 6283025.5),(53 6391623.5),(54 6351994.5),(55 6389570.5),(56 6444578),(57 6553547.5),(58 6465238),(59 6408038.5),(60 6366084),(61 6554661.5),(62 6735674.5),(63 7012985.5),(64 7314306),(65 7440557.5),(66 7337004),(67 7294863.5),(68 7454207.5),(69 7659403.5),(70 7814478),(71 8050631.5),(72 8170805.5),(73 8279106),(74 8325474.5),(75 8217368),(76 8148937.5),(77 8345715.5),(78 8669792),(79 9033312),
(1 137.60623),(2 152.43074),(3 160.71973),(4 161.76474),(5 164.77342),(6 163.32164),(7 164.86249),(8 165.61896),(9 168.88332),(10 169.69629),(11 168.58244),(12 167.09305),(13 170.95056),(14 168.9637),(15 174.00018),(16 170.80724),(17 173.34903),(18 172.68282),(19 173.72986),(20 174.20029),(21 175.06187),(22 175.21597),(23 176.58),(24 170.25128),(25 172.96133),(26 172.2027),(27 175.6597),(28 174.68399),(29 173.92522),(30 171.5941),(31 173.64984),(32 170.77957),(33 176.13533),(34 174.26054),(35 179.65834),(36 175.20233),(37 175.86125),(38 174.77429),(39 181.57962),(40 177.75648),(41 177.52617),(42 178.47116),(43 176.16386),(44 175.48123),(45 178.36722),(46 179.00136),(47 180.6902),(48 179.79803),(49 178.21265),(50 175.24098),(51 181.43185),(52 179.43433),(53 180.57149),(54 178.03221),(55 178.32301),(56 178.54169),(57 180.39392),(58 181.32466),(59 181.66986),(60 175.81474),(61 175.46376),(62 176.05464),(63 176.47313),(64 175.7963),(65 176.47333),(66 173.95264),(67 178.20749),(68 177.78308),(69 178.88199),(70 176.5233),(71 177.04463),(72 175.23004),(73 177.34679),(74 172.65057),(75 179.34273),(76 177.55249),(77 178.2588),(78 176.01944),(79 180.72357),
(1 132.91399),(2 150.21501),(3 159.87599),(4 161.23543),(5 160.72252),(6 160.7503),(7 166.63228),(8 164.7955),(9 168.9083),(10 167.99347),(11 168.41158),(12 165.56693),(13 167.91043),(14 169.08318),(15 173.15868),(16 171.19934),(17 170.62991),(18 170.22778),(19 170.98401),(20 171.18651),(21 171.00427),(22 172.19945),(23 173.02406),(24 171.56749),(25 171.56374),(26 170.64949),(27 175.38939),(28 173.46376),(29 173.27443),(30 173.06734),(31 174.6267),(32 172.92636),(33 174.56068),(34 173.672),(35 175.48224),(36 172.55992),(37 172.8069),(38 173.10037),(39 177.77666),(40 176.50606),(41 177.6541),(42 177.44984),(43 178.54207),(44 176.75203),(45 178.66373),(46 179.11449),(47 181.08348),(48 177.5054),(49 177.91219),(50 175.77327),(51 178.87962),(52 178.25711),(53 180.22668),(54 177.34206),(55 178.11423),(56 178.40565),(57 181.17236),(58 179.18903),(59 177.63757),(60 175.84637),(61 174.90518),(62 173.56094),(63 176.92657),(64 173.55496),(65 175.61662),(66 173.49268),(67 173.70212),(68 174.02956),(69 174.22386),(70 173.53476),(71 176.34949),(72 173.66217),(73 174.84357),(74 173.62006),(75 175.6145),(76 175.40129),(77 175.5793),(78 173.95242),(79 175.95314),
(1 131.89514),(2 150.49873),(3 159.79063),(4 159.12029),(5 161.98282),(6 162.56975),(7 165.39545),(8 165.30165),(9 169.67607),(10 169.57489),(11 170.19307),(12 166.52281),(13 167.33426),(14 169.1273),(15 173.44365),(16 168.21472),(17 171.58017),(18 172.74416),(19 170.62332),(20 169.89668),(21 170.71803),(22 170.39655),(23 172.26773),(24 169.89394),(25 170.14131),(26 170.59053),(27 171.76576),(28 171.74089),(29 169.21272),(30 169.37872),(31 174.78923),(32 173.71388),(33 175.77129),(34 173.10475),(35 174.00708),(36 173.02757),(37 171.50534),(38 172.45982),(39 174.60759),(40 174.36635),(41 174.19148),(42 172.06061),(43 173.89026),(44 171.24286),(45 175.19638),(46 175.41374),(47 175.79268),(48 174.8765),(49 175.5656),(50 175.10356),(51 178.05817),(52 176.33255),(53 178.32814),(54 179.34956),(55 179.1316),(56 175.00296),(57 178.2977),(58 173.60823),(59 172.925),(60 173.06961),(61 173.20305),(62 170.57716),(63 174.65446),(64 172.03667),(65 173.33813),(66 172.30688),(67 173.53934),(68 174.54747),(69 175.92451),(70 174.40968),(71 173.84314),(72 173.49431),(73 174.55461),(74 172.76816),(75 174.1198),(76 173.13806),(77 174.05965),(78 173.62508),(79 176.84882),
(1 132.7487),(2 148.84167),(3 156.27277),(4 156.82678),(5 158.81793),(6 159.87082),(7 162.76204),(8 162.60675),(9 164.21826),(10 163.93184),(11 166.86255),(12 167.48955),(13 164.12117),(14 165.11436),(15 170.80156),(16 166.86682),(17 169.80736),(18 167.50526),(19 165.95119),(20 167.49236),(21 168.7516),(22 167.99086),(23 169.36507),(24 168.64644),(25 169.01193),(26 169.22188),(27 169.16005),(28 167.54791),(29 168.3038),(30 169.56438),(31 167.98503),(32 168.85506),(33 172.92043),(34 171.48085),(35 169.61333),(36 170.62395),(37 168.2911),(38 170.40582),(39 174.03633),(40 173.13081),(41 172.0606),(42 172.79333),(43 174.08858),(44 173.58392),(45 173.23059),(46 174.04285),(47 173.30135),(48 171.47398),(49 172.04655),(50 170.74673),(51 174.82928),(52 174.75818),(53 174.20142),(54 171.48679),(55 172.93268),(56 173.04443),(57 173.63052),(58 172.26952),(59 170.77264),(60 168.92899),(61 169.45273),(62 168.36368),(63 171.03241),(64 170.19698),(65 167.91487),(66 168.57733),(67 171.46628),(68 170.5859),(69 170.4715),(70 168.41461),(71 173.52095),(72 172.05202),(73 172.21405),(74 171.64314),(75 170.92354),(76 171.51146),(77 173.7061),(78 172.10469),(79 176.74763),
(1 130.76917),(2 147.8709),(3 155.45122),(4 157.14134),(5 160.3824),(6 160.75124),(7 162.3206),(8 161.79419),(9 165.29208),(10 163.17256),(11 166.22215),(12 164.25433),(13 164.98543),(14 164.99037),(15 171.62025),(16 166.08875),(17 168.90292),(18 164.40897),(19 166.3271),(20 167.46504),(21 169.23737),(22 166.67958),(23 167.77919),(24 165.19499),(25 165.9447),(26 165.401),(27 167.97925),(28 164.75552),(29 166.89069),(30 165.54218),(31 169.31184),(32 168.68877),(33 168.65158),(34 171.42805),(35 169.71175),(36 165.85083),(37 166.1943),(38 167.36252),(39 170.97644),(40 169.35008),(41 171.06383),(42 167.93143),(43 170.21983),(44 171.28465),(45 173.24004),(46 174.47795),(47 175.35675),(48 170.84242),(49 172.30872),(50 169.90393),(51 176.19194),(52 175.48412),(53 173.0226),(54 170.82167),(55 172.07208),(56 169.58649),(57 172.77019),(58 171.1207),(59 170.19534),(60 167.66917),(61 168.42665),(62 168.80103),(63 171.50984),(64 168.8433),(65 169.45456),(66 169.71553),(67 171.37178),(68 170.65283),(69 169.72118),(70 172.34315),(71 173.95895),(72 171.1014),(73 172.9695),(74 171.50902),(75 172.19437),(76 170.52722),(77 172.45995),(78 170.72221),(79 171.69907),
(1 126.71362),(2 143.17793),(3 151.617),(4 151.33745),(5 154.17062),(6 154.3515),(7 152.85234),(8 155.76491),(9 159.34926),(10 159.29913),(11 158.3966),(12 158.57576),(13 162.1526),(14 160.8854),(15 164.64587),(16 160.172),(17 163.13998),(18 161.66006),(19 164.01677),(20 161.66609),(21 159.96631),(22 161.19977),(23 162.86378),(24 162.33228),(25 162.78723),(26 163.69786),(27 165.98546),(28 163.83905),(29 165.04782),(30 165.80852),(31 164.87468),(32 165.37958),(33 164.54602),(34 166.40045),(35 166.75107),(36 163.95859),(37 164.88628),(38 164.05707),(39 167.83653),(40 164.30247),(41 166.64592),(42 165.29002),(43 166.19513),(44 166.81131),(45 167.01982),(46 166.17628),(47 169.33939),(48 166.54366),(49 167.03447),(50 165.23135),(51 169.97942),(52 168.62762),(53 168.08879),(54 168.68779),(55 169.18623),(56 167.84514),(57 169.17308),(58 169.09528),(59 167.33524),(60 164.53491),(61 167.4542),(62 165.19678),(63 168.00198),(64 168.26137),(65 167.71544),(66 166.5334),(67 167.06792),(68 166.56543),(69 168.96844),(70 167.14487),(71 169.87949),(72 166.56671),(73 166.62149),(74 167.04045),(75 168.19652),(76 165.7251),(77 165.74869),(78 164.86916),(79 165.51622),
(1 126.49067),(2 142.85506),(3 151.15588),(4 150.47942),(5 153.14822),(6 151.74368),(7 153.75256),(8 154.54054),(9 155.63054),(10 155.69327),(11 156.95123),(12 158.5703),(13 157.48692),(14 156.45131),(15 158.73839),(16 157.35922),(17 161.29568),(18 159.9989),(19 159.97542),(20 158.9516),(21 158.7615),(22 160.85712),(23 163.69328),(24 158.74658),(25 159.04637),(26 158.51625),(27 162.96686),(28 155.75835),(29 159.73457),(30 160.76054),(31 163.4651),(32 163.20903),(33 162.15784),(34 163.99811),(35 162.73491),(36 158.46307),(37 161.32733),(38 158.88376),(39 165.73714),(40 162.38617),(41 164.66817),(42 165.27473),(43 163.87628),(44 161.69115),(45 164.20712),(46 163.1556),(47 166.26431),(48 164.91565),(49 166.09593),(50 166.28978),(51 166.88354),(52 164.91069),(53 164.8604),(54 164.94095),(55 165.97139),(56 167.28737),(57 166.81276),(58 166.18425),(59 166.39516),(60 159.93513),(61 163.74678),(62 163.63971),(63 165.84633),(64 161.45078),(65 165.26813),(66 163.83318),(67 164.08292),(68 161.1344),(69 163.68611),(70 162.4268),(71 166.92944),(72 164.66656),(73 166.70903),(74 165.64395),(75 166.572),(76 162.5089),(77 165.8448),(78 163.34789),(79 166.16545),
(1 124.30651),(2 141.30441),(3 149.8341),(4 148.95201),(5 151.9655),(6 151.88016),(7 152.82317),(8 155.23547),(9 156.51004),(10 156.29184),(11 158.59795),(12 157.0249),(13 156.43422),(14 157.00414),(15 160.20557),(16 159.4079),(17 159.92395),(18 156.90926),(19 158.22757),(20 157.19287),(21 159.07767),(22 159.14536),(23 159.19276),(24 155.88861),(25 156.62596),(26 156.99187),(27 162.87657),(28 160.0232),(29 158.38954),(30 159.91306),(31 162.57509),(32 160.62709),(33 160.56326),(34 160.53603),(35 163.88223),(36 160.67593),(37 161.21225),(38 161.28706),(39 164.40567),(40 161.89807),(41 162.52063),(42 165.43295),(43 162.01955),(44 163.22461),(45 163.86917),(46 165.15555),(47 163.13176),(48 163.86116),(49 165.03345),(50 163.8064),(51 165.2693),(52 161.12077),(53 163.47165),(54 162.77748),(55 163.60484),(56 162.80775),(57 165.69005),(58 164.38557),(59 164.58672),(60 161.65753),(61 161.85184),(62 159.7098),(63 161.88896),(64 158.50813),(65 159.37506),(66 158.95525),(67 159.11761),(68 159.56229),(69 162.32407),(70 159.53659),(71 161.69452),(72 159.81964),(73 160.31703),(74 158.6904),(75 160.14575),(76 158.03398),(77 159.35927),(78 158.231),(79 159.52693),
(1 128.82631),(2 140.8698),(3 150.63834),(4 150.51563),(5 152.29953),(6 151.88518),(7 155.19565),(8 155.52742),(9 157.43939),(10 158.16216),(11 158.29073),(12 154.25684),(13 156.86967),(14 154.29486),(15 154.94638),(16 154.42311),(17 155.30052),(18 154.70966),(19 156.19911),(20 155.70815),(21 156.70033),(22 156.2298),(23 156.03145),(24 155.20493),(25 152.65985),(26 153.01498),(27 157.80745),(28 156.0989),(29 155.53366),(30 157.28046),(31 160.86052),(32 159.28145),(33 159.10826),(34 159.29265),(35 160.76634),(36 159.79921),(37 161.96638),(38 156.98662),(39 162.03687),(40 160.81754),(41 161.84015),(42 163.04645),(43 162.91899),(44 162.27371),(45 162.6504),(46 164.2955),(47 161.62152),(48 162.48517),(49 162.67209),(50 161.7349),(51 163.12161),(52 160.92558),(53 162.16832),(54 161.0634),(55 162.90555),(56 160.83873),(57 162.70074),(58 161.75465),(59 162.28986),(60 159.08078),(61 159.09705),(62 156.83513),(63 159.82487),(64 158.35196),(65 157.45927),(66 158.10324),(67 158.40677),(68 159.2369),(69 164.84264),(70 162.63857),(71 162.26085),(72 159.22278),(73 159.79341),(74 159.79247),(75 163.42876),(76 161.5029),(77 161.86748),(78 162.70422),(79 162.80034),
(1 123.23829),(2 138.46417),(3 148.31125),(4 147.75899),(5 147.31656),(6 148.72783),(7 154.02943),(8 152.47119),(9 154.04774),(10 155.83075),(11 153.67188),(12 154.01389),(13 154.782),(14 152.25224),(15 154.62213),(16 155.30476),(17 155.58267),(18 154.04523),(19 156.07599),(20 155.40942),(21 154.78215),(22 152.73492),(23 154.84525),(24 152.47919),(25 155.37077),(26 151.3574),(27 155.31459),(28 154.16014),(29 154.48894),(30 155.7571),(31 158.12402),(32 156.49625),(33 157.84601),(34 157.06807),(35 156.57593),(36 156.72914),(37 159.30353),(38 157.60112),(39 160.81328),(40 159.71925),(41 159.49565),(42 160.57855),(43 157.38646),(44 157.30324),(45 160.3728),(46 163.05571),(47 160.19513),(48 160.5206),(49 161.79147),(50 161.4591),(51 161.73471),(52 160.94106),(53 160.37259),(54 161.34448),(55 160.29025),(56 161.40712),(57 162.39323),(58 160.30748),(59 159.55681),(60 156.46283),(61 155.97304),(62 156.39816),(63 158.66496),(64 158.94243),(65 158.918),(66 159.37656),(67 159.31763),(68 158.35974),(69 162.19853),(70 159.15916),(71 158.58217),(72 157.93475),(73 160.51494),(74 157.05603),(75 162.43054),(76 160.6566),(77 160.89607),(78 160.48544),(79 161.79442),
(1 123.53389),(2 136.17436),(3 144.16925),(4 145.21538),(5 144.8731),(6 145.42805),(7 148.91936),(8 147.85526),(9 149.91081),(10 150.22588),(11 152.73093),(12 152.63673),(13 152.38321),(14 154.03395),(15 150.66826),(16 150.3258),(17 150.68779),(18 152.50357),(19 152.28137),(20 149.8825),(21 151.2059),(22 149.32855),(23 152.81567),(24 151.6201),(25 150.46642),(26 151.33774),(27 152.69849),(28 149.98456),(29 152.63225),(30 151.80368),(31 154.60246),(32 155.27898),(33 155.29106),(34 153.475),(35 152.09367),(36 152.2768),(37 157.46353),(38 155.14946),(39 160.1501),(40 156.99931),(41 156.46924),(42 158.13116),(43 156.2469),(44 155.16629),(45 157.32095),(46 158.5719),(47 157.92863),(48 155.75275),(49 158.45975),(50 159.56697),(51 160.90656),(52 159.39835),(53 158.37141),(54 158.93204),(55 157.23549),(56 160.58504),(57 161.09221),(58 157.86076),(59 154.84637),(60 152.46872),(61 153.58197),(62 151.60698),(63 156.90778),(64 152.91293),(65 151.29892),(66 152.59724),(67 152.80942),(68 152.98914),(69 153.25653),(70 152.355),(71 155.26353),(72 152.74438),(73 152.84135),(74 152.66217),(75 157.98076),(76 153.52405),(77 155.10011),(78 154.77396),(79 155.78764),
(1 120.8522),(2 135.79068),(3 141.3299),(4 141.84503),(5 142.55757),(6 142.50023),(7 146.72435),(8 146.51575),(9 150.75475),(10 148.64346),(11 149.55038),(12 149.5165),(13 150.25926),(14 149.86012),(15 151.48596),(16 150.3184),(17 151.49644),(18 148.57904),(19 150.84183),(20 150.34375),(21 151.67662),(22 149.71461),(23 152.65851),(24 150.40733),(25 150.7713),(26 149.2932),(27 150.4474),(28 150.06139),(29 151.67734),(30 149.05174),(31 151.9265),(32 153.73843),(33 152.09674),(34 149.58969),(35 151.6712),(36 153.18636),(37 153.66466),(38 150.52994),(39 156.59705),(40 154.37523),(41 155.51729),(42 154.9455),(43 155.86731),(44 156.1824),(45 154.82712),(46 157.60155),(47 155.6464),(48 154.35585),(49 153.23033),(50 152.51208),(51 157.86502),(52 155.9569),(53 156.07547),(54 155.0095),(55 155.94618),(56 155.57144),(57 156.94649),(58 154.85321),(59 155.12657),(60 152.77332),(61 153.63185),(62 151.42369),(63 154.4182),(64 151.2206),(65 150.56114),(66 151.65146),(67 152.00484),(68 152.26749),(69 152.87383),(70 151.62846),(71 153.29337),(72 151.52348),(73 151.48549),(74 152.25735),(75 155.30043),(76 151.90965),(77 153.50824),(78 153.3433),(79 157.07793),
(1 115.6714),(2 127.85257),(3 135.64653),(4 137.09416),(5 138.83041),(6 138.08545),(7 140.70442),(8 141.83917),(9 143.7658),(10 139.32397),(11 142.13678),(12 141.69823),(13 142.1549),(14 142.64253),(15 144.18562),(16 144.53021),(17 144.49683),(18 142.89719),(19 143.79414),(20 139.80417),(21 142.47018),(22 143.88521),(23 144.93207),(24 143.22318),(25 145.54604),(26 143.67723),(27 146.83434),(28 143.80875),(29 142.07187),(30 143.58969),(31 147.08522),(32 146.24873),(33 145.51212),(34 143.08525),(35 146.47531),(36 144.70264),(37 147.0151),(38 144.97983),(39 150.88217),(40 146.43825),(41 147.09238),(42 147.93257),(43 147.39911),(44 146.20732),(45 147.74754),(46 147.871),(47 147.44676),(48 149.23853),(49 147.537),(50 148.60481),(51 150.43916),(52 148.90614),(53 149.43542),(54 146.83427),(55 149.78767),(56 149.38857),(57 151.81537),(58 148.77574),(59 149.66855),(60 149.19028),(61 147.82123),(62 144.41637),(63 149.50594),(64 147.74387),(65 145.66988),(66 147.59094),(67 148.56596),(68 148.5005),(69 149.39227),(70 149.76276),(71 150.08687),(72 147.54393),(73 148.56259),(74 146.7641),(75 150.37477),(76 147.82373),(77 148.23016),(78 147.17827),(79 150.1866),
(1 115.76454),(2 129.10548),(3 136.54301),(4 138.13657),(5 136.06029),(6 138.35478),(7 141.71426),(8 142.08096),(9 143.31273),(10 141.816),(11 143.3279),(12 141.44116),(13 146.89693),(14 146.09431),(15 150.25717),(16 150.05354),(17 146.6489),(18 145.27452),(19 147.48149),(20 144.6119),(21 145.93246),(22 145.72746),(23 144.47089),(24 143.00732),(25 144.98933),(26 144.12033),(27 147.23993),(28 148.80756),(29 148.48557),(30 145.56165),(31 148.10754),(32 147.33618),(33 147.71062),(34 146.84872),(35 149.03046),(36 147.70625),(37 147.57045),(38 146.2993),(39 150.56813),(40 147.29913),(41 147.80853),(42 148.36874),(43 147.52078),(44 145.99771),(45 147.87721),(46 150.00246),(47 148.65466),(48 149.25604),(49 146.46565),(50 148.67027),(51 150.36147),(52 148.79167),(53 149.7165),(54 148.60873),(55 148.90683),(56 148.94357),(57 149.38693),(58 150.41171),(59 151.39752),(60 149.05286),(61 147.32652),(62 147.14676),(63 149.12871),(64 149.19096),(65 150.19592),(66 146.76814),(67 147.71002),(68 145.83992),(69 147.39479),(70 148.03224),(71 152.18813),(72 146.53622),(73 148.60687),(74 148.35472),(75 147.90546),(76 147.73872),(77 149.10625),(78 148.32208),(79 150.86281),
(1 114.49471),(2 126.65898),(3 133.16748),(4 134.51889),(5 135.56721),(6 131.9705),(7 136.42928),(8 135.49506),(9 140.46501),(10 138.95345),(11 140.26117),(12 138.26955),(13 140.12422),(14 138.54724),(15 141.5255),(16 139.87877),(17 141.55724),(18 138.68097),(19 140.61263),(20 139.73012),(21 139.94255),(22 140.61348),(23 142.04907),(24 141.34718),(25 139.65564),(26 140.29248),(27 144.99937),(28 143.9148),(29 143.67963),(30 141.29097),(31 143.10672),(32 141.90514),(33 142.76479),(34 141.72017),(35 144.69124),(36 144.41913),(37 144.92026),(38 143.5768),(39 145.21184),(40 143.05402),(41 143.92758),(42 145.91547),(43 143.26546),(44 143.93253),(45 145.64754),(46 145.69221),(47 146.2087),(48 146.00002),(49 144.37729),(50 144.7885),(51 146.85855),(52 144.76224),(53 145.45883),(54 144.52303),(55 147.03215),(56 147.63557),(57 149.36),(58 147.79141),(59 145.04086),(60 142.88065),(61 143.25114),(62 141.8652),(63 145.9139),(64 146.13652),(65 143.84377),(66 143.86374),(67 144.83736),(68 143.15463),(69 147.55519),(70 145.9728),(71 146.66971),(72 142.0381),(73 144.91281),(74 144.4684),(75 145.6159),(76 144.8283),(77 144.9067),(78 144.9066),(79 145.54962),
(1 111.440155),(2 125.07158),(3 133.20512),(4 133.71341),(5 135.60286),(6 134.74391),(7 137.00064),(8 137.56714),(9 141.06004),(10 137.46669),(11 139.75983),(12 140.39525),(13 139.98862),(14 142.2581),(15 144.2451),(16 143.14589),(17 143.17706),(18 142.09383),(19 141.43866),(20 140.22931),(21 141.28705),(22 141.03021),(23 142.95648),(24 142.325),(25 141.08607),(26 142.27533),(27 144.21645),(28 142.33894),(29 141.76257),(30 140.12207),(31 141.9129),(32 141.64229),(33 142.89093),(34 140.88576),(35 144.2375),(36 144.0718),(37 145.09106),(38 143.43697),(39 145.93102),(40 144.46678),(41 144.50546),(42 144.66905),(43 146.61879),(44 147.41745),(45 146.42194),(46 146.08159),(47 147.60747),(48 145.80391),(49 145.4917),(50 145.50935),(51 148.2018),(52 147.65733),(53 146.82037),(54 147.46825),(55 145.95204),(56 146.14499),(57 147.78899),(58 147.38191),(59 147.75385),(60 144.7373),(61 143.0164),(62 142.90765),(63 146.21762),(64 143.90317),(65 143.80334),(66 142.0285),(67 142.94937),(68 144.17221),(69 147.77467),(70 144.35231),(71 145.33902),(72 141.72536),(73 143.41565),(74 143.31874),(75 144.57018),(76 142.8126),(77 143.41927),(78 144.4586),(79 145.18625),
(1 111.81181),(2 123.20118),(3 129.96915),(4 130.93834),(5 134.29572),(6 133.57045),(7 135.33829),(8 136.83882),(9 139.92908),(10 138.73361),(11 139.41003),(12 138.78111),(13 139.95934),(14 139.86227),(15 142.10028),(16 138.7863),(17 139.91098),(18 139.42708),(19 139.44081),(20 140.86736),(21 142.14268),(22 141.42105),(23 138.93518),(24 135.93716),(25 138.11836),(26 137.72871),(27 139.21518),(28 140.10202),(29 137.54106),(30 137.76587),(31 140.48401),(32 138.35909),(33 139.84799),(34 138.37772),(35 140.8317),(36 139.31453),(37 142.22354),(38 142.61713),(39 144.56415),(40 143.20284),(41 143.7824),(42 143.59029),(43 143.40573),(44 143.83907),(45 145.68459),(46 143.36888),(47 146.77635),(48 145.43906),(49 142.67612),(50 143.15703),(51 147.04182),(52 146.34683),(53 145.57559),(54 143.51712),(55 144.1065),(56 144.86032),(57 146.32977),(58 146.65019),(59 146.79669),(60 142.46037),(61 142.66028),(62 142.66817),(63 146.83792),(64 144.16866),(65 143.5479),(66 141.9373),(67 145.11304),(68 142.4929),(69 145.02081),(70 143.29414),(71 144.27365),(72 142.10721),(73 142.45906),(74 141.33289),(75 143.54031),(76 142.23567),(77 141.35826),(78 143.44714),(79 143.47539),
