1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 157997.39),(2 509896.34),(3 959434.5),(4 1548864.4),(5 2248060.3),(6 3001210.3),(7 3911723),(8 5004230.5),(9 6214766.5),(10 7556591.5),(11 8916731),(12 10168290),(13 11407123),(14 12653709),(15 13837299),(16 14858169),(17 15757131),(18 16639456),(19 17492446),(20 18321624),(21 19208888),(22 20099256),(23 21036274),(24 21915994),(25 22757178),(26 23585234),(27 24347978),(28 25027144),(29 25616062),(30 26089318),(31 26402534),(32 26618816),(33 26825406),(34 27012558),(35 27275882),(36 27636320),(37 28207578),(38 29174518),(39 30332384),(40 31840200),(41 33642620),(42 35646480),(43 37660428),(44 39804880),(45 41872060),(46 44103396),(47 46176396),(48 48020076),(49 49891668),(50 51754292),(51 53600156),(52 55779188),(53 58058224),(54 60587124),(55 63165536),(56 65784124),(57 68299816),(58 70651080),(59 72657370),(60 74246870),(61 75806344),(62 77342350),(63 78606450),(64 80078216),(65 81393030),(66 82775530),(67 84012664),(68 85002280),(69 85955224),(70 86948424),(71 87937150),(72 88998230),(73 89820510),(74 90413144),(75 90925290),(76 91230040),(77 91425570),(78 91647896),(79 91965720),
(1 2893.462),(2 3194.9744),(3 3395.7686),(4 3549.7092),(5 3620.23),(6 3688.8506),(7 3804.3901),(8 3930.55),(9 3968.9102),(10 4042.2214),(11 4074.0251),(12 4213.641),(13 4313.9365),(14 4354.035),(15 4438.575),(16 4478.199),(17 4576.356),(18 4561.4897),(19 4618.856),(20 4679.2163),(21 4718.307),(22 4898.7734),(23 4907.528),(24 4965.452),(25 5009.974),(26 5001.1606),(27 5147.9805),(28 5141.384),(29 5151.3516),(30 5141.155),(31 5102.915),(32 5111.0415),(33 5085.125),(34 5054.9746),(35 5037.403),(36 4935.3154),(37 4945.779),(38 4897.5996),(39 4898.2295),(40 4828.4497),(41 4786.2783),(42 4819.684),(43 4790.2803),(44 4779.2134),(45 4707.2114),(46 4752.0454),(47 4687.429),(48 4694.9834),(49 4700.0103),(50 4687.0103),(51 4714.9883),(52 4762.4194),(53 4673.0547),(54 4714.0864),(55 4694.8994),(56 4725.2104),(57 4790.8877),(58 4854.3784),(59 4803.7134),(60 4810.9956),(61 4830.3716),(62 4844.4795),(63 4980.3047),(64 5027.147),(65 4990.063),(66 5028.0386),(67 5136.8237),(68 5102.1597),(69 5239.479),(70 5251.0786),(71 5287.663),(72 5318.987),(73 5333.482),(74 5376.7734),(75 5406.8345),(76 5429.183),(77 5376.0366),(78 5366.062),(79 5356.925),
(1 2838.2615),(2 3127.3538),(3 3364.039),(4 3502.3052),(5 3540.1887),(6 3703.1152),(7 3751.9807),(8 3819.477),(9 3886.2722),(10 3923.909),(11 3968.8074),(12 4111.8384),(13 4173.8945),(14 4205.6816),(15 4310.026),(16 4316.0996),(17 4420.9116),(18 4445.7915),(19 4459.9336),(20 4536.2173),(21 4654.156),(22 4719.287),(23 4754.904),(24 4830.088),(25 4831.9297),(26 4884.533),(27 5005.4277),(28 5024.873),(29 5022.28),(30 5012.837),(31 4970.8203),(32 5001.242),(33 4916.9023),(34 4922.8286),(35 4894.526),(36 4831.738),(37 4800.293),(38 4749.1626),(39 4743.4927),(40 4707.193),(41 4630.8516),(42 4632.0654),(43 4530.314),(44 4548.847),(45 4496.559),(46 4499.53),(47 4518.7393),(48 4471.119),(49 4468.6733),(50 4436.7837),(51 4517.604),(52 4535.311),(53 4490.739),(54 4520.3105),(55 4544.081),(56 4521.787),(57 4563.801),(58 4604.404),(59 4562.277),(60 4584.4287),(61 4631.23),(62 4615.6396),(63 4695.076),(64 4708.949),(65 4707.9063),(66 4743.0767),(67 4778.669),(68 4808.6396),(69 4854.7803),(70 4917.2373),(71 4941.831),(72 5051.9014),(73 5116.6494),(74 5154.9395),(75 5227.382),(76 5251.6963),(77 5192.1196),(78 5207.3213),(79 5201.0615),
(1 2788.537),(2 3060.9902),(3 3322.114),(4 3488.891),(5 3543.7073),(6 3710.436),(7 3799.511),(8 3869.687),(9 3955.9543),(10 4049.564),(11 4070.803),(12 4156.472),(13 4282.8037),(14 4342.261),(15 4389.4355),(16 4511.227),(17 4579.1865),(18 4628.0723),(19 4638.658),(20 4736.608),(21 4840.8447),(22 4874.042),(23 4902.16),(24 4986.988),(25 5035.3047),(26 5089.0137),(27 5208.2417),(28 5174.012),(29 5191.535),(30 5202.3755),(31 5179.8438),(32 5221.8667),(33 5138.075),(34 5097.72),(35 5023.695),(36 5008.4814),(37 4944.552),(38 4834.083),(39 4844.734),(40 4816.283),(41 4774.877),(42 4789.7207),(43 4710.157),(44 4709.044),(45 4711.083),(46 4630.468),(47 4592.3857),(48 4607.5474),(49 4595.9126),(50 4554.2837),(51 4621.514),(52 4659.0786),(53 4594.8115),(54 4560.784),(55 4564.8706),(56 4572.7446),(57 4539.6113),(58 4572.2866),(59 4590.7764),(60 4585.7544),(61 4583.313),(62 4567.3403),(63 4640.043),(64 4601.0957),(65 4639.9253),(66 4701.29),(67 4775.453),(68 4768.9614),(69 4777.244),(70 4832.919),(71 4884.898),(72 4947.618),(73 4982.4385),(74 5076.572),(75 5061.3623),(76 5105.3105),(77 5141.2407),(78 5105.2554),(79 5041.838),
(1 2743.7317),(2 3104.2705),(3 3290.5508),(4 3431.4111),(5 3431.3638),(6 3568.2405),(7 3663.5027),(8 3691.4355),(9 3749.4924),(10 3822.163),(11 3897.913),(12 3988.5593),(13 4049.049),(14 4106.659),(15 4211.505),(16 4297.1816),(17 4353.876),(18 4359.662),(19 4472.1777),(20 4542.8506),(21 4580.0894),(22 4650.317),(23 4777.012),(24 4734.1826),(25 4831.3765),(26 4835.7134),(27 4914.9756),(28 4904.9697),(29 4830.3125),(30 4894.5356),(31 4878.4263),(32 4853.6187),(33 4838.365),(34 4846.8677),(35 4721.262),(36 4741.254),(37 4735.8506),(38 4690.5796),(39 4665.4634),(40 4627.176),(41 4619.203),(42 4598.013),(43 4600.738),(44 4565.4185),(45 4567.3003),(46 4573.9785),(47 4559.9067),(48 4529.983),(49 4531.754),(50 4521.3555),(51 4569.9365),(52 4589.066),(53 4530.9834),(54 4497.9033),(55 4429.309),(56 4417.293),(57 4510.3066),(58 4510.6064),(59 4583.0645),(60 4569.885),(61 4598.9136),(62 4557.8965),(63 4611.2134),(64 4608.368),(65 4610.9463),(66 4643.543),(67 4698.0083),(68 4690.7217),(69 4681.4336),(70 4685.1978),(71 4694.7505),(72 4720.671),(73 4776.9487),(74 4782.144),(75 4803.8105),(76 4766.7007),(77 4776.543),(78 4861.217),(79 4823.0454),
(1 2659.0137),(2 3003.197),(3 3173.3818),(4 3303.637),(5 3331.0007),(6 3440.161),(7 3577.7856),(8 3540.102),(9 3663.363),(10 3762.7878),(11 3793.6677),(12 3871.9573),(13 3891.143),(14 3929.174),(15 4005.6638),(16 4007.4019),(17 4106.3687),(18 4099.4023),(19 4193.292),(20 4208.4507),(21 4296.3296),(22 4317.195),(23 4395.4185),(24 4459.2344),(25 4482.8286),(26 4499.9526),(27 4561.7393),(28 4553.4883),(29 4566.5884),(30 4500.9067),(31 4504.5786),(32 4500.7437),(33 4510.7397),(34 4527.788),(35 4445.5493),(36 4493.573),(37 4467.6025),(38 4442.0723),(39 4434.2056),(40 4416.45),(41 4385.9404),(42 4364.5),(43 4396.8735),(44 4368.8896),(45 4353.0376),(46 4305.2188),(47 4352.5947),(48 4364.0435),(49 4375.2485),(50 4354.09),(51 4413.6016),(52 4459.8247),(53 4417.218),(54 4379.2764),(55 4378.8076),(56 4376.8813),(57 4463.259),(58 4418.2954),(59 4393.7256),(60 4364.7334),(61 4395.4805),(62 4379.2114),(63 4426.1533),(64 4400.037),(65 4408.7715),(66 4409.1953),(67 4412.2637),(68 4452.7744),(69 4396.2686),(70 4436.1973),(71 4462.9707),(72 4549.347),(73 4583.419),(74 4567.017),(75 4582.7256),(76 4605.938),(77 4565.2085),(78 4586.352),(79 4573.9785),
(1 2618.4065),(2 3003.7961),(3 3150.9045),(4 3232.8),(5 3381.3032),(6 3491.7507),(7 3557.7886),(8 3591.3398),(9 3737.4229),(10 3785.2039),(11 3856.1182),(12 3936.5874),(13 3940.8113),(14 3990.679),(15 4100.175),(16 4102.3687),(17 4144.589),(18 4187.059),(19 4232.941),(20 4361.329),(21 4399.8535),(22 4426.059),(23 4466.784),(24 4530.1323),(25 4589.9736),(26 4565.101),(27 4671.0215),(28 4701.8696),(29 4685.6997),(30 4697.8916),(31 4685.5894),(32 4705.02),(33 4665.6416),(34 4568.5493),(35 4584.5044),(36 4522.147),(37 4547.951),(38 4480.087),(39 4508.517),(40 4474.6177),(41 4404.9795),(42 4372.4873),(43 4426.274),(44 4295.7563),(45 4307.664),(46 4241.3833),(47 4311.4746),(48 4271.702),(49 4340.35),(50 4326.536),(51 4342.3027),(52 4373.9966),(53 4331.871),(54 4268.64),(55 4251.131),(56 4227.9146),(57 4278.7656),(58 4266.2725),(59 4214.899),(60 4226.75),(61 4259.278),(62 4224.6636),(63 4267.2983),(64 4249.1626),(65 4264.3574),(66 4295.0103),(67 4373.914),(68 4381.42),(69 4456.082),(70 4485.831),(71 4530.1953),(72 4617.8706),(73 4636.315),(74 4753.455),(75 4752.1367),(76 4755.4507),(77 4756.3945),(78 4682.7607),(79 4723.5313),
(1 2456.059),(2 2803.064),(3 3004.4219),(4 3111.8235),(5 3227.223),(6 3363.571),(7 3418.455),(8 3487.525),(9 3616.3738),(10 3633.4673),(11 3737.1563),(12 3846.7703),(13 3871.8733),(14 3947.3855),(15 4058.0693),(16 4032.8396),(17 4103.4478),(18 4194.4434),(19 4248.7324),(20 4374.952),(21 4404.659),(22 4453.5537),(23 4522.9844),(24 4562.1743),(25 4610.8506),(26 4599.4883),(27 4676.6724),(28 4642.993),(29 4631.217),(30 4699.0884),(31 4661.2734),(32 4629.8345),(33 4581.3228),(34 4584.5215),(35 4533.091),(36 4437.857),(37 4426.588),(38 4381.207),(39 4321.349),(40 4330.7993),(41 4263.2563),(42 4232.545),(43 4234.348),(44 4224.693),(45 4228.7),(46 4245.0146),(47 4250.3716),(48 4198.336),(49 4214.716),(50 4260.0166),(51 4276.3506),(52 4204.6284),(53 4198.6714),(54 4200.691),(55 4176.016),(56 4174.784),(57 4173.395),(58 4154.227),(59 4141.1924),(60 4119.4043),(61 4148.507),(62 4155.8325),(63 4217.599),(64 4202.4404),(65 4233.1563),(66 4256.794),(67 4397.654),(68 4386.5605),(69 4439.2813),(70 4467.307),(71 4494.85),(72 4544.413),(73 4562.7695),(74 4623.6865),(75 4652.114),(76 4648.9497),(77 4573.406),(78 4591.7705),(79 4547.5938),
(1 2519.9736),(2 2878.7583),(3 3059.4338),(4 3165.7542),(5 3274.7622),(6 3398.7742),(7 3470.9688),(8 3509.645),(9 3656.388),(10 3744.6956),(11 3798.899),(12 3955.0964),(13 3932.0159),(14 3975.5542),(15 4048.1294),(16 4071.6917),(17 4184.6157),(18 4269.1953),(19 4267.03),(20 4316.2144),(21 4366.634),(22 4437.5366),(23 4569.33),(24 4566.9897),(25 4593.002),(26 4579.8145),(27 4665.5054),(28 4621.7495),(29 4634.998),(30 4628.2607),(31 4543.8105),(32 4576.6157),(33 4498.8867),(34 4496.0884),(35 4484.0903),(36 4400.3345),(37 4368.6416),(38 4305.184),(39 4275.613),(40 4238.433),(41 4190.0005),(42 4274.08),(43 4221.8994),(44 4191.443),(45 4184.181),(46 4202.0503),(47 4200.01),(48 4177.9985),(49 4192.812),(50 4234.824),(51 4245.1025),(52 4297.711),(53 4299.3623),(54 4324.4126),(55 4332.457),(56 4312.995),(57 4346.0195),(58 4344.273),(59 4334.4116),(60 4306.75),(61 4301.5376),(62 4369.7344),(63 4365.711),(64 4336.505),(65 4350.9937),(66 4321.038),(67 4403.8677),(68 4382.5757),(69 4453.3535),(70 4461.839),(71 4482.654),(72 4608.7266),(73 4610.7134),(74 4651.7295),(75 4695.479),(76 4684.8647),(77 4707.174),(78 4705.0176),(79 4641.545),
(1 2463.3347),(2 2818.526),(3 2991.2986),(4 3082.1548),(5 3178.6233),(6 3271.8518),(7 3317.3628),(8 3373.333),(9 3439.7317),(10 3550.0562),(11 3580.6453),(12 3657.3591),(13 3729.2788),(14 3739.754),(15 3817.1404),(16 3813.8047),(17 3892.2388),(18 3938.1523),(19 4025.748),(20 4023.7185),(21 4062.8848),(22 4154.7104),(23 4201.6694),(24 4272.0415),(25 4266.3945),(26 4313.5566),(27 4336.6035),(28 4353.568),(29 4319.3604),(30 4346.0933),(31 4262.476),(32 4313.3345),(33 4233.73),(34 4264.2974),(35 4246.8647),(36 4215.9434),(37 4164.1094),(38 4136.4653),(39 4140.5806),(40 4149.3193),(41 4085.1917),(42 4137.909),(43 4062.2947),(44 4015.6877),(45 4028.9143),(46 4085.9043),(47 4033.9094),(48 4048.8967),(49 4041.7947),(50 4030.7764),(51 4043.9087),(52 4057.773),(53 4080.9639),(54 4049.4678),(55 4062.0369),(56 4095.9854),(57 4057.3792),(58 4055.6873),(59 4046.8608),(60 4117.082),(61 4057.3232),(62 4097.9414),(63 4182.3325),(64 4140.7065),(65 4161.339),(66 4150.4434),(67 4135.0425),(68 4180.5684),(69 4223.263),(70 4270.4746),(71 4279.588),(72 4296.8267),(73 4341.5425),(74 4307.281),(75 4376.5786),(76 4395.974),(77 4363.1133),(78 4288.374),(79 4238.296),
(1 2395.215),(2 2695.5122),(3 2885.8108),(4 2957.783),(5 3019.0515),(6 3110.9124),(7 3130.275),(8 3195.0105),(9 3304.531),(10 3378.8767),(11 3447.6953),(12 3544.655),(13 3551.6248),(14 3595.9255),(15 3685.0803),(16 3734.404),(17 3783.7778),(18 3805.9197),(19 3898.8293),(20 3927.0908),(21 3987.9543),(22 4000.7605),(23 4096.006),(24 4128.665),(25 4081.8247),(26 4136.017),(27 4212.5366),(28 4220.5317),(29 4265.4336),(30 4238.1636),(31 4262.9473),(32 4256.719),(33 4183.2236),(34 4186.321),(35 4193.2),(36 4190.454),(37 4128.233),(38 4097.6987),(39 4085.1455),(40 4076.3752),(41 4022.9475),(42 4082.122),(43 4026.0251),(44 4023.76),(45 4034.5308),(46 4075.02),(47 4063.8108),(48 4044.9175),(49 3997.938),(50 4040.8086),(51 4024.2363),(52 4040.2178),(53 4121.6006),(54 4056.2405),(55 4057.9756),(56 4076.591),(57 4091.3843),(58 4097.0786),(59 4096.4775),(60 4064.3782),(61 4058.8513),(62 4048.9504),(63 4109.896),(64 4091.3323),(65 4102.1313),(66 4136.716),(67 4108.0405),(68 4112.6416),(69 4155.313),(70 4164.436),(71 4171.6675),(72 4200.52),(73 4246.956),(74 4231.229),(75 4271.4336),(76 4276.003),(77 4262.571),(78 4198.795),(79 4219.382),
(1 2378.6775),(2 2722.6165),(3 2909.059),(4 2967.493),(5 3054.942),(6 3122.3555),(7 3240.377),(8 3287.8076),(9 3345.0757),(10 3446.452),(11 3524.3877),(12 3660.4722),(13 3642.5122),(14 3715.1094),(15 3765.6082),(16 3829.304),(17 3899.7566),(18 3975.6611),(19 4044.6968),(20 4157.4507),(21 4128.4517),(22 4204.655),(23 4231.642),(24 4288.9214),(25 4373.4424),(26 4366.8965),(27 4423.6777),(28 4456.1943),(29 4462.5273),(30 4412.9707),(31 4444.337),(32 4406.159),(33 4434.2554),(34 4413.867),(35 4415.3457),(36 4366.043),(37 4362.672),(38 4303.5366),(39 4246.9),(40 4232.4424),(41 4202.952),(42 4211.3545),(43 4187.1377),(44 4197.837),(45 4200.1157),(46 4207.966),(47 4251.292),(48 4241.8477),(49 4220.537),(50 4228.269),(51 4221.122),(52 4205.7744),(53 4222.129),(54 4165.962),(55 4184.342),(56 4218.086),(57 4251.905),(58 4216.3447),(59 4195.5835),(60 4226.542),(61 4253.7515),(62 4230.958),(63 4277.384),(64 4289.2163),(65 4301.978),(66 4344.41),(67 4369.102),(68 4321.535),(69 4387.679),(70 4332.0063),(71 4391.6973),(72 4433.066),(73 4471.89),(74 4550.161),(75 4522.1055),(76 4477.412),(77 4414.0293),(78 4354.8516),(79 4318.4497),
(1 2294.9426),(2 2640.0032),(3 2803.7595),(4 2845.295),(5 2910.2524),(6 2993.3508),(7 3085.2397),(8 3159.4973),(9 3240.7676),(10 3289.5715),(11 3344.9895),(12 3425.2283),(13 3401.5635),(14 3531.2776),(15 3536.8286),(16 3559.2168),(17 3663.7156),(18 3710.7568),(19 3823.25),(20 3860.7527),(21 3905.2336),(22 3993.2092),(23 4002.174),(24 4026.8047),(25 4042.1536),(26 4060.5142),(27 4139.1074),(28 4155.957),(29 4194.3447),(30 4192.0186),(31 4203.075),(32 4152.891),(33 4154.147),(34 4180.937),(35 4142.5728),(36 4111.608),(37 4089.3757),(38 4015.3306),(39 3980.7546),(40 3973.8882),(41 3937.5417),(42 3959.174),(43 3977.4133),(44 3967.2715),(45 3949.696),(46 3949.7742),(47 3945.6353),(48 3934.7703),(49 3928.6943),(50 3949.7278),(51 3983.1777),(52 3957.304),(53 3967.3645),(54 3952.4517),(55 3939.371),(56 3993.3928),(57 4053.9924),(58 4080.4473),(59 4070.3662),(60 4052.095),(61 4052.9453),(62 4040.7964),(63 4012.6987),(64 4014.4128),(65 4035.1904),(66 4072.0496),(67 4064.7415),(68 4066.8228),(69 4099.9614),(70 4115.3286),(71 4127.1465),(72 4160.0884),(73 4191.0063),(74 4232.6333),(75 4241.152),(76 4224.4697),(77 4200.1387),(78 4204.1875),(79 4133.009),
(1 2265.1582),(2 2575.3022),(3 2749.8738),(4 2864.954),(5 2905.018),(6 2944.896),(7 3023.9158),(8 3085.4172),(9 3139.8),(10 3226.0283),(11 3225.0933),(12 3334.1248),(13 3413.7793),(14 3487.49),(15 3483.536),(16 3489.658),(17 3527.82),(18 3625.611),(19 3592.2617),(20 3712.5078),(21 3720.0037),(22 3733.6013),(23 3837.1873),(24 3819.9521),(25 3840.7087),(26 3868.9893),(27 3933.1968),(28 3934.4482),(29 3906.3494),(30 3932.5894),(31 3944.588),(32 3964.9788),(33 3912.7732),(34 3948.496),(35 3948.873),(36 3877.5012),(37 3927.107),(38 3870.066),(39 3917.442),(40 3901.7378),(41 3876.0857),(42 3867.666),(43 3854.085),(44 3907.695),(45 3910.553),(46 3862.4014),(47 3875.2107),(48 3867.207),(49 3851.0193),(50 3870.4272),(51 3886.541),(52 3862.5408),(53 3869.023),(54 3850.5188),(55 3848.283),(56 3888.014),(57 3881.0671),(58 3915.854),(59 3878.9272),(60 3882.387),(61 3877.4878),(62 3885.1052),(63 3884.389),(64 3894.7454),(65 3921.7864),(66 3930.264),(67 3935.7349),(68 3971.448),(69 3969.7551),(70 4013.3542),(71 3996.8977),(72 4037.0667),(73 4041.7922),(74 4030.7163),(75 4085.846),(76 4057.914),(77 4041.7468),(78 3993.586),(79 3938.941),
(1 2224.9136),(2 2586.135),(3 2729.583),(4 2809.913),(5 2872.3003),(6 2921.5588),(7 3003.7527),(8 3016.9707),(9 3077.3545),(10 3135.226),(11 3175.7559),(12 3271.444),(13 3294.289),(14 3352.2192),(15 3393.509),(16 3389.7542),(17 3473.0117),(18 3530.017),(19 3523.502),(20 3611.642),(21 3650.118),(22 3658.383),(23 3673.1064),(24 3719.0972),(25 3717.822),(26 3721.223),(27 3753.7163),(28 3802.646),(29 3813.9546),(30 3780.2617),(31 3745.601),(32 3799.7065),(33 3736.5095),(34 3703.423),(35 3689.5718),(36 3675.654),(37 3682.9382),(38 3658.2664),(39 3685.7363),(40 3666.0564),(41 3670.9648),(42 3659.899),(43 3702.109),(44 3693.0215),(45 3710.724),(46 3716.3547),(47 3748.4233),(48 3746.0881),(49 3720.1538),(50 3765.0671),(51 3731.7966),(52 3757.541),(53 3740.8408),(54 3736.145),(55 3693.6543),(56 3758.552),(57 3793.122),(58 3814.75),(59 3758.5396),(60 3795.6658),(61 3772.0918),(62 3761.1736),(63 3743.6345),(64 3724.4407),(65 3715.487),(66 3740.1404),(67 3743.239),(68 3734.296),(69 3728.5642),(70 3747.569),(71 3743.3293),(72 3806.7192),(73 3846.1064),(74 3816.877),(75 3828.716),(76 3808.5193),(77 3798.3198),(78 3839.9333),(79 3795.7102),
(1 2071.9993),(2 2442.0444),(3 2611.2314),(4 2723.339),(5 2749.5522),(6 2811.7983),(7 2854.8538),(8 2913.6106),(9 2956.0212),(10 3019.4744),(11 3067.6729),(12 3137.0276),(13 3197.961),(14 3254.6973),(15 3290.7815),(16 3343.8376),(17 3411.5503),(18 3380.5469),(19 3410.0647),(20 3430.0186),(21 3466.1218),(22 3501.2246),(23 3507.5007),(24 3559.5063),(25 3585.712),(26 3568.7344),(27 3637.6765),(28 3647.962),(29 3662.3027),(30 3601.9573),(31 3593.3354),(32 3577.7805),(33 3574.5217),(34 3532.7827),(35 3527.2424),(36 3494.9714),(37 3500.16),(38 3502.0952),(39 3520.7014),(40 3561.3682),(41 3520.429),(42 3554.081),(43 3621.9976),(44 3617.84),(45 3593.8572),(46 3548.8523),(47 3548.4412),(48 3595.761),(49 3594.6467),(50 3623.0188),(51 3585.851),(52 3613.2603),(53 3603.123),(54 3639.2996),(55 3591.8015),(56 3564.897),(57 3657.0295),(58 3617.567),(59 3663.375),(60 3643.8223),(61 3648.3672),(62 3572.855),(63 3624.3418),(64 3611.5518),(65 3592.1863),(66 3629.453),(67 3615.99),(68 3635.2744),(69 3601.5566),(70 3595.2239),(71 3584.7961),(72 3639.7302),(73 3698.961),(74 3688.6306),(75 3669.1943),(76 3696.2869),(77 3679.5337),(78 3680.1206),(79 3661.652),
(1 2107.137),(2 2448.0386),(3 2611.9814),(4 2723.131),(5 2763.9226),(6 2829.2385),(7 2923.9126),(8 2955.9583),(9 2968.7214),(10 3014.0347),(11 3026.661),(12 3137.447),(13 3229.6323),(14 3300.7295),(15 3321.9065),(16 3321.628),(17 3409.3794),(18 3436.6206),(19 3440.723),(20 3462.7092),(21 3433.5679),(22 3500.207),(23 3520.7883),(24 3574.6038),(25 3582.9424),(26 3603.9912),(27 3685.1877),(28 3688.8025),(29 3649.4714),(30 3635.3645),(31 3619.9343),(32 3638.3945),(33 3645.2278),(34 3564.383),(35 3580.0007),(36 3572.183),(37 3638.0698),(38 3566.2673),(39 3588.7405),(40 3581.7217),(41 3587.0034),(42 3612.503),(43 3622.1084),(44 3631.3945),(45 3606.3264),(46 3587.0183),(47 3552.8586),(48 3559.7432),(49 3544.5334),(50 3565.9133),(51 3543.1147),(52 3551.1572),(53 3577.0527),(54 3564.694),(55 3555.798),(56 3564.5886),(57 3585.9277),(58 3588.0918),(59 3602.694),(60 3626.4753),(61 3624.5166),(62 3595.8425),(63 3601.3433),(64 3598.5093),(65 3586.7043),(66 3581.117),(67 3569.9988),(68 3623.897),(69 3613.057),(70 3617.251),(71 3648.0427),(72 3688.4675),(73 3747.9785),(74 3735.8547),(75 3759.5256),(76 3736.248),(77 3712.018),(78 3660.683),(79 3637.1157),
