1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 172929.94),(2 517230.47),(3 945557),(4 1427837.1),(5 1976179.4),(6 2475474.8),(7 2915271),(8 3417374),(9 3971318),(10 4676826.5),(11 5468098.5),(12 6360872.5),(13 7391509.5),(14 8365908.5),(15 9411892),(16 10555643),(17 11575439),(18 12737005),(19 13895472),(20 15077355),(21 16160632),(22 17226352),(23 18341214),(24 19384970),(25 20322304),(26 21067696),(27 21881158),(28 22515296),(29 23095856),(30 23597654),(31 24135554),(32 24558672),(33 24880102),(34 25118960),(35 25337024),(36 25501376),(37 25565040),(38 25590054),(39 25601872),(40 25602922),(41 25589754),(42 25568200),(43 25494566),(44 25434354),(45 25354066),(46 25248490),(47 25117078),(48 24969570),(49 24845866),(50 24718552),(51 24598176),(52 24496680),(53 24479474),(54 24510632),(55 24619090),(56 24746336),(57 24983728),(58 25247022),(59 25392898),(60 25497910),(61 25650864),(62 25835578),(63 25993280),(64 26202464),(65 26388152),(66 26566930),(67 26670016),(68 26849632),(69 27077562),(70 27285226),(71 27322346),(72 27264062),(73 27182426),(74 27075152),(75 26886726),(76 26565642),(77 26335656),(78 26063190),(79 25699154),
(1 174513.48),(2 458884.56),(3 601247.6),(4 617184.2),(5 630786.7),(6 660146.4),(7 685424.06),(8 732116),(9 813371.8),(10 878259.06),(11 892216.2),(12 898028.3),(13 948921.56),(14 995505.6),(15 1011634.4),(16 1004720.4),(17 995398.4),(18 1009050.2),(19 1010320),(20 1038880.5),(21 1087835.6),(22 1070885.8),(23 1051274),(24 1075139),(25 1087106.6),(26 1088726.5),(27 1105512),(28 1132265),(29 1138487.8),(30 1132004.6),(31 1117855.5),(32 1114486),(33 1106290.8),(34 1088893.3),(35 1085129.3),(36 1094123),(37 1092570.9),(38 1084596.3),(39 1081242.3),(40 1090473.6),(41 1101310.9),(42 1113994.6),(43 1130238.1),(44 1140561.1),(45 1159828.1),(46 1179488.1),(47 1187680.8),(48 1201463.5),(49 1240844.9),(50 1296382.5),(51 1339151.5),(52 1350129.9),(53 1363506.4),(54 1368400.5),(55 1358856.5),(56 1346326.4),(57 1355516.4),(58 1373248.4),(59 1370437.6),(60 1345880.4),(61 1335081.4),(62 1338347.9),(63 1330567.9),(64 1307664.8),(65 1289670.3),(66 1281131.8),(67 1276839.5),(68 1284461.9),(69 1297111),(70 1300715.6),(71 1284046.9),(72 1255038),(73 1251092.8),(74 1252649.4),(75 1250043.6),(76 1240754),(77 1233306.8),(78 1236237.3),(79 1241975.8),
(1 177011.8),(2 456813.53),(3 585352.56),(4 608736.94),(5 649226),(6 684467.25),(7 712843.56),(8 770324.5),(9 856826.7),(10 929616.3),(11 947470.2),(12 950093.7),(13 987121.7),(14 1021009.25),(15 1049289.9),(16 1064307.1),(17 1051996.4),(18 1066995),(19 1068239.9),(20 1094706.1),(21 1139702.5),(22 1144400.6),(23 1155613.8),(24 1186230.9),(25 1194948.8),(26 1184076),(27 1191187.6),(28 1214160.1),(29 1221997.4),(30 1214921.9),(31 1197755.4),(32 1195825.9),(33 1198190),(34 1201817.9),(35 1219213.4),(36 1230301.1),(37 1212182),(38 1195554.6),(39 1188376.4),(40 1193809.6),(41 1197937.1),(42 1217371),(43 1248269.4),(44 1253013.4),(45 1272776.4),(46 1295556.9),(47 1300587.9),(48 1312846.6),(49 1349435.4),(50 1401138.6),(51 1436851.6),(52 1442512.4),(53 1451853.4),(54 1464180.4),(55 1453938.5),(56 1434663.4),(57 1434267.5),(58 1448145),(59 1446554.4),(60 1425827.1),(61 1407085),(62 1408786.1),(63 1406790.1),(64 1377074.8),(65 1337886.9),(66 1310214.6),(67 1307438.1),(68 1311513.9),(69 1306239.5),(70 1305084.6),(71 1317396.8),(72 1297526.1),(73 1272635.8),(74 1251008.4),(75 1242977.1),(76 1234794),(77 1222992.1),(78 1212124.8),(79 1215687.4),
(1 160929.17),(2 400988.7),(3 500724.03),(4 517059.6),(5 561690.3),(6 602533.75),(7 628386),(8 682301),(9 764685.44),(10 843560.6),(11 882597.8),(12 912055.75),(13 961935),(14 986754.3),(15 999338.1),(16 1004280.25),(17 999720.5),(18 1022987.4),(19 1041967.56),(20 1077789.4),(21 1130833.4),(22 1142072.5),(23 1152879.3),(24 1201855.8),(25 1242363.5),(26 1251803.6),(27 1264892.6),(28 1292567.3),(29 1296319.1),(30 1285304.3),(31 1255219.5),(32 1230345.1),(33 1205328.8),(34 1186487.1),(35 1191109.4),(36 1194662.8),(37 1177038.6),(38 1172410),(39 1170895.9),(40 1177067.1),(41 1182225.6),(42 1194922.3),(43 1226443.1),(44 1232644.5),(45 1271336.3),(46 1304759),(47 1330146.6),(48 1367892.6),(49 1407713.5),(50 1446356.1),(51 1471196.9),(52 1489569.4),(53 1501735),(54 1504845.1),(55 1489501.3),(56 1477551),(57 1466064.5),(58 1450219.4),(59 1444193.5),(60 1431982.3),(61 1402720.8),(62 1386654.6),(63 1381887.9),(64 1360006.3),(65 1317925.1),(66 1272797.6),(67 1250927.8),(68 1237380.4),(69 1213702),(70 1193484.4),(71 1190029.1),(72 1179682.5),(73 1161978),(74 1148465.5),(75 1138499.4),(76 1132699.8),(77 1123601.5),(78 1114569.1),(79 1114807.5),
(1 158191.17),(2 380946.72),(3 465301.34),(4 490178.97),(5 541916.44),(6 569255.5),(7 593100.44),(8 645990.56),(9 715291.2),(10 786841.44),(11 833554.06),(12 876376.7),(13 935928),(14 968881.5),(15 1008060.9),(16 1038039.6),(17 1007891.94),(18 1018937.1),(19 1054865.1),(20 1104948.9),(21 1172876.4),(22 1216814.1),(23 1254333),(24 1299205.4),(25 1315010.4),(26 1317161.8),(27 1340660.5),(28 1366090.6),(29 1384421.5),(30 1410819),(31 1411795.9),(32 1387280.4),(33 1354589),(34 1325419.3),(35 1328210.3),(36 1330194.3),(37 1289239.5),(38 1265677.4),(39 1275566.4),(40 1296078.4),(41 1305390.9),(42 1316431),(43 1346881.8),(44 1344810.5),(45 1372857.8),(46 1404134.8),(47 1445152.6),(48 1506383.6),(49 1568994.6),(50 1606219.5),(51 1620954.5),(52 1632935.3),(53 1644209.6),(54 1614737.9),(55 1577553.3),(56 1567041.8),(57 1544382.4),(58 1492010.9),(59 1451863.3),(60 1426432.5),(61 1374632.4),(62 1305186.6),(63 1260450.1),(64 1237826.6),(65 1197549),(66 1143081.6),(67 1106581.8),(68 1111769.5),(69 1107218.3),(70 1080697.8),(71 1057954.4),(72 1053544.5),(73 1055183.5),(74 1048956.5),(75 1054093.5),(76 1073713),(77 1095926.6),(78 1116551.9),(79 1132370.3),
(1 152412.52),(2 353027.4),(3 412951.9),(4 427320.75),(5 485848.5),(6 523180.25),(7 553761.8),(8 610149.06),(9 667590.4),(10 721686.25),(11 764238.56),(12 800673.7),(13 851958.8),(14 893624.8),(15 946583.8),(16 1000898.06),(17 978202.06),(18 1000560.56),(19 1035518.8),(20 1061403.5),(21 1100013.1),(22 1133868.4),(23 1186406.8),(24 1240472.9),(25 1262838.9),(26 1265278.3),(27 1294162.6),(28 1314225.9),(29 1323830),(30 1343659.8),(31 1360922),(32 1361910.3),(33 1356203.8),(34 1343872.9),(35 1347621.5),(36 1349001),(37 1317204.1),(38 1289035.5),(39 1273363.9),(40 1260942),(41 1266327.8),(42 1282397.6),(43 1290978.8),(44 1281073.5),(45 1309416.3),(46 1337874.8),(47 1366621.1),(48 1414600.1),(49 1470383),(50 1507471),(51 1532867.8),(52 1550107.8),(53 1570837),(54 1544297.8),(55 1509427.8),(56 1494932.4),(57 1467263.6),(58 1410936.6),(59 1352508.3),(60 1302391.4),(61 1260263.9),(62 1186299.6),(63 1107984.1),(64 1065446.1),(65 1027826.2),(66 990468.75),(67 953905.5),(68 941103.44),(69 948278.75),(70 955077.4),(71 957829.75),(72 950412.06),(73 960938.2),(74 965767),(75 968287.2),(76 984049.25),(77 1007746.06),(78 1042888.94),(79 1078923.3),
(1 148428.11),(2 333725.88),(3 376331.03),(4 390578.47),(5 452883.6),(6 494282.94),(7 523744.6),(8 597298.06),(9 673342.4),(10 725368.56),(11 754510.8),(12 773089.94),(13 796675.7),(14 822282.2),(15 860258.94),(16 904992.06),(17 904580.3),(18 919466.1),(19 947670.4),(20 986979.4),(21 1022623),(22 1035997.1),(23 1073327.5),(24 1121214.3),(25 1142932),(26 1145747.6),(27 1177716.1),(28 1204581.1),(29 1211731.5),(30 1215917.8),(31 1212692.4),(32 1208706.1),(33 1207798.9),(34 1206032.3),(35 1226771.3),(36 1240319.8),(37 1224279.4),(38 1219353.6),(39 1217444.1),(40 1203397.1),(41 1205383.8),(42 1228472.9),(43 1235563.3),(44 1223064.1),(45 1228175.6),(46 1241156.4),(47 1251639.9),(48 1269298.1),(49 1292372.4),(50 1308748.4),(51 1325122.9),(52 1347022.5),(53 1364029.4),(54 1358169.1),(55 1341227.8),(56 1320150),(57 1295896.1),(58 1264146.6),(59 1229877.4),(60 1180376.4),(61 1131550.9),(62 1077009.9),(63 1015808.75),(64 962933.3),(65 912859.94),(66 882447.56),(67 862596.4),(68 858705.1),(69 864429.06),(70 871479.75),(71 889683.44),(72 904472.8),(73 931052.56),(74 941936.4),(75 950942.8),(76 962240.75),(77 970648),(78 987142.8),(79 1004968.7),
(1 163370.08),(2 359470.22),(3 389392.75),(4 395819.75),(5 460145.66),(6 507481.6),(7 550772.9),(8 613395.4),(9 675352.06),(10 729788.8),(11 759931.75),(12 777255.75),(13 801539.75),(14 819720.7),(15 857271.1),(16 890479.5),(17 883184),(18 896075.5),(19 929820.9),(20 973603.4),(21 1013824.3),(22 1040526.7),(23 1081729.9),(24 1125635.5),(25 1138785.1),(26 1131260.5),(27 1158134.5),(28 1178869.8),(29 1190065.4),(30 1196544.5),(31 1185443.4),(32 1164548.8),(33 1146243.4),(34 1123629),(35 1139971.4),(36 1163914.3),(37 1147700.8),(38 1129466.8),(39 1122963.1),(40 1120390.8),(41 1131858.4),(42 1150774.3),(43 1143238.6),(44 1125622.4),(45 1124244.5),(46 1129226.4),(47 1114689.4),(48 1112745.3),(49 1127973),(50 1132734.4),(51 1143317.4),(52 1163681.6),(53 1167593.5),(54 1152968.1),(55 1145760.9),(56 1130998.9),(57 1099489.3),(58 1065286.4),(59 1034498.44),(60 991672.5),(61 941440),(62 895190.3),(63 855706.1),(64 819868.06),(65 780987.75),(66 766780.8),(67 762103.3),(68 784967.7),(69 808976.6),(70 832530.9),(71 853919.2),(72 869825.94),(73 914787.5),(74 949577.8),(75 967857.75),(76 976042.1),(77 1004918.25),(78 1041504.5),(79 1070662.3),
(1 151724.9),(2 330658.78),(3 352574.44),(4 357990.38),(5 414049.03),(6 444220.47),(7 479639.94),(8 540509.44),(9 588060.6),(10 620764.75),(11 646922.56),(12 660521.5),(13 677496.44),(14 702964.6),(15 736016.2),(16 751933.4),(17 734251.5),(18 739248.6),(19 753801.56),(20 772897),(21 798656.4),(22 811529.4),(23 834185),(24 868992.8),(25 882257.4),(26 875830.6),(27 894793.4),(28 908846.56),(29 908700.9),(30 906938.44),(31 894962.1),(32 882637.25),(33 874147.25),(34 850807.4),(35 850067.06),(36 858289.6),(37 839207.5),(38 822440.44),(39 804868.94),(40 793593.3),(41 806205.4),(42 835987.5),(43 847485.8),(44 837678.9),(45 846704.5),(46 858226.44),(47 852969.9),(48 856646.3),(49 873045.44),(50 875853.6),(51 882792.3),(52 884730.44),(53 876926.6),(54 878781.5),(55 866499.2),(56 846390.06),(57 830827),(58 817523.56),(59 799404.75),(60 773853.06),(61 756928.2),(62 734703.75),(63 707582.06),(64 692991.4),(65 676263.5),(66 663297.5),(67 654005.6),(68 681450.8),(69 703558.8),(70 717751.8),(71 735357.44),(72 748720),(73 791872.5),(74 827517.94),(75 852945.75),(76 870349),(77 890647.5),(78 912280.6),(79 943394.25),
(1 156810.28),(2 328943.47),(3 335722.56),(4 335663.03),(5 386747.94),(6 406295.7),(7 429318.34),(8 490314.66),(9 538963.3),(10 566932.5),(11 591661.8),(12 609566.8),(13 615141.6),(14 617895.94),(15 640814.2),(16 661174.8),(17 641250.25),(18 637561.06),(19 650192.56),(20 664056.94),(21 673479.56),(22 668922.6),(23 674099.75),(24 697223.8),(25 717778.06),(26 728391.44),(27 745873.44),(28 758046),(29 762582.44),(30 762798),(31 739730.44),(32 724041.1),(33 712198.4),(34 694902.6),(35 708702),(36 725604.56),(37 713774.5),(38 703676.7),(39 682348.6),(40 662340.9),(41 662135.3),(42 686873.56),(43 706831.9),(44 703008),(45 720561.8),(46 736636.75),(47 733794.8),(48 743041.5),(49 754562.06),(50 760258.7),(51 775951.8),(52 784130.75),(53 775205.44),(54 775418.25),(55 779809.8),(56 769781.9),(57 750791.9),(58 745912.94),(59 739835.75),(60 721325.5),(61 700929.44),(62 684369.9),(63 671412.5),(64 654490.6),(65 637491.25),(66 636896),(67 636129.3),(68 655984),(69 669009.5),(70 682531.5),(71 701151.6),(72 703397.75),(73 719737.2),(74 734598.06),(75 751944.8),(76 759768.06),(77 765442.75),(78 772157.44),(79 796725.4),
(1 147132.33),(2 307427.56),(3 308435.63),(4 313550.53),(5 370568.72),(6 392497.9),(7 415118.56),(8 465531.2),(9 499877.97),(10 515915.34),(11 542538.44),(12 563380.5),(13 565732.44),(14 565236.7),(15 576420.44),(16 582291),(17 572930.5),(18 576290.5),(19 592734.9),(20 609697.3),(21 622561.75),(22 625918.2),(23 632552.9),(24 647731.4),(25 657857.56),(26 666924.3),(27 685096.3),(28 684523.3),(29 679467.2),(30 676898),(31 656690.06),(32 646590),(33 633852.7),(34 612559.3),(35 624402.9),(36 637755.06),(37 631918),(38 629210.7),(39 614344.9),(40 598024.06),(41 587969.94),(42 598994.3),(43 616969.44),(44 616657.7),(45 631574.3),(46 647895.44),(47 660252.1),(48 687041.5),(49 700801.2),(50 711229.75),(51 729320.8),(52 726432),(53 729430.75),(54 734053.3),(55 724175.94),(56 712881.8),(57 701223.9),(58 695140.7),(59 685230.44),(60 668490.25),(61 651908.5),(62 635121.06),(63 626625.25),(64 618174.1),(65 597203.8),(66 587812.25),(67 589694.56),(68 606295.4),(69 611187.8),(70 602528.1),(71 603983),(72 616799.8),(73 626369.94),(74 617679.6),(75 619874.1),(76 635912),(77 650646.5),(78 652120.4),(79 652780.7),
(1 145828.16),(2 296494.25),(3 298904.13),(4 315353),(5 372844.03),(6 390470.7),(7 419120.2),(8 477882.4),(9 513862.5),(10 527635.6),(11 549878.2),(12 571977.3),(13 584535.6),(14 598248.75),(15 625053.94),(16 629630.6),(17 611674.1),(18 620399),(19 639147.44),(20 670622.8),(21 683395.75),(22 688020.44),(23 693696),(24 703446.1),(25 707802.8),(26 706932.44),(27 723661.9),(28 719669.25),(29 713016.1),(30 719311.56),(31 699875.44),(32 684857.3),(33 671718.3),(34 647388.94),(35 657277.44),(36 666540.25),(37 645157.9),(38 633410.1),(39 617442.06),(40 605009.94),(41 595388.44),(42 600090.8),(43 614146.25),(44 612760.44),(45 626647.1),(46 634409.06),(47 648114),(48 684888.9),(49 704943.8),(50 720766.6),(51 733070.25),(52 733721.9),(53 734246.1),(54 738330.1),(55 733597.06),(56 717069.94),(57 708543.3),(58 706693.75),(59 689914.1),(60 673798.3),(61 662482.75),(62 649447.2),(63 630411.2),(64 609343.94),(65 588852.94),(66 575150.94),(67 562864.6),(68 553958.5),(69 546106.1),(70 534805.6),(71 522908.2),(72 520909.66),(73 530145.9),(74 534848.56),(75 526455.7),(76 527625.4),(77 549785.4),(78 565365.4),(79 565839.94),
(1 149095.42),(2 298471.84),(3 287985.84),(4 295224.88),(5 346846.88),(6 360484.25),(7 384536.03),(8 439817.4),(9 464220.47),(10 473738.22),(11 509333.16),(12 532431.75),(13 537300.75),(14 561245.56),(15 593199.75),(16 593997.9),(17 573700),(18 580031.1),(19 593233.44),(20 615229.4),(21 631790.56),(22 640250.6),(23 642195.9),(24 639513.25),(25 638710.9),(26 645014),(27 649774.7),(28 641428.3),(29 634396.56),(30 640553.56),(31 629132.94),(32 618619.06),(33 601957.9),(34 581066),(35 586566.4),(36 594921.8),(37 585816.9),(38 576324.6),(39 562627.5),(40 558046.06),(41 550859.9),(42 549208.75),(43 554022.1),(44 552919.06),(45 565644.94),(46 569599.4),(47 581878.4),(48 604718.4),(49 608165.7),(50 627546.6),(51 643697.3),(52 633625.06),(53 644207.1),(54 656616.8),(55 654296.44),(56 642932.4),(57 630051.2),(58 627965.56),(59 620130.56),(60 604021.94),(61 594520.3),(62 591223.8),(63 582891.25),(64 559543.9),(65 533469.75),(66 521399.88),(67 512910.03),(68 504523.66),(69 491488.97),(70 486003.13),(71 483896.8),(72 479148.66),(73 472632.53),(74 473545.38),(75 470873.63),(76 464149.84),(77 461583.56),(78 471087.78),(79 483402.75),
(1 138757.9),(2 270912.84),(3 258587.28),(4 269956.9),(5 327382.3),(6 349806.84),(7 373528.1),(8 422697.38),(9 450044.28),(10 456422.7),(11 476868.88),(12 490031.06),(13 493892.53),(14 513538.5),(15 537014.5),(16 543818),(17 529212),(18 525598),(19 537371.1),(20 559345.94),(21 577519.56),(22 584445.75),(23 597101.8),(24 608890),(25 609484.94),(26 607512.44),(27 620562.44),(28 610235),(29 591994),(30 596150.9),(31 594481.06),(32 595091.6),(33 585163.75),(34 565479.56),(35 566251.6),(36 565898.3),(37 557441),(38 550620.44),(39 539290.7),(40 534079),(41 529690.75),(42 527894.44),(43 515901.34),(44 505458.72),(45 512405.22),(46 505362.38),(47 514522.38),(48 526745.6),(49 519639.8),(50 527787.3),(51 542298.9),(52 540214.5),(53 550380.94),(54 564828.75),(55 561363.9),(56 560654.7),(57 558781.7),(58 551392.44),(59 548650.56),(60 531711.06),(61 520134.78),(62 517788.53),(63 512140),(64 497166.38),(65 478531.5),(66 468973.9),(67 466957.53),(68 464986.47),(69 461220.6),(70 462577.1),(71 469698.9),(72 472100.1),(73 474973.94),(74 480335.13),(75 490314.9),(76 498028.75),(77 497975.88),(78 495354.38),(79 508151.3),
(1 133803.83),(2 259474.45),(3 253247.97),(4 261901.38),(5 309704.94),(6 344235.8),(7 378670.63),(8 419186.66),(9 437477.5),(10 450527.03),(11 467087.94),(12 469262.34),(13 463238.38),(14 471089.25),(15 485049.88),(16 496325.97),(17 486369.3),(18 480223.94),(19 491584.4),(20 515677.25),(21 532703.94),(22 541455.25),(23 562829.1),(24 573745.3),(25 583077.25),(26 594512.6),(27 608850.2),(28 606131.4),(29 591466.7),(30 587915.7),(31 588192.44),(32 585795.2),(33 575313.7),(34 552796.6),(35 547850.6),(36 545489.06),(37 537859.94),(38 535335.7),(39 520813.13),(40 509812.06),(41 507701.97),(42 514106.94),(43 501279.88),(44 488372.28),(45 490434.66),(46 479932.63),(47 492393.78),(48 501150.56),(49 494883),(50 505462.1),(51 518848.25),(52 521673.44),(53 530988.3),(54 540359.8),(55 535846.3),(56 534164.9),(57 536410.25),(58 532780.8),(59 521285.44),(60 507166.16),(61 487476.34),(62 474935),(63 466170.25),(64 453610.97),(65 436603.16),(66 425005.06),(67 423641.38),(68 429960.3),(69 424230.47),(70 422574),(71 433729.7),(72 435467.78),(73 440328.97),(74 447552.75),(75 456967.7),(76 470708.2),(77 489825.44),(78 497205.72),(79 503963.28),
(1 125812.33),(2 240241.16),(3 234253.53),(4 244145.38),(5 281968.7),(6 313276.72),(7 345672.4),(8 379260.44),(9 398574.63),(10 411439.78),(11 426807.56),(12 428605.53),(13 424956.63),(14 437036.9),(15 450494.78),(16 456027.94),(17 449580),(18 446363.8),(19 458237.3),(20 476180.22),(21 489245.03),(22 493579.2),(23 505458.84),(24 524518.44),(25 536701.5),(26 549277.7),(27 559560.06),(28 563732.4),(29 552752.75),(30 540640.75),(31 540057.5),(32 544018.9),(33 535704.7),(34 517012.72),(35 506675.28),(36 498497.75),(37 492359.06),(38 492921.53),(39 483722.34),(40 470455.4),(41 465681.03),(42 472732.06),(43 461752.38),(44 450377.03),(45 448784.06),(46 441093.44),(47 459353.8),(48 472082.9),(49 468039.13),(50 477352.38),(51 483364.28),(52 484097.97),(53 495455.94),(54 495688.8),(55 488053.3),(56 482419.78),(57 475803.28),(58 479941.16),(59 472481.1),(60 454667.56),(61 447378.78),(62 436768.78),(63 424194.13),(64 412991.53),(65 397069.47),(66 386099.22),(67 383941.13),(68 389683.56),(69 386614.63),(70 387733.1),(71 395027.28),(72 392433.22),(73 397519.9),(74 399721.6),(75 402636.97),(76 409544.7),(77 425505.44),(78 441642.56),(79 452973.1),
(1 122389.28),(2 228343.55),(3 220877.8),(4 232477.8),(5 272546.63),(6 311239.72),(7 341173.34),(8 362920.13),(9 377702.28),(10 389847.03),(11 405879.1),(12 416193.22),(13 416169.38),(14 423009.25),(15 434310.5),(16 445827.22),(17 436379.47),(18 427308.25),(19 435314.94),(20 457149.94),(21 467368.38),(22 467930.44),(23 477553.06),(24 495868.13),(25 511792.5),(26 523203.16),(27 536838.94),(28 533213.1),(29 514980.22),(30 504613.22),(31 514075.44),(32 515961.28),(33 506861),(34 492718),(35 484869.63),(36 477937.38),(37 466809.06),(38 466755.56),(39 461696.75),(40 452046.8),(41 451995.66),(42 461041.34),(43 452752.88),(44 448498.06),(45 449622.6),(46 441848.6),(47 462532.56),(48 478156.94),(49 483801.66),(50 496583),(51 501033.94),(52 503608.13),(53 516718.22),(54 520232.5),(55 508582.34),(56 500167.88),(57 490959.5),(58 485007.63),(59 482286.13),(60 464792.88),(61 450618.2),(62 445742.63),(63 435543.72),(64 427924.88),(65 409769.2),(66 395071.38),(67 387293.94),(68 383464.56),(69 371198.53),(70 361410.03),(71 362698.8),(72 362999.88),(73 368939.47),(74 373324.2),(75 379180.13),(76 389417.13),(77 396852.78),(78 403453.75),(79 412853.13),
(1 117495.48),(2 217410.1),(3 208675.34),(4 221518.7),(5 254715.56),(6 293122.25),(7 327712.94),(8 342196.06),(9 354590),(10 369691.84),(11 379741.2),(12 381521.72),(13 387973.8),(14 394610.75),(15 401499.4),(16 407181.6),(17 400434.16),(18 395897.13),(19 407973.22),(20 427684.56),(21 438065.25),(22 437272.75),(23 449550.94),(24 460979),(25 475267.78),(26 493732.7),(27 510645.8),(28 508824.2),(29 495260.75),(30 486883),(31 493518.84),(32 493315.78),(33 482330.75),(34 466244.6),(35 461105.38),(36 455468.97),(37 445033.1),(38 440869.7),(39 430953.8),(40 416229.4),(41 417651.22),(42 428767.56),(43 422625.4),(44 419121.1),(45 417800.7),(46 417045.63),(47 432355.84),(48 437022.72),(49 437364.3),(50 444686.6),(51 446818.47),(52 452175.6),(53 463743.9),(54 464469.1),(55 466979.3),(56 460541),(57 455188.78),(58 448896.3),(59 437402),(60 432205.47),(61 414160.88),(62 399210.75),(63 391770.72),(64 378143.5),(65 358222.13),(66 345089.72),(67 337816.47),(68 341121.9),(69 332595.78),(70 323589.4),(71 328039.72),(72 337325.66),(73 344629.56),(74 353275.13),(75 365467.75),(76 381639.84),(77 393490.28),(78 395354.72),(79 399032.75),
