1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 125532.44),(2 330899.5),(3 533528.3),(4 671539.4),(5 781025.2),(6 826375.8),(7 848769.25),(8 849983.3),(9 864400),(10 870045.3),(11 945882.06),(12 1082322.9),(13 1293698),(14 1429689),(15 1480331.6),(16 1516328.9),(17 1531582.4),(18 1515638.9),(19 1508701),(20 1542109.5),(21 1668104.4),(22 1838491.1),(23 2044954.1),(24 2421650),(25 2610164.8),(26 2742784.5),(27 2869363.3),(28 2941926.8),(29 2950701.8),(30 3012155.3),(31 3114694.8),(32 3226548),(33 3281233.8),(34 3376559),(35 3563459.3),(36 3765285.8),(37 3907110.8),(38 3932464.3),(39 3800231.8),(40 3639756.3),(41 3476276),(42 3331852.3),(43 3293750),(44 3349802.8),(45 3343506),(46 3327054.8),(47 3204754),(48 3008387.8),(49 2764411.8),(50 2548973.8),(51 2412121),(52 2320958.8),(53 2282280.3),(54 2266401.3),(55 2312312.8),(56 2280229.5),(57 2212598.8),(58 2088765.6),(59 1894296.4),(60 1726698.4),(61 1622128.1),(62 1592589.4),(63 1639042),(64 1700575.1),(65 1840819.6),(66 1889828.4),(67 1864233.5),(68 1863196.1),(69 1924995.5),(70 1899298.5),(71 1857466.6),(72 1824599.1),(73 1863929.4),(74 1959504.9),(75 2206991.5),(76 2410387.3),(77 2694151),(78 2874172.8),(79 2964740),
(1 34.235928),(2 39.869076),(3 42.474384),(4 43.771652),(5 44.892433),(6 46.235195),(7 45.904015),(8 46.15304),(9 46.144432),(10 47.089756),(11 47.096874),(12 46.98038),(13 48.288418),(14 48.804295),(15 48.79795),(16 49.548965),(17 49.79784),(18 49.759827),(19 49.335594),(20 48.692726),(21 48.66332),(22 49.096222),(23 48.92571),(24 49.640434),(25 49.75454),(26 50.08339),(27 50.573776),(28 50.631416),(29 50.57012),(30 50.82351),(31 51.087246),(32 50.90303),(33 50.90314),(34 50.62172),(35 50.361492),(36 50.884804),(37 50.85996),(38 51.156906),(39 50.37212),(40 49.89638),(41 50.25047),(42 50.822926),(43 50.82248),(44 51.005432),(45 50.558926),(46 51.338028),(47 51.61086),(48 51.88171),(49 51.96113),(50 51.659966),(51 51.684803),(52 52.372845),(53 52.438313),(54 52.248634),(55 52.07332),(56 51.61308),(57 51.78001),(58 52.0853),(59 51.47853),(60 51.473877),(61 51.735653),(62 51.910713),(63 51.835037),(64 52.23606),(65 52.14028),(66 52.48034),(67 52.4111),(68 52.395485),(69 52.121616),(70 51.630665),(71 51.688286),(72 51.776127),(73 51.972492),(74 52.28838),(75 52.20496),(76 52.55593),(77 52.586815),(78 53.22356),(79 52.4378),
(1 33.232586),(2 38.83914),(3 40.718018),(4 42.39477),(5 43.724144),(6 44.66753),(7 45.32797),(8 45.384476),(9 45.87825),(10 46.151077),(11 45.819992),(12 46.02653),(13 45.987717),(14 46.93408),(15 47.579754),(16 48.517017),(17 48.492783),(18 48.796253),(19 48.46162),(20 48.38124),(21 48.834724),(22 48.65018),(23 49.069252),(24 48.954453),(25 49.198483),(26 50.109604),(27 50.413403),(28 50.578747),(29 50.576317),(30 50.43178),(31 50.387253),(32 50.124977),(33 50.300613),(34 50.362072),(35 50.129364),(36 50.732292),(37 50.52637),(38 50.873917),(39 51.147865),(40 51.252556),(41 50.85992),(42 50.982594),(43 51.520126),(44 51.409977),(45 51.062466),(46 51.357048),(47 51.484943),(48 51.186707),(49 51.535282),(50 51.770466),(51 51.596355),(52 51.66118),(53 51.966614),(54 51.760036),(55 51.99789),(56 51.9651),(57 51.976665),(58 51.964718),(59 51.814816),(60 51.086704),(61 51.05508),(62 50.88327),(63 51.09644),(64 51.31445),(65 51.215603),(66 51.511555),(67 51.737587),(68 51.517433),(69 51.37475),(70 51.660324),(71 51.080967),(72 51.07877),(73 51.435688),(74 51.829197),(75 50.93031),(76 51.529972),(77 51.915962),(78 51.900307),(79 52.031494),
(1 33.80353),(2 39.53812),(3 41.643353),(4 43.680004),(5 44.784615),(6 45.40936),(7 46.19418),(8 45.77193),(9 45.95372),(10 45.918068),(11 46.339394),(12 46.97072),(13 47.37141),(14 48.044125),(15 48.56808),(16 48.937817),(17 48.832188),(18 49.2863),(19 49.003),(20 48.78381),(21 48.591442),(22 48.600376),(23 49.051792),(24 49.482677),(25 50.011063),(26 50.05544),(27 51.26484),(28 51.388718),(29 51.834816),(30 52.087368),(31 51.920666),(32 51.88567),(33 52.20405),(34 51.877056),(35 51.860546),(36 52.197),(37 52.24131),(38 52.395664),(39 51.963196),(40 52.2648),(41 52.75294),(42 52.113937),(43 52.9246),(44 53.837696),(45 53.75399),(46 54.1691),(47 53.7317),(48 53.65518),(49 53.477585),(50 53.631126),(51 53.205524),(52 53.50535),(53 53.992832),(54 53.698162),(55 53.548412),(56 53.25414),(57 53.354977),(58 53.111183),(59 52.68545),(60 52.808327),(61 52.26556),(62 52.16458),(63 51.411575),(64 51.214485),(65 51.83828),(66 52.23696),(67 52.77345),(68 52.892056),(69 53.24071),(70 52.69599),(71 52.015392),(72 52.39666),(73 52.44184),(74 52.6069),(75 52.385033),(76 52.551743),(77 53.257557),(78 53.450436),(79 52.896046),
(1 33.562996),(2 39.23316),(3 41.014282),(4 42.900654),(5 44.618202),(6 45.05949),(7 45.44643),(8 45.722404),(9 46.074337),(10 46.016857),(11 47.2247),(12 47.64705),(13 47.594917),(14 48.444256),(15 48.353325),(16 48.99438),(17 48.833218),(18 49.32733),(19 49.186024),(20 48.610332),(21 48.198437),(22 49.151318),(23 48.811337),(24 49.657337),(25 49.784153),(26 49.640984),(27 50.08817),(28 50.512722),(29 50.063354),(30 50.095707),(31 50.0978),(32 49.93993),(33 49.500988),(34 49.45394),(35 49.476067),(36 49.418552),(37 49.415596),(38 49.744602),(39 49.582985),(40 49.82928),(41 50.256947),(42 49.86143),(43 50.55454),(44 50.868214),(45 50.58827),(46 51.57667),(47 51.34577),(48 51.527843),(49 51.242115),(50 51.643456),(51 51.751324),(52 52.237186),(53 51.70653),(54 51.66456),(55 52.16183),(56 51.81642),(57 52.05691),(58 51.84009),(59 51.948093),(60 51.647026),(61 51.442284),(62 51.39995),(63 51.02814),(64 51.1545),(65 51.409325),(66 51.6794),(67 51.899082),(68 51.72362),(69 51.44991),(70 51.144485),(71 51.38147),(72 51.80601),(73 51.910896),(74 52.69716),(75 52.173485),(76 52.581688),(77 53.029163),(78 53.169273),(79 52.426888),
(1 33.274166),(2 38.95916),(3 40.83752),(4 42.8153),(5 43.94991),(6 44.659252),(7 45.2905),(8 45.524597),(9 45.152145),(10 46.05546),(11 45.757465),(12 46.35373),(13 47.08128),(14 47.458984),(15 47.68142),(16 48.09568),(17 47.786118),(18 48.906364),(19 48.22194),(20 48.04636),(21 48.246716),(22 47.73294),(23 48.052704),(24 48.67999),(25 49.711296),(26 49.753883),(27 49.936283),(28 49.882156),(29 50.058025),(30 50.36254),(31 50.140427),(32 50.30774),(33 49.98118),(34 49.926598),(35 49.843),(36 49.773094),(37 49.52923),(38 49.89696),(39 49.217743),(40 49.38751),(41 49.649254),(42 49.790028),(43 50.79792),(44 50.389133),(45 50.366695),(46 50.685604),(47 51.114616),(48 50.62661),(49 50.39444),(50 50.277554),(51 50.26337),(52 50.676247),(53 50.516098),(54 50.73011),(55 50.638973),(56 50.867874),(57 50.711468),(58 51.25759),(59 50.573296),(60 50.706623),(61 50.310272),(62 49.482502),(63 49.92917),(64 49.403137),(65 49.978447),(66 50.271317),(67 50.6227),(68 50.614643),(69 51.10268),(70 51.132008),(71 51.178223),(72 51.46855),(73 51.05912),(74 51.56159),(75 51.02048),(76 51.37236),(77 51.68656),(78 51.4022),(79 51.757122),
(1 33.282177),(2 38.969414),(3 40.527763),(4 42.172264),(5 43.260498),(6 44.590202),(7 44.90026),(8 45.165703),(9 45.47228),(10 45.58692),(11 46.164368),(12 46.566807),(13 47.661137),(14 48.056927),(15 47.509285),(16 48.228004),(17 48.175148),(18 48.465427),(19 48.06822),(20 48.067596),(21 48.20436),(22 48.672314),(23 48.289993),(24 48.942924),(25 48.55394),(26 48.738205),(27 48.92342),(28 49.176884),(29 50.30573),(30 50.42773),(31 49.97435),(32 50.084686),(33 50.231262),(34 50.31546),(35 50.5854),(36 50.97868),(37 50.402588),(38 50.40494),(39 50.56353),(40 51.039562),(41 50.606792),(42 50.51111),(43 51.14702),(44 51.85618),(45 51.63825),(46 52.462383),(47 52.224567),(48 52.141052),(49 52.38786),(50 52.119682),(51 52.53679),(52 52.75038),(53 52.550423),(54 52.567806),(55 52.416733),(56 52.142487),(57 51.639816),(58 51.30824),(59 51.642056),(60 51.402176),(61 50.975033),(62 51.074646),(63 50.97594),(64 51.39021),(65 51.30698),(66 51.800987),(67 51.82314),(68 52.277527),(69 52.42893),(70 52.045807),(71 52.373135),(72 53.10266),(73 53.232216),(74 53.12341),(75 53.352226),(76 52.87746),(77 53.37948),(78 53.389473),(79 53.428883),
(1 33.365185),(2 38.599655),(3 40.812756),(4 41.805164),(5 43.35435),(6 44.20559),(7 44.382603),(8 44.59547),(9 44.97924),(10 46.163315),(11 46.10905),(12 46.093086),(13 46.824165),(14 47.312016),(15 46.67421),(16 47.465),(17 47.780502),(18 47.45174),(19 47.70593),(20 47.142735),(21 47.250587),(22 47.586685),(23 47.625065),(24 48.017902),(25 48.469177),(26 48.760315),(27 48.512142),(28 49.233112),(29 49.33167),(30 49.637115),(31 49.50375),(32 49.405468),(33 49.201725),(34 49.76864),(35 49.88393),(36 49.781235),(37 50.19626),(38 50.053368),(39 49.276573),(40 49.32587),(41 49.281013),(42 49.242),(43 49.764095),(44 50.08373),(45 50.68966),(46 51.683323),(47 51.147358),(48 51.36612),(49 51.380016),(50 51.257385),(51 50.76959),(52 50.827827),(53 51.02292),(54 50.896053),(55 50.918186),(56 51.415142),(57 51.016518),(58 51.261692),(59 51.242504),(60 50.650993),(61 50.708923),(62 50.43517),(63 50.414707),(64 50.57269),(65 50.059097),(66 50.2234),(67 50.150677),(68 50.28882),(69 50.121983),(70 49.780144),(71 49.918503),(72 50.643803),(73 50.538715),(74 50.92993),(75 50.467377),(76 50.222565),(77 50.5407),(78 51.48007),(79 51.005142),
(1 32.668945),(2 37.58029),(3 39.61753),(4 40.7441),(5 42.209538),(6 43.701733),(7 43.40248),(8 44.008175),(9 44.093018),(10 44.262653),(11 44.16653),(12 45.027187),(13 45.74945),(14 46.166378),(15 46.139423),(16 46.48738),(17 46.72052),(18 46.493404),(19 46.67515),(20 45.84182),(21 46.731422),(22 46.704147),(23 46.83081),(24 47.782787),(25 47.39588),(26 47.9657),(27 48.794662),(28 48.605255),(29 48.63698),(30 48.664772),(31 49.2023),(32 49.455868),(33 48.912434),(34 49.403378),(35 49.054337),(36 48.990353),(37 49.714775),(38 49.248928),(39 48.741253),(40 49.710323),(41 49.981625),(42 50.12182),(43 50.9143),(44 50.808582),(45 50.957424),(46 51.247116),(47 51.359337),(48 50.98945),(49 51.010674),(50 50.46223),(51 50.94949),(52 51.075672),(53 51.21954),(54 51.279476),(55 51.52909),(56 50.87556),(57 50.63732),(58 50.080772),(59 49.42818),(60 49.243515),(61 49.16792),(62 48.76598),(63 48.883953),(64 48.70784),(65 49.2674),(66 49.4224),(67 49.929264),(68 50.076694),(69 49.64679),(70 49.656265),(71 49.376926),(72 49.80415),(73 50.158176),(74 49.863255),(75 50.00096),(76 50.276363),(77 51.015274),(78 51.05671),(79 50.87619),
(1 32.908432),(2 38.626064),(3 39.6678),(4 41.608906),(5 43.1222),(6 43.716957),(7 44.270733),(8 44.2566),(9 44.375347),(10 44.9039),(11 45.014275),(12 45.28831),(13 45.943188),(14 47.077908),(15 47.382553),(16 47.20836),(17 47.703007),(18 47.651264),(19 47.78882),(20 46.913364),(21 47.250866),(22 47.744396),(23 48.09776),(24 48.706192),(25 48.502995),(26 48.72531),(27 48.904106),(28 48.742615),(29 49.64206),(30 49.671394),(31 50.482224),(32 50.908417),(33 49.86501),(34 49.737442),(35 49.75937),(36 49.76737),(37 49.9448),(38 49.74533),(39 50.558468),(40 50.6154),(41 50.57287),(42 50.92672),(43 51.434357),(44 50.89805),(45 52.022083),(46 52.26076),(47 51.7575),(48 51.163563),(49 51.086468),(50 51.507813),(51 51.57657),(52 52.00534),(53 51.97498),(54 51.998478),(55 51.644016),(56 51.24741),(57 51.549244),(58 50.87561),(59 50.7312),(60 50.21118),(61 50.20003),(62 50.17958),(63 50.97349),(64 50.870823),(65 50.60226),(66 50.64394),(67 51.00146),(68 50.788086),(69 51.11096),(70 50.514168),(71 50.768253),(72 51.592613),(73 50.852066),(74 51.51243),(75 51.28615),(76 52.184753),(77 52.104965),(78 51.784817),(79 51.6641),
(1 32.67491),(2 38.103714),(3 39.84696),(4 41.563377),(5 42.630486),(6 43.300255),(7 43.47165),(8 44.307934),(9 44.503395),(10 44.477676),(11 45.094257),(12 45.024662),(13 45.46884),(14 46.18873),(15 46.550587),(16 46.770233),(17 47.193153),(18 47.458954),(19 47.471764),(20 47.120686),(21 46.59698),(22 46.67178),(23 47.18312),(24 48.08509),(25 48.327076),(26 48.56706),(27 48.993782),(28 49.045128),(29 48.624657),(30 48.562725),(31 48.404797),(32 48.44565),(33 47.46007),(34 47.818317),(35 48.10574),(36 48.174007),(37 48.191658),(38 48.926186),(39 48.37517),(40 48.29663),(41 47.966846),(42 47.949596),(43 48.271088),(44 49.205868),(45 49.541737),(46 50.052868),(47 50.15587),(48 49.834896),(49 49.668385),(50 50.159267),(51 49.923824),(52 49.982197),(53 50.350056),(54 50.252182),(55 50.669476),(56 50.420868),(57 50.275192),(58 50.159832),(59 49.70974),(60 49.00334),(61 48.961678),(62 49.203022),(63 48.75517),(64 48.82679),(65 49.153614),(66 49.603836),(67 50.35374),(68 50.2107),(69 49.610813),(70 49.386497),(71 48.934822),(72 49.019875),(73 49.43345),(74 49.137543),(75 49.702366),(76 49.772644),(77 50.25989),(78 50.30552),(79 50.771137),
(1 33.14036),(2 37.856865),(3 39.55245),(4 41.21229),(5 42.53268),(6 43.15376),(7 43.787037),(8 43.981567),(9 44.616684),(10 44.41085),(11 44.535416),(12 45.16332),(13 45.78325),(14 46.346878),(15 46.56777),(16 46.911606),(17 47.174244),(18 47.19321),(19 47.11975),(20 46.831635),(21 46.935345),(22 47.33489),(23 47.50816),(24 47.693005),(25 48.694263),(26 48.448746),(27 48.544292),(28 48.98118),(29 49.046764),(30 49.55823),(31 49.762997),(32 49.460423),(33 50.04381),(34 49.727802),(35 49.717384),(36 49.704987),(37 50.094536),(38 49.868015),(39 49.634975),(40 49.24776),(41 49.620872),(42 49.71729),(43 50.793518),(44 50.684296),(45 50.116383),(46 50.540302),(47 50.933033),(48 51.042606),(49 50.656776),(50 51.52978),(51 51.167492),(52 51.856216),(53 52.73539),(54 52.142895),(55 51.75187),(56 51.359863),(57 51.507835),(58 51.42478),(59 50.587418),(60 51.21288),(61 50.48693),(62 50.54572),(63 50.497612),(64 50.24623),(65 50.804947),(66 50.979996),(67 51.33207),(68 51.360542),(69 51.143745),(70 50.746628),(71 50.506573),(72 50.772213),(73 50.592747),(74 50.574543),(75 51.175434),(76 51.723305),(77 51.638073),(78 51.74815),(79 51.656822),
(1 32.709076),(2 37.508484),(3 39.510876),(4 41.82314),(5 42.71473),(6 43.604897),(7 43.502514),(8 43.66275),(9 43.270447),(10 43.28018),(11 43.56169),(12 44.218193),(13 44.56948),(14 45.930294),(15 46.03735),(16 46.4431),(17 46.61824),(18 45.825447),(19 46.211014),(20 45.377113),(21 45.705677),(22 45.57942),(23 45.55021),(24 46.81626),(25 46.794537),(26 47.585613),(27 48.024017),(28 47.991825),(29 47.829857),(30 47.892788),(31 48.103565),(32 47.63357),(33 47.528248),(34 47.901695),(35 48.224075),(36 48.080734),(37 48.720497),(38 48.977047),(39 48.40607),(40 48.829773),(41 48.888878),(42 49.223385),(43 49.455708),(44 49.65793),(45 49.924324),(46 50.560043),(47 50.667343),(48 50.932217),(49 50.61413),(50 51.00491),(51 50.64795),(52 50.564503),(53 50.432796),(54 50.625774),(55 50.216362),(56 49.966072),(57 49.93523),(58 50.263355),(59 49.726658),(60 49.4387),(61 49.625187),(62 49.12212),(63 49.133175),(64 49.304256),(65 50.256138),(66 50.17936),(67 49.71014),(68 50.08177),(69 49.93155),(70 49.826244),(71 49.321423),(72 49.49178),(73 49.75765),(74 49.17888),(75 49.517353),(76 49.55716),(77 50.05042),(78 50.160282),(79 49.571754),
(1 32.479427),(2 37.781376),(3 40.279198),(4 41.734097),(5 42.794773),(6 43.420135),(7 43.809654),(8 44.13251),(9 44.54563),(10 45.395576),(11 44.70759),(12 45.1686),(13 45.290787),(14 45.858406),(15 46.280464),(16 46.873146),(17 47.067112),(18 47.35996),(19 47.420933),(20 47.454372),(21 47.200367),(22 47.33271),(23 47.89291),(24 48.587746),(25 48.408817),(26 48.510666),(27 48.63863),(28 48.21714),(29 48.609688),(30 48.3428),(31 48.74858),(32 49.08738),(33 48.724487),(34 48.714005),(35 48.8171),(36 48.920803),(37 48.617588),(38 48.67915),(39 48.667675),(40 49.081013),(41 48.895245),(42 49.21791),(43 49.080063),(44 49.916946),(45 49.38952),(46 49.71987),(47 50.126213),(48 49.714035),(49 49.77916),(50 50.33087),(51 50.634827),(52 49.877373),(53 49.990936),(54 50.76481),(55 50.927505),(56 50.47414),(57 50.22575),(58 50.182705),(59 49.99564),(60 49.9769),(61 49.453228),(62 49.599968),(63 48.885983),(64 49.52447),(65 49.922802),(66 50.53563),(67 50.1136),(68 50.103085),(69 49.916553),(70 49.79918),(71 49.52992),(72 50.045525),(73 50.18783),(74 50.318844),(75 50.464737),(76 50.216427),(77 50.764725),(78 51.058052),(79 51.092186),
(1 32.576736),(2 38.063496),(3 39.502937),(4 40.954475),(5 42.51866),(6 43.301716),(7 43.270992),(8 43.56269),(9 43.74733),(10 43.47498),(11 44.017612),(12 44.514366),(13 45.11372),(14 45.53798),(15 45.924656),(16 45.84685),(17 46.30981),(18 46.542984),(19 46.76083),(20 46.500126),(21 46.918385),(22 47.2179),(23 46.986057),(24 47.481403),(25 47.272575),(26 48.358063),(27 47.90791),(28 48.15523),(29 48.406166),(30 48.311913),(31 48.826496),(32 48.80422),(33 48.755898),(34 48.601585),(35 48.79187),(36 48.94963),(37 48.806347),(38 48.656097),(39 48.668316),(40 48.691746),(41 48.930542),(42 49.211586),(43 49.560486),(44 49.780834),(45 49.632072),(46 50.446053),(47 50.342724),(48 50.43181),(49 50.583466),(50 51.185776),(51 50.90717),(52 51.08571),(53 51.11598),(54 51.078957),(55 51.330482),(56 51.480465),(57 51.07856),(58 50.839108),(59 50.43569),(60 50.413956),(61 50.838154),(62 50.233597),(63 50.059338),(64 50.176685),(65 50.32926),(66 50.706635),(67 51.42188),(68 51.266514),(69 51.363777),(70 50.671726),(71 51.189182),(72 51.07474),(73 50.505264),(74 50.805992),(75 51.093475),(76 50.977257),(77 51.362335),(78 50.585556),(79 50.487526),
(1 32.443916),(2 37.606945),(3 38.891872),(4 40.762268),(5 41.984303),(6 43.382225),(7 43.43262),(8 43.569145),(9 43.504185),(10 43.877655),(11 43.79303),(12 44.679714),(13 45.357742),(14 46.1461),(15 46.58135),(16 46.60056),(17 46.483894),(18 46.929806),(19 46.83201),(20 46.536537),(21 46.368362),(22 46.820812),(23 47.30419),(24 47.322662),(25 47.776497),(26 47.696125),(27 48.18929),(28 47.796234),(29 48.04765),(30 48.528454),(31 48.397984),(32 48.553886),(33 47.66937),(34 48.56896),(35 48.237186),(36 48.65511),(37 48.3161),(38 48.33432),(39 47.995567),(40 48.32972),(41 48.443893),(42 49.00762),(43 49.0956),(44 49.4949),(45 49.25638),(46 49.732647),(47 49.518967),(48 49.348343),(49 49.203007),(50 49.894733),(51 49.787876),(52 50.183956),(53 50.16311),(54 50.52839),(55 50.532936),(56 50.737732),(57 50.260365),(58 49.774483),(59 49.182568),(60 48.533833),(61 48.58342),(62 48.613094),(63 48.476414),(64 48.925957),(65 49.05891),(66 49.861584),(67 49.719856),(68 50.153084),(69 50.00812),(70 49.091503),(71 49.673203),(72 50.15606),(73 49.73199),(74 50.45936),(75 49.975574),(76 50.642216),(77 50.55292),(78 50.685318),(79 50.821827),
(1 32.309742),(2 37.10954),(3 38.907093),(4 40.712185),(5 41.72995),(6 42.816315),(7 43.006927),(8 43.282),(9 43.244442),(10 43.71127),(11 43.913864),(12 44.389507),(13 44.995087),(14 45.865738),(15 45.86237),(16 46.22349),(17 46.263344),(18 46.30827),(19 46.326355),(20 45.756348),(21 45.73285),(22 45.893616),(23 46.20703),(24 46.433437),(25 47.126816),(26 46.802704),(27 47.144863),(28 47.119957),(29 47.46435),(30 47.72191),(31 47.75921),(32 47.960026),(33 47.549385),(34 47.99599),(35 48.151943),(36 48.703434),(37 48.533005),(38 48.032864),(39 47.998573),(40 48.001003),(41 48.090908),(42 48.181633),(43 48.887802),(44 49.075558),(45 49.206173),(46 49.176266),(47 49.072136),(48 48.895393),(49 49.46502),(50 49.38706),(51 49.15022),(52 49.803345),(53 49.514618),(54 49.48786),(55 49.530468),(56 49.622192),(57 48.93871),(58 48.786983),(59 48.825417),(60 48.667675),(61 48.1886),(62 47.655643),(63 48.100445),(64 48.321198),(65 49.243828),(66 49.16755),(67 49.19455),(68 49.322056),(69 49.113243),(70 48.872936),(71 49.182293),(72 48.48528),(73 48.53836),(74 48.8172),(75 49.369415),(76 49.898746),(77 49.859),(78 49.411373),(79 49.39687),
(1 31.94297),(2 36.907013),(3 38.61914),(4 40.3508),(5 41.254757),(6 42.10555),(7 42.257206),(8 42.462368),(9 42.258286),(10 42.520363),(11 43.184013),(12 43.350685),(13 44.163578),(14 44.920628),(15 44.701168),(16 45.33661),(17 45.367496),(18 45.683937),(19 46.04098),(20 45.45717),(21 45.665565),(22 45.43544),(23 45.43373),(24 46.528027),(25 46.519848),(26 46.909756),(27 47.222755),(28 46.759052),(29 47.80704),(30 47.829445),(31 48.077583),(32 48.051487),(33 48.284557),(34 47.982082),(35 48.419),(36 48.19786),(37 48.89314),(38 48.35155),(39 48.417484),(40 48.90151),(41 48.949654),(42 48.36134),(43 49.28872),(44 49.004726),(45 48.94495),(46 49.598698),(47 49.55837),(48 48.6342),(49 49.19695),(50 49.545948),(51 49.2757),(52 49.232525),(53 49.251534),(54 49.28032),(55 49.743053),(56 49.992706),(57 49.84921),(58 49.83485),(59 49.167233),(60 48.835606),(61 49.024536),(62 48.70738),(63 48.86233),(64 48.468872),(65 48.669582),(66 48.9349),(67 49.18796),(68 49.359108),(69 49.282623),(70 48.85879),(71 49.228733),(72 49.081306),(73 48.90776),(74 48.73824),(75 49.130222),(76 49.581444),(77 50.00238),(78 49.92556),(79 49.69822),
