1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 92231.03),(2 133166.27),(3 152210.52),(4 295503.75),(5 411003.16),(6 488588.47),(7 673757.5),(8 833573),(9 953753.2),(10 1160393.3),(11 1318830.1),(12 1423221.4),(13 1619100),(14 1771095.4),(15 1889891.5),(16 2081755.6),(17 2249083.3),(18 2379292.3),(19 2578632.5),(20 2745734.8),(21 2885759.3),(22 3125599.8),(23 3323853.3),(24 3514476.3),(25 3818040.8),(26 4032244.3),(27 4270786),(28 4596269),(29 4860846.5),(30 5128688),(31 5502332),(32 5855480),(33 6208414.5),(34 6598030.5),(35 6958573.5),(36 7323210),(37 7756801.5),(38 8152624.5),(39 8594641),(40 9073397),(41 9505825),(42 10001683),(43 10556910),(44 10956949),(45 11471476),(46 11991520),(47 12500183),(48 13077337),(49 13579067),(50 14048900),(51 14619764),(52 15102763),(53 15553901),(54 16040559),(55 16537193),(56 16957738),(57 17491090),(58 18078786),(59 18543018),(60 19078690),(61 19586766),(62 20053918),(63 20617920),(64 21117974),(65 21536784),(66 22034644),(67 22602774),(68 23097546),(69 23563326),(70 24092910),(71 24548032),(72 25067936),(73 25780250),(74 26239174),(75 26860106),(76 27440698),(77 27914864),(78 28454842),(79 28964026),
(1 503.94272),(2 632.4445),(3 688.1182),(4 716.48834),(5 756.7372),(6 790.8057),(7 829.4515),(8 851.46045),(9 886.31934),(10 927.5087),(11 959.31836),(12 1004.1033),(13 1026.326),(14 1044.0913),(15 1075.3632),(16 1118.6279),(17 1130.1929),(18 1139.0175),(19 1132.6508),(20 1137.9421),(21 1131.8097),(22 1124.6716),(23 1117.1215),(24 1098.3433),(25 1062.0784),(26 1048.7703),(27 1052.7124),(28 1021.7116),(29 1000.8217),(30 983.6513),(31 960.79156),(32 937.3486),(33 935.397),(34 922.3266),(35 930.5939),(36 921.5135),(37 919.5763),(38 926.42004),(39 918.17523),(40 907.7333),(41 922.5058),(42 926.44696),(43 947.0446),(44 948.1782),(45 945.1766),(46 944.7307),(47 945.2714),(48 948.7206),(49 951.8947),(50 960.2375),(51 959.6493),(52 975.9455),(53 974.47095),(54 983.91205),(55 986.1893),(56 989.04535),(57 989.7088),(58 1005.42535),(59 1009.9691),(60 1007.5922),(61 1006.1843),(62 1006.7759),(63 1010.17334),(64 1011.708),(65 1007.6106),(66 1003.1691),(67 1007.38824),(68 1008.4471),(69 1004.6485),(70 1009.199),(71 1010.65656),(72 1005.6978),(73 1005.75946),(74 1003.0427),(75 1011.6419),(76 1008.119),(77 1005.3199),(78 1011.8783),(79 1012.33),
(1 498.09418),(2 627.74927),(3 679.3139),(4 701.8905),(5 742.93756),(6 774.2901),(7 802.7194),(8 827.0401),(9 860.97595),(10 902.0964),(11 923.5133),(12 973.6907),(13 986.8426),(14 1007.8109),(15 1035.0192),(16 1062.3082),(17 1075.6904),(18 1094.1891),(19 1098.1299),(20 1105.2604),(21 1093.8448),(22 1089.342),(23 1077.035),(24 1059.1533),(25 1036.7522),(26 1026.3424),(27 1024.4028),(28 1009.2926),(29 982.4566),(30 974.4015),(31 957.18286),(32 951.5048),(33 933.09845),(34 931.4713),(35 935.42206),(36 922.70856),(37 917.01117),(38 916.0794),(39 912.3863),(40 911.2319),(41 913.85),(42 913.3609),(43 919.3037),(44 933.8868),(45 939.3727),(46 931.8805),(47 922.5008),(48 929.91125),(49 939.5751),(50 942.7319),(51 937.14825),(52 946.5775),(53 943.1736),(54 957.75696),(55 957.08716),(56 958.66504),(57 954.7025),(58 964.52264),(59 967.3665),(60 968.66437),(61 968.28894),(62 966.3206),(63 967.3952),(64 970.4422),(65 968.8659),(66 970.8201),(67 968.1695),(68 969.7065),(69 977.8415),(70 971.1784),(71 975.65466),(72 980.10803),(73 981.2302),(74 976.5516),(75 981.9349),(76 984.9253),(77 990.9114),(78 993.72424),(79 998.1856),
(1 489.67014),(2 607.5869),(3 651.9999),(4 691.9634),(5 730.53766),(6 762.57196),(7 790.3496),(8 816.39386),(9 850.96985),(10 886.7395),(11 910.51385),(12 955.4547),(13 983.70734),(14 1004.13934),(15 1016.878),(16 1041.9767),(17 1054.2086),(18 1054.2112),(19 1049.6411),(20 1065.997),(21 1067.7247),(22 1055.5533),(23 1045.7765),(24 1024.9426),(25 999.05743),(26 981.93964),(27 973.46155),(28 959.6325),(29 932.8038),(30 923.5903),(31 906.40576),(32 894.10284),(33 893.9916),(34 894.96545),(35 887.81024),(36 880.51514),(37 872.0368),(38 871.93427),(39 877.0638),(40 870.8155),(41 863.45245),(42 869.5972),(43 885.482),(44 886.97205),(45 893.628),(46 894.0818),(47 890.11285),(48 888.64886),(49 880.5237),(50 890.88885),(51 885.96466),(52 899.5903),(53 900.2175),(54 898.3273),(55 906.1802),(56 904.7812),(57 902.0117),(58 910.47754),(59 907.97296),(60 909.2949),(61 914.695),(62 915.0075),(63 923.447),(64 917.7816),(65 917.3737),(66 914.97784),(67 916.57385),(68 920.33167),(69 920.9416),(70 918.6576),(71 914.87604),(72 922.95105),(73 924.3742),(74 927.8624),(75 937.30743),(76 934.75726),(77 936.03107),(78 938.7376),(79 944.4244),
(1 487.89304),(2 621.8579),(3 676.966),(4 711.2698),(5 747.9478),(6 784.0693),(7 820.0422),(8 855.59216),(9 884.5424),(10 928.5279),(11 962.481),(12 1009.1693),(13 1033.618),(14 1053.4349),(15 1075.9854),(16 1110.4137),(17 1128.5574),(18 1130.8147),(19 1125.7745),(20 1129.6761),(21 1124.7076),(22 1118.352),(23 1095.403),(24 1086.9152),(25 1052.689),(26 1037.078),(27 1016.20905),(28 993.5422),(29 967.6094),(30 947.92554),(31 924.9407),(32 902.1096),(33 900.43286),(34 881.19556),(35 878.7068),(36 868.0741),(37 871.793),(38 869.79443),(39 872.37537),(40 869.7353),(41 869.22205),(42 866.7624),(43 883.1659),(44 885.2759),(45 891.4741),(46 900.9935),(47 901.06366),(48 913.64575),(49 912.06366),(50 915.18756),(51 917.69977),(52 928.51447),(53 931.18964),(54 939.97125),(55 945.35767),(56 942.4863),(57 943.83167),(58 957.3606),(59 949.9292),(60 947.9641),(61 954.574),(62 943.8971),(63 950.3166),(64 949.3033),(65 946.45197),(66 948.4092),(67 942.9761),(68 946.7819),(69 960.158),(70 956.20337),(71 952.81665),(72 962.19244),(73 974.5442),(74 972.6776),(75 977.4129),(76 976.835),(77 988.057),(78 999.2389),(79 1005.49524),
(1 483.80258),(2 605.60614),(3 655.7349),(4 683.0719),(5 712.51965),(6 747.065),(7 771.6535),(8 800.05945),(9 826.7106),(10 847.3593),(11 874.31354),(12 910.2764),(13 924.387),(14 939.7538),(15 948.3636),(16 981.60376),(17 988.60815),(18 993.5102),(19 987.8474),(20 994.29987),(21 987.42554),(22 977.4772),(23 964.1496),(24 951.49725),(25 934.374),(26 919.22437),(27 915.4996),(28 896.02606),(29 880.16406),(30 870.7251),(31 851.00085),(32 833.96173),(33 842.09247),(34 837.8394),(35 834.30005),(36 826.2252),(37 827.40027),(38 823.37384),(39 826.62244),(40 827.3323),(41 827.3974),(42 826.08704),(43 828.0846),(44 837.44226),(45 843.0421),(46 849.82623),(47 841.8817),(48 843.4098),(49 846.9765),(50 856.1645),(51 864.1829),(52 860.2398),(53 869.0601),(54 876.034),(55 880.7764),(56 879.46436),(57 881.06964),(58 883.2528),(59 881.9019),(60 884.8961),(61 891.76654),(62 889.52057),(63 894.3934),(64 886.2595),(65 894.06573),(66 888.8256),(67 885.95465),(68 889.51996),(69 897.4266),(70 891.4973),(71 895.74744),(72 894.1326),(73 896.1703),(74 898.54675),(75 908.40564),(76 913.4847),(77 911.08624),(78 919.4594),(79 925.6951),
(1 468.4411),(2 593.70593),(3 638.717),(4 663.9936),(5 697.9959),(6 734.59174),(7 760.8094),(8 787.8505),(9 815.70917),(10 837.7662),(11 853.06085),(12 892.1229),(13 914.70386),(14 933.51227),(15 936.66534),(16 969.565),(17 985.6947),(18 989.002),(19 984.5957),(20 985.1598),(21 979.61176),(22 968.5504),(23 958.776),(24 950.9059),(25 941.58295),(26 925.9057),(27 913.2107),(28 904.3386),(29 884.1834),(30 880.9063),(31 864.6908),(32 849.89685),(33 849.4877),(34 848.4756),(35 848.0435),(36 849.6835),(37 843.8502),(38 845.54596),(39 846.2426),(40 850.64886),(41 846.1546),(42 844.3295),(43 856.3822),(44 858.9129),(45 857.1793),(46 866.7805),(47 868.9595),(48 876.49335),(49 868.87463),(50 872.3512),(51 878.15063),(52 886.20105),(53 893.6409),(54 893.9694),(55 894.5334),(56 901.70215),(57 911.5037),(58 914.60144),(59 897.0983),(60 911.8125),(61 913.9153),(62 908.7576),(63 919.62714),(64 925.1056),(65 921.5226),(66 919.9138),(67 923.16925),(68 918.19885),(69 923.5754),(70 924.4318),(71 923.95935),(72 925.8048),(73 929.97455),(74 926.995),(75 916.71344),(76 936.9107),(77 941.0082),(78 953.71136),(79 951.51044),
(1 459.9127),(2 572.1735),(3 620.082),(4 647.7475),(5 689.6309),(6 723.4774),(7 750.52374),(8 770.6371),(9 804.2577),(10 834.98944),(11 854.70624),(12 888.2469),(13 910.00574),(14 933.40533),(15 940.55597),(16 974.04285),(17 976.0845),(18 980.7436),(19 985.84564),(20 988.6587),(21 988.6133),(22 974.8599),(23 960.74304),(24 958.86554),(25 933.56323),(26 921.49225),(27 912.61676),(28 897.45355),(29 878.9908),(30 884.6206),(31 870.9372),(32 854.39966),(33 852.3476),(34 859.7274),(35 853.57605),(36 858.003),(37 863.62805),(38 868.2808),(39 873.3272),(40 872.74695),(41 872.98834),(42 872.81494),(43 878.9938),(44 879.7035),(45 874.0266),(46 875.79224),(47 881.4524),(48 886.1895),(49 892.2244),(50 893.61163),(51 905.55035),(52 913.909),(53 924.7072),(54 920.97595),(55 921.5463),(56 923.8678),(57 935.6181),(58 937.59766),(59 937.4091),(60 945.9298),(61 943.2916),(62 954.6789),(63 961.1021),(64 966.82605),(65 965.11444),(66 963.1185),(67 955.47516),(68 953.04706),(69 955.1997),(70 952.6799),(71 953.71124),(72 953.6369),(73 948.03296),(74 953.3576),(75 953.76605),(76 956.3785),(77 954.1775),(78 964.3727),(79 966.93475),
(1 444.09036),(2 564.4888),(3 608.90625),(4 631.21387),(5 663.65326),(6 699.9489),(7 725.75385),(8 753.3364),(9 794.61194),(10 828.5119),(11 850.6787),(12 881.8523),(13 905.753),(14 927.83765),(15 936.39374),(16 955.1313),(17 966.0742),(18 969.0099),(19 972.0028),(20 990.7017),(21 980.44556),(22 970.33386),(23 955.35504),(24 950.42957),(25 942.17),(26 928.3247),(27 920.93304),(28 911.545),(29 888.00946),(30 884.5058),(31 872.5251),(32 868.66034),(33 863.40015),(34 863.772),(35 855.61163),(36 864.36676),(37 875.151),(38 876.62085),(39 891.10474),(40 883.7263),(41 886.1401),(42 896.17004),(43 899.0731),(44 905.3568),(45 901.7859),(46 902.74176),(47 912.1805),(48 919.5452),(49 928.38324),(50 931.5751),(51 932.6843),(52 940.29333),(53 942.955),(54 940.5383),(55 934.8652),(56 931.50543),(57 936.984),(58 948.7945),(59 946.9562),(60 944.8969),(61 946.2055),(62 948.522),(63 956.5098),(64 957.0296),(65 960.2667),(66 954.1205),(67 949.15735),(68 948.2062),(69 953.26935),(70 953.31854),(71 955.59735),(72 961.6717),(73 956.178),(74 961.5297),(75 959.26),(76 962.57825),(77 959.20026),(78 966.07227),(79 972.82605),
(1 435.35187),(2 561.07294),(3 603.2835),(4 633.6765),(5 669.67706),(6 702.99817),(7 740.4209),(8 764.2009),(9 802.48926),(10 833.2691),(11 859.3793),(12 896.4125),(13 921.20044),(14 942.4854),(15 951.39954),(16 974.38995),(17 983.54816),(18 991.08453),(19 984.82697),(20 1003.28217),(21 993.2684),(22 982.8537),(23 970.4471),(24 963.02673),(25 962.9218),(26 949.88275),(27 932.8504),(28 918.635),(29 904.285),(30 901.58795),(31 896.252),(32 887.72675),(33 883.36475),(34 881.17786),(35 866.4044),(36 873.14166),(37 873.5525),(38 878.64417),(39 886.1245),(40 891.34033),(41 896.4346),(42 897.8866),(43 904.1617),(44 901.049),(45 901.36334),(46 903.0751),(47 903.96136),(48 912.1774),(49 905.2224),(50 913.38666),(51 921.2138),(52 932.6656),(53 929.2731),(54 932.0421),(55 927.8704),(56 931.6493),(57 932.70746),(58 929.7758),(59 934.8264),(60 940.25446),(61 935.67084),(62 940.4467),(63 955.43176),(64 962.6184),(65 963.7429),(66 953.45264),(67 946.1631),(68 947.7128),(69 950.5368),(70 958.46674),(71 960.4619),(72 962.59094),(73 964.0087),(74 961.3385),(75 965.88934),(76 962.41327),(77 960.68945),(78 971.8943),(79 970.65265),
(1 424.38693),(2 543.59174),(3 588.58624),(4 613.2318),(5 646.0594),(6 680.5213),(7 715.1157),(8 741.54663),(9 776.22174),(10 812.6324),(11 830.3038),(12 861.76776),(13 882.8598),(14 907.45996),(15 903.08496),(16 925.6021),(17 941.4322),(18 959.2025),(19 953.8765),(20 960.6576),(21 963.3432),(22 951.30194),(23 943.3943),(24 947.0302),(25 935.02057),(26 934.66693),(27 935.2882),(28 929.687),(29 917.9109),(30 909.7981),(31 898.951),(32 897.26117),(33 891.43115),(34 895.0598),(35 881.3642),(36 874.902),(37 872.86957),(38 882.40063),(39 889.509),(40 885.99066),(41 901.491),(42 901.72516),(43 902.2464),(44 896.23975),(45 890.88446),(46 899.06024),(47 900.2135),(48 904.5816),(49 903.2659),(50 902.07056),(51 902.35736),(52 907.2118),(53 906.41144),(54 903.23035),(55 896.4221),(56 899.7887),(57 899.3885),(58 893.62006),(59 900.2285),(60 905.9305),(61 901.702),(62 908.0433),(63 906.3724),(64 905.2836),(65 906.78394),(66 907.1462),(67 899.87585),(68 902.64075),(69 901.6417),(70 916.99585),(71 913.85046),(72 910.76666),(73 907.8437),(74 911.7936),(75 920.57855),(76 918.0886),(77 915.48895),(78 928.73267),(79 930.90875),
(1 423.71506),(2 538.36255),(3 591.3795),(4 607.98914),(5 648.9554),(6 683.1881),(7 714.19904),(8 738.63666),(9 770.63495),(10 800.25433),(11 817.57227),(12 842.81506),(13 867.43616),(14 892.2652),(15 891.91406),(16 908.2435),(17 912.1092),(18 921.60834),(19 917.79016),(20 922.7891),(21 924.2576),(22 914.8932),(23 911.76416),(24 905.45447),(25 904.1192),(26 892.3252),(27 894.3244),(28 887.0219),(29 884.9019),(30 864.5939),(31 866.17737),(32 862.59235),(33 865.0256),(34 868.1871),(35 856.3127),(36 858.1856),(37 860.62103),(38 867.3609),(39 865.74817),(40 855.11066),(41 868.308),(42 863.1751),(43 878.68054),(44 860.5196),(45 864.5451),(46 868.5282),(47 879.2093),(48 883.8309),(49 886.036),(50 892.0146),(51 884.0654),(52 885.4209),(53 887.9017),(54 884.15814),(55 883.4379),(56 891.1269),(57 888.3762),(58 889.3896),(59 887.3464),(60 885.60504),(61 883.7494),(62 889.70483),(63 891.33136),(64 884.58966),(65 888.9579),(66 888.8873),(67 882.0708),(68 879.8138),(69 891.44977),(70 886.4155),(71 888.26416),(72 879.7089),(73 884.67505),(74 880.31866),(75 886.618),(76 888.92975),(77 883.8999),(78 885.6631),(79 890.5316),
(1 412.11127),(2 532.6539),(3 583.52374),(4 603.01074),(5 634.61444),(6 677.31445),(7 705.21625),(8 735.3504),(9 771.3126),(10 804.31866),(11 828.1805),(12 859.8933),(13 877.9989),(14 902.30963),(15 912.68274),(16 931.98956),(17 944.14124),(18 958.67114),(19 952.2136),(20 954.1127),(21 953.2327),(22 941.9873),(23 936.21924),(24 916.4257),(25 903.8786),(26 886.233),(27 882.3517),(28 872.6224),(29 854.5778),(30 842.57855),(31 837.0236),(32 828.17535),(33 818.5068),(34 820.08826),(35 806.5922),(36 804.02966),(37 803.60077),(38 819.19415),(39 824.5283),(40 810.9259),(41 815.65015),(42 811.9148),(43 827.05804),(44 817.5401),(45 816.19507),(46 821.0051),(47 832.34955),(48 829.29114),(49 839.0868),(50 850.9185),(51 852.8854),(52 852.71326),(53 855.963),(54 852.4547),(55 859.66943),(56 864.0417),(57 862.2022),(58 862.0015),(59 859.9649),(60 858.6328),(61 864.77856),(62 866.3735),(63 870.57184),(64 866.2168),(65 866.44025),(66 861.64795),(67 859.73755),(68 859.41003),(69 856.46326),(70 855.375),(71 849.6711),(72 844.3153),(73 847.2757),(74 852.363),(75 850.3237),(76 856.5293),(77 852.33887),(78 857.7123),(79 864.8797),
(1 408.8234),(2 517.7673),(3 573.601),(4 597.40796),(5 630.49396),(6 654.1175),(7 688.033),(8 710.05554),(9 737.1727),(10 765.3769),(11 794.86273),(12 817.11456),(13 840.1714),(14 859.7168),(15 870.12146),(16 881.28925),(17 892.471),(18 901.0496),(19 891.50165),(20 889.045),(21 890.88824),(22 880.5177),(23 871.6833),(24 849.3487),(25 838.05304),(26 830.49243),(27 816.97925),(28 807.4875),(29 793.65265),(30 785.2599),(31 783.4455),(32 771.55237),(33 768.73145),(34 754.4636),(35 754.01117),(36 758.7301),(37 762.0039),(38 766.306),(39 766.4744),(40 758.1833),(41 756.06635),(42 759.7894),(43 768.4343),(44 762.0345),(45 765.58405),(46 776.1232),(47 778.6029),(48 785.6935),(49 791.1299),(50 801.2665),(51 797.5934),(52 792.6339),(53 796.50476),(54 799.533),(55 789.65247),(56 796.289),(57 794.17487),(58 791.76843),(59 798.124),(60 804.88727),(61 803.163),(62 800.18225),(63 802.7215),(64 801.70496),(65 803.11334),(66 811.534),(67 805.6111),(68 802.73517),(69 806.15686),(70 804.56134),(71 799.333),(72 802.3077),(73 805.5412),(74 810.7461),(75 813.43115),(76 813.5992),(77 810.9983),(78 818.5468),(79 816.7196),
(1 400.9203),(2 511.91104),(3 557.3866),(4 575.99786),(5 610.9104),(6 643.03595),(7 672.61755),(8 703.4034),(9 725.71246),(10 756.35785),(11 783.48956),(12 797.1007),(13 822.26807),(14 841.3238),(15 844.99615),(16 848.3985),(17 864.7264),(18 871.3468),(19 868.7221),(20 860.04474),(21 857.38556),(22 850.82574),(23 848.43567),(24 831.2028),(25 815.98944),(26 801.10944),(27 795.4094),(28 788.7021),(29 779.73236),(30 766.197),(31 760.8268),(32 755.15753),(33 759.298),(34 758.9624),(35 748.7275),(36 757.2174),(37 759.8791),(38 761.30383),(39 766.5576),(40 773.4613),(41 769.6443),(42 768.9748),(43 783.18475),(44 777.73267),(45 773.33966),(46 776.09503),(47 788.45416),(48 793.4864),(49 787.6382),(50 788.3351),(51 796.558),(52 802.0083),(53 804.91583),(54 804.5876),(55 802.6857),(56 803.5098),(57 801.68744),(58 802.4671),(59 801.17725),(60 800.01324),(61 802.5191),(62 808.6113),(63 817.62805),(64 815.1168),(65 818.89386),(66 811.23236),(67 804.3029),(68 801.22156),(69 803.74176),(70 804.3275),(71 806.4479),(72 806.48987),(73 805.74445),(74 819.0217),(75 824.84265),(76 822.7028),(77 822.574),(78 832.10394),(79 823.7575),
(1 386.3886),(2 495.0217),(3 547.8407),(4 566.7811),(5 603.2172),(6 624.74524),(7 651.2487),(8 672.2217),(9 701.4677),(10 728.483),(11 756.58594),(12 769.2403),(13 787.31854),(14 805.5768),(15 819.07416),(16 824.4291),(17 833.27216),(18 834.70465),(19 835.5238),(20 826.52014),(21 820.818),(22 811.45087),(23 803.7195),(24 791.42175),(25 784.7312),(26 777.75104),(27 772.25037),(28 758.7074),(29 748.99194),(30 746.6221),(31 743.401),(32 737.80255),(33 732.6568),(34 727.6191),(35 735.1618),(36 739.96173),(37 735.2441),(38 737.6942),(39 742.7556),(40 746.48645),(41 749.9273),(42 749.69293),(43 760.3933),(44 758.5603),(45 762.00726),(46 769.1458),(47 773.42975),(48 784.0303),(49 784.6508),(50 783.66437),(51 780.22754),(52 778.7927),(53 785.3151),(54 790.39966),(55 790.4287),(56 793.8711),(57 800.6407),(58 801.73596),(59 800.9485),(60 790.7746),(61 796.1556),(62 798.926),(63 806.95605),(64 808.5296),(65 807.0466),(66 805.4862),(67 801.8985),(68 793.72107),(69 789.7441),(70 793.06256),(71 791.1498),(72 795.5772),(73 790.3373),(74 800.2594),(75 800.2791),(76 803.0679),(77 802.6895),(78 804.7107),(79 806.9621),
(1 384.86163),(2 487.46494),(3 538.18286),(4 556.35925),(5 592.94446),(6 625.827),(7 652.5608),(8 667.3529),(9 688.08374),(10 721.2532),(11 744.8333),(12 759.3789),(13 769.8292),(14 783.98145),(15 800.0143),(16 814.2205),(17 827.3478),(18 829.51953),(19 829.33704),(20 819.02795),(21 810.8433),(22 802.6387),(23 796.5323),(24 781.41266),(25 778.88043),(26 764.1427),(27 756.11926),(28 751.04846),(29 738.3117),(30 741.1277),(31 739.1835),(32 734.5917),(33 735.3966),(34 724.6286),(35 724.1744),(36 730.33405),(37 732.05524),(38 733.0186),(39 737.05774),(40 737.4314),(41 739.6319),(42 752.34357),(43 759.81464),(44 752.2704),(45 752.6267),(46 756.1027),(47 757.95135),(48 764.49115),(49 758.2102),(50 759.1124),(51 761.65344),(52 768.18005),(53 767.0585),(54 768.16907),(55 773.13),(56 777.0505),(57 777.8573),(58 777.833),(59 776.44305),(60 776.32623),(61 781.1439),(62 787.85876),(63 795.62524),(64 797.77),(65 799.9135),(66 804.52826),(67 798.25836),(68 797.45276),(69 791.80853),(70 797.44354),(71 802.46716),(72 809.5369),(73 806.9229),(74 810.16095),(75 809.6789),(76 810.33124),(77 812.85645),(78 817.5759),(79 817.0624),
(1 377.7254),(2 486.51523),(3 548.0913),(4 567.6937),(5 595.13654),(6 629.07355),(7 656.5575),(8 680.8847),(9 702.1232),(10 733.09033),(11 763.56165),(12 783.42053),(13 807.1598),(14 820.4827),(15 836.1104),(16 846.6722),(17 848.9993),(18 852.55597),(19 857.0135),(20 847.42346),(21 831.0917),(22 835.827),(23 833.3929),(24 817.51276),(25 806.3894),(26 798.2771),(27 786.45746),(28 778.31775),(29 770.1317),(30 767.02496),(31 764.43726),(32 764.6617),(33 757.8544),(34 747.6194),(35 750.80566),(36 752.793),(37 755.5133),(38 758.6091),(39 768.6471),(40 776.87305),(41 775.5276),(42 779.9256),(43 794.60956),(44 791.71094),(45 792.5458),(46 793.1011),(47 799.71295),(48 805.0821),(49 805.84564),(50 815.7182),(51 819.4757),(52 824.4806),(53 826.60144),(54 828.0604),(55 828.80457),(56 830.13275),(57 828.87695),(58 834.35156),(59 829.8757),(60 830.49774),(61 826.66724),(62 831.56714),(63 833.254),(64 834.48224),(65 838.5669),(66 843.0114),(67 838.0146),(68 829.5183),(69 835.2022),(70 836.5847),(71 847.4221),(72 850.86707),(73 853.02264),(74 849.1004),(75 854.07776),(76 855.9853),(77 860.0585),(78 856.08374),(79 861.29315),
(1 374.0267),(2 481.97232),(3 535.78436),(4 551.16315),(5 576.01715),(6 603.17834),(7 629.7619),(8 652.56586),(9 669.8614),(10 702.4813),(11 726.28015),(12 739.2855),(13 756.6771),(14 766.8183),(15 783.2657),(16 786.43353),(17 785.1899),(18 788.75476),(19 793.6865),(20 785.83624),(21 788.9553),(22 786.2444),(23 780.7967),(24 767.2629),(25 765.0692),(26 758.05524),(27 754.4574),(28 745.8653),(29 736.07306),(30 736.9928),(31 740.4069),(32 731.4435),(33 730.17584),(34 725.57214),(35 722.601),(36 719.3638),(37 719.9722),(38 726.9231),(39 731.93195),(40 729.26605),(41 735.4041),(42 734.52954),(43 737.02496),(44 740.26996),(45 736.63947),(46 743.4741),(47 753.9392),(48 765.9602),(49 757.23456),(50 760.3991),(51 768.49164),(52 777.9127),(53 775.16254),(54 777.2811),(55 775.14154),(56 778.575),(57 780.96643),(58 791.56384),(59 784.7893),(60 785.1818),(61 783.8066),(62 786.97156),(63 785.8302),(64 786.1911),(65 783.4409),(66 786.1597),(67 785.23456),(68 785.8116),(69 789.0916),(70 785.22784),(71 796.3679),(72 798.82733),(73 798.8525),(74 797.9795),(75 805.0196),(76 806.16364),(77 809.6072),(78 816.4827),(79 821.9494),
