1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 271305.6),(2 988509.94),(3 2018035),(4 3240127.3),(5 4566155.5),(6 6079101.5),(7 7703930.5),(8 9274251),(9 10840888),(10 12398589),(11 13962916),(12 15488357),(13 17005116),(14 18319566),(15 19605718),(16 20989766),(17 22470058),(18 24130688),(19 25902058),(20 27781248),(21 29745970),(22 31624896),(23 33395818),(24 35187284),(25 36857424),(26 38460708),(27 40157940),(28 41914016),(29 43404036),(30 45226108),(31 47376012),(32 49628108),(33 52288864),(34 55263890),(35 58038690),(36 60801916),(37 63215628),(38 65465108),(39 67651650),(40 69593890),(41 71061270),(42 72325320),(43 73721050),(44 75208390),(45 77023990),(46 79216696),(47 81553384),(48 84163240),(49 87124220),(50 90020730),(51 92894264),(52 96014250),(53 99244350),(54 102391810),(55 105377304),(56 107946590),(57 110165430),(58 112544490),(59 114955070),(60 117173544),(61 118987910),(62 121481400),(63 124437030),(64 127886490),(65 131899010),(66 136358980),(67 140774510),(68 144821710),(69 149584140),(70 154340220),(71 159023500),(72 163980830),(73 169093520),(74 173113740),(75 177049810),(76 181102540),(77 185352400),(78 190433870),(79 195950020),
(1 894.70465),(2 1158.208),(3 1323.0865),(4 1428.1389),(5 1453.2274),(6 1461.7769),(7 1445.585),(8 1432.911),(9 1449.5775),(10 1438.172),(11 1432.6705),(12 1421.6067),(13 1466.8701),(14 1518.0702),(15 1635.1151),(16 1680.9491),(17 1710.9922),(18 1665.8663),(19 1597.8217),(20 1530.6646),(21 1503.7002),(22 1484.5267),(23 1489.5161),(24 1501.334),(25 1533.9137),(26 1539.1938),(27 1564.1974),(28 1599.8201),(29 1574.1951),(30 1521.1029),(31 1491.8732),(32 1470.1118),(33 1490.0543),(34 1533.8578),(35 1574.3563),(36 1601.3439),(37 1592.9941),(38 1559.4807),(39 1536.4662),(40 1535.0098),(41 1555.0311),(42 1587.116),(43 1640.8856),(44 1653.6866),(45 1685.6317),(46 1702.7875),(47 1708.0674),(48 1714.9872),(49 1704.0741),(50 1691.6073),(51 1677.4281),(52 1666.595),(53 1666.3501),(54 1678.9374),(55 1709.5425),(56 1718.2999),(57 1739.6125),(58 1787.8661),(59 1770.5315),(60 1759.0077),(61 1749.6053),(62 1730.6415),(63 1722.0553),(64 1701.0598),(65 1685.8763),(66 1679.4496),(67 1686.146),(68 1681.0823),(69 1688.316),(70 1673.4988),(71 1666.1824),(72 1657.065),(73 1676.827),(74 1681.4635),(75 1685.8964),(76 1690.2272),(77 1687.4344),(78 1676.9244),(79 1655.6178),
(1 888.4406),(2 1110.9966),(3 1285.3024),(4 1379.8103),(5 1430.4061),(6 1441.7065),(7 1459.6638),(8 1454.9213),(9 1445.0171),(10 1438.1539),(11 1430.5256),(12 1448.1388),(13 1482.4774),(14 1531.6475),(15 1615.7904),(16 1664.8024),(17 1675.6152),(18 1656.8705),(19 1594.2289),(20 1518.3877),(21 1492.9451),(22 1458.6007),(23 1457.5941),(24 1496.4249),(25 1521.4441),(26 1533.7937),(27 1542.7917),(28 1572.4231),(29 1534.2817),(30 1497.0397),(31 1453.801),(32 1449.8605),(33 1461.3408),(34 1515.3989),(35 1575.0426),(36 1588.8022),(37 1578.6909),(38 1550.7201),(39 1530.111),(40 1522.6747),(41 1534.0228),(42 1552.6553),(43 1579.5872),(44 1601.4886),(45 1623.2535),(46 1630.7129),(47 1633.3984),(48 1640.753),(49 1627.6244),(50 1621.9636),(51 1599.3793),(52 1585.2135),(53 1590.8478),(54 1573.5001),(55 1594.146),(56 1606.1953),(57 1612.7649),(58 1685.1324),(59 1687.6501),(60 1683.2383),(61 1679.652),(62 1663.8094),(63 1642.506),(64 1607.0829),(65 1595.3864),(66 1578.3121),(67 1575.3585),(68 1574.5641),(69 1581.6404),(70 1575.453),(71 1569.0804),(72 1559.8185),(73 1593.7242),(74 1589.4901),(75 1605.3743),(76 1600.2366),(77 1592.2446),(78 1584.1107),(79 1577.0629),
(1 852.52264),(2 1063.8561),(3 1208.345),(4 1295.8556),(5 1330.8252),(6 1346.9109),(7 1361.5667),(8 1376.0471),(9 1368.1271),(10 1377.2266),(11 1372.8926),(12 1359.6454),(13 1386.2708),(14 1415.5753),(15 1485.0487),(16 1510.2527),(17 1538.2891),(18 1539.9337),(19 1489.45),(20 1437.6946),(21 1412.8292),(22 1391.3386),(23 1398.385),(24 1394.237),(25 1417.2892),(26 1432.15),(27 1452.5696),(28 1482.4838),(29 1474.8064),(30 1444.8956),(31 1422.8866),(32 1405.6605),(33 1410.1614),(34 1428.1393),(35 1456.5935),(36 1495.4281),(37 1483.205),(38 1464.4575),(39 1462.7522),(40 1444.8431),(41 1465.8496),(42 1467.5964),(43 1505.7648),(44 1504.5126),(45 1516.8274),(46 1530.1444),(47 1533.4469),(48 1542.2457),(49 1520.5286),(50 1523.4481),(51 1501.7473),(52 1506.0234),(53 1503.0518),(54 1491.6213),(55 1513.3147),(56 1546.8987),(57 1537.2534),(58 1575.0835),(59 1573.3232),(60 1579.0673),(61 1585.9525),(62 1581.2622),(63 1567.1577),(64 1552.0021),(65 1535.4812),(66 1531.7906),(67 1514.5995),(68 1509.3135),(69 1529.87),(70 1526.1184),(71 1525.0854),(72 1521.2168),(73 1520.3507),(74 1525.6388),(75 1530.6772),(76 1524.4883),(77 1520.4409),(78 1523.0995),(79 1523.2705),
(1 842.25964),(2 1045.5332),(3 1205.5596),(4 1290.399),(5 1329.1514),(6 1346.7626),(7 1344.9916),(8 1356.5195),(9 1358.607),(10 1368.7935),(11 1354.9573),(12 1329.7538),(13 1355.4973),(14 1382.4982),(15 1451.9697),(16 1497.2477),(17 1518.0427),(18 1520.6177),(19 1474.7964),(20 1440.3547),(21 1397.3463),(22 1375.3617),(23 1386.1361),(24 1377.821),(25 1412.5481),(26 1425.4257),(27 1440.6857),(28 1497.1216),(29 1490.323),(30 1467.3705),(31 1457.1714),(32 1429.7637),(33 1418.2555),(34 1404.3969),(35 1448.2943),(36 1458.5248),(37 1462.3264),(38 1469.4225),(39 1468.5352),(40 1469.4578),(41 1443.6869),(42 1457.895),(43 1498.2562),(44 1509.1282),(45 1545.9742),(46 1539.5844),(47 1548.2491),(48 1554.8566),(49 1522.283),(50 1532.2229),(51 1532.5417),(52 1541.8107),(53 1532.7408),(54 1519.651),(55 1525.1333),(56 1534.7654),(57 1516.9976),(58 1571.2234),(59 1567.0223),(60 1593.0438),(61 1595.3954),(62 1587.4706),(63 1568.9623),(64 1544.279),(65 1539.9973),(66 1540.1686),(67 1535.8097),(68 1527.1864),(69 1540.2461),(70 1541.2113),(71 1519.5465),(72 1510.241),(73 1528.285),(74 1498.9121),(75 1519.1141),(76 1507.4087),(77 1501.7299),(78 1494.521),(79 1508.4615),
(1 814.5647),(2 1000.3118),(3 1142.4424),(4 1217.9935),(5 1265.7133),(6 1288.6487),(7 1291.3519),(8 1309.4078),(9 1315.5775),(10 1320.517),(11 1316.1593),(12 1319.0002),(13 1341.5131),(14 1357.8137),(15 1406.3005),(16 1434.9514),(17 1458.2827),(18 1447.1621),(19 1418.8873),(20 1381.8147),(21 1357.1063),(22 1335.9952),(23 1322.2073),(24 1332.4948),(25 1346.9023),(26 1355.3973),(27 1366.9473),(28 1408.7091),(29 1410.1873),(30 1420.1644),(31 1402.8407),(32 1382.755),(33 1354.194),(34 1342.3876),(35 1351.7313),(36 1366.4701),(37 1365.6788),(38 1394.8202),(39 1386.888),(40 1390.8555),(41 1375.8208),(42 1374.8119),(43 1390.5446),(44 1415.1727),(45 1412.4865),(46 1424.1267),(47 1426.8837),(48 1426.4937),(49 1435.9791),(50 1433.6176),(51 1430.1788),(52 1433.581),(53 1429.0062),(54 1423.146),(55 1412.3325),(56 1425.574),(57 1405.8019),(58 1459.5729),(59 1456.9553),(60 1459.6626),(61 1477.3059),(62 1464.8203),(63 1472.4475),(64 1448.6237),(65 1447.0835),(66 1430.8691),(67 1433.1133),(68 1431.023),(69 1448.4653),(70 1443.9039),(71 1442.9822),(72 1426.049),(73 1453.9857),(74 1430.0725),(75 1426.1525),(76 1429.2559),(77 1423.2631),(78 1433.0508),(79 1433.6544),
(1 803.1703),(2 995.44995),(3 1113.7554),(4 1185.2363),(5 1220.1864),(6 1243.9082),(7 1256.8218),(8 1270.1385),(9 1284.8204),(10 1309.0487),(11 1300.24),(12 1290.6238),(13 1295.8234),(14 1325.6453),(15 1349.7543),(16 1395.6892),(17 1416.8302),(18 1434.9877),(19 1398.8004),(20 1370.7662),(21 1336.8597),(22 1327.777),(23 1337.2715),(24 1335.2495),(25 1348.819),(26 1348.9539),(27 1352.1444),(28 1368.8649),(29 1374.9633),(30 1398.1449),(31 1385.5647),(32 1386.312),(33 1355.6708),(34 1336.7756),(35 1335.9093),(36 1350.228),(37 1357.6018),(38 1365.9045),(39 1361.6276),(40 1345.573),(41 1335.996),(42 1345.5277),(43 1390.1382),(44 1391.1005),(45 1393.0919),(46 1398.684),(47 1378.7526),(48 1393.6652),(49 1399.3573),(50 1423.9972),(51 1426.6229),(52 1432.9269),(53 1430.0446),(54 1420.0782),(55 1417.5466),(56 1432.0916),(57 1407.1052),(58 1461.6432),(59 1476.4869),(60 1469.0391),(61 1476.2776),(62 1493.9292),(63 1486.4758),(64 1472.4464),(65 1466.4136),(66 1454.6324),(67 1430.3351),(68 1421.1376),(69 1434.7936),(70 1424.7208),(71 1417.618),(72 1402.8484),(73 1417.7028),(74 1405.9962),(75 1416.7212),(76 1417.4291),(77 1418.1346),(78 1413.6),(79 1409.6948),
(1 790.85675),(2 968.0548),(3 1098.1831),(4 1161.2477),(5 1196.8959),(6 1217.2949),(7 1236.7722),(8 1252.5929),(9 1272.3005),(10 1287.8457),(11 1284.0894),(12 1254.9359),(13 1277.4298),(14 1281.5391),(15 1309.2659),(16 1363.0519),(17 1401.3219),(18 1414.8998),(19 1393.0779),(20 1370.7458),(21 1321.9425),(22 1308.4053),(23 1294.3263),(24 1294.6235),(25 1303.0743),(26 1315.4619),(27 1315.0514),(28 1338.535),(29 1347.4297),(30 1355.5071),(31 1355.495),(32 1334.4531),(33 1336.3417),(34 1312.3531),(35 1321.7131),(36 1322.7936),(37 1337.8289),(38 1344.2471),(39 1353.523),(40 1342.3835),(41 1337.0781),(42 1333.0173),(43 1382.5969),(44 1395.0021),(45 1391.4725),(46 1398.6821),(47 1394.2007),(48 1406.046),(49 1388.2996),(50 1384.6859),(51 1402.059),(52 1416.7059),(53 1426.3442),(54 1413.5476),(55 1409.0992),(56 1402.3098),(57 1398.8925),(58 1410.1099),(59 1414.3492),(60 1412.3837),(61 1420.8457),(62 1432.3242),(63 1440.1484),(64 1440.4529),(65 1443.7611),(66 1424.7816),(67 1414.278),(68 1394.4039),(69 1399.9908),(70 1422.4675),(71 1405.1677),(72 1424.2113),(73 1432.3597),(74 1420.1707),(75 1420.7601),(76 1398.1678),(77 1408.0829),(78 1413.3473),(79 1406.8743),
(1 772.3741),(2 930.22437),(3 1064.0328),(4 1102.5872),(5 1156.5691),(6 1168.3224),(7 1187.1587),(8 1173.6777),(9 1213.9974),(10 1224.0947),(11 1223.4098),(12 1218.0063),(13 1240.7109),(14 1251.0417),(15 1268.355),(16 1296.2906),(17 1339.8527),(18 1372.5293),(19 1356.1998),(20 1347.2935),(21 1317.8737),(22 1308.5931),(23 1290.528),(24 1275.2075),(25 1283.1156),(26 1287.139),(27 1285.216),(28 1304.8457),(29 1299.135),(30 1307.6216),(31 1327.7659),(32 1320.3792),(33 1321.2743),(34 1306.1194),(35 1304.3813),(36 1274.6908),(37 1284.154),(38 1302.741),(39 1310.9694),(40 1316.637),(41 1314.0398),(42 1315.3933),(43 1361.0052),(44 1366.4946),(45 1379.6011),(46 1366.5646),(47 1367.7695),(48 1365.7186),(49 1361.4121),(50 1377.6445),(51 1387.7263),(52 1420.3704),(53 1417.3817),(54 1413.4238),(55 1404.4778),(56 1410.8706),(57 1387.3038),(58 1402.4241),(59 1407.4542),(60 1401.4012),(61 1432.7595),(62 1427.7878),(63 1432.8135),(64 1421.0413),(65 1431.0931),(66 1423.2241),(67 1427.1853),(68 1420.7957),(69 1430.6505),(70 1407.7975),(71 1428.6129),(72 1418.335),(73 1437.6764),(74 1434.9863),(75 1428.3054),(76 1397.5273),(77 1383.7306),(78 1388.9149),(79 1374.357),
(1 774.9911),(2 921.79144),(3 1032.4254),(4 1070.4911),(5 1108.8485),(6 1132.1917),(7 1153.6052),(8 1164.0271),(9 1178.4303),(10 1194.7766),(11 1200.1707),(12 1178.4169),(13 1206.7657),(14 1208.4482),(15 1236.1372),(16 1248.9951),(17 1268.9993),(18 1282.4628),(19 1298.0078),(20 1280.9043),(21 1286.7085),(22 1292.9729),(23 1272.6776),(24 1273.7063),(25 1286.5947),(26 1292.0986),(27 1282.1687),(28 1301.2601),(29 1304.0542),(30 1314.2672),(31 1315.2714),(32 1323.4504),(33 1335.7363),(34 1314.2412),(35 1311.5737),(36 1303.4763),(37 1307.786),(38 1300.7605),(39 1306.8943),(40 1303.8644),(41 1308.3685),(42 1314.0421),(43 1357.2358),(44 1353.3861),(45 1365.5371),(46 1351.8103),(47 1365.1404),(48 1348.617),(49 1346.416),(50 1343.0806),(51 1340.7836),(52 1344.102),(53 1360.7623),(54 1364.8479),(55 1354.5846),(56 1356.5004),(57 1360.5375),(58 1363.1295),(59 1378.2649),(60 1356.2292),(61 1387.5657),(62 1388.6636),(63 1401.6548),(64 1390.8937),(65 1385.6882),(66 1375.3362),(67 1380.9995),(68 1383.0106),(69 1381.4069),(70 1381.9767),(71 1384.6653),(72 1378.7397),(73 1396.799),(74 1397.5494),(75 1387.5294),(76 1382.7821),(77 1389.8934),(78 1388.7021),(79 1382.3417),
(1 735.9692),(2 879.1853),(3 982.2978),(4 1022.07404),(5 1052.9111),(6 1076.4427),(7 1110.8864),(8 1131.5177),(9 1146.6184),(10 1177.1923),(11 1191.447),(12 1171.4435),(13 1204.1592),(14 1217.0564),(15 1219.0737),(16 1227.821),(17 1252.5897),(18 1249.6311),(19 1261.0209),(20 1245.8684),(21 1227.2638),(22 1238.3092),(23 1232.7633),(24 1218.5305),(25 1221.2161),(26 1219.4371),(27 1222.0531),(28 1236.4442),(29 1230.3892),(30 1225.5779),(31 1225.3442),(32 1228.2196),(33 1232.3401),(34 1224.6154),(35 1232.6053),(36 1227.774),(37 1235.0597),(38 1222.3828),(39 1236.4003),(40 1245.978),(41 1259.6249),(42 1258.6736),(43 1285.9617),(44 1282.0105),(45 1301.0524),(46 1291.2035),(47 1300.1019),(48 1301.4827),(49 1282.9784),(50 1282.9976),(51 1281.0457),(52 1296.7148),(53 1297.7502),(54 1309.0767),(55 1300.8922),(56 1309.3014),(57 1321.555),(58 1331.6848),(59 1323.7822),(60 1317.4017),(61 1342.1803),(62 1335.615),(63 1320.0156),(64 1321.1984),(65 1321.254),(66 1302.4543),(67 1319.3457),(68 1301.0066),(69 1311.5355),(70 1308.4557),(71 1287.6582),(72 1279.6195),(73 1309.6962),(74 1305.1885),(75 1283.9357),(76 1293.481),(77 1290.2762),(78 1276.9257),(79 1270.8175),
(1 734.6324),(2 868.12616),(3 956.47534),(4 986.8286),(5 1030.9215),(6 1042.1414),(7 1075.8372),(8 1095.9277),(9 1109.3478),(10 1136.9574),(11 1150.6383),(12 1143.9768),(13 1152.0883),(14 1171.1996),(15 1161.406),(16 1179.2482),(17 1196.8251),(18 1218.572),(19 1207.6204),(20 1221.3271),(21 1200.6093),(22 1194.4486),(23 1181.9971),(24 1170.5962),(25 1166.2496),(26 1178.8817),(27 1163.1748),(28 1190.5076),(29 1180.2776),(30 1212.5424),(31 1203.7689),(32 1214.2714),(33 1217.2639),(34 1218.9296),(35 1226.8788),(36 1233.7917),(37 1230.939),(38 1225.871),(39 1231.4379),(40 1239.1628),(41 1250.2991),(42 1252.1445),(43 1309.774),(44 1312.5326),(45 1316.7289),(46 1305.723),(47 1314.7601),(48 1302.8151),(49 1290.7692),(50 1291.7482),(51 1293.4148),(52 1304.1996),(53 1304.8878),(54 1323.3026),(55 1313.0776),(56 1310.9734),(57 1320.1606),(58 1351.9512),(59 1322.348),(60 1325.255),(61 1335.9758),(62 1342.4736),(63 1327.9454),(64 1323.7184),(65 1307.9877),(66 1301.08),(67 1304.6372),(68 1327.9741),(69 1320.9385),(70 1321.1788),(71 1315.6984),(72 1308.877),(73 1334.4868),(74 1323.3593),(75 1310.4021),(76 1302.4567),(77 1315.4912),(78 1296.8651),(79 1281.1293),
(1 713.41833),(2 844.67676),(3 932.9966),(4 964.8343),(5 1011.3307),(6 1025.3408),(7 1052.7122),(8 1080.6638),(9 1082.0507),(10 1109.833),(11 1120.0774),(12 1129.9376),(13 1158.5719),(14 1174.0747),(15 1181.9678),(16 1188.7961),(17 1190.8563),(18 1206.325),(19 1195.2949),(20 1201.9802),(21 1210.7035),(22 1200.7539),(23 1195.7325),(24 1179.832),(25 1174.7717),(26 1161.0353),(27 1166.381),(28 1174.9412),(29 1162.0052),(30 1167.0973),(31 1173.3472),(32 1171.6471),(33 1171.9252),(34 1177.9703),(35 1191.1965),(36 1187.3604),(37 1170.9882),(38 1168.9773),(39 1176.141),(40 1188.59),(41 1206.2903),(42 1207.396),(43 1248.0583),(44 1256.0322),(45 1256.8013),(46 1267.4166),(47 1271.7025),(48 1270.1339),(49 1265.6875),(50 1247.0647),(51 1255.1337),(52 1242.1473),(53 1245.4747),(54 1263.724),(55 1269.0793),(56 1266.887),(57 1272.645),(58 1303.3015),(59 1292.1959),(60 1293.2234),(61 1309.2197),(62 1290.6409),(63 1292.6227),(64 1290.248),(65 1283.9509),(66 1284.5309),(67 1286.7637),(68 1288.146),(69 1285.9559),(70 1292.5366),(71 1284.644),(72 1276.5275),(73 1289.2957),(74 1287.5834),(75 1290.6296),(76 1295.1565),(77 1288.815),(78 1285.8458),(79 1263.9767),
(1 704.5691),(2 818.76324),(3 914.81274),(4 945.13226),(5 992.6579),(6 1003.7509),(7 1039.539),(8 1050.0768),(9 1060.3401),(10 1080.6116),(11 1092.959),(12 1098.9142),(13 1146.2247),(14 1146.9183),(15 1167.0454),(16 1156.7825),(17 1186.007),(18 1184.3368),(19 1196.9),(20 1185.3),(21 1203.5331),(22 1203.935),(23 1204.9308),(24 1188.1807),(25 1196.0503),(26 1179.5385),(27 1172.487),(28 1165.3574),(29 1158.661),(30 1165.0372),(31 1162.6779),(32 1160.7181),(33 1177.8116),(34 1162.7104),(35 1179.2952),(36 1170.4766),(37 1174.3533),(38 1173.5525),(39 1187.9954),(40 1189.8958),(41 1199.5803),(42 1206.7529),(43 1233.1416),(44 1245.6232),(45 1240.4897),(46 1253.2418),(47 1249.8333),(48 1254.8469),(49 1255.8025),(50 1249.0073),(51 1242.4169),(52 1239.6254),(53 1253.3179),(54 1259.3654),(55 1271.7885),(56 1278.5348),(57 1284.1605),(58 1305.1907),(59 1281.7076),(60 1290.9003),(61 1297.255),(62 1285.6805),(63 1297.4839),(64 1281.3713),(65 1275.8506),(66 1266.3822),(67 1279.1926),(68 1259.6552),(69 1269.3877),(70 1270.0822),(71 1271.3463),(72 1272.1747),(73 1290.8247),(74 1273.051),(75 1270.5836),(76 1264.0457),(77 1261.865),(78 1256.8324),(79 1251.7322),
(1 691.5914),(2 810.27277),(3 916.4678),(4 958.64233),(5 1007.89343),(6 1017.4956),(7 1036.6309),(8 1043.5867),(9 1055.3225),(10 1056.9089),(11 1063.3334),(12 1071.9948),(13 1110.7302),(14 1122.6608),(15 1135.8771),(16 1142.5406),(17 1143.6501),(18 1158.679),(19 1165.5887),(20 1172.3835),(21 1163.7017),(22 1174.5204),(23 1172.3035),(24 1152.4102),(25 1147.2201),(26 1144.8838),(27 1118.0254),(28 1128.0326),(29 1126.6162),(30 1142.0831),(31 1126.0255),(32 1135.4039),(33 1124.6907),(34 1127.8483),(35 1143.51),(36 1148.5323),(37 1161.9542),(38 1153.6357),(39 1155.4491),(40 1160.1477),(41 1149.9899),(42 1157.6678),(43 1189.2893),(44 1195.4153),(45 1206.5537),(46 1209.8785),(47 1213.8314),(48 1219.6001),(49 1209.5452),(50 1209.0863),(51 1214.3752),(52 1202.4702),(53 1187.9762),(54 1195.5024),(55 1194.814),(56 1189.3522),(57 1184.8616),(58 1208.722),(59 1200.7826),(60 1216.0355),(61 1221.1188),(62 1227.3165),(63 1225.1107),(64 1217.465),(65 1219.3413),(66 1211.3668),(67 1215.8971),(68 1204.9031),(69 1206.6302),(70 1208.2996),(71 1200.1765),(72 1206.7238),(73 1228.7888),(74 1219.6176),(75 1220.6321),(76 1217.2152),(77 1221.759),(78 1224.8737),(79 1214.4629),
(1 678.1745),(2 796.7251),(3 896.5828),(4 924.8354),(5 963.09344),(6 981.48724),(7 1006.012),(8 1027.8491),(9 1029.6122),(10 1043.2144),(11 1055.2274),(12 1060.6316),(13 1095.2004),(14 1082.8755),(15 1084.2479),(16 1097.1002),(17 1104.9385),(18 1110.7247),(19 1123.8475),(20 1117.5155),(21 1116.7213),(22 1123.9551),(23 1116.9331),(24 1105.2892),(25 1090.3259),(26 1095.0431),(27 1093.3024),(28 1108.1799),(29 1101.6111),(30 1098.8671),(31 1093.9447),(32 1115.5084),(33 1104.4491),(34 1108.5654),(35 1122.173),(36 1128.9465),(37 1139.7537),(38 1141.141),(39 1145.8214),(40 1142.6311),(41 1132.5194),(42 1137.5588),(43 1178.3773),(44 1184.1315),(45 1182.9918),(46 1184.8729),(47 1182.3385),(48 1182.7333),(49 1178.04),(50 1170.4991),(51 1174.2098),(52 1172.3489),(53 1162.3376),(54 1171.3322),(55 1182.8165),(56 1180.8309),(57 1165.8395),(58 1199.7659),(59 1196.3837),(60 1192.7615),(61 1205.4384),(62 1204.7036),(63 1212.1182),(64 1200.1443),(65 1207.7722),(66 1195.7273),(67 1195.7885),(68 1183.2631),(69 1195.7213),(70 1193.7305),(71 1178.5616),(72 1174.6484),(73 1182.8976),(74 1181.5566),(75 1192.338),(76 1182.1519),(77 1190.542),(78 1196.573),(79 1202.2563),
(1 653.9874),(2 773.91846),(3 871.01965),(4 895.581),(5 931.5332),(6 960.6165),(7 994.07434),(8 1006.7396),(9 1011.0741),(10 1017.66895),(11 1022.5825),(12 1023.6387),(13 1071.7317),(14 1076.7112),(15 1091.7775),(16 1089.4098),(17 1103.6104),(18 1109.3258),(19 1121.4094),(20 1115.4906),(21 1113.8367),(22 1119.436),(23 1111.5082),(24 1101.7969),(25 1115.9609),(26 1110.5576),(27 1101.611),(28 1118.6606),(29 1120.7196),(30 1128.8466),(31 1120.923),(32 1116.6414),(33 1106.6348),(34 1104.9427),(35 1093.933),(36 1103.8824),(37 1111.6904),(38 1123.3911),(39 1125.399),(40 1130.7899),(41 1133.0576),(42 1135.8003),(43 1166.3374),(44 1167.6139),(45 1161.0446),(46 1160.1775),(47 1163.0597),(48 1159.0182),(49 1153.3663),(50 1156.1467),(51 1158.2968),(52 1146.5148),(53 1150.892),(54 1148.2212),(55 1157.2123),(56 1154.4479),(57 1157.2217),(58 1181.5697),(59 1174.701),(60 1182.0968),(61 1171.3942),(62 1178.0714),(63 1182.0212),(64 1165.4008),(65 1168.2057),(66 1158.2347),(67 1153.2659),(68 1154.5564),(69 1153.9012),(70 1151.7833),(71 1154.4763),(72 1149.2766),(73 1145.1357),(74 1154.0297),(75 1155.8506),(76 1153.0427),(77 1168.0175),(78 1164.4626),(79 1163.3402),
