1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 15184.489),(2 49516.34),(3 104743.59),(4 174785.52),(5 254786.45),(6 340690.8),(7 445455.5),(8 555227.8),(9 675794.75),(10 794037.8),(11 922429),(12 1043991.8),(13 1168066.4),(14 1289225.1),(15 1425790),(16 1552298),(17 1675078.6),(18 1813613.4),(19 1952607.6),(20 2097910.3),(21 2231614),(22 2370081),(23 2507476.8),(24 2647443.8),(25 2800352.8),(26 2963609.3),(27 3153477.3),(28 3360526.8),(29 3587248),(30 3853213.8),(31 4135528.8),(32 4470403.5),(33 4831314.5),(34 5216211.5),(35 5642102),(36 6095358.5),(37 6554940.5),(38 7023285.5),(39 7546138.5),(40 8065984.5),(41 8545461),(42 9040191),(43 9572266),(44 10100306),(45 10639383),(46 11132751),(47 11628485),(48 12116483),(49 12605867),(50 13064083),(51 13488577),(52 13876093),(53 14202527),(54 14483595),(55 14717569),(56 14904161),(57 15064607),(58 15208395),(59 15346627),(60 15427712),(61 15533991),(62 15605635),(63 15700524),(64 15761721),(65 15801328),(66 15798115),(67 15786760),(68 15747887),(69 15742337),(70 15730951),(71 15749679),(72 15746397),(73 15806412),(74 15860488),(75 15980589),(76 16091680),(77 16202040),(78 16298624),(79 16386340),
(1 86.17659),(2 106.345665),(3 125.94955),(4 134.23256),(5 140.07135),(6 142.95215),(7 147.44337),(8 152.51471),(9 156.94408),(10 159.3204),(11 161.17258),(12 160.57335),(13 163.91328),(14 164.34122),(15 164.96712),(16 166.18675),(17 164.3258),(18 163.78926),(19 164.95715),(20 164.55809),(21 167.18506),(22 165.1947),(23 164.77101),(24 163.55756),(25 164.11336),(26 165.15694),(27 168.59195),(28 169.02863),(29 170.56097),(30 171.71692),(31 172.94347),(32 172.96071),(33 175.25858),(34 173.99857),(35 174.76837),(36 172.8938),(37 175.15399),(38 174.13828),(39 173.72482),(40 173.91035),(41 171.48218),(42 172.48042),(43 174.69415),(44 174.22717),(45 174.52945),(46 175.74461),(47 174.77725),(48 173.56253),(49 173.17776),(50 170.25562),(51 170.95422),(52 169.77527),(53 169.22452),(54 167.58495),(55 168.06587),(56 167.77695),(57 169.98714),(58 171.24054),(59 174.96751),(60 175.6672),(61 175.32076),(62 174.32108),(63 176.98593),(64 176.9071),(65 176.45114),(66 177.19487),(67 174.02525),(68 174.69911),(69 172.44466),(70 169.50827),(71 167.84972),(72 168.46786),(73 171.40076),(74 171.73256),(75 174.38022),(76 173.94025),(77 172.5159),(78 173.16153),(79 171.20628),
(1 89.097565),(2 112.1441),(3 132.04416),(4 144.2624),(5 152.46976),(6 156.4743),(7 157.92445),(8 163.08012),(9 164.67552),(10 166.0953),(11 167.72525),(12 168.62997),(13 171.16443),(14 169.72621),(15 172.77196),(16 171.0984),(17 170.53261),(18 172.12361),(19 170.66994),(20 169.78618),(21 170.01514),(22 169.90367),(23 168.04059),(24 167.26413),(25 169.77031),(26 168.55139),(27 172.2827),(28 171.86221),(29 173.02232),(30 171.91675),(31 173.69817),(32 174.65935),(33 175.47119),(34 175.17639),(35 178.14832),(36 178.32605),(37 182.53471),(38 179.92093),(39 181.34561),(40 180.52136),(41 176.3019),(42 176.14691),(43 175.39589),(44 175.0404),(45 174.53786),(46 174.39787),(47 175.53056),(48 176.51753),(49 177.80609),(50 175.3305),(51 177.6466),(52 178.60764),(53 175.84045),(54 175.35689),(55 176.61026),(56 177.28001),(57 177.64929),(58 175.99246),(59 178.52876),(60 179.15306),(61 179.07884),(62 180.02626),(63 181.15718),(64 177.09712),(65 178.27568),(66 178.39577),(67 175.00926),(68 177.9096),(69 178.82314),(70 177.5556),(71 178.34511),(72 178.67819),(73 177.6226),(74 176.32947),(75 178.42938),(76 180.55475),(77 176.80527),(78 178.95097),(79 177.35985),
(1 87.89518),(2 109.401695),(3 126.84918),(4 135.12311),(5 145.9764),(6 149.13841),(7 151.03894),(8 153.4403),(9 154.22273),(10 157.45477),(11 159.51111),(12 159.33745),(13 160.70363),(14 163.93806),(15 165.85834),(16 166.28917),(17 166.72562),(18 169.17409),(19 170.11818),(20 172.22571),(21 173.5323),(22 173.36725),(23 174.10321),(24 171.84328),(25 174.92244),(26 172.87527),(27 173.90924),(28 174.84305),(29 174.61415),(30 174.23003),(31 174.80971),(32 176.89474),(33 176.05458),(34 179.4874),(35 179.54755),(36 179.58232),(37 179.70859),(38 178.18558),(39 178.26247),(40 179.62419),(41 176.48532),(42 176.99265),(43 178.14108),(44 179.66248),(45 180.81677),(46 180.77058),(47 180.22816),(48 180.18497),(49 181.57939),(50 180.78639),(51 181.81635),(52 182.57118),(53 180.37703),(54 180.96835),(55 178.89459),(56 177.12341),(57 176.93428),(58 176.46776),(59 177.12196),(60 177.54982),(61 178.80945),(62 178.42819),(63 179.31818),(64 177.23254),(65 175.57875),(66 176.39767),(67 174.62454),(68 174.94484),(69 173.08235),(70 173.63992),(71 173.21262),(72 171.57101),(73 171.96361),(74 171.17506),(75 172.89706),(76 172.04977),(77 171.19633),(78 172.32967),(79 170.5938),
(1 86.7874),(2 108.72399),(3 126.623825),(4 136.0641),(5 145.8208),(6 146.49953),(7 149.8332),(8 152.17445),(9 154.48134),(10 156.31367),(11 158.72998),(12 159.71727),(13 164.21246),(14 164.0671),(15 165.79955),(16 165.65028),(17 163.98755),(18 164.2087),(19 164.10315),(20 167.36884),(21 167.41808),(22 165.1401),(23 165.62833),(24 164.08485),(25 164.6778),(26 164.50743),(27 166.92711),(28 168.14621),(29 169.8257),(30 169.79298),(31 171.05847),(32 174.41977),(33 176.62209),(34 178.33202),(35 177.07921),(36 177.85582),(37 175.94165),(38 174.50786),(39 171.99942),(40 173.20404),(41 172.96295),(42 173.3747),(43 171.85739),(44 172.77768),(45 171.62553),(46 171.36572),(47 172.89763),(48 173.73022),(49 172.83492),(50 172.33345),(51 170.96661),(52 170.94771),(53 170.45573),(54 171.34592),(55 169.6116),(56 169.53386),(57 170.43527),(58 169.06761),(59 169.45525),(60 168.22874),(61 170.31555),(62 168.96179),(63 168.8738),(64 169.55743),(65 169.3441),(66 169.90132),(67 171.72519),(68 168.16055),(69 168.7078),(70 167.6588),(71 170.52094),(72 169.69054),(73 172.97433),(74 169.8443),(75 173.95699),(76 172.09322),(77 170.09189),(78 173.3077),(79 172.91716),
(1 86.28734),(2 106.53356),(3 123.09107),(4 134.06746),(5 142.8498),(6 147.84908),(7 152.10345),(8 154.55786),(9 156.03523),(10 159.32031),(11 158.52834),(12 158.31535),(13 159.91325),(14 161.4407),(15 160.99677),(16 159.90492),(17 162.98758),(18 161.50624),(19 164.86436),(20 166.08084),(21 165.5672),(22 164.95187),(23 166.08084),(24 166.9393),(25 168.66458),(26 167.45186),(27 169.74228),(28 171.40096),(29 171.96205),(30 171.57709),(31 172.97258),(32 172.72513),(33 171.31622),(34 172.35161),(35 169.93779),(36 167.80077),(37 169.49535),(38 167.00267),(39 167.45836),(40 171.30405),(41 171.19923),(42 171.45128),(43 170.39288),(44 167.65388),(45 167.96696),(46 169.03093),(47 169.04308),(48 170.53102),(49 171.74902),(50 172.3772),(51 169.80487),(52 165.9225),(53 165.8436),(54 166.45813),(55 165.37184),(56 164.85652),(57 164.06526),(58 162.65965),(59 163.79672),(60 162.56346),(61 165.09058),(62 164.61467),(63 165.63043),(64 166.52763),(65 166.17024),(66 165.83911),(67 165.19157),(68 166.57306),(69 165.19879),(70 166.47029),(71 164.9246),(72 164.735),(73 164.23743),(74 164.01678),(75 168.78493),(76 168.21819),(77 167.45673),(78 168.33537),(79 166.24156),
(1 87.20198),(2 108.14594),(3 125.07367),(4 134.85573),(5 142.11845),(6 146.5241),(7 151.75916),(8 154.8325),(9 155.2864),(10 155.97453),(11 158.38452),(12 161.2983),(13 159.57646),(14 159.52287),(15 159.57486),(16 161.23657),(17 162.74568),(18 162.52974),(19 165.29442),(20 167.12138),(21 168.79172),(22 167.53232),(23 166.52696),(24 165.29796),(25 166.63115),(26 165.50871),(27 167.57521),(28 170.01483),(29 169.91006),(30 169.31227),(31 168.10999),(32 167.0229),(33 169.21458),(34 168.00533),(35 169.27563),(36 168.74458),(37 171.76068),(38 173.29906),(39 174.78668),(40 174.17122),(41 172.94821),(42 170.08331),(43 169.0238),(44 169.2103),(45 169.87617),(46 170.87015),(47 169.68484),(48 169.61433),(49 169.25853),(50 167.16711),(51 166.68617),(52 168.38902),(53 168.1082),(54 169.3061),(55 171.20035),(56 172.58159),(57 173.65085),(58 172.97626),(59 171.51427),(60 167.70047),(61 168.1215),(62 166.77103),(63 165.28354),(64 164.27145),(65 162.17863),(66 162.61275),(67 161.17845),(68 161.94374),(69 163.32678),(70 163.44714),(71 163.88814),(72 166.18013),(73 165.78172),(74 164.84346),(75 165.96541),(76 164.40602),(77 163.52202),(78 165.40729),(79 162.23164),
(1 84.3702),(2 105.248436),(3 120.899605),(4 130.44606),(5 137.83853),(6 143.00095),(7 145.26628),(8 149.77573),(9 148.31589),(10 149.14175),(11 152.71638),(12 154.28682),(13 157.02159),(14 157.98434),(15 161.59995),(16 161.25323),(17 162.06226),(18 162.79117),(19 162.61922),(20 163.19894),(21 164.49283),(22 163.43137),(23 163.85985),(24 163.08412),(25 162.9727),(26 164.89052),(27 167.54448),(28 168.09433),(29 167.6618),(30 167.47704),(31 164.9695),(32 165.63629),(33 166.94345),(34 170.95636),(35 174.46198),(36 174.23022),(37 173.22397),(38 171.52417),(39 171.56825),(40 172.09138),(41 168.77364),(42 167.46674),(43 165.39555),(44 166.15921),(45 166.03275),(46 164.4175),(47 165.28859),(48 165.26474),(49 164.84186),(50 166.05632),(51 167.79037),(52 166.19696),(53 167.06221),(54 166.46495),(55 162.8295),(56 162.38605),(57 161.3476),(58 163.77647),(59 165.5117),(60 165.63937),(61 163.80626),(62 163.33253),(63 164.08994),(64 162.5584),(65 162.44635),(66 163.32726),(67 161.5217),(68 159.58995),(69 158.30698),(70 157.32874),(71 159.82048),(72 159.54663),(73 161.26604),(74 161.86314),(75 163.62729),(76 161.67064),(77 160.87755),(78 159.85306),(79 160.11278),
(1 84.53787),(2 103.54435),(3 117.49677),(4 130.09341),(5 138.18105),(6 142.21161),(7 146.21858),(8 149.95834),(9 150.56857),(10 152.18925),(11 153.65369),(12 153.78766),(13 154.40042),(14 155.71419),(15 155.84543),(16 155.78682),(17 157.31343),(18 157.21924),(19 159.10283),(20 160.54109),(21 159.44835),(22 160.1514),(23 161.99011),(24 163.06462),(25 165.12854),(26 166.30408),(27 166.66762),(28 169.90164),(29 168.65999),(30 168.30377),(31 166.60326),(32 165.91014),(33 165.74121),(34 165.00145),(35 164.80237),(36 164.39577),(37 167.40573),(38 167.77682),(39 171.33939),(40 171.61536),(41 168.74805),(42 169.7836),(43 169.28409),(44 169.18954),(45 168.77881),(46 165.6139),(47 165.58534),(48 163.20035),(49 164.2112),(50 163.97986),(51 164.5065),(52 164.75739),(53 164.28003),(54 165.42299),(55 164.51837),(56 164.3732),(57 166.06458),(58 165.97414),(59 167.65974),(60 162.7947),(61 165.60852),(62 164.81982),(63 165.74542),(64 164.39471),(65 164.20021),(66 165.41539),(67 165.90866),(68 165.45937),(69 165.76457),(70 164.914),(71 165.54887),(72 163.29376),(73 164.48676),(74 163.65852),(75 163.81018),(76 162.68956),(77 161.30795),(78 159.59671),(79 158.89508),
(1 84.83062),(2 108.172226),(3 125.632095),(4 139.70564),(5 146.459),(6 148.46321),(7 151.65797),(8 156.97092),(9 158.82722),(10 157.75877),(11 157.63455),(12 155.78392),(13 157.6747),(14 159.83678),(15 161.6348),(16 161.41658),(17 163.1637),(18 163.9241),(19 165.68028),(20 167.27776),(21 168.12831),(22 166.7648),(23 165.95372),(24 164.37877),(25 165.80035),(26 164.78345),(27 164.74947),(28 164.16827),(29 164.45807),(30 165.8048),(31 164.90024),(32 166.20586),(33 166.08368),(34 167.54233),(35 171.20526),(36 172.92654),(37 174.1219),(38 173.28609),(39 173.4519),(40 172.73851),(41 172.94334),(42 172.29283),(43 170.15375),(44 167.55757),(45 166.79793),(46 168.02837),(47 168.37794),(48 170.48888),(49 171.80171),(50 170.67548),(51 171.64319),(52 173.46352),(53 175.4131),(54 177.77985),(55 178.93501),(56 177.06197),(57 176.08273),(58 171.22191),(59 170.99318),(60 169.55202),(61 169.30708),(62 166.7634),(63 168.45404),(64 168.48517),(65 167.95515),(66 166.1395),(67 164.39655),(68 164.84859),(69 165.44699),(70 164.85872),(71 163.7875),(72 164.57886),(73 164.77429),(74 164.76936),(75 164.34547),(76 162.86243),(77 163.57004),(78 161.42302),(79 162.60262),
(1 83.58163),(2 106.032265),(3 124.53187),(4 134.57222),(5 139.85825),(6 144.58185),(7 148.59892),(8 151.17624),(9 152.6043),(10 152.56165),(11 150.83351),(12 153.56267),(13 155.7325),(14 157.18912),(15 159.65382),(16 161.4499),(17 159.76524),(18 161.56467),(19 163.87086),(20 163.5926),(21 161.19778),(22 158.89224),(23 156.51414),(24 157.22693),(25 156.88365),(26 159.8247),(27 161.33395),(28 161.40271),(29 162.02902),(30 162.5418),(31 164.28036),(32 163.9896),(33 167.62563),(34 167.00754),(35 167.22443),(36 169.9904),(37 172.6613),(38 170.85156),(39 170.75153),(40 168.50119),(41 168.37296),(42 166.41444),(43 167.72432),(44 167.0985),(45 168.06517),(46 167.43297),(47 168.33055),(48 168.19678),(49 168.20267),(50 167.08621),(51 168.94823),(52 170.65797),(53 170.40404),(54 171.94278),(55 170.94695),(56 172.28459),(57 170.92209),(58 170.70908),(59 169.37126),(60 164.9037),(61 166.55334),(62 164.51826),(63 164.35117),(64 164.7329),(65 162.87154),(66 161.01434),(67 158.45682),(68 160.86916),(69 160.83601),(70 161.89558),(71 162.49413),(72 163.24811),(73 164.3315),(74 165.70752),(75 165.43889),(76 165.8942),(77 165.38884),(78 163.46373),(79 163.46782),
(1 82.25637),(2 105.37693),(3 120.2333),(4 127.71507),(5 133.39757),(6 138.83684),(7 142.59137),(8 146.80582),(9 146.42014),(10 147.53998),(11 149.16428),(12 150.27342),(13 152.56087),(14 152.08524),(15 153.95346),(16 157.86908),(17 156.13066),(18 156.25737),(19 155.95917),(20 159.54066),(21 158.22276),(22 157.5167),(23 155.6962),(24 155.31322),(25 155.64418),(26 157.5094),(27 159.22871),(28 161.08922),(29 160.6891),(30 158.37271),(31 156.58061),(32 154.91455),(33 155.77293),(34 156.57047),(35 159.01225),(36 158.37984),(37 158.68713),(38 161.30948),(39 161.4634),(40 160.97438),(41 157.39241),(42 155.08778),(43 155.91869),(44 155.21611),(45 158.8469),(46 158.48134),(47 159.01004),(48 158.36221),(49 158.99655),(50 159.41339),(51 162.0391),(52 162.89508),(53 162.73778),(54 161.27057),(55 162.92413),(56 162.64351),(57 161.87912),(58 163.97969),(59 163.15176),(60 161.87595),(61 162.13492),(62 160.47072),(63 160.10884),(64 159.54086),(65 158.06226),(66 158.63477),(67 156.79533),(68 155.17746),(69 155.7122),(70 156.21208),(71 155.10333),(72 157.16344),(73 156.63771),(74 156.60577),(75 157.90686),(76 156.88956),(77 159.46828),(78 157.96947),(79 160.52644),
(1 81.06238),(2 101.311386),(3 115.612465),(4 125.48855),(5 131.61932),(6 134.34297),(7 135.7139),(8 139.44446),(9 141.92519),(10 144.23715),(11 143.52371),(12 146.01675),(13 144.76524),(14 144.29262),(15 146.05794),(16 148.58801),(17 150.51172),(18 149.32228),(19 153.85648),(20 153.77327),(21 151.9717),(22 149.41695),(23 149.64774),(24 150.11826),(25 151.00015),(26 154.08128),(27 155.14555),(28 156.0218),(29 155.97906),(30 155.67834),(31 154.1102),(32 153.77046),(33 155.78479),(34 155.99318),(35 159.3913),(36 159.39215),(37 157.73868),(38 158.5437),(39 158.821),(40 158.29996),(41 155.8158),(42 154.18623),(43 154.64755),(44 156.40147),(45 156.90034),(46 156.99876),(47 156.5455),(48 154.5596),(49 157.69133),(50 155.62408),(51 154.62938),(52 155.77617),(53 158.29477),(54 159.12744),(55 161.35829),(56 160.68365),(57 159.69644),(58 158.70549),(59 156.5916),(60 157.13011),(61 158.99467),(62 157.76814),(63 160.72562),(64 159.76141),(65 159.31613),(66 159.22209),(67 157.07806),(68 156.93669),(69 158.77272),(70 159.19385),(71 158.81181),(72 159.33813),(73 159.35373),(74 160.65128),(75 159.44531),(76 158.80641),(77 157.01576),(78 156.3334),(79 155.0545),
(1 78.5652),(2 99.836105),(3 114.619255),(4 123.98954),(5 128.51486),(6 131.28621),(7 134.78174),(8 140.14148),(9 141.66734),(10 141.9198),(11 142.1103),(12 142.26671),(13 142.58144),(14 142.85071),(15 147.39949),(16 148.7595),(17 147.24603),(18 148.6455),(19 149.31842),(20 150.22154),(21 151.01936),(22 150.85457),(23 150.95769),(24 151.90941),(25 152.56325),(26 152.28638),(27 151.22845),(28 150.73808),(29 149.52475),(30 149.3506),(31 146.90294),(32 148.06773),(33 149.57492),(34 150.46278),(35 151.1358),(36 151.785),(37 153.94278),(38 154.57529),(39 154.48132),(40 155.72598),(41 153.3842),(42 151.66777),(43 151.45718),(44 151.69412),(45 153.16374),(46 152.31859),(47 154.63411),(48 151.91408),(49 153.03268),(50 150.78702),(51 152.94507),(52 152.68327),(53 153.71436),(54 151.89548),(55 153.54416),(56 152.60394),(57 151.61385),(58 152.4321),(59 152.4438),(60 153.2455),(61 152.87575),(62 154.34612),(63 155.97765),(64 155.36441),(65 155.18333),(66 153.8532),(67 151.443),(68 152.61627),(69 149.17635),(70 149.85161),(71 152.71797),(72 153.0511),(73 153.35498),(74 150.74133),(75 152.1287),(76 154.43837),(77 154.08894),(78 150.83847),(79 150.08429),
(1 80.19769),(2 99.9033),(3 114.481155),(4 122.75359),(5 126.37952),(6 130.07364),(7 133.2176),(8 134.344),(9 136.4232),(10 137.92464),(11 138.9667),(12 137.8975),(13 138.54291),(14 140.38554),(15 142.93172),(16 144.32695),(17 144.90157),(18 143.30435),(19 144.82466),(20 147.28116),(21 145.66856),(22 146.06229),(23 146.79489),(24 144.91158),(25 144.96739),(26 145.66339),(27 148.4653),(28 149.15146),(29 149.39804),(30 151.59512),(31 149.32591),(32 148.19809),(33 150.7932),(34 150.48982),(35 151.2645),(36 151.97646),(37 151.88394),(38 153.74887),(39 155.21527),(40 155.69951),(41 153.34486),(42 152.86406),(43 150.3635),(44 150.30746),(45 151.67911),(46 151.26486),(47 153.01968),(48 153.87125),(49 153.57312),(50 152.99377),(51 153.12206),(52 152.09952),(53 151.54623),(54 150.63606),(55 152.3628),(56 152.52028),(57 152.52763),(58 149.38478),(59 150.36269),(60 149.96104),(61 150.54865),(62 150.13216),(63 151.17186),(64 150.37444),(65 149.22552),(66 149.44902),(67 147.41953),(68 150.00343),(69 147.99892),(70 148.60623),(71 148.66953),(72 147.86647),(73 149.42184),(74 147.66032),(75 149.12648),(76 147.6189),(77 146.33618),(78 147.23358),(79 148.36412),
(1 79.5507),(2 101.406654),(3 116.91779),(4 127.988556),(5 131.57643),(6 133.04831),(7 137.82251),(8 142.8553),(9 146.22275),(10 146.45224),(11 144.37762),(12 144.70804),(13 143.95297),(14 147.79807),(15 148.5828),(16 149.07973),(17 149.11336),(18 150.07771),(19 149.50458),(20 151.50662),(21 149.98058),(22 150.35739),(23 149.12172),(24 150.09671),(25 151.37012),(26 151.85518),(27 155.3136),(28 155.23961),(29 156.46257),(30 157.837),(31 157.06453),(32 155.35782),(33 159.0173),(34 158.09286),(35 157.60774),(36 157.90463),(37 159.83717),(38 160.3026),(39 160.72873),(40 158.89188),(41 157.19385),(42 156.63585),(43 157.35443),(44 158.9828),(45 160.3564),(46 161.11472),(47 162.73225),(48 161.80704),(49 159.75319),(50 159.88214),(51 161.35521),(52 160.25598),(53 158.30138),(54 159.7668),(55 161.73737),(56 161.63094),(57 161.78033),(58 160.6337),(59 161.65735),(60 161.84227),(61 158.86487),(62 158.3994),(63 156.60793),(64 156.06056),(65 154.43005),(66 154.89064),(67 154.41035),(68 154.92949),(69 155.88278),(70 157.35527),(71 156.0051),(72 155.42018),(73 157.2876),(74 155.052),(75 154.37799),(76 155.95659),(77 154.57298),(78 154.35866),(79 151.61684),
(1 77.97136),(2 98.42752),(3 113.96159),(4 122.526375),(5 126.927826),(6 130.92989),(7 134.7118),(8 137.87589),(9 139.68123),(10 141.66501),(11 143.13487),(12 144.95995),(13 144.34088),(14 147.04654),(15 148.4277),(16 149.64954),(17 148.02548),(18 147.0138),(19 145.22246),(20 148.75462),(21 147.47914),(22 147.24016),(23 145.81168),(24 145.20367),(25 146.20699),(26 147.19653),(27 148.46959),(28 150.53549),(29 150.1761),(30 151.92757),(31 152.90385),(32 153.40567),(33 153.81905),(34 152.95384),(35 152.65494),(36 151.84113),(37 153.29178),(38 154.3361),(39 155.07501),(40 157.18376),(41 156.76224),(42 157.05011),(43 157.05202),(44 158.3275),(45 159.38234),(46 158.66615),(47 158.9427),(48 155.52203),(49 154.5986),(50 154.22289),(51 153.05933),(52 151.5476),(53 151.84938),(54 151.39893),(55 152.36632),(56 152.2605),(57 151.52502),(58 150.87648),(59 151.39171),(60 150.35623),(61 150.03358),(62 151.04431),(63 149.82391),(64 149.96043),(65 149.48293),(66 149.30086),(67 146.90588),(68 147.54172),(69 147.50456),(70 146.25209),(71 146.57263),(72 148.369),(73 148.83066),(74 148.93347),(75 148.59633),(76 148.48566),(77 146.77112),(78 147.21796),(79 145.98235),
(1 79.67635),(2 101.12466),(3 115.76595),(4 125.13497),(5 128.78258),(6 132.39447),(7 135.71149),(8 139.23424),(9 137.33366),(10 139.16145),(11 139.98566),(12 142.19131),(13 143.58676),(14 143.00452),(15 143.55305),(16 144.41136),(17 141.69539),(18 144.92531),(19 147.60158),(20 148.15013),(21 146.66814),(22 145.64063),(23 146.97328),(24 147.06273),(25 145.85135),(26 146.55032),(27 145.0112),(28 146.73692),(29 147.77266),(30 150.13103),(31 151.69778),(32 152.28085),(33 155.40547),(34 154.44635),(35 155.71648),(36 155.72475),(37 153.28493),(38 154.53146),(39 153.21892),(40 154.73198),(41 153.57397),(42 155.16911),(43 153.72997),(44 155.99089),(45 155.50162),(46 155.50504),(47 155.11592),(48 155.3473),(49 155.37354),(50 155.00717),(51 155.95908),(52 155.25993),(53 153.92735),(54 151.57162),(55 150.27513),(56 149.4305),(57 151.71524),(58 152.48793),(59 154.63776),(60 151.88577),(61 152.30237),(62 152.8355),(63 153.02277),(64 150.42761),(65 148.86574),(66 150.6104),(67 149.95088),(68 151.16614),(69 152.49347),(70 151.2217),(71 151.25438),(72 152.7967),(73 153.7736),(74 152.91457),(75 153.71326),(76 152.26105),(77 151.12216),(78 152.06454),(79 152.88211),
(1 76.26808),(2 96.28677),(3 110.37208),(4 117.53413),(5 120.16658),(6 123.75642),(7 126.45127),(8 128.07211),(9 130.51915),(10 130.09734),(11 129.71085),(12 131.13911),(13 135.11464),(14 135.59506),(15 138.26045),(16 139.02512),(17 138.2293),(18 137.39381),(19 136.28004),(20 137.2156),(21 137.42737),(22 138.53653),(23 139.53659),(24 139.73076),(25 141.07285),(26 142.26666),(27 141.90894),(28 142.38232),(29 142.9494),(30 143.7055),(31 143.93224),(32 144.20923),(33 146.25116),(34 145.96259),(35 145.72449),(36 144.94109),(37 144.2707),(38 145.30841),(39 144.09961),(40 144.00157),(41 143.482),(42 143.32806),(43 143.04501),(44 144.1041),(45 146.75745),(46 145.87238),(47 146.11324),(48 145.28954),(49 147.90309),(50 147.03102),(51 145.3536),(52 145.13301),(53 144.71945),(54 143.65866),(55 143.96248),(56 142.79999),(57 141.91777),(58 140.18465),(59 142.64853),(60 139.53975),(61 141.87889),(62 143.16931),(63 144.08403),(64 140.92476),(65 140.2201),(66 139.79857),(67 140.60826),(68 143.04884),(69 141.96617),(70 142.46936),(71 141.28592),(72 142.17151),(73 144.1776),(74 144.16411),(75 143.82822),(76 143.8721),(77 143.47534),(78 144.40848),(79 142.0534),
